SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq100K.5
1,1,0,0,0,1,0,0,1,0,1,0,0,1,396.3
1,0,0,1,0,0,0,1,0,1,1,0,1,0,388.7
0,0,1,1,1,0,0,0,0,0,1,1,0,0,397.09
0,0,0,1,0,1,1,0,1,0,1,0,0,0,393.51
1,1,0,1,1,0,0,0,0,1,0,1,0,1,395.39
0,0,0,0,0,1,1,1,1,0,0,0,0,0,386.83
0,1,1,0,0,1,0,1,0,0,0,0,1,1,389.54
0,0,0,0,0,1,0,1,1,1,0,1,1,0,395.15
1,1,0,0,1,1,0,0,0,1,0,0,1,1,389.88
1,1,0,0,0,1,0,0,1,0,0,1,1,1,396.65
0,1,1,0,1,0,0,0,0,1,0,1,0,1,406.59
1,0,0,0,0,1,1,0,1,0,0,1,0,0,397.27
0,0,1,0,1,1,0,0,1,0,1,1,0,1,404.59
0,1,1,1,0,1,0,0,1,0,1,1,0,0,403.02
0,1,1,1,0,1,1,0,0,1,0,0,1,0,386.86
1,1,1,0,1,1,1,1,0,0,0,0,1,1,388.89
0,1,0,0,0,1,0,0,0,0,0,0,1,1,390.02
0,0,1,0,0,0,1,1,1,1,1,0,0,1,393.98
1,1,0,1,1,1,1,0,0,1,1,0,0,0,395.3
0,1,0,1,0,1,1,1,0,0,0,1,0,0,398.61
1,0,1,1,0,0,1,1,1,0,1,1,0,0,401.7
1,0,0,1,0,0,0,0,0,0,1,0,0,1,389.37
1,1,0,1,0,0,1,1,1,0,0,1,0,0,401.75
1,0,1,1,0,0,0,1,1,0,0,1,0,0,397.66
0,1,0,1,1,1,0,1,0,1,1,0,0,1,394.21
1,1,0,1,1,1,0,1,1,0,0,0,1,0,390.91
1,1,1,1,1,1,0,0,1,0,0,1,1,0,401.61
1,0,1,0,1,0,1,0,1,0,0,1,0,0,395.58
0,0,0,1,1,0,0,1,0,0,0,1,1,1,397.54
0,0,1,0,0,0,0,1,0,0,0,1,0,0,395.12
1,0,1,1,0,1,0,0,0,1,0,0,0,0,390.45
0,0,0,0,1,1,1,1,0,0,0,0,0,0,388.19
1,0,0,1,0,0,0,0,0,1,1,1,0,0,401.34
1,1,1,0,1,0,1,1,0,1,1,0,1,0,392.06
0,1,0,0,0,1,0,1,0,1,1,1,0,0,410.56
1,0,1,1,0,1,1,1,0,1,1,1,0,1,396.45
1,0,0,0,0,0,0,1,0,1,0,1,0,1,399.04
0,0,1,1,1,0,1,1,0,1,0,0,1,1,389.24
0,0,1,1,1,1,0,1,0,1,1,1,0,0,399.27
1,1,0,0,1,0,0,1,1,0,0,0,1,0,402.23
1,0,0,0,1,1,1,0,1,1,1,0,1,1,390.04
0,0,1,1,1,0,1,1,0,0,0,0,1,1,386.86
0,0,1,1,1,0,1,1,1,0,0,1,1,0,398.36
1,0,0,0,1,0,0,1,1,0,1,1,0,0,404.07
0,1,0,1,1,0,1,1,1,1,1,0,1,1,391.5
0,0,1,1,0,1,0,1,0,1,1,1,1,0,397.66
0,0,1,1,0,0,1,0,0,0,0,0,0,0,388.73
0,0,0,0,0,0,1,1,0,1,1,0,0,1,399.43
0,0,1,0,0,1,0,1,1,0,0,1,1,0,398.13
1,0,1,1,0,1,0,1,0,1,0,0,1,0,390.11
1,1,1,1,1,1,0,1,1,0,0,0,0,1,387.54
1,1,1,1,0,0,1,0,1,1,0,1,1,0,399.15
1,0,0,0,1,1,0,0,1,1,0,1,1,0,397.06
1,1,0,1,1,1,1,0,1,1,1,1,1,0,399.69
0,0,0,0,1,0,0,0,0,1,0,1,0,0,399.52
1,1,1,0,0,1,0,0,0,0,1,1,1,0,399.03
1,1,0,0,0,0,1,1,1,1,1,1,1,0,406.4
1,1,0,0,0,1,0,1,0,0,0,1,1,1,396.18
1,1,1,1,1,0,1,0,1,1,0,1,0,1,403.1
0,1,0,1,0,1,1,1,0,0,0,0,1,1,395.61
1,0,0,0,0,1,1,0,1,0,1,1,1,1,400.45
1,0,0,1,0,0,1,1,0,1,0,1,1,1,397.23
0,1,0,1,0,0,0,0,1,1,1,0,1,1,395.45
0,1,0,0,0,1,0,1,0,1,0,0,1,0,387.31
1,1,0,1,1,0,1,1,0,1,0,1,1,0,401.08
0,1,0,1,0,1,0,0,1,0,1,0,1,1,388.82
0,1,1,0,1,0,1,0,1,0,0,1,1,1,397.46
1,0,0,1,0,0,0,1,0,1,1,0,0,1,388.73
1,1,0,1,0,0,1,1,1,0,1,0,0,0,393.75
0,1,1,0,0,1,0,0,1,1,0,0,0,0,391.11
1,1,0,1,0,1,0,1,1,0,1,1,1,0,395.85
1,0,0,0,0,1,1,0,1,1,1,0,1,0,391.74
1,1,0,1,0,0,1,1,1,0,1,1,0,1,400.14
1,1,1,1,0,1,0,0,0,0,1,0,0,0,388.43
1,1,0,1,0,0,0,1,1,1,1,0,0,1,393.49
1,0,1,1,1,0,0,1,1,0,0,0,0,0,388.2
0,1,0,0,1,0,1,1,0,1,1,1,1,0,409.15
0,0,0,1,0,0,0,1,1,0,1,1,0,1,396.54
0,0,0,1,0,0,0,1,1,1,0,1,0,1,395.5
1,0,1,1,0,0,1,0,1,1,1,0,1,0,388.38
1,1,1,1,1,1,1,0,1,0,0,0,1,0,391.63
0,1,0,1,1,1,1,0,1,0,1,1,1,0,404.89
0,1,1,1,1,1,0,1,0,1,0,1,1,1,397.33
0,1,1,1,0,0,1,1,1,1,0,0,1,0,398.13
0,1,0,1,0,0,0,0,1,0,1,0,1,1,388.01
1,0,1,0,0,1,0,0,1,1,0,0,1,0,388.71
1,0,0,0,0,0,0,0,1,0,1,1,0,0,397.32
1,1,1,0,1,1,0,0,1,0,0,1,0,0,398.23
0,1,1,0,0,1,1,0,0,1,0,0,0,1,389.43
0,1,1,1,1,1,1,0,0,1,0,0,0,0,388.98
0,0,1,0,1,1,0,0,1,1,1,1,0,0,406.48
0,0,1,0,1,1,0,0,1,0,1,1,0,0,397.31
1,0,1,0,1,1,0,1,1,0,0,0,1,0,389.98
1,0,0,1,0,1,1,1,1,1,1,1,1,1,399.44
1,0,1,1,1,1,1,1,1,1,1,1,1,0,397.92
0,1,0,1,0,0,1,0,0,0,0,1,0,0,400.5
1,0,1,1,1,1,0,0,0,0,1,0,0,0,387.2
1,1,0,0,1,1,0,0,0,0,1,1,0,0,397.34
0,1,0,1,1,0,0,0,0,0,0,0,1,1,388.31
1,0,1,1,1,1,1,0,0,1,0,0,1,0,389.83
0,0,1,1,0,1,0,0,0,0,1,0,0,0,393.67
1,1,0,0,1,0,1,0,1,1,1,0,1,1,388.02
1,1,1,0,1,1,1,0,1,1,0,1,0,1,406.12
0,0,0,0,1,0,0,1,1,0,0,0,0,1,389.77
1,1,1,1,1,0,0,0,0,1,0,1,0,0,402.38
0,0,0,0,1,0,0,0,0,1,0,1,1,0,405.47
0,0,0,0,1,0,1,1,0,1,1,1,1,0,400.25
0,0,1,1,0,0,1,0,1,1,1,1,1,0,401.56
1,1,0,1,0,0,0,0,1,1,1,1,1,0,403.3
1,1,1,1,0,0,0,1,1,1,0,0,1,0,389.81
1,0,0,0,0,0,0,0,0,0,0,0,1,0,388.09
0,0,0,1,0,1,0,1,1,1,0,1,0,1,406.4
0,0,1,0,1,0,0,1,0,1,1,1,0,1,397.02
1,0,0,0,1,0,1,1,0,0,1,1,0,1,396.74
0,1,1,1,1,0,0,0,1,1,1,1,1,0,403.07
1,0,0,1,0,0,0,0,1,0,1,0,0,0,395.64
0,0,0,1,1,0,0,1,1,1,1,0,0,1,389.47
0,0,0,0,0,0,0,0,0,1,0,1,0,1,396.06
1,0,0,0,0,0,1,0,0,1,0,1,0,0,414.6
1,0,1,0,1,1,0,1,1,1,0,1,1,1,397.31
0,1,1,0,0,1,1,1,0,1,1,0,1,1,390.91
1,0,1,0,0,0,0,0,1,0,1,1,1,0,400.54
0,0,1,0,0,1,1,0,0,1,1,0,1,0,389.73
1,1,1,0,0,0,0,1,1,0,1,0,1,1,778.58
0,1,0,0,1,1,1,1,1,0,0,1,1,0,400.72
1,0,1,0,1,1,1,0,1,1,0,0,0,1,391.23
0,0,1,0,1,0,0,1,0,1,0,0,1,1,391.64
0,0,1,0,0,1,1,1,0,1,0,1,0,1,395.1
0,0,0,0,1,0,0,1,1,1,1,0,1,0,387.9
0,0,0,1,0,1,0,1,1,1,1,1,0,1,404.62
0,0,1,0,1,0,0,0,1,0,1,1,1,0,400.02
0,1,0,0,1,0,0,0,1,1,0,1,0,0,401.47
1,1,1,0,1,1,0,1,1,0,1,0,1,1,398.5
1,1,1,0,0,0,1,1,1,0,0,0,0,1,393.46
0,1,0,1,0,1,1,0,0,1,0,0,0,1,392.22
0,0,1,1,0,1,0,0,1,0,1,0,0,1,391.26
0,1,1,0,1,1,1,1,0,0,1,1,0,1,403.53
0,0,0,0,1,0,1,1,0,0,0,1,1,1,396.25
0,0,0,0,1,1,0,0,1,0,0,1,0,1,396.1
0,0,1,0,0,1,1,1,1,1,0,1,0,0,405.24
1,1,0,1,1,0,0,0,1,0,1,1,0,1,400.91
0,0,0,1,0,0,1,0,0,0,1,0,1,1,390.06
0,0,0,0,0,0,0,1,1,1,0,0,1,1,388.6
0,0,1,1,0,0,0,1,1,1,1,1,1,1,399.88
0,0,0,1,0,1,1,0,0,0,1,1,1,0,396.94
0,0,1,0,1,1,1,1,1,0,1,1,0,0,401.88
0,1,0,0,1,1,1,0,0,1,1,0,0,1,393.4
1,0,0,1,1,0,0,1,0,0,0,0,0,1,391.2
1,1,0,1,1,1,1,1,1,1,0,1,1,0,399.91
1,1,0,1,1,0,0,0,0,0,1,1,0,1,405.88
1,1,1,0,0,1,0,1,1,0,1,0,0,1,391.55
0,0,1,1,0,0,0,0,0,0,1,0,1,1,394.28
1,1,1,1,1,0,1,1,1,0,1,0,1,0,390.98
1,1,1,0,0,0,0,0,0,0,1,0,1,1,389.59
0,0,1,0,0,1,0,0,0,1,0,1,1,1,399.07
0,1,0,0,0,0,1,1,0,1,0,0,1,0,394.51
0,1,0,0,0,0,0,0,0,1,0,0,0,1,399.09
1,1,0,0,0,0,1,1,0,1,1,1,0,1,402.43
0,1,0,0,0,0,0,0,0,0,0,0,1,0,388.17
1,0,0,1,0,0,1,0,1,1,0,1,1,1,401.11
0,0,1,1,1,0,0,1,1,0,0,1,1,1,398.88
1,0,1,0,0,1,1,0,1,0,0,1,0,0,400.32
0,0,1,0,1,0,1,1,0,0,0,1,0,1,396.73
1,1,0,1,1,1,1,1,1,1,0,0,0,0,396.05
1,1,1,1,1,0,0,0,0,1,1,0,0,0,396.8
1,0,1,1,1,1,1,1,0,0,0,1,1,0,400.84
0,0,0,0,1,0,0,1,0,1,1,0,1,1,390.95
0,1,0,0,0,1,1,0,0,1,1,0,1,1,389.83
1,0,0,1,0,1,0,1,1,0,1,0,1,1,390.73
1,1,1,1,0,1,1,1,0,1,1,1,1,0,403.77
1,1,0,1,1,0,1,0,1,0,0,0,0,1,393.7
0,0,1,1,1,0,1,0,1,0,1,1,0,1,397.62
0,1,1,1,0,0,0,0,1,1,0,0,1,0,393.21
1,1,0,0,1,1,0,1,1,0,0,1,1,0,399.2
1,1,1,0,0,0,1,1,0,1,1,1,1,0,399.52
0,1,1,1,1,0,1,0,0,0,1,1,1,0,397.31
0,0,0,1,0,1,1,1,0,1,1,0,1,1,390.08
0,0,0,1,0,0,0,1,0,0,0,0,1,0,389.43
0,0,0,1,0,1,1,0,1,0,0,1,1,0,397.45
1,0,0,1,1,0,1,0,1,0,1,0,0,1,392.16
0,1,0,0,0,0,0,0,0,1,0,0,0,1,393.09
1,0,0,1,0,1,1,0,0,1,1,0,1,1,399.36
0,1,1,1,1,0,0,1,0,0,1,1,0,0,403.01
0,1,1,0,0,1,0,1,1,0,0,0,0,1,392.17
0,0,0,0,0,1,1,1,0,0,1,0,0,0,391.06
0,1,0,0,1,1,0,1,0,1,1,1,1,1,399.88
0,0,1,1,1,0,1,1,1,0,0,1,0,0,397.98
0,1,1,0,1,0,1,1,1,0,1,0,0,0,388.77
0,1,0,1,0,0,0,0,1,0,1,1,1,0,394.33
1,1,1,1,1,1,0,0,1,1,1,1,0,0,402.12
0,0,1,0,1,0,1,1,1,1,1,0,1,1,395.64
0,0,1,0,0,1,0,1,1,1,1,1,0,1,406.97
1,0,0,0,0,0,1,0,0,0,0,0,1,1,393.58
1,0,1,0,1,0,0,0,0,1,0,0,1,1,388.17
