SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq100K.5
1,0,0,1,1,0,1,1,1,1,1,1,1,1,397.24
1,1,0,1,1,1,0,0,1,1,0,1,0,0,403.64
0,1,1,1,0,0,1,1,1,1,1,0,0,0,396.59
0,0,0,1,0,1,0,1,0,0,1,0,0,0,391.73
1,0,1,0,0,1,1,0,0,1,1,1,1,0,396.96
0,1,1,0,0,0,0,1,1,1,0,0,1,0,391.27
1,0,0,1,0,1,1,0,0,1,1,1,1,1,397.25
1,0,1,0,1,0,0,0,1,1,1,0,1,0,389.88
1,0,1,1,1,1,1,0,0,1,1,1,1,0,397.98
0,1,1,0,1,1,1,1,0,1,0,1,0,0,399.04
0,0,1,0,0,0,0,0,1,0,1,1,0,1,404.23
0,1,1,1,0,0,0,0,0,0,0,1,0,1,401.18
0,0,1,1,0,0,1,0,0,1,0,0,1,0,389.98
0,1,1,0,0,1,1,0,0,1,0,1,0,0,398.76
0,1,0,1,0,0,0,1,0,0,1,1,0,0,397.75
0,0,1,1,0,1,0,1,0,1,0,1,1,1,398.31
1,1,0,0,0,0,1,1,0,1,1,1,1,0,398.55
0,1,1,1,1,0,1,1,1,1,0,0,0,0,393.88
0,1,0,0,0,0,1,0,0,1,1,0,0,0,394.41
1,0,1,0,0,1,0,1,0,0,1,1,1,0,398.29
0,0,1,1,0,1,1,1,0,1,0,0,0,1,391.06
0,0,1,1,0,1,1,0,0,0,0,1,0,0,395.69
1,1,0,1,1,1,1,0,1,1,0,0,0,0,401.24
1,1,0,0,0,0,0,1,0,1,0,1,1,0,403.35
0,0,1,0,0,0,1,0,1,0,0,1,1,0,399.0
0,0,0,0,1,0,0,1,0,1,1,1,1,1,399.86
0,1,0,1,1,1,0,1,0,0,0,1,1,1,408.74
1,0,0,0,1,0,0,0,0,1,0,1,1,1,397.16
1,0,1,1,0,0,0,1,1,0,1,0,1,0,388.7
0,0,1,0,1,1,1,1,0,0,0,0,0,1,393.18
1,0,0,0,0,1,0,0,1,0,0,1,1,0,398.34
1,0,0,0,1,1,1,1,0,1,0,0,0,1,388.53
0,1,1,1,0,0,0,0,0,0,0,0,1,1,392.95
1,1,0,1,0,1,0,1,1,1,0,0,0,0,391.75
0,1,1,1,0,0,0,1,1,1,0,0,0,0,396.34
0,1,1,1,1,1,0,0,1,1,1,1,1,1,403.44
1,0,0,0,0,0,0,0,0,0,1,0,1,0,389.25
0,1,0,1,0,0,0,1,1,1,0,1,0,0,403.03
0,1,0,0,0,0,1,1,1,1,1,0,0,1,394.17
0,0,0,0,0,1,0,0,1,0,0,0,0,1,393.24
1,1,0,1,1,1,0,1,0,0,1,1,1,1,402.09
0,0,1,0,0,1,1,1,0,1,0,1,1,1,400.03
0,0,0,1,1,1,0,0,1,0,1,1,1,0,400.12
0,1,0,0,1,1,0,0,1,0,0,0,0,0,388.78
1,0,0,0,0,1,1,1,0,0,0,1,0,0,400.35
1,1,0,1,0,0,0,1,1,0,0,1,1,1,398.16
1,1,0,0,0,1,1,1,0,0,0,0,1,0,389.42
1,0,0,1,1,0,0,1,1,1,1,1,1,1,398.39
0,1,1,0,1,0,1,1,1,0,0,1,1,1,396.74
0,1,0,1,1,0,1,1,0,0,0,0,1,0,393.43
1,0,0,0,1,1,1,1,1,1,1,0,0,0,390.76
1,0,1,1,0,1,0,1,0,0,1,1,0,1,396.77
1,0,1,0,1,0,0,1,1,0,1,0,0,1,398.42
1,1,1,1,1,1,1,1,1,1,1,0,1,1,390.32
1,1,1,0,1,1,0,0,1,1,0,1,1,1,396.99
0,1,0,1,1,0,0,0,1,0,1,0,0,1,389.72
1,0,1,0,1,1,0,1,1,1,1,0,1,1,390.46
0,0,0,1,1,0,1,1,0,1,1,1,0,0,400.6
1,0,0,0,0,1,0,1,1,0,1,0,0,1,387.88
1,0,1,0,0,1,1,1,1,1,0,0,1,0,390.79
0,0,0,1,0,0,1,1,1,1,1,0,1,1,389.63
0,0,0,0,1,0,1,1,1,1,1,1,0,0,402.67
0,1,1,0,0,0,1,0,1,0,1,0,1,0,390.45
0,1,0,0,1,0,1,0,0,0,1,0,0,0,390.47
1,0,0,1,1,1,0,1,0,1,1,1,1,1,400.12
1,1,0,0,1,0,0,0,1,1,1,1,1,0,402.25
1,1,0,1,0,0,0,0,0,1,0,1,1,1,403.57
0,0,1,1,1,1,1,0,1,1,0,1,1,0,398.21
0,1,1,0,0,0,1,0,1,0,0,0,1,0,392.1
0,1,0,1,1,0,1,1,0,1,1,1,0,0,400.83
0,1,1,0,0,1,0,0,1,1,1,1,1,1,401.74
1,0,1,1,0,1,1,0,1,1,0,1,0,0,403.2
0,1,0,1,0,0,1,1,1,0,1,0,0,1,393.62
1,0,1,1,0,0,1,0,1,0,1,1,1,1,399.7
0,0,1,1,0,1,1,0,1,0,1,0,0,1,394.27
0,0,0,1,1,1,0,1,0,1,0,1,0,1,396.33
1,1,1,0,0,0,0,1,1,1,1,1,0,1,399.12
0,1,0,0,0,1,0,0,1,1,0,0,1,0,389.43
1,0,0,1,1,1,1,0,1,0,0,0,1,1,398.48
1,1,0,1,1,1,1,1,0,1,1,1,1,1,398.96
1,0,1,0,0,1,0,0,1,1,1,0,0,1,386.73
0,1,0,1,1,0,1,1,1,1,1,1,0,0,400.67
1,0,0,1,0,1,0,0,0,1,1,0,0,1,392.96
0,1,0,1,0,1,1,1,0,0,1,1,1,0,397.34
1,0,1,1,0,0,0,1,1,0,1,1,1,1,400.68
1,0,1,1,0,0,0,0,1,0,1,1,1,1,395.67
0,1,1,1,1,0,1,1,0,1,0,1,0,1,401.6
1,1,1,1,1,1,1,0,0,0,0,0,0,1,398.06
1,0,0,0,1,0,0,0,1,1,1,0,0,1,394.54
0,0,0,0,1,0,1,0,1,1,1,0,0,0,402.7
0,1,1,1,0,1,1,1,0,1,1,0,1,0,390.31
0,1,1,0,0,0,1,0,1,0,1,1,1,0,398.96
0,0,0,0,0,1,0,0,0,0,0,1,0,1,398.57
1,1,0,0,0,1,1,1,0,0,1,1,1,0,398.72
1,0,0,0,0,0,1,0,0,0,0,1,0,0,398.15
1,1,0,1,1,1,0,1,0,1,0,1,1,0,400.5
0,1,0,1,1,1,1,0,1,1,1,0,1,1,388.73
0,1,0,1,1,0,0,0,0,0,0,0,0,1,390.97
1,1,0,1,0,0,0,1,1,1,0,0,1,0,390.14
0,1,0,1,1,0,0,0,0,0,1,1,1,0,396.24
0,1,1,1,0,1,1,1,1,1,0,0,1,1,389.55
0,0,1,1,1,0,1,1,0,1,1,0,1,1,391.33
1,1,0,0,0,0,1,0,1,1,0,1,0,1,400.69
0,0,0,0,1,0,1,1,0,0,1,1,1,0,396.53
1,1,0,1,0,0,0,0,0,0,1,0,0,0,393.07
0,1,1,0,0,0,1,1,0,1,0,0,1,0,396.8
1,0,1,1,1,1,0,0,1,0,1,0,0,1,389.64
1,1,1,1,0,0,1,0,1,1,1,1,0,0,400.02
1,0,1,0,0,0,1,1,0,0,0,0,0,0,393.65
1,1,1,0,1,1,0,0,1,0,0,0,0,0,390.72
1,1,0,0,1,1,0,0,1,0,0,1,0,0,399.35
0,0,0,1,1,0,1,0,0,1,0,0,0,0,392.62
0,0,0,0,1,1,0,0,1,0,1,1,0,0,395.7
0,0,1,1,0,0,1,1,1,1,1,0,0,1,392.89
1,0,1,0,0,0,0,1,0,1,0,0,0,0,395.94
0,0,1,0,1,1,0,0,1,0,0,1,1,0,398.54
0,0,0,1,1,1,0,1,0,1,0,1,1,1,398.39
1,1,1,1,1,0,1,0,0,1,1,0,1,0,397.9
0,1,1,1,0,1,1,1,0,0,1,1,1,1,399.68
0,0,1,1,0,1,0,0,1,0,0,0,1,0,394.49
0,1,1,1,1,0,0,1,0,0,1,1,0,1,400.99
0,0,1,1,0,0,1,1,0,0,1,0,0,1,395.47
1,1,1,0,1,1,1,0,1,0,0,0,1,0,389.48
1,1,0,0,1,0,1,0,0,1,0,0,0,0,393.69
0,0,1,1,1,1,0,1,0,1,0,1,1,1,397.71
0,0,1,1,1,0,1,0,0,1,1,0,1,1,389.29
0,1,0,0,1,0,0,0,1,1,0,0,1,0,392.94
0,0,1,0,0,0,1,1,0,0,1,1,0,0,400.4
1,1,0,0,0,0,0,1,1,1,1,0,0,0,396.8
0,1,0,0,1,0,0,0,0,1,1,0,1,0,392.76
0,0,1,1,0,0,0,1,0,0,0,0,0,0,387.6
1,0,1,0,1,0,0,0,1,0,0,1,0,0,399.69
1,0,1,1,1,0,0,1,0,0,0,1,1,0,401.93
0,1,1,0,0,0,1,1,0,1,0,0,0,1,392.11
1,0,1,1,0,0,0,0,0,0,1,0,1,0,389.95
1,0,0,0,0,0,1,0,0,1,1,0,1,1,395.26
1,1,1,1,0,1,0,1,0,0,0,1,1,0,398.86
0,1,1,0,0,0,0,0,1,1,1,1,0,0,401.75
1,1,1,1,0,0,0,1,1,1,0,0,0,0,395.68
0,0,0,1,1,0,0,0,0,1,1,0,1,0,392.14
1,1,0,0,1,0,0,0,1,1,0,0,1,0,392.0
0,1,1,0,0,0,1,0,1,1,0,0,1,1,387.93
1,1,1,0,0,1,0,0,1,1,0,1,1,0,397.92
0,1,0,1,0,1,1,1,1,1,1,0,1,1,393.06
0,1,1,0,0,1,0,0,1,0,1,1,0,0,397.25
1,0,0,0,1,1,0,0,1,1,0,1,1,1,399.09
0,0,1,0,0,1,1,1,1,0,1,1,1,0,399.47
0,1,0,1,1,0,1,1,1,0,1,0,0,1,390.7
1,0,1,0,0,0,0,0,1,0,0,0,1,1,388.42
0,1,1,0,0,0,1,0,0,0,0,0,1,1,388.81
0,1,1,0,0,1,0,0,0,1,1,1,1,1,398.12
0,1,0,1,0,0,0,0,0,0,0,0,1,1,391.45
0,0,1,0,1,0,0,1,1,0,1,0,0,0,394.51
1,1,0,0,0,1,1,0,1,0,0,1,0,1,397.03
1,0,0,0,0,0,1,0,1,1,0,0,1,1,390.39
0,1,1,1,0,1,0,0,1,0,1,0,1,0,387.77
0,0,0,1,0,0,0,1,1,0,0,0,1,0,396.19
1,0,1,0,1,0,0,0,0,1,0,1,1,0,397.86
1,0,0,1,1,0,1,0,1,1,1,0,0,1,394.39
1,1,1,0,1,0,1,0,1,1,0,0,1,1,392.03
0,1,1,1,0,0,1,1,1,0,1,1,1,0,397.82
1,1,0,1,1,0,1,1,1,0,0,1,1,0,399.03
1,0,1,0,0,1,0,1,0,1,1,0,1,0,394.18
0,1,0,0,1,0,0,0,1,0,1,0,1,1,390.2
1,0,0,1,1,0,1,0,0,0,1,0,0,0,401.18
1,0,1,0,1,1,1,0,0,1,0,0,0,1,389.0
1,1,1,1,0,0,0,1,1,1,1,1,0,1,396.48
1,1,1,0,0,0,0,1,0,1,0,1,0,0,399.11
1,0,0,1,1,1,0,0,0,0,0,0,0,1,388.41
0,1,1,1,0,0,0,1,1,0,1,1,0,1,400.33
0,1,0,1,1,0,0,0,0,0,0,1,0,1,395.74
0,0,0,0,0,1,1,0,1,1,1,0,0,0,397.12
0,1,1,0,0,0,0,1,0,1,1,0,1,0,391.77
0,1,1,0,1,1,0,0,0,1,0,1,1,1,399.57
1,1,1,1,0,1,1,1,0,1,0,0,1,0,391.92
0,1,0,0,1,0,1,0,1,1,0,1,0,0,417.38
1,1,0,1,0,1,1,0,0,1,1,1,1,0,401.77
1,1,1,0,1,0,1,1,1,0,1,0,0,1,390.87
1,0,0,0,0,1,1,0,1,1,1,1,1,0,400.92
0,0,1,1,0,1,1,1,1,1,1,0,0,0,397.74
0,1,0,1,1,0,1,1,1,0,0,0,1,1,387.98
1,0,1,1,0,0,1,0,1,0,0,1,1,1,397.52
0,1,0,0,1,0,1,0,1,0,0,0,1,1,389.34
1,1,1,1,1,0,1,0,1,1,0,0,0,0,395.13
0,1,0,1,0,0,1,0,0,1,1,1,0,0,405.53
1,1,1,1,1,1,1,1,1,1,0,0,0,0,393.21
0,1,0,1,1,0,1,0,1,0,1,1,0,0,400.04
1,0,0,1,1,0,0,0,0,1,1,0,0,1,389.99
1,1,0,1,0,1,1,0,0,1,1,1,0,0,400.94
0,0,1,1,1,1,0,0,1,0,0,0,0,1,389.61
0,0,1,0,0,0,0,0,1,1,1,1,0,0,403.02
0,0,1,0,0,1,0,0,0,0,1,0,1,0,389.58
1,0,1,0,0,1,1,0,0,1,1,0,0,0,399.12
1,0,0,1,0,0,1,0,1,0,1,1,0,1,398.91
0,0,1,1,1,0,1,0,0,1,1,0,1,0,388.71
1,1,1,1,0,1,1,0,0,0,1,0,1,1,400.33
1,1,0,1,1,1,0,1,0,0,1,1,1,1,396.65
0,1,0,1,1,0,1,0,1,0,0,0,0,0,389.26
1,0,0,0,1,0,1,1,1,0,0,1,1,1,395.43
0,0,1,0,1,1,1,0,0,0,0,1,1,0,410.42
1,0,1,0,0,1,1,0,0,0,1,0,1,0,392.36
0,0,0,0,1,1,0,1,1,1,1,1,0,1,398.51
0,0,0,1,0,1,1,0,0,1,0,0,1,1,393.06
1,1,0,1,0,0,0,0,1,1,1,1,0,0,400.86
0,1,1,1,0,1,0,1,1,0,1,1,1,1,396.81
0,1,1,1,0,1,1,1,0,0,0,1,1,1,398.71
1,0,0,0,0,0,1,0,0,1,0,1,1,0,407.39
1,1,1,0,1,1,1,1,0,0,0,0,1,1,390.25
1,1,1,1,0,0,0,1,1,0,1,0,0,0,393.77
0,0,0,1,0,0,1,1,1,1,0,1,0,0,399.89
0,0,1,1,0,1,0,0,0,1,1,0,1,0,395.09
0,0,0,1,1,0,0,1,0,1,0,1,1,1,396.66
1,1,0,1,1,1,0,1,0,0,1,0,0,1,389.18
1,0,1,1,1,1,1,1,0,1,0,0,0,1,390.59
0,0,1,0,1,0,1,0,1,0,0,0,1,0,390.11
0,1,0,0,0,1,0,0,0,0,0,1,1,0,397.43
0,0,1,0,1,0,0,0,0,1,1,0,0,0,395.15
1,1,0,1,0,1,1,0,1,0,0,0,1,1,389.11
1,0,0,1,0,0,0,1,1,0,1,0,1,1,390.43
1,1,0,1,1,0,1,0,0,1,1,0,0,1,391.77
0,0,0,0,1,0,0,0,1,1,1,0,1,1,394.81
0,1,1,0,0,0,0,1,0,1,0,1,1,1,409.31
1,0,1,0,0,1,0,0,1,0,1,0,0,0,389.08
0,1,0,1,1,1,0,0,1,0,1,0,0,0,395.85
0,1,1,0,0,0,1,0,0,1,1,0,1,1,394.67
1,0,0,1,1,0,1,1,0,1,0,1,1,1,405.55
1,0,1,1,0,1,0,1,1,0,1,1,1,1,398.81
0,0,1,1,1,0,1,1,1,1,1,0,1,1,392.06
1,0,1,1,1,0,1,1,1,0,0,0,0,0,389.7
1,0,1,1,1,1,0,0,0,0,1,0,1,0,388.7
0,0,1,0,0,0,1,1,0,1,0,1,1,0,396.83
1,1,1,0,1,1,1,1,0,0,0,1,1,1,401.44
0,1,0,1,0,1,1,0,1,0,1,0,1,1,389.73
0,1,1,1,0,0,0,0,1,1,1,0,0,0,394.94
0,1,0,1,0,1,0,1,0,0,0,0,1,1,388.37
1,1,0,0,1,0,0,1,0,0,0,1,1,0,400.95
0,1,0,1,1,0,0,0,1,0,1,0,0,1,393.99
0,1,1,0,0,1,1,0,0,1,0,0,0,0,392.85
0,0,1,1,1,1,1,0,0,1,0,1,1,1,395.94
1,0,1,1,1,1,0,1,0,1,0,0,0,1,389.1
1,1,1,0,1,0,1,0,1,1,0,0,0,0,395.29
1,0,0,0,1,1,0,1,1,0,1,1,1,1,403.15
0,1,1,0,1,1,1,1,1,1,1,0,1,1,391.07
0,0,1,0,1,1,1,1,1,0,1,1,0,1,396.55
0,0,1,1,1,0,0,1,1,1,0,1,1,1,397.46
0,0,0,0,1,0,1,1,0,1,0,0,0,0,393.94
1,1,1,1,1,1,1,1,0,0,0,0,1,1,392.68
0,0,1,1,0,0,0,1,1,0,0,0,1,1,395.91
0,0,1,0,1,1,1,0,1,1,1,1,0,0,404.7
0,1,0,1,1,0,0,0,1,1,0,0,1,1,389.38
0,0,1,1,1,0,1,0,0,1,1,1,1,0,399.25
0,0,0,1,0,0,0,0,1,0,1,1,0,1,395.72
0,0,0,0,0,1,1,0,1,1,1,0,0,1,388.84
1,0,1,1,1,1,0,1,1,1,0,1,1,0,399.17
1,0,0,0,1,0,1,1,0,0,1,0,1,0,388.34
1,0,0,0,1,0,1,0,1,0,1,0,1,0,389.29
0,0,0,1,0,1,1,1,0,0,1,1,1,0,403.34
1,1,0,1,1,1,0,1,1,0,0,1,0,1,399.05
0,1,0,0,0,1,1,1,0,1,0,0,1,0,394.25
1,1,1,0,0,1,1,1,1,1,0,1,1,1,394.99
1,1,0,1,1,0,1,1,0,1,0,0,0,1,399.0
0,1,1,0,0,1,0,1,0,0,1,1,0,1,399.49
1,1,1,0,0,1,0,1,0,1,1,1,0,0,402.09
1,1,0,1,1,1,1,0,0,0,1,0,1,0,390.95
1,0,0,0,0,0,1,0,0,1,0,1,1,1,399.7
1,1,0,1,1,0,1,1,0,1,0,1,0,1,406.24
0,1,1,0,0,1,0,0,1,1,0,0,1,1,393.16
1,1,1,1,1,1,1,0,1,1,1,0,0,0,390.39
1,1,1,0,1,1,1,0,1,1,0,0,1,1,390.13
0,0,1,0,1,1,1,1,1,0,0,1,1,1,398.44
1,0,0,1,1,1,1,1,1,1,0,1,0,1,397.28
1,0,1,1,1,0,0,0,1,1,0,0,1,1,393.74
1,0,0,1,1,1,1,0,1,1,1,1,1,0,398.04
0,0,1,1,1,0,1,1,1,1,0,1,0,0,401.99
1,0,0,0,0,0,1,0,1,1,0,0,0,1,395.03
0,1,0,0,1,0,1,0,1,0,0,0,1,0,390.44
1,0,0,1,1,1,0,1,0,0,0,1,1,1,398.02
0,0,1,0,0,1,1,1,1,0,0,0,0,1,392.28
1,1,0,1,1,0,1,1,0,0,1,0,0,0,390.55
0,1,0,0,1,1,1,1,1,0,1,1,0,1,397.78
1,0,1,0,1,0,1,1,1,1,1,0,0,1,392.38
1,0,0,0,1,0,1,1,1,0,1,0,0,1,393.14
0,0,1,1,1,0,1,0,1,1,1,1,0,1,397.68
1,1,1,1,0,0,0,0,0,0,0,0,1,0,394.9
0,1,1,1,1,0,0,1,0,0,0,0,1,1,391.8
1,1,0,1,1,0,1,0,1,0,1,1,0,1,402.55
1,0,1,0,1,1,1,0,1,0,1,1,0,1,401.76
0,0,0,1,0,1,0,0,1,0,0,1,0,0,399.74
0,0,0,1,0,0,1,0,1,0,0,0,0,1,389.22
0,1,1,1,1,0,0,0,1,0,1,1,0,0,401.8
0,1,0,1,0,0,0,0,1,1,1,1,1,0,399.54
0,0,0,1,1,1,0,1,1,1,1,1,1,1,402.03
1,1,1,0,0,0,1,1,0,1,1,1,0,0,404.96
0,1,0,0,0,1,1,1,0,0,1,0,1,0,389.9
1,1,0,1,0,0,0,0,0,0,0,0,1,0,391.57
0,0,1,1,0,0,1,0,1,1,1,1,1,1,397.7
1,1,1,1,1,0,1,0,1,0,1,1,1,1,397.4
1,0,1,1,1,0,0,0,0,1,1,1,0,1,399.73
0,0,0,1,0,0,1,0,1,1,0,0,0,1,388.84
1,0,0,1,0,1,0,0,1,0,1,1,1,1,416.07
1,1,0,0,1,0,1,0,0,0,0,0,1,1,391.68
0,1,1,0,0,1,0,0,0,1,1,1,0,1,403.42
1,1,1,0,0,0,0,0,1,0,0,0,0,1,391.9
0,0,1,0,1,1,0,0,0,0,1,0,0,1,390.56
1,1,1,1,0,1,1,0,0,1,1,0,1,1,387.69
0,1,0,0,1,1,0,0,0,1,1,1,0,0,402.37
0,0,0,1,0,0,0,0,0,1,1,0,0,1,389.3
0,0,1,1,1,1,1,0,0,0,1,1,1,1,397.07
0,0,1,1,0,1,0,1,1,1,1,1,0,1,397.17
0,0,1,0,1,0,1,0,1,1,0,1,0,0,397.32
1,1,1,0,0,1,0,1,0,1,0,0,1,0,390.66
0,1,1,0,0,0,0,1,0,1,1,1,1,1,399.56
0,0,0,1,1,1,0,0,0,1,1,1,1,0,402.08
0,1,0,0,0,1,1,0,1,1,1,1,1,0,399.06
1,1,0,1,0,0,1,1,1,0,1,0,1,0,394.68
1,0,1,0,1,0,1,0,0,1,1,1,1,1,398.81
1,1,0,0,0,1,0,1,0,1,1,0,1,0,394.45
1,1,0,1,1,1,0,0,1,1,1,1,1,0,401.21
0,1,1,1,0,0,0,1,1,1,1,1,0,0,409.85
0,1,1,1,0,1,0,0,0,0,0,0,0,0,391.64
1,0,1,0,0,0,1,0,0,0,1,0,1,0,396.83
1,0,0,0,1,0,1,1,0,1,0,0,0,1,387.86
0,0,1,0,0,1,0,0,0,0,0,0,1,1,393.66
0,1,0,0,1,0,0,0,0,1,0,0,1,1,394.49
0,0,1,0,1,0,1,1,0,0,1,1,0,0,400.37
1,1,0,1,0,0,0,1,0,1,1,1,0,1,401.37
0,0,1,0,0,1,0,0,1,0,0,1,0,1,398.57
0,0,0,1,0,1,1,0,0,0,1,1,0,0,399.8
0,0,1,1,1,0,0,0,1,0,0,0,0,1,388.63
0,1,0,1,1,0,0,0,1,0,1,0,0,0,392.1
1,0,0,0,0,0,1,0,1,0,1,1,1,1,397.5
0,0,0,1,0,0,0,0,0,0,1,0,0,0,395.69
1,1,1,1,0,0,0,0,1,1,1,1,1,0,400.75
0,0,0,0,0,0,1,1,0,0,0,0,1,1,392.43
0,1,0,0,0,1,1,0,1,0,1,1,0,0,397.67
0,0,0,0,1,1,0,1,1,1,0,0,0,0,390.93
0,0,1,0,0,0,1,1,1,0,0,0,0,1,390.32
0,0,1,0,1,0,1,0,0,0,1,1,1,1,401.33
0,0,1,1,0,1,1,1,1,0,0,0,1,0,389.62
0,0,1,0,1,1,0,1,0,1,0,0,1,1,396.41
1,1,0,1,0,0,0,0,0,0,0,1,1,0,400.11
0,1,1,0,0,0,1,0,1,1,0,0,0,0,390.74
1,1,0,1,1,1,0,0,0,1,0,0,0,1,390.51
1,0,1,0,1,1,0,0,1,1,1,0,1,1,389.8
1,0,0,0,1,1,1,0,0,1,1,0,1,1,389.18
1,1,1,0,1,0,1,0,1,1,1,0,0,0,392.34
1,1,0,1,0,0,1,0,0,0,1,0,1,1,389.46
1,1,1,0,0,1,1,0,1,0,0,0,0,0,393.44
1,1,0,0,0,0,0,1,1,0,0,1,1,0,409.35
0,0,1,1,0,0,1,1,0,0,0,1,1,1,397.86
0,1,0,1,0,1,0,1,1,1,1,1,0,1,400.91
0,1,1,0,1,1,0,1,0,1,0,0,1,1,389.22
1,1,1,0,0,1,0,0,0,1,0,1,1,0,397.16
1,0,1,0,0,1,0,0,1,0,1,1,1,1,409.89
1,1,0,1,0,1,0,0,0,1,0,0,1,0,391.89
0,0,1,1,0,1,1,0,0,1,0,1,1,0,396.44
0,1,0,0,1,0,1,1,0,1,0,1,1,1,409.15
0,1,0,1,0,0,0,1,0,1,1,1,0,1,400.53
1,0,1,1,1,0,0,0,1,1,1,0,1,1,401.79
0,1,0,0,0,0,1,0,0,1,1,1,0,1,403.79
0,0,0,1,0,1,1,0,1,1,1,1,1,1,398.12
1,0,0,0,0,1,0,0,1,0,0,1,1,0,401.22
0,0,0,0,0,1,0,0,1,1,1,0,0,1,389.14
1,0,1,1,0,0,1,1,0,1,1,1,1,1,397.98
0,0,0,0,1,0,1,1,0,0,1,1,0,0,397.73
0,1,1,1,1,0,1,1,0,1,1,0,1,0,398.27
0,1,1,0,1,0,1,0,1,0,0,1,1,1,399.57
1,1,0,1,0,1,0,0,1,0,1,0,1,1,389.94
0,0,1,1,1,0,1,1,0,0,0,1,1,1,400.66
1,1,1,0,0,0,0,1,1,0,0,0,1,0,388.23
0,0,0,1,0,1,1,1,1,0,0,1,0,1,396.84
1,1,0,0,0,0,1,0,1,1,1,0,0,1,394.46
0,1,1,0,1,0,0,1,1,0,0,0,0,1,387.94
1,1,0,1,0,1,1,0,0,1,1,1,0,1,405.86
1,1,1,0,1,0,1,0,1,0,0,1,0,0,399.59
0,1,1,0,1,0,0,1,1,1,0,0,0,0,390.28
1,1,0,0,0,0,1,1,0,1,0,0,1,1,387.48
0,1,1,0,1,0,1,1,1,1,0,0,0,1,398.32
0,0,1,0,1,1,0,1,0,0,0,1,1,0,398.0
0,1,0,1,1,1,1,0,1,1,1,1,0,1,404.36
0,0,1,1,0,0,0,0,1,1,0,0,0,0,390.49
1,1,0,0,0,1,0,0,1,0,1,1,0,1,397.54
0,1,0,1,0,1,1,0,1,1,0,0,1,0,388.76
0,0,1,1,0,0,0,1,1,0,1,1,1,0,395.37
0,0,1,1,0,1,0,1,1,0,1,1,0,1,400.35
0,1,0,0,0,1,0,0,1,0,1,0,0,1,394.57
1,0,1,0,0,1,0,1,1,1,0,1,1,1,397.62
0,1,1,1,1,0,0,0,1,0,0,0,0,0,393.68
1,1,0,1,0,1,0,1,0,1,1,0,1,1,385.65
1,1,1,1,1,1,0,1,1,0,0,1,1,0,396.29
0,1,0,1,0,0,0,1,0,0,1,0,0,0,389.77
0,1,0,0,1,0,1,1,1,0,1,1,1,1,399.54
1,1,0,1,0,1,0,0,0,0,0,0,0,1,398.93
0,1,1,0,1,0,1,0,1,0,0,1,1,0,396.5
0,0,0,0,0,1,1,1,0,0,0,0,0,1,389.41
0,1,1,0,0,1,1,1,0,0,0,0,1,1,392.38
1,0,0,1,1,1,0,1,1,0,1,1,1,1,397.67
0,1,0,0,1,1,1,0,0,1,0,0,1,1,389.59
1,0,0,1,1,0,0,0,0,1,0,1,0,1,397.69
0,1,0,0,0,0,0,1,1,0,1,0,0,1,395.79
1,1,1,0,0,1,1,0,0,0,1,0,0,1,408.14
0,1,0,1,0,1,1,0,0,0,1,0,1,0,394.81
1,1,1,0,0,1,0,1,1,1,1,1,0,0,408.99
1,1,0,1,0,1,0,0,1,1,1,0,0,1,392.61
0,0,0,0,1,0,0,1,0,1,1,1,0,1,396.69
1,1,0,1,0,1,0,0,0,0,0,1,0,0,399.26
1,1,1,0,0,1,1,1,0,1,0,0,0,0,392.53
1,1,1,1,0,0,0,0,1,0,0,0,1,0,388.3
1,0,1,1,0,1,0,1,1,1,0,1,0,0,401.49
1,0,0,1,1,1,1,1,0,0,1,1,0,1,401.54
0,0,1,1,0,1,0,1,0,1,1,1,1,0,397.7
1,1,1,0,0,1,0,0,0,1,0,0,1,0,386.76
0,0,1,1,0,0,0,0,0,1,0,0,0,0,392.18
1,1,0,0,0,1,0,0,0,0,1,0,0,1,391.21
0,1,0,1,0,1,0,1,0,0,0,0,0,0,392.68
0,1,1,1,1,1,0,0,1,0,0,1,0,0,403.32
1,0,1,1,1,0,1,0,1,0,1,0,0,1,397.5
0,0,1,1,0,1,1,1,1,0,0,1,0,1,399.44
1,1,1,1,0,0,0,0,0,1,1,1,0,0,406.47
1,1,1,1,1,1,1,0,0,0,0,0,0,0,388.76
0,0,1,0,0,0,0,0,0,0,1,0,1,0,393.21
0,1,1,0,1,1,1,0,0,0,1,0,1,1,390.8
0,0,1,1,1,0,0,0,0,0,0,1,1,0,401.26
1,0,1,1,0,1,1,1,1,0,0,0,1,1,390.33
1,1,0,0,1,0,0,1,1,1,0,0,0,0,392.94
0,1,0,1,0,0,0,1,1,0,0,1,0,1,399.31
1,0,0,0,1,0,1,0,1,0,0,1,0,1,401.32
