Index, $Training_time, <$Testing_time, <$Accuracy
0,20.887771368026733,0.6436793804168701,72.2228017106
1,20.904354095458984,0.6536047458648682,72.2228017106
2,20.920982122421265,0.6533684730529785,72.2228017106
3,20.843125820159912,0.6547625064849854,72.2228017106
4,21.048136711120605,0.6329762935638428,72.2384478982
5,20.903626441955566,0.6396095752716064,72.2384478982
6,20.829344749450684,0.644381046295166,72.1967247314
7,20.91200351715088,0.6409106254577637,72.1967247314
8,32.926523208618164,0.6403360366821289,72.108063002
9,33.0580358505249,0.6361944675445557,72.108063002
10,32.97724676132202,0.6468842029571533,72.1237091895
11,32.9887535572052,0.6433353424072266,72.1237091895
12,32.96360778808594,0.6389575004577637,72.1550015646
13,32.977848529815674,0.6364431381225586,72.1550015646
14,33.015135049819946,0.6393389701843262,72.1028476061
15,33.10686898231506,0.6487157344818115,72.1028476061
16,15.704076528549194,0.6410915851593018,72.0819860227
17,15.775957345962524,0.6350905895233154,72.0819860227
18,15.74198055267334,0.6543505191802979,72.1028476061
19,15.735018730163574,0.6368594169616699,72.1028476061
20,15.69059681892395,0.6455886363983154,72.0663398352
21,15.819489002227783,0.6419484615325928,72.0663398352
22,15.726136684417725,0.6357779502868652,72.0559090435
23,15.702608108520508,0.6335353851318359,72.0559090435
24,24.50927472114563,0.6326272487640381,72.0819860227
25,24.48175621032715,0.6470663547515869,72.0819860227
26,24.45464515686035,0.641343355178833,72.0976322103
27,24.477880477905273,0.6417827606201172,72.0976322103
28,24.52909755706787,0.6455614566802979,72.0976322103
29,24.750974655151367,0.6337990760803223,72.0976322103
30,24.55095934867859,0.6321060657501221,72.0559090435
31,24.59559917449951,0.639545202255249,72.0559090435
32,20.928515911102295,0.6353485584259033,72.2228017106
33,20.969881057739258,0.6557924747467041,72.2228017106
34,21.01486110687256,0.6352713108062744,72.2228017106
35,20.98755955696106,0.6361312866210938,72.2228017106
36,20.90679121017456,0.6534972190856934,72.2384478982
37,20.939266681671143,0.637049674987793,72.2384478982
38,21.02580499649048,0.6477968692779541,72.1967247314
39,20.960371017456055,0.6429328918457031,72.1967247314
40,33.15916204452515,0.6415915489196777,72.108063002
41,33.08983135223389,0.639887809753418,72.108063002
42,33.151052951812744,0.6484982967376709,72.1237091895
43,33.290364027023315,0.6335163116455078,72.1237091895
44,33.065879106521606,0.6311550140380859,72.1550015646
45,33.036513328552246,0.646327018737793,72.1550015646
46,33.213584661483765,0.6421284675598145,72.1028476061
47,33.0899133682251,0.6404716968536377,72.1028476061
48,15.798187971115112,0.6387786865234375,72.0819860227
49,15.864944219589233,0.6446082592010498,72.0819860227
50,15.88646149635315,0.6426470279693604,72.1028476061
51,15.81305980682373,0.6481542587280273,72.1028476061
