topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,<$throughput
2,10,4,10,10,1,1,1000,512,10000,2,29,0.441979396615
4,1,4,1000000,1,1,1,10,1024,100,2,0,0.0241169977925
4,1,2,1000000,10,0,1,1000,1024,10000,5,0,0.181935246505
2,10,4,10,10,0,1,10,512,100,2,29,0.420235467255
4,10,2,1000000,1,0,1000,1000,1024,10000,5,0,0.421799116998
4,1,4,1000000,1,1,1,10,1024,100,2,29,0.0245584988962
4,1,2,10,10,0,1,1000,1024,10000,2,0,0.188263428992
4,10,4,10,10,0,1,10,1024,100,2,29,0.155022075055
4,1,2,1000000,10,0,1,1000,512,10000,2,29,0.2152133922
4,10,4,10,1,0,1,1000,512,10000,2,29,0.0190581309787
2,1,4,1000000,10,0,1000,1000,512,10000,2,29,0.267991169978
2,10,2,1000000,1,0,1,1000,1024,10000,5,29,0.0872700515085
4,1,4,1000000,1,0,1000,10,512,100,2,29,0.416004415011
2,10,2,10,1,1,1,1000,1024,10000,5,29,0.0883554083885
4,10,4,1000000,1,0,1000,1000,1024,10000,2,0,0.468285504047
2,10,4,1000000,1,1,1,10,512,100,2,29,0.0860191317145
4,10,2,1000000,10,0,1000,10,1024,100,2,29,0.0956769683591
2,1,2,10,1,0,1000,10,512,100,2,0,0.870952906549
2,1,4,1000000,10,1,1,1000,512,10000,5,29,0.445732155997
2,1,4,10,1,1,1,1000,512,10000,2,0,0.0864790286976
4,10,2,10,1,0,1000,10,512,100,5,29,0.553072111847
2,10,4,1000000,1,1,1,10,512,100,5,29,0.0812545989698
4,1,2,1000000,1,1,1000,10,512,100,2,0,0.415581309787
4,1,4,1000000,1,0,1,1000,512,10000,5,0,0.0337012509198
2,10,2,1000000,1,0,1000,10,512,100,2,0,0.854212656365
2,1,4,10,1,1,1000,1000,512,10000,2,0,0.718322295806
4,10,4,10,1,0,1000,1000,512,10000,5,29,0.49346946284
4,10,4,10,10,0,1000,1000,1024,10000,2,0,0.100956585725
2,1,4,10,10,1,1,10,512,100,2,0,0.447130242826
4,10,2,1000000,1,1,1,1000,512,10000,5,29,0.0313097866078
4,1,2,1000000,10,0,1,1000,512,10000,5,29,0.179102281089
4,1,4,1000000,1,0,1,10,1024,100,5,0,0.0323031640912
4,1,4,1000000,1,0,1000,10,1024,100,5,29,0.436571008094
2,10,2,10,1,0,1000,1000,512,10000,5,29,0.870584988962
4,1,2,10,1,0,1,1000,1024,10000,2,0,0.0288815305372
4,1,4,1000000,10,1,1,10,512,100,2,0,0.177097130243
4,1,2,10,10,0,1,10,1024,100,2,0,0.185412067697
2,1,2,1000000,10,0,1,10,512,100,2,29,0.417807211185
2,1,2,1000000,10,1,1,10,512,100,2,29,0.470456217807
4,1,2,10,1,0,1,10,512,100,5,0,0.0259197939662
2,1,2,1000000,1,0,1,10,512,100,2,0,0.0833885209713
2,10,4,10,10,1,1,10,512,100,2,29,0.444481236203
2,10,2,10,1,1,1,1000,512,10000,5,0,0.0846394407653
2,10,4,10,10,0,1000,10,1024,100,5,29,0.165986019132
4,10,2,10,10,0,1,1000,1024,10000,5,0,0.207431935247
2,1,2,10,10,0,1,1000,1024,10000,2,29,0.468377483444
4,1,4,10,1,0,1,10,1024,100,2,29,0.0307211184695
2,1,4,10,1,0,1,1000,512,10000,5,0,0.0878035320088
4,10,2,1000000,1,0,1000,10,1024,100,5,29,0.479304635762
4,10,4,1000000,1,0,1,10,1024,100,2,0,0.0304819720383
4,10,4,10,1,1,1000,1000,1024,10000,5,29,0.385154525386
4,10,2,1000000,10,0,1,10,1024,100,5,29,0.195529801325
4,10,2,10,10,0,1000,1000,1024,10000,5,29,0.0829102281089
2,1,2,1000000,10,0,1,1000,512,10000,5,0,0.451324503311
2,1,2,1000000,10,1,1,1000,1024,10000,2,29,0.438116261957
2,10,2,1000000,10,1,1,10,1024,100,2,29,0.472148638705
2,10,2,1000000,1,0,1000,1000,1024,10000,2,29,0.848767476085
4,1,4,10,1,0,1,10,512,100,2,0,0.0243377483444
4,1,2,10,1,0,1000,10,512,100,2,29,0.417347314202
4,10,2,10,10,0,1000,1000,512,10000,2,0,0.0729396615158
4,1,2,10,10,0,1000,1000,512,10000,5,29,0.0765452538631
2,10,2,10,1,1,1000,10,1024,100,2,0,0.877943340692
2,1,2,10,10,1,1,10,1024,100,5,29,0.442236938926
4,1,2,1000000,10,0,1000,10,1024,100,5,29,0.0943524650478
2,10,2,1000000,1,0,1,1000,1024,10000,5,0,0.0879874908021
4,10,2,10,10,0,1,1000,1024,10000,2,0,0.178384841795
4,1,2,1000000,10,1,1,1000,512,10000,2,0,0.202078734364
4,1,2,1000000,1,1,1000,10,1024,100,5,0,0.541721854305
2,1,4,1000000,1,1,1000,10,512,100,5,0,0.735688005887
4,10,4,10,1,1,1000,10,1024,100,2,29,0.442255334805
2,1,2,10,10,0,1,1000,512,10000,2,29,0.472387785136
2,10,4,10,1,0,1000,10,512,100,5,29,0.633830022075
2,1,2,10,10,0,1000,1000,512,10000,2,29,0.111055923473
4,10,2,10,1,0,1,1000,1024,10000,5,0,0.0317144959529
2,1,4,10,1,0,1,10,512,100,5,29,0.0790103016924
4,1,2,10,1,1,1,1000,1024,10000,2,29,0.0362030905077
2,1,4,1000000,10,1,1000,1000,512,10000,5,29,0.327869757174
2,10,2,1000000,1,0,1,1000,512,10000,2,0,0.0849337748344
2,10,2,1000000,1,1,1000,10,512,100,5,29,0.825662251656
4,10,2,1000000,1,0,1,10,512,100,2,29,0.033995584989
2,1,2,10,10,1,1,1000,1024,10000,2,29,0.468690213392
2,10,4,1000000,10,0,1,10,512,100,2,0,0.439606328182
4,10,4,1000000,1,1,1000,10,512,100,5,0,0.38506254599
2,1,2,10,1,0,1,10,512,100,2,0,0.0837932303164
2,10,4,10,10,0,1,1000,1024,10000,2,0,0.432707873436
2,1,4,1000000,1,1,1000,1000,1024,10000,2,0,0.687086092715
4,1,4,10,1,0,1000,10,1024,100,5,0,0.424319352465
4,1,4,1000000,10,1,1,1000,1024,10000,5,29,0.163300220751
2,1,2,1000000,10,0,1000,10,1024,100,5,29,0.128311258278
4,1,2,1000000,10,0,1,1000,512,10000,5,0,0.169278881531
4,1,4,1000000,10,0,1,1000,512,10000,2,29,0.171431199411
4,10,2,1000000,10,0,1000,1000,1024,10000,5,0,0.0837380426784
2,10,4,1000000,1,0,1,1000,512,10000,5,29,0.0877483443709
2,1,2,1000000,10,0,1000,1000,512,10000,2,0,0.13180647535
4,1,4,1000000,10,0,1,1000,1024,10000,2,29,0.15163723326
2,1,4,1000000,10,0,1,1000,512,10000,5,29,0.455813097866
2,10,2,10,10,1,1,1000,512,10000,2,0,0.471449595291
2,1,2,10,1,0,1,1000,512,10000,2,0,0.0854488594555
2,1,2,10,10,0,1,10,512,100,2,0,0.469536423841
2,1,4,1000000,1,1,1,10,512,100,2,29,0.0872332597498
2,1,4,10,10,0,1000,10,512,100,2,0,0.323178807947
4,10,4,10,10,0,1,1000,512,10000,5,0,0.158443708609
2,10,4,10,1,1,1000,10,1024,100,2,0,0.65461736571
2,10,2,10,1,0,1,10,512,100,2,0,0.0864606328182
2,1,2,1000000,10,1,1000,10,512,100,2,0,0.114201618837
4,1,4,10,1,1,1,1000,512,10000,5,0,0.0179175864606
2,1,2,1000000,10,1,1000,1000,512,10000,2,0,0.050625459897
2,10,2,1000000,1,1,1000,1000,1024,10000,2,29,0.844334069169
4,10,4,1000000,1,0,1000,1000,512,10000,2,0,0.434473877851
4,1,2,10,10,0,1000,10,512,100,2,0,0.0541758646063
4,1,4,1000000,10,1,1,1000,512,10000,2,0,0.135706401766
2,1,2,1000000,1,0,1000,1000,512,10000,5,29,0.86331861663
4,1,4,10,10,1,1,1000,512,10000,5,0,0.176398086829
4,10,2,1000000,10,1,1000,1000,1024,10000,2,29,0.0803348050037
2,1,2,1000000,1,1,1000,1000,512,10000,2,0,0.830114054452
2,10,2,1000000,10,0,1,10,1024,100,2,29,0.456990434143
2,10,4,1000000,1,1,1,10,1024,100,5,29,0.0843267108168
4,10,4,1000000,10,0,1000,10,1024,100,5,0,0.138392200147
2,10,4,1000000,10,1,1000,10,1024,100,5,29,0.281824871229
2,1,4,10,10,1,1,10,1024,100,5,0,0.415581309787
4,1,4,1000000,1,0,1000,10,1024,100,2,0,0.420879323032
2,10,4,10,1,1,1000,10,512,100,2,0,0.720824135394
2,1,2,1000000,10,0,1000,1000,1024,10000,2,0,0.0592899190581
4,10,2,1000000,10,0,1000,1000,1024,10000,2,0,0.064808682855
2,10,4,1000000,10,1,1000,1000,1024,10000,5,29,0.1853200883
2,1,2,10,1,1,1000,1000,512,10000,5,0,0.861313465784
4,1,4,1000000,1,1,1000,10,512,100,2,0,0.470511405445
2,1,2,1000000,1,1,1000,10,1024,100,5,29,0.849080206034
2,10,2,10,10,0,1,10,512,100,2,0,0.480997056659
4,10,2,10,1,0,1,1000,1024,10000,2,29,0.0323215599706
4,1,4,1000000,1,1,1,10,512,100,2,0,0.0340139808683
4,10,4,1000000,1,0,1,1000,1024,10000,2,0,0.0258646063282
2,10,4,10,1,1,1000,1000,512,10000,5,0,0.767163355408
2,1,2,10,1,1,1,10,1024,100,2,29,0.0846394407653
2,10,4,1000000,1,0,1000,10,1024,100,2,0,0.789238410596
2,10,4,10,10,1,1000,1000,512,10000,2,29,0.235540838852
2,1,2,10,1,0,1000,10,512,100,2,29,1.0
2,1,2,1000000,10,1,1,10,512,100,5,29,0.454212656365
4,1,2,1000000,1,0,1000,1000,512,10000,2,0,0.431456953642
4,1,2,1000000,1,0,1,10,512,100,5,29,0.0377667402502
2,1,4,1000000,10,1,1,1000,512,10000,2,0,0.439863870493
2,10,4,1000000,10,0,1000,10,512,100,2,0,0.282008830022
2,1,2,1000000,1,0,1000,10,1024,100,2,0,0.900864606328
4,1,4,10,10,0,1,10,512,100,2,29,0.233112582781
4,10,2,1000000,10,0,1,1000,512,10000,2,29,0.163925680648
4,10,4,10,1,0,1,10,1024,100,2,0,0.0323951434879
2,1,4,10,1,1,1,10,1024,100,2,29,0.0896063281825
4,10,2,1000000,1,1,1,1000,1024,10000,5,29,0.0292494481236
2,10,2,10,1,1,1000,10,1024,100,2,29,0.992034584253
4,10,4,1000000,1,1,1,10,1024,100,5,0,0.0320272259014
4,1,2,10,10,1,1000,10,1024,100,2,29,0.146615158205
2,1,2,10,10,0,1000,10,512,100,5,29,0.0850257542311
4,1,4,1000000,1,1,1000,1000,1024,10000,2,0,0.448031640912
2,10,4,1000000,1,1,1,10,1024,100,2,29,0.0880794701987
2,1,2,1000000,1,0,1,1000,512,10000,5,29,0.0804635761589
2,1,4,10,10,0,1000,1000,512,10000,5,29,0.321063281825
4,10,4,1000000,10,1,1,1000,512,10000,2,29,0.166133186166
2,1,2,1000000,10,1,1,1000,1024,10000,5,0,0.463980868286
2,10,4,1000000,1,1,1000,10,1024,100,5,29,0.737858719647
4,1,4,1000000,10,0,1,10,1024,100,2,0,0.147093451067
2,10,4,1000000,1,0,1,1000,1024,10000,5,0,0.0853016924209
4,10,2,10,1,0,1,10,1024,100,5,29,0.0246872700515
4,1,2,1000000,10,1,1000,10,512,100,2,29,0.0784952170714
4,10,4,10,10,1,1,10,1024,100,5,29,0.171412803532
4,10,2,1000000,10,1,1,1000,1024,10000,5,0,0.175147167035
4,10,2,1000000,1,0,1,10,512,100,5,0,0.0299300956586
4,10,2,1000000,10,1,1000,10,1024,100,2,0,0.0502023546726
4,1,4,1000000,1,0,1000,1000,1024,10000,5,0,0.454378219279
4,1,4,1000000,1,1,1000,10,512,100,5,0,0.383204562178
2,1,4,10,1,1,1000,10,512,100,2,0,0.674006622517
2,1,2,1000000,1,0,1,10,1024,100,2,0,0.0896063281825
4,1,4,10,1,1,1,10,512,100,5,29,0.0278145695364
4,10,2,10,10,0,1000,1000,1024,10000,2,29,0.0820456217807
2,1,4,1000000,10,1,1000,1000,1024,10000,5,29,0.389514348786
2,10,2,10,10,0,1,1000,1024,10000,2,29,0.471688741722
2,1,2,1000000,10,1,1,10,1024,100,2,0,0.47146799117
2,10,4,1000000,10,1,1,10,512,100,2,0,0.430776306107
4,10,4,10,10,0,1000,10,512,100,5,0,0.100570272259
4,10,2,1000000,1,0,1000,1000,1024,10000,2,0,0.462950699043
4,1,2,10,10,1,1000,1000,1024,10000,2,0,0.150110375276
2,1,4,1000000,10,0,1000,1000,512,10000,5,0,0.246615158205
2,1,4,10,10,1,1000,1000,1024,10000,2,0,0.257174392936
2,1,4,10,10,0,1000,1000,1024,10000,5,29,0.268414275202
4,1,2,1000000,1,1,1,1000,1024,10000,2,29,0.0290103016924
2,1,4,10,10,1,1000,1000,1024,10000,5,0,0.300073583517
4,10,2,1000000,10,1,1000,10,1024,100,2,29,0.10680647535
4,10,4,1000000,10,1,1000,10,512,100,5,29,0.0359823399558
4,10,4,1000000,1,1,1000,1000,512,10000,2,0,0.460632818249
4,10,4,1000000,1,1,1000,1000,1024,10000,5,29,0.380868285504
2,10,4,1000000,1,1,1000,1000,1024,10000,5,0,0.697626931567
2,1,4,10,1,1,1000,1000,1024,10000,5,0,0.792531272995
4,1,2,10,10,1,1,10,1024,100,5,29,0.182652685798
2,1,4,10,1,1,1,1000,1024,10000,5,29,0.0884657836645
4,10,4,1000000,10,0,1000,10,512,100,2,0,0.0411883738043
4,1,4,10,1,1,1,10,512,100,5,0,0.033314937454
4,1,4,1000000,10,1,1,1000,512,10000,5,0,0.153329654157
2,10,4,1000000,10,1,1000,1000,512,10000,5,29,0.404782928624
2,10,2,1000000,10,1,1,1000,1024,10000,5,29,0.494039735099
2,1,2,1000000,1,1,1000,1000,1024,10000,5,0,0.81738410596
4,10,4,1000000,10,0,1,10,512,100,2,29,0.164495952907
4,1,2,1000000,10,0,1000,1000,1024,10000,2,0,0.0505518763797
4,1,2,10,10,1,1000,10,1024,100,5,29,0.088723325975
4,10,2,10,10,0,1,1000,512,10000,5,0,0.182284768212
4,10,4,10,1,1,1,1000,1024,10000,5,29,0.0235651214128
2,10,4,10,1,1,1,10,512,100,5,29,0.0855776306107
4,1,2,1000000,1,1,1000,10,1024,100,2,0,0.446449595291
4,10,4,10,1,1,1,1000,512,10000,2,29,0.034565857248
4,10,4,10,10,1,1000,10,1024,100,2,29,0.124429727741
4,10,2,1000000,10,1,1,1000,512,10000,2,29,0.182487122884
2,10,4,10,1,1,1000,1000,1024,10000,2,0,0.715728476821
2,10,2,1000000,10,0,1000,1000,512,10000,2,29,0.104194260486
4,1,2,1000000,1,1,1,1000,512,10000,2,0,0.0300772626932
4,1,2,1000000,10,0,1,1000,1024,10000,2,29,0.182652685798
4,1,4,1000000,10,0,1,10,1024,100,2,29,0.154966887417
4,10,2,10,1,0,1000,1000,512,10000,5,29,0.491225165563
4,10,2,1000000,10,1,1000,1000,512,10000,2,0,0.0789735099338
4,10,2,1000000,1,1,1000,10,1024,100,5,0,0.473785871965
2,1,4,10,10,0,1,10,1024,100,2,29,0.453642384106
2,10,4,1000000,1,0,1,10,512,100,2,29,0.0831493745401
2,1,2,1000000,10,1,1000,10,1024,100,5,0,0.116887417219
2,10,2,1000000,1,1,1000,10,1024,100,2,0,0.87227740986
4,10,4,1000000,1,1,1000,10,512,100,2,29,0.408241353937
2,10,2,1000000,1,1,1,1000,512,10000,5,29,0.0905997056659
2,1,2,1000000,1,1,1,10,512,100,2,0,0.0893855776306
2,1,2,1000000,10,0,1000,1000,512,10000,5,0,0.160816777042
2,1,4,1000000,10,0,1,1000,512,10000,5,0,0.439532744665
2,10,4,10,10,0,1,10,1024,100,2,29,0.428329654157
4,1,4,10,10,0,1000,1000,1024,10000,5,0,0.0880794701987
4,1,2,10,10,0,1000,1000,512,10000,5,0,0.113833701251
2,1,2,10,1,1,1,1000,512,10000,2,0,0.0864238410596
2,10,4,1000000,10,0,1,1000,1024,10000,5,0,0.445327446652
2,10,2,1000000,1,1,1000,10,1024,100,5,0,0.828550404709
2,10,2,10,1,0,1,10,512,100,5,0,0.0873620309051
4,1,4,10,10,0,1,1000,1024,10000,5,0,0.158388520971
2,10,4,1000000,10,0,1000,10,512,100,5,0,0.185798381163
2,1,2,10,10,0,1000,10,1024,100,2,29,0.22146799117
2,1,2,10,10,0,1000,1000,1024,10000,5,29,0.100625459897
2,1,2,1000000,1,0,1,1000,512,10000,2,0,0.0872516556291
2,10,4,10,1,0,1,10,1024,100,2,0,0.0897167034584
4,10,4,10,1,0,1000,1000,1024,10000,5,29,0.460669610007
2,10,4,1000000,1,0,1,10,512,100,5,29,0.0887049300957
4,10,4,1000000,10,0,1000,1000,512,10000,5,0,0.085761589404
4,10,2,1000000,10,1,1000,1000,1024,10000,5,0,0.0714863870493
2,1,2,1000000,1,1,1000,1000,1024,10000,5,29,0.795971302428
4,10,2,10,1,1,1000,10,512,100,5,0,0.426379690949
2,10,2,1000000,1,1,1,1000,512,10000,2,29,0.0866261957322
4,10,4,1000000,10,0,1,10,512,100,2,0,0.153844738779
2,1,2,1000000,10,1,1000,1000,512,10000,5,0,0.0912067696836
2,10,4,1000000,10,1,1000,10,1024,100,2,29,0.198233995585
2,10,2,1000000,10,1,1000,10,512,100,5,29,0.0679727740986
4,1,4,10,1,1,1,10,1024,100,5,0,0.0294885945548
4,1,2,10,10,1,1,1000,512,10000,5,29,0.196044885946
2,10,4,10,10,1,1,10,1024,100,2,0,0.447590139809
4,10,4,1000000,10,1,1000,10,512,100,2,0,0.0902869757174
4,1,4,10,10,0,1,1000,512,10000,5,0,0.157707873436
4,10,4,10,10,0,1,10,512,100,5,29,0.187012509198
2,1,2,10,10,0,1000,10,512,100,5,0,0.159565857248
4,10,4,10,10,1,1,10,1024,100,2,29,0.149889624724
2,1,4,1000000,10,1,1,10,512,100,5,0,0.425791022811
4,1,4,1000000,10,1,1000,1000,512,10000,2,0,0.0852649006623
2,10,2,1000000,10,1,1,10,512,100,2,0,0.46359455482
2,1,2,1000000,10,1,1000,1000,512,10000,2,29,0.0907652685798
4,10,2,10,1,0,1000,1000,1024,10000,5,0,0.531125827815
4,1,4,1000000,1,0,1000,10,512,100,5,29,0.435504047093
2,10,4,10,10,1,1,1000,1024,10000,2,0,0.425901398087
4,1,2,10,10,0,1000,1000,512,10000,2,29,0.0498896247241
2,10,4,1000000,1,0,1000,10,512,100,2,0,0.723969830758
4,10,2,1000000,1,1,1000,1000,1024,10000,2,29,0.446081677704
2,1,2,1000000,1,1,1,10,1024,100,2,0,0.0880058866814
4,10,2,10,1,0,1,1000,512,10000,5,29,0.0288447387785
4,1,2,1000000,1,0,1000,1000,1024,10000,2,0,0.456898454746
4,1,2,10,10,1,1,10,512,100,5,0,0.194462840324
2,1,2,10,10,0,1,10,512,100,5,29,0.446872700515
4,10,4,10,1,0,1000,10,512,100,2,29,0.483075791023
2,1,4,1000000,1,0,1000,1000,1024,10000,2,0,0.731972038263
4,1,4,1000000,1,0,1,1000,512,10000,2,29,0.0252575423105
2,1,2,10,10,1,1000,10,1024,100,2,0,0.107744665195
2,1,2,10,10,1,1000,10,1024,100,5,29,0.239569536424
2,1,2,10,1,1,1000,1000,1024,10000,5,29,0.905353200883
4,1,4,1000000,1,0,1,10,512,100,2,29,0.0275938189845
2,1,2,1000000,10,0,1,1000,512,10000,2,29,0.476802796174
4,1,4,1000000,10,0,1000,10,512,100,2,0,0.148197203826
2,1,4,10,1,0,1000,1000,1024,10000,5,29,0.731493745401
4,10,2,1000000,10,1,1,1000,512,10000,5,29,0.181401766004
2,1,4,1000000,1,0,1,10,512,100,5,29,0.0883186166299
4,10,2,10,1,1,1000,10,512,100,2,29,0.449374540103
4,1,2,1000000,10,1,1000,10,1024,100,2,29,0.0810890360559
2,1,2,1000000,10,1,1,1000,512,10000,2,0,0.453752759382
2,1,4,1000000,1,0,1,10,1024,100,2,29,0.0845842531273
4,1,4,1000000,1,1,1000,10,1024,100,5,29,0.468064753495
4,1,4,10,1,1,1000,10,512,100,5,0,0.404543782193
4,1,2,1000000,10,1,1,1000,512,10000,5,29,0.162637969095
2,10,4,10,1,1,1000,10,512,100,5,29,0.649889624724
2,10,4,10,10,1,1,1000,1024,10000,5,0,0.420088300221
4,10,4,10,10,0,1000,1000,512,10000,2,29,0.0863134657837
4,10,2,1000000,1,0,1,1000,1024,10000,2,29,0.0280905077263
4,10,2,1000000,10,0,1,10,512,100,5,0,0.168874172185
4,1,4,10,10,0,1,10,1024,100,5,0,0.170787343635
2,10,2,10,10,1,1000,10,1024,100,2,0,0.127943340692
2,10,4,10,10,1,1000,1000,1024,10000,2,0,0.273933038999
2,1,4,1000000,1,1,1,10,1024,100,2,29,0.0862398822664
2,10,4,1000000,10,0,1000,1000,1024,10000,5,0,0.220069904341
2,10,4,10,10,0,1000,1000,512,10000,5,0,0.242752023547
2,1,4,1000000,1,1,1000,10,1024,100,2,0,0.699613686534
2,1,4,10,1,1,1,1000,512,10000,5,0,0.0848601913171
2,1,4,10,1,1,1000,1000,512,10000,2,29,0.664477557027
2,10,4,1000000,10,0,1000,10,512,100,5,29,0.255298013245
2,10,2,1000000,10,0,1,10,512,100,2,29,0.451471670346
4,1,2,10,1,0,1000,1000,512,10000,5,29,0.498270787344
2,10,2,10,1,0,1000,1000,1024,10000,5,0,0.811552612215
4,10,4,1000000,1,0,1,10,512,100,2,0,0.0286055923473
2,10,2,10,1,1,1,10,512,100,2,29,0.0885945548197
2,10,4,1000000,10,0,1,10,512,100,5,29,0.426011773363
4,1,4,1000000,10,0,1000,10,1024,100,5,29,0.0564017660044
4,10,4,10,10,0,1,10,512,100,2,0,0.159050772627
2,10,2,10,10,0,1000,10,1024,100,2,29,0.0899558498896
2,1,4,10,1,0,1000,1000,1024,10000,2,29,0.775570272259
4,10,2,10,1,0,1,10,1024,100,2,29,0.0245952906549
2,1,4,10,10,0,1000,1000,512,10000,2,0,0.277685798381
4,10,4,10,10,1,1,1000,1024,10000,5,0,0.159345106696
4,10,4,10,1,0,1000,10,1024,100,5,0,0.459896983076
2,1,2,1000000,10,1,1,10,1024,100,2,29,0.447571743929
2,10,4,10,10,0,1,10,512,100,2,0,0.445842531273
4,10,4,10,10,0,1000,1000,1024,10000,5,0,0.146026490066
2,1,4,1000000,1,0,1,1000,1024,10000,2,29,0.0919058130979
4,10,2,1000000,10,1,1000,10,1024,100,5,0,0.0617181751288
4,1,2,10,1,1,1000,10,1024,100,5,0,0.43451066961
2,10,2,1000000,1,1,1,1000,512,10000,5,0,0.085761589404
2,10,2,10,10,1,1,1000,1024,10000,5,0,0.46738410596
2,10,2,10,1,1,1,1000,512,10000,2,29,0.0860743193525
4,10,4,10,1,1,1000,1000,512,10000,5,29,0.325772626932
2,1,2,1000000,10,1,1000,1000,512,10000,5,29,0.154415011038
4,1,2,1000000,10,0,1000,10,1024,100,2,0,0.0841427520235
2,10,4,10,1,1,1,1000,1024,10000,2,0,0.0798013245033
2,1,4,10,10,1,1,1000,1024,10000,5,0,0.43559602649
2,1,4,1000000,10,1,1000,1000,1024,10000,2,29,0.302593818985
2,10,4,1000000,1,0,1000,10,1024,100,5,29,0.709713024283
2,1,4,1000000,10,0,1000,1000,512,10000,5,29,0.264827078734
2,1,2,10,1,1,1,10,512,100,2,0,0.0840139808683
2,1,4,1000000,10,0,1,10,1024,100,2,29,0.41955481972
4,1,2,1000000,1,1,1,10,1024,100,2,29,0.0322663723326
2,1,2,10,1,1,1,1000,1024,10000,5,29,0.0865894039735
2,10,4,1000000,10,0,1000,1000,512,10000,5,29,0.415507726269
2,10,2,1000000,10,1,1,10,1024,100,5,0,0.461184694628
4,1,2,1000000,10,1,1000,1000,1024,10000,5,29,0.0817696835909
4,10,4,10,10,0,1,1000,1024,10000,2,29,0.161019131714
4,1,4,1000000,10,1,1,10,1024,100,5,29,0.158020603385
4,1,2,10,10,0,1000,1000,512,10000,2,0,0.0899374540103
4,1,2,1000000,10,0,1,10,1024,100,2,29,0.196670345843
4,1,2,10,1,1,1,10,1024,100,5,29,0.0254415011038
4,10,4,10,1,1,1000,1000,512,10000,2,29,0.428863134658
2,1,4,1000000,1,1,1,10,1024,100,2,0,0.0907836644592
2,10,4,10,1,0,1,10,512,100,5,29,0.077336276674
2,10,2,10,1,0,1,1000,1024,10000,5,29,0.0861111111111
2,10,2,1000000,10,1,1,10,1024,100,5,29,0.451729212656
4,1,2,10,10,1,1,10,512,100,5,29,0.190710080942
4,10,2,1000000,10,1,1,1000,1024,10000,2,29,0.170161883738
4,10,4,10,10,1,1,10,512,100,2,0,0.140029433407
4,1,4,10,10,0,1,1000,512,10000,2,29,0.152796173657
4,10,2,1000000,10,1,1,1000,1024,10000,5,29,0.163925680648
2,1,2,10,1,1,1000,10,1024,100,2,0,0.871596762325
4,1,4,1000000,10,1,1,10,1024,100,2,29,0.171357615894
4,10,4,1000000,10,1,1,10,512,100,5,29,0.160853568801
4,10,2,1000000,1,0,1,10,512,100,2,0,0.0293782192789
2,1,4,10,1,0,1,10,512,100,5,0,0.0904709345107
4,10,2,1000000,10,0,1000,10,512,100,5,29,0.0906364974246
4,10,4,1000000,10,1,1000,1000,1024,10000,5,0,0.110927152318
4,10,4,1000000,10,0,1000,1000,1024,10000,2,29,0.131990434143
4,1,4,1000000,10,0,1000,1000,1024,10000,5,0,0.0814385577631
2,10,2,10,1,1,1000,10,1024,100,5,0,0.9043598234
4,10,4,1000000,10,1,1000,1000,512,10000,5,0,0.105040470935
2,1,4,1000000,10,1,1000,1000,512,10000,5,0,0.176342899191
2,1,2,1000000,10,0,1000,10,1024,100,5,0,0.138189845475
2,1,2,1000000,10,1,1000,10,512,100,5,0,0.176563649742
4,1,4,10,10,0,1000,10,512,100,2,0,0.140783664459
4,1,2,1000000,1,0,1000,10,512,100,5,29,0.49429727741
2,10,2,1000000,1,0,1000,10,1024,100,5,29,0.838502575423
2,10,4,1000000,1,0,1000,10,512,100,5,0,0.780573951435
4,10,2,10,10,1,1000,10,512,100,2,29,0.0667034584253
4,10,4,1000000,1,1,1,1000,512,10000,5,29,0.0190581309787
4,10,2,10,10,0,1000,1000,1024,10000,5,0,0.114036055923
4,1,4,1000000,10,0,1000,1000,512,10000,2,0,0.0900846210449
2,10,4,1000000,10,0,1000,1000,1024,10000,2,29,0.339808682855
4,10,2,10,1,0,1000,1000,1024,10000,2,29,0.5201066961
4,1,4,10,1,1,1,1000,512,10000,2,0,0.0268947755703
4,10,4,10,1,0,1,10,512,100,2,0,0.0383002207506
2,10,4,1000000,1,1,1000,10,512,100,5,29,0.726158940397
2,10,2,1000000,10,1,1,1000,512,10000,2,0,0.449392935982
2,1,2,10,1,0,1000,10,512,100,5,29,0.833793230316
4,10,4,1000000,10,1,1,1000,1024,10000,5,0,0.172259013981
2,1,2,10,1,1,1000,10,1024,100,5,29,0.844039735099
2,10,2,10,10,1,1,10,1024,100,2,29,0.47119205298
4,1,2,10,10,0,1000,10,1024,100,2,0,0.0955481972038
2,10,4,1000000,10,1,1,1000,1024,10000,5,29,0.440011037528
4,10,2,1000000,10,1,1000,10,512,100,2,29,0.0555003679176
4,1,2,10,10,1,1,10,1024,100,2,0,0.214827078734
2,10,2,10,1,1,1000,1000,1024,10000,2,29,0.893340691685
4,10,4,10,10,0,1000,1000,1024,10000,5,29,0.0917034584253
4,1,4,10,1,1,1,1000,512,10000,5,29,0.0259197939662
2,1,2,10,1,1,1000,1000,1024,10000,2,0,0.904985283297
4,1,2,1000000,10,1,1000,10,512,100,5,0,0.115618101545
4,10,2,1000000,10,1,1000,1000,512,10000,5,29,0.023749080206
2,1,4,10,10,0,1000,10,1024,100,5,0,0.116556291391
