Source,10,20,30,40,50,60,70,80,90,100
../all_data/sqlite_0.csv,1.5,4.5,5.5,8.0,10.0,13.0,15.0,16.0,17.0,19.5
../all_data/sqlite_1.csv,3.0,6.0,7.5,10.0,13.0,18.0,21.0,17.5,22.0,28.5
../all_data/sqlite_10.csv,3.0,5.0,8.0,9.5,12.5,14.0,14.0,16.0,19.5,21.5
../all_data/sqlite_11.csv,2.5,4.5,7.0,8.0,11.5,14.5,17.5,15.5,17.5,21.5
../all_data/sqlite_12.csv,3.0,7.0,10.0,13.5,16.0,19.0,21.0,23.5,28.5,32.5
../all_data/sqlite_13.csv,3.0,7.0,9.5,11.5,14.5,20.5,21.5,26.0,25.5,27.5
../all_data/sqlite_14.csv,2.0,3.5,6.5,7.5,11.0,10.5,12.5,14.5,14.5,16.5
../all_data/sqlite_15.csv,2.0,6.0,7.0,10.5,9.0,15.0,13.5,20.0,21.5,21.0
../all_data/sqlite_16.csv,1.5,4.5,5.5,6.5,9.0,12.0,12.0,15.0,15.0,17.0
../all_data/sqlite_17.csv,2.0,4.5,5.0,8.0,10.0,13.0,13.0,15.5,17.0,24.5
../all_data/sqlite_18.csv,3.0,5.0,8.0,10.5,12.0,15.5,18.0,18.0,20.5,26.0
../all_data/sqlite_19.csv,1.5,4.0,5.0,6.0,8.5,9.0,13.5,14.5,16.0,14.5
../all_data/sqlite_2.csv,1.5,4.0,5.0,7.0,9.0,11.0,12.5,13.5,16.0,16.0
../all_data/sqlite_20.csv,2.0,4.0,5.5,8.5,9.5,11.5,13.0,13.5,19.5,18.5
../all_data/sqlite_21.csv,2.0,4.0,5.0,7.5,10.0,11.0,14.5,14.0,16.0,16.0
../all_data/sqlite_22.csv,3.0,6.0,9.5,11.0,17.0,18.0,22.5,24.0,24.0,33.0
../all_data/sqlite_23.csv,3.0,6.0,11.0,13.5,17.0,21.5,21.5,27.5,34.0,32.0
../all_data/sqlite_24.csv,2.5,4.5,7.0,9.0,10.0,11.5,15.5,15.0,18.5,18.5
../all_data/sqlite_25.csv,3.0,4.5,6.0,8.5,10.0,13.0,17.0,15.5,20.0,22.0
../all_data/sqlite_26.csv,3.0,5.0,9.5,10.5,15.5,21.0,20.0,26.5,25.5,31.5
../all_data/sqlite_27.csv,3.0,6.0,9.0,12.0,15.5,21.5,22.0,26.0,24.5,27.5
../all_data/sqlite_28.csv,2.0,3.0,5.0,7.5,7.5,10.0,12.0,13.5,16.5,17.0
../all_data/sqlite_29.csv,2.5,5.0,8.0,10.0,13.0,14.0,14.5,19.5,22.0,23.5
../all_data/sqlite_3.csv,2.0,4.0,5.5,8.0,9.5,11.0,12.0,13.0,18.0,15.5
../all_data/sqlite_30.csv,2.0,3.5,4.0,5.5,8.0,9.0,12.0,14.0,14.5,15.0
../all_data/sqlite_31.csv,1.5,3.0,5.0,6.5,9.0,10.5,12.5,14.0,16.0,16.0
../all_data/sqlite_32.csv,2.5,4.5,6.5,9.0,11.5,13.0,15.0,17.5,18.5,22.0
../all_data/sqlite_33.csv,2.0,3.0,5.0,6.5,10.0,11.5,11.5,12.5,16.5,12.5
../all_data/sqlite_34.csv,1.5,3.5,5.0,7.5,8.0,10.5,13.0,12.5,15.0,19.5
../all_data/sqlite_35.csv,2.0,4.0,4.5,6.0,9.5,12.0,10.0,14.5,18.0,16.5
../all_data/sqlite_36.csv,2.5,6.0,8.0,12.5,17.0,16.5,22.5,32.5,27.0,33.5
../all_data/sqlite_37.csv,3.0,6.5,9.0,11.5,14.0,15.0,23.0,21.0,27.0,34.5
../all_data/sqlite_38.csv,2.0,4.5,6.0,9.5,10.0,11.5,15.5,17.0,20.0,24.0
../all_data/sqlite_39.csv,2.0,4.5,7.5,7.0,11.5,11.5,13.5,19.0,19.5,23.5
../all_data/sqlite_4.csv,2.5,5.5,8.5,12.0,15.0,14.0,21.5,20.5,27.0,30.5
../all_data/sqlite_40.csv,3.0,5.5,9.5,13.5,16.0,19.5,26.5,24.0,30.5,35.0
../all_data/sqlite_41.csv,3.0,6.0,9.0,14.5,14.5,20.5,19.5,27.0,27.5,30.0
../all_data/sqlite_42.csv,1.5,4.0,6.0,9.0,9.0,10.5,12.5,16.5,19.0,19.0
../all_data/sqlite_43.csv,2.0,4.5,5.5,9.0,10.0,13.5,16.5,17.5,17.0,19.5
../all_data/sqlite_44.csv,2.0,4.0,5.5,7.0,9.0,10.5,12.0,12.0,16.5,18.5
../all_data/sqlite_45.csv,1.5,3.5,5.5,8.5,9.5,12.5,13.0,14.5,18.5,17.5
../all_data/sqlite_46.csv,2.5,5.0,6.5,9.0,10.5,16.0,21.0,20.0,27.0,26.0
../all_data/sqlite_47.csv,1.0,3.0,5.5,6.5,8.0,10.5,11.5,14.5,16.0,16.5
../all_data/sqlite_48.csv,2.0,3.5,5.0,7.0,11.0,12.5,12.0,15.0,15.5,18.5
../all_data/sqlite_49.csv,2.0,3.5,6.0,6.5,8.5,12.5,12.0,15.5,14.0,18.5
../all_data/sqlite_5.csv,1.5,4.0,5.0,8.0,8.5,12.0,13.0,14.5,13.0,16.0
../all_data/sqlite_50.csv,3.0,6.5,9.0,13.5,17.5,19.0,28.5,23.5,29.0,30.0
../all_data/sqlite_51.csv,3.0,7.5,10.0,12.5,17.5,19.5,21.5,27.5,24.0,29.0
../all_data/sqlite_52.csv,3.0,5.0,6.5,8.5,12.0,13.0,17.5,21.5,21.0,21.5
../all_data/sqlite_53.csv,2.0,5.0,6.5,9.5,10.0,13.5,15.0,19.0,20.5,21.0
../all_data/sqlite_54.csv,2.5,7.0,9.0,11.0,12.0,19.0,20.0,24.0,33.5,30.0
../all_data/sqlite_55.csv,3.0,6.0,10.5,11.0,14.0,20.0,18.5,22.0,27.0,29.5
../all_data/sqlite_56.csv,1.5,4.0,5.5,6.0,7.5,10.0,12.0,13.5,16.0,16.0
../all_data/sqlite_57.csv,3.5,8.0,13.5,21.0,22.5,31.0,33.0,38.0,44.0,44.5
../all_data/sqlite_58.csv,2.0,3.5,5.5,8.0,10.0,10.0,12.0,14.0,19.0,15.5
../all_data/sqlite_59.csv,2.0,4.0,6.5,8.5,10.0,13.5,19.0,18.5,17.5,21.5
../all_data/sqlite_6.csv,2.0,3.5,6.5,7.5,9.5,10.5,14.5,16.5,16.5,19.0
../all_data/sqlite_60.csv,3.5,8.0,13.5,18.0,23.0,31.0,35.5,37.5,42.0,42.0
../all_data/sqlite_61.csv,1.5,3.5,5.5,7.5,9.0,11.0,13.0,14.0,17.5,20.0
../all_data/sqlite_62.csv,2.5,5.0,6.0,8.0,11.5,11.0,15.5,18.5,21.0,21.0
../all_data/sqlite_63.csv,2.5,6.0,8.5,11.0,14.5,16.0,16.0,21.0,24.0,27.5
../all_data/sqlite_64.csv,3.0,6.0,10.0,13.0,15.5,19.5,24.0,21.0,26.0,31.5
../all_data/sqlite_65.csv,3.0,6.0,10.5,11.5,21.0,20.5,24.5,28.5,30.0,36.5
../all_data/sqlite_66.csv,2.5,5.0,8.0,10.0,12.0,15.5,18.0,20.5,24.5,24.0
../all_data/sqlite_67.csv,2.5,5.0,7.0,9.0,12.0,12.0,16.5,18.5,17.0,25.0
../all_data/sqlite_68.csv,3.0,6.0,10.0,13.5,13.0,18.0,18.5,29.0,31.0,33.0
../all_data/sqlite_69.csv,3.0,6.0,10.0,13.5,13.0,16.5,22.5,28.5,25.0,31.0
../all_data/sqlite_7.csv,1.5,4.5,6.5,7.5,8.5,10.5,13.5,14.5,19.0,20.0
../all_data/sqlite_70.csv,1.0,3.0,4.0,5.0,8.5,9.5,11.0,14.5,14.5,17.0
../all_data/sqlite_71.csv,4.0,8.5,13.0,18.5,25.5,31.0,34.5,38.5,45.0,49.5
../all_data/sqlite_72.csv,2.0,3.0,4.5,6.5,8.5,9.5,12.5,14.0,13.0,14.0
../all_data/sqlite_73.csv,2.0,4.5,5.0,8.0,9.5,11.0,13.5,15.0,18.5,17.5
../all_data/sqlite_74.csv,4.0,9.5,13.5,18.0,22.5,31.0,35.5,36.5,46.0,49.0
../all_data/sqlite_75.csv,2.0,3.0,4.5,6.0,8.0,9.0,10.5,13.5,15.0,15.0
../all_data/sqlite_76.csv,3.0,5.5,7.5,10.0,14.5,15.5,15.0,20.0,21.0,24.0
../all_data/sqlite_77.csv,3.0,5.0,9.0,12.0,13.5,18.5,20.5,21.0,30.0,26.5
../all_data/sqlite_78.csv,2.5,6.5,8.5,11.5,14.5,14.0,20.5,21.5,26.0,24.5
../all_data/sqlite_79.csv,3.0,5.5,8.0,11.5,13.0,13.5,19.0,21.0,25.0,21.0
../all_data/sqlite_8.csv,3.0,7.5,9.5,13.5,16.5,18.0,26.0,27.5,32.5,31.5
../all_data/sqlite_80.csv,2.0,3.5,6.5,8.0,11.0,11.5,15.0,13.5,16.0,19.5
../all_data/sqlite_81.csv,1.5,4.5,5.5,9.0,11.5,12.0,13.0,17.0,21.0,21.5
../all_data/sqlite_82.csv,2.5,5.5,6.5,11.0,12.0,15.5,19.0,19.5,23.0,25.0
../all_data/sqlite_83.csv,2.5,5.0,8.0,13.0,15.0,15.5,20.5,21.5,25.5,26.5
../all_data/sqlite_84.csv,3.0,5.0,8.0,10.0,13.0,15.5,15.0,22.5,19.5,26.0
../all_data/sqlite_85.csv,2.5,7.0,10.0,13.0,18.0,21.5,28.5,29.0,35.0,34.5
../all_data/sqlite_86.csv,2.5,5.0,7.5,9.5,12.5,15.5,19.0,18.0,22.5,23.5
../all_data/sqlite_87.csv,3.0,6.5,9.0,13.0,17.0,18.0,19.5,20.5,25.0,25.5
../all_data/sqlite_88.csv,3.5,7.5,11.5,14.0,15.0,16.0,24.0,26.5,33.0,39.0
../all_data/sqlite_89.csv,3.5,6.5,10.5,14.5,19.5,19.0,22.5,23.5,30.0,28.0
../all_data/sqlite_9.csv,3.0,6.0,11.0,15.0,19.0,21.5,27.5,31.0,39.5,39.5
../all_data/sqlite_90.csv,3.0,5.0,10.0,11.5,15.5,21.0,19.0,23.0,26.0,28.5
../all_data/sqlite_91.csv,3.0,4.5,7.0,11.0,13.5,18.0,20.5,22.5,28.5,33.0
../all_data/sqlite_92.csv,3.0,6.5,11.0,13.5,17.5,23.0,26.5,30.0,38.5,40.0
../all_data/sqlite_93.csv,3.0,6.5,10.5,15.0,18.5,20.0,28.0,30.0,31.0,35.0
../all_data/sqlite_94.csv,3.0,7.0,10.0,13.5,17.0,22.0,24.0,26.5,32.5,35.5
