SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandom.4
1,1,0,1,1,1,0,0,1,1,0,1,0,0,0.227704862864
0,1,1,1,0,0,1,1,1,1,1,0,0,0,0.0827444051826
0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.0205283526838
1,0,1,0,0,1,1,0,0,1,1,1,1,0,0.319114925122
0,1,1,0,0,0,0,1,1,1,0,0,1,0,0.0257025071513
1,0,0,1,0,1,1,0,0,1,1,1,1,1,0.302456671715
1,0,1,0,1,0,0,0,1,1,1,0,1,0,0.383392226148
1,0,1,1,1,1,1,0,0,1,1,1,1,0,0.450614167929
0,1,1,0,1,1,1,1,0,1,0,1,0,0,0.255721016322
0,0,1,0,0,0,0,0,1,0,1,1,0,1,0.416330136295
0,1,1,1,0,0,0,0,0,0,0,1,0,1,0.399377418812
0,0,1,1,0,0,1,0,0,1,0,0,1,0,0.0151018004375
0,1,1,0,0,1,1,0,0,1,0,1,0,0,0.683156654888
0,1,0,1,0,0,0,1,0,0,1,1,0,0,0.459868753155
0,0,1,1,0,1,0,1,0,1,0,1,1,1,0.262872286724
1,1,0,0,0,0,1,1,0,1,1,1,1,0,0.407370015144
0,1,1,1,1,0,1,1,1,1,0,0,0,0,0.271369678613
0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.160272589601
1,0,1,0,0,1,0,1,0,0,1,1,1,0,0.706082786471
0,0,1,1,0,1,1,1,0,1,0,0,0,1,0.11925795053
0,0,1,1,0,1,1,0,0,0,0,1,0,0,0.263545347468
1,1,0,1,1,1,1,0,1,1,0,0,0,0,0.243690055528
1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.272884065287
0,0,1,0,0,0,1,0,1,0,0,1,1,0,0.264891468955
0,0,0,0,1,0,0,1,0,1,1,1,1,1,0.213191990577
0,1,0,1,1,1,0,1,0,0,0,1,1,1,0.264975601548
1,0,0,0,1,0,0,0,0,1,0,1,1,1,0.231406696954
1,0,1,1,0,0,0,1,1,0,1,0,1,0,0.203600874979
0,0,1,0,1,1,1,1,0,0,0,0,0,1,0.31877839475
1,0,0,0,0,1,0,0,1,0,0,1,1,0,0.437868080094
1,0,0,0,1,1,1,1,0,1,0,0,0,1,0.0817768803635
0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.151018004375
1,1,0,1,0,1,0,1,1,1,0,0,0,0,0.247812552583
0,1,1,1,0,0,0,1,1,1,0,0,0,0,0.0466094565034
0,1,1,1,1,1,0,0,1,1,1,1,1,1,0.249789668518
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0172892478546
0,1,0,1,0,0,0,1,1,1,0,1,0,0,0.344901564866
0,1,0,0,0,0,1,1,1,1,1,0,0,1,0.0608278647148
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0811458859162
1,1,0,1,1,1,0,1,0,0,1,1,1,1,0.364209994952
0,0,1,0,0,1,1,1,0,1,0,1,1,1,0.396390711762
0,0,0,1,1,1,0,0,1,0,1,1,1,0,0.319914184755
0,1,0,0,1,1,0,0,1,0,0,0,0,0,0.105754669359
1,0,0,0,0,1,1,1,0,0,0,1,0,0,0.326266195524
1,1,0,1,0,0,0,1,1,0,0,1,1,1,0.293875147232
1,1,0,0,0,1,1,1,0,0,0,0,1,0,0.325298670705
1,0,0,1,1,0,0,1,1,1,1,1,1,1,0.686521958607
0,1,1,0,1,0,1,1,1,0,0,1,1,1,0.482500420663
0,1,0,1,1,0,1,1,0,0,0,0,1,0,0.331356217399
1,0,0,0,1,1,1,1,1,1,1,0,0,0,0.0287312804981
1,0,1,1,0,1,0,1,0,0,1,1,0,1,0.292234561669
1,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0608699310113
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.11925795053
1,1,1,0,1,1,0,0,1,1,0,1,1,1,0.343765774861
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0.0216641426889
1,0,1,0,1,1,0,1,1,1,1,0,1,1,0.0192663637893
0,0,0,1,1,0,1,1,0,1,1,1,0,0,0.550731953559
1,0,0,0,0,1,0,1,1,0,1,0,0,1,0.345196028942
1,0,1,0,0,1,1,1,1,1,0,0,1,0,0.264008076729
0,0,0,1,0,0,1,1,1,1,1,0,1,1,0.0279320208649
0,0,0,0,1,0,1,1,1,1,1,1,0,0,0.347677940434
0,1,1,0,0,0,1,0,1,0,1,0,1,0,0.0176257782265
0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.146979639913
1,0,0,1,1,1,0,1,0,1,1,1,1,1,0.37762914353
1,1,0,0,1,0,0,0,1,1,1,1,1,0,0.213191990577
1,1,0,1,0,0,0,0,0,1,0,1,1,1,0.257992596332
0,0,1,1,1,1,1,0,1,1,0,1,1,0,0.779236076056
0,1,1,0,0,0,1,0,1,0,0,0,1,0,0.013923944136
0,1,0,1,1,0,1,1,0,1,1,1,0,0,0.667970721858
0,1,1,0,0,1,0,0,1,1,1,1,1,1,0.302624936901
1,0,1,1,0,1,1,0,1,1,0,1,0,0,0.277301026418
0,1,0,1,0,0,1,1,1,0,1,0,0,1,0.0569156991418
1,0,1,1,0,0,1,0,1,0,1,1,1,1,0.227788995457
0,0,1,1,0,1,1,0,1,0,1,0,0,1,0.0943967693084
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.253281171126
1,1,1,0,0,0,0,1,1,1,1,1,0,1,0.230817768804
0,1,0,0,0,1,0,0,1,1,0,0,1,0,0.0856890459364
1,0,0,1,1,1,1,0,1,0,0,0,1,1,0.0799259633182
1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.203558808682
1,0,1,0,0,1,0,0,1,1,1,0,0,1,0.0183829715632
0,1,0,1,1,0,1,1,1,1,1,1,0,0,0.220595658758
1,0,0,1,0,1,0,0,0,1,1,0,0,1,0.0196870267542
0,1,0,1,0,1,1,1,0,0,1,1,1,0,0.209952885748
1,0,1,1,0,0,0,1,1,0,1,1,1,1,0.211172808346
1,0,1,1,0,0,0,0,1,0,1,1,1,1,0.199394245331
0,1,1,1,1,0,1,1,0,1,0,1,0,1,0.21028941612
1,1,1,1,1,1,1,0,0,0,0,0,0,1,0.0911997307757
1,0,0,0,1,0,0,0,1,1,1,0,0,1,0.0133770822817
0,0,0,0,1,0,1,0,1,1,1,0,0,0,0.107563520108
0,1,1,1,0,1,1,1,0,1,1,0,1,0,0.182273262662
0,1,1,0,0,0,1,0,1,0,1,1,1,0,0.197122665321
0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.382929496887
1,1,0,0,0,1,1,1,0,0,1,1,1,0,0.443799427898
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.235991923271
1,1,0,1,1,1,0,1,0,1,0,1,1,0,0.589432946323
0,1,0,1,1,1,1,0,1,1,1,0,1,1,0.322438162544
0,1,0,1,1,0,0,0,0,0,0,0,0,1,0.0193925626788
1,1,0,1,0,0,0,1,1,1,0,0,1,0,0.209994952044
0,1,0,1,1,0,0,0,0,0,1,1,1,0,0.204400134612
0,1,1,1,0,1,1,1,1,1,0,0,1,1,0.0149335352516
0,0,1,1,1,0,1,1,0,1,1,0,1,1,0.129732458354
1,1,0,0,0,0,1,0,1,1,0,1,0,1,0.247476022211
0,0,0,0,1,0,1,1,0,0,1,1,1,0,1.0
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0.161113915531
0,1,1,0,0,0,1,1,0,1,0,0,1,0,0.0185933030456
1,0,1,1,1,1,0,0,1,0,1,0,0,1,0.123548712771
1,1,1,1,0,0,1,0,1,1,1,1,0,0,0.342125189298
1,0,1,0,0,0,1,1,0,0,0,0,0,0,0.211803802793
1,1,1,0,1,1,0,0,1,0,0,0,0,0,0.175037859667
1,1,0,0,1,1,0,0,1,0,0,1,0,0,0.619047619048
0,0,0,1,1,0,1,0,0,1,0,0,0,0,0.222278310618
0,0,0,0,1,1,0,0,1,0,1,1,0,0,0.684628975265
0,0,1,1,0,0,1,1,1,1,1,0,0,1,0.0267120982669
1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.19964664311
0,0,1,0,1,1,0,0,1,0,0,1,1,0,0.955577990914
0,0,0,1,1,1,0,1,0,1,0,1,1,1,0.354576813057
1,1,1,1,1,0,1,0,0,1,1,0,1,0,0.0162375904425
0,1,1,1,0,1,1,1,0,0,1,1,1,1,0.454358068316
0,0,1,1,0,1,0,0,1,0,0,0,1,0,0.555275113579
0,1,1,1,1,0,0,1,0,0,1,1,0,1,0.391763419149
0,0,1,1,0,0,1,1,0,0,1,0,0,1,0.0359666834932
1,1,1,0,1,1,1,0,1,0,0,0,1,0,0.475265017668
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0.325887598856
0,0,1,1,1,1,0,1,0,1,0,1,1,1,0.29042571092
0,0,1,1,1,0,1,0,0,1,1,0,1,1,0.0770654551573
0,1,0,0,1,0,0,0,1,1,0,0,1,0,0.0180043748948
0,0,1,0,0,0,1,1,0,0,1,1,0,0,0.406360424028
1,1,0,0,0,0,0,1,1,1,1,0,0,0,0.13528520949
0,1,0,0,1,0,0,0,0,1,1,0,1,0,0.0122412922766
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.021243479724
1,0,1,0,1,0,0,0,1,0,0,1,0,0,0.332155477032
1,0,1,1,1,0,0,1,0,0,0,1,1,0,0.36458859162
0,1,1,0,0,0,1,1,0,1,0,0,0,1,0.401775197712
1,0,1,1,0,0,0,0,0,0,1,0,1,0,0.00298670705031
1,0,0,0,0,0,1,0,0,1,1,0,1,1,0.0224213360256
1,1,1,1,0,1,0,1,0,0,0,1,1,0,0.209784620562
0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.220974255427
1,1,1,1,0,0,0,1,1,1,0,0,0,0,0.0304139323574
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.120604072017
1,1,0,0,1,0,0,0,1,1,0,0,1,0,0.0142184082113
0,1,1,0,0,0,1,0,1,1,0,0,1,1,0.293580683157
1,1,1,0,0,1,0,0,1,1,0,1,1,0,0.464369846879
0,1,0,1,0,1,1,1,1,1,1,0,1,1,0.0335689045936
0,1,1,0,0,1,0,0,1,0,1,1,0,0,0.255468618543
1,0,0,0,1,1,0,0,1,1,0,1,1,1,0.209195692411
0,0,1,0,0,1,1,1,1,0,1,1,1,0,0.307757025072
0,1,0,1,1,0,1,1,1,0,1,0,0,1,0.0139660104324
1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.108573111223
0,1,1,0,0,0,1,0,0,0,0,0,1,1,0.00538448594986
0,1,1,0,0,1,0,0,0,1,1,1,1,1,0.348519266364
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.233888608447
0,0,1,0,1,0,0,1,1,0,1,0,0,0,0.0156907285883
1,1,0,0,0,1,1,0,1,0,0,1,0,1,0.378386336867
1,0,0,0,0,0,1,0,1,1,0,0,1,1,0.268551236749
0,1,1,1,0,1,0,0,1,0,1,0,1,0,0.00706713780919
0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.0699141847552
1,0,1,0,1,0,0,0,0,1,0,1,1,0,0.329337035167
1,0,0,1,1,0,1,0,1,1,1,0,0,1,0.146558976948
1,1,1,0,1,0,1,0,1,1,0,0,1,1,0.0155224634023
0,1,1,1,0,0,1,1,1,0,1,1,1,0,0.391174490998
1,1,0,1,1,0,1,1,1,0,0,1,1,0,0.237548376241
1,0,1,0,0,1,0,1,0,1,1,0,1,0,0.0181726400808
0,1,0,0,1,0,0,0,1,0,1,0,1,1,0.127881541309
1,0,0,1,1,0,1,0,0,0,1,0,0,0,0.257067137809
1,0,1,0,1,1,1,0,0,1,0,0,0,1,0.133686690224
1,1,1,1,0,0,0,1,1,1,1,1,0,1,0.329252902574
1,1,1,0,0,0,0,1,0,1,0,1,0,0,0.234477536598
1,0,0,1,1,1,0,0,0,0,0,0,0,1,0.0382803297998
0,1,1,1,0,0,0,1,1,0,1,1,0,1,0.200824499411
0,1,0,1,1,0,0,0,0,0,0,1,0,1,0.526039037523
0,0,0,0,0,1,1,0,1,1,1,0,0,0,0.0446323405687
0,1,1,0,0,0,0,1,0,1,1,0,1,0,0.17667844523
0,1,1,0,1,1,0,0,0,1,0,1,1,1,0.212687195019
1,1,1,1,0,1,1,1,0,1,0,0,1,0,0.0653289584385
0,1,0,0,1,0,1,0,1,1,0,1,0,0,0.428445229682
1,1,0,1,0,1,1,0,0,1,1,1,1,0,0.441569914185
1,1,1,0,1,0,1,1,1,0,1,0,0,1,0.190139660104
1,0,0,0,0,1,1,0,1,1,1,1,1,0,0.29055190981
0,0,1,1,0,1,1,1,1,1,1,0,0,0,0.163469628134
0,1,0,1,1,0,1,1,1,0,0,0,1,1,0.00786639744237
1,0,1,1,0,0,1,0,1,0,0,1,1,1,0.337035167424
0,1,0,0,1,0,1,0,1,0,0,0,1,1,0.00462729261316
1,1,1,1,1,0,1,0,1,1,0,0,0,0,0.0269224297493
0,1,0,1,0,0,1,0,0,1,1,1,0,0,0.262451623759
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.137009927646
0,1,0,1,1,0,1,0,1,0,1,1,0,0,0.210583880195
1,0,0,1,1,0,0,0,0,1,1,0,0,1,0.0360508160862
1,1,0,1,0,1,1,0,0,1,1,1,0,0,0.45646138314
0,0,1,1,1,1,0,0,1,0,0,0,0,1,0.0105165741208
0,0,1,0,0,0,0,0,1,1,1,1,0,0,0.493647989231
0,0,1,0,0,1,0,0,0,0,1,0,1,0,0.0111475685681
1,0,1,0,0,1,1,0,0,1,1,0,0,0,0.226148409894
1,0,0,1,0,0,1,0,1,0,1,1,0,1,0.472783106175
0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.00584721521117
1,1,1,1,0,1,1,0,0,0,1,0,1,1,0.00462729261316
1,1,0,1,1,1,0,1,0,0,1,1,1,1,0.332828537776
0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.0731953558809
1,0,0,0,1,0,1,1,1,0,0,1,1,1,0.463949183914
0,0,1,0,1,1,1,0,0,0,0,1,1,0,0.907159683661
1,0,1,0,0,1,1,0,0,0,1,0,1,0,0.134275618375
0,0,0,0,1,1,0,1,1,1,1,1,0,1,0.301615345785
0,0,0,1,0,1,1,0,0,1,0,0,1,1,0.0181305737843
1,1,0,1,0,0,0,0,1,1,1,1,0,0,0.332576139997
0,1,1,1,0,1,0,1,1,0,1,1,1,1,0.204400134612
0,1,1,1,0,1,1,1,0,0,0,1,1,1,0.206166919064
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0.320545179202
1,1,1,0,1,1,1,1,0,0,0,0,1,1,0.111896348645
1,1,1,1,0,0,0,1,1,0,1,0,0,0,0.0837119300017
0,0,0,1,0,0,1,1,1,1,0,1,0,0,0.217314487633
0,0,1,1,0,1,0,0,0,1,1,0,1,0,0.0811038196197
0,0,0,1,1,0,0,1,0,1,0,1,1,1,0.293033821302
1,1,0,1,1,1,0,1,0,0,1,0,0,1,0.164984014807
1,0,1,1,1,1,1,1,0,1,0,0,0,1,0.0524566717146
0,0,1,0,1,0,1,0,1,0,0,0,1,0,0.0380279320209
0,1,0,0,0,1,0,0,0,0,0,1,1,0,0.324583543665
0,0,1,0,1,0,0,0,0,1,1,0,0,0,0.0277216893825
1,1,0,1,0,1,1,0,1,0,0,0,1,1,0.117911829043
1,0,0,1,0,0,0,1,1,0,1,0,1,1,0.194724886421
1,1,0,1,1,0,1,0,0,1,1,0,0,1,0.153457849571
0,0,0,0,1,0,0,0,1,1,1,0,1,1,0.0395843849907
0,1,1,0,0,0,0,1,0,1,0,1,1,1,0.219123338381
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.0186353693421
0,1,0,1,1,1,0,0,1,0,1,0,0,0,0.0519939424533
0,1,1,0,0,0,1,0,0,1,1,0,1,1,0.00820292781424
1,0,0,1,1,0,1,1,0,1,0,1,1,1,0.408085142184
1,0,1,1,0,1,0,1,1,0,1,1,1,1,0.227284199899
0,0,1,1,1,0,1,1,1,1,1,0,1,1,0.193925626788
1,0,1,1,1,0,1,1,1,0,0,0,0,0,0.319787985866
1,0,1,1,1,1,0,0,0,0,1,0,1,0,0.00673060743732
0,0,1,0,0,0,1,1,0,1,0,1,1,0,0.268046441191
1,1,1,0,1,1,1,1,0,0,0,1,1,1,0.420368500757
0,1,0,1,0,1,1,0,1,0,1,0,1,1,0.012535756352
0,1,1,1,0,0,0,0,1,1,1,0,0,0,0.284704694599
0,1,0,1,0,1,0,1,0,0,0,0,1,1,0.017499579337
1,1,0,0,1,0,0,1,0,0,0,1,1,0,0.194051825677
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0.0453895339054
0,1,1,0,0,1,1,0,0,1,0,0,0,0,0.157033484772
0,0,1,1,1,1,1,0,0,1,0,1,1,1,0.278142352347
1,0,1,1,1,1,0,1,0,1,0,0,0,1,0.0456419316843
1,1,1,0,1,0,1,0,1,1,0,0,0,0,0.253743900387
1,0,0,0,1,1,0,1,1,0,1,1,1,1,0.222825172472
0,1,1,0,1,1,1,1,1,1,1,0,1,1,0.00719333669864
0,0,1,0,1,1,1,1,1,0,1,1,0,1,0.482248022884
0,0,1,1,1,0,0,1,1,1,0,1,1,1,0.497854618879
0,0,0,0,1,0,1,1,0,1,0,0,0,0,0.0203180212014
1,1,1,1,1,1,1,1,0,0,0,0,1,1,0.25992764597
0,0,1,1,0,0,0,1,1,0,0,0,1,1,0.28432609793
0,0,1,0,1,1,1,0,1,1,1,1,0,0,0.207513040552
0,1,0,1,1,0,0,0,1,1,0,0,1,1,0.00782433114589
0,0,1,1,1,0,1,0,0,1,1,1,1,0,0.27523977789
0,0,0,1,0,0,0,0,1,0,1,1,0,1,0.246592629985
0,0,0,0,0,1,1,0,1,1,1,0,0,1,0.0416876998149
1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.643025408043
1,0,0,0,1,0,1,1,0,0,1,0,1,0,0.110087497897
1,0,0,0,1,0,1,0,1,0,1,0,1,0,0.00681474003029
0,0,0,1,0,1,1,1,0,0,1,1,1,0,0.205830388693
1,1,0,1,1,1,0,1,1,0,0,1,0,1,0.225769813226
0,1,0,0,0,1,1,1,0,1,0,0,1,0,0.137009927646
1,1,1,0,0,1,1,1,1,1,0,1,1,1,0.548292108363
1,1,0,1,1,0,1,1,0,1,0,0,0,1,0.0281002860508
0,1,1,0,0,1,0,1,0,0,1,1,0,1,0.374894834259
1,1,1,0,0,1,0,1,0,1,1,1,0,0,0.230102641763
1,1,0,1,1,1,1,0,0,0,1,0,1,0,0.128302204274
1,0,0,0,0,0,1,0,0,1,0,1,1,1,0.214159515396
1,1,0,1,1,0,1,1,0,1,0,1,0,1,0.224381625442
0,1,1,0,0,1,0,0,1,1,0,0,1,1,0.0128302204274
1,1,1,1,1,1,1,0,1,1,1,0,0,0,0.0405098435134
1,1,1,0,1,1,1,0,1,1,0,0,1,1,0.129942789837
0,0,1,0,1,1,1,1,1,0,0,1,1,1,0.203727073868
1,0,0,1,1,1,1,1,1,1,0,1,0,1,0.263377082282
1,0,1,1,1,0,0,0,1,1,0,0,1,1,0.209532222783
1,0,0,1,1,1,1,0,1,1,1,1,1,0,0.258076728925
0,0,1,1,1,0,1,1,1,1,0,1,0,0,0.243984519603
1,0,0,0,0,0,1,0,1,1,0,0,0,1,0.311711256941
0,1,0,0,1,0,1,0,1,0,0,0,1,0,0.0664647484435
1,0,0,1,1,1,0,1,0,0,0,1,1,1,0.49701329295
0,0,1,0,0,1,1,1,1,0,0,0,0,1,0.111686017163
1,1,0,1,1,0,1,1,0,0,1,0,0,0,0.00530035335689
0,1,0,0,1,1,1,1,1,0,1,1,0,1,0.203180212014
1,0,1,0,1,0,1,1,1,1,1,0,0,1,0.112485276796
1,0,0,0,1,0,1,1,1,0,1,0,0,1,0.188667339727
0,0,1,1,1,0,1,0,1,1,1,1,0,1,0.275281844186
1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.137094060239
0,1,1,1,1,0,0,1,0,0,0,0,1,1,0.128933198721
1,1,0,1,1,0,1,0,1,0,1,1,0,1,0.590821134107
1,0,1,0,1,1,1,0,1,0,1,1,0,1,0.242091536261
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.234645801784
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.110466094565
0,1,1,1,1,0,0,0,1,0,1,1,0,0,0.202927814235
0,1,0,1,0,0,0,0,1,1,1,1,1,0,0.479050984351
0,0,0,1,1,1,0,1,1,1,1,1,1,1,0.304139323574
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0.261862695608
0,1,0,0,0,1,1,1,0,0,1,0,1,0,0.156907285883
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.214706377251
0,0,1,1,0,0,1,0,1,1,1,1,1,1,0.428739693757
1,1,1,1,1,0,1,0,1,0,1,1,1,1,0.249200740367
1,0,1,1,1,0,0,0,0,1,1,1,0,1,0.225307083964
0,0,0,1,0,0,1,0,1,1,0,0,0,1,0.0202759549049
1,0,0,1,0,1,0,0,1,0,1,1,1,1,0.427309439677
1,1,0,0,1,0,1,0,0,0,0,0,1,1,0.105207807505
0,1,1,0,0,1,0,0,0,1,1,1,0,1,0.992007403668
1,1,1,0,0,0,0,0,1,0,0,0,0,1,0.155687363285
0,0,1,0,1,1,0,0,0,0,1,0,0,1,0.456671714622
1,1,1,1,0,1,1,0,0,1,1,0,1,1,0.0281002860508
0,1,0,0,1,1,0,0,0,1,1,1,0,0,0.45250715127
0,0,0,1,0,0,0,0,0,1,1,0,0,1,0.117154635706
0,0,1,1,1,1,1,0,0,0,1,1,1,1,0.795473666498
0,0,1,1,0,1,0,1,1,1,1,1,0,1,0.55275113579
0,0,1,0,1,0,1,0,1,1,0,1,0,0,0.322564361434
1,1,1,0,0,1,0,1,0,1,0,0,1,0,0.619342083123
0,1,1,0,0,0,0,1,0,1,1,1,1,1,0.647905098435
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0.208775029446
0,1,0,0,0,1,1,0,1,1,1,1,1,0,0.448721184587
1,1,0,1,0,0,1,1,1,0,1,0,1,0,0.4234393404
1,0,1,0,1,0,1,0,0,1,1,1,1,1,0.215295305401
1,1,0,0,0,1,0,1,0,1,1,0,1,0,0.444472488642
1,1,0,1,1,1,0,0,1,1,1,1,1,0,0.412712434797
0,1,1,1,0,0,0,1,1,1,1,1,0,0,0.284284031634
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.126367154636
1,0,1,0,0,0,1,0,0,0,1,0,1,0,0.0117785630153
1,0,0,0,1,0,1,1,0,1,0,0,0,1,0.565286892142
0,0,1,0,0,1,0,0,0,0,0,0,1,1,0.0402574457345
0,1,0,0,1,0,0,0,0,1,0,0,1,1,0.149587750294
0,0,1,0,1,0,1,1,0,0,1,1,0,0,0.344312636715
1,1,0,1,0,0,0,1,0,1,1,1,0,1,0.380489651691
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0.408169274777
0,0,0,1,0,1,1,0,0,0,1,1,0,0,0.222067979135
0,0,1,1,1,0,0,0,1,0,0,0,0,1,0.162754501094
0,1,0,1,1,0,0,0,1,0,1,0,0,0,0.104913343429
1,0,0,0,0,0,1,0,1,0,1,1,1,1,0.207681305738
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0224213360256
1,1,1,1,0,0,0,0,1,1,1,1,1,0,0.367869762746
0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.0951118963486
0,1,0,0,0,1,1,0,1,0,1,1,0,0,0.752776375568
0,0,0,0,1,1,0,1,1,1,0,0,0,0,0.0758455325593
0,0,1,0,0,0,1,1,1,0,0,0,0,1,0.210079084637
0,0,1,0,1,0,1,0,0,0,1,1,1,1,0.547913511694
0,0,1,1,0,1,1,1,1,0,0,0,1,0,0.0166582534074
0,0,1,0,1,1,0,1,0,1,0,0,1,1,0.138061585058
1,1,0,1,0,0,0,0,0,0,0,1,1,0,0.404719838465
0,1,1,0,0,0,1,0,1,1,0,0,0,0,0.311080262494
1,1,0,1,1,1,0,0,0,1,0,0,0,1,0.195061416793
1,0,1,0,1,1,0,0,1,1,1,0,1,1,0.0128302204274
1,0,0,0,1,1,1,0,0,1,1,0,1,1,0.372623254249
1,1,1,0,1,0,1,0,1,1,1,0,0,0,0.350874978967
1,1,0,1,0,0,1,0,0,0,1,0,1,1,0.020107689719
1,1,1,0,0,1,1,0,1,0,0,0,0,0,0.317011610298
1,1,0,0,0,0,0,1,1,0,0,1,1,0,0.482037691402
0,0,1,1,0,0,1,1,0,0,0,1,1,1,0.226653205452
0,1,0,1,0,1,0,1,1,1,1,1,0,1,0.784957092378
0,1,1,0,1,1,0,1,0,1,0,0,1,1,0.0196028941612
1,1,1,0,0,1,0,0,0,1,0,1,1,0,0.457092377587
1,0,1,0,0,1,0,0,1,0,1,1,1,1,0.236833249201
1,1,0,1,0,1,0,0,0,1,0,0,1,0,0.075466935891
0,0,1,1,0,1,1,0,0,1,0,1,1,0,0.400387009928
0,1,0,0,1,0,1,1,0,1,0,1,1,1,0.454946996466
0,1,0,1,0,0,0,1,0,1,1,1,0,1,0.224171293959
1,0,1,1,1,0,0,0,1,1,1,0,1,1,0.0670116102978
0,1,0,0,0,0,1,0,0,1,1,1,0,1,0.226695271748
0,0,0,1,0,1,1,0,1,1,1,1,1,1,0.489525492176
1,0,0,0,0,1,0,0,1,0,0,1,1,0,0.510137977452
0,0,0,0,0,1,0,0,1,1,1,0,0,1,0.251598519266
1,0,1,1,0,0,1,1,0,1,1,1,1,1,0.797997644287
0,0,0,0,1,0,1,1,0,0,1,1,0,0,0.397947164732
0,1,1,1,1,0,1,1,0,1,1,0,1,0,0.299722362443
0,1,1,0,1,0,1,0,1,0,0,1,1,1,0.278310617533
1,1,0,1,0,1,0,0,1,0,1,0,1,1,0.209069493522
0,0,1,1,1,0,1,1,0,0,0,1,1,1,0.208775029446
1,1,1,0,0,0,0,1,1,0,0,0,1,0,0.153373716978
0,0,0,1,0,1,1,1,1,0,0,1,0,1,0.462266532055
1,1,0,0,0,0,1,0,1,1,1,0,0,1,0.206545515733
0,1,1,0,1,0,0,1,1,0,0,0,0,1,0.142815076561
1,1,0,1,0,1,1,0,0,1,1,1,0,1,0.373674911661
1,1,1,0,1,0,1,0,1,0,0,1,0,0,0.228041393236
0,1,1,0,1,0,0,1,1,1,0,0,0,0,0.0787060407202
1,1,0,0,0,0,1,1,0,1,0,0,1,1,0.106427730103
0,1,1,0,1,0,1,1,1,1,0,0,0,1,0.0389533905435
0,0,1,0,1,1,0,1,0,0,0,1,1,0,0.285672219418
0,1,0,1,1,1,1,0,1,1,1,1,0,1,0.648872623254
0,0,1,1,0,0,0,0,1,1,0,0,0,0,0.0749621403332
1,1,0,0,0,1,0,0,1,0,1,1,0,1,0.359035840485
0,1,0,1,0,1,1,0,1,1,0,0,1,0,0.0196028941612
0,0,1,1,0,0,0,1,1,0,1,1,1,0,0.329463234057
0,0,1,1,0,1,0,1,1,0,1,1,0,1,0.511273767458
0,1,0,0,0,1,0,0,1,0,1,0,0,1,0.11555611644
1,0,1,0,0,1,0,1,1,1,0,1,1,1,0.401354534747
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0.260306242638
1,1,0,1,0,1,0,1,0,1,1,0,1,1,0.137178192832
