SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseqbatch.1
1,0,0,1,1,0,1,1,1,1,1,1,1,1,0.445671121441
1,1,0,1,1,1,0,0,1,1,0,1,0,0,0.540964555491
0,1,1,1,0,0,1,1,1,1,1,0,0,0,0.153399186519
0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.0737943056363
1,0,1,0,0,1,1,0,0,1,1,1,1,0,0.418942475305
0,1,1,0,0,0,0,1,1,1,0,0,1,0,0.089482858803
1,0,0,1,0,1,1,0,0,1,1,1,1,1,0.576990122022
1,0,1,0,1,0,0,0,1,1,1,0,1,0,0.13248111563
1,0,1,1,1,1,1,0,0,1,1,1,1,0,0.442765833818
0,1,1,0,1,1,1,1,0,1,0,1,0,0,0.488669378268
0,0,1,0,0,0,0,0,1,0,1,1,0,1,0.401510749564
0,1,1,1,0,0,0,0,0,0,0,1,0,1,0.407321324811
0,0,1,1,0,0,1,0,0,1,0,0,1,0,0.0772806507844
0,1,1,0,0,1,1,0,0,1,0,1,0,0,0.423590935503
0,1,0,1,0,0,0,1,0,0,1,1,0,0,0.402672864614
0,0,1,1,0,1,0,1,0,1,0,1,1,1,0.449157466589
1,1,0,0,0,0,1,1,0,1,1,1,1,0,0.530505520046
0,1,1,1,1,0,1,1,1,1,0,0,0,0,0.0906449738524
0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.09529343405
1,0,1,0,0,1,0,1,0,0,1,1,1,0,0.497385241139
0,0,1,1,0,1,1,1,0,1,0,0,0,1,0.150493898896
0,0,1,1,0,1,1,0,0,0,0,1,0,0,0.44683323649
1,1,0,1,1,1,1,0,1,1,0,0,0,0,0.14235909355
1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.49506101104
0,0,1,0,0,0,1,0,1,0,0,1,1,0,0.398605461941
0,0,0,0,1,0,0,1,0,1,1,1,1,1,0.460197559558
0,1,0,1,1,1,0,1,0,0,0,1,1,1,0.370133643231
1,0,0,0,1,0,0,0,0,1,0,1,1,1,0.485764090645
1,0,1,1,0,0,0,1,1,0,1,0,1,0,0.0366066240558
0,0,1,0,1,1,1,1,0,0,0,0,0,1,0.0981987216734
1,0,0,0,0,1,0,0,1,0,0,1,1,0,0.453805926787
1,0,0,0,1,1,1,1,0,1,0,0,0,1,0.119116792562
0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.0581057524695
1,1,0,1,0,1,0,1,1,1,0,0,0,0,0.150493898896
0,1,1,1,0,0,0,1,1,1,0,0,0,0,0.0970366066241
0,1,1,1,1,1,0,0,1,1,1,1,1,1,0.431725740848
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0941313190006
0,1,0,1,0,0,0,1,1,1,0,1,0,0,0.487507263219
0,1,0,0,0,0,1,1,1,1,1,0,0,1,0.0662405578152
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.124346310285
1,1,0,1,1,1,0,1,0,0,1,1,1,1,0.449738524114
0,0,1,0,0,1,1,1,0,1,0,1,1,1,0.510749564207
0,0,0,1,1,1,0,0,1,0,1,1,1,0,0.37129575828
0,1,0,0,1,1,0,0,1,0,0,0,0,0,0.144102266124
1,0,0,0,0,1,1,1,0,0,0,1,0,0,0.455549099361
1,1,0,1,0,0,0,1,1,0,0,1,1,1,0.425334108077
1,1,0,0,0,1,1,1,0,0,0,0,1,0,0.0732132481116
1,0,0,1,1,0,0,1,1,1,1,1,1,1,0.496804183614
0,1,1,0,1,0,1,1,1,0,0,1,1,1,0.432306798373
0,1,0,1,1,0,1,1,0,0,0,0,1,0,0.0749564206856
1,0,0,0,1,1,1,1,1,1,1,0,0,0,0.0929692039512
1,0,1,1,0,1,0,1,0,0,1,1,0,1,0.413131900058
1,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0633352701917
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0650784427658
1,1,1,0,1,1,0,0,1,1,0,1,1,1,0.48634514817
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0.0511330621732
1,0,1,0,1,1,0,1,1,1,1,0,1,1,0.0708890180128
0,0,0,1,1,0,1,1,0,1,1,1,0,0,0.498547356188
1,0,0,0,0,1,0,1,1,0,1,0,0,1,0.0604299825683
1,0,1,0,0,1,1,1,1,1,0,0,1,0,0.0801859384079
0,0,0,1,0,0,1,1,1,1,1,0,1,1,0.0255665310866
0,0,0,0,1,0,1,1,1,1,1,1,0,0,0.520627542127
0,1,1,0,0,0,1,0,1,0,1,0,1,0,0.0156885531668
0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.0284718187101
1,0,0,1,1,1,0,1,0,1,1,1,1,1,0.470656595003
1,1,0,0,1,0,0,0,1,1,1,1,1,0,0.442184776293
1,1,0,1,0,0,0,0,0,1,0,1,1,1,0.464264962231
0,0,1,1,1,1,1,0,1,1,0,1,1,0,0.454386984311
0,1,1,0,0,0,1,0,1,0,0,0,1,0,0.0726321905869
0,1,0,1,1,0,1,1,0,1,1,1,0,0,0.496223126089
0,1,1,0,0,1,0,0,1,1,1,1,1,1,0.389308541546
1,0,1,1,0,1,1,0,1,1,0,1,0,0,0.473561882626
0,1,0,1,0,0,1,1,1,0,1,0,0,1,0.0319581638582
1,0,1,1,0,0,1,0,1,0,1,1,1,1,0.461940732132
0,0,1,1,0,1,1,0,1,0,1,0,0,1,0.0441603718768
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.462521789657
1,1,1,0,0,0,0,1,1,1,1,1,0,1,0.507263219059
0,1,0,0,0,1,0,0,1,1,0,0,1,0,0.0836722835561
1,0,0,1,1,1,1,0,1,0,0,0,1,1,0.0557815223707
1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.483439860546
1,0,1,0,0,1,0,0,1,1,1,0,0,1,0.110981987217
0,1,0,1,1,0,1,1,1,1,1,1,0,0,0.451481696688
1,0,0,1,0,1,0,0,0,1,1,0,0,1,0.0883207437536
0,1,0,1,0,1,1,1,0,0,1,1,1,0,0.469494479954
1,0,1,1,0,0,0,1,1,0,1,1,1,1,0.39976757699
1,0,1,1,0,0,0,0,1,0,1,1,1,1,0.472980825102
0,1,1,1,1,0,1,1,0,1,0,1,0,1,0.470656595003
1,1,1,1,1,1,1,0,0,0,0,0,0,1,0.0615920976177
1,0,0,0,1,0,0,0,1,1,1,0,0,1,0.089482858803
0,0,0,0,1,0,1,0,1,1,1,0,0,0,0.0662405578152
0,1,1,1,0,1,1,1,0,1,1,0,1,0,0.040092969204
0,1,1,0,0,0,1,0,1,0,1,1,1,0,0.4282393957
0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.437536316095
1,1,0,0,0,1,1,1,0,0,1,1,1,0,0.486926205694
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.45787332946
1,1,0,1,1,1,0,1,0,1,0,1,1,0,0.42940151075
0,1,0,1,1,1,1,0,1,1,1,0,1,1,0.0836722835561
0,1,0,1,1,0,0,0,0,0,0,0,0,1,0.0703079604881
1,1,0,1,0,0,0,1,1,1,0,0,1,0,0.0848343986055
0,1,0,1,1,0,0,0,0,0,1,1,1,0,0.421266705404
0,1,1,1,0,1,1,1,1,1,0,0,1,1,0.076118535735
0,0,1,1,1,0,1,1,0,1,1,0,1,1,0.0947123765253
1,1,0,0,0,0,1,0,1,1,0,1,0,1,0.545613015689
0,0,0,0,1,0,1,1,0,0,1,1,1,0,0.434631028472
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0.09529343405
0,1,1,0,0,0,1,1,0,1,0,0,1,0,0.0941313190006
1,0,1,1,1,1,0,0,1,0,1,0,0,1,0.0941313190006
1,1,1,1,0,0,1,0,1,1,1,1,0,0,0.436374201046
1,0,1,0,0,0,1,1,0,0,0,0,0,0,0.123184195235
1,1,1,0,1,1,0,0,1,0,0,0,0,0,0.0575246949448
1,1,0,0,1,1,0,0,1,0,0,1,0,0,0.508425334108
0,0,0,1,1,0,1,0,0,1,0,0,0,0,0.104590354445
0,0,0,0,1,1,0,0,1,0,1,1,0,0,0.41952353283
0,0,1,1,0,0,1,1,1,1,1,0,0,1,0.0586868099942
1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.11504938989
0,0,1,0,1,1,0,0,1,0,0,1,1,0,0.396862289367
0,0,0,1,1,1,0,1,0,1,0,1,1,1,0.441022661243
1,1,1,1,1,0,1,0,0,1,1,0,1,0,0.0331202789076
0,1,1,1,0,1,1,1,0,0,1,1,1,1,0.353282975015
0,0,1,1,0,1,0,0,1,0,0,0,1,0,0.0575246949448
0,1,1,1,1,0,0,1,0,0,1,1,0,1,0.470656595003
0,0,1,1,0,0,1,1,0,0,1,0,0,1,0.0714700755375
1,1,1,0,1,1,1,0,1,0,0,0,1,0,0.0656595002905
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0.147588611273
0,0,1,1,1,1,0,1,0,1,0,1,1,1,0.449157466589
0,0,1,1,1,0,1,0,0,1,1,0,1,1,0.0772806507844
0,1,0,0,1,0,0,0,1,1,0,0,1,0,0.0615920976177
0,0,1,0,0,0,1,1,0,0,1,1,0,0,0.41952353283
1,1,0,0,0,0,0,1,1,1,1,0,0,0,0.102266124346
0,1,0,0,1,0,0,0,0,1,1,0,1,0,0.0854154561302
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.0383497966299
1,0,1,0,1,0,0,0,1,0,0,1,0,0,0.465427077281
1,0,1,1,1,0,0,1,0,0,0,1,1,0,0.467170249855
0,1,1,0,0,0,1,1,0,1,0,0,0,1,0.0784427658338
1,0,1,1,0,0,0,0,0,0,1,0,1,0,0.110981987217
1,0,0,0,0,0,1,0,0,1,1,0,1,1,0.116211504939
1,1,1,1,0,1,0,1,0,0,0,1,1,0,0.46658919233
0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.433468913422
1,1,1,1,0,0,0,1,1,1,0,0,0,0,0.106914584544
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.0981987216734
1,1,0,0,1,0,0,0,1,1,0,0,1,0,0.089482858803
0,1,1,0,0,0,1,0,1,1,0,0,1,1,0.101685066822
1,1,1,0,0,1,0,0,1,1,0,1,1,0,0.456130156886
0,1,0,1,0,1,1,1,1,1,1,0,1,1,0.0877396862289
0,1,1,0,0,1,0,0,1,0,1,1,0,0,0.403834979663
1,0,0,0,1,1,0,0,1,1,0,1,1,1,0.412550842533
0,0,1,0,0,1,1,1,1,0,1,1,1,0,0.468913422429
0,1,0,1,1,0,1,1,1,0,1,0,0,1,0.0604299825683
1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.0679837303893
0,1,1,0,0,0,1,0,0,0,0,0,1,1,0.0511330621732
0,1,1,0,0,1,0,0,0,1,1,1,1,1,0.412550842533
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.068564787914
0,0,1,0,1,0,0,1,1,0,1,0,0,0,0.0836722835561
1,1,0,0,0,1,1,0,1,0,0,1,0,1,0.468332364904
1,0,0,0,0,0,1,0,1,1,0,0,1,1,0.0650784427658
0,1,1,1,0,1,0,0,1,0,1,0,1,0,0.0598489250436
0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.0575246949448
1,0,1,0,1,0,0,0,0,1,0,1,1,0,0.463683904707
1,0,0,1,1,0,1,0,1,1,1,0,0,1,0.0807669959326
1,1,1,0,1,0,1,0,1,1,0,0,1,1,0.0778617083091
0,1,1,1,0,0,1,1,1,0,1,1,1,0,0.364904125508
1,1,0,1,1,0,1,1,1,0,0,1,1,0,0.393375944218
1,0,1,0,0,1,0,1,0,1,1,0,1,0,0.0203370133643
0,1,0,0,1,0,0,0,1,0,1,0,1,1,0.0122022080186
1,0,0,1,1,0,1,0,0,0,1,0,0,0,0.0639163277164
1,0,1,0,1,1,1,0,0,1,0,0,0,1,0.163858221964
1,1,1,1,0,0,0,1,1,1,1,1,0,1,0.48634514817
1,1,1,0,0,0,0,1,0,1,0,1,0,0,0.508425334108
1,0,0,1,1,1,0,0,0,0,0,0,0,1,0.09529343405
0,1,1,1,0,0,0,1,1,0,1,1,0,1,0.370133643231
0,1,0,1,1,0,0,0,0,0,0,1,0,1,0.45787332946
0,0,0,0,0,1,1,0,1,1,1,0,0,0,0.0563625798954
0,1,1,0,0,0,0,1,0,1,1,0,1,0,0.0238233585125
0,1,1,0,1,1,0,0,0,1,0,1,1,1,0.434049970947
1,1,1,1,0,1,1,1,0,1,0,0,1,0,0.100522951772
0,1,0,0,1,0,1,0,1,1,0,1,0,0,0.483439860546
1,1,0,1,0,1,1,0,0,1,1,1,1,0,0.434631028472
1,1,1,0,1,0,1,1,1,0,1,0,0,1,0.144683323649
1,0,0,0,0,1,1,0,1,1,1,1,1,0,0.503195816386
0,0,1,1,0,1,1,1,1,1,1,0,0,0,0.068564787914
0,1,0,1,1,0,1,1,1,0,0,0,1,1,0.0662405578152
1,0,1,1,0,0,1,0,1,0,0,1,1,1,0.437536316095
0,1,0,0,1,0,1,0,1,0,0,0,1,1,0.0737943056363
1,1,1,1,1,0,1,0,1,1,0,0,0,0,0.134805345729
0,1,0,1,0,0,1,0,0,1,1,1,0,0,0.484601975596
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.11388727484
0,1,0,1,1,0,1,0,1,0,1,1,0,0,0.370714700755
1,0,0,1,1,0,0,0,0,1,1,0,0,1,0.074375363161
1,1,0,1,0,1,1,0,0,1,1,1,0,0,0.472980825102
0,0,1,1,1,1,0,0,1,0,0,0,0,1,0.0947123765253
0,0,1,0,0,0,0,0,1,1,1,1,0,0,0.44799535154
0,0,1,0,0,1,0,0,0,0,1,0,1,0,0.0307960488088
1,0,1,0,0,1,1,0,0,1,1,0,0,0,0.0883207437536
1,0,0,1,0,0,1,0,1,0,1,1,0,1,0.450319581639
0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.22893666473
1,1,1,1,0,1,1,0,0,0,1,0,1,1,0.0238233585125
1,1,0,1,1,1,0,1,0,0,1,1,1,1,0.441603718768
0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.122603137711
1,0,0,0,1,0,1,1,1,0,0,1,1,1,0.470075537478
0,0,1,0,1,1,1,0,0,0,0,1,1,0,0.392794886694
1,0,1,0,0,1,1,0,0,0,1,0,1,0,0.0104590354445
0,0,0,0,1,1,0,1,1,1,1,1,0,1,0.468913422429
0,0,0,1,0,1,1,0,0,1,0,0,1,1,0.0941313190006
1,1,0,1,0,0,0,0,1,1,1,1,0,0,0.449157466589
0,1,1,1,0,1,0,1,1,0,1,1,1,1,0.341661824521
0,1,1,1,0,1,1,1,0,0,0,1,1,1,0.406159209762
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0.482858803021
1,1,1,0,1,1,1,1,0,0,0,0,1,1,0.0830912260314
1,1,1,1,0,0,0,1,1,0,1,0,0,0,0.105752469494
0,0,0,1,0,0,1,1,1,1,0,1,0,0,0.477629285299
0,0,1,1,0,1,0,0,0,1,1,0,1,0,0.0592678675189
0,0,0,1,1,0,0,1,0,1,0,1,1,1,0.399186519465
1,1,0,1,1,1,0,1,0,0,1,0,0,1,0.0540383497966
1,0,1,1,1,1,1,1,0,1,0,0,0,1,0.138291690877
0,0,1,0,1,0,1,0,1,0,0,0,1,0,0.126670540383
0,1,0,0,0,1,0,0,0,0,0,1,1,0,0.417199302731
0,0,1,0,1,0,0,0,0,1,1,0,0,0,0.061011040093
1,1,0,1,0,1,1,0,1,0,0,0,1,1,0.0737943056363
1,0,0,1,0,0,0,1,1,0,1,0,1,1,0.0790238233585
1,1,0,1,1,0,1,0,0,1,1,0,0,1,0.18070889018
0,0,0,0,1,0,0,0,1,1,1,0,1,1,0.0889018012783
0,1,1,0,0,0,0,1,0,1,0,1,1,1,0.432887855898
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.0906449738524
0,1,0,1,1,1,0,0,1,0,1,0,0,0,0.0435793143521
0,1,1,0,0,0,1,0,0,1,1,0,1,1,0.0377687391052
1,0,0,1,1,0,1,1,0,1,0,1,1,1,0.453224869262
1,0,1,1,0,1,0,1,1,0,1,1,1,1,0.397443346891
0,0,1,1,1,0,1,1,1,1,1,0,1,1,0.0499709471238
1,0,1,1,1,0,1,1,1,0,0,0,0,0,0.110400929692
1,0,1,1,1,1,0,0,0,0,1,0,1,0,0.00639163277164
0,0,1,0,0,0,1,1,0,1,0,1,1,0,0.471818710052
1,1,1,0,1,1,1,1,0,0,0,1,1,1,0.44799535154
0,1,0,1,0,1,1,0,1,0,1,0,1,1,0.0813480534573
0,1,1,1,0,0,0,0,1,1,1,0,0,0,0.107495642069
0,1,0,1,0,1,0,1,0,0,0,0,1,1,0.0424171993027
1,1,0,0,1,0,0,1,0,0,0,1,1,0,0.642068564788
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0.0604299825683
0,1,1,0,0,1,1,0,0,1,0,0,0,0,0.112725159791
0,0,1,1,1,1,1,0,0,1,0,1,1,1,0.505520046485
1,0,1,1,1,1,0,1,0,1,0,0,0,1,0.167344567112
1,1,1,0,1,0,1,0,1,1,0,0,0,0,0.119697850087
1,0,0,0,1,1,0,1,1,0,1,1,1,1,0.464846019756
0,1,1,0,1,1,1,1,1,1,1,0,1,1,0.0325392213829
0,0,1,0,1,1,1,1,1,0,1,1,0,1,0.383497966299
0,0,1,1,1,0,0,1,1,1,0,1,1,1,0.55200464846
0,0,0,0,1,0,1,1,0,1,0,0,0,0,0.0941313190006
1,1,1,1,1,1,1,1,0,0,0,0,1,1,0.0801859384079
0,0,1,1,0,0,0,1,1,0,0,0,1,1,0.0499709471238
0,0,1,0,1,1,1,0,1,1,1,1,0,0,0.443927948867
0,1,0,1,1,0,0,0,1,1,0,0,1,1,0.068564787914
0,0,1,1,1,0,1,0,0,1,1,1,1,0,0.431725740848
0,0,0,1,0,0,0,0,1,0,1,1,0,1,0.435793143521
0,0,0,0,0,1,1,0,1,1,1,0,0,1,0.124927367809
1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.483439860546
1,0,0,0,1,0,1,1,0,0,1,0,1,0,0.068564787914
1,0,0,0,1,0,1,0,1,0,1,0,1,0,0.0249854735619
0,0,0,1,0,1,1,1,0,0,1,1,1,0,0.429982568274
1,1,0,1,1,1,0,1,1,0,0,1,0,1,0.47646717025
0,1,0,0,0,1,1,1,0,1,0,0,1,0,0.0331202789076
1,1,1,0,0,1,1,1,1,1,0,1,1,1,0.485764090645
1,1,0,1,1,0,1,1,0,1,0,0,0,1,0.126670540383
0,1,1,0,0,1,0,1,0,0,1,1,0,1,0.440441603719
1,1,1,0,0,1,0,1,0,1,1,1,0,0,0.478791400349
1,1,0,1,1,1,1,0,0,0,1,0,1,0,0.108657757118
1,0,0,0,0,0,1,0,0,1,0,1,1,1,0.4753050552
1,1,0,1,1,0,1,1,0,1,0,1,0,1,0.510168506682
0,1,1,0,0,1,0,0,1,1,0,0,1,1,0.107495642069
1,1,1,1,1,1,1,0,1,1,1,0,0,0,0.112144102266
1,1,1,0,1,1,1,0,1,1,0,0,1,1,0.127251597908
0,0,1,0,1,1,1,1,1,0,0,1,1,1,0.469494479954
1,0,0,1,1,1,1,1,1,1,0,1,0,1,0.490412550843
1,0,1,1,1,0,0,0,1,1,0,0,1,1,0.122022080186
1,0,0,1,1,1,1,0,1,1,1,1,1,0,0.502033701336
0,0,1,1,1,0,1,1,1,1,0,1,0,0,0.499709471238
1,0,0,0,0,0,1,0,1,1,0,0,0,1,0.173736199884
0,1,0,0,1,0,1,0,1,0,0,0,1,0,0.0604299825683
1,0,0,1,1,1,0,1,0,0,0,1,1,1,0.430563625799
0,0,1,0,0,1,1,1,1,0,0,0,0,1,0.131319000581
1,1,0,1,1,0,1,1,0,0,1,0,0,0,0.0371876815805
0,1,0,0,1,1,1,1,1,0,1,1,0,1,0.382335851249
1,0,1,0,1,0,1,1,1,1,1,0,0,1,0.0941313190006
1,0,0,0,1,0,1,1,1,0,1,0,0,1,0.0697269029634
0,0,1,1,1,0,1,0,1,1,1,1,0,1,0.391632771644
1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.0836722835561
0,1,1,1,1,0,0,1,0,0,0,0,1,1,0.0557815223707
1,1,0,1,1,0,1,0,1,0,1,1,0,1,0.396862289367
1,0,1,0,1,1,1,0,1,0,1,1,0,1,0.415456130157
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.445671121441
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.0883207437536
0,1,1,1,1,0,0,0,1,0,1,1,0,0,0.36141778036
0,1,0,1,0,0,0,0,1,1,1,1,1,0,0.435212085997
0,0,0,1,1,1,0,1,1,1,1,1,1,1,0.447414294015
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0.454968041836
0,1,0,0,0,1,1,1,0,0,1,0,1,0,0.0139453805927
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0714700755375
0,0,1,1,0,0,1,0,1,1,1,1,1,1,0.459616502034
1,1,1,1,1,0,1,0,1,0,1,1,1,1,0.372457873329
1,0,1,1,1,0,0,0,0,1,1,1,0,1,0.460778617083
0,0,0,1,0,0,1,0,1,1,0,0,0,1,0.147007553748
1,0,0,1,0,1,0,0,1,0,1,1,1,1,0.418942475305
1,1,0,0,1,0,1,0,0,0,0,0,1,1,0.0581057524695
0,1,1,0,0,1,0,0,0,1,1,1,0,1,0.430563625799
1,1,1,0,0,0,0,0,1,0,0,0,0,1,0.0981987216734
0,0,1,0,1,1,0,0,0,0,1,0,0,1,0.0522951772225
1,1,1,1,0,1,1,0,0,1,1,0,1,1,0.0406740267286
0,1,0,0,1,1,0,0,0,1,1,1,0,0,0.425334108077
0,0,0,1,0,0,0,0,0,1,1,0,0,1,0.138872748402
0,0,1,1,1,1,1,0,0,0,1,1,1,1,0.453805926787
0,0,1,1,0,1,0,1,1,1,1,1,0,1,0.472980825102
0,0,1,0,1,0,1,0,1,1,0,1,0,0,0.468332364904
1,1,1,0,0,1,0,1,0,1,0,0,1,0,0.0987797791981
0,1,1,0,0,0,0,1,0,1,1,1,1,1,0.459616502034
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0.440441603719
0,1,0,0,0,1,1,0,1,1,1,1,1,0,0.47646717025
1,1,0,1,0,0,1,1,1,0,1,0,1,0,0.0383497966299
1,0,1,0,1,0,1,0,0,1,1,1,1,1,0.492736780941
1,1,0,0,0,1,0,1,0,1,1,0,1,0,0.0993608367228
1,1,0,1,1,1,0,0,1,1,1,1,1,0,0.522370714701
0,1,1,1,0,0,0,1,1,1,1,1,0,0,0.459035444509
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0517141196979
1,0,1,0,0,0,1,0,0,0,1,0,1,0,0.0110400929692
1,0,0,0,1,0,1,1,0,1,0,0,0,1,0.110981987217
0,0,1,0,0,1,0,0,0,0,0,0,1,1,0.0842533410808
0,1,0,0,1,0,0,0,0,1,0,0,1,1,0.0778617083091
0,0,1,0,1,0,1,1,0,0,1,1,0,0,0.425334108077
1,1,0,1,0,0,0,1,0,1,1,1,0,1,0.464846019756
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0.468332364904
0,0,0,1,0,1,1,0,0,0,1,1,0,0,0.410807669959
0,0,1,1,1,0,0,0,1,0,0,0,0,1,0.074375363161
0,1,0,1,1,0,0,0,1,0,1,0,0,0,0.0482277745497
1,0,0,0,0,0,1,0,1,0,1,1,1,1,0.403253922138
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0424171993027
1,1,1,1,0,0,0,0,1,1,1,1,1,0,0.47646717025
0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.0546194073213
0,1,0,0,0,1,1,0,1,0,1,1,0,0,0.370133643231
0,0,0,0,1,1,0,1,1,1,0,0,0,0,0.0958744915747
0,0,1,0,0,0,1,1,1,0,0,0,0,1,0.0958744915747
0,0,1,0,1,0,1,0,0,0,1,1,1,1,0.393375944218
0,0,1,1,0,1,1,1,1,0,0,0,1,0,0.0406740267286
0,0,1,0,1,1,0,1,0,1,0,0,1,1,0.101104009297
1,1,0,1,0,0,0,0,0,0,0,1,1,0,0.436955258571
0,1,1,0,0,0,1,0,1,1,0,0,0,0,0.10517141197
1,1,0,1,1,1,0,0,0,1,0,0,0,1,0.160371876816
1,0,1,0,1,1,0,0,1,1,1,0,1,1,0.0232423009878
1,0,0,0,1,1,1,0,0,1,1,0,1,1,0.0796048808832
1,1,1,0,1,0,1,0,1,1,1,0,0,0,0.145264381174
1,1,0,1,0,0,1,0,0,0,1,0,1,1,0.0737943056363
1,1,1,0,0,1,1,0,1,0,0,0,0,0,0.074375363161
1,1,0,0,0,0,0,1,1,0,0,1,1,0,0.38001162115
0,0,1,1,0,0,1,1,0,0,0,1,1,1,0.413131900058
0,1,0,1,0,1,0,1,1,1,1,1,0,1,0.459035444509
0,1,1,0,1,1,0,1,0,1,0,0,1,1,0.0848343986055
1,1,1,0,0,1,0,0,0,1,0,1,1,0,0.489250435793
1,0,1,0,0,1,0,0,1,0,1,1,1,1,0.390470656595
1,1,0,1,0,1,0,0,0,1,0,0,1,0,0.0801859384079
0,0,1,1,0,1,1,0,0,1,0,1,1,0,0.424753050552
0,1,0,0,1,0,1,1,0,1,0,1,1,1,0.457292271935
0,1,0,1,0,0,0,1,0,1,1,1,0,1,0.417199302731
1,0,1,1,1,0,0,0,1,1,1,0,1,1,0.124346310285
0,1,0,0,0,0,1,0,0,1,1,1,0,1,0.439860546194
0,0,0,1,0,1,1,0,1,1,1,1,1,1,0.502614758861
1,0,0,0,0,1,0,0,1,0,0,1,1,0,0.450319581639
0,0,0,0,0,1,0,0,1,1,1,0,0,1,0.0714700755375
1,0,1,1,0,0,1,1,0,1,1,1,1,1,0.466008134805
0,0,0,0,1,0,1,1,0,0,1,1,0,0,0.375944218478
0,1,1,1,1,0,1,1,0,1,1,0,1,0,0.0290528762347
0,1,1,0,1,0,1,0,1,0,0,1,1,1,0.396862289367
1,1,0,1,0,1,0,0,1,0,1,0,1,1,0.0621731551424
0,0,1,1,1,0,1,1,0,0,0,1,1,1,0.448576409064
1,1,1,0,0,0,0,1,1,0,0,0,1,0,0.0534572922719
0,0,0,1,0,1,1,1,1,0,0,1,0,1,0.414294015107
1,1,0,0,0,0,1,0,1,1,1,0,0,1,0.12376525276
0,1,1,0,1,0,0,1,1,0,0,0,0,1,0.137710633353
1,1,0,1,0,1,1,0,0,1,1,1,0,1,0.501452643812
1,1,1,0,1,0,1,0,1,0,0,1,0,0,0.477048227775
0,1,1,0,1,0,0,1,1,1,0,0,0,0,0.119116792562
1,1,0,0,0,0,1,1,0,1,0,0,1,1,0.0964555490994
0,1,1,0,1,0,1,1,1,1,0,0,0,1,0.147588611273
0,0,1,0,1,1,0,1,0,0,0,1,1,0,0.397443346891
0,1,0,1,1,1,1,0,1,1,1,1,0,1,0.497966298664
0,0,1,1,0,0,0,0,1,1,0,0,0,0,0.0912260313771
1,1,0,0,0,1,0,0,1,0,1,1,0,1,0.421266705404
0,1,0,1,0,1,1,0,1,1,0,0,1,0,0.0703079604881
0,0,1,1,0,0,0,1,1,0,1,1,1,0,0.385822196397
0,0,1,1,0,1,0,1,1,0,1,1,0,1,0.445671121441
0,1,0,0,0,1,0,0,1,0,1,0,0,1,0.0325392213829
1,0,1,0,0,1,0,1,1,1,0,1,1,1,0.480534572923
