Target Files,10,20,30,40,50,60,70,80,90,100,s10,s20,s30,s40,s50,s60,s70,s80,s90,s100
storm-obj1_feature6,-0.23326973907286197,-0.23286121063315446,-0.23163562531402995,-0.23136327302089496,-0.22850357394294496,-0.23163562531403495,-0.8199846665647551,-0.23095474458118495,-0.22319270422674495,-0.23006959962848997,worse,worse,worse,worse,worse,worse,worse,worse,worse,worse
storm-obj1_feature7,-7.5687237919399992,-7.5394057104349175,-7.5676394245418654,-7.5545868540087744,-7.5513739135698739,-7.5676394245418654,-7.5683623361406225,-7.5684828214070814,-7.5682418508741636,-7.5683623361406225,worse,worse,worse,worse,worse,worse,worse,same,worse,worse
storm-obj1_feature9,-0.31456953642499963,-0.47645327446999985,0.46725533480000037,1.1028329654149998,-0.26857983811499997,0.0091979396600001539,1.4238410596050004,0.21799116998000034,1.5728476821199999,1.6869021339199994,same,same,same,better,same,same,better,better,better,better
