Target Files,10,20,30,40,50,60,70,80,90,100,s10,s20,s30,s40,s50,s60,s70,s80,s90,s100
x264_17,4.9040552397300008,2.3862205775599996,3.7500476862600021,7.6717659177050006,5.2035249685100009,6.7714492808600006,3.9102735283600012,7.3093503223600003,8.1657955976099998,12.852401480155002,same,better,better,better,better,better,better,better,better,better
x264_16,-6.0077013074050001,-3.9523155037090003,-6.3518747799249997,-6.7590899280979997,13.05984983586,-1.9145359337550003,-9.868577984235996,1.3721503458750011,-3.9801447118800004,5.7407680861510002,worse,worse,same,same,same,same,same,same,same,same
x264_15,0.013039902886200008,0.039158867525900004,2.0000667788622195e-13,0.045659239534900031,0.071817363041700014,0.084837686494100034,0.052198770411900013,0.091357637937150044,0.05219877041190002,0.0065199514432000144,same,same,same,same,same,same,same,same,same,same
x264_14,1.4795918367320002,-0.93537414966199961,-0.73979591836799963,1.5051020408140001,0.51020408163100017,0.0,-1.1054421768719997,2.1003401360540002,0.0,1.4795918367320002,same,same,same,same,same,same,worse,same,same,same
x264_13,1.0583038869254999,-0.23498233215549999,1.2932862190824999,1.2349823321559996,0.17667844523100007,1.0583038869249997,1.2932862190809997,1.5300353356910001,1.353356890458,0.82332155477049995,same,same,same,same,same,same,better,better,better,same
x264_12,0.23505329285999987,-0.47045951860050073,0.35328580503999996,2.3530034587440003,-0.94091903719950043,1.8825439401449997,1.8825439401455002,2.7059363309110007,1.4117314886735,1.6471377144099999,same,same,same,same,same,same,same,better,same,same
x264_11,0.0,0.13274395019400001,0.0,0.11017747866149999,0.13274395019449997,0.02190275178249999,0.065708255346999977,0.0,0.043805503564499991,0.02190275178249999,same,better,same,better,better,better,better,same,better,better
x264_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,same,same,same,same,same,same,same,same,same,same
x264_2,-0.86956521739500015,-0.69243156200000011,-0.77294685990250023,-0.53140096618500032,-0.38244766505500039,-0.33413848631500009,-0.2093397745600003,-0.11674718196500011,0.0,-0.31803542673000018,same,same,same,same,same,same,same,same,same,same
x264_19,-52.172179338982701,0.54357487323929998,21.498035595769604,0.66866396048010002,41.663962111251202,42.207373895698005,42.1967731255831,-9.7386828625150059,43.191288450225599,47.257417685033097,worse,same,same,same,same,same,same,same,same,better
x264_18,1.1100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.55500000000000005,0.0,0.0,better,same,same,same,same,same,same,same,same,same
x264_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,same,same,same,same,same,same,same,same,same,same
x264_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,same,same,same,same,same,same,same,same,same,same
x264_5,0.0,0.069423991250000094,0.34922371355500004,-0.70265494172499998,-0.98666217864500005,-1.40530988345,-0.13884798250000002,-1.40530988345,-1.40530988345,-1.1255101611450002,same,same,same,same,same,same,same,same,same,same
x264_4,-0.64289888953750007,-0.97408922657200014,-0.96921878044000032,-1.2857977790750001,-1.4513929475925003,-0.96921878044000032,-1.6169881161100002,-0.64289888953700014,-0.97408922657250008,-0.97408922657200014,same,worse,same,worse,worse,worse,same,same,worse,worse
x264_3,-3.4708333333350003,-1.3895833333400001,-0.6937500000049992,-5.5562500000000004,-0.69375000000999965,-5.5541666666600005,-4.1666666666700003,-4.1666666666700003,-4.1666666666600012,-4.1666666666700003,worse,same,same,worse,same,same,worse,same,worse,worse
x264_20,-18.132270599765,-14.637416663599,-12.508225011500501,-12.320136069630001,-13.302792158630002,-9.4317603386400002,-9.2120128620995025,-2.4147392205509988,-2.4544675779700036,-7.089028765800002,worse,worse,worse,worse,worse,worse,worse,same,same,worse
x264_1,0.91448220870999997,1.57729492674,0.8297617861055,0.8297617861055,0.50084720422599993,0.58058407256049993,0.82727000897000003,0.0,0.74504136349999994,0.91199043157449999,same,same,same,same,same,same,same,same,same,same
x264_0,0.0,0.0,-0.36997533497750001,-2.5942714930124993,-0.73995066995500003,0.0,-1.8520987489724998,-2.2220740839499999,-0.36997533497750001,-0.73995066995500003,same,same,same,same,same,same,worse,same,same,worse
x264_8,0.180730231362,0.22608201226550001,0.11236411388050001,0.36146046272400001,0.044674888651500003,0.180730231362,0.044674888651500003,0.20374456793949997,0.180730231362,0.044674888651500003,better,better,better,better,better,better,better,better,better,better
