Target Files,10,20,30,40,50,60,70,80,90,100,s10,s20,s30,s40,s50,s60,s70,s80,s90,s100
storm-obj2_feature7,0.0,0.0,0.0,0.0071675404966000007,0.0091500516977999977,0.0054900310186999993,0.0027450155093000014,0.010980062037399999,0.011834066862450001,0.017385098225799998,same,same,same,better,better,better,better,better,better,better
storm-obj2_feature6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,same,same,same,same,same,same,same,same,same,same
storm-obj2_feature8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,same,same,same,same,same,same,same,same,same,same
