Target Files,10,20,30,40,50,60,70,80,90,100,s10,s20,s30,s40,s50,s60,s70,s80,s90,s100
spear_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,same,same,same,same,same,same,same,same,same,same
spear_4,-0.29850746268699996,-0.29850746268699996,-0.29850746268699996,-0.44776119402999992,-0.29850746268699996,-0.19900497512479998,-0.29850746268699996,-0.3980099502488999,-0.29850746268699996,-0.29850746268699996,worse,worse,worse,worse,worse,worse,worse,worse,worse,worse
spear_6,0.0,0.098425196850399993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,same,same,same,same,same,same,same,same,same,same
spear_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,same,same,same,same,same,same,same,same,same,same
spear_0,0.0,-0.099304865938399989,-0.099304865938399989,-0.099304865938399989,-0.14895729890769999,-0.14895729890769999,-0.14895729890769999,-0.099304865938399989,-0.099304865938399989,-0.099304865938399989,same,worse,worse,worse,worse,worse,worse,worse,worse,worse
spear_3,-1.0000195116433019e-12,-5.0000281692774706e-13,0.0,0.0,0.10131712259299996,0.10131712259299996,5.0000281692774706e-13,0.10131712259299996,0.10131712259299996,0.10131712259299996,same,same,same,same,better,same,same,better,better,same
spear_2,-0.050000000000000003,0.0,0.0,0.0,0.0,0.10000000000000001,0.0,0.0,0.0,0.0,same,same,same,same,same,same,same,same,same,same
spear_9,-0.14925373134309999,-0.099502487562199995,-0.099502487562199995,-0.14925373134309999,-0.099502487562199995,-0.14925373134309999,-0.14925373134309999,-0.099502487562199995,-0.19900497512399998,-0.099502487562199995,worse,worse,worse,worse,worse,worse,worse,worse,worse,worse
spear_8,0.097087378640799998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,better,same,same,same,same,same,same,same,same,same
