Source,168,336,505,673,841,1010,1178,1346,1515,1683
../Data/spear_0.csv,3.0,3.0,5.5,5.0,8.0,9.0,15.5,23.5,24.5,27.0
../Data/spear_1.csv,1.5,1.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
../Data/spear_2.csv,7.0,10.0,10.5,24.0,23.5,31.5,21.5,31.0,25.0,36.5
../Data/spear_3.csv,5.0,9.0,18.0,21.5,16.5,23.0,88.0,152.0,135.5,121.5
../Data/spear_4.csv,5.5,77.5,126.0,151.5,184.5,270.5,321.5,375.5,411.5,404.0
../Data/spear_5.csv,9.5,9.5,19.0,28.0,41.0,27.0,49.5,58.0,48.5,62.0
../Data/spear_6.csv,12.5,31.5,26.5,22.0,57.5,34.5,44.0,86.5,62.5,77.0
../Data/spear_7.csv,1.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../Data/spear_8.csv,15.5,17.0,41.0,50.5,45.5,84.0,72.5,92.0,82.0,107.5
../Data/spear_9.csv,10.5,10.5,14.5,2.5,4.0,3.5,4.0,5.0,6.0,6.5
