Source,20,40,61,81,102,122,143,163,184,204
../Data/x264_0.csv,3.0,2.25,3.0,4.0,2.0,3.75,3.75,3.25,1.25,2.25
../Data/x264_1.csv,1.0,1.0,1.75,4.25,6.25,8.0,4.75,19.75,4.0,5.0
../Data/x264_10.csv,2.5,2.5,2.75,2.0,3.25,4.25,3.75,5.0,4.5,5.25
../Data/x264_11.csv,2.25,2.25,2.25,2.0,2.5,4.25,4.0,3.25,3.5,4.0
../Data/x264_12.csv,3.75,5.5,8.0,8.75,7.0,13.0,10.75,8.5,13.75,11.25
../Data/x264_13.csv,1.0,1.5,2.25,2.5,4.25,5.0,3.75,4.5,4.25,3.0
../Data/x264_14.csv,1.75,3.0,3.5,1.5,3.5,3.5,3.5,3.0,4.5,3.25
../Data/x264_15.csv,5.5,7.0,13.75,11.75,21.25,22.75,16.75,25.75,31.25,28.5
../Data/x264_16.csv,3.5,7.75,8.25,12.75,8.0,14.25,16.5,10.25,18.75,15.25
../Data/x264_17.csv,3.0,8.0,7.25,10.25,13.5,14.25,11.25,14.25,19.0,16.5
../Data/x264_18.csv,3.25,6.0,2.5,3.75,4.25,2.5,4.0,4.25,3.75,7.5
../Data/x264_19.csv,4.75,9.5,11.25,17.5,19.0,22.0,18.0,22.75,28.0,19.75
../Data/x264_2.csv,1.5,1.0,2.25,1.75,3.25,3.75,4.0,3.75,5.5,2.5
../Data/x264_20.csv,4.0,6.75,9.0,11.75,12.75,19.25,22.5,14.25,22.75,28.0
../Data/x264_3.csv,3.25,2.75,2.75,2.0,3.0,6.5,4.5,2.25,4.0,2.5
../Data/x264_4.csv,1.5,1.0,1.25,3.0,4.0,5.25,2.0,3.5,6.75,2.0
../Data/x264_5.csv,1.75,2.25,5.25,2.5,2.75,2.5,5.0,3.0,2.5,3.75
../Data/x264_6.csv,4.5,5.25,7.0,5.5,7.0,7.75,5.5,5.5,5.0,8.5
../Data/x264_7.csv,2.0,2.75,2.5,2.5,4.0,2.5,3.75,4.75,5.0,6.25
../Data/x264_8.csv,3.0,2.75,4.0,3.25,3.75,3.75,2.75,3.5,4.0,3.5
../Data/x264_9.csv,3.0,5.5,5.0,7.5,6.0,6.5,5.0,8.25,5.0,5.5
