SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrand100K.4
1,0,1,0,0,1,0,1,0,0,1,1,1,0,704.89
0,0,1,1,0,1,1,1,0,1,0,0,0,1,708.92
0,0,1,1,0,1,1,0,0,0,0,1,0,0,708.63
1,1,0,1,1,1,1,0,1,1,0,0,0,0,702.9
1,1,0,0,0,0,0,1,0,1,0,1,1,0,703.32
0,0,1,0,0,0,1,0,1,0,0,1,1,0,708.05
0,0,0,0,1,0,0,1,0,1,1,1,1,1,707.86
0,1,0,1,1,1,0,1,0,0,0,1,1,1,696.43
1,0,0,0,1,0,0,0,0,1,0,1,1,1,706.08
1,0,1,1,0,0,0,1,1,0,1,0,1,0,708.01
0,0,1,0,1,1,1,1,0,0,0,0,0,1,707.95
1,0,0,0,0,1,0,0,1,0,0,1,1,0,717.14
1,0,0,0,1,1,1,1,0,1,0,0,0,1,705.96
0,1,1,1,0,0,0,0,0,0,0,0,1,1,704.91
1,1,0,1,0,1,0,1,1,1,0,0,0,0,705.4
0,1,1,1,0,0,0,1,1,1,0,0,0,0,705.4
0,1,1,1,1,1,0,0,1,1,1,1,1,1,707.07
1,0,0,0,0,0,0,0,0,0,1,0,1,0,709.01
0,1,0,1,0,0,0,1,1,1,0,1,0,0,716.02
0,1,0,0,0,0,1,1,1,1,1,0,0,1,704.49
0,0,0,0,0,1,0,0,1,0,0,0,0,1,701.51
1,1,0,1,1,1,0,1,0,0,1,1,1,1,710.94
0,0,1,0,0,1,1,1,0,1,0,1,1,1,711.92
0,0,0,1,1,1,0,0,1,0,1,1,1,0,704.59
0,1,0,0,1,1,0,0,1,0,0,0,0,0,707.31
1,0,0,0,0,1,1,1,0,0,0,1,0,0,706.84
1,1,0,1,0,0,0,1,1,0,0,1,1,1,702.65
1,1,0,0,0,1,1,1,0,0,0,0,1,0,706.07
1,0,0,1,1,0,0,1,1,1,1,1,1,1,714.66
0,1,1,0,1,0,1,1,1,0,0,1,1,1,705.19
0,1,0,1,1,0,1,1,0,0,0,0,1,0,711.92
1,0,0,0,1,1,1,1,1,1,1,0,0,0,707.17
1,0,1,1,0,1,0,1,0,0,1,1,0,1,701.35
1,0,1,0,1,0,0,1,1,0,1,0,0,1,702.09
1,1,1,1,1,1,1,1,1,1,1,0,1,1,704.27
1,1,1,0,1,1,0,0,1,1,0,1,1,1,711.21
0,1,0,1,1,0,0,0,1,0,1,0,0,1,703.86
1,0,1,0,1,1,0,1,1,1,1,0,1,1,704.35
0,0,0,1,1,0,1,1,0,1,1,1,0,0,711.1
1,0,0,0,0,1,0,1,1,0,1,0,0,1,708.34
1,0,1,0,0,1,1,1,1,1,0,0,1,0,701.71
0,0,0,1,0,0,1,1,1,1,1,0,1,1,712.58
0,0,0,0,1,0,1,1,1,1,1,1,0,0,701.87
0,1,1,0,0,0,1,0,1,0,1,0,1,0,700.76
0,1,0,0,1,0,1,0,0,0,1,0,0,0,697.45
1,0,0,1,1,1,0,1,0,1,1,1,1,1,710.52
1,1,0,0,1,0,0,0,1,1,1,1,1,0,709.83
1,1,0,1,0,0,0,0,0,1,0,1,1,1,706.12
0,0,1,1,1,1,1,0,1,1,0,1,1,0,707.43
0,1,1,0,0,0,1,0,1,0,0,0,1,0,706.75
0,1,0,1,1,0,1,1,0,1,1,1,0,0,708.83
0,1,1,0,0,1,0,0,1,1,1,1,1,1,705.74
1,0,1,1,0,1,1,0,1,1,0,1,0,0,712.81
0,1,0,1,0,0,1,1,1,0,1,0,0,1,711.22
1,0,1,1,0,0,1,0,1,0,1,1,1,1,713.51
0,0,1,1,0,1,1,0,1,0,1,0,0,1,702.96
0,0,0,1,1,1,0,1,0,1,0,1,0,1,716.94
1,1,1,0,0,0,0,1,1,1,1,1,0,1,705.63
0,1,0,0,0,1,0,0,1,1,0,0,1,0,709.11
1,0,0,1,1,1,1,0,1,0,0,0,1,1,710.53
1,1,0,1,1,1,1,1,0,1,1,1,1,1,709.37
1,0,1,0,0,1,0,0,1,1,1,0,0,1,698.93
0,1,0,1,1,0,1,1,1,1,1,1,0,0,717.98
1,0,0,1,0,1,0,0,0,1,1,0,0,1,700.24
0,1,0,1,0,1,1,1,0,0,1,1,1,0,712.68
1,0,1,1,0,0,0,1,1,0,1,1,1,1,715.49
1,0,1,1,0,0,0,0,1,0,1,1,1,1,703.44
0,1,1,1,1,0,1,1,0,1,0,1,0,1,704.67
1,1,1,1,1,1,1,0,0,0,0,0,0,1,702.4
1,0,0,0,1,0,0,0,1,1,1,0,0,1,702.79
0,0,0,0,1,0,1,0,1,1,1,0,0,0,703.21
0,1,1,1,0,1,1,1,0,1,1,0,1,0,690.68
0,1,1,0,0,0,1,0,1,0,1,1,1,0,704.62
0,0,0,0,0,1,0,0,0,0,0,1,0,1,706.98
1,1,0,0,0,1,1,1,0,0,1,1,1,0,705.91
1,0,0,0,0,0,1,0,0,0,0,1,0,0,714.0
1,1,0,1,1,1,0,1,0,1,0,1,1,0,707.66
0,1,0,1,1,1,1,0,1,1,1,0,1,1,703.25
0,1,0,1,1,0,0,0,0,0,0,0,0,1,719.26
1,1,0,1,0,0,0,1,1,1,0,0,1,0,709.14
0,1,0,1,1,0,0,0,0,0,1,1,1,0,701.69
0,1,1,1,0,1,1,1,1,1,0,0,1,1,699.18
0,0,1,1,1,0,1,1,0,1,1,0,1,1,704.75
1,1,0,0,0,0,1,0,1,1,0,1,0,1,712.49
0,0,0,0,1,0,1,1,0,0,1,1,1,0,704.69
1,1,0,1,0,0,0,0,0,0,1,0,0,0,702.5
0,1,1,0,0,0,1,1,0,1,0,0,1,0,708.86
1,0,1,1,1,1,0,0,1,0,1,0,0,1,702.99
1,1,1,1,0,0,1,0,1,1,1,1,0,0,706.54
1,0,1,0,0,0,1,1,0,0,0,0,0,0,703.5
1,1,1,0,1,1,0,0,1,0,0,0,0,0,706.66
1,1,0,0,1,1,0,0,1,0,0,1,0,0,710.24
0,0,0,1,1,0,1,0,0,1,0,0,0,0,701.38
0,0,0,0,1,1,0,0,1,0,1,1,0,0,709.81
0,0,1,1,0,0,1,1,1,1,1,0,0,1,696.68
1,0,1,0,0,0,0,1,0,1,0,0,0,0,708.74
0,0,1,0,1,1,0,0,1,0,0,1,1,0,705.71
0,0,0,1,1,1,0,1,0,1,0,1,1,1,701.11
1,1,1,1,1,0,1,0,0,1,1,0,1,0,704.27
0,1,1,1,0,1,1,1,0,0,1,1,1,1,701.87
0,0,1,1,0,1,0,0,1,0,0,0,1,0,697.57
0,1,1,1,1,0,0,1,0,0,1,1,0,1,703.75
0,0,1,1,0,0,1,1,0,0,1,0,0,1,698.09
1,1,1,0,1,1,1,0,1,0,0,0,1,0,705.75
1,1,0,0,1,0,1,0,0,1,0,0,0,0,716.83
0,0,1,1,1,1,0,1,0,1,0,1,1,1,703.75
0,0,1,1,1,0,1,0,0,1,1,0,1,1,709.19
0,1,0,0,1,0,0,0,1,1,0,0,1,0,697.54
0,0,1,0,0,0,1,1,0,0,1,1,0,0,700.57
1,1,0,0,0,0,0,1,1,1,1,0,0,0,704.04
0,1,0,0,1,0,0,0,0,1,1,0,1,0,707.44
0,0,1,1,0,0,0,1,0,0,0,0,0,0,703.07
1,0,1,0,1,0,0,0,1,0,0,1,0,0,705.77
1,0,1,1,1,0,0,1,0,0,0,1,1,0,708.28
0,1,1,0,0,0,1,1,0,1,0,0,0,1,709.07
1,0,1,1,0,0,0,0,0,0,1,0,1,0,702.62
1,0,0,0,0,0,1,0,0,1,1,0,1,1,702.77
1,1,1,1,0,1,0,1,0,0,0,1,1,0,710.24
0,1,1,0,0,0,0,0,1,1,1,1,0,0,704.34
1,1,1,1,0,0,0,1,1,1,0,0,0,0,701.64
0,0,0,1,1,0,0,0,0,1,1,0,1,0,698.45
1,1,0,0,1,0,0,0,1,1,0,0,1,0,700.12
0,1,1,0,0,0,1,0,1,1,0,0,1,1,701.49
1,1,1,0,0,1,0,0,1,1,0,1,1,0,716.72
0,1,0,1,0,1,1,1,1,1,1,0,1,1,700.93
0,1,1,0,0,1,0,0,1,0,1,1,0,0,712.14
1,0,0,0,1,1,0,0,1,1,0,1,1,1,703.13
0,0,1,0,0,1,1,1,1,0,1,1,1,0,715.06
0,1,0,1,1,0,1,1,1,0,1,0,0,1,709.84
1,0,1,0,0,0,0,0,1,0,0,0,1,1,703.36
0,1,1,0,0,0,1,0,0,0,0,0,1,1,702.98
0,1,1,0,0,1,0,0,0,1,1,1,1,1,702.12
0,1,0,1,0,0,0,0,0,0,0,0,1,1,703.71
0,0,1,0,1,0,0,1,1,0,1,0,0,0,694.34
1,1,0,0,0,1,1,0,1,0,0,1,0,1,713.72
1,0,0,0,0,0,1,0,1,1,0,0,1,1,699.9
0,1,1,1,0,1,0,0,1,0,1,0,1,0,698.48
0,0,0,1,0,0,0,1,1,0,0,0,1,0,701.76
1,0,1,0,1,0,0,0,0,1,0,1,1,0,705.99
1,0,0,1,1,0,1,0,1,1,1,0,0,1,705.77
1,1,1,0,1,0,1,0,1,1,0,0,1,1,706.99
0,1,1,1,0,0,1,1,1,0,1,1,1,0,703.48
1,1,0,1,1,0,1,1,1,0,0,1,1,0,704.65
1,0,1,0,0,1,0,1,0,1,1,0,1,0,704.07
0,1,0,0,1,0,0,0,1,0,1,0,1,1,697.65
1,0,0,1,1,0,1,0,0,0,1,0,0,0,702.87
1,0,1,0,1,1,1,0,0,1,0,0,0,1,712.99
1,1,1,1,0,0,0,1,1,1,1,1,0,1,708.74
1,1,1,0,0,0,0,1,0,1,0,1,0,0,723.5
1,0,0,1,1,1,0,0,0,0,0,0,0,1,708.65
0,1,1,1,0,0,0,1,1,0,1,1,0,1,704.39
0,1,0,1,1,0,0,0,0,0,0,1,0,1,713.29
0,0,0,0,0,1,1,0,1,1,1,0,0,0,700.53
0,1,1,0,0,0,0,1,0,1,1,0,1,0,700.39
0,1,1,0,1,1,0,0,0,1,0,1,1,1,705.56
1,1,1,1,0,1,1,1,0,1,0,0,1,0,706.48
0,1,0,0,1,0,1,0,1,1,0,1,0,0,709.74
1,1,0,1,0,1,1,0,0,1,1,1,1,0,712.98
1,1,1,0,1,0,1,1,1,0,1,0,0,1,699.72
1,0,0,0,0,1,1,0,1,1,1,1,1,0,715.55
0,0,1,1,0,1,1,1,1,1,1,0,0,0,699.08
0,1,0,1,1,0,1,1,1,0,0,0,1,1,697.41
1,0,1,1,0,0,1,0,1,0,0,1,1,1,714.27
0,1,0,0,1,0,1,0,1,0,0,0,1,1,701.52
1,1,1,1,1,0,1,0,1,1,0,0,0,0,702.45
0,1,0,1,0,0,1,0,0,1,1,1,0,0,706.16
1,1,1,1,1,1,1,1,1,1,0,0,0,0,714.37
0,1,0,1,1,0,1,0,1,0,1,1,0,0,699.97
1,0,0,1,1,0,0,0,0,1,1,0,0,1,702.07
1,1,0,1,0,1,1,0,0,1,1,1,0,0,717.06
0,0,1,1,1,1,0,0,1,0,0,0,0,1,701.07
0,0,1,0,0,0,0,0,1,1,1,1,0,0,703.32
0,0,1,0,0,1,0,0,0,0,1,0,1,0,697.8
1,0,1,0,0,1,1,0,0,1,1,0,0,0,715.46
1,0,0,1,0,0,1,0,1,0,1,1,0,1,704.95
0,0,1,1,1,0,1,0,0,1,1,0,1,0,700.61
1,1,1,1,0,1,1,0,0,0,1,0,1,1,709.01
1,1,0,1,1,1,0,1,0,0,1,1,1,1,713.06
0,1,0,1,1,0,1,0,1,0,0,0,0,0,712.7
1,0,0,0,1,0,1,1,1,0,0,1,1,1,709.48
0,0,1,0,1,1,1,0,0,0,0,1,1,0,695.56
1,0,1,0,0,1,1,0,0,0,1,0,1,0,713.89
0,0,0,0,1,1,0,1,1,1,1,1,0,1,706.42
0,0,0,1,0,1,1,0,0,1,0,0,1,1,718.74
1,1,0,1,0,0,0,0,1,1,1,1,0,0,708.85
0,1,1,1,0,1,0,1,1,0,1,1,1,1,705.07
0,1,1,1,0,1,1,1,0,0,0,1,1,1,706.71
1,0,0,0,0,0,1,0,0,1,0,1,1,0,716.87
1,1,1,0,1,1,1,1,0,0,0,0,1,1,706.41
1,1,1,1,0,0,0,1,1,0,1,0,0,0,708.43
0,0,0,1,0,0,1,1,1,1,0,1,0,0,708.07
0,0,1,1,0,1,0,0,0,1,1,0,1,0,707.74
0,0,0,1,1,0,0,1,0,1,0,1,1,1,701.03
1,1,0,1,1,1,0,1,0,0,1,0,0,1,708.54
1,0,1,1,1,1,1,1,0,1,0,0,0,1,710.82
0,0,1,0,1,0,1,0,1,0,0,0,1,0,706.95
0,1,0,0,0,1,0,0,0,0,0,1,1,0,710.35
0,0,1,0,1,0,0,0,0,1,1,0,0,0,715.78
1,1,0,1,0,1,1,0,1,0,0,0,1,1,699.3
1,0,0,1,0,0,0,1,1,0,1,0,1,1,705.33
1,1,0,1,1,0,1,0,0,1,1,0,0,1,707.59
0,0,0,0,1,0,0,0,1,1,1,0,1,1,694.89
0,1,1,0,0,0,0,1,0,1,0,1,1,1,709.86
1,0,1,0,0,1,0,0,1,0,1,0,0,0,705.58
0,1,0,1,1,1,0,0,1,0,1,0,0,0,712.0
0,1,1,0,0,0,1,0,0,1,1,0,1,1,714.22
1,0,0,1,1,0,1,1,0,1,0,1,1,1,707.53
1,0,1,1,0,1,0,1,1,0,1,1,1,1,707.05
0,0,1,1,1,0,1,1,1,1,1,0,1,1,708.58
1,0,1,1,1,0,1,1,1,0,0,0,0,0,707.97
1,0,1,1,1,1,0,0,0,0,1,0,1,0,702.23
0,0,1,0,0,0,1,1,0,1,0,1,1,0,710.25
1,1,1,0,1,1,1,1,0,0,0,1,1,1,708.02
0,1,0,1,0,1,1,0,1,0,1,0,1,1,700.49
0,1,1,1,0,0,0,0,1,1,1,0,0,0,695.43
0,1,0,1,0,1,0,1,0,0,0,0,1,1,704.8
1,1,0,0,1,0,0,1,0,0,0,1,1,0,710.38
0,1,0,1,1,0,0,0,1,0,1,0,0,1,707.78
0,1,1,0,0,1,1,0,0,1,0,0,0,0,702.99
0,0,1,1,1,1,1,0,0,1,0,1,1,1,706.38
1,0,1,1,1,1,0,1,0,1,0,0,0,1,708.26
1,1,1,0,1,0,1,0,1,1,0,0,0,0,710.11
1,0,0,0,1,1,0,1,1,0,1,1,1,1,711.84
0,1,1,0,1,1,1,1,1,1,1,0,1,1,702.4
0,0,1,0,1,1,1,1,1,0,1,1,0,1,712.35
0,0,1,1,1,0,0,1,1,1,0,1,1,1,708.4
0,0,0,0,1,0,1,1,0,1,0,0,0,0,710.52
1,1,1,1,1,1,1,1,0,0,0,0,1,1,708.45
0,0,1,1,0,0,0,1,1,0,0,0,1,1,702.34
0,0,1,0,1,1,1,0,1,1,1,1,0,0,705.7
0,1,0,1,1,0,0,0,1,1,0,0,1,1,694.85
0,0,1,1,1,0,1,0,0,1,1,1,1,0,709.15
0,0,0,1,0,0,0,0,1,0,1,1,0,1,698.14
0,0,0,0,0,1,1,0,1,1,1,0,0,1,710.38
1,0,1,1,1,1,0,1,1,1,0,1,1,0,715.07
1,0,0,0,1,0,1,1,0,0,1,0,1,0,708.62
1,0,0,0,1,0,1,0,1,0,1,0,1,0,708.66
0,0,0,1,0,1,1,1,0,0,1,1,1,0,721.95
1,1,0,1,1,1,0,1,1,0,0,1,0,1,713.35
0,1,0,0,0,1,1,1,0,1,0,0,1,0,705.65
1,1,1,0,0,1,1,1,1,1,0,1,1,1,703.04
1,1,0,1,1,0,1,1,0,1,0,0,0,1,717.25
0,1,1,0,0,1,0,1,0,0,1,1,0,1,713.85
1,1,1,0,0,1,0,1,0,1,1,1,0,0,703.83
1,1,0,1,1,1,1,0,0,0,1,0,1,0,707.42
1,0,0,0,0,0,1,0,0,1,0,1,1,1,709.39
1,1,0,1,1,0,1,1,0,1,0,1,0,1,708.06
0,1,1,0,0,1,0,0,1,1,0,0,1,1,701.8
1,1,1,1,1,1,1,0,1,1,1,0,0,0,708.79
1,1,1,0,1,1,1,0,1,1,0,0,1,1,711.77
0,0,1,0,1,1,1,1,1,0,0,1,1,1,709.92
1,0,0,1,1,1,1,1,1,1,0,1,0,1,712.5
1,0,1,1,1,0,0,0,1,1,0,0,1,1,698.41
1,0,0,1,1,1,1,0,1,1,1,1,1,0,722.52
0,0,1,1,1,0,1,1,1,1,0,1,0,0,720.02
1,0,0,0,0,0,1,0,1,1,0,0,0,1,706.5
0,1,0,0,1,0,1,0,1,0,0,0,1,0,713.52
1,0,0,1,1,1,0,1,0,0,0,1,1,1,706.32
0,0,1,0,0,1,1,1,1,0,0,0,0,1,709.24
1,1,0,1,1,0,1,1,0,0,1,0,0,0,710.99
0,1,0,0,1,1,1,1,1,0,1,1,0,1,706.17
1,0,1,0,1,0,1,1,1,1,1,0,0,1,699.27
1,0,0,0,1,0,1,1,1,0,1,0,0,1,707.39
0,0,1,1,1,0,1,0,1,1,1,1,0,1,714.38
1,1,1,1,0,0,0,0,0,0,0,0,1,0,701.91
0,1,1,1,1,0,0,1,0,0,0,0,1,1,716.09
1,1,0,1,1,0,1,0,1,0,1,1,0,1,710.7
1,0,1,0,1,1,1,0,1,0,1,1,0,1,714.72
0,0,0,1,0,1,0,0,1,0,0,1,0,0,708.31
0,0,0,1,0,0,1,0,1,0,0,0,0,1,705.88
0,1,1,1,1,0,0,0,1,0,1,1,0,0,704.13
0,1,0,1,0,0,0,0,1,1,1,1,1,0,706.67
0,0,0,1,1,1,0,1,1,1,1,1,1,1,707.37
1,1,1,0,0,0,1,1,0,1,1,1,0,0,716.44
0,1,0,0,0,1,1,1,0,0,1,0,1,0,701.43
1,1,0,1,0,0,0,0,0,0,0,0,1,0,705.92
0,0,1,1,0,0,1,0,1,1,1,1,1,1,710.03
1,1,1,1,1,0,1,0,1,0,1,1,1,1,715.05
1,0,1,1,1,0,0,0,0,1,1,1,0,1,705.36
0,0,0,1,0,0,1,0,1,1,0,0,0,1,709.02
1,0,0,1,0,1,0,0,1,0,1,1,1,1,716.35
1,1,0,0,1,0,1,0,0,0,0,0,1,1,700.37
0,1,1,0,0,1,0,0,0,1,1,1,0,1,707.59
1,1,1,0,0,0,0,0,1,0,0,0,0,1,717.44
0,0,1,0,1,1,0,0,0,0,1,0,0,1,704.72
1,1,1,1,0,1,1,0,0,1,1,0,1,1,706.62
0,1,0,0,1,1,0,0,0,1,1,1,0,0,706.98
0,0,0,1,0,0,0,0,0,1,1,0,0,1,704.35
0,0,1,1,1,1,1,0,0,0,1,1,1,1,712.53
0,0,1,1,0,1,0,1,1,1,1,1,0,1,705.16
0,0,1,0,1,0,1,0,1,1,0,1,0,0,709.36
1,1,1,0,0,1,0,1,0,1,0,0,1,0,715.02
0,1,1,0,0,0,0,1,0,1,1,1,1,1,713.13
0,0,0,1,1,1,0,0,0,1,1,1,1,0,706.34
0,1,0,0,0,1,1,0,1,1,1,1,1,0,704.71
1,1,0,1,0,0,1,1,1,0,1,0,1,0,698.89
1,0,1,0,1,0,1,0,0,1,1,1,1,1,712.02
1,1,0,0,0,1,0,1,0,1,1,0,1,0,699.98
1,1,0,1,1,1,0,0,1,1,1,1,1,0,704.91
0,1,1,1,0,0,0,1,1,1,1,1,0,0,711.92
0,1,1,1,0,1,0,0,0,0,0,0,0,0,703.3
1,0,1,0,0,0,1,0,0,0,1,0,1,0,706.84
1,0,0,0,1,0,1,1,0,1,0,0,0,1,705.82
0,0,1,0,0,1,0,0,0,0,0,0,1,1,698.12
0,1,0,0,1,0,0,0,0,1,0,0,1,1,710.42
0,0,1,0,1,0,1,1,0,0,1,1,0,0,706.02
1,1,0,1,0,0,0,1,0,1,1,1,0,1,706.66
0,0,1,0,0,1,0,0,1,0,0,1,0,1,704.85
0,0,0,1,0,1,1,0,0,0,1,1,0,0,705.48
0,0,1,1,1,0,0,0,1,0,0,0,0,1,711.27
0,1,0,1,1,0,0,0,1,0,1,0,0,0,697.76
1,0,0,0,0,0,1,0,1,0,1,1,1,1,702.88
0,0,0,1,0,0,0,0,0,0,1,0,0,0,712.4
1,1,1,1,0,0,0,0,1,1,1,1,1,0,701.63
0,0,0,0,0,0,1,1,0,0,0,0,1,1,703.78
0,1,0,0,0,1,1,0,1,0,1,1,0,0,707.05
0,0,0,0,1,1,0,1,1,1,0,0,0,0,708.16
0,0,1,0,0,0,1,1,1,0,0,0,0,1,709.45
0,0,1,0,1,0,1,0,0,0,1,1,1,1,713.11
0,0,1,1,0,1,1,1,1,0,0,0,1,0,700.48
0,0,1,0,1,1,0,1,0,1,0,0,1,1,701.06
1,1,0,1,0,0,0,0,0,0,0,1,1,0,705.05
0,1,1,0,0,0,1,0,1,1,0,0,0,0,712.79
1,1,0,1,1,1,0,0,0,1,0,0,0,1,721.01
1,0,1,0,1,1,0,0,1,1,1,0,1,1,702.32
1,0,0,0,1,1,1,0,0,1,1,0,1,1,708.59
1,1,1,0,1,0,1,0,1,1,1,0,0,0,700.61
1,1,0,1,0,0,1,0,0,0,1,0,1,1,701.93
1,1,1,0,0,1,1,0,1,0,0,0,0,0,706.87
1,1,0,0,0,0,0,1,1,0,0,1,1,0,710.8
0,0,1,1,0,0,1,1,0,0,0,1,1,1,711.34
0,1,0,1,0,1,0,1,1,1,1,1,0,1,716.84
0,1,1,0,1,1,0,1,0,1,0,0,1,1,703.84
1,1,1,0,0,1,0,0,0,1,0,1,1,0,722.63
1,0,1,0,0,1,0,0,1,0,1,1,1,1,714.1
1,1,0,1,0,1,0,0,0,1,0,0,1,0,700.67
0,0,1,1,0,1,1,0,0,1,0,1,1,0,709.36
0,1,0,0,1,0,1,1,0,1,0,1,1,1,702.05
0,1,0,1,0,0,0,1,0,1,1,1,0,1,711.16
1,0,1,1,1,0,0,0,1,1,1,0,1,1,701.97
0,1,0,0,0,0,1,0,0,1,1,1,0,1,704.43
0,0,0,1,0,1,1,0,1,1,1,1,1,1,707.56
1,0,0,0,0,1,0,0,1,0,0,1,1,0,706.73
0,0,0,0,0,1,0,0,1,1,1,0,0,1,708.24
1,0,1,1,0,0,1,1,0,1,1,1,1,1,710.87
0,0,0,0,1,0,1,1,0,0,1,1,0,0,707.65
0,1,1,1,1,0,1,1,0,1,1,0,1,0,707.37
0,1,1,0,1,0,1,0,1,0,0,1,1,1,715.81
1,1,0,1,0,1,0,0,1,0,1,0,1,1,697.26
0,0,1,1,1,0,1,1,0,0,0,1,1,1,703.05
1,1,1,0,0,0,0,1,1,0,0,0,1,0,711.66
0,0,0,1,0,1,1,1,1,0,0,1,0,1,715.96
1,1,0,0,0,0,1,0,1,1,1,0,0,1,707.93
0,1,1,0,1,0,0,1,1,0,0,0,0,1,707.07
1,1,0,1,0,1,1,0,0,1,1,1,0,1,721.24
1,1,1,0,1,0,1,0,1,0,0,1,0,0,715.61
0,1,1,0,1,0,0,1,1,1,0,0,0,0,704.11
1,1,0,0,0,0,1,1,0,1,0,0,1,1,705.89
0,1,1,0,1,0,1,1,1,1,0,0,0,1,713.92
0,0,1,0,1,1,0,1,0,0,0,1,1,0,698.4
0,1,0,1,1,1,1,0,1,1,1,1,0,1,711.24
0,0,1,1,0,0,0,0,1,1,0,0,0,0,707.41
1,1,0,0,0,1,0,0,1,0,1,1,0,1,715.26
0,1,0,1,0,1,1,0,1,1,0,0,1,0,707.36
0,0,1,1,0,0,0,1,1,0,1,1,1,0,709.73
0,0,1,1,0,1,0,1,1,0,1,1,0,1,700.69
0,1,0,0,0,1,0,0,1,0,1,0,0,1,706.51
1,0,1,0,0,1,0,1,1,1,0,1,1,1,712.17
0,1,1,1,1,0,0,0,1,0,0,0,0,0,707.68
1,1,0,1,0,1,0,1,0,1,1,0,1,1,713.09
1,1,1,1,1,1,0,1,1,0,0,1,1,0,705.86
0,1,0,1,0,0,0,1,0,0,1,0,0,0,697.62
0,1,0,0,1,0,1,1,1,0,1,1,1,1,719.17
1,1,0,1,0,1,0,0,0,0,0,0,0,1,709.41
0,1,1,0,1,0,1,0,1,0,0,1,1,0,707.51
0,0,0,0,0,1,1,1,0,0,0,0,0,1,708.38
0,1,1,0,0,1,1,1,0,0,0,0,1,1,709.11
1,0,0,1,1,1,0,1,1,0,1,1,1,1,714.68
0,1,0,0,1,1,1,0,0,1,0,0,1,1,711.04
1,0,0,1,1,0,0,0,0,1,0,1,0,1,704.09
0,1,0,0,0,0,0,1,1,0,1,0,0,1,707.09
1,1,1,0,0,1,1,0,0,0,1,0,0,1,703.02
0,1,0,1,0,1,1,0,0,0,1,0,1,0,706.66
1,1,1,0,0,1,0,1,1,1,1,1,0,0,714.37
1,1,0,1,0,1,0,0,1,1,1,0,0,1,718.01
0,0,0,0,1,0,0,1,0,1,1,1,0,1,710.1
1,1,0,1,0,1,0,0,0,0,0,1,0,0,719.9
1,1,1,0,0,1,1,1,0,1,0,0,0,0,709.0
1,1,1,1,0,0,0,0,1,0,0,0,1,0,720.8
1,0,1,1,0,1,0,1,1,1,0,1,0,0,704.03
1,0,0,1,1,1,1,1,0,0,1,1,0,1,708.35
0,0,1,1,0,1,0,1,0,1,1,1,1,0,720.63
1,1,1,0,0,1,0,0,0,1,0,0,1,0,709.41
0,0,1,1,0,0,0,0,0,1,0,0,0,0,704.72
1,1,0,0,0,1,0,0,0,0,1,0,0,1,710.68
0,1,0,1,0,1,0,1,0,0,0,0,0,0,717.05
0,1,1,1,1,1,0,0,1,0,0,1,0,0,716.9
1,0,1,1,1,0,1,0,1,0,1,0,0,1,703.69
0,0,1,1,0,1,1,1,1,0,0,1,0,1,720.89
1,1,1,1,0,0,0,0,0,1,1,1,0,0,708.21
1,1,1,1,1,1,1,0,0,0,0,0,0,0,712.87
0,0,1,0,0,0,0,0,0,0,1,0,1,0,700.72
0,1,1,0,1,1,1,0,0,0,1,0,1,1,700.77
0,0,1,1,1,0,0,0,0,0,0,1,1,0,712.92
1,0,1,1,0,1,1,1,1,0,0,0,1,1,706.13
1,1,0,0,1,0,0,1,1,1,0,0,0,0,717.39
0,1,0,1,0,0,0,1,1,0,0,1,0,1,713.54
1,0,0,0,1,0,1,0,1,0,0,1,0,1,700.43
1,1,0,0,0,1,0,0,1,0,1,0,0,1,703.41
1,0,0,1,0,0,0,1,0,1,1,0,1,0,704.44
0,0,1,1,1,0,0,0,0,0,1,1,0,0,709.64
0,0,0,1,0,1,1,0,1,0,1,0,0,0,708.47
1,1,0,1,1,0,0,0,0,1,0,1,0,1,720.76
0,0,0,0,0,1,1,1,1,0,0,0,0,0,708.12
0,1,1,0,0,1,0,1,0,0,0,0,1,1,712.32
0,0,0,0,0,1,0,1,1,1,0,1,1,0,717.31
1,1,0,0,1,1,0,0,0,1,0,0,1,1,700.41
1,1,0,0,0,1,0,0,1,0,0,1,1,1,708.1
0,1,1,0,1,0,0,0,0,1,0,1,0,1,722.53
1,0,0,0,0,1,1,0,1,0,0,1,0,0,702.54
0,0,1,0,1,1,0,0,1,0,1,1,0,1,709.35
0,1,1,1,0,1,0,0,1,0,1,1,0,0,709.17
0,1,1,1,0,1,1,0,0,1,0,0,1,0,709.76
1,1,1,0,1,1,1,1,0,0,0,0,1,1,705.89
0,1,0,0,0,1,0,0,0,0,0,0,1,1,701.89
0,0,1,0,0,0,1,1,1,1,1,0,0,1,698.19
1,1,0,1,1,1,1,0,0,1,1,0,0,0,702.64
