SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrand100K.4
0,1,0,1,0,1,1,1,0,0,0,1,0,0,714.72
1,0,1,1,0,0,1,1,1,0,1,1,0,0,705.91
1,0,0,1,0,0,0,0,0,0,1,0,0,1,700.99
1,1,0,1,0,0,1,1,1,0,0,1,0,0,716.67
1,0,1,1,0,0,0,1,1,0,0,1,0,0,707.27
0,1,0,1,1,1,0,1,0,1,1,0,0,1,701.63
1,1,0,1,1,1,0,1,1,0,0,0,1,0,707.97
1,1,1,1,1,1,0,0,1,0,0,1,1,0,729.82
1,0,1,0,1,0,1,0,1,0,0,1,0,0,712.43
0,0,0,1,1,0,0,1,0,0,0,1,1,1,703.98
0,0,1,0,0,0,0,1,0,0,0,1,0,0,704.29
1,0,1,1,0,1,0,0,0,1,0,0,0,0,712.05
0,0,0,0,1,1,1,1,0,0,0,0,0,0,707.39
1,0,0,1,0,0,0,0,0,1,1,1,0,0,718.73
1,1,1,0,1,0,1,1,0,1,1,0,1,0,710.45
0,1,0,0,0,1,0,1,0,1,1,1,0,0,714.12
1,0,1,1,0,1,1,1,0,1,1,1,0,1,710.62
1,0,0,0,0,0,0,1,0,1,0,1,0,1,714.85
0,0,1,1,1,0,1,1,0,1,0,0,1,1,706.01
0,0,1,1,1,1,0,1,0,1,1,1,0,0,706.19
1,1,0,0,1,0,0,1,1,0,0,0,1,0,716.96
1,0,0,0,1,1,1,0,1,1,1,0,1,1,714.33
0,0,1,1,1,0,1,1,0,0,0,0,1,1,701.19
0,0,1,1,1,0,1,1,1,0,0,1,1,0,702.8
1,0,0,0,1,0,0,1,1,0,1,1,0,0,711.76
0,1,0,1,1,0,1,1,1,1,1,0,1,1,702.83
0,0,1,1,0,1,0,1,0,1,1,1,1,0,712.39
0,0,1,1,0,0,1,0,0,0,0,0,0,0,720.66
0,0,0,0,0,0,1,1,0,1,1,0,0,1,699.7
0,0,1,0,0,1,0,1,1,0,0,1,1,0,697.39
1,0,1,1,0,1,0,1,0,1,0,0,1,0,705.6
1,1,1,1,1,1,0,1,1,0,0,0,0,1,709.72
1,1,1,1,0,0,1,0,1,1,0,1,1,0,713.66
1,0,0,0,1,1,0,0,1,1,0,1,1,0,705.26
1,1,0,1,1,1,1,0,1,1,1,1,1,0,713.16
0,0,0,0,1,0,0,0,0,1,0,1,0,0,703.47
1,1,1,0,0,1,0,0,0,0,1,1,1,0,717.36
1,1,0,0,0,0,1,1,1,1,1,1,1,0,708.33
1,1,0,0,0,1,0,1,0,0,0,1,1,1,704.32
1,1,1,1,1,0,1,0,1,1,0,1,0,1,713.9
0,1,0,1,0,1,1,1,0,0,0,0,1,1,697.89
1,0,0,0,0,1,1,0,1,0,1,1,1,1,721.5
1,0,0,1,0,0,1,1,0,1,0,1,1,1,716.66
0,1,0,1,0,0,0,0,1,1,1,0,1,1,710.27
0,1,0,0,0,1,0,1,0,1,0,0,1,0,701.1
1,1,0,1,1,0,1,1,0,1,0,1,1,0,708.16
0,1,0,1,0,1,0,0,1,0,1,0,1,1,702.84
0,1,1,0,1,0,1,0,1,0,0,1,1,1,718.0
1,0,0,1,0,0,0,1,0,1,1,0,0,1,706.89
1,1,0,1,0,0,1,1,1,0,1,0,0,0,704.79
0,1,1,0,0,1,0,0,1,1,0,0,0,0,709.83
1,1,0,1,0,1,0,1,1,0,1,1,1,0,705.7
1,0,0,0,0,1,1,0,1,1,1,0,1,0,698.48
1,1,0,1,0,0,1,1,1,0,1,1,0,1,702.07
1,1,1,1,0,1,0,0,0,0,1,0,0,0,702.21
1,1,0,1,0,0,0,1,1,1,1,0,0,1,700.85
1,0,1,1,1,0,0,1,1,0,0,0,0,0,710.15
0,1,0,0,1,0,1,1,0,1,1,1,1,0,701.47
0,0,0,1,0,0,0,1,1,0,1,1,0,1,712.77
0,0,0,1,0,0,0,1,1,1,0,1,0,1,709.46
1,0,1,1,0,0,1,0,1,1,1,0,1,0,711.84
1,1,1,1,1,1,1,0,1,0,0,0,1,0,717.49
0,1,0,1,1,1,1,0,1,0,1,1,1,0,701.3
0,1,1,1,1,1,0,1,0,1,0,1,1,1,704.39
0,1,1,1,0,0,1,1,1,1,0,0,1,0,702.2
0,1,0,1,0,0,0,0,1,0,1,0,1,1,695.73
1,0,1,0,0,1,0,0,1,1,0,0,1,0,697.83
1,0,0,0,0,0,0,0,1,0,1,1,0,0,709.26
1,1,1,0,1,1,0,0,1,0,0,1,0,0,713.74
0,1,1,0,0,1,1,0,0,1,0,0,0,1,702.35
0,1,1,1,1,1,1,0,0,1,0,0,0,0,713.1
0,0,1,0,1,1,0,0,1,1,1,1,0,0,705.49
0,0,1,0,1,1,0,0,1,0,1,1,0,0,707.97
1,0,1,0,1,1,0,1,1,0,0,0,1,0,700.67
1,0,0,1,0,1,1,1,1,1,1,1,1,1,707.46
1,0,1,1,1,1,1,1,1,1,1,1,1,0,711.47
0,1,0,1,0,0,1,0,0,0,0,1,0,0,709.79
1,0,1,1,1,1,0,0,0,0,1,0,0,0,703.21
1,1,0,0,1,1,0,0,0,0,1,1,0,0,713.19
0,1,0,1,1,0,0,0,0,0,0,0,1,1,706.97
1,0,1,1,1,1,1,0,0,1,0,0,1,0,700.55
0,0,1,1,0,1,0,0,0,0,1,0,0,0,710.22
1,1,0,0,1,0,1,0,1,1,1,0,1,1,711.79
1,1,1,0,1,1,1,0,1,1,0,1,0,1,708.71
0,0,0,0,1,0,0,1,1,0,0,0,0,1,714.15
1,1,1,1,1,0,0,0,0,1,0,1,0,0,715.97
0,0,0,0,1,0,0,0,0,1,0,1,1,0,717.64
0,0,0,0,1,0,1,1,0,1,1,1,1,0,702.3
0,0,1,1,0,0,1,0,1,1,1,1,1,0,720.45
1,1,0,1,0,0,0,0,1,1,1,1,1,0,715.42
1,1,1,1,0,0,0,1,1,1,0,0,1,0,709.85
1,0,0,0,0,0,0,0,0,0,0,0,1,0,699.89
0,0,0,1,0,1,0,1,1,1,0,1,0,1,701.45
0,0,1,0,1,0,0,1,0,1,1,1,0,1,703.14
1,0,0,0,1,0,1,1,0,0,1,1,0,1,708.75
0,1,1,1,1,0,0,0,1,1,1,1,1,0,707.02
1,0,0,1,0,0,0,0,1,0,1,0,0,0,703.55
0,0,0,1,1,0,0,1,1,1,1,0,0,1,701.17
0,0,0,0,0,0,0,0,0,1,0,1,0,1,719.33
1,0,0,0,0,0,1,0,0,1,0,1,0,0,709.39
1,0,1,0,1,1,0,1,1,1,0,1,1,1,712.78
0,1,1,0,0,1,1,1,0,1,1,0,1,1,697.68
1,0,1,0,0,0,0,0,1,0,1,1,1,0,714.55
0,0,1,0,0,1,1,0,0,1,1,0,1,0,703.88
1,1,1,0,0,0,0,1,1,0,1,0,1,1,704.12
0,1,0,0,1,1,1,1,1,0,0,1,1,0,715.98
1,0,1,0,1,1,1,0,1,1,0,0,0,1,703.53
0,0,1,0,1,0,0,1,0,1,0,0,1,1,706.38
0,0,1,0,0,1,1,1,0,1,0,1,0,1,719.33
0,0,0,0,1,0,0,1,1,1,1,0,1,0,705.6
0,0,0,1,0,1,0,1,1,1,1,1,0,1,710.45
0,0,1,0,1,0,0,0,1,0,1,1,1,0,702.36
0,1,0,0,1,0,0,0,1,1,0,1,0,0,720.8
1,1,1,0,1,1,0,1,1,0,1,0,1,1,712.35
1,1,1,0,0,0,1,1,1,0,0,0,0,1,702.69
0,1,0,1,0,1,1,0,0,1,0,0,0,1,704.01
0,0,1,1,0,1,0,0,1,0,1,0,0,1,698.84
0,1,1,0,1,1,1,1,0,0,1,1,0,1,705.23
0,0,0,0,1,0,1,1,0,0,0,1,1,1,712.45
0,0,0,0,1,1,0,0,1,0,0,1,0,1,715.51
0,0,1,0,0,1,1,1,1,1,0,1,0,0,709.18
1,1,0,1,1,0,0,0,1,0,1,1,0,1,710.65
0,0,0,1,0,0,1,0,0,0,1,0,1,1,706.14
0,0,0,0,0,0,0,1,1,1,0,0,1,1,703.9
0,0,1,1,0,0,0,1,1,1,1,1,1,1,705.71
0,0,0,1,0,1,1,0,0,0,1,1,1,0,707.57
0,0,1,0,1,1,1,1,1,0,1,1,0,0,709.97
0,1,0,0,1,1,1,0,0,1,1,0,0,1,705.83
1,0,0,1,1,0,0,1,0,0,0,0,0,1,715.79
1,1,0,1,1,1,1,1,1,1,0,1,1,0,702.74
1,1,0,1,1,0,0,0,0,0,1,1,0,1,707.53
1,1,1,0,0,1,0,1,1,0,1,0,0,1,708.09
0,0,1,1,0,0,0,0,0,0,1,0,1,1,721.7
1,1,1,1,1,0,1,1,1,0,1,0,1,0,702.43
1,1,1,0,0,0,0,0,0,0,1,0,1,1,708.08
0,0,1,0,0,1,0,0,0,1,0,1,1,1,708.23
0,1,0,0,0,0,1,1,0,1,0,0,1,0,716.42
0,1,0,0,0,0,0,0,0,1,0,0,0,1,719.67
1,1,0,0,0,0,1,1,0,1,1,1,0,1,710.37
0,1,0,0,0,0,0,0,0,0,0,0,1,0,705.28
1,0,0,1,0,0,1,0,1,1,0,1,1,1,707.72
0,0,1,1,1,0,0,1,1,0,0,1,1,1,705.77
1,0,1,0,0,1,1,0,1,0,0,1,0,0,718.7
0,0,1,0,1,0,1,1,0,0,0,1,0,1,707.47
1,1,0,1,1,1,1,1,1,1,0,0,0,0,707.61
1,1,1,1,1,0,0,0,0,1,1,0,0,0,706.98
1,0,1,1,1,1,1,1,0,0,0,1,1,0,720.15
0,0,0,0,1,0,0,1,0,1,1,0,1,1,710.22
0,1,0,0,0,1,1,0,0,1,1,0,1,1,707.09
1,0,0,1,0,1,0,1,1,0,1,0,1,1,709.57
1,1,1,1,0,1,1,1,0,1,1,1,1,0,715.45
1,1,0,1,1,0,1,0,1,0,0,0,0,1,716.01
0,0,1,1,1,0,1,0,1,0,1,1,0,1,704.42
0,1,1,1,0,0,0,0,1,1,0,0,1,0,704.01
1,1,0,0,1,1,0,1,1,0,0,1,1,0,708.04
1,1,1,0,0,0,1,1,0,1,1,1,1,0,713.61
0,1,1,1,1,0,1,0,0,0,1,1,1,0,703.12
0,0,0,1,0,1,1,1,0,1,1,0,1,1,709.57
0,0,0,1,0,0,0,1,0,0,0,0,1,0,705.68
0,0,0,1,0,1,1,0,1,0,0,1,1,0,711.26
1,0,0,1,1,0,1,0,1,0,1,0,0,1,698.72
0,1,0,0,0,0,0,0,0,1,0,0,0,1,718.5
1,0,0,1,0,1,1,0,0,1,1,0,1,1,706.62
0,1,1,1,1,0,0,1,0,0,1,1,0,0,712.13
0,1,1,0,0,1,0,1,1,0,0,0,0,1,704.98
0,0,0,0,0,1,1,1,0,0,1,0,0,0,700.77
0,1,0,0,1,1,0,1,0,1,1,1,1,1,704.7
0,0,1,1,1,0,1,1,1,0,0,1,0,0,706.65
0,1,1,0,1,0,1,1,1,0,1,0,0,0,702.2
0,1,0,1,0,0,0,0,1,0,1,1,1,0,704.3
1,1,1,1,1,1,0,0,1,1,1,1,0,0,707.27
0,0,1,0,1,0,1,1,1,1,1,0,1,1,702.88
0,0,1,0,0,1,0,1,1,1,1,1,0,1,710.14
1,0,0,0,0,0,1,0,0,0,0,0,1,1,701.09
1,0,1,0,1,0,0,0,0,1,0,0,1,1,719.17
