SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readseq.5
0,0,0,0,0,1,0,0,1,0,0,0,0,1,31.446
1,1,0,1,1,1,0,1,0,0,1,1,1,1,32.224
0,0,1,0,0,1,1,1,0,1,0,1,1,1,31.368
0,0,0,1,1,1,0,0,1,0,1,1,1,0,31.145
0,1,0,0,1,1,0,0,1,0,0,0,0,0,31.678
1,0,0,0,0,1,1,1,0,0,0,1,0,0,30.433
1,1,0,1,0,0,0,1,1,0,0,1,1,1,31.338
1,1,0,0,0,1,1,1,0,0,0,0,1,0,32.291
1,0,0,1,1,0,0,1,1,1,1,1,1,1,31.367
0,1,1,0,1,0,1,1,1,0,0,1,1,1,30.563
0,1,0,1,1,0,1,1,0,0,0,0,1,0,31.983
1,0,0,0,1,1,1,1,1,1,1,0,0,0,32.149
1,0,1,1,0,1,0,1,0,0,1,1,0,1,31.716
1,0,1,0,1,0,0,1,1,0,1,0,0,1,30.643
1,1,1,1,1,1,1,1,1,1,1,0,1,1,31.514
1,1,1,0,1,1,0,0,1,1,0,1,1,1,31.354
0,1,0,1,1,0,0,0,1,0,1,0,0,1,30.961
1,0,1,0,1,1,0,1,1,1,1,0,1,1,31.872
0,0,0,1,1,0,1,1,0,1,1,1,0,0,30.987
1,0,0,0,0,1,0,1,1,0,1,0,0,1,31.32
1,0,1,0,0,1,1,1,1,1,0,0,1,0,31.861
0,0,0,1,0,0,1,1,1,1,1,0,1,1,31.83
0,0,0,0,1,0,1,1,1,1,1,1,0,0,31.86
0,1,1,0,0,0,1,0,1,0,1,0,1,0,31.638
0,1,0,0,1,0,1,0,0,0,1,0,0,0,31.709
1,0,0,1,1,1,0,1,0,1,1,1,1,1,31.8
1,1,0,0,1,0,0,0,1,1,1,1,1,0,32.647
1,1,0,1,0,0,0,0,0,1,0,1,1,1,31.38
0,0,1,1,1,1,1,0,1,1,0,1,1,0,31.994
0,1,1,0,0,0,1,0,1,0,0,0,1,0,30.968
0,1,0,1,1,0,1,1,0,1,1,1,0,0,31.525
0,1,1,0,0,1,0,0,1,1,1,1,1,1,31.537
1,0,1,1,0,1,1,0,1,1,0,1,0,0,31.754
0,1,0,1,0,0,1,1,1,0,1,0,0,1,31.944
1,0,1,1,0,0,1,0,1,0,1,1,1,1,31.475
0,0,1,1,0,1,1,0,1,0,1,0,0,1,31.344
0,0,0,1,1,1,0,1,0,1,0,1,0,1,32.334
1,1,1,0,0,0,0,1,1,1,1,1,0,1,31.771
0,1,0,0,0,1,0,0,1,1,0,0,1,0,33.034
1,0,0,1,1,1,1,0,1,0,0,0,1,1,31.667
1,1,0,1,1,1,1,1,0,1,1,1,1,1,31.46
1,0,1,0,0,1,0,0,1,1,1,0,0,1,32.199
0,1,0,1,1,0,1,1,1,1,1,1,0,0,31.806
1,0,0,1,0,1,0,0,0,1,1,0,0,1,31.7
0,1,0,1,0,1,1,1,0,0,1,1,1,0,31.794
1,0,1,1,0,0,0,1,1,0,1,1,1,1,30.647
1,0,1,1,0,0,0,0,1,0,1,1,1,1,31.601
0,1,1,1,1,0,1,1,0,1,0,1,0,1,32.097
1,1,1,1,1,1,1,0,0,0,0,0,0,1,30.765
1,0,0,0,1,0,0,0,1,1,1,0,0,1,30.836
0,0,0,0,1,0,1,0,1,1,1,0,0,0,31.517
0,1,1,1,0,1,1,1,0,1,1,0,1,0,31.42
0,1,1,0,0,0,1,0,1,0,1,1,1,0,31.342
0,0,0,0,0,1,0,0,0,0,0,1,0,1,31.623
1,1,0,0,0,1,1,1,0,0,1,1,1,0,31.191
1,0,0,0,0,0,1,0,0,0,0,1,0,0,31.411
1,1,0,1,1,1,0,1,0,1,0,1,1,0,31.384
0,1,0,1,1,1,1,0,1,1,1,0,1,1,31.845
0,1,0,1,1,0,0,0,0,0,0,0,0,1,31.466
1,1,0,1,0,0,0,1,1,1,0,0,1,0,31.116
0,1,0,1,1,0,0,0,0,0,1,1,1,0,31.463
0,1,1,1,0,1,1,1,1,1,0,0,1,1,31.323
0,0,1,1,1,0,1,1,0,1,1,0,1,1,32.2
1,1,0,0,0,0,1,0,1,1,0,1,0,1,31.295
0,0,0,0,1,0,1,1,0,0,1,1,1,0,32.231
1,1,0,1,0,0,0,0,0,0,1,0,0,0,31.261
0,1,1,0,0,0,1,1,0,1,0,0,1,0,31.713
1,0,1,1,1,1,0,0,1,0,1,0,0,1,31.651
1,1,1,1,0,0,1,0,1,1,1,1,0,0,32.079
1,0,1,0,0,0,1,1,0,0,0,0,0,0,31.646
1,1,1,0,1,1,0,0,1,0,0,0,0,0,31.071
1,1,0,0,1,1,0,0,1,0,0,1,0,0,31.24
0,0,0,1,1,0,1,0,0,1,0,0,0,0,31.962
0,0,0,0,1,1,0,0,1,0,1,1,0,0,31.427
0,0,1,1,0,0,1,1,1,1,1,0,0,1,32.126
1,0,1,0,0,0,0,1,0,1,0,0,0,0,30.644
0,0,1,0,1,1,0,0,1,0,0,1,1,0,32.073
0,0,0,1,1,1,0,1,0,1,0,1,1,1,31.165
1,1,1,1,1,0,1,0,0,1,1,0,1,0,32.307
0,1,1,1,0,1,1,1,0,0,1,1,1,1,31.468
0,0,1,1,0,1,0,0,1,0,0,0,1,0,31.424
0,1,1,1,1,0,0,1,0,0,1,1,0,1,31.711
0,0,1,1,0,0,1,1,0,0,1,0,0,1,32.288
1,1,1,0,1,1,1,0,1,0,0,0,1,0,32.139
1,1,0,0,1,0,1,0,0,1,0,0,0,0,32.584
0,0,1,1,1,1,0,1,0,1,0,1,1,1,31.558
0,0,1,1,1,0,1,0,0,1,1,0,1,1,31.776
0,1,0,0,1,0,0,0,1,1,0,0,1,0,30.732
0,0,1,0,0,0,1,1,0,0,1,1,0,0,31.632
1,1,0,0,0,0,0,1,1,1,1,0,0,0,31.917
0,1,0,0,1,0,0,0,0,1,1,0,1,0,31.188
0,0,1,1,0,0,0,1,0,0,0,0,0,0,31.671
1,0,1,0,1,0,0,0,1,0,0,1,0,0,31.103
1,0,1,1,1,0,0,1,0,0,0,1,1,0,31.721
0,1,1,0,0,0,1,1,0,1,0,0,0,1,30.39
1,0,1,1,0,0,0,0,0,0,1,0,1,0,31.52
1,0,0,0,0,0,1,0,0,1,1,0,1,1,31.547
1,1,1,1,0,1,0,1,0,0,0,1,1,0,32.52
0,1,1,0,0,0,0,0,1,1,1,1,0,0,30.546
1,1,1,1,0,0,0,1,1,1,0,0,0,0,31.528
0,0,0,1,1,0,0,0,0,1,1,0,1,0,30.997
1,1,0,0,1,0,0,0,1,1,0,0,1,0,31.641
0,1,1,0,0,0,1,0,1,1,0,0,1,1,31.682
1,1,1,0,0,1,0,0,1,1,0,1,1,0,30.715
0,1,0,1,0,1,1,1,1,1,1,0,1,1,31.995
0,1,1,0,0,1,0,0,1,0,1,1,0,0,32.063
1,0,0,0,1,1,0,0,1,1,0,1,1,1,30.506
0,0,1,0,0,1,1,1,1,0,1,1,1,0,31.883
0,1,0,1,1,0,1,1,1,0,1,0,0,1,31.877
1,0,1,0,0,0,0,0,1,0,0,0,1,1,32.255
0,1,1,0,0,0,1,0,0,0,0,0,1,1,31.126
0,1,1,0,0,1,0,0,0,1,1,1,1,1,30.983
0,1,0,1,0,0,0,0,0,0,0,0,1,1,32.445
0,0,1,0,1,0,0,1,1,0,1,0,0,0,31.878
1,1,0,0,0,1,1,0,1,0,0,1,0,1,32.425
1,0,0,0,0,0,1,0,1,1,0,0,1,1,30.343
0,1,1,1,0,1,0,0,1,0,1,0,1,0,30.783
0,0,0,1,0,0,0,1,1,0,0,0,1,0,31.437
1,0,1,0,1,0,0,0,0,1,0,1,1,0,31.457
1,0,0,1,1,0,1,0,1,1,1,0,0,1,31.361
1,1,1,0,1,0,1,0,1,1,0,0,1,1,31.826
0,1,1,1,0,0,1,1,1,0,1,1,1,0,31.949
1,1,0,1,1,0,1,1,1,0,0,1,1,0,31.79
1,0,1,0,0,1,0,1,0,1,1,0,1,0,32.978
0,1,0,0,1,0,0,0,1,0,1,0,1,1,32.166
1,0,0,1,1,0,1,0,0,0,1,0,0,0,31.412
1,0,1,0,1,1,1,0,0,1,0,0,0,1,31.139
1,1,1,1,0,0,0,1,1,1,1,1,0,1,31.441
1,1,1,0,0,0,0,1,0,1,0,1,0,0,31.629
1,0,0,1,1,1,0,0,0,0,0,0,0,1,30.988
0,1,1,1,0,0,0,1,1,0,1,1,0,1,30.897
0,1,0,1,1,0,0,0,0,0,0,1,0,1,31.511
0,0,0,0,0,1,1,0,1,1,1,0,0,0,31.936
0,1,1,0,0,0,0,1,0,1,1,0,1,0,31.042
0,1,1,0,1,1,0,0,0,1,0,1,1,1,30.717
1,1,1,1,0,1,1,1,0,1,0,0,1,0,31.424
0,1,0,0,1,0,1,0,1,1,0,1,0,0,31.624
1,1,0,1,0,1,1,0,0,1,1,1,1,0,31.089
1,1,1,0,1,0,1,1,1,0,1,0,0,1,31.287
1,0,0,0,0,1,1,0,1,1,1,1,1,0,32.129
0,0,1,1,0,1,1,1,1,1,1,0,0,0,31.245
0,1,0,1,1,0,1,1,1,0,0,0,1,1,31.696
1,0,1,1,0,0,1,0,1,0,0,1,1,1,30.889
0,1,0,0,1,0,1,0,1,0,0,0,1,1,31.548
1,1,1,1,1,0,1,0,1,1,0,0,0,0,32.04
0,1,0,1,0,0,1,0,0,1,1,1,0,0,31.158
1,1,1,1,1,1,1,1,1,1,0,0,0,0,32.255
0,1,0,1,1,0,1,0,1,0,1,1,0,0,31.873
1,0,0,1,1,0,0,0,0,1,1,0,0,1,30.779
1,1,0,1,0,1,1,0,0,1,1,1,0,0,31.696
0,0,1,1,1,1,0,0,1,0,0,0,0,1,31.236
0,0,1,0,0,0,0,0,1,1,1,1,0,0,32.109
0,0,1,0,0,1,0,0,0,0,1,0,1,0,32.669
1,0,1,0,0,1,1,0,0,1,1,0,0,0,32.386
1,0,0,1,0,0,1,0,1,0,1,1,0,1,33.102
0,0,1,1,1,0,1,0,0,1,1,0,1,0,31.507
1,1,1,1,0,1,1,0,0,0,1,0,1,1,32.246
1,1,0,1,1,1,0,1,0,0,1,1,1,1,31.874
0,1,0,1,1,0,1,0,1,0,0,0,0,0,31.523
1,0,0,0,1,0,1,1,1,0,0,1,1,1,31.12
0,0,1,0,1,1,1,0,0,0,0,1,1,0,31.638
1,0,1,0,0,1,1,0,0,0,1,0,1,0,31.502
0,0,0,0,1,1,0,1,1,1,1,1,0,1,37.373
0,0,0,1,0,1,1,0,0,1,0,0,1,1,30.537
1,1,0,1,0,0,0,0,1,1,1,1,0,0,32.548
0,1,1,1,0,1,0,1,1,0,1,1,1,1,31.154
0,1,1,1,0,1,1,1,0,0,0,1,1,1,31.721
1,0,0,0,0,0,1,0,0,1,0,1,1,0,31.277
1,1,1,0,1,1,1,1,0,0,0,0,1,1,30.712
1,1,1,1,0,0,0,1,1,0,1,0,0,0,30.153
0,0,0,1,0,0,1,1,1,1,0,1,0,0,31.843
0,0,1,1,0,1,0,0,0,1,1,0,1,0,32.11
0,0,0,1,1,0,0,1,0,1,0,1,1,1,31.385
1,1,0,1,1,1,0,1,0,0,1,0,0,1,31.812
1,0,1,1,1,1,1,1,0,1,0,0,0,1,31.22
0,0,1,0,1,0,1,0,1,0,0,0,1,0,32.582
0,1,0,0,0,1,0,0,0,0,0,1,1,0,30.843
0,0,1,0,1,0,0,0,0,1,1,0,0,0,31.485
1,1,0,1,0,1,1,0,1,0,0,0,1,1,32.274
1,0,0,1,0,0,0,1,1,0,1,0,1,1,30.995
1,1,0,1,1,0,1,0,0,1,1,0,0,1,32.753
0,0,0,0,1,0,0,0,1,1,1,0,1,1,31.313
0,1,1,0,0,0,0,1,0,1,0,1,1,1,30.762
1,0,1,0,0,1,0,0,1,0,1,0,0,0,31.622
0,1,0,1,1,1,0,0,1,0,1,0,0,0,31.082
0,1,1,0,0,0,1,0,0,1,1,0,1,1,31.872
1,0,0,1,1,0,1,1,0,1,0,1,1,1,30.688
1,0,1,1,0,1,0,1,1,0,1,1,1,1,31.82
0,0,1,1,1,0,1,1,1,1,1,0,1,1,32.427
1,0,1,1,1,0,1,1,1,0,0,0,0,0,30.997
1,0,1,1,1,1,0,0,0,0,1,0,1,0,31.713
0,0,1,0,0,0,1,1,0,1,0,1,1,0,31.219
1,1,1,0,1,1,1,1,0,0,0,1,1,1,31.739
0,1,0,1,0,1,1,0,1,0,1,0,1,1,31.012
0,1,1,1,0,0,0,0,1,1,1,0,0,0,31.658
0,1,0,1,0,1,0,1,0,0,0,0,1,1,31.491
1,1,0,0,1,0,0,1,0,0,0,1,1,0,31.677
0,1,0,1,1,0,0,0,1,0,1,0,0,1,31.807
0,1,1,0,0,1,1,0,0,1,0,0,0,0,31.549
0,0,1,1,1,1,1,0,0,1,0,1,1,1,31.129
1,0,1,1,1,1,0,1,0,1,0,0,0,1,31.261
1,1,1,0,1,0,1,0,1,1,0,0,0,0,30.752
1,0,0,0,1,1,0,1,1,0,1,1,1,1,31.106
0,1,1,0,1,1,1,1,1,1,1,0,1,1,32.143
0,0,1,0,1,1,1,1,1,0,1,1,0,1,32.029
0,0,1,1,1,0,0,1,1,1,0,1,1,1,30.418
0,0,0,0,1,0,1,1,0,1,0,0,0,0,31.972
1,1,1,1,1,1,1,1,0,0,0,0,1,1,31.023
0,0,1,1,0,0,0,1,1,0,0,0,1,1,31.829
0,0,1,0,1,1,1,0,1,1,1,1,0,0,31.508
0,1,0,1,1,0,0,0,1,1,0,0,1,1,31.579
0,0,1,1,1,0,1,0,0,1,1,1,1,0,31.528
0,0,0,1,0,0,0,0,1,0,1,1,0,1,31.932
0,0,0,0,0,1,1,0,1,1,1,0,0,1,32.132
1,0,1,1,1,1,0,1,1,1,0,1,1,0,31.217
1,0,0,0,1,0,1,1,0,0,1,0,1,0,30.673
1,0,0,0,1,0,1,0,1,0,1,0,1,0,32.563
0,0,0,1,0,1,1,1,0,0,1,1,1,0,30.903
1,1,0,1,1,1,0,1,1,0,0,1,0,1,32.377
0,1,0,0,0,1,1,1,0,1,0,0,1,0,31.817
1,1,1,0,0,1,1,1,1,1,0,1,1,1,31.024
1,1,0,1,1,0,1,1,0,1,0,0,0,1,31.605
0,1,1,0,0,1,0,1,0,0,1,1,0,1,31.239
1,1,1,0,0,1,0,1,0,1,1,1,0,0,31.748
1,1,0,1,1,1,1,0,0,0,1,0,1,0,31.575
1,0,0,0,0,0,1,0,0,1,0,1,1,1,32.0
1,1,0,1,1,0,1,1,0,1,0,1,0,1,30.859
0,1,1,0,0,1,0,0,1,1,0,0,1,1,32.072
1,1,1,1,1,1,1,0,1,1,1,0,0,0,31.181
1,1,1,0,1,1,1,0,1,1,0,0,1,1,32.289
0,0,1,0,1,1,1,1,1,0,0,1,1,1,31.968
1,0,0,1,1,1,1,1,1,1,0,1,0,1,30.783
1,0,1,1,1,0,0,0,1,1,0,0,1,1,31.566
1,0,0,1,1,1,1,0,1,1,1,1,1,0,32.08
0,0,1,1,1,0,1,1,1,1,0,1,0,0,32.266
1,0,0,0,0,0,1,0,1,1,0,0,0,1,31.399
0,1,0,0,1,0,1,0,1,0,0,0,1,0,32.204
1,0,0,1,1,1,0,1,0,0,0,1,1,1,32.226
0,0,1,0,0,1,1,1,1,0,0,0,0,1,31.317
1,1,0,1,1,0,1,1,0,0,1,0,0,0,31.937
0,1,0,0,1,1,1,1,1,0,1,1,0,1,31.768
1,0,1,0,1,0,1,1,1,1,1,0,0,1,31.897
1,0,0,0,1,0,1,1,1,0,1,0,0,1,30.655
0,0,1,1,1,0,1,0,1,1,1,1,0,1,30.481
1,1,1,1,0,0,0,0,0,0,0,0,1,0,31.291
0,1,1,1,1,0,0,1,0,0,0,0,1,1,31.124
1,1,0,1,1,0,1,0,1,0,1,1,0,1,31.554
1,0,1,0,1,1,1,0,1,0,1,1,0,1,31.484
0,0,0,1,0,1,0,0,1,0,0,1,0,0,31.411
0,0,0,1,0,0,1,0,1,0,0,0,0,1,32.25
0,1,1,1,1,0,0,0,1,0,1,1,0,0,31.144
0,1,0,1,0,0,0,0,1,1,1,1,1,0,31.306
0,0,0,1,1,1,0,1,1,1,1,1,1,1,31.688
1,1,1,0,0,0,1,1,0,1,1,1,0,0,31.121
0,1,0,0,0,1,1,1,0,0,1,0,1,0,31.051
1,1,0,1,0,0,0,0,0,0,0,0,1,0,31.216
0,0,1,1,0,0,1,0,1,1,1,1,1,1,32.684
1,1,1,1,1,0,1,0,1,0,1,1,1,1,32.084
1,0,1,1,1,0,0,0,0,1,1,1,0,1,30.822
0,0,0,1,0,0,1,0,1,1,0,0,0,1,30.441
1,0,0,1,0,1,0,0,1,0,1,1,1,1,30.211
1,1,0,0,1,0,1,0,0,0,0,0,1,1,31.176
0,1,1,0,0,1,0,0,0,1,1,1,0,1,33.081
1,1,1,0,0,0,0,0,1,0,0,0,0,1,31.662
0,0,1,0,1,1,0,0,0,0,1,0,0,1,31.597
1,1,1,1,0,1,1,0,0,1,1,0,1,1,31.034
0,1,0,0,1,1,0,0,0,1,1,1,0,0,31.626
0,0,0,1,0,0,0,0,0,1,1,0,0,1,31.818
0,0,1,1,1,1,1,0,0,0,1,1,1,1,32.398
0,0,1,1,0,1,0,1,1,1,1,1,0,1,31.414
0,0,1,0,1,0,1,0,1,1,0,1,0,0,30.467
1,1,1,0,0,1,0,1,0,1,0,0,1,0,30.74
0,1,1,0,0,0,0,1,0,1,1,1,1,1,31.513
0,0,0,1,1,1,0,0,0,1,1,1,1,0,31.46
0,1,0,0,0,1,1,0,1,1,1,1,1,0,31.099
1,1,0,1,0,0,1,1,1,0,1,0,1,0,30.972
1,0,1,0,1,0,1,0,0,1,1,1,1,1,31.318
1,1,0,0,0,1,0,1,0,1,1,0,1,0,31.466
1,1,0,1,1,1,0,0,1,1,1,1,1,0,30.887
0,1,1,1,0,0,0,1,1,1,1,1,0,0,32.705
0,1,1,1,0,1,0,0,0,0,0,0,0,0,30.572
1,0,1,0,0,0,1,0,0,0,1,0,1,0,31.525
1,0,0,0,1,0,1,1,0,1,0,0,0,1,31.571
0,0,1,0,0,1,0,0,0,0,0,0,1,1,31.731
0,1,0,0,1,0,0,0,0,1,0,0,1,1,31.446
0,0,1,0,1,0,1,1,0,0,1,1,0,0,32.296
1,1,0,1,0,0,0,1,0,1,1,1,0,1,31.252
0,0,1,0,0,1,0,0,1,0,0,1,0,1,31.775
0,0,0,1,0,1,1,0,0,0,1,1,0,0,30.977
0,0,1,1,1,0,0,0,1,0,0,0,0,1,30.674
0,1,0,1,1,0,0,0,1,0,1,0,0,0,31.746
1,0,0,0,0,0,1,0,1,0,1,1,1,1,31.261
0,0,0,1,0,0,0,0,0,0,1,0,0,0,31.595
1,1,1,1,0,0,0,0,1,1,1,1,1,0,30.543
0,0,0,0,0,0,1,1,0,0,0,0,1,1,31.666
0,1,0,0,0,1,1,0,1,0,1,1,0,0,30.82
0,0,0,0,1,1,0,1,1,1,0,0,0,0,31.72
0,0,1,0,0,0,1,1,1,0,0,0,0,1,31.232
0,0,1,0,1,0,1,0,0,0,1,1,1,1,31.522
0,0,1,1,0,1,1,1,1,0,0,0,1,0,31.608
0,0,1,0,1,1,0,1,0,1,0,0,1,1,31.374
1,1,0,1,0,0,0,0,0,0,0,1,1,0,32.89
0,1,1,0,0,0,1,0,1,1,0,0,0,0,30.928
1,1,0,1,1,1,0,0,0,1,0,0,0,1,32.033
1,0,1,0,1,1,0,0,1,1,1,0,1,1,31.333
1,0,0,0,1,1,1,0,0,1,1,0,1,1,31.242
1,1,1,0,1,0,1,0,1,1,1,0,0,0,31.509
1,1,0,1,0,0,1,0,0,0,1,0,1,1,31.984
1,1,1,0,0,1,1,0,1,0,0,0,0,0,31.478
1,1,0,0,0,0,0,1,1,0,0,1,1,0,32.799
0,0,1,1,0,0,1,1,0,0,0,1,1,1,32.174
0,1,0,1,0,1,0,1,1,1,1,1,0,1,32.529
0,1,1,0,1,1,0,1,0,1,0,0,1,1,31.499
1,1,1,0,0,1,0,0,0,1,0,1,1,0,31.142
1,0,1,0,0,1,0,0,1,0,1,1,1,1,31.613
1,1,0,1,0,1,0,0,0,1,0,0,1,0,31.551
0,0,1,1,0,1,1,0,0,1,0,1,1,0,31.269
0,1,0,0,1,0,1,1,0,1,0,1,1,1,31.771
0,1,0,1,0,0,0,1,0,1,1,1,0,1,31.558
1,0,1,1,1,0,0,0,1,1,1,0,1,1,32.134
0,1,0,0,0,0,1,0,0,1,1,1,0,1,31.938
0,0,0,1,0,1,1,0,1,1,1,1,1,1,32.002
1,0,0,0,0,1,0,0,1,0,0,1,1,0,31.321
0,0,0,0,0,1,0,0,1,1,1,0,0,1,31.481
1,0,1,1,0,0,1,1,0,1,1,1,1,1,31.458
0,0,0,0,1,0,1,1,0,0,1,1,0,0,31.522
0,1,1,1,1,0,1,1,0,1,1,0,1,0,32.477
0,1,1,0,1,0,1,0,1,0,0,1,1,1,31.307
1,1,0,1,0,1,0,0,1,0,1,0,1,1,31.395
0,0,1,1,1,0,1,1,0,0,0,1,1,1,31.902
1,1,1,0,0,0,0,1,1,0,0,0,1,0,31.834
0,0,0,1,0,1,1,1,1,0,0,1,0,1,31.781
1,1,0,0,0,0,1,0,1,1,1,0,0,1,31.688
0,1,1,0,1,0,0,1,1,0,0,0,0,1,31.664
1,1,0,1,0,1,1,0,0,1,1,1,0,1,32.337
1,1,1,0,1,0,1,0,1,0,0,1,0,0,31.2
0,1,1,0,1,0,0,1,1,1,0,0,0,0,31.697
1,1,0,0,0,0,1,1,0,1,0,0,1,1,31.291
0,1,1,0,1,0,1,1,1,1,0,0,0,1,30.578
0,0,1,0,1,1,0,1,0,0,0,1,1,0,30.432
0,1,0,1,1,1,1,0,1,1,1,1,0,1,31.614
0,0,1,1,0,0,0,0,1,1,0,0,0,0,31.054
1,1,0,0,0,1,0,0,1,0,1,1,0,1,31.715
0,1,0,1,0,1,1,0,1,1,0,0,1,0,31.268
0,0,1,1,0,0,0,1,1,0,1,1,1,0,31.927
0,0,1,1,0,1,0,1,1,0,1,1,0,1,31.777
0,1,0,0,0,1,0,0,1,0,1,0,0,1,31.7
1,0,1,0,0,1,0,1,1,1,0,1,1,1,32.009
0,1,1,1,1,0,0,0,1,0,0,0,0,0,31.419
1,1,0,1,0,1,0,1,0,1,1,0,1,1,31.257
1,1,1,1,1,1,0,1,1,0,0,1,1,0,31.668
0,1,0,1,0,0,0,1,0,0,1,0,0,0,31.637
0,1,0,0,1,0,1,1,1,0,1,1,1,1,30.613
1,1,0,1,0,1,0,0,0,0,0,0,0,1,31.663
0,1,1,0,1,0,1,0,1,0,0,1,1,0,31.969
0,0,0,0,0,1,1,1,0,0,0,0,0,1,31.182
0,1,1,0,0,1,1,1,0,0,0,0,1,1,31.394
1,0,0,1,1,1,0,1,1,0,1,1,1,1,30.694
0,1,0,0,1,1,1,0,0,1,0,0,1,1,31.27
1,0,0,1,1,0,0,0,0,1,0,1,0,1,32.046
0,1,0,0,0,0,0,1,1,0,1,0,0,1,32.134
1,1,1,0,0,1,1,0,0,0,1,0,0,1,31.899
0,1,0,1,0,1,1,0,0,0,1,0,1,0,31.178
1,1,1,0,0,1,0,1,1,1,1,1,0,0,31.31
1,1,0,1,0,1,0,0,1,1,1,0,0,1,31.281
0,0,0,0,1,0,0,1,0,1,1,1,0,1,31.853
1,1,0,1,0,1,0,0,0,0,0,1,0,0,32.057
1,1,1,0,0,1,1,1,0,1,0,0,0,0,30.846
1,1,1,1,0,0,0,0,1,0,0,0,1,0,32.125
1,0,1,1,0,1,0,1,1,1,0,1,0,0,32.376
1,0,0,1,1,1,1,1,0,0,1,1,0,1,31.901
0,0,1,1,0,1,0,1,0,1,1,1,1,0,31.509
1,1,1,0,0,1,0,0,0,1,0,0,1,0,30.977
0,0,1,1,0,0,0,0,0,1,0,0,0,0,31.749
1,1,0,0,0,1,0,0,0,0,1,0,0,1,31.246
0,1,0,1,0,1,0,1,0,0,0,0,0,0,31.178
0,1,1,1,1,1,0,0,1,0,0,1,0,0,31.764
1,0,1,1,1,0,1,0,1,0,1,0,0,1,31.12
0,0,1,1,0,1,1,1,1,0,0,1,0,1,31.357
1,1,1,1,0,0,0,0,0,1,1,1,0,0,32.109
1,1,1,1,1,1,1,0,0,0,0,0,0,0,31.4
0,0,1,0,0,0,0,0,0,0,1,0,1,0,31.405
0,1,1,0,1,1,1,0,0,0,1,0,1,1,32.228
0,0,1,1,1,0,0,0,0,0,0,1,1,0,30.704
1,0,1,1,0,1,1,1,1,0,0,0,1,1,32.101
1,1,0,0,1,0,0,1,1,1,0,0,0,0,31.304
0,1,0,1,0,0,0,1,1,0,0,1,0,1,31.22
1,0,0,0,1,0,1,0,1,0,0,1,0,1,31.854
1,1,0,0,0,1,0,0,1,0,1,0,0,1,30.659
1,0,0,1,0,0,0,1,0,1,1,0,1,0,31.334
0,0,1,1,1,0,0,0,0,0,1,1,0,0,31.696
0,0,0,1,0,1,1,0,1,0,1,0,0,0,31.514
1,1,0,1,1,0,0,0,0,1,0,1,0,1,32.286
0,0,0,0,0,1,1,1,1,0,0,0,0,0,31.049
0,1,1,0,0,1,0,1,0,0,0,0,1,1,32.119
0,0,0,0,0,1,0,1,1,1,0,1,1,0,31.37
1,1,0,0,1,1,0,0,0,1,0,0,1,1,31.246
1,1,0,0,0,1,0,0,1,0,0,1,1,1,32.934
0,1,1,0,1,0,0,0,0,1,0,1,0,1,34.935
1,0,0,0,0,1,1,0,1,0,0,1,0,0,32.095
0,0,1,0,1,1,0,0,1,0,1,1,0,1,32.1
0,1,1,1,0,1,0,0,1,0,1,1,0,0,31.905
0,1,1,1,0,1,1,0,0,1,0,0,1,0,32.486
1,1,1,0,1,1,1,1,0,0,0,0,1,1,31.253
0,1,0,0,0,1,0,0,0,0,0,0,1,1,31.931
0,0,1,0,0,0,1,1,1,1,1,0,0,1,31.276
1,1,0,1,1,1,1,0,0,1,1,0,0,0,32.129
0,1,0,1,0,1,1,1,0,0,0,1,0,0,32.074
1,0,1,1,0,0,1,1,1,0,1,1,0,0,30.958
1,0,0,1,0,0,0,0,0,0,1,0,0,1,31.809
1,1,0,1,0,0,1,1,1,0,0,1,0,0,31.141
1,0,1,1,0,0,0,1,1,0,0,1,0,0,30.678
0,1,0,1,1,1,0,1,0,1,1,0,0,1,32.022
1,1,0,1,1,1,0,1,1,0,0,0,1,0,31.767
1,1,1,1,1,1,0,0,1,0,0,1,1,0,30.66
1,0,1,0,1,0,1,0,1,0,0,1,0,0,31.329
0,0,0,1,1,0,0,1,0,0,0,1,1,1,32.05
0,0,1,0,0,0,0,1,0,0,0,1,0,0,31.959
1,0,1,1,0,1,0,0,0,1,0,0,0,0,31.487
0,0,0,0,1,1,1,1,0,0,0,0,0,0,31.3
1,0,0,1,0,0,0,0,0,1,1,1,0,0,30.83
1,1,1,0,1,0,1,1,0,1,1,0,1,0,31.555
0,1,0,0,0,1,0,1,0,1,1,1,0,0,31.718
1,0,1,1,0,1,1,1,0,1,1,1,0,1,30.634
1,0,0,0,0,0,0,1,0,1,0,1,0,1,31.56
0,0,1,1,1,0,1,1,0,1,0,0,1,1,31.536
0,0,1,1,1,1,0,1,0,1,1,1,0,0,31.511
