SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandbatch.4
0,0,0,0,0,1,0,0,1,0,0,0,0,1,20.088
1,1,0,1,1,1,0,1,0,0,1,1,1,1,21.409
0,0,1,0,0,1,1,1,0,1,0,1,1,1,21.584
0,0,0,1,1,1,0,0,1,0,1,1,1,0,21.473
0,1,0,0,1,1,0,0,1,0,0,0,0,0,20.171
1,0,0,0,0,1,1,1,0,0,0,1,0,0,21.488
1,1,0,1,0,0,0,1,1,0,0,1,1,1,21.295
1,1,0,0,0,1,1,1,0,0,0,0,1,0,20.081
1,0,0,1,1,0,0,1,1,1,1,1,1,1,21.548
0,1,1,0,1,0,1,1,1,0,0,1,1,1,21.02
0,1,0,1,1,0,1,1,0,0,0,0,1,0,20.475
1,0,0,0,1,1,1,1,1,1,1,0,0,0,20.236
1,0,1,1,0,1,0,1,0,0,1,1,0,1,21.424
1,0,1,0,1,0,0,1,1,0,1,0,0,1,22.568
1,1,1,1,1,1,1,1,1,1,1,0,1,1,20.123
1,1,1,0,1,1,0,0,1,1,0,1,1,1,21.489
0,1,0,1,1,0,0,0,1,0,1,0,0,1,20.158
1,0,1,0,1,1,0,1,1,1,1,0,1,1,20.088
0,0,0,1,1,0,1,1,0,1,1,1,0,0,21.526
1,0,0,0,0,1,0,1,1,0,1,0,0,1,20.345
1,0,1,0,0,1,1,1,1,1,0,0,1,0,20.144
0,0,0,1,0,0,1,1,1,1,1,0,1,1,20.002
0,0,0,0,1,0,1,1,1,1,1,1,0,0,21.493
0,1,1,0,0,0,1,0,1,0,1,0,1,0,20.051
0,1,0,0,1,0,1,0,0,0,1,0,0,0,19.829
1,0,0,1,1,1,0,1,0,1,1,1,1,1,21.756
1,1,0,0,1,0,0,0,1,1,1,1,1,0,21.306
1,1,0,1,0,0,0,0,0,1,0,1,1,1,21.557
0,0,1,1,1,1,1,0,1,1,0,1,1,0,21.276
0,1,1,0,0,0,1,0,1,0,0,0,1,0,19.991
0,1,0,1,1,0,1,1,0,1,1,1,0,0,21.205
0,1,1,0,0,1,0,0,1,1,1,1,1,1,21.769
1,0,1,1,0,1,1,0,1,1,0,1,0,0,21.599
0,1,0,1,0,0,1,1,1,0,1,0,0,1,20.05
1,0,1,1,0,0,1,0,1,0,1,1,1,1,22.215
0,0,1,1,0,1,1,0,1,0,1,0,0,1,20.044
0,0,0,1,1,1,0,1,0,1,0,1,0,1,21.714
1,1,1,0,0,0,0,1,1,1,1,1,0,1,21.588
0,1,0,0,0,1,0,0,1,1,0,0,1,0,20.058
1,0,0,1,1,1,1,0,1,0,0,0,1,1,19.84
1,1,0,1,1,1,1,1,0,1,1,1,1,1,21.275
1,0,1,0,0,1,0,0,1,1,1,0,0,1,20.124
0,1,0,1,1,0,1,1,1,1,1,1,0,0,21.471
1,0,0,1,0,1,0,0,0,1,1,0,0,1,20.117
0,1,0,1,0,1,1,1,0,0,1,1,1,0,21.387
1,0,1,1,0,0,0,1,1,0,1,1,1,1,21.292
1,0,1,1,0,0,0,0,1,0,1,1,1,1,21.242
0,1,1,1,1,0,1,1,0,1,0,1,0,1,21.464
1,1,1,1,1,1,1,0,0,0,0,0,0,1,20.051
1,0,0,0,1,0,0,0,1,1,1,0,0,1,20.192
0,0,0,0,1,0,1,0,1,1,1,0,0,0,20.165
0,1,1,1,0,1,1,1,0,1,1,0,1,0,20.034
0,1,1,0,0,0,1,0,1,0,1,1,1,0,21.101
0,0,0,0,0,1,0,0,0,0,0,1,0,1,21.581
1,1,0,0,0,1,1,1,0,0,1,1,1,0,21.271
1,0,0,0,0,0,1,0,0,0,0,1,0,0,21.38
1,1,0,1,1,1,0,1,0,1,0,1,1,0,21.431
0,1,0,1,1,1,1,0,1,1,1,0,1,1,20.097
0,1,0,1,1,0,0,0,0,0,0,0,0,1,19.99
1,1,0,1,0,0,0,1,1,1,0,0,1,0,20.311
0,1,0,1,1,0,0,0,0,0,1,1,1,0,21.015
0,1,1,1,0,1,1,1,1,1,0,0,1,1,19.977
0,0,1,1,1,0,1,1,0,1,1,0,1,1,19.89
1,1,0,0,0,0,1,0,1,1,0,1,0,1,21.642
0,0,0,0,1,0,1,1,0,0,1,1,1,0,21.144
1,1,0,1,0,0,0,0,0,0,1,0,0,0,20.117
0,1,1,0,0,0,1,1,0,1,0,0,1,0,20.07
1,0,1,1,1,1,0,0,1,0,1,0,0,1,22.788
1,1,1,1,0,0,1,0,1,1,1,1,0,0,21.658
1,0,1,0,0,0,1,1,0,0,0,0,0,0,20.205
1,1,1,0,1,1,0,0,1,0,0,0,0,0,20.264
1,1,0,0,1,1,0,0,1,0,0,1,0,0,21.544
0,0,0,1,1,0,1,0,0,1,0,0,0,0,20.102
0,0,0,0,1,1,0,0,1,0,1,1,0,0,21.502
0,0,1,1,0,0,1,1,1,1,1,0,0,1,20.225
1,0,1,0,0,0,0,1,0,1,0,0,0,0,20.505
0,0,1,0,1,1,0,0,1,0,0,1,1,0,20.991
0,0,0,1,1,1,0,1,0,1,0,1,1,1,21.495
1,1,1,1,1,0,1,0,0,1,1,0,1,0,20.118
0,1,1,1,0,1,1,1,0,0,1,1,1,1,21.073
0,0,1,1,0,1,0,0,1,0,0,0,1,0,19.916
0,1,1,1,1,0,0,1,0,0,1,1,0,1,23.336
0,0,1,1,0,0,1,1,0,0,1,0,0,1,20.097
1,1,1,0,1,1,1,0,1,0,0,0,1,0,20.034
1,1,0,0,1,0,1,0,0,1,0,0,0,0,20.26
0,0,1,1,1,1,0,1,0,1,0,1,1,1,21.387
0,0,1,1,1,0,1,0,0,1,1,0,1,1,20.038
0,1,0,0,1,0,0,0,1,1,0,0,1,0,20.056
0,0,1,0,0,0,1,1,0,0,1,1,0,0,21.266
1,1,0,0,0,0,0,1,1,1,1,0,0,0,20.141
0,1,0,0,1,0,0,0,0,1,1,0,1,0,19.964
0,0,1,1,0,0,0,1,0,0,0,0,0,0,20.125
1,0,1,0,1,0,0,0,1,0,0,1,0,0,21.46
1,0,1,1,1,0,0,1,0,0,0,1,1,0,21.251
0,1,1,0,0,0,1,1,0,1,0,0,0,1,20.3
1,0,1,1,0,0,0,0,0,0,1,0,1,0,19.842
1,0,0,0,0,0,1,0,0,1,1,0,1,1,20.057
1,1,1,1,0,1,0,1,0,0,0,1,1,0,21.253
0,1,1,0,0,0,0,0,1,1,1,1,0,0,21.362
1,1,1,1,0,0,0,1,1,1,0,0,0,0,20.491
0,0,0,1,1,0,0,0,0,1,1,0,1,0,20.152
1,1,0,0,1,0,0,0,1,1,0,0,1,0,19.994
0,1,1,0,0,0,1,0,1,1,0,0,1,1,20.15
1,1,1,0,0,1,0,0,1,1,0,1,1,0,21.406
0,1,0,1,0,1,1,1,1,1,1,0,1,1,20.089
0,1,1,0,0,1,0,0,1,0,1,1,0,0,21.225
1,0,0,0,1,1,0,0,1,1,0,1,1,1,21.366
0,0,1,0,0,1,1,1,1,0,1,1,1,0,21.399
0,1,0,1,1,0,1,1,1,0,1,0,0,1,20.014
1,0,1,0,0,0,0,0,1,0,0,0,1,1,19.994
0,1,1,0,0,0,1,0,0,0,0,0,1,1,19.959
0,1,1,0,0,1,0,0,0,1,1,1,1,1,21.233
0,1,0,1,0,0,0,0,0,0,0,0,1,1,19.952
0,0,1,0,1,0,0,1,1,0,1,0,0,0,20.015
1,1,0,0,0,1,1,0,1,0,0,1,0,1,22.926
1,0,0,0,0,0,1,0,1,1,0,0,1,1,20.106
0,1,1,1,0,1,0,0,1,0,1,0,1,0,20.016
0,0,0,1,0,0,0,1,1,0,0,0,1,0,19.929
1,0,1,0,1,0,0,0,0,1,0,1,1,0,21.635
1,0,0,1,1,0,1,0,1,1,1,0,0,1,20.451
1,1,1,0,1,0,1,0,1,1,0,0,1,1,20.244
0,1,1,1,0,0,1,1,1,0,1,1,1,0,20.884
1,1,0,1,1,0,1,1,1,0,0,1,1,0,21.298
1,0,1,0,0,1,0,1,0,1,1,0,1,0,20.04
0,1,0,0,1,0,0,0,1,0,1,0,1,1,20.009
1,0,0,1,1,0,1,0,0,0,1,0,0,0,20.254
1,0,1,0,1,1,1,0,0,1,0,0,0,1,20.413
1,1,1,1,0,0,0,1,1,1,1,1,0,1,21.73
1,1,1,0,0,0,0,1,0,1,0,1,0,0,21.678
1,0,0,1,1,1,0,0,0,0,0,0,0,1,20.167
0,1,1,1,0,0,0,1,1,0,1,1,0,1,21.255
0,1,0,1,1,0,0,0,0,0,0,1,0,1,21.463
0,0,0,0,0,1,1,0,1,1,1,0,0,0,20.118
0,1,1,0,0,0,0,1,0,1,1,0,1,0,20.254
0,1,1,0,1,1,0,0,0,1,0,1,1,1,21.484
1,1,1,1,0,1,1,1,0,1,0,0,1,0,20.398
0,1,0,0,1,0,1,0,1,1,0,1,0,0,21.613
1,1,0,1,0,1,1,0,0,1,1,1,1,0,21.353
1,1,1,0,1,0,1,1,1,0,1,0,0,1,20.201
1,0,0,0,0,1,1,0,1,1,1,1,1,0,21.502
0,0,1,1,0,1,1,1,1,1,1,0,0,0,20.272
0,1,0,1,1,0,1,1,1,0,0,0,1,1,19.825
1,0,1,1,0,0,1,0,1,0,0,1,1,1,21.28
0,1,0,0,1,0,1,0,1,0,0,0,1,1,19.871
1,1,1,1,1,0,1,0,1,1,0,0,0,0,20.209
0,1,0,1,0,0,1,0,0,1,1,1,0,0,21.634
1,1,1,1,1,1,1,1,1,1,0,0,0,0,20.517
0,1,0,1,1,0,1,0,1,0,1,1,0,0,21.301
1,0,0,1,1,0,0,0,0,1,1,0,0,1,20.128
1,1,0,1,0,1,1,0,0,1,1,1,0,0,21.386
0,0,1,1,1,1,0,0,1,0,0,0,0,1,20.271
0,0,1,0,0,0,0,0,1,1,1,1,0,0,21.488
0,0,1,0,0,1,0,0,0,0,1,0,1,0,19.967
1,0,1,0,0,1,1,0,0,1,1,0,0,0,22.882
1,0,0,1,0,0,1,0,1,0,1,1,0,1,21.286
0,0,1,1,1,0,1,0,0,1,1,0,1,0,19.826
1,1,1,1,0,1,1,0,0,0,1,0,1,1,20.032
1,1,0,1,1,1,0,1,0,0,1,1,1,1,21.38
0,1,0,1,1,0,1,0,1,0,0,0,0,0,20.378
1,0,0,0,1,0,1,1,1,0,0,1,1,1,21.315
0,0,1,0,1,1,1,0,0,0,0,1,1,0,21.14
1,0,1,0,0,1,1,0,0,0,1,0,1,0,20.018
0,0,0,0,1,1,0,1,1,1,1,1,0,1,21.498
0,0,0,1,0,1,1,0,0,1,0,0,1,1,19.979
1,1,0,1,0,0,0,0,1,1,1,1,0,0,21.725
0,1,1,1,0,1,0,1,1,0,1,1,1,1,21.321
0,1,1,1,0,1,1,1,0,0,0,1,1,1,21.26
1,0,0,0,0,0,1,0,0,1,0,1,1,0,21.424
1,1,1,0,1,1,1,1,0,0,0,0,1,1,20.043
1,1,1,1,0,0,0,1,1,0,1,0,0,0,20.09
0,0,0,1,0,0,1,1,1,1,0,1,0,0,21.736
0,0,1,1,0,1,0,0,0,1,1,0,1,0,20.064
0,0,0,1,1,0,0,1,0,1,0,1,1,1,21.37
1,1,0,1,1,1,0,1,0,0,1,0,0,1,20.039
1,0,1,1,1,1,1,1,0,1,0,0,0,1,20.477
0,0,1,0,1,0,1,0,1,0,0,0,1,0,19.996
0,1,0,0,0,1,0,0,0,0,0,1,1,0,21.077
0,0,1,0,1,0,0,0,0,1,1,0,0,0,20.284
1,1,0,1,0,1,1,0,1,0,0,0,1,1,19.986
1,0,0,1,0,0,0,1,1,0,1,0,1,1,19.902
1,1,0,1,1,0,1,0,0,1,1,0,0,1,20.47
0,0,0,0,1,0,0,0,1,1,1,0,1,1,19.986
0,1,1,0,0,0,0,1,0,1,0,1,1,1,21.148
1,0,1,0,0,1,0,0,1,0,1,0,0,0,20.098
0,1,0,1,1,1,0,0,1,0,1,0,0,0,20.063
0,1,1,0,0,0,1,0,0,1,1,0,1,1,19.909
1,0,0,1,1,0,1,1,0,1,0,1,1,1,21.582
1,0,1,1,0,1,0,1,1,0,1,1,1,1,21.301
0,0,1,1,1,0,1,1,1,1,1,0,1,1,20.229
1,0,1,1,1,0,1,1,1,0,0,0,0,0,20.214
1,0,1,1,1,1,0,0,0,0,1,0,1,0,19.937
0,0,1,0,0,0,1,1,0,1,0,1,1,0,21.465
1,1,1,0,1,1,1,1,0,0,0,1,1,1,21.158
0,1,0,1,0,1,1,0,1,0,1,0,1,1,19.937
0,1,1,1,0,0,0,0,1,1,1,0,0,0,20.19
0,1,0,1,0,1,0,1,0,0,0,0,1,1,19.822
1,1,0,0,1,0,0,1,0,0,0,1,1,0,21.163
0,1,0,1,1,0,0,0,1,0,1,0,0,1,20.005
0,1,1,0,0,1,1,0,0,1,0,0,0,0,20.133
0,0,1,1,1,1,1,0,0,1,0,1,1,1,21.507
1,0,1,1,1,1,0,1,0,1,0,0,0,1,20.451
1,1,1,0,1,0,1,0,1,1,0,0,0,0,20.554
1,0,0,0,1,1,0,1,1,0,1,1,1,1,21.463
0,1,1,0,1,1,1,1,1,1,1,0,1,1,19.943
0,0,1,0,1,1,1,1,1,0,1,1,0,1,21.403
0,0,1,1,1,0,0,1,1,1,0,1,1,1,21.492
0,0,0,0,1,0,1,1,0,1,0,0,0,0,20.235
1,1,1,1,1,1,1,1,0,0,0,0,1,1,20.03
0,0,1,1,0,0,0,1,1,0,0,0,1,1,19.766
0,0,1,0,1,1,1,0,1,1,1,1,0,0,21.321
0,1,0,1,1,0,0,0,1,1,0,0,1,1,20.114
0,0,1,1,1,0,1,0,0,1,1,1,1,0,21.577
0,0,0,1,0,0,0,0,1,0,1,1,0,1,21.6
0,0,0,0,0,1,1,0,1,1,1,0,0,1,20.319
1,0,1,1,1,1,0,1,1,1,0,1,1,0,21.627
1,0,0,0,1,0,1,1,0,0,1,0,1,0,20.145
1,0,0,0,1,0,1,0,1,0,1,0,1,0,19.929
0,0,0,1,0,1,1,1,0,0,1,1,1,0,21.18
1,1,0,1,1,1,0,1,1,0,0,1,0,1,21.6
0,1,0,0,0,1,1,1,0,1,0,0,1,0,20.113
1,1,1,0,0,1,1,1,1,1,0,1,1,1,21.529
1,1,0,1,1,0,1,1,0,1,0,0,0,1,21.943
0,1,1,0,0,1,0,1,0,0,1,1,0,1,21.38
1,1,1,0,0,1,0,1,0,1,1,1,0,0,21.733
1,1,0,1,1,1,1,0,0,0,1,0,1,0,19.971
1,0,0,0,0,0,1,0,0,1,0,1,1,1,21.607
1,1,0,1,1,0,1,1,0,1,0,1,0,1,21.679
0,1,1,0,0,1,0,0,1,1,0,0,1,1,20.105
1,1,1,1,1,1,1,0,1,1,1,0,0,0,20.238
1,1,1,0,1,1,1,0,1,1,0,0,1,1,20.021
0,0,1,0,1,1,1,1,1,0,0,1,1,1,21.344
1,0,0,1,1,1,1,1,1,1,0,1,0,1,21.975
1,0,1,1,1,0,0,0,1,1,0,0,1,1,20.288
1,0,0,1,1,1,1,0,1,1,1,1,1,0,21.769
0,0,1,1,1,0,1,1,1,1,0,1,0,0,21.54
1,0,0,0,0,0,1,0,1,1,0,0,0,1,20.417
0,1,0,0,1,0,1,0,1,0,0,0,1,0,21.366
1,0,0,1,1,1,0,1,0,0,0,1,1,1,21.234
0,0,1,0,0,1,1,1,1,0,0,0,0,1,22.561
1,1,0,1,1,0,1,1,0,0,1,0,0,0,20.063
0,1,0,0,1,1,1,1,1,0,1,1,0,1,21.202
1,0,1,0,1,0,1,1,1,1,1,0,0,1,20.363
1,0,0,0,1,0,1,1,1,0,1,0,0,1,20.241
0,0,1,1,1,0,1,0,1,1,1,1,0,1,21.284
1,1,1,1,0,0,0,0,0,0,0,0,1,0,20.184
0,1,1,1,1,0,0,1,0,0,0,0,1,1,20.224
1,1,0,1,1,0,1,0,1,0,1,1,0,1,21.385
1,0,1,0,1,1,1,0,1,0,1,1,0,1,21.467
0,0,0,1,0,1,0,0,1,0,0,1,0,0,21.337
0,0,0,1,0,0,1,0,1,0,0,0,0,1,20.184
0,1,1,1,1,0,0,0,1,0,1,1,0,0,21.25
0,1,0,1,0,0,0,0,1,1,1,1,1,0,21.253
0,0,0,1,1,1,0,1,1,1,1,1,1,1,21.354
1,1,1,0,0,0,1,1,0,1,1,1,0,0,21.692
0,1,0,0,0,1,1,1,0,0,1,0,1,0,19.908
1,1,0,1,0,0,0,0,0,0,0,0,1,0,20.296
0,0,1,1,0,0,1,0,1,1,1,1,1,1,21.503
1,1,1,1,1,0,1,0,1,0,1,1,1,1,21.325
1,0,1,1,1,0,0,0,0,1,1,1,0,1,21.62
0,0,0,1,0,0,1,0,1,1,0,0,0,1,20.1
1,0,0,1,0,1,0,0,1,0,1,1,1,1,21.372
1,1,0,0,1,0,1,0,0,0,0,0,1,1,19.943
0,1,1,0,0,1,0,0,0,1,1,1,0,1,21.57
1,1,1,0,0,0,0,0,1,0,0,0,0,1,20.265
0,0,1,0,1,1,0,0,0,0,1,0,0,1,20.11
1,1,1,1,0,1,1,0,0,1,1,0,1,1,20.099
0,1,0,0,1,1,0,0,0,1,1,1,0,0,21.424
0,0,0,1,0,0,0,0,0,1,1,0,0,1,20.161
0,0,1,1,1,1,1,0,0,0,1,1,1,1,21.276
0,0,1,1,0,1,0,1,1,1,1,1,0,1,21.506
0,0,1,0,1,0,1,0,1,1,0,1,0,0,21.694
1,1,1,0,0,1,0,1,0,1,0,0,1,0,20.243
0,1,1,0,0,0,0,1,0,1,1,1,1,1,21.255
0,0,0,1,1,1,0,0,0,1,1,1,1,0,21.353
0,1,0,0,0,1,1,0,1,1,1,1,1,0,21.346
1,1,0,1,0,0,1,1,1,0,1,0,1,0,20.152
1,0,1,0,1,0,1,0,0,1,1,1,1,1,21.581
1,1,0,0,0,1,0,1,0,1,1,0,1,0,20.279
1,1,0,1,1,1,0,0,1,1,1,1,1,0,21.432
0,1,1,1,0,0,0,1,1,1,1,1,0,0,21.568
0,1,1,1,0,1,0,0,0,0,0,0,0,0,19.842
1,0,1,0,0,0,1,0,0,0,1,0,1,0,20.051
1,0,0,0,1,0,1,1,0,1,0,0,0,1,20.423
0,0,1,0,0,1,0,0,0,0,0,0,1,1,19.992
0,1,0,0,1,0,0,0,0,1,0,0,1,1,20.339
0,0,1,0,1,0,1,1,0,0,1,1,0,0,21.383
1,1,0,1,0,0,0,1,0,1,1,1,0,1,21.486
0,0,1,0,0,1,0,0,1,0,0,1,0,1,21.302
0,0,0,1,0,1,1,0,0,0,1,1,0,0,21.314
0,0,1,1,1,0,0,0,1,0,0,0,0,1,20.191
0,1,0,1,1,0,0,0,1,0,1,0,0,0,19.924
1,0,0,0,0,0,1,0,1,0,1,1,1,1,21.291
0,0,0,1,0,0,0,0,0,0,1,0,0,0,20.015
1,1,1,1,0,0,0,0,1,1,1,1,1,0,21.891
0,0,0,0,0,0,1,1,0,0,0,0,1,1,19.918
0,1,0,0,0,1,1,0,1,0,1,1,0,0,21.365
0,0,0,0,1,1,0,1,1,1,0,0,0,0,20.35
0,0,1,0,0,0,1,1,1,0,0,0,0,1,20.137
0,0,1,0,1,0,1,0,0,0,1,1,1,1,21.196
0,0,1,1,0,1,1,1,1,0,0,0,1,0,19.902
0,0,1,0,1,1,0,1,0,1,0,0,1,1,20.03
1,1,0,1,0,0,0,0,0,0,0,1,1,0,21.302
0,1,1,0,0,0,1,0,1,1,0,0,0,0,20.247
1,1,0,1,1,1,0,0,0,1,0,0,0,1,23.949
1,0,1,0,1,1,0,0,1,1,1,0,1,1,20.135
1,0,0,0,1,1,1,0,0,1,1,0,1,1,20.065
1,1,1,0,1,0,1,0,1,1,1,0,0,0,20.288
1,1,0,1,0,0,1,0,0,0,1,0,1,1,20.16
1,1,1,0,0,1,1,0,1,0,0,0,0,0,22.885
1,1,0,0,0,0,0,1,1,0,0,1,1,0,21.23
0,0,1,1,0,0,1,1,0,0,0,1,1,1,21.143
0,1,0,1,0,1,0,1,1,1,1,1,0,1,21.493
0,1,1,0,1,1,0,1,0,1,0,0,1,1,20.186
1,1,1,0,0,1,0,0,0,1,0,1,1,0,21.486
1,0,1,0,0,1,0,0,1,0,1,1,1,1,21.264
1,1,0,1,0,1,0,0,0,1,0,0,1,0,20.17
0,0,1,1,0,1,1,0,0,1,0,1,1,0,24.671
0,1,0,0,1,0,1,1,0,1,0,1,1,1,21.252
0,1,0,1,0,0,0,1,0,1,1,1,0,1,21.78
1,0,1,1,1,0,0,0,1,1,1,0,1,1,20.205
0,1,0,0,0,0,1,0,0,1,1,1,0,1,21.613
0,0,0,1,0,1,1,0,1,1,1,1,1,1,21.669
1,0,0,0,0,1,0,0,1,0,0,1,1,0,21.359
0,0,0,0,0,1,0,0,1,1,1,0,0,1,20.454
1,0,1,1,0,0,1,1,0,1,1,1,1,1,21.708
0,0,0,0,1,0,1,1,0,0,1,1,0,0,21.504
0,1,1,1,1,0,1,1,0,1,1,0,1,0,20.251
0,1,1,0,1,0,1,0,1,0,0,1,1,1,24.224
1,1,0,1,0,1,0,0,1,0,1,0,1,1,20.018
0,0,1,1,1,0,1,1,0,0,0,1,1,1,21.195
1,1,1,0,0,0,0,1,1,0,0,0,1,0,20.204
0,0,0,1,0,1,1,1,1,0,0,1,0,1,21.266
1,1,0,0,0,0,1,0,1,1,1,0,0,1,20.544
0,1,1,0,1,0,0,1,1,0,0,0,0,1,20.141
1,1,0,1,0,1,1,0,0,1,1,1,0,1,21.626
1,1,1,0,1,0,1,0,1,0,0,1,0,0,24.15
0,1,1,0,1,0,0,1,1,1,0,0,0,0,20.257
1,1,0,0,0,0,1,1,0,1,0,0,1,1,20.128
0,1,1,0,1,0,1,1,1,1,0,0,0,1,20.491
0,0,1,0,1,1,0,1,0,0,0,1,1,0,21.385
0,1,0,1,1,1,1,0,1,1,1,1,0,1,21.605
0,0,1,1,0,0,0,0,1,1,0,0,0,0,20.3
1,1,0,0,0,1,0,0,1,0,1,1,0,1,21.453
0,1,0,1,0,1,1,0,1,1,0,0,1,0,20.203
0,0,1,1,0,0,0,1,1,0,1,1,1,0,21.045
0,0,1,1,0,1,0,1,1,0,1,1,0,1,21.276
0,1,0,0,0,1,0,0,1,0,1,0,0,1,20.144
1,0,1,0,0,1,0,1,1,1,0,1,1,1,21.589
0,1,1,1,1,0,0,0,1,0,0,0,0,0,20.125
1,1,0,1,0,1,0,1,0,1,1,0,1,1,20.2
1,1,1,1,1,1,0,1,1,0,0,1,1,0,21.028
0,1,0,1,0,0,0,1,0,0,1,0,0,0,20.191
0,1,0,0,1,0,1,1,1,0,1,1,1,1,21.271
1,1,0,1,0,1,0,0,0,0,0,0,0,1,20.187
0,1,1,0,1,0,1,0,1,0,0,1,1,0,21.23
0,0,0,0,0,1,1,1,0,0,0,0,0,1,20.133
0,1,1,0,0,1,1,1,0,0,0,0,1,1,20.243
1,0,0,1,1,1,0,1,1,0,1,1,1,1,21.492
0,1,0,0,1,1,1,0,0,1,0,0,1,1,20.294
1,0,0,1,1,0,0,0,0,1,0,1,0,1,21.847
0,1,0,0,0,0,0,1,1,0,1,0,0,1,20.082
1,1,1,0,0,1,1,0,0,0,1,0,0,1,20.072
0,1,0,1,0,1,1,0,0,0,1,0,1,0,19.923
1,1,1,0,0,1,0,1,1,1,1,1,0,0,21.594
1,1,0,1,0,1,0,0,1,1,1,0,0,1,20.283
0,0,0,0,1,0,0,1,0,1,1,1,0,1,21.652
1,1,0,1,0,1,0,0,0,0,0,1,0,0,21.564
1,1,1,0,0,1,1,1,0,1,0,0,0,0,20.398
1,1,1,1,0,0,0,0,1,0,0,0,1,0,20.289
1,0,1,1,0,1,0,1,1,1,0,1,0,0,21.785
1,0,0,1,1,1,1,1,0,0,1,1,0,1,21.559
0,0,1,1,0,1,0,1,0,1,1,1,1,0,21.493
1,1,1,0,0,1,0,0,0,1,0,0,1,0,20.28
0,0,1,1,0,0,0,0,0,1,0,0,0,0,20.392
1,1,0,0,0,1,0,0,0,0,1,0,0,1,20.322
0,1,0,1,0,1,0,1,0,0,0,0,0,0,20.164
0,1,1,1,1,1,0,0,1,0,0,1,0,0,21.459
1,0,1,1,1,0,1,0,1,0,1,0,0,1,20.12
0,0,1,1,0,1,1,1,1,0,0,1,0,1,21.333
1,1,1,1,0,0,0,0,0,1,1,1,0,0,21.753
1,1,1,1,1,1,1,0,0,0,0,0,0,0,19.944
0,0,1,0,0,0,0,0,0,0,1,0,1,0,20.019
0,1,1,0,1,1,1,0,0,0,1,0,1,1,19.958
0,0,1,1,1,0,0,0,0,0,0,1,1,0,21.19
1,0,1,1,0,1,1,1,1,0,0,0,1,1,20.115
1,1,0,0,1,0,0,1,1,1,0,0,0,0,20.467
0,1,0,1,0,0,0,1,1,0,0,1,0,1,24.474
1,0,0,0,1,0,1,0,1,0,0,1,0,1,21.421
1,1,0,0,0,1,0,0,1,0,1,0,0,1,20.34
1,0,0,1,0,0,0,1,0,1,1,0,1,0,19.986
0,0,1,1,1,0,0,0,0,0,1,1,0,0,21.559
0,0,0,1,0,1,1,0,1,0,1,0,0,0,20.207
1,1,0,1,1,0,0,0,0,1,0,1,0,1,21.653
0,0,0,0,0,1,1,1,1,0,0,0,0,0,20.18
0,1,1,0,0,1,0,1,0,0,0,0,1,1,20.29
0,0,0,0,0,1,0,1,1,1,0,1,1,0,21.533
1,1,0,0,1,1,0,0,0,1,0,0,1,1,20.242
1,1,0,0,0,1,0,0,1,0,0,1,1,1,21.342
0,1,1,0,1,0,0,0,0,1,0,1,0,1,21.533
1,0,0,0,0,1,1,0,1,0,0,1,0,0,21.371
0,0,1,0,1,1,0,0,1,0,1,1,0,1,21.422
0,1,1,1,0,1,0,0,1,0,1,1,0,0,21.38
0,1,1,1,0,1,1,0,0,1,0,0,1,0,20.39
1,1,1,0,1,1,1,1,0,0,0,0,1,1,23.32
0,1,0,0,0,1,0,0,0,0,0,0,1,1,19.885
0,0,1,0,0,0,1,1,1,1,1,0,0,1,20.163
1,1,0,1,1,1,1,0,0,1,1,0,0,0,20.359
0,1,0,1,0,1,1,1,0,0,0,1,0,0,21.569
1,0,1,1,0,0,1,1,1,0,1,1,0,0,21.604
1,0,0,1,0,0,0,0,0,0,1,0,0,1,20.169
1,1,0,1,0,0,1,1,1,0,0,1,0,0,24.661
1,0,1,1,0,0,0,1,1,0,0,1,0,0,21.343
0,1,0,1,1,1,0,1,0,1,1,0,0,1,20.284
1,1,0,1,1,1,0,1,1,0,0,0,1,0,20.157
1,1,1,1,1,1,0,0,1,0,0,1,1,0,21.249
1,0,1,0,1,0,1,0,1,0,0,1,0,0,21.362
0,0,0,1,1,0,0,1,0,0,0,1,1,1,21.096
0,0,1,0,0,0,0,1,0,0,0,1,0,0,21.53
1,0,1,1,0,1,0,0,0,1,0,0,0,0,20.505
0,0,0,0,1,1,1,1,0,0,0,0,0,0,20.431
1,0,0,1,0,0,0,0,0,1,1,1,0,0,21.688
1,1,1,0,1,0,1,1,0,1,1,0,1,0,20.215
0,1,0,0,0,1,0,1,0,1,1,1,0,0,21.447
1,0,1,1,0,1,1,1,0,1,1,1,0,1,21.623
1,0,0,0,0,0,0,1,0,1,0,1,0,1,21.83
0,0,1,1,1,0,1,1,0,1,0,0,1,1,19.964
0,0,1,1,1,1,0,1,0,1,1,1,0,0,21.364
