SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readseq.8
0,0,0,0,0,1,0,0,1,0,0,0,0,1,3.388
1,1,0,1,1,1,0,1,0,0,1,1,1,1,3.464
0,0,1,0,0,1,1,1,0,1,0,1,1,1,3.442
0,0,0,1,1,1,0,0,1,0,1,1,1,0,3.498
0,1,0,0,1,1,0,0,1,0,0,0,0,0,3.512
1,0,0,0,0,1,1,1,0,0,0,1,0,0,3.449
1,1,0,1,0,0,0,1,1,0,0,1,1,1,3.49
1,1,0,0,0,1,1,1,0,0,0,0,1,0,3.436
1,0,0,1,1,0,0,1,1,1,1,1,1,1,3.497
0,1,1,0,1,0,1,1,1,0,0,1,1,1,3.457
0,1,0,1,1,0,1,1,0,0,0,0,1,0,3.512
1,0,0,0,1,1,1,1,1,1,1,0,0,0,3.543
1,0,1,1,0,1,0,1,0,0,1,1,0,1,3.626
1,0,1,0,1,0,0,1,1,0,1,0,0,1,3.517
1,1,1,1,1,1,1,1,1,1,1,0,1,1,3.406
1,1,1,0,1,1,0,0,1,1,0,1,1,1,3.53
0,1,0,1,1,0,0,0,1,0,1,0,0,1,3.35
1,0,1,0,1,1,0,1,1,1,1,0,1,1,3.462
0,0,0,1,1,0,1,1,0,1,1,1,0,0,3.371
1,0,0,0,0,1,0,1,1,0,1,0,0,1,3.493
1,0,1,0,0,1,1,1,1,1,0,0,1,0,3.409
0,0,0,1,0,0,1,1,1,1,1,0,1,1,3.591
0,0,0,0,1,0,1,1,1,1,1,1,0,0,3.47
0,1,1,0,0,0,1,0,1,0,1,0,1,0,3.672
0,1,0,0,1,0,1,0,0,0,1,0,0,0,3.443
1,0,0,1,1,1,0,1,0,1,1,1,1,1,3.43
1,1,0,0,1,0,0,0,1,1,1,1,1,0,3.427
1,1,0,1,0,0,0,0,0,1,0,1,1,1,3.498
0,0,1,1,1,1,1,0,1,1,0,1,1,0,3.474
0,1,1,0,0,0,1,0,1,0,0,0,1,0,3.457
0,1,0,1,1,0,1,1,0,1,1,1,0,0,3.439
0,1,1,0,0,1,0,0,1,1,1,1,1,1,3.405
1,0,1,1,0,1,1,0,1,1,0,1,0,0,3.389
0,1,0,1,0,0,1,1,1,0,1,0,0,1,3.519
1,0,1,1,0,0,1,0,1,0,1,1,1,1,3.437
0,0,1,1,0,1,1,0,1,0,1,0,0,1,3.535
0,0,0,1,1,1,0,1,0,1,0,1,0,1,3.475
1,1,1,0,0,0,0,1,1,1,1,1,0,1,3.687
0,1,0,0,0,1,0,0,1,1,0,0,1,0,3.434
1,0,0,1,1,1,1,0,1,0,0,0,1,1,3.374
1,1,0,1,1,1,1,1,0,1,1,1,1,1,3.479
1,0,1,0,0,1,0,0,1,1,1,0,0,1,3.419
0,1,0,1,1,0,1,1,1,1,1,1,0,0,3.56
1,0,0,1,0,1,0,0,0,1,1,0,0,1,3.454
0,1,0,1,0,1,1,1,0,0,1,1,1,0,3.394
1,0,1,1,0,0,0,1,1,0,1,1,1,1,3.474
1,0,1,1,0,0,0,0,1,0,1,1,1,1,3.516
0,1,1,1,1,0,1,1,0,1,0,1,0,1,3.724
1,1,1,1,1,1,1,0,0,0,0,0,0,1,3.559
1,0,0,0,1,0,0,0,1,1,1,0,0,1,3.539
0,0,0,0,1,0,1,0,1,1,1,0,0,0,3.503
0,1,1,1,0,1,1,1,0,1,1,0,1,0,3.529
0,1,1,0,0,0,1,0,1,0,1,1,1,0,3.574
0,0,0,0,0,1,0,0,0,0,0,1,0,1,3.389
1,1,0,0,0,1,1,1,0,0,1,1,1,0,3.392
1,0,0,0,0,0,1,0,0,0,0,1,0,0,3.481
1,1,0,1,1,1,0,1,0,1,0,1,1,0,3.536
0,1,0,1,1,1,1,0,1,1,1,0,1,1,3.503
0,1,0,1,1,0,0,0,0,0,0,0,0,1,3.744
1,1,0,1,0,0,0,1,1,1,0,0,1,0,3.475
0,1,0,1,1,0,0,0,0,0,1,1,1,0,3.666
0,1,1,1,0,1,1,1,1,1,0,0,1,1,3.506
0,0,1,1,1,0,1,1,0,1,1,0,1,1,3.421
1,1,0,0,0,0,1,0,1,1,0,1,0,1,3.328
0,0,0,0,1,0,1,1,0,0,1,1,1,0,3.535
1,1,0,1,0,0,0,0,0,0,1,0,0,0,3.447
0,1,1,0,0,0,1,1,0,1,0,0,1,0,3.489
1,0,1,1,1,1,0,0,1,0,1,0,0,1,3.439
1,1,1,1,0,0,1,0,1,1,1,1,0,0,3.494
1,0,1,0,0,0,1,1,0,0,0,0,0,0,3.639
1,1,1,0,1,1,0,0,1,0,0,0,0,0,3.619
1,1,0,0,1,1,0,0,1,0,0,1,0,0,3.44
0,0,0,1,1,0,1,0,0,1,0,0,0,0,3.527
0,0,0,0,1,1,0,0,1,0,1,1,0,0,3.592
0,0,1,1,0,0,1,1,1,1,1,0,0,1,3.544
1,0,1,0,0,0,0,1,0,1,0,0,0,0,3.714
0,0,1,0,1,1,0,0,1,0,0,1,1,0,3.67
0,0,0,1,1,1,0,1,0,1,0,1,1,1,4.018
1,1,1,1,1,0,1,0,0,1,1,0,1,0,3.608
0,1,1,1,0,1,1,1,0,0,1,1,1,1,3.53
0,0,1,1,0,1,0,0,1,0,0,0,1,0,3.641
0,1,1,1,1,0,0,1,0,0,1,1,0,1,3.463
0,0,1,1,0,0,1,1,0,0,1,0,0,1,3.401
1,1,1,0,1,1,1,0,1,0,0,0,1,0,3.439
1,1,0,0,1,0,1,0,0,1,0,0,0,0,3.631
0,0,1,1,1,1,0,1,0,1,0,1,1,1,3.494
0,0,1,1,1,0,1,0,0,1,1,0,1,1,4.417
0,1,0,0,1,0,0,0,1,1,0,0,1,0,3.775
0,0,1,0,0,0,1,1,0,0,1,1,0,0,3.546
1,1,0,0,0,0,0,1,1,1,1,0,0,0,3.631
0,1,0,0,1,0,0,0,0,1,1,0,1,0,3.409
0,0,1,1,0,0,0,1,0,0,0,0,0,0,3.798
1,0,1,0,1,0,0,0,1,0,0,1,0,0,3.581
1,0,1,1,1,0,0,1,0,0,0,1,1,0,3.503
0,1,1,0,0,0,1,1,0,1,0,0,0,1,3.624
1,0,1,1,0,0,0,0,0,0,1,0,1,0,3.609
1,0,0,0,0,0,1,0,0,1,1,0,1,1,3.394
1,1,1,1,0,1,0,1,0,0,0,1,1,0,3.431
0,1,1,0,0,0,0,0,1,1,1,1,0,0,3.413
1,1,1,1,0,0,0,1,1,1,0,0,0,0,3.365
0,0,0,1,1,0,0,0,0,1,1,0,1,0,3.496
1,1,0,0,1,0,0,0,1,1,0,0,1,0,3.593
0,1,1,0,0,0,1,0,1,1,0,0,1,1,3.601
1,1,1,0,0,1,0,0,1,1,0,1,1,0,3.417
0,1,0,1,0,1,1,1,1,1,1,0,1,1,3.382
0,1,1,0,0,1,0,0,1,0,1,1,0,0,3.412
1,0,0,0,1,1,0,0,1,1,0,1,1,1,3.351
0,0,1,0,0,1,1,1,1,0,1,1,1,0,3.51
0,1,0,1,1,0,1,1,1,0,1,0,0,1,3.517
1,0,1,0,0,0,0,0,1,0,0,0,1,1,3.533
0,1,1,0,0,0,1,0,0,0,0,0,1,1,3.411
0,1,1,0,0,1,0,0,0,1,1,1,1,1,3.461
0,1,0,1,0,0,0,0,0,0,0,0,1,1,3.419
0,0,1,0,1,0,0,1,1,0,1,0,0,0,3.517
1,1,0,0,0,1,1,0,1,0,0,1,0,1,3.378
1,0,0,0,0,0,1,0,1,1,0,0,1,1,3.573
0,1,1,1,0,1,0,0,1,0,1,0,1,0,3.53
0,0,0,1,0,0,0,1,1,0,0,0,1,0,3.638
1,0,1,0,1,0,0,0,0,1,0,1,1,0,3.548
1,0,0,1,1,0,1,0,1,1,1,0,0,1,3.485
1,1,1,0,1,0,1,0,1,1,0,0,1,1,3.602
0,1,1,1,0,0,1,1,1,0,1,1,1,0,3.513
1,1,0,1,1,0,1,1,1,0,0,1,1,0,3.544
1,0,1,0,0,1,0,1,0,1,1,0,1,0,3.454
0,1,0,0,1,0,0,0,1,0,1,0,1,1,3.458
1,0,0,1,1,0,1,0,0,0,1,0,0,0,3.413
1,0,1,0,1,1,1,0,0,1,0,0,0,1,3.366
1,1,1,1,0,0,0,1,1,1,1,1,0,1,3.532
1,1,1,0,0,0,0,1,0,1,0,1,0,0,3.513
1,0,0,1,1,1,0,0,0,0,0,0,0,1,3.432
0,1,1,1,0,0,0,1,1,0,1,1,0,1,3.406
0,1,0,1,1,0,0,0,0,0,0,1,0,1,3.53
0,0,0,0,0,1,1,0,1,1,1,0,0,0,3.507
0,1,1,0,0,0,0,1,0,1,1,0,1,0,3.555
0,1,1,0,1,1,0,0,0,1,0,1,1,1,3.563
1,1,1,1,0,1,1,1,0,1,0,0,1,0,3.479
0,1,0,0,1,0,1,0,1,1,0,1,0,0,3.544
1,1,0,1,0,1,1,0,0,1,1,1,1,0,3.415
1,1,1,0,1,0,1,1,1,0,1,0,0,1,3.451
1,0,0,0,0,1,1,0,1,1,1,1,1,0,3.504
0,0,1,1,0,1,1,1,1,1,1,0,0,0,3.565
0,1,0,1,1,0,1,1,1,0,0,0,1,1,3.558
1,0,1,1,0,0,1,0,1,0,0,1,1,1,3.493
0,1,0,0,1,0,1,0,1,0,0,0,1,1,3.476
1,1,1,1,1,0,1,0,1,1,0,0,0,0,3.519
0,1,0,1,0,0,1,0,0,1,1,1,0,0,3.504
1,1,1,1,1,1,1,1,1,1,0,0,0,0,3.539
0,1,0,1,1,0,1,0,1,0,1,1,0,0,3.433
1,0,0,1,1,0,0,0,0,1,1,0,0,1,3.51
1,1,0,1,0,1,1,0,0,1,1,1,0,0,3.58
0,0,1,1,1,1,0,0,1,0,0,0,0,1,3.49
0,0,1,0,0,0,0,0,1,1,1,1,0,0,3.468
0,0,1,0,0,1,0,0,0,0,1,0,1,0,3.374
1,0,1,0,0,1,1,0,0,1,1,0,0,0,3.526
1,0,0,1,0,0,1,0,1,0,1,1,0,1,3.541
0,0,1,1,1,0,1,0,0,1,1,0,1,0,3.485
1,1,1,1,0,1,1,0,0,0,1,0,1,1,3.453
1,1,0,1,1,1,0,1,0,0,1,1,1,1,3.437
0,1,0,1,1,0,1,0,1,0,0,0,0,0,3.663
1,0,0,0,1,0,1,1,1,0,0,1,1,1,3.447
0,0,1,0,1,1,1,0,0,0,0,1,1,0,3.46
1,0,1,0,0,1,1,0,0,0,1,0,1,0,3.424
0,0,0,0,1,1,0,1,1,1,1,1,0,1,3.467
0,0,0,1,0,1,1,0,0,1,0,0,1,1,3.523
1,1,0,1,0,0,0,0,1,1,1,1,0,0,3.438
0,1,1,1,0,1,0,1,1,0,1,1,1,1,3.396
0,1,1,1,0,1,1,1,0,0,0,1,1,1,3.489
1,0,0,0,0,0,1,0,0,1,0,1,1,0,3.531
1,1,1,0,1,1,1,1,0,0,0,0,1,1,3.464
1,1,1,1,0,0,0,1,1,0,1,0,0,0,3.592
0,0,0,1,0,0,1,1,1,1,0,1,0,0,3.489
0,0,1,1,0,1,0,0,0,1,1,0,1,0,3.41
0,0,0,1,1,0,0,1,0,1,0,1,1,1,3.561
1,1,0,1,1,1,0,1,0,0,1,0,0,1,3.494
1,0,1,1,1,1,1,1,0,1,0,0,0,1,3.462
0,0,1,0,1,0,1,0,1,0,0,0,1,0,3.525
0,1,0,0,0,1,0,0,0,0,0,1,1,0,3.558
0,0,1,0,1,0,0,0,0,1,1,0,0,0,3.486
1,1,0,1,0,1,1,0,1,0,0,0,1,1,3.508
1,0,0,1,0,0,0,1,1,0,1,0,1,1,3.501
1,1,0,1,1,0,1,0,0,1,1,0,0,1,3.56
0,0,0,0,1,0,0,0,1,1,1,0,1,1,3.513
0,1,1,0,0,0,0,1,0,1,0,1,1,1,3.454
1,0,1,0,0,1,0,0,1,0,1,0,0,0,3.375
0,1,0,1,1,1,0,0,1,0,1,0,0,0,3.508
0,1,1,0,0,0,1,0,0,1,1,0,1,1,3.486
1,0,0,1,1,0,1,1,0,1,0,1,1,1,3.598
1,0,1,1,0,1,0,1,1,0,1,1,1,1,3.426
0,0,1,1,1,0,1,1,1,1,1,0,1,1,3.57
1,0,1,1,1,0,1,1,1,0,0,0,0,0,3.606
1,0,1,1,1,1,0,0,0,0,1,0,1,0,3.451
0,0,1,0,0,0,1,1,0,1,0,1,1,0,3.497
1,1,1,0,1,1,1,1,0,0,0,1,1,1,3.49
0,1,0,1,0,1,1,0,1,0,1,0,1,1,3.383
0,1,1,1,0,0,0,0,1,1,1,0,0,0,3.459
0,1,0,1,0,1,0,1,0,0,0,0,1,1,3.5
1,1,0,0,1,0,0,1,0,0,0,1,1,0,3.714
0,1,0,1,1,0,0,0,1,0,1,0,0,1,3.367
0,1,1,0,0,1,1,0,0,1,0,0,0,0,3.544
0,0,1,1,1,1,1,0,0,1,0,1,1,1,3.591
1,0,1,1,1,1,0,1,0,1,0,0,0,1,3.486
1,1,1,0,1,0,1,0,1,1,0,0,0,0,3.779
1,0,0,0,1,1,0,1,1,0,1,1,1,1,3.623
0,1,1,0,1,1,1,1,1,1,1,0,1,1,3.466
0,0,1,0,1,1,1,1,1,0,1,1,0,1,3.517
0,0,1,1,1,0,0,1,1,1,0,1,1,1,3.54
0,0,0,0,1,0,1,1,0,1,0,0,0,0,3.429
1,1,1,1,1,1,1,1,0,0,0,0,1,1,3.466
0,0,1,1,0,0,0,1,1,0,0,0,1,1,3.47
0,0,1,0,1,1,1,0,1,1,1,1,0,0,3.493
0,1,0,1,1,0,0,0,1,1,0,0,1,1,3.558
0,0,1,1,1,0,1,0,0,1,1,1,1,0,3.55
0,0,0,1,0,0,0,0,1,0,1,1,0,1,3.498
0,0,0,0,0,1,1,0,1,1,1,0,0,1,3.472
1,0,1,1,1,1,0,1,1,1,0,1,1,0,3.424
1,0,0,0,1,0,1,1,0,0,1,0,1,0,3.515
1,0,0,0,1,0,1,0,1,0,1,0,1,0,3.591
0,0,0,1,0,1,1,1,0,0,1,1,1,0,3.487
1,1,0,1,1,1,0,1,1,0,0,1,0,1,3.415
0,1,0,0,0,1,1,1,0,1,0,0,1,0,3.51
1,1,1,0,0,1,1,1,1,1,0,1,1,1,3.457
1,1,0,1,1,0,1,1,0,1,0,0,0,1,3.683
0,1,1,0,0,1,0,1,0,0,1,1,0,1,3.408
1,1,1,0,0,1,0,1,0,1,1,1,0,0,3.423
1,1,0,1,1,1,1,0,0,0,1,0,1,0,3.48
1,0,0,0,0,0,1,0,0,1,0,1,1,1,3.475
1,1,0,1,1,0,1,1,0,1,0,1,0,1,3.503
0,1,1,0,0,1,0,0,1,1,0,0,1,1,3.464
1,1,1,1,1,1,1,0,1,1,1,0,0,0,3.489
1,1,1,0,1,1,1,0,1,1,0,0,1,1,3.483
0,0,1,0,1,1,1,1,1,0,0,1,1,1,3.446
1,0,0,1,1,1,1,1,1,1,0,1,0,1,3.451
1,0,1,1,1,0,0,0,1,1,0,0,1,1,3.658
1,0,0,1,1,1,1,0,1,1,1,1,1,0,3.519
0,0,1,1,1,0,1,1,1,1,0,1,0,0,3.408
1,0,0,0,0,0,1,0,1,1,0,0,0,1,3.431
0,1,0,0,1,0,1,0,1,0,0,0,1,0,3.649
1,0,0,1,1,1,0,1,0,0,0,1,1,1,3.407
0,0,1,0,0,1,1,1,1,0,0,0,0,1,3.519
1,1,0,1,1,0,1,1,0,0,1,0,0,0,3.388
0,1,0,0,1,1,1,1,1,0,1,1,0,1,3.521
1,0,1,0,1,0,1,1,1,1,1,0,0,1,3.646
1,0,0,0,1,0,1,1,1,0,1,0,0,1,3.613
0,0,1,1,1,0,1,0,1,1,1,1,0,1,3.548
1,1,1,1,0,0,0,0,0,0,0,0,1,0,3.458
0,1,1,1,1,0,0,1,0,0,0,0,1,1,3.467
1,1,0,1,1,0,1,0,1,0,1,1,0,1,3.453
1,0,1,0,1,1,1,0,1,0,1,1,0,1,3.552
0,0,0,1,0,1,0,0,1,0,0,1,0,0,3.39
0,0,0,1,0,0,1,0,1,0,0,0,0,1,3.458
0,1,1,1,1,0,0,0,1,0,1,1,0,0,3.459
0,1,0,1,0,0,0,0,1,1,1,1,1,0,3.547
0,0,0,1,1,1,0,1,1,1,1,1,1,1,3.547
1,1,1,0,0,0,1,1,0,1,1,1,0,0,3.367
0,1,0,0,0,1,1,1,0,0,1,0,1,0,3.487
1,1,0,1,0,0,0,0,0,0,0,0,1,0,3.428
0,0,1,1,0,0,1,0,1,1,1,1,1,1,3.403
1,1,1,1,1,0,1,0,1,0,1,1,1,1,3.533
1,0,1,1,1,0,0,0,0,1,1,1,0,1,3.497
0,0,0,1,0,0,1,0,1,1,0,0,0,1,3.423
1,0,0,1,0,1,0,0,1,0,1,1,1,1,3.503
1,1,0,0,1,0,1,0,0,0,0,0,1,1,3.357
0,1,1,0,0,1,0,0,0,1,1,1,0,1,3.412
1,1,1,0,0,0,0,0,1,0,0,0,0,1,3.533
0,0,1,0,1,1,0,0,0,0,1,0,0,1,3.553
1,1,1,1,0,1,1,0,0,1,1,0,1,1,3.428
0,1,0,0,1,1,0,0,0,1,1,1,0,0,3.443
0,0,0,1,0,0,0,0,0,1,1,0,0,1,3.542
0,0,1,1,1,1,1,0,0,0,1,1,1,1,3.597
0,0,1,1,0,1,0,1,1,1,1,1,0,1,3.572
0,0,1,0,1,0,1,0,1,1,0,1,0,0,3.409
1,1,1,0,0,1,0,1,0,1,0,0,1,0,3.586
0,1,1,0,0,0,0,1,0,1,1,1,1,1,3.445
0,0,0,1,1,1,0,0,0,1,1,1,1,0,3.499
0,1,0,0,0,1,1,0,1,1,1,1,1,0,3.393
1,1,0,1,0,0,1,1,1,0,1,0,1,0,3.439
1,0,1,0,1,0,1,0,0,1,1,1,1,1,3.593
1,1,0,0,0,1,0,1,0,1,1,0,1,0,3.41
1,1,0,1,1,1,0,0,1,1,1,1,1,0,3.605
0,1,1,1,0,0,0,1,1,1,1,1,0,0,3.48
0,1,1,1,0,1,0,0,0,0,0,0,0,0,3.457
1,0,1,0,0,0,1,0,0,0,1,0,1,0,3.519
1,0,0,0,1,0,1,1,0,1,0,0,0,1,3.483
0,0,1,0,0,1,0,0,0,0,0,0,1,1,3.496
0,1,0,0,1,0,0,0,0,1,0,0,1,1,3.466
0,0,1,0,1,0,1,1,0,0,1,1,0,0,3.499
1,1,0,1,0,0,0,1,0,1,1,1,0,1,3.507
0,0,1,0,0,1,0,0,1,0,0,1,0,1,3.406
0,0,0,1,0,1,1,0,0,0,1,1,0,0,3.48
0,0,1,1,1,0,0,0,1,0,0,0,0,1,3.647
0,1,0,1,1,0,0,0,1,0,1,0,0,0,3.579
1,0,0,0,0,0,1,0,1,0,1,1,1,1,3.65
0,0,0,1,0,0,0,0,0,0,1,0,0,0,3.434
1,1,1,1,0,0,0,0,1,1,1,1,1,0,3.37
0,0,0,0,0,0,1,1,0,0,0,0,1,1,3.591
0,1,0,0,0,1,1,0,1,0,1,1,0,0,3.523
0,0,0,0,1,1,0,1,1,1,0,0,0,0,3.44
0,0,1,0,0,0,1,1,1,0,0,0,0,1,3.518
0,0,1,0,1,0,1,0,0,0,1,1,1,1,3.494
0,0,1,1,0,1,1,1,1,0,0,0,1,0,4.285
0,0,1,0,1,1,0,1,0,1,0,0,1,1,3.477
1,1,0,1,0,0,0,0,0,0,0,1,1,0,3.422
0,1,1,0,0,0,1,0,1,1,0,0,0,0,3.608
1,1,0,1,1,1,0,0,0,1,0,0,0,1,3.564
1,0,1,0,1,1,0,0,1,1,1,0,1,1,3.677
1,0,0,0,1,1,1,0,0,1,1,0,1,1,3.569
1,1,1,0,1,0,1,0,1,1,1,0,0,0,3.527
1,1,0,1,0,0,1,0,0,0,1,0,1,1,3.522
1,1,1,0,0,1,1,0,1,0,0,0,0,0,3.587
1,1,0,0,0,0,0,1,1,0,0,1,1,0,4.058
0,0,1,1,0,0,1,1,0,0,0,1,1,1,3.585
0,1,0,1,0,1,0,1,1,1,1,1,0,1,3.392
0,1,1,0,1,1,0,1,0,1,0,0,1,1,3.651
1,1,1,0,0,1,0,0,0,1,0,1,1,0,3.709
1,0,1,0,0,1,0,0,1,0,1,1,1,1,3.571
1,1,0,1,0,1,0,0,0,1,0,0,1,0,3.577
0,0,1,1,0,1,1,0,0,1,0,1,1,0,3.52
0,1,0,0,1,0,1,1,0,1,0,1,1,1,3.545
0,1,0,1,0,0,0,1,0,1,1,1,0,1,3.461
1,0,1,1,1,0,0,0,1,1,1,0,1,1,3.505
0,1,0,0,0,0,1,0,0,1,1,1,0,1,3.448
0,0,0,1,0,1,1,0,1,1,1,1,1,1,3.597
1,0,0,0,0,1,0,0,1,0,0,1,1,0,3.396
0,0,0,0,0,1,0,0,1,1,1,0,0,1,3.629
1,0,1,1,0,0,1,1,0,1,1,1,1,1,3.552
0,0,0,0,1,0,1,1,0,0,1,1,0,0,3.435
0,1,1,1,1,0,1,1,0,1,1,0,1,0,3.498
0,1,1,0,1,0,1,0,1,0,0,1,1,1,3.577
1,1,0,1,0,1,0,0,1,0,1,0,1,1,3.493
0,0,1,1,1,0,1,1,0,0,0,1,1,1,3.534
1,1,1,0,0,0,0,1,1,0,0,0,1,0,3.568
0,0,0,1,0,1,1,1,1,0,0,1,0,1,3.444
1,1,0,0,0,0,1,0,1,1,1,0,0,1,3.497
0,1,1,0,1,0,0,1,1,0,0,0,0,1,3.898
1,1,0,1,0,1,1,0,0,1,1,1,0,1,3.397
1,1,1,0,1,0,1,0,1,0,0,1,0,0,3.644
0,1,1,0,1,0,0,1,1,1,0,0,0,0,3.868
1,1,0,0,0,0,1,1,0,1,0,0,1,1,3.464
0,1,1,0,1,0,1,1,1,1,0,0,0,1,3.589
0,0,1,0,1,1,0,1,0,0,0,1,1,0,3.519
0,1,0,1,1,1,1,0,1,1,1,1,0,1,3.499
0,0,1,1,0,0,0,0,1,1,0,0,0,0,3.809
1,1,0,0,0,1,0,0,1,0,1,1,0,1,3.417
0,1,0,1,0,1,1,0,1,1,0,0,1,0,3.482
0,0,1,1,0,0,0,1,1,0,1,1,1,0,3.628
0,0,1,1,0,1,0,1,1,0,1,1,0,1,3.672
0,1,0,0,0,1,0,0,1,0,1,0,0,1,3.904
1,0,1,0,0,1,0,1,1,1,0,1,1,1,3.428
0,1,1,1,1,0,0,0,1,0,0,0,0,0,3.471
1,1,0,1,0,1,0,1,0,1,1,0,1,1,3.641
1,1,1,1,1,1,0,1,1,0,0,1,1,0,3.39
0,1,0,1,0,0,0,1,0,0,1,0,0,0,3.567
0,1,0,0,1,0,1,1,1,0,1,1,1,1,3.444
1,1,0,1,0,1,0,0,0,0,0,0,0,1,3.643
0,1,1,0,1,0,1,0,1,0,0,1,1,0,3.577
0,0,0,0,0,1,1,1,0,0,0,0,0,1,3.478
0,1,1,0,0,1,1,1,0,0,0,0,1,1,3.447
1,0,0,1,1,1,0,1,1,0,1,1,1,1,3.581
0,1,0,0,1,1,1,0,0,1,0,0,1,1,3.607
1,0,0,1,1,0,0,0,0,1,0,1,0,1,3.418
0,1,0,0,0,0,0,1,1,0,1,0,0,1,3.519
1,1,1,0,0,1,1,0,0,0,1,0,0,1,3.447
0,1,0,1,0,1,1,0,0,0,1,0,1,0,3.488
1,1,1,0,0,1,0,1,1,1,1,1,0,0,3.599
1,1,0,1,0,1,0,0,1,1,1,0,0,1,3.603
0,0,0,0,1,0,0,1,0,1,1,1,0,1,3.415
1,1,0,1,0,1,0,0,0,0,0,1,0,0,3.652
1,1,1,0,0,1,1,1,0,1,0,0,0,0,3.401
1,1,1,1,0,0,0,0,1,0,0,0,1,0,3.451
1,0,1,1,0,1,0,1,1,1,0,1,0,0,4.156
1,0,0,1,1,1,1,1,0,0,1,1,0,1,3.528
0,0,1,1,0,1,0,1,0,1,1,1,1,0,3.536
1,1,1,0,0,1,0,0,0,1,0,0,1,0,3.577
0,0,1,1,0,0,0,0,0,1,0,0,0,0,3.684
1,1,0,0,0,1,0,0,0,0,1,0,0,1,3.494
0,1,0,1,0,1,0,1,0,0,0,0,0,0,3.68
0,1,1,1,1,1,0,0,1,0,0,1,0,0,3.58
1,0,1,1,1,0,1,0,1,0,1,0,0,1,3.544
0,0,1,1,0,1,1,1,1,0,0,1,0,1,3.471
1,1,1,1,0,0,0,0,0,1,1,1,0,0,3.375
1,1,1,1,1,1,1,0,0,0,0,0,0,0,3.46
0,0,1,0,0,0,0,0,0,0,1,0,1,0,4.012
0,1,1,0,1,1,1,0,0,0,1,0,1,1,3.408
0,0,1,1,1,0,0,0,0,0,0,1,1,0,3.479
1,0,1,1,0,1,1,1,1,0,0,0,1,1,3.522
1,1,0,0,1,0,0,1,1,1,0,0,0,0,3.64
0,1,0,1,0,0,0,1,1,0,0,1,0,1,3.496
1,0,0,0,1,0,1,0,1,0,0,1,0,1,3.414
1,1,0,0,0,1,0,0,1,0,1,0,0,1,3.452
1,0,0,1,0,0,0,1,0,1,1,0,1,0,3.473
0,0,1,1,1,0,0,0,0,0,1,1,0,0,3.625
0,0,0,1,0,1,1,0,1,0,1,0,0,0,3.41
1,1,0,1,1,0,0,0,0,1,0,1,0,1,3.498
0,0,0,0,0,1,1,1,1,0,0,0,0,0,3.46
0,1,1,0,0,1,0,1,0,0,0,0,1,1,4.229
0,0,0,0,0,1,0,1,1,1,0,1,1,0,3.411
1,1,0,0,1,1,0,0,0,1,0,0,1,1,3.641
1,1,0,0,0,1,0,0,1,0,0,1,1,1,3.417
0,1,1,0,1,0,0,0,0,1,0,1,0,1,3.643
1,0,0,0,0,1,1,0,1,0,0,1,0,0,3.552
0,0,1,0,1,1,0,0,1,0,1,1,0,1,3.478
0,1,1,1,0,1,0,0,1,0,1,1,0,0,3.553
0,1,1,1,0,1,1,0,0,1,0,0,1,0,3.48
1,1,1,0,1,1,1,1,0,0,0,0,1,1,3.569
0,1,0,0,0,1,0,0,0,0,0,0,1,1,3.62
0,0,1,0,0,0,1,1,1,1,1,0,0,1,3.801
1,1,0,1,1,1,1,0,0,1,1,0,0,0,3.44
0,1,0,1,0,1,1,1,0,0,0,1,0,0,3.6
1,0,1,1,0,0,1,1,1,0,1,1,0,0,3.71
1,0,0,1,0,0,0,0,0,0,1,0,0,1,3.583
1,1,0,1,0,0,1,1,1,0,0,1,0,0,3.593
1,0,1,1,0,0,0,1,1,0,0,1,0,0,3.561
0,1,0,1,1,1,0,1,0,1,1,0,0,1,3.559
1,1,0,1,1,1,0,1,1,0,0,0,1,0,3.524
1,1,1,1,1,1,0,0,1,0,0,1,1,0,3.705
1,0,1,0,1,0,1,0,1,0,0,1,0,0,3.472
0,0,0,1,1,0,0,1,0,0,0,1,1,1,3.533
0,0,1,0,0,0,0,1,0,0,0,1,0,0,3.776
1,0,1,1,0,1,0,0,0,1,0,0,0,0,3.584
0,0,0,0,1,1,1,1,0,0,0,0,0,0,3.522
1,0,0,1,0,0,0,0,0,1,1,1,0,0,3.749
1,1,1,0,1,0,1,1,0,1,1,0,1,0,3.48
0,1,0,0,0,1,0,1,0,1,1,1,0,0,3.477
1,0,1,1,0,1,1,1,0,1,1,1,0,1,3.545
1,0,0,0,0,0,0,1,0,1,0,1,0,1,3.35
0,0,1,1,1,0,1,1,0,1,0,0,1,1,3.489
0,0,1,1,1,1,0,1,0,1,1,1,0,0,3.601
