SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readrandom.6
0,0,0,0,0,1,0,0,1,0,0,0,0,1,22.603
1,1,0,1,1,1,0,1,0,0,1,1,1,1,17.951
0,0,1,0,0,1,1,1,0,1,0,1,1,1,15.071
0,0,0,1,1,1,0,0,1,0,1,1,1,0,15.305
0,1,0,0,1,1,0,0,1,0,0,0,0,0,14.208
1,0,0,0,0,1,1,1,0,0,0,1,0,0,15.113
1,1,0,1,0,0,0,1,1,0,0,1,1,1,16.334
1,1,0,0,0,1,1,1,0,0,0,0,1,0,16.2
1,0,0,1,1,0,0,1,1,1,1,1,1,1,13.981
0,1,1,0,1,0,1,1,1,0,0,1,1,1,16.257
0,1,0,1,1,0,1,1,0,0,0,0,1,0,15.154
1,0,0,0,1,1,1,1,1,1,1,0,0,0,13.128
1,0,1,1,0,1,0,1,0,0,1,1,0,1,13.734
1,0,1,0,1,0,0,1,1,0,1,0,0,1,13.759
1,1,1,1,1,1,1,1,1,1,1,0,1,1,14.239
1,1,1,0,1,1,0,0,1,1,0,1,1,1,13.11
0,1,0,1,1,0,0,0,1,0,1,0,0,1,12.937
1,0,1,0,1,1,0,1,1,1,1,0,1,1,13.374
0,0,0,1,1,0,1,1,0,1,1,1,0,0,14.077
1,0,0,0,0,1,0,1,1,0,1,0,0,1,11.6
1,0,1,0,0,1,1,1,1,1,0,0,1,0,10.639
0,0,0,1,0,0,1,1,1,1,1,0,1,1,10.799
0,0,0,0,1,0,1,1,1,1,1,1,0,0,10.556
0,1,1,0,0,0,1,0,1,0,1,0,1,0,10.599
0,1,0,0,1,0,1,0,0,0,1,0,0,0,10.204
1,0,0,1,1,1,0,1,0,1,1,1,1,1,9.538
1,1,0,0,1,0,0,0,1,1,1,1,1,0,9.986
1,1,0,1,0,0,0,0,0,1,0,1,1,1,10.619
0,0,1,1,1,1,1,0,1,1,0,1,1,0,9.968
0,1,1,0,0,0,1,0,1,0,0,0,1,0,9.259
0,1,0,1,1,0,1,1,0,1,1,1,0,0,10.743
0,1,1,0,0,1,0,0,1,1,1,1,1,1,10.747
1,0,1,1,0,1,1,0,1,1,0,1,0,0,10.344
0,1,0,1,0,0,1,1,1,0,1,0,0,1,10.021
1,0,1,1,0,0,1,0,1,0,1,1,1,1,11.374
0,0,1,1,0,1,1,0,1,0,1,0,0,1,10.935
0,0,0,1,1,1,0,1,0,1,0,1,0,1,12.799
1,1,1,0,0,0,0,1,1,1,1,1,0,1,12.541
0,1,0,0,0,1,0,0,1,1,0,0,1,0,11.439
1,0,0,1,1,1,1,0,1,0,0,0,1,1,11.903
1,1,0,1,1,1,1,1,0,1,1,1,1,1,13.569
1,0,1,0,0,1,0,0,1,1,1,0,0,1,12.44
0,1,0,1,1,0,1,1,1,1,1,1,0,0,14.984
1,0,0,1,0,1,0,0,0,1,1,0,0,1,11.326
0,1,0,1,0,1,1,1,0,0,1,1,1,0,12.376
1,0,1,1,0,0,0,1,1,0,1,1,1,1,12.186
1,0,1,1,0,0,0,0,1,0,1,1,1,1,11.309
0,1,1,1,1,0,1,1,0,1,0,1,0,1,12.16
1,1,1,1,1,1,1,0,0,0,0,0,0,1,12.853
1,0,0,0,1,0,0,0,1,1,1,0,0,1,11.812
0,0,0,0,1,0,1,0,1,1,1,0,0,0,11.143
0,1,1,1,0,1,1,1,0,1,1,0,1,0,9.291
0,1,1,0,0,0,1,0,1,0,1,1,1,0,10.031
0,0,0,0,0,1,0,0,0,0,0,1,0,1,9.717
1,1,0,0,0,1,1,1,0,0,1,1,1,0,8.708
1,0,0,0,0,0,1,0,0,0,0,1,0,0,8.595
1,1,0,1,1,1,0,1,0,1,0,1,1,0,9.213
0,1,0,1,1,1,1,0,1,1,1,0,1,1,8.619
0,1,0,1,1,0,0,0,0,0,0,0,0,1,8.384
1,1,0,1,0,0,0,1,1,1,0,0,1,0,7.926
0,1,0,1,1,0,0,0,0,0,1,1,1,0,7.481
0,1,1,1,0,1,1,1,1,1,0,0,1,1,8.347
0,0,1,1,1,0,1,1,0,1,1,0,1,1,8.265
1,1,0,0,0,0,1,0,1,1,0,1,0,1,7.916
0,0,0,0,1,0,1,1,0,0,1,1,1,0,7.797
1,1,0,1,0,0,0,0,0,0,1,0,0,0,8.645
0,1,1,0,0,0,1,1,0,1,0,0,1,0,8.385
1,0,1,1,1,1,0,0,1,0,1,0,0,1,7.001
1,1,1,1,0,0,1,0,1,1,1,1,0,0,7.7
1,0,1,0,0,0,1,1,0,0,0,0,0,0,7.021
1,1,1,0,1,1,0,0,1,0,0,0,0,0,7.322
1,1,0,0,1,1,0,0,1,0,0,1,0,0,6.982
0,0,0,1,1,0,1,0,0,1,0,0,0,0,6.161
0,0,0,0,1,1,0,0,1,0,1,1,0,0,6.896
0,0,1,1,0,0,1,1,1,1,1,0,0,1,6.572
1,0,1,0,0,0,0,1,0,1,0,0,0,0,6.239
0,0,1,0,1,1,0,0,1,0,0,1,1,0,6.395
0,0,0,1,1,1,0,1,0,1,0,1,1,1,6.0
1,1,1,1,1,0,1,0,0,1,1,0,1,0,6.555
0,1,1,1,0,1,1,1,0,0,1,1,1,1,6.022
0,0,1,1,0,1,0,0,1,0,0,0,1,0,6.06
0,1,1,1,1,0,0,1,0,0,1,1,0,1,6.144
0,0,1,1,0,0,1,1,0,0,1,0,0,1,6.209
1,1,1,0,1,1,1,0,1,0,0,0,1,0,6.46
1,1,0,0,1,0,1,0,0,1,0,0,0,0,6.345
0,0,1,1,1,1,0,1,0,1,0,1,1,1,6.624
0,0,1,1,1,0,1,0,0,1,1,0,1,1,6.296
0,1,0,0,1,0,0,0,1,1,0,0,1,0,6.235
0,0,1,0,0,0,1,1,0,0,1,1,0,0,6.4
1,1,0,0,0,0,0,1,1,1,1,0,0,0,6.366
0,1,0,0,1,0,0,0,0,1,1,0,1,0,6.198
0,0,1,1,0,0,0,1,0,0,0,0,0,0,6.445
1,0,1,0,1,0,0,0,1,0,0,1,0,0,6.286
1,0,1,1,1,0,0,1,0,0,0,1,1,0,6.006
0,1,1,0,0,0,1,1,0,1,0,0,0,1,6.637
1,0,1,1,0,0,0,0,0,0,1,0,1,0,6.245
1,0,0,0,0,0,1,0,0,1,1,0,1,1,6.096
1,1,1,1,0,1,0,1,0,0,0,1,1,0,6.383
0,1,1,0,0,0,0,0,1,1,1,1,0,0,6.611
1,1,1,1,0,0,0,1,1,1,0,0,0,0,7.016
0,0,0,1,1,0,0,0,0,1,1,0,1,0,6.172
1,1,0,0,1,0,0,0,1,1,0,0,1,0,6.343
0,1,1,0,0,0,1,0,1,1,0,0,1,1,6.268
1,1,1,0,0,1,0,0,1,1,0,1,1,0,6.249
0,1,0,1,0,1,1,1,1,1,1,0,1,1,6.16
0,1,1,0,0,1,0,0,1,0,1,1,0,0,6.69
1,0,0,0,1,1,0,0,1,1,0,1,1,1,6.195
0,0,1,0,0,1,1,1,1,0,1,1,1,0,6.636
0,1,0,1,1,0,1,1,1,0,1,0,0,1,6.504
1,0,1,0,0,0,0,0,1,0,0,0,1,1,6.053
0,1,1,0,0,0,1,0,0,0,0,0,1,1,6.344
0,1,1,0,0,1,0,0,0,1,1,1,1,1,6.313
0,1,0,1,0,0,0,0,0,0,0,0,1,1,6.297
0,0,1,0,1,0,0,1,1,0,1,0,0,0,6.189
1,1,0,0,0,1,1,0,1,0,0,1,0,1,6.054
1,0,0,0,0,0,1,0,1,1,0,0,1,1,6.162
0,1,1,1,0,1,0,0,1,0,1,0,1,0,6.093
0,0,0,1,0,0,0,1,1,0,0,0,1,0,6.523
1,0,1,0,1,0,0,0,0,1,0,1,1,0,6.42
1,0,0,1,1,0,1,0,1,1,1,0,0,1,6.398
1,1,1,0,1,0,1,0,1,1,0,0,1,1,6.086
0,1,1,1,0,0,1,1,1,0,1,1,1,0,6.478
1,1,0,1,1,0,1,1,1,0,0,1,1,0,6.299
1,0,1,0,0,1,0,1,0,1,1,0,1,0,6.594
0,1,0,0,1,0,0,0,1,0,1,0,1,1,6.464
1,0,0,1,1,0,1,0,0,0,1,0,0,0,6.442
1,0,1,0,1,1,1,0,0,1,0,0,0,1,6.92
1,1,1,1,0,0,0,1,1,1,1,1,0,1,6.181
1,1,1,0,0,0,0,1,0,1,0,1,0,0,6.667
1,0,0,1,1,1,0,0,0,0,0,0,0,1,6.079
0,1,1,1,0,0,0,1,1,0,1,1,0,1,6.626
0,1,0,1,1,0,0,0,0,0,0,1,0,1,6.041
0,0,0,0,0,1,1,0,1,1,1,0,0,0,6.664
0,1,1,0,0,0,0,1,0,1,1,0,1,0,6.473
0,1,1,0,1,1,0,0,0,1,0,1,1,1,6.426
1,1,1,1,0,1,1,1,0,1,0,0,1,0,6.087
0,1,0,0,1,0,1,0,1,1,0,1,0,0,6.301
1,1,0,1,0,1,1,0,0,1,1,1,1,0,6.307
1,1,1,0,1,0,1,1,1,0,1,0,0,1,6.284
1,0,0,0,0,1,1,0,1,1,1,1,1,0,6.394
0,0,1,1,0,1,1,1,1,1,1,0,0,0,6.201
0,1,0,1,1,0,1,1,1,0,0,0,1,1,6.406
1,0,1,1,0,0,1,0,1,0,0,1,1,1,6.235
0,1,0,0,1,0,1,0,1,0,0,0,1,1,6.028
1,1,1,1,1,0,1,0,1,1,0,0,0,0,6.5
0,1,0,1,0,0,1,0,0,1,1,1,0,0,7.053
1,1,1,1,1,1,1,1,1,1,0,0,0,0,6.413
0,1,0,1,1,0,1,0,1,0,1,1,0,0,6.315
1,0,0,1,1,0,0,0,0,1,1,0,0,1,6.247
1,1,0,1,0,1,1,0,0,1,1,1,0,0,6.466
0,0,1,1,1,1,0,0,1,0,0,0,0,1,6.394
0,0,1,0,0,0,0,0,1,1,1,1,0,0,6.335
0,0,1,0,0,1,0,0,0,0,1,0,1,0,6.268
1,0,1,0,0,1,1,0,0,1,1,0,0,0,6.64
1,0,0,1,0,0,1,0,1,0,1,1,0,1,6.771
0,0,1,1,1,0,1,0,0,1,1,0,1,0,6.617
1,1,1,1,0,1,1,0,0,0,1,0,1,1,6.162
1,1,0,1,1,1,0,1,0,0,1,1,1,1,6.396
0,1,0,1,1,0,1,0,1,0,0,0,0,0,6.177
1,0,0,0,1,0,1,1,1,0,0,1,1,1,6.389
0,0,1,0,1,1,1,0,0,0,0,1,1,0,6.788
1,0,1,0,0,1,1,0,0,0,1,0,1,0,6.353
0,0,0,0,1,1,0,1,1,1,1,1,0,1,6.639
0,0,0,1,0,1,1,0,0,1,0,0,1,1,6.1
1,1,0,1,0,0,0,0,1,1,1,1,0,0,6.215
0,1,1,1,0,1,0,1,1,0,1,1,1,1,6.079
0,1,1,1,0,1,1,1,0,0,0,1,1,1,5.908
1,0,0,0,0,0,1,0,0,1,0,1,1,0,6.026
1,1,1,0,1,1,1,1,0,0,0,0,1,1,6.222
1,1,1,1,0,0,0,1,1,0,1,0,0,0,6.201
0,0,0,1,0,0,1,1,1,1,0,1,0,0,6.516
0,0,1,1,0,1,0,0,0,1,1,0,1,0,6.361
0,0,0,1,1,0,0,1,0,1,0,1,1,1,5.928
1,1,0,1,1,1,0,1,0,0,1,0,0,1,6.227
1,0,1,1,1,1,1,1,0,1,0,0,0,1,6.414
0,0,1,0,1,0,1,0,1,0,0,0,1,0,6.319
0,1,0,0,0,1,0,0,0,0,0,1,1,0,5.9
0,0,1,0,1,0,0,0,0,1,1,0,0,0,6.033
1,1,0,1,0,1,1,0,1,0,0,0,1,1,6.083
1,0,0,1,0,0,0,1,1,0,1,0,1,1,5.904
1,1,0,1,1,0,1,0,0,1,1,0,0,1,6.324
0,0,0,0,1,0,0,0,1,1,1,0,1,1,6.368
0,1,1,0,0,0,0,1,0,1,0,1,1,1,6.219
1,0,1,0,0,1,0,0,1,0,1,0,0,0,6.122
0,1,0,1,1,1,0,0,1,0,1,0,0,0,6.537
0,1,1,0,0,0,1,0,0,1,1,0,1,1,6.294
1,0,0,1,1,0,1,1,0,1,0,1,1,1,6.047
1,0,1,1,0,1,0,1,1,0,1,1,1,1,6.129
0,0,1,1,1,0,1,1,1,1,1,0,1,1,6.412
1,0,1,1,1,0,1,1,1,0,0,0,0,0,6.133
1,0,1,1,1,1,0,0,0,0,1,0,1,0,6.324
0,0,1,0,0,0,1,1,0,1,0,1,1,0,5.984
1,1,1,0,1,1,1,1,0,0,0,1,1,1,6.026
0,1,0,1,0,1,1,0,1,0,1,0,1,1,6.213
0,1,1,1,0,0,0,0,1,1,1,0,0,0,6.247
0,1,0,1,0,1,0,1,0,0,0,0,1,1,6.472
1,1,0,0,1,0,0,1,0,0,0,1,1,0,6.302
0,1,0,1,1,0,0,0,1,0,1,0,0,1,6.241
0,1,1,0,0,1,1,0,0,1,0,0,0,0,6.06
0,0,1,1,1,1,1,0,0,1,0,1,1,1,6.521
1,0,1,1,1,1,0,1,0,1,0,0,0,1,6.023
1,1,1,0,1,0,1,0,1,1,0,0,0,0,6.296
1,0,0,0,1,1,0,1,1,0,1,1,1,1,6.658
0,1,1,0,1,1,1,1,1,1,1,0,1,1,6.059
0,0,1,0,1,1,1,1,1,0,1,1,0,1,6.164
0,0,1,1,1,0,0,1,1,1,0,1,1,1,6.204
0,0,0,0,1,0,1,1,0,1,0,0,0,0,5.993
1,1,1,1,1,1,1,1,0,0,0,0,1,1,6.431
0,0,1,1,0,0,0,1,1,0,0,0,1,1,6.564
0,0,1,0,1,1,1,0,1,1,1,1,0,0,6.517
0,1,0,1,1,0,0,0,1,1,0,0,1,1,6.624
0,0,1,1,1,0,1,0,0,1,1,1,1,0,6.201
0,0,0,1,0,0,0,0,1,0,1,1,0,1,6.496
0,0,0,0,0,1,1,0,1,1,1,0,0,1,6.052
1,0,1,1,1,1,0,1,1,1,0,1,1,0,6.061
1,0,0,0,1,0,1,1,0,0,1,0,1,0,5.986
1,0,0,0,1,0,1,0,1,0,1,0,1,0,6.432
0,0,0,1,0,1,1,1,0,0,1,1,1,0,6.086
1,1,0,1,1,1,0,1,1,0,0,1,0,1,5.93
0,1,0,0,0,1,1,1,0,1,0,0,1,0,6.151
1,1,1,0,0,1,1,1,1,1,0,1,1,1,6.224
1,1,0,1,1,0,1,1,0,1,0,0,0,1,6.151
0,1,1,0,0,1,0,1,0,0,1,1,0,1,6.815
1,1,1,0,0,1,0,1,0,1,1,1,0,0,6.439
1,1,0,1,1,1,1,0,0,0,1,0,1,0,6.127
1,0,0,0,0,0,1,0,0,1,0,1,1,1,6.273
1,1,0,1,1,0,1,1,0,1,0,1,0,1,6.408
0,1,1,0,0,1,0,0,1,1,0,0,1,1,6.514
1,1,1,1,1,1,1,0,1,1,1,0,0,0,7.106
1,1,1,0,1,1,1,0,1,1,0,0,1,1,6.433
0,0,1,0,1,1,1,1,1,0,0,1,1,1,6.042
1,0,0,1,1,1,1,1,1,1,0,1,0,1,6.541
1,0,1,1,1,0,0,0,1,1,0,0,1,1,6.258
1,0,0,1,1,1,1,0,1,1,1,1,1,0,6.057
0,0,1,1,1,0,1,1,1,1,0,1,0,0,6.506
1,0,0,0,0,0,1,0,1,1,0,0,0,1,6.228
0,1,0,0,1,0,1,0,1,0,0,0,1,0,6.059
1,0,0,1,1,1,0,1,0,0,0,1,1,1,6.379
0,0,1,0,0,1,1,1,1,0,0,0,0,1,6.448
1,1,0,1,1,0,1,1,0,0,1,0,0,0,6.271
0,1,0,0,1,1,1,1,1,0,1,1,0,1,6.228
1,0,1,0,1,0,1,1,1,1,1,0,0,1,6.335
1,0,0,0,1,0,1,1,1,0,1,0,0,1,6.561
0,0,1,1,1,0,1,0,1,1,1,1,0,1,6.659
1,1,1,1,0,0,0,0,0,0,0,0,1,0,6.299
0,1,1,1,1,0,0,1,0,0,0,0,1,1,6.089
1,1,0,1,1,0,1,0,1,0,1,1,0,1,6.43
1,0,1,0,1,1,1,0,1,0,1,1,0,1,6.128
0,0,0,1,0,1,0,0,1,0,0,1,0,0,6.342
0,0,0,1,0,0,1,0,1,0,0,0,0,1,6.116
0,1,1,1,1,0,0,0,1,0,1,1,0,0,6.292
0,1,0,1,0,0,0,0,1,1,1,1,1,0,6.763
0,0,0,1,1,1,0,1,1,1,1,1,1,1,6.677
1,1,1,0,0,0,1,1,0,1,1,1,0,0,6.253
0,1,0,0,0,1,1,1,0,0,1,0,1,0,6.066
1,1,0,1,0,0,0,0,0,0,0,0,1,0,6.01
0,0,1,1,0,0,1,0,1,1,1,1,1,1,6.25
1,1,1,1,1,0,1,0,1,0,1,1,1,1,6.309
1,0,1,1,1,0,0,0,0,1,1,1,0,1,6.386
0,0,0,1,0,0,1,0,1,1,0,0,0,1,6.568
1,0,0,1,0,1,0,0,1,0,1,1,1,1,6.488
1,1,0,0,1,0,1,0,0,0,0,0,1,1,6.629
0,1,1,0,0,1,0,0,0,1,1,1,0,1,6.594
1,1,1,0,0,0,0,0,1,0,0,0,0,1,6.185
0,0,1,0,1,1,0,0,0,0,1,0,0,1,6.546
1,1,1,1,0,1,1,0,0,1,1,0,1,1,6.073
0,1,0,0,1,1,0,0,0,1,1,1,0,0,6.306
0,0,0,1,0,0,0,0,0,1,1,0,0,1,6.046
0,0,1,1,1,1,1,0,0,0,1,1,1,1,6.286
0,0,1,1,0,1,0,1,1,1,1,1,0,1,6.354
0,0,1,0,1,0,1,0,1,1,0,1,0,0,6.516
1,1,1,0,0,1,0,1,0,1,0,0,1,0,6.544
0,1,1,0,0,0,0,1,0,1,1,1,1,1,6.452
0,0,0,1,1,1,0,0,0,1,1,1,1,0,6.619
0,1,0,0,0,1,1,0,1,1,1,1,1,0,6.573
1,1,0,1,0,0,1,1,1,0,1,0,1,0,6.372
1,0,1,0,1,0,1,0,0,1,1,1,1,1,6.891
1,1,0,0,0,1,0,1,0,1,1,0,1,0,6.409
1,1,0,1,1,1,0,0,1,1,1,1,1,0,6.097
0,1,1,1,0,0,0,1,1,1,1,1,0,0,6.3
0,1,1,1,0,1,0,0,0,0,0,0,0,0,6.435
1,0,1,0,0,0,1,0,0,0,1,0,1,0,6.26
1,0,0,0,1,0,1,1,0,1,0,0,0,1,6.251
0,0,1,0,0,1,0,0,0,0,0,0,1,1,6.063
0,1,0,0,1,0,0,0,0,1,0,0,1,1,6.118
0,0,1,0,1,0,1,1,0,0,1,1,0,0,6.381
1,1,0,1,0,0,0,1,0,1,1,1,0,1,6.338
0,0,1,0,0,1,0,0,1,0,0,1,0,1,6.233
0,0,0,1,0,1,1,0,0,0,1,1,0,0,6.153
0,0,1,1,1,0,0,0,1,0,0,0,0,1,6.403
0,1,0,1,1,0,0,0,1,0,1,0,0,0,6.334
1,0,0,0,0,0,1,0,1,0,1,1,1,1,6.298
0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.25
1,1,1,1,0,0,0,0,1,1,1,1,1,0,6.108
0,0,0,0,0,0,1,1,0,0,0,0,1,1,6.047
0,1,0,0,0,1,1,0,1,0,1,1,0,0,6.326
0,0,0,0,1,1,0,1,1,1,0,0,0,0,6.381
0,0,1,0,0,0,1,1,1,0,0,0,0,1,6.349
0,0,1,0,1,0,1,0,0,0,1,1,1,1,6.013
0,0,1,1,0,1,1,1,1,0,0,0,1,0,6.231
0,0,1,0,1,1,0,1,0,1,0,0,1,1,6.194
1,1,0,1,0,0,0,0,0,0,0,1,1,0,6.389
0,1,1,0,0,0,1,0,1,1,0,0,0,0,6.622
1,1,0,1,1,1,0,0,0,1,0,0,0,1,6.386
1,0,1,0,1,1,0,0,1,1,1,0,1,1,6.124
1,0,0,0,1,1,1,0,0,1,1,0,1,1,6.22
1,1,1,0,1,0,1,0,1,1,1,0,0,0,6.523
1,1,0,1,0,0,1,0,0,0,1,0,1,1,6.351
1,1,1,0,0,1,1,0,1,0,0,0,0,0,6.073
1,1,0,0,0,0,0,1,1,0,0,1,1,0,5.913
0,0,1,1,0,0,1,1,0,0,0,1,1,1,6.222
0,1,0,1,0,1,0,1,1,1,1,1,0,1,6.132
0,1,1,0,1,1,0,1,0,1,0,0,1,1,6.223
1,1,1,0,0,1,0,0,0,1,0,1,1,0,6.343
1,0,1,0,0,1,0,0,1,0,1,1,1,1,6.171
1,1,0,1,0,1,0,0,0,1,0,0,1,0,6.043
0,0,1,1,0,1,1,0,0,1,0,1,1,0,6.406
0,1,0,0,1,0,1,1,0,1,0,1,1,1,6.143
0,1,0,1,0,0,0,1,0,1,1,1,0,1,6.244
1,0,1,1,1,0,0,0,1,1,1,0,1,1,6.371
0,1,0,0,0,0,1,0,0,1,1,1,0,1,6.302
0,0,0,1,0,1,1,0,1,1,1,1,1,1,6.067
1,0,0,0,0,1,0,0,1,0,0,1,1,0,5.949
0,0,0,0,0,1,0,0,1,1,1,0,0,1,6.12
1,0,1,1,0,0,1,1,0,1,1,1,1,1,6.074
0,0,0,0,1,0,1,1,0,0,1,1,0,0,6.393
0,1,1,1,1,0,1,1,0,1,1,0,1,0,6.309
0,1,1,0,1,0,1,0,1,0,0,1,1,1,6.364
1,1,0,1,0,1,0,0,1,0,1,0,1,1,6.306
0,0,1,1,1,0,1,1,0,0,0,1,1,1,5.938
1,1,1,0,0,0,0,1,1,0,0,0,1,0,6.834
0,0,0,1,0,1,1,1,1,0,0,1,0,1,6.698
1,1,0,0,0,0,1,0,1,1,1,0,0,1,6.32
0,1,1,0,1,0,0,1,1,0,0,0,0,1,6.319
1,1,0,1,0,1,1,0,0,1,1,1,0,1,5.963
1,1,1,0,1,0,1,0,1,0,0,1,0,0,6.871
0,1,1,0,1,0,0,1,1,1,0,0,0,0,6.115
1,1,0,0,0,0,1,1,0,1,0,0,1,1,6.423
0,1,1,0,1,0,1,1,1,1,0,0,0,1,6.091
0,0,1,0,1,1,0,1,0,0,0,1,1,0,6.152
0,1,0,1,1,1,1,0,1,1,1,1,0,1,6.476
0,0,1,1,0,0,0,0,1,1,0,0,0,0,6.035
1,1,0,0,0,1,0,0,1,0,1,1,0,1,5.948
0,1,0,1,0,1,1,0,1,1,0,0,1,0,6.476
0,0,1,1,0,0,0,1,1,0,1,1,1,0,6.23
0,0,1,1,0,1,0,1,1,0,1,1,0,1,6.156
0,1,0,0,0,1,0,0,1,0,1,0,0,1,6.693
1,0,1,0,0,1,0,1,1,1,0,1,1,1,6.166
0,1,1,1,1,0,0,0,1,0,0,0,0,0,6.972
1,1,0,1,0,1,0,1,0,1,1,0,1,1,6.109
1,1,1,1,1,1,0,1,1,0,0,1,1,0,5.987
0,1,0,1,0,0,0,1,0,0,1,0,0,0,6.14
0,1,0,0,1,0,1,1,1,0,1,1,1,1,6.279
1,1,0,1,0,1,0,0,0,0,0,0,0,1,6.181
0,1,1,0,1,0,1,0,1,0,0,1,1,0,6.156
0,0,0,0,0,1,1,1,0,0,0,0,0,1,6.761
0,1,1,0,0,1,1,1,0,0,0,0,1,1,6.035
1,0,0,1,1,1,0,1,1,0,1,1,1,1,5.891
0,1,0,0,1,1,1,0,0,1,0,0,1,1,6.11
1,0,0,1,1,0,0,0,0,1,0,1,0,1,6.524
0,1,0,0,0,0,0,1,1,0,1,0,0,1,6.124
1,1,1,0,0,1,1,0,0,0,1,0,0,1,6.402
0,1,0,1,0,1,1,0,0,0,1,0,1,0,6.217
1,1,1,0,0,1,0,1,1,1,1,1,0,0,6.308
1,1,0,1,0,1,0,0,1,1,1,0,0,1,6.484
0,0,0,0,1,0,0,1,0,1,1,1,0,1,6.531
1,1,0,1,0,1,0,0,0,0,0,1,0,0,6.214
1,1,1,0,0,1,1,1,0,1,0,0,0,0,6.175
1,1,1,1,0,0,0,0,1,0,0,0,1,0,6.458
1,0,1,1,0,1,0,1,1,1,0,1,0,0,6.144
1,0,0,1,1,1,1,1,0,0,1,1,0,1,6.347
0,0,1,1,0,1,0,1,0,1,1,1,1,0,6.293
1,1,1,0,0,1,0,0,0,1,0,0,1,0,6.399
0,0,1,1,0,0,0,0,0,1,0,0,0,0,6.186
1,1,0,0,0,1,0,0,0,0,1,0,0,1,6.207
0,1,0,1,0,1,0,1,0,0,0,0,0,0,6.184
0,1,1,1,1,1,0,0,1,0,0,1,0,0,6.158
1,0,1,1,1,0,1,0,1,0,1,0,0,1,6.137
0,0,1,1,0,1,1,1,1,0,0,1,0,1,6.61
1,1,1,1,0,0,0,0,0,1,1,1,0,0,6.525
1,1,1,1,1,1,1,0,0,0,0,0,0,0,6.488
0,0,1,0,0,0,0,0,0,0,1,0,1,0,6.321
0,1,1,0,1,1,1,0,0,0,1,0,1,1,6.02
0,0,1,1,1,0,0,0,0,0,0,1,1,0,6.087
1,0,1,1,0,1,1,1,1,0,0,0,1,1,6.119
1,1,0,0,1,0,0,1,1,1,0,0,0,0,6.322
0,1,0,1,0,0,0,1,1,0,0,1,0,1,6.349
1,0,0,0,1,0,1,0,1,0,0,1,0,1,6.584
1,1,0,0,0,1,0,0,1,0,1,0,0,1,6.557
1,0,0,1,0,0,0,1,0,1,1,0,1,0,6.555
0,0,1,1,1,0,0,0,0,0,1,1,0,0,6.206
0,0,0,1,0,1,1,0,1,0,1,0,0,0,6.271
1,1,0,1,1,0,0,0,0,1,0,1,0,1,6.238
0,0,0,0,0,1,1,1,1,0,0,0,0,0,6.108
0,1,1,0,0,1,0,1,0,0,0,0,1,1,5.958
0,0,0,0,0,1,0,1,1,1,0,1,1,0,6.103
1,1,0,0,1,1,0,0,0,1,0,0,1,1,6.057
1,1,0,0,0,1,0,0,1,0,0,1,1,1,6.063
0,1,1,0,1,0,0,0,0,1,0,1,0,1,6.547
1,0,0,0,0,1,1,0,1,0,0,1,0,0,6.143
0,0,1,0,1,1,0,0,1,0,1,1,0,1,6.268
0,1,1,1,0,1,0,0,1,0,1,1,0,0,6.017
0,1,1,1,0,1,1,0,0,1,0,0,1,0,6.063
1,1,1,0,1,1,1,1,0,0,0,0,1,1,6.436
0,1,0,0,0,1,0,0,0,0,0,0,1,1,6.452
0,0,1,0,0,0,1,1,1,1,1,0,0,1,6.031
1,1,0,1,1,1,1,0,0,1,1,0,0,0,6.575
0,1,0,1,0,1,1,1,0,0,0,1,0,0,6.188
1,0,1,1,0,0,1,1,1,0,1,1,0,0,6.148
1,0,0,1,0,0,0,0,0,0,1,0,0,1,6.482
1,1,0,1,0,0,1,1,1,0,0,1,0,0,6.545
1,0,1,1,0,0,0,1,1,0,0,1,0,0,6.11
0,1,0,1,1,1,0,1,0,1,1,0,0,1,6.238
1,1,0,1,1,1,0,1,1,0,0,0,1,0,6.054
1,1,1,1,1,1,0,0,1,0,0,1,1,0,6.138
1,0,1,0,1,0,1,0,1,0,0,1,0,0,6.291
0,0,0,1,1,0,0,1,0,0,0,1,1,1,6.136
0,0,1,0,0,0,0,1,0,0,0,1,0,0,6.201
1,0,1,1,0,1,0,0,0,1,0,0,0,0,6.019
0,0,0,0,1,1,1,1,0,0,0,0,0,0,6.28
1,0,0,1,0,0,0,0,0,1,1,1,0,0,6.159
1,1,1,0,1,0,1,1,0,1,1,0,1,0,6.095
0,1,0,0,0,1,0,1,0,1,1,1,0,0,6.373
1,0,1,1,0,1,1,1,0,1,1,1,0,1,6.372
1,0,0,0,0,0,0,1,0,1,0,1,0,1,6.904
0,0,1,1,1,0,1,1,0,1,0,0,1,1,6.034
0,0,1,1,1,1,0,1,0,1,1,1,0,0,6.133
