SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readrandom.1
1,0,1,0,0,1,0,0,0,0,0,0,1,1,6.226
1,0,1,0,1,1,0,0,1,1,0,1,0,0,6.312
0,1,1,1,0,1,0,0,0,0,0,1,0,0,6.272
1,0,1,1,0,1,0,1,0,0,0,0,1,1,6.273
0,1,1,1,1,0,0,1,1,1,1,0,0,0,6.28
0,1,0,1,1,0,1,0,0,1,1,0,1,0,6.559
0,0,1,1,1,0,0,1,1,1,1,0,1,0,6.438
1,0,1,1,1,1,1,1,0,1,1,0,1,0,6.353
0,0,1,1,1,0,1,0,0,1,1,1,0,1,6.544
1,1,0,0,0,0,1,1,1,1,1,0,1,0,6.339
0,1,1,1,0,1,0,0,0,0,1,1,1,0,6.163
1,1,1,1,0,1,1,1,1,1,1,0,1,1,6.359
1,1,1,0,0,0,1,0,0,1,1,0,1,1,6.356
1,0,0,0,0,1,1,1,1,1,0,1,1,0,6.233
1,1,0,1,1,0,1,1,0,1,0,1,1,1,6.314
1,0,1,1,1,1,0,0,1,0,1,0,0,1,6.407
0,0,1,1,0,0,1,0,0,0,1,0,1,0,6.245
1,1,0,1,0,1,0,1,0,1,0,0,0,0,6.3
1,1,1,0,0,1,1,0,1,0,0,1,0,0,6.352
1,1,0,1,0,1,1,0,1,1,0,1,0,1,6.314
1,0,1,0,1,0,1,1,0,1,0,1,1,0,6.466
1,0,1,1,0,1,0,0,1,0,1,1,0,1,6.288
1,0,0,0,1,0,0,1,0,1,1,0,1,1,6.429
1,0,0,1,0,0,0,1,1,1,1,0,0,0,6.29
1,0,1,0,0,1,1,1,1,1,1,0,0,1,6.418
1,0,0,0,0,1,0,1,0,0,0,0,1,0,6.463
0,1,1,1,1,1,0,0,1,1,0,0,1,1,6.328
1,1,1,1,1,1,0,1,0,0,0,1,1,0,6.133
1,1,1,1,0,0,1,0,1,1,0,0,1,0,6.525
0,1,0,1,0,0,1,0,1,0,0,1,0,0,6.268
0,1,0,1,1,0,1,0,1,1,1,0,0,1,6.248
0,0,1,1,0,1,0,1,1,0,0,0,0,0,6.444
0,0,1,1,0,1,0,1,0,1,0,0,1,0,6.244
0,0,0,1,1,0,0,0,0,1,1,0,1,0,6.411
0,1,1,0,1,0,0,1,0,0,0,1,1,0,6.601
0,1,1,1,0,1,0,1,0,0,1,1,1,1,6.23
1,1,0,0,1,1,1,0,0,1,1,1,1,1,6.177
1,1,1,0,0,0,0,1,1,0,0,1,1,1,6.284
1,1,1,1,1,1,0,1,1,0,0,0,1,0,6.329
1,1,0,0,0,1,0,1,1,0,1,1,1,0,6.203
0,1,0,0,0,1,0,1,1,0,0,1,0,0,6.244
1,0,1,1,1,1,0,1,1,0,0,1,1,1,6.306
1,0,0,1,1,1,0,0,1,0,1,0,1,1,6.317
0,1,0,1,1,1,0,1,1,0,0,1,1,0,6.195
1,1,1,1,1,1,1,1,1,0,0,0,1,0,6.162
0,0,1,1,1,1,0,1,1,1,1,1,1,1,6.311
0,1,1,0,0,0,0,0,0,1,0,1,1,1,6.32
1,0,1,0,0,0,1,1,1,0,0,0,0,1,6.266
1,1,0,1,0,0,0,0,0,0,0,0,1,0,6.282
0,1,1,0,1,1,1,1,1,1,0,0,1,1,6.33
1,1,1,1,1,0,1,0,1,0,0,0,1,1,6.478
1,1,1,0,0,1,0,0,0,1,1,1,0,0,6.39
0,1,1,1,1,0,1,0,0,1,1,1,1,0,6.296
1,1,1,1,1,0,1,0,1,1,0,1,1,0,6.23
1,0,0,0,1,0,1,1,1,1,0,0,0,0,6.33
0,1,0,0,0,1,0,1,1,0,0,1,1,1,6.249
0,1,0,0,1,0,0,1,1,1,0,0,1,1,6.244
0,1,1,0,0,0,0,0,1,1,0,1,0,1,6.25
1,0,0,1,1,1,0,1,0,1,1,1,1,0,6.622
0,0,1,0,1,0,0,1,1,1,1,0,1,0,6.388
0,1,1,1,1,0,0,1,1,1,1,1,1,1,6.311
1,0,0,1,1,1,0,1,0,1,1,1,0,1,6.267
0,0,0,1,0,0,1,0,0,1,1,1,1,1,6.277
1,0,0,0,1,1,1,0,0,0,0,0,0,0,6.464
1,1,0,1,0,1,1,0,1,1,0,0,0,1,6.423
1,1,1,0,1,0,1,1,0,0,1,1,0,1,6.233
0,0,1,0,0,0,0,0,1,0,0,0,0,1,6.339
1,1,0,1,1,0,1,0,1,1,1,1,1,1,6.154
0,0,1,1,1,1,0,1,0,0,0,1,0,1,6.397
0,0,1,1,1,1,1,0,1,0,0,1,0,0,6.31
0,1,1,1,0,0,0,0,0,1,1,1,1,1,6.465
0,1,1,0,1,1,0,0,1,1,1,1,0,1,6.363
1,0,0,1,1,1,1,0,0,1,0,1,0,0,6.448
0,1,0,1,1,1,1,1,1,0,0,1,1,1,6.138
1,0,1,1,0,0,0,0,0,0,1,1,1,0,6.134
1,1,0,0,0,1,0,1,0,1,1,1,0,1,6.466
0,1,0,0,0,0,0,1,1,0,0,0,0,1,6.32
0,1,1,0,1,0,1,0,0,0,0,1,1,1,6.193
1,0,1,1,0,0,0,0,1,1,1,0,0,0,6.406
1,1,1,0,1,1,0,1,1,0,0,1,0,1,6.5
0,1,1,1,1,1,1,0,0,1,0,0,0,0,6.389
1,0,1,0,1,1,0,1,1,1,1,1,1,0,6.251
0,0,1,0,1,0,0,1,1,0,0,1,0,0,6.341
1,0,0,1,1,1,0,1,0,1,0,0,1,0,6.272
1,0,1,1,1,0,0,0,1,0,0,1,0,1,6.26
1,0,0,0,1,1,1,1,1,1,1,1,0,0,6.376
0,0,0,0,1,0,0,1,0,0,0,0,1,0,6.525
0,1,1,0,0,0,1,0,0,1,1,1,1,1,6.194
0,1,1,1,0,1,1,0,1,1,0,1,0,0,6.376
0,0,0,0,1,1,1,1,1,0,0,1,1,1,6.186
1,1,1,0,0,1,1,0,1,0,0,1,1,1,6.383
0,1,1,0,0,1,1,0,1,0,0,0,0,0,6.317
1,1,1,0,0,1,0,1,1,1,1,0,1,0,6.543
0,1,1,1,0,1,0,0,1,0,0,0,1,0,6.178
1,1,1,1,0,1,0,0,1,0,1,1,1,1,6.271
1,1,1,0,1,0,1,1,0,1,1,1,0,0,6.289
1,1,0,1,0,0,1,0,0,0,0,1,0,0,6.197
1,1,0,0,1,0,0,0,1,1,1,0,1,1,6.393
1,1,0,0,0,1,0,1,0,0,0,1,0,0,6.28
0,1,0,1,1,1,1,0,0,1,1,0,0,0,6.284
0,1,0,0,1,1,0,0,0,0,0,1,1,1,6.233
0,0,1,0,1,1,1,1,0,1,0,0,1,0,6.511
0,0,0,0,0,1,1,1,1,0,1,0,1,1,6.365
0,1,1,1,1,1,0,0,0,1,0,1,0,1,6.321
1,1,1,1,1,0,1,0,1,0,0,1,1,1,6.291
0,1,1,1,0,1,1,0,0,1,1,0,1,1,6.333
0,0,0,0,0,0,1,0,1,0,1,0,0,0,6.284
0,0,0,1,0,0,0,0,1,0,1,0,0,1,6.216
0,1,0,0,0,0,0,0,0,1,1,0,1,1,6.433
1,1,0,0,1,1,1,1,1,1,1,0,0,1,6.294
0,1,0,1,0,0,1,0,1,0,0,0,1,0,6.29
1,1,1,1,0,0,1,0,0,1,1,1,0,1,6.473
1,1,0,1,0,0,0,0,0,1,1,0,1,0,6.314
1,0,0,1,1,1,1,1,0,0,0,0,0,1,6.29
0,0,0,1,0,1,1,1,1,0,0,1,0,1,6.484
1,1,0,0,0,0,1,0,1,1,0,0,1,0,6.399
0,0,0,1,1,1,0,1,1,0,1,0,1,0,6.174
1,1,0,0,1,1,1,1,0,0,1,0,1,1,6.257
0,1,0,1,0,1,0,1,1,1,0,1,0,1,6.414
0,0,1,1,1,0,0,0,0,1,1,1,1,1,6.301
1,0,0,0,1,0,1,1,1,0,0,1,1,0,6.264
0,0,1,1,1,1,1,1,0,0,1,1,0,1,6.283
0,0,1,1,0,0,1,1,1,1,1,0,1,1,6.339
0,1,0,0,1,1,1,0,0,1,1,1,1,1,6.189
1,0,1,0,1,1,0,1,1,0,0,0,0,1,6.42
0,1,1,0,1,0,1,1,0,0,0,0,0,0,6.364
1,0,0,0,0,0,1,1,0,0,0,1,1,0,6.174
1,1,1,1,1,1,1,0,1,0,1,0,0,0,6.316
0,0,0,1,0,1,1,0,1,1,0,0,0,1,6.41
1,0,0,1,1,0,0,1,0,1,1,0,0,0,6.307
1,0,0,1,0,0,1,0,0,0,1,0,1,0,6.301
1,1,1,0,0,1,0,0,0,0,0,1,1,0,6.212
1,1,0,1,1,1,1,0,0,0,1,0,1,1,6.141
1,0,1,1,0,1,0,1,0,1,1,1,1,0,6.234
1,0,1,1,1,0,0,0,1,1,1,1,1,0,6.306
1,0,1,0,0,1,0,0,1,0,1,0,0,0,6.428
0,0,1,0,0,0,1,1,1,1,0,1,1,1,6.24
0,1,1,1,0,1,0,1,1,0,0,0,0,0,6.311
0,0,1,0,0,0,1,1,1,0,1,1,1,1,6.461
0,1,0,0,1,0,0,1,1,0,1,1,0,1,6.328
1,1,1,1,0,1,1,0,1,0,1,1,1,0,6.167
1,1,0,0,1,0,1,1,0,1,1,0,0,1,6.311
1,0,1,1,1,1,0,1,1,1,1,1,1,1,6.304
0,0,1,1,1,0,1,0,1,1,1,1,1,0,6.327
0,1,0,1,1,1,1,1,1,0,1,0,1,1,6.192
0,0,0,0,0,1,1,0,1,1,1,0,1,0,6.308
1,0,0,0,0,0,1,1,0,1,1,0,1,0,6.356
0,0,0,1,0,0,0,0,0,1,0,0,1,1,6.358
1,1,0,1,0,0,1,1,1,0,0,1,1,1,6.15
1,0,0,0,1,1,1,1,0,0,0,1,0,1,6.455
1,0,1,0,1,0,1,1,0,1,0,1,0,0,6.341
1,0,1,0,1,1,0,1,0,1,1,1,0,1,6.337
1,0,1,1,0,0,0,0,1,1,1,1,1,0,6.336
0,0,1,0,1,1,1,0,0,0,0,0,1,0,6.281
0,1,0,1,1,1,1,1,1,1,1,0,1,0,6.341
0,1,0,1,0,0,0,0,0,0,1,0,1,0,6.195
1,0,0,1,0,0,1,1,0,1,1,1,0,1,6.264
0,1,0,0,0,0,0,0,1,1,0,0,0,1,6.578
0,0,1,0,0,1,1,0,1,1,1,1,0,0,6.505
1,0,1,1,0,1,1,1,1,0,0,0,1,1,6.446
0,1,0,0,1,1,1,1,0,0,0,1,1,0,6.147
1,1,0,0,0,0,0,1,1,1,0,1,0,0,6.375
0,0,1,1,0,1,1,1,0,0,0,1,1,0,6.289
1,0,1,0,0,0,1,1,1,0,1,0,0,1,6.305
0,1,1,0,0,1,0,0,0,1,1,0,0,1,6.384
1,1,0,0,0,0,0,0,0,0,0,1,1,1,6.192
1,0,0,1,0,1,0,0,1,0,1,1,0,0,6.653
1,1,1,0,1,0,1,1,0,1,0,0,0,1,6.444
1,1,0,0,1,1,0,1,0,0,0,1,1,1,6.335
1,0,1,1,0,1,1,1,1,1,0,1,0,1,6.338
0,0,0,0,1,0,1,1,1,0,1,0,0,1,6.315
0,1,1,1,0,1,0,1,0,1,1,1,0,1,6.688
0,0,1,0,1,1,0,0,0,0,0,1,1,1,6.347
0,1,0,1,0,1,0,0,1,0,1,1,1,1,6.195
0,1,1,0,0,0,1,1,0,0,0,0,0,1,6.216
0,1,1,1,1,0,1,0,0,0,0,0,0,1,6.304
1,1,1,1,0,1,0,0,1,0,0,1,0,1,6.148
1,0,1,0,0,1,0,1,1,0,1,1,0,0,6.368
1,0,1,0,0,0,0,1,1,0,1,0,1,0,6.36
0,1,1,0,0,1,0,0,1,0,1,0,1,1,6.293
0,0,0,0,0,0,1,0,1,0,1,1,1,0,6.143
0,0,1,0,1,1,1,0,1,0,0,1,0,0,6.269
0,0,1,1,1,0,0,0,1,0,0,1,0,0,6.285
1,0,1,1,1,0,0,1,0,0,1,1,1,0,6.221
0,0,1,0,1,1,0,1,0,1,0,0,1,1,6.36
1,1,0,0,1,0,0,1,1,1,1,0,1,1,6.323
1,1,0,0,1,1,0,1,0,0,0,1,0,1,6.335
1,0,1,1,0,0,0,0,0,1,0,0,1,0,6.345
1,1,0,0,0,1,0,0,1,1,0,0,1,0,6.276
0,1,0,1,1,0,0,0,0,0,0,1,1,0,6.275
1,0,0,1,0,1,0,0,0,0,1,0,0,1,6.286
1,1,1,0,0,1,0,1,1,0,0,0,1,0,6.3
1,0,0,1,0,1,1,0,1,1,1,1,1,1,6.346
1,1,0,1,1,0,1,1,1,1,1,1,1,0,6.338
1,0,0,1,1,1,1,1,0,1,1,0,0,1,6.396
0,0,1,0,1,1,0,0,0,1,0,0,1,0,6.363
1,1,1,1,0,0,0,1,0,0,0,0,0,0,6.175
1,1,1,1,0,0,1,1,0,0,0,0,0,1,6.253
0,1,1,0,0,0,1,1,1,1,0,1,0,1,6.499
0,0,0,1,1,0,1,0,0,0,0,1,1,0,6.448
0,1,0,1,1,0,1,0,1,0,0,0,1,0,6.162
0,0,0,0,1,0,0,1,1,0,1,1,0,1,6.291
1,1,0,0,0,1,1,1,1,1,1,0,0,0,6.423
0,1,0,1,1,1,0,1,0,1,0,0,0,1,6.365
1,0,0,1,0,0,0,1,0,0,1,1,0,0,6.228
0,0,0,1,1,0,1,1,1,0,1,1,0,1,6.3
1,1,0,1,0,0,1,0,0,1,1,0,1,0,6.397
0,0,0,1,0,1,0,1,1,0,1,1,0,1,6.259
1,1,1,0,0,1,1,1,1,1,0,1,1,0,6.37
0,1,0,0,0,1,1,1,0,1,1,0,1,0,6.443
1,1,0,0,0,0,1,1,1,1,1,1,0,1,6.356
1,0,0,1,1,1,1,1,1,0,0,0,1,1,6.168
1,1,0,0,1,0,0,0,0,1,0,0,1,1,6.389
1,0,0,1,1,1,1,1,1,1,1,1,0,1,6.409
1,1,0,0,0,1,0,0,1,1,1,0,1,1,6.624
1,0,1,1,1,0,1,0,0,0,0,1,1,1,6.185
1,1,1,1,1,1,0,0,0,1,1,0,0,0,6.381
0,1,1,1,1,1,0,0,0,1,0,1,1,1,6.297
0,0,1,1,1,1,1,1,1,0,0,0,1,0,6.331
1,0,1,1,1,1,0,1,0,1,1,0,1,0,6.272
0,1,0,1,1,0,0,1,1,0,0,1,0,0,6.456
1,1,0,0,0,1,1,1,1,0,0,0,0,1,6.151
0,0,0,1,1,1,0,1,0,1,0,1,0,1,6.289
0,1,1,1,0,0,1,1,1,1,1,0,0,1,6.405
1,1,1,1,1,1,1,1,1,1,1,1,0,1,6.334
1,1,0,1,1,1,0,0,1,1,1,0,0,0,6.28
0,1,0,1,0,0,1,1,0,1,0,0,0,1,6.396
0,0,1,0,0,0,1,0,0,0,0,1,0,1,6.247
0,1,0,0,1,0,0,1,0,1,0,1,1,0,6.255
0,0,1,0,1,1,1,1,0,0,0,0,1,1,6.346
0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.606
0,0,0,0,0,0,1,1,1,1,0,0,1,0,6.325
1,1,1,1,1,0,1,0,1,0,1,0,0,0,6.251
0,0,1,0,1,1,0,1,0,0,0,0,1,1,6.499
0,0,1,0,0,1,0,0,1,0,0,1,1,0,6.223
1,0,0,0,1,0,0,1,1,0,1,1,1,0,6.302
1,0,0,1,1,0,0,0,0,0,1,0,0,1,6.422
0,0,0,1,0,1,1,0,0,1,0,0,0,0,6.405
0,1,1,1,0,0,0,0,0,1,0,1,0,0,6.461
0,1,1,1,1,0,1,1,1,0,1,0,1,0,6.268
1,0,1,0,0,1,1,0,0,0,0,0,0,0,6.285
1,0,0,0,1,0,0,1,1,1,0,1,1,0,6.254
0,1,1,0,0,0,1,0,0,0,1,1,0,1,6.264
1,0,1,0,1,1,1,0,0,1,1,0,0,0,6.375
1,0,0,1,0,0,1,0,0,1,1,1,0,1,6.292
1,0,0,0,0,0,1,1,1,0,1,0,1,0,6.172
1,1,0,0,0,0,0,1,0,0,1,1,1,0,6.108
0,1,1,1,0,0,1,1,0,1,1,1,1,0,6.398
1,1,0,1,1,0,0,1,0,0,1,1,0,0,6.201
1,1,0,1,0,0,1,0,0,1,1,1,1,1,6.27
0,1,0,0,0,1,0,1,0,1,1,1,1,0,6.284
0,1,1,1,1,0,0,1,0,1,1,0,1,1,6.635
0,0,0,0,0,0,1,0,1,0,1,0,1,1,6.159
0,1,1,1,1,0,0,0,1,0,0,0,0,0,6.225
0,1,1,1,1,1,1,1,0,0,1,0,1,1,6.243
0,1,0,0,1,0,0,1,0,1,0,0,1,1,6.377
1,0,1,0,0,0,0,1,0,0,1,1,0,0,6.328
1,1,0,0,1,0,0,1,0,0,0,0,1,0,6.302
0,1,0,0,1,1,1,0,1,0,1,1,1,1,6.195
1,1,1,0,0,1,0,1,1,0,1,0,0,1,6.242
1,0,0,0,0,0,1,0,1,1,1,0,1,1,6.344
1,0,0,1,1,0,1,1,1,1,1,1,1,1,6.256
1,1,0,1,1,1,0,0,1,1,0,1,0,0,6.497
0,1,1,1,0,0,1,1,1,1,1,0,0,0,6.345
0,0,0,1,0,1,0,1,0,0,1,0,0,0,6.323
1,0,1,0,0,1,1,0,0,1,1,1,1,0,6.175
0,1,1,0,0,0,0,1,1,1,0,0,1,0,6.317
1,0,0,1,0,1,1,0,0,1,1,1,1,1,6.515
1,0,1,0,1,0,0,0,1,1,1,0,1,0,6.652
1,0,1,1,1,1,1,0,0,1,1,1,1,0,6.368
0,1,1,0,1,1,1,1,0,1,0,1,0,0,6.271
0,0,1,0,0,0,0,0,1,0,1,1,0,1,6.286
0,1,1,1,0,0,0,0,0,0,0,1,0,1,6.306
0,0,1,1,0,0,1,0,0,1,0,0,1,0,6.316
0,1,1,0,0,1,1,0,0,1,0,1,0,0,6.286
0,1,0,1,0,0,0,1,0,0,1,1,0,0,6.268
0,0,1,1,0,1,0,1,0,1,0,1,1,1,6.236
1,1,0,0,0,0,1,1,0,1,1,1,1,0,6.306
0,1,1,1,1,0,1,1,1,1,0,0,0,0,6.42
0,1,0,0,0,0,1,0,0,1,1,0,0,0,6.275
1,0,1,0,0,1,0,1,0,0,1,1,1,0,6.091
0,0,1,1,0,1,1,1,0,1,0,0,0,1,6.378
0,0,1,1,0,1,1,0,0,0,0,1,0,0,6.277
1,1,0,1,1,1,1,0,1,1,0,0,0,0,6.267
1,1,0,0,0,0,0,1,0,1,0,1,1,0,6.354
0,0,1,0,0,0,1,0,1,0,0,1,1,0,6.364
0,0,0,0,1,0,0,1,0,1,1,1,1,1,6.339
0,1,0,1,1,1,0,1,0,0,0,1,1,1,6.146
1,0,0,0,1,0,0,0,0,1,0,1,1,1,6.311
1,0,1,1,0,0,0,1,1,0,1,0,1,0,6.29
0,0,1,0,1,1,1,1,0,0,0,0,0,1,6.295
1,0,0,0,0,1,0,0,1,0,0,1,1,0,6.166
1,0,0,0,1,1,1,1,0,1,0,0,0,1,6.394
0,1,1,1,0,0,0,0,0,0,0,0,1,1,6.155
1,1,0,1,0,1,0,1,1,1,0,0,0,0,6.316
0,1,1,1,0,0,0,1,1,1,0,0,0,0,6.377
0,1,1,1,1,1,0,0,1,1,1,1,1,1,6.276
1,0,0,0,0,0,0,0,0,0,1,0,1,0,6.405
0,1,0,1,0,0,0,1,1,1,0,1,0,0,6.433
0,1,0,0,0,0,1,1,1,1,1,0,0,1,6.383
