SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readseq.12
0,0,0,0,0,1,0,0,1,0,0,0,0,1,8.126
1,1,0,1,1,1,0,1,0,0,1,1,1,1,6.567
0,0,1,0,0,1,1,1,0,1,0,1,1,1,5.832
0,0,0,1,1,1,0,0,1,0,1,1,1,0,5.259
0,1,0,0,1,1,0,0,1,0,0,0,0,0,6.029
1,0,0,0,0,1,1,1,0,0,0,1,0,0,5.706
1,1,0,1,0,0,0,1,1,0,0,1,1,1,6.011
1,1,0,0,0,1,1,1,0,0,0,0,1,0,6.647
1,0,0,1,1,0,0,1,1,1,1,1,1,1,5.124
0,1,1,0,1,0,1,1,1,0,0,1,1,1,5.894
0,1,0,1,1,0,1,1,0,0,0,0,1,0,5.808
1,0,0,0,1,1,1,1,1,1,1,0,0,0,5.046
1,0,1,1,0,1,0,1,0,0,1,1,0,1,5.041
1,0,1,0,1,0,0,1,1,0,1,0,0,1,5.307
1,1,1,1,1,1,1,1,1,1,1,0,1,1,5.502
1,1,1,0,1,1,0,0,1,1,0,1,1,1,4.702
0,1,0,1,1,0,0,0,1,0,1,0,0,1,4.437
1,0,1,0,1,1,0,1,1,1,1,0,1,1,4.522
0,0,0,1,1,0,1,1,0,1,1,1,0,0,5.182
1,0,0,0,0,1,0,1,1,0,1,0,0,1,4.515
1,0,1,0,0,1,1,1,1,1,0,0,1,0,4.404
0,0,0,1,0,0,1,1,1,1,1,0,1,1,3.971
0,0,0,0,1,0,1,1,1,1,1,1,0,0,3.874
0,1,1,0,0,0,1,0,1,0,1,0,1,0,3.765
0,1,0,0,1,0,1,0,0,0,1,0,0,0,3.477
1,0,0,1,1,1,0,1,0,1,1,1,1,1,3.6
1,1,0,0,1,0,0,0,1,1,1,1,1,0,3.748
1,1,0,1,0,0,0,0,0,1,0,1,1,1,3.877
0,0,1,1,1,1,1,0,1,1,0,1,1,0,3.795
0,1,1,0,0,0,1,0,1,0,0,0,1,0,3.488
0,1,0,1,1,0,1,1,0,1,1,1,0,0,3.979
0,1,1,0,0,1,0,0,1,1,1,1,1,1,3.837
1,0,1,1,0,1,1,0,1,1,0,1,0,0,3.633
0,1,0,1,0,0,1,1,1,0,1,0,0,1,3.521
1,0,1,1,0,0,1,0,1,0,1,1,1,1,4.361
0,0,1,1,0,1,1,0,1,0,1,0,0,1,4.253
0,0,0,1,1,1,0,1,0,1,0,1,0,1,4.373
1,1,1,0,0,0,0,1,1,1,1,1,0,1,4.359
0,1,0,0,0,1,0,0,1,1,0,0,1,0,4.77
1,0,0,1,1,1,1,0,1,0,0,0,1,1,4.699
1,1,0,1,1,1,1,1,0,1,1,1,1,1,5.05
1,0,1,0,0,1,0,0,1,1,1,0,0,1,5.499
0,1,0,1,1,0,1,1,1,1,1,1,0,0,5.24
1,0,0,1,0,1,0,0,0,1,1,0,0,1,4.481
0,1,0,1,0,1,1,1,0,0,1,1,1,0,4.63
1,0,1,1,0,0,0,1,1,0,1,1,1,1,4.915
1,0,1,1,0,0,0,0,1,0,1,1,1,1,4.282
0,1,1,1,1,0,1,1,0,1,0,1,0,1,4.399
1,1,1,1,1,1,1,0,0,0,0,0,0,1,4.969
1,0,0,0,1,0,0,0,1,1,1,0,0,1,4.082
0,0,0,0,1,0,1,0,1,1,1,0,0,0,3.783
0,1,1,1,0,1,1,1,0,1,1,0,1,0,3.308
0,1,1,0,0,0,1,0,1,0,1,1,1,0,3.794
0,0,0,0,0,1,0,0,0,0,0,1,0,1,3.595
1,1,0,0,0,1,1,1,0,0,1,1,1,0,3.448
1,0,0,0,0,0,1,0,0,0,0,1,0,0,3.598
1,1,0,1,1,1,0,1,0,1,0,1,1,0,3.305
0,1,0,1,1,1,1,0,1,1,1,0,1,1,3.176
0,1,0,1,1,0,0,0,0,0,0,0,0,1,3.015
1,1,0,1,0,0,0,1,1,1,0,0,1,0,2.965
0,1,0,1,1,0,0,0,0,0,1,1,1,0,2.841
0,1,1,1,0,1,1,1,1,1,0,0,1,1,3.068
0,0,1,1,1,0,1,1,0,1,1,0,1,1,3.106
1,1,0,0,0,0,1,0,1,1,0,1,0,1,2.953
0,0,0,0,1,0,1,1,0,0,1,1,1,0,3.209
1,1,0,1,0,0,0,0,0,0,1,0,0,0,3.106
0,1,1,0,0,0,1,1,0,1,0,0,1,0,3.356
1,0,1,1,1,1,0,0,1,0,1,0,0,1,2.606
1,1,1,1,0,0,1,0,1,1,1,1,0,0,2.82
1,0,1,0,0,0,1,1,0,0,0,0,0,0,2.56
1,1,1,0,1,1,0,0,1,0,0,0,0,0,2.631
1,1,0,0,1,1,0,0,1,0,0,1,0,0,2.625
0,0,0,1,1,0,1,0,0,1,0,0,0,0,2.312
0,0,0,0,1,1,0,0,1,0,1,1,0,0,2.546
0,0,1,1,0,0,1,1,1,1,1,0,0,1,2.443
1,0,1,0,0,0,0,1,0,1,0,0,0,0,2.425
0,0,1,0,1,1,0,0,1,0,0,1,1,0,2.405
0,0,0,1,1,1,0,1,0,1,0,1,1,1,2.22
1,1,1,1,1,0,1,0,0,1,1,0,1,0,2.639
0,1,1,1,0,1,1,1,0,0,1,1,1,1,2.29
0,0,1,1,0,1,0,0,1,0,0,0,1,0,2.293
0,1,1,1,1,0,0,1,0,0,1,1,0,1,2.258
0,0,1,1,0,0,1,1,0,0,1,0,0,1,2.286
1,1,1,0,1,1,1,0,1,0,0,0,1,0,2.409
1,1,0,0,1,0,1,0,0,1,0,0,0,0,2.325
0,0,1,1,1,1,0,1,0,1,0,1,1,1,2.319
0,0,1,1,1,0,1,0,0,1,1,0,1,1,2.364
0,1,0,0,1,0,0,0,1,1,0,0,1,0,2.358
0,0,1,0,0,0,1,1,0,0,1,1,0,0,2.431
1,1,0,0,0,0,0,1,1,1,1,0,0,0,2.278
0,1,0,0,1,0,0,0,0,1,1,0,1,0,2.602
0,0,1,1,0,0,0,1,0,0,0,0,0,0,2.422
1,0,1,0,1,0,0,0,1,0,0,1,0,0,2.471
1,0,1,1,1,0,0,1,0,0,0,1,1,0,2.316
0,1,1,0,0,0,1,1,0,1,0,0,0,1,2.345
1,0,1,1,0,0,0,0,0,0,1,0,1,0,2.35
1,0,0,0,0,0,1,0,0,1,1,0,1,1,2.29
1,1,1,1,0,1,0,1,0,0,0,1,1,0,2.515
0,1,1,0,0,0,0,0,1,1,1,1,0,0,2.418
1,1,1,1,0,0,0,1,1,1,0,0,0,0,2.612
0,0,0,1,1,0,0,0,0,1,1,0,1,0,2.288
1,1,0,0,1,0,0,0,1,1,0,0,1,0,2.526
0,1,1,0,0,0,1,0,1,1,0,0,1,1,2.467
1,1,1,0,0,1,0,0,1,1,0,1,1,0,2.324
0,1,0,1,0,1,1,1,1,1,1,0,1,1,2.267
0,1,1,0,0,1,0,0,1,0,1,1,0,0,2.483
1,0,0,0,1,1,0,0,1,1,0,1,1,1,2.37
0,0,1,0,0,1,1,1,1,0,1,1,1,0,2.564
0,1,0,1,1,0,1,1,1,0,1,0,0,1,2.556
1,0,1,0,0,0,0,0,1,0,0,0,1,1,2.46
0,1,1,0,0,0,1,0,0,0,0,0,1,1,2.805
0,1,1,0,0,1,0,0,0,1,1,1,1,1,2.337
0,1,0,1,0,0,0,0,0,0,0,0,1,1,2.244
0,0,1,0,1,0,0,1,1,0,1,0,0,0,2.469
1,1,0,0,0,1,1,0,1,0,0,1,0,1,2.331
1,0,0,0,0,0,1,0,1,1,0,0,1,1,2.286
0,1,1,1,0,1,0,0,1,0,1,0,1,0,2.278
0,0,0,1,0,0,0,1,1,0,0,0,1,0,2.372
1,0,1,0,1,0,0,0,0,1,0,1,1,0,2.381
1,0,0,1,1,0,1,0,1,1,1,0,0,1,2.368
1,1,1,0,1,0,1,0,1,1,0,0,1,1,2.289
0,1,1,1,0,0,1,1,1,0,1,1,1,0,2.534
1,1,0,1,1,0,1,1,1,0,0,1,1,0,2.343
1,0,1,0,0,1,0,1,0,1,1,0,1,0,2.453
0,1,0,0,1,0,0,0,1,0,1,0,1,1,2.401
1,0,0,1,1,0,1,0,0,0,1,0,0,0,2.354
1,0,1,0,1,1,1,0,0,1,0,0,0,1,2.319
1,1,1,1,0,0,0,1,1,1,1,1,0,1,2.278
1,1,1,0,0,0,0,1,0,1,0,1,0,0,2.356
1,0,0,1,1,1,0,0,0,0,0,0,0,1,2.317
0,1,1,1,0,0,0,1,1,0,1,1,0,1,2.479
0,1,0,1,1,0,0,0,0,0,0,1,0,1,2.258
0,0,0,0,0,1,1,0,1,1,1,0,0,0,2.388
0,1,1,0,0,0,0,1,0,1,1,0,1,0,2.396
0,1,1,0,1,1,0,0,0,1,0,1,1,1,2.401
1,1,1,1,0,1,1,1,0,1,0,0,1,0,2.277
0,1,0,0,1,0,1,0,1,1,0,1,0,0,2.325
1,1,0,1,0,1,1,0,0,1,1,1,1,0,2.32
1,1,1,0,1,0,1,1,1,0,1,0,0,1,2.317
1,0,0,0,0,1,1,0,1,1,1,1,1,0,2.275
0,0,1,1,0,1,1,1,1,1,1,0,0,0,2.321
0,1,0,1,1,0,1,1,1,0,0,0,1,1,2.345
1,0,1,1,0,0,1,0,1,0,0,1,1,1,2.271
0,1,0,0,1,0,1,0,1,0,0,0,1,1,2.306
1,1,1,1,1,0,1,0,1,1,0,0,0,0,2.355
0,1,0,1,0,0,1,0,0,1,1,1,0,0,2.616
1,1,1,1,1,1,1,1,1,1,0,0,0,0,2.376
0,1,0,1,1,0,1,0,1,0,1,1,0,0,2.333
1,0,0,1,1,0,0,0,0,1,1,0,0,1,2.316
1,1,0,1,0,1,1,0,0,1,1,1,0,0,2.278
0,0,1,1,1,1,0,0,1,0,0,0,0,1,2.488
0,0,1,0,0,0,0,0,1,1,1,1,0,0,2.29
0,0,1,0,0,1,0,0,0,0,1,0,1,0,2.306
1,0,1,0,0,1,1,0,0,1,1,0,0,0,2.447
1,0,0,1,0,0,1,0,1,0,1,1,0,1,2.45
0,0,1,1,1,0,1,0,0,1,1,0,1,0,2.576
1,1,1,1,0,1,1,0,0,0,1,0,1,1,2.284
1,1,0,1,1,1,0,1,0,0,1,1,1,1,2.533
0,1,0,1,1,0,1,0,1,0,0,0,0,0,2.283
1,0,0,0,1,0,1,1,1,0,0,1,1,1,2.349
0,0,1,0,1,1,1,0,0,0,0,1,1,0,2.398
1,0,1,0,0,1,1,0,0,0,1,0,1,0,2.297
0,0,0,0,1,1,0,1,1,1,1,1,0,1,2.299
0,0,0,1,0,1,1,0,0,1,0,0,1,1,2.315
1,1,0,1,0,0,0,0,1,1,1,1,0,0,2.271
0,1,1,1,0,1,0,1,1,0,1,1,1,1,2.294
0,1,1,1,0,1,1,1,0,0,0,1,1,1,2.246
1,0,0,0,0,0,1,0,0,1,0,1,1,0,2.223
1,1,1,0,1,1,1,1,0,0,0,0,1,1,2.469
1,1,1,1,0,0,0,1,1,0,1,0,0,0,2.363
0,0,0,1,0,0,1,1,1,1,0,1,0,0,2.442
0,0,1,1,0,1,0,0,0,1,1,0,1,0,2.246
0,0,0,1,1,0,0,1,0,1,0,1,1,1,2.272
1,1,0,1,1,1,0,1,0,0,1,0,0,1,2.311
1,0,1,1,1,1,1,1,0,1,0,0,0,1,2.322
0,0,1,0,1,0,1,0,1,0,0,0,1,0,2.323
0,1,0,0,0,1,0,0,0,0,0,1,1,0,2.275
0,0,1,0,1,0,0,0,0,1,1,0,0,0,2.218
1,1,0,1,0,1,1,0,1,0,0,0,1,1,2.29
1,0,0,1,0,0,0,1,1,0,1,0,1,1,2.204
1,1,0,1,1,0,1,0,0,1,1,0,0,1,2.391
0,0,0,0,1,0,0,0,1,1,1,0,1,1,2.505
0,1,1,0,0,0,0,1,0,1,0,1,1,1,2.46
1,0,1,0,0,1,0,0,1,0,1,0,0,0,2.298
0,1,0,1,1,1,0,0,1,0,1,0,0,0,2.577
0,1,1,0,0,0,1,0,0,1,1,0,1,1,2.292
1,0,0,1,1,0,1,1,0,1,0,1,1,1,2.24
1,0,1,1,0,1,0,1,1,0,1,1,1,1,2.248
0,0,1,1,1,0,1,1,1,1,1,0,1,1,2.432
1,0,1,1,1,0,1,1,1,0,0,0,0,0,2.375
1,0,1,1,1,1,0,0,0,0,1,0,1,0,2.427
0,0,1,0,0,0,1,1,0,1,0,1,1,0,2.228
1,1,1,0,1,1,1,1,0,0,0,1,1,1,2.429
0,1,0,1,0,1,1,0,1,0,1,0,1,1,2.493
0,1,1,1,0,0,0,0,1,1,1,0,0,0,2.247
0,1,0,1,0,1,0,1,0,0,0,0,1,1,2.32
1,1,0,0,1,0,0,1,0,0,0,1,1,0,2.397
0,1,0,1,1,0,0,0,1,0,1,0,0,1,2.261
0,1,1,0,0,1,1,0,0,1,0,0,0,0,2.24
0,0,1,1,1,1,1,0,0,1,0,1,1,1,2.34
1,0,1,1,1,1,0,1,0,1,0,0,0,1,2.214
1,1,1,0,1,0,1,0,1,1,0,0,0,0,2.278
1,0,0,0,1,1,0,1,1,0,1,1,1,1,2.713
0,1,1,0,1,1,1,1,1,1,1,0,1,1,2.23
0,0,1,0,1,1,1,1,1,0,1,1,0,1,2.245
0,0,1,1,1,0,0,1,1,1,0,1,1,1,2.334
0,0,0,0,1,0,1,1,0,1,0,0,0,0,2.25
1,1,1,1,1,1,1,1,0,0,0,0,1,1,2.415
0,0,1,1,0,0,0,1,1,0,0,0,1,1,2.414
0,0,1,0,1,1,1,0,1,1,1,1,0,0,2.351
0,1,0,1,1,0,0,0,1,1,0,0,1,1,2.504
0,0,1,1,1,0,1,0,0,1,1,1,1,0,2.327
0,0,0,1,0,0,0,0,1,0,1,1,0,1,2.71
0,0,0,0,0,1,1,0,1,1,1,0,0,1,2.202
1,0,1,1,1,1,0,1,1,1,0,1,1,0,2.253
1,0,0,0,1,0,1,1,0,0,1,0,1,0,2.26
1,0,0,0,1,0,1,0,1,0,1,0,1,0,2.295
0,0,0,1,0,1,1,1,0,0,1,1,1,0,2.319
1,1,0,1,1,1,0,1,1,0,0,1,0,1,2.263
0,1,0,0,0,1,1,1,0,1,0,0,1,0,2.43
1,1,1,0,0,1,1,1,1,1,0,1,1,1,2.288
1,1,0,1,1,0,1,1,0,1,0,0,0,1,2.25
0,1,1,0,0,1,0,1,0,0,1,1,0,1,2.288
1,1,1,0,0,1,0,1,0,1,1,1,0,0,2.34
1,1,0,1,1,1,1,0,0,0,1,0,1,0,2.316
1,0,0,0,0,0,1,0,0,1,0,1,1,1,2.307
1,1,0,1,1,0,1,1,0,1,0,1,0,1,2.397
0,1,1,0,0,1,0,0,1,1,0,0,1,1,2.416
1,1,1,1,1,1,1,0,1,1,1,0,0,0,2.577
1,1,1,0,1,1,1,0,1,1,0,0,1,1,2.307
0,0,1,0,1,1,1,1,1,0,0,1,1,1,2.257
1,0,0,1,1,1,1,1,1,1,0,1,0,1,2.298
1,0,1,1,1,0,0,0,1,1,0,0,1,1,2.367
1,0,0,1,1,1,1,0,1,1,1,1,1,0,2.248
0,0,1,1,1,0,1,1,1,1,0,1,0,0,2.355
1,0,0,0,0,0,1,0,1,1,0,0,0,1,2.375
0,1,0,0,1,0,1,0,1,0,0,0,1,0,2.258
1,0,0,1,1,1,0,1,0,0,0,1,1,1,2.497
0,0,1,0,0,1,1,1,1,0,0,0,0,1,2.404
1,1,0,1,1,0,1,1,0,0,1,0,0,0,2.305
0,1,0,0,1,1,1,1,1,0,1,1,0,1,2.401
1,0,1,0,1,0,1,1,1,1,1,0,0,1,2.518
1,0,0,0,1,0,1,1,1,0,1,0,0,1,2.337
0,0,1,1,1,0,1,0,1,1,1,1,0,1,2.422
1,1,1,1,0,0,0,0,0,0,0,0,1,0,2.34
0,1,1,1,1,0,0,1,0,0,0,0,1,1,2.301
1,1,0,1,1,0,1,0,1,0,1,1,0,1,2.335
1,0,1,0,1,1,1,0,1,0,1,1,0,1,2.239
0,0,0,1,0,1,0,0,1,0,0,1,0,0,2.3
0,0,0,1,0,0,1,0,1,0,0,0,0,1,2.294
0,1,1,1,1,0,0,0,1,0,1,1,0,0,2.432
0,1,0,1,0,0,0,0,1,1,1,1,1,0,2.369
0,0,0,1,1,1,0,1,1,1,1,1,1,1,2.419
1,1,1,0,0,0,1,1,0,1,1,1,0,0,2.283
0,1,0,0,0,1,1,1,0,0,1,0,1,0,2.295
1,1,0,1,0,0,0,0,0,0,0,0,1,0,2.25
0,0,1,1,0,0,1,0,1,1,1,1,1,1,2.292
1,1,1,1,1,0,1,0,1,0,1,1,1,1,2.54
1,0,1,1,1,0,0,0,0,1,1,1,0,1,2.347
0,0,0,1,0,0,1,0,1,1,0,0,0,1,2.555
1,0,0,1,0,1,0,0,1,0,1,1,1,1,2.343
1,1,0,0,1,0,1,0,0,0,0,0,1,1,2.525
0,1,1,0,0,1,0,0,0,1,1,1,0,1,2.378
1,1,1,0,0,0,0,0,1,0,0,0,0,1,2.338
0,0,1,0,1,1,0,0,0,0,1,0,0,1,2.485
1,1,1,1,0,1,1,0,0,1,1,0,1,1,2.274
0,1,0,0,1,1,0,0,0,1,1,1,0,0,2.313
0,0,0,1,0,0,0,0,0,1,1,0,0,1,2.351
0,0,1,1,1,1,1,0,0,0,1,1,1,1,2.297
0,0,1,1,0,1,0,1,1,1,1,1,0,1,2.482
0,0,1,0,1,0,1,0,1,1,0,1,0,0,2.366
1,1,1,0,0,1,0,1,0,1,0,0,1,0,2.454
0,1,1,0,0,0,0,1,0,1,1,1,1,1,2.444
0,0,0,1,1,1,0,0,0,1,1,1,1,0,2.4
0,1,0,0,0,1,1,0,1,1,1,1,1,0,2.363
1,1,0,1,0,0,1,1,1,0,1,0,1,0,2.356
1,0,1,0,1,0,1,0,0,1,1,1,1,1,2.522
1,1,0,0,0,1,0,1,0,1,1,0,1,0,2.339
1,1,0,1,1,1,0,0,1,1,1,1,1,0,2.271
0,1,1,1,0,0,0,1,1,1,1,1,0,0,2.736
0,1,1,1,0,1,0,0,0,0,0,0,0,0,2.434
1,0,1,0,0,0,1,0,0,0,1,0,1,0,2.343
1,0,0,0,1,0,1,1,0,1,0,0,0,1,2.329
0,0,1,0,0,1,0,0,0,0,0,0,1,1,2.474
0,1,0,0,1,0,0,0,0,1,0,0,1,1,2.319
0,0,1,0,1,0,1,1,0,0,1,1,0,0,2.29
1,1,0,1,0,0,0,1,0,1,1,1,0,1,2.41
0,0,1,0,0,1,0,0,1,0,0,1,0,1,2.292
0,0,0,1,0,1,1,0,0,0,1,1,0,0,2.263
0,0,1,1,1,0,0,0,1,0,0,0,0,1,2.327
0,1,0,1,1,0,0,0,1,0,1,0,0,0,2.315
1,0,0,0,0,0,1,0,1,0,1,1,1,1,2.307
0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.774
1,1,1,1,0,0,0,0,1,1,1,1,1,0,2.28
0,0,0,0,0,0,1,1,0,0,0,0,1,1,2.283
0,1,0,0,0,1,1,0,1,0,1,1,0,0,2.317
0,0,0,0,1,1,0,1,1,1,0,0,0,0,2.286
0,0,1,0,0,0,1,1,1,0,0,0,0,1,2.336
0,0,1,0,1,0,1,0,0,0,1,1,1,1,2.331
0,0,1,1,0,1,1,1,1,0,0,0,1,0,2.456
0,0,1,0,1,1,0,1,0,1,0,0,1,1,2.235
1,1,0,1,0,0,0,0,0,0,0,1,1,0,2.499
0,1,1,0,0,0,1,0,1,1,0,0,0,0,2.292
1,1,0,1,1,1,0,0,0,1,0,0,0,1,2.348
1,0,1,0,1,1,0,0,1,1,1,0,1,1,2.339
1,0,0,0,1,1,1,0,0,1,1,0,1,1,2.301
1,1,1,0,1,0,1,0,1,1,1,0,0,0,2.389
1,1,0,1,0,0,1,0,0,0,1,0,1,1,2.373
1,1,1,0,0,1,1,0,1,0,0,0,0,0,2.229
1,1,0,0,0,0,0,1,1,0,0,1,1,0,2.253
0,0,1,1,0,0,1,1,0,0,0,1,1,1,2.276
0,1,0,1,0,1,0,1,1,1,1,1,0,1,2.255
0,1,1,0,1,1,0,1,0,1,0,0,1,1,2.301
1,1,1,0,0,1,0,0,0,1,0,1,1,0,2.304
1,0,1,0,0,1,0,0,1,0,1,1,1,1,2.333
1,1,0,1,0,1,0,0,0,1,0,0,1,0,2.277
0,0,1,1,0,1,1,0,0,1,0,1,1,0,2.486
0,1,0,0,1,0,1,1,0,1,0,1,1,1,2.287
0,1,0,1,0,0,0,1,0,1,1,1,0,1,2.359
1,0,1,1,1,0,0,0,1,1,1,0,1,1,2.312
0,1,0,0,0,0,1,0,0,1,1,1,0,1,2.615
0,0,0,1,0,1,1,0,1,1,1,1,1,1,2.268
1,0,0,0,0,1,0,0,1,0,0,1,1,0,2.277
0,0,0,0,0,1,0,0,1,1,1,0,0,1,2.237
1,0,1,1,0,0,1,1,0,1,1,1,1,1,2.353
0,0,0,0,1,0,1,1,0,0,1,1,0,0,2.307
0,1,1,1,1,0,1,1,0,1,1,0,1,0,2.361
0,1,1,0,1,0,1,0,1,0,0,1,1,1,2.385
1,1,0,1,0,1,0,0,1,0,1,0,1,1,2.245
0,0,1,1,1,0,1,1,0,0,0,1,1,1,2.224
1,1,1,0,0,0,0,1,1,0,0,0,1,0,2.493
0,0,0,1,0,1,1,1,1,0,0,1,0,1,2.355
1,1,0,0,0,0,1,0,1,1,1,0,0,1,2.283
0,1,1,0,1,0,0,1,1,0,0,0,0,1,2.309
1,1,0,1,0,1,1,0,0,1,1,1,0,1,2.32
1,1,1,0,1,0,1,0,1,0,0,1,0,0,2.487
0,1,1,0,1,0,0,1,1,1,0,0,0,0,2.243
1,1,0,0,0,0,1,1,0,1,0,0,1,1,2.258
0,1,1,0,1,0,1,1,1,1,0,0,0,1,2.239
0,0,1,0,1,1,0,1,0,0,0,1,1,0,2.317
0,1,0,1,1,1,1,0,1,1,1,1,0,1,2.344
0,0,1,1,0,0,0,0,1,1,0,0,0,0,2.215
1,1,0,0,0,1,0,0,1,0,1,1,0,1,2.267
0,1,0,1,0,1,1,0,1,1,0,0,1,0,2.314
0,0,1,1,0,0,0,1,1,0,1,1,1,0,2.34
0,0,1,1,0,1,0,1,1,0,1,1,0,1,2.254
0,1,0,0,0,1,0,0,1,0,1,0,0,1,2.427
1,0,1,0,0,1,0,1,1,1,0,1,1,1,2.298
0,1,1,1,1,0,0,0,1,0,0,0,0,0,2.5
1,1,0,1,0,1,0,1,0,1,1,0,1,1,2.287
1,1,1,1,1,1,0,1,1,0,0,1,1,0,2.271
0,1,0,1,0,0,0,1,0,0,1,0,0,0,2.253
0,1,0,0,1,0,1,1,1,0,1,1,1,1,2.321
1,1,0,1,0,1,0,0,0,0,0,0,0,1,2.261
0,1,1,0,1,0,1,0,1,0,0,1,1,0,2.29
0,0,0,0,0,1,1,1,0,0,0,0,0,1,2.391
0,1,1,0,0,1,1,1,0,0,0,0,1,1,2.259
1,0,0,1,1,1,0,1,1,0,1,1,1,1,2.218
0,1,0,0,1,1,1,0,0,1,0,0,1,1,2.222
1,0,0,1,1,0,0,0,0,1,0,1,0,1,2.301
0,1,0,0,0,0,0,1,1,0,1,0,0,1,2.267
1,1,1,0,0,1,1,0,0,0,1,0,0,1,2.453
0,1,0,1,0,1,1,0,0,0,1,0,1,0,2.487
1,1,1,0,0,1,0,1,1,1,1,1,0,0,2.262
1,1,0,1,0,1,0,0,1,1,1,0,0,1,2.431
0,0,0,0,1,0,0,1,0,1,1,1,0,1,2.285
1,1,0,1,0,1,0,0,0,0,0,1,0,0,2.263
1,1,1,0,0,1,1,1,0,1,0,0,0,0,2.292
1,1,1,1,0,0,0,0,1,0,0,0,1,0,2.343
1,0,1,1,0,1,0,1,1,1,0,1,0,0,2.216
1,0,0,1,1,1,1,1,0,0,1,1,0,1,2.224
0,0,1,1,0,1,0,1,0,1,1,1,1,0,2.339
1,1,1,0,0,1,0,0,0,1,0,0,1,0,2.283
0,0,1,1,0,0,0,0,0,1,0,0,0,0,2.243
1,1,0,0,0,1,0,0,0,0,1,0,0,1,2.422
0,1,0,1,0,1,0,1,0,0,0,0,0,0,2.293
0,1,1,1,1,1,0,0,1,0,0,1,0,0,2.308
1,0,1,1,1,0,1,0,1,0,1,0,0,1,2.445
0,0,1,1,0,1,1,1,1,0,0,1,0,1,2.416
1,1,1,1,0,0,0,0,0,1,1,1,0,0,2.299
1,1,1,1,1,1,1,0,0,0,0,0,0,0,2.452
0,0,1,0,0,0,0,0,0,0,1,0,1,0,2.316
0,1,1,0,1,1,1,0,0,0,1,0,1,1,2.406
0,0,1,1,1,0,0,0,0,0,0,1,1,0,2.254
1,0,1,1,0,1,1,1,1,0,0,0,1,1,2.36
1,1,0,0,1,0,0,1,1,1,0,0,0,0,2.281
0,1,0,1,0,0,0,1,1,0,0,1,0,1,2.326
1,0,0,0,1,0,1,0,1,0,0,1,0,1,2.491
1,1,0,0,0,1,0,0,1,0,1,0,0,1,2.513
1,0,0,1,0,0,0,1,0,1,1,0,1,0,2.408
0,0,1,1,1,0,0,0,0,0,1,1,0,0,2.28
0,0,0,1,0,1,1,0,1,0,1,0,0,0,2.46
1,1,0,1,1,0,0,0,0,1,0,1,0,1,2.6
0,0,0,0,0,1,1,1,1,0,0,0,0,0,2.243
0,1,1,0,0,1,0,1,0,0,0,0,1,1,2.303
0,0,0,0,0,1,0,1,1,1,0,1,1,0,2.265
1,1,0,0,1,1,0,0,0,1,0,0,1,1,2.248
1,1,0,0,0,1,0,0,1,0,0,1,1,1,2.308
0,1,1,0,1,0,0,0,0,1,0,1,0,1,2.382
1,0,0,0,0,1,1,0,1,0,0,1,0,0,2.547
0,0,1,0,1,1,0,0,1,0,1,1,0,1,2.254
0,1,1,1,0,1,0,0,1,0,1,1,0,0,2.275
0,1,1,1,0,1,1,0,0,1,0,0,1,0,2.326
1,1,1,0,1,1,1,1,0,0,0,0,1,1,2.241
0,1,0,0,0,1,0,0,0,0,0,0,1,1,2.311
0,0,1,0,0,0,1,1,1,1,1,0,0,1,2.26
1,1,0,1,1,1,1,0,0,1,1,0,0,0,2.331
0,1,0,1,0,1,1,1,0,0,0,1,0,0,2.348
1,0,1,1,0,0,1,1,1,0,1,1,0,0,2.302
1,0,0,1,0,0,0,0,0,0,1,0,0,1,2.476
1,1,0,1,0,0,1,1,1,0,0,1,0,0,2.371
1,0,1,1,0,0,0,1,1,0,0,1,0,0,2.315
0,1,0,1,1,1,0,1,0,1,1,0,0,1,2.255
1,1,0,1,1,1,0,1,1,0,0,0,1,0,2.264
1,1,1,1,1,1,0,0,1,0,0,1,1,0,2.366
1,0,1,0,1,0,1,0,1,0,0,1,0,0,2.248
0,0,0,1,1,0,0,1,0,0,0,1,1,1,2.371
0,0,1,0,0,0,0,1,0,0,0,1,0,0,2.281
1,0,1,1,0,1,0,0,0,1,0,0,0,0,2.211
0,0,0,0,1,1,1,1,0,0,0,0,0,0,2.485
1,0,0,1,0,0,0,0,0,1,1,1,0,0,2.25
1,1,1,0,1,0,1,1,0,1,1,0,1,0,2.358
0,1,0,0,0,1,0,1,0,1,1,1,0,0,2.282
1,0,1,1,0,1,1,1,0,1,1,1,0,1,2.273
1,0,0,0,0,0,0,1,0,1,0,1,0,1,2.394
0,0,1,1,1,0,1,1,0,1,0,0,1,1,2.384
0,0,1,1,1,1,0,1,0,1,1,1,0,0,2.261
