step_size,percentage,loss,x264,storm-obj2,storm-obj1,sac,spear,N-x264,N-storm-obj2,N-storm-obj1,N-sac,N-spear
10,0.05,3,13.0,167.25,369.75,330.5,1637.0,0.63507572056668293,8.1625183016105414,18.045387994143486,8.2624999999999993,9.7243673517880485
10,0.05,4,10.25,167.25,338.5,349.625,1620.0,0.5007327796775769,8.1625183016105414,16.520253782332844,8.7406249999999996,9.6233812522276345
10,0.05,5,15.25,167.25,338.5,339.625,2664.5,0.74499267220322418,8.1625183016105414,16.520253782332844,8.4906249999999996,15.828086016395391
10,0.05,6,13.25,167.25,369.75,330.5,1637.75,0.64728871519296527,8.1625183016105414,18.045387994143486,8.2624999999999993,9.7288226208863016
10,0.05,7,13.0,167.25,369.75,332.25,1736.625,0.63507572056668293,8.1625183016105414,18.045387994143486,8.3062500000000004,10.31617559700606
10,0.07,3,22.0,167.25,369.75,330.5,1101.0,1.074743527112848,8.1625183016105414,18.045387994143486,8.2624999999999993,6.5403350362361889
10,0.07,4,13.5,167.25,369.75,399.0,536.75,0.65950170981924772,8.1625183016105414,18.045387994143486,9.9749999999999996,3.1884875846501131
10,0.07,5,14.75,167.25,369.75,330.5,1055.75,0.72056668295065951,8.1625183016105414,18.045387994143486,8.2624999999999993,6.2715338006415591
10,0.07,6,13.25,167.25,369.75,331.375,1620.0,0.64728871519296527,8.1625183016105414,18.045387994143486,8.2843750000000007,9.6233812522276345
10,0.07,7,21.0,167.25,369.75,349.625,1943.75,1.0258915486077187,8.1625183016105414,18.045387994143486,8.7406249999999996,11.546572412973743
10,0.09,3,15.0,167.25,369.75,399.0,1736.625,0.73277967757694185,8.1625183016105414,18.045387994143486,9.9749999999999996,10.31617559700606
10,0.09,4,17.75,167.25,369.75,330.5,1700.0,0.86712261846604788,8.1625183016105414,18.045387994143486,8.2624999999999993,10.098609956041345
10,0.09,5,19.5,167.25,369.75,348.75,437.125,0.95261358085002446,8.1625183016105414,18.045387994143486,8.71875,2.5966793394321015
10,0.09,6,13.0,167.25,369.75,348.75,2773.25,0.63507572056668293,8.1625183016105414,18.045387994143486,8.71875,16.474100035642152
10,0.09,7,13.0,167.25,369.75,399.0,1853.25,0.63507572056668293,8.1625183016105414,18.045387994143486,9.9749999999999996,11.008969941784484
10,0.13,3,17.0,167.25,369.75,349.625,491.5,0.83048363458720076,8.1625183016105414,18.045387994143486,8.7406249999999996,2.9196863490554827
10,0.13,4,17.75,167.25,369.75,348.75,582.0,0.86712261846604788,8.1625183016105414,18.045387994143486,8.71875,3.4572888202447429
10,0.13,5,13.0,167.25,369.75,340.5,1262.875,0.63507572056668293,8.1625183016105414,18.045387994143486,8.5124999999999993,7.5019306166092434
10,0.13,6,22.0,167.25,369.75,340.5,911.625,1.074743527112848,8.1625183016105414,18.045387994143486,8.5124999999999993,5.4153795889271716
10,0.13,7,22.0,167.25,369.75,340.5,1637.0,1.074743527112848,8.1625183016105414,18.045387994143486,8.5124999999999993,9.7243673517880485
10,0.15,3,13.5,167.25,369.75,330.5,491.5,0.65950170981924772,8.1625183016105414,18.045387994143486,8.2624999999999993,2.9196863490554827
10,0.15,4,15.25,167.25,354.125,348.75,1520.375,0.74499267220322418,8.1625183016105414,17.282820888238167,8.71875,9.031573007009623
10,0.15,5,22.0,167.25,369.75,348.75,1520.375,1.074743527112848,8.1625183016105414,18.045387994143486,8.71875,9.031573007009623
10,0.15,6,17.75,167.25,338.5,339.625,1331.75,0.86712261846604788,8.1625183016105414,16.520253782332844,8.4906249999999996,7.9110728287988596
10,0.15,7,17.75,167.25,338.5,399.0,1898.5,0.86712261846604788,8.1625183016105414,16.520253782332844,9.9749999999999996,11.277771177379114
10,0.18,3,15.0,167.25,461.125,348.75,491.5,0.73277967757694185,8.1625183016105414,22.504880429477794,8.71875,2.9196863490554827
10,0.18,4,13.25,167.25,369.75,348.75,2204.5,0.64728871519296527,8.1625183016105414,18.045387994143486,8.71875,13.095520969466556
10,0.18,5,19.5,167.25,369.75,340.5,1475.125,0.95261358085002446,8.1625183016105414,18.045387994143486,8.5124999999999993,8.7627717714149931
