../Data/x264_0.csv,2.5,3.25,2.0,1.5,1.75,2.0,5.0,2.0,2.25
../Data/x264_1.csv,1.5,1.5,2.25,1.5,6.75,4.5,3.25,3.5,3.5
../Data/x264_10.csv,2.75,3.25,1.75,2.25,3.5,3.5,2.75,3.5,6.0
../Data/x264_11.csv,3.25,1.5,3.5,2.25,3.0,2.75,2.0,3.0,3.5
../Data/x264_12.csv,2.25,3.5,7.0,6.75,9.25,10.0,7.25,7.0,9.5
../Data/x264_13.csv,2.0,1.25,1.0,2.5,6.75,3.25,3.25,3.25,3.0
../Data/x264_14.csv,1.0,2.25,2.25,3.25,5.0,3.75,3.25,3.75,3.25
../Data/x264_15.csv,3.75,8.5,10.25,14.25,20.5,18.0,20.25,18.75,28.0
../Data/x264_16.csv,4.0,7.0,9.5,7.75,7.75,17.5,21.0,14.75,25.5
../Data/x264_17.csv,3.5,5.75,6.75,13.5,15.0,13.75,14.75,14.0,16.25
../Data/x264_18.csv,2.5,4.0,3.75,4.0,3.5,6.0,3.75,2.75,3.0
../Data/x264_19.csv,4.25,7.5,13.5,15.5,16.0,21.0,18.75,20.25,22.25
../Data/x264_2.csv,2.25,2.0,4.25,1.0,1.75,2.75,3.0,3.5,2.25
../Data/x264_20.csv,2.75,4.75,7.0,10.75,10.25,8.75,8.75,10.5,19.0
../Data/x264_3.csv,3.0,3.75,3.25,4.5,3.25,2.75,1.5,1.5,3.25
../Data/x264_4.csv,1.75,1.5,1.5,1.75,2.25,4.25,1.0,2.25,1.75
../Data/x264_5.csv,1.0,2.25,1.75,1.25,2.25,3.0,2.25,3.0,2.75
../Data/x264_6.csv,3.25,4.0,7.75,6.25,4.0,9.25,7.0,7.75,7.25
../Data/x264_7.csv,2.25,1.5,2.75,3.0,2.75,3.5,3.75,4.5,5.0
../Data/x264_8.csv,2.0,3.75,3.0,3.0,4.0,4.75,3.25,4.0,3.75
../Data/x264_9.csv,3.0,4.0,5.25,5.5,5.5,3.75,4.25,5.5,5.5
