Source,20,40,80,160,320,640,990
../Data/sqlite_14.csv,2.25,6.5,9.5,18.25,21.25,12.5,10.5
../Data/sqlite_16.csv,2.75,4.25,6.75,13.0,23.75,26.5,10.5
../Data/sqlite_17.csv,2.5,5.25,11.0,19.0,34.5,29.25,46.5
../Data/sqlite_19.csv,2.5,4.25,7.5,13.0,28.0,28.5,2.5
../Data/sqlite_2.csv,2.0,5.75,9.5,9.75,17.25,19.5,10.5
../Data/sqlite_3.csv,2.0,4.0,6.5,20.25,26.0,24.75,10.5
../Data/sqlite_33.csv,2.0,4.75,8.5,14.5,28.25,36.0,57.0
../Data/sqlite_46.csv,3.5,6.5,21.5,58.25,154.0,156.75,46.5
../Data/sqlite_49.csv,2.5,4.5,8.75,18.0,41.5,49.0,65.5
../Data/sqlite_50.csv,5.75,15.5,19.75,51.75,171.25,148.25,105.0
../Data/sqlite_59.csv,3.5,5.25,13.0,17.75,29.0,30.5,27.0
../Data/sqlite_7.csv,3.0,7.0,10.5,15.5,34.75,48.5,70.5
../Data/sqlite_70.csv,2.0,5.0,7.0,19.25,28.25,81.0,182.0
