Source,336,673,1346,2693,5386,10773,16665
../Data/spear_0.csv,3.0,5.5,19.5,41.5,86.5,168.5,262.0
../Data/spear_1.csv,1.0,0.5,0.0,0.0,0.0,0.0,1.0
../Data/spear_2.csv,13.0,22.0,30.5,49.0,83.5,351.0,5206.0
../Data/spear_3.csv,11.0,15.0,100.0,245.0,386.0,4335.5,7715.0
../Data/spear_4.csv,62.0,145.0,374.0,708.0,1444.0,2210.5,3328.0
../Data/spear_5.csv,13.0,26.0,42.0,135.5,149.0,281.0,423.0
../Data/spear_6.csv,15.0,27.0,67.0,41.5,4.0,7.0,11.0
../Data/spear_7.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0
../Data/spear_8.csv,40.5,15.5,88.0,18.5,7.0,12.5,11.0
../Data/spear_9.csv,11.0,4.0,3.5,6.0,8.5,2.5,1.0
