Source,10,21,42,85,171,343,530
../Data/storm-obj1_feature6.csv,1.5,10.0,19.5,26.0,46.0,45.5,74.0
../Data/storm-obj1_feature7.csv,3.0,5.0,11.0,26.0,47.0,96.0,137.5
../Data/storm-obj1_feature8.csv,1.5,4.0,8.5,25.0,41.0,80.0,124.5
../Data/storm-obj1_feature9.csv,1.5,5.0,8.5,16.0,47.5,78.5,225.0
