../Data/sqlite_14.csv,-1,1,1,1,1,1,1,1,1,1,1,1,1
../Data/sqlite_16.csv,1,-1,1,2,2,1,2,1,1,2,1,1,2
../Data/sqlite_17.csv,1,1,-1,1,1,1,1,1,1,1,1,1,1
../Data/sqlite_19.csv,1,2,1,-1,2,1,2,1,1,2,1,1,2
../Data/sqlite_2.csv,1,2,1,2,-1,1,2,1,1,2,1,1,2
../Data/sqlite_3.csv,1,1,1,1,1,-1,1,1,2,1,1,1,1
../Data/sqlite_33.csv,1,2,1,2,2,1,-1,1,1,2,1,1,2
../Data/sqlite_46.csv,1,1,1,1,1,1,1,-1,1,1,1,1,1
../Data/sqlite_49.csv,1,1,1,1,1,2,1,1,-1,1,1,1,1
../Data/sqlite_50.csv,1,2,1,2,2,1,2,1,1,-1,1,1,2
../Data/sqlite_59.csv,1,1,1,1,1,1,1,1,1,1,-1,1,1
../Data/sqlite_7.csv,1,1,1,1,1,1,1,1,1,1,1,-1,1
../Data/sqlite_70.csv,1,2,1,2,2,1,2,1,1,2,1,1,-1
