../Data/x264_0.csv,-1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1
../Data/x264_1.csv,1,-1,1,1,1,2,1,0,2,1,1,1,2,1,1,2,2,0,1,1,0
../Data/x264_10.csv,1,1,-1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1
../Data/x264_11.csv,0,1,1,-1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,1
../Data/x264_12.csv,1,1,0,1,-1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1
../Data/x264_13.csv,1,2,1,1,1,-1,1,0,2,1,1,1,2,1,1,2,2,0,1,1,0
../Data/x264_14.csv,0,1,0,1,1,1,-1,0,1,2,1,1,1,2,1,1,1,0,1,1,0
../Data/x264_15.csv,1,0,0,0,1,0,0,-1,0,0,1,0,0,0,1,0,0,1,0,0,1
../Data/x264_16.csv,1,2,1,1,1,2,1,0,-1,1,1,1,2,1,1,2,2,0,1,1,0
../Data/x264_17.csv,0,1,0,1,1,1,2,0,1,-1,1,1,1,2,1,1,1,0,1,1,0
../Data/x264_18.csv,1,1,0,1,2,1,1,1,1,1,-1,1,1,1,2,1,1,1,1,1,1
../Data/x264_19.csv,0,1,0,1,1,1,1,0,1,1,1,-1,1,1,1,1,1,0,1,1,0
../Data/x264_2.csv,1,2,1,1,1,2,1,0,2,1,1,1,-1,1,1,2,2,0,1,1,0
../Data/x264_20.csv,0,1,0,1,1,1,2,0,1,2,1,1,1,-1,1,1,1,0,1,1,0
../Data/x264_3.csv,1,1,0,1,2,1,1,1,1,1,2,1,1,1,-1,1,1,1,1,1,1
../Data/x264_4.csv,1,2,1,1,1,2,1,0,2,1,1,1,2,1,1,-1,2,0,1,1,0
../Data/x264_5.csv,1,2,1,1,1,2,1,0,2,1,1,1,2,1,1,2,-1,0,1,1,0
../Data/x264_6.csv,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,-1,1,1,2
../Data/x264_7.csv,0,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,-1,2,1
../Data/x264_8.csv,0,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,-1,1
../Data/x264_9.csv,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,2,1,1,-1
