SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandom.2
1,1,0,1,1,1,0,0,1,1,0,1,0,0,0.663867684478
0,1,1,1,0,0,1,1,1,1,1,0,0,0,0.201781170483
0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.058524173028
1,0,1,0,0,1,1,0,0,1,1,1,1,0,0.686513994911
0,1,1,0,0,0,0,1,1,1,0,0,1,0,0.308905852417
1,0,0,1,0,1,1,0,0,1,1,1,1,1,0.624936386768
1,0,1,0,1,0,0,0,1,1,1,0,1,0,0.245547073791
1,0,1,1,1,1,1,0,0,1,1,1,1,0,0.647837150127
0,1,1,0,1,1,1,1,0,1,0,1,0,0,0.704071246819
0,0,1,0,0,0,0,0,1,0,1,1,0,1,0.50737913486
0,1,1,1,0,0,0,0,0,0,0,1,0,1,0.554961832061
0,0,1,1,0,0,1,0,0,1,0,0,1,0,0.182697201018
0,1,1,0,0,1,1,0,0,1,0,1,0,0,0.676335877863
0,1,0,1,0,0,0,1,0,0,1,1,0,0,0.539949109415
0,0,1,1,0,1,0,1,0,1,0,1,1,1,0.608905852417
1,1,0,0,0,0,1,1,0,1,1,1,1,0,0.665394402036
0,1,1,1,1,0,1,1,1,1,0,0,0,0,0.220356234097
0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.229007633588
1,0,1,0,0,1,0,1,0,0,1,1,1,0,0.493384223919
0,0,1,1,0,1,1,1,0,1,0,0,0,1,0.252417302799
0,0,1,1,0,1,1,0,0,0,0,1,0,0,0.562595419847
1,1,0,1,1,1,1,0,1,1,0,0,0,0,0.219338422392
1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.624936386768
0,0,1,0,0,0,1,0,1,0,0,1,1,0,0.517557251908
0,0,0,0,1,0,0,1,0,1,1,1,1,1,0.59465648855
0,1,0,1,1,1,0,1,0,0,0,1,1,1,0.475318066158
1,0,0,0,1,0,0,0,0,1,0,1,1,1,0.634096692112
1,0,1,1,0,0,0,1,1,0,1,0,1,0,0.0753180661578
0,0,1,0,1,1,1,1,0,0,0,0,0,1,0.0445292620865
1,0,0,0,0,1,0,0,1,0,0,1,1,0,0.514249363868
1,0,0,0,1,1,1,1,0,1,0,0,0,1,0.244020356234
0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.0206106870229
1,1,0,1,0,1,0,1,1,1,0,0,0,0,0.276335877863
0,1,1,1,0,0,0,1,1,1,0,0,0,0,0.279643765903
0,1,1,1,1,1,0,0,1,1,1,1,1,1,0.668702290076
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0949109414758
0,1,0,1,0,0,0,1,1,1,0,1,0,0,0.669974554707
0,1,0,0,0,0,1,1,1,1,1,0,0,1,0.205852417303
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0638676844784
1,1,0,1,1,1,0,1,0,0,1,1,1,1,0.551145038168
0,0,1,0,0,1,1,1,0,1,0,1,1,1,0.639694656489
0,0,0,1,1,1,0,0,1,0,1,1,1,0,0.491094147583
0,1,0,0,1,1,0,0,1,0,0,0,0,0,0.0664122137405
1,0,0,0,0,1,1,1,0,0,0,1,0,0,0.62951653944
1,1,0,1,0,0,0,1,1,0,0,1,1,1,0.486259541985
1,1,0,0,0,1,1,1,0,0,0,0,1,0,0.069465648855
1,0,0,1,1,0,0,1,1,1,1,1,1,1,0.610687022901
0,1,1,0,1,0,1,1,1,0,0,1,1,1,0.497201017812
0,1,0,1,1,0,1,1,0,0,0,0,1,0,0.138676844784
1,0,0,0,1,1,1,1,1,1,1,0,0,0,0.217557251908
1,0,1,1,0,1,0,1,0,0,1,1,0,1,0.53893129771
1,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0636132315522
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.189058524173
1,1,1,0,1,1,0,0,1,1,0,1,1,1,0.716539440204
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0.0681933842239
1,0,1,0,1,1,0,1,1,1,1,0,1,1,0.205089058524
0,0,0,1,1,0,1,1,0,1,1,1,0,0,0.657506361323
1,0,0,0,0,1,0,1,1,0,1,0,0,1,0.0867684478371
1,0,1,0,0,1,1,1,1,1,0,0,1,0,0.263867684478
0,0,0,1,0,0,1,1,1,1,1,0,1,1,0.189312977099
0,0,0,0,1,0,1,1,1,1,1,1,0,0,0.639185750636
0,1,1,0,0,0,1,0,1,0,1,0,1,0,0.0580152671756
0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.0595419847328
1,0,0,1,1,1,0,1,0,1,1,1,1,1,0.596692111959
1,1,0,0,1,0,0,0,1,1,1,1,1,0,0.625954198473
1,1,0,1,0,0,0,0,0,1,0,1,1,1,0.620356234097
0,0,1,1,1,1,1,0,1,1,0,1,1,0,0.712468193384
0,1,1,0,0,0,1,0,1,0,0,0,1,0,0.0521628498728
0,1,0,1,1,0,1,1,0,1,1,1,0,0,0.627480916031
0,1,1,0,0,1,0,0,1,1,1,1,1,1,0.700763358779
1,0,1,1,0,1,1,0,1,1,0,1,0,0,0.644020356234
0,1,0,1,0,0,1,1,1,0,1,0,0,1,0.0458015267176
1,0,1,1,0,0,1,0,1,0,1,1,1,1,0.501272264631
0,0,1,1,0,1,1,0,1,0,1,0,0,1,0.0549618320611
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.681424936387
1,1,1,0,0,0,0,1,1,1,1,1,0,1,0.662849872774
0,1,0,0,0,1,0,0,1,1,0,0,1,0,0.20534351145
1,0,0,1,1,1,1,0,1,0,0,0,1,1,0.0201017811705
1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.664122137405
1,0,1,0,0,1,0,0,1,1,1,0,0,1,0.329007633588
0,1,0,1,1,0,1,1,1,1,1,1,0,0,0.678117048346
1,0,0,1,0,1,0,0,0,1,1,0,0,1,0.231806615776
0,1,0,1,0,1,1,1,0,0,1,1,1,0,0.54427480916
1,0,1,1,0,0,0,1,1,0,1,1,1,1,0.51679389313
1,0,1,1,0,0,0,0,1,0,1,1,1,1,0.594147582697
0,1,1,1,1,0,1,1,0,1,0,1,0,1,0.652417302799
1,1,1,1,1,1,1,0,0,0,0,0,0,1,0.0534351145038
1,0,0,0,1,0,0,0,1,1,1,0,0,1,0.260050890585
0,0,0,0,1,0,1,0,1,1,1,0,0,0,0.200254452926
0,1,1,1,0,1,1,1,0,1,1,0,1,0,0.264885496183
0,1,1,0,0,0,1,0,1,0,1,1,1,0,0.493893129771
0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.545801526718
1,1,0,0,0,1,1,1,0,0,1,1,1,0,0.550127226463
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.572773536896
1,1,0,1,1,1,0,1,0,1,0,1,1,0,0.656488549618
0,1,0,1,1,1,1,0,1,1,1,0,1,1,0.219338422392
0,1,0,1,1,0,0,0,0,0,0,0,0,1,0.0862595419847
1,1,0,1,0,0,0,1,1,1,0,0,1,0,0.17989821883
0,1,0,1,1,0,0,0,0,0,1,1,1,0,0.511195928753
0,1,1,1,0,1,1,1,1,1,0,0,1,1,0.210432569975
0,0,1,1,1,0,1,1,0,1,1,0,1,1,0.237150127226
1,1,0,0,0,0,1,0,1,1,0,1,0,1,0.672264631043
0,0,0,0,1,0,1,1,0,0,1,1,1,0,0.541475826972
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0.111450381679
0,1,1,0,0,0,1,1,0,1,0,0,1,0,0.236132315522
1,0,1,1,1,1,0,0,1,0,1,0,0,1,0.0857506361323
1,1,1,1,0,0,1,0,1,1,1,1,0,0,0.676590330789
1,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0669211195929
1,1,1,0,1,1,0,0,1,0,0,0,0,0,0.138422391858
1,1,0,0,1,1,0,0,1,0,0,1,0,0,0.502290076336
0,0,0,1,1,0,1,0,0,1,0,0,0,0,0.219847328244
0,0,0,0,1,1,0,0,1,0,1,1,0,0,0.555470737913
0,0,1,1,0,0,1,1,1,1,1,0,0,1,0.217048346056
1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.210941475827
0,0,1,0,1,1,0,0,1,0,0,1,1,0,0.494147582697
0,0,0,1,1,1,0,1,0,1,0,1,1,1,0.669211195929
1,1,1,1,1,0,1,0,0,1,1,0,1,0,0.202290076336
0,1,1,1,0,1,1,1,0,0,1,1,1,1,0.520356234097
0,0,1,1,0,1,0,0,1,0,0,0,1,0,0.153944020356
0,1,1,1,1,0,0,1,0,0,1,1,0,1,0.554198473282
0,0,1,1,0,0,1,1,0,0,1,0,0,1,0.0814249363868
1,1,1,0,1,1,1,0,1,0,0,0,1,0,0.10534351145
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0.405089058524
0,0,1,1,1,1,0,1,0,1,0,1,1,1,0.660305343511
0,0,1,1,1,0,1,0,0,1,1,0,1,1,0.174554707379
0,1,0,0,1,0,0,0,1,1,0,0,1,0,0.219083969466
0,0,1,0,0,0,1,1,0,0,1,1,0,0,0.527226463104
1,1,0,0,0,0,0,1,1,1,1,0,0,0,0.231043256997
0,1,0,0,1,0,0,0,0,1,1,0,1,0,0.15368956743
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.1
1,0,1,0,1,0,0,0,1,0,0,1,0,0,0.510178117048
1,0,1,1,1,0,0,1,0,0,0,1,1,0,0.641475826972
0,1,1,0,0,0,1,1,0,1,0,0,0,1,0.215012722646
1,0,1,1,0,0,0,0,0,0,1,0,1,0,0.0338422391858
1,0,0,0,0,0,1,0,0,1,1,0,1,1,0.192111959288
1,1,1,1,0,1,0,1,0,0,0,1,1,0,0.521374045802
0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.667430025445
1,1,1,1,0,0,0,1,1,1,0,0,0,0,0.229262086514
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.180407124682
1,1,0,0,1,0,0,0,1,1,0,0,1,0,0.247073791349
0,1,1,0,0,0,1,0,1,1,0,0,1,1,0.155216284987
1,1,1,0,0,1,0,0,1,1,0,1,1,0,0.626463104326
0,1,0,1,0,1,1,1,1,1,1,0,1,1,0.174554707379
0,1,1,0,0,1,0,0,1,0,1,1,0,0,0.550381679389
1,0,0,0,1,1,0,0,1,1,0,1,1,1,0.667430025445
0,0,1,0,0,1,1,1,1,0,1,1,1,0,0.546819338422
0,1,0,1,1,0,1,1,1,0,1,0,0,1,0.0949109414758
1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.030534351145
0,1,1,0,0,0,1,0,0,0,0,0,1,1,0.0661577608142
0,1,1,0,0,1,0,0,0,1,1,1,1,1,0.680407124682
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.0430025445293
0,0,1,0,1,0,0,1,1,0,1,0,0,0,0.0735368956743
1,1,0,0,0,1,1,0,1,0,0,1,0,1,0.556488549618
1,0,0,0,0,0,1,0,1,1,0,0,1,1,0.264122137405
0,1,1,1,0,1,0,0,1,0,1,0,1,0,0.0997455470738
0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.0358778625954
1,0,1,0,1,0,0,0,0,1,0,1,1,0,0.643002544529
1,0,0,1,1,0,1,0,1,1,1,0,0,1,0.250636132316
1,1,1,0,1,0,1,0,1,1,0,0,1,1,0.198982188295
0,1,1,1,0,0,1,1,1,0,1,1,1,0,0.491857506361
1,1,0,1,1,0,1,1,1,0,0,1,1,0,0.470737913486
1,0,1,0,0,1,0,1,0,1,1,0,1,0,0.235114503817
0,1,0,0,1,0,0,0,1,0,1,0,1,1,0.0315521628499
1,0,0,1,1,0,1,0,0,0,1,0,0,0,0.0969465648855
1,0,1,0,1,1,1,0,0,1,0,0,0,1,0.512468193384
1,1,1,1,0,0,0,1,1,1,1,1,0,1,1.0
1,1,1,0,0,0,0,1,0,1,0,1,0,0,0.732061068702
1,0,0,1,1,1,0,0,0,0,0,0,0,1,0.0870229007634
0,1,1,1,0,0,0,1,1,0,1,1,0,1,0.533078880407
0,1,0,1,1,0,0,0,0,0,0,1,0,1,0.539694656489
0,0,0,0,0,1,1,0,1,1,1,0,0,0,0.274809160305
0,1,1,0,0,0,0,1,0,1,1,0,1,0,0.19465648855
0,1,1,0,1,1,0,0,0,1,0,1,1,1,0.628244274809
1,1,1,1,0,1,1,1,0,1,0,0,1,0,0.21475826972
0,1,0,0,1,0,1,0,1,1,0,1,0,0,0.656234096692
1,1,0,1,0,1,1,0,0,1,1,1,1,0,0.778117048346
1,1,1,0,1,0,1,1,1,0,1,0,0,1,0.108396946565
1,0,0,0,0,1,1,0,1,1,1,1,1,0,0.747582697201
0,0,1,1,0,1,1,1,1,1,1,0,0,0,0.371501272265
0,1,0,1,1,0,1,1,1,0,0,0,1,1,0.0269720101781
1,0,1,1,0,0,1,0,1,0,0,1,1,1,0.538676844784
0,1,0,0,1,0,1,0,1,0,0,0,1,1,0.0526717557252
1,1,1,1,1,0,1,0,1,1,0,0,0,0,0.276081424936
0,1,0,1,0,0,1,0,0,1,1,1,0,0,0.719847328244
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.236386768448
0,1,0,1,1,0,1,0,1,0,1,1,0,0,0.565648854962
1,0,0,1,1,0,0,0,0,1,1,0,0,1,0.23155216285
1,1,0,1,0,1,1,0,0,1,1,1,0,0,0.836641221374
0,0,1,1,1,1,0,0,1,0,0,0,0,1,0.111704834606
0,0,1,0,0,0,0,0,1,1,1,1,0,0,0.806615776081
0,0,1,0,0,1,0,0,0,0,1,0,1,0,0.0740458015267
1,0,1,0,0,1,1,0,0,1,1,0,0,0,0.235877862595
1,0,0,1,0,0,1,0,1,0,1,1,0,1,0.55903307888
0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.168193384224
1,1,1,1,0,1,1,0,0,0,1,0,1,1,0.0351145038168
1,1,0,1,1,1,0,1,0,0,1,1,1,1,0.619847328244
0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.0821882951654
1,0,0,0,1,0,1,1,1,0,0,1,1,1,0.480407124682
0,0,1,0,1,1,1,0,0,0,0,1,1,0,0.503053435115
1,0,1,0,0,1,1,0,0,0,1,0,1,0,0.0348600508906
0,0,0,0,1,1,0,1,1,1,1,1,0,1,0.626463104326
0,0,0,1,0,1,1,0,0,1,0,0,1,1,0.216284987277
1,1,0,1,0,0,0,0,1,1,1,1,0,0,0.772773536896
0,1,1,1,0,1,0,1,1,0,1,1,1,1,0.482951653944
0,1,1,1,0,1,1,1,0,0,0,1,1,1,0.546055979644
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0.687531806616
1,1,1,0,1,1,1,1,0,0,0,0,1,1,0.139440203562
1,1,1,1,0,0,0,1,1,0,1,0,0,0,0.0918575063613
0,0,0,1,0,0,1,1,1,1,0,1,0,0,0.745801526718
0,0,1,1,0,1,0,0,0,1,1,0,1,0,0.20941475827
0,0,0,1,1,0,0,1,0,1,0,1,1,1,0.610178117048
1,1,0,1,1,1,0,1,0,0,1,0,0,1,0.0870229007634
1,0,1,1,1,1,1,1,0,1,0,0,0,1,0.242493638677
0,0,1,0,1,0,1,0,1,0,0,0,1,0,0.0473282442748
0,1,0,0,0,1,0,0,0,0,0,1,1,0,0.498727735369
0,0,1,0,1,0,0,0,0,1,1,0,0,0,0.28727735369
1,1,0,1,0,1,1,0,1,0,0,0,1,1,0.0480916030534
1,0,0,1,0,0,0,1,1,0,1,0,1,1,0.0437659033079
1,1,0,1,1,0,1,0,0,1,1,0,0,1,0.290839694656
0,0,0,0,1,0,0,0,1,1,1,0,1,1,0.196946564885
0,1,1,0,0,0,0,1,0,1,0,1,1,1,0.63155216285
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.115776081425
0,1,0,1,1,1,0,0,1,0,1,0,0,0,0.0903307888041
0,1,1,0,0,0,1,0,0,1,1,0,1,1,0.235114503817
1,0,0,1,1,0,1,1,0,1,0,1,1,1,0.663358778626
1,0,1,1,0,1,0,1,1,0,1,1,1,1,0.547328244275
0,0,1,1,1,0,1,1,1,1,1,0,1,1,0.171246819338
1,0,1,1,1,0,1,1,1,0,0,0,0,0,0.195165394402
1,0,1,1,1,1,0,0,0,0,1,0,1,0,0.0821882951654
0,0,1,0,0,0,1,1,0,1,0,1,1,0,0.708396946565
1,1,1,0,1,1,1,1,0,0,0,1,1,1,0.541730279898
0,1,0,1,0,1,1,0,1,0,1,0,1,1,0.0664122137405
0,1,1,1,0,0,0,0,1,1,1,0,0,0,0.260559796438
0,1,0,1,0,1,0,1,0,0,0,0,1,1,0.047582697201
1,1,0,0,1,0,0,1,0,0,0,1,1,0,0.650127226463
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0.0788804071247
0,1,1,0,0,1,1,0,0,1,0,0,0,0,0.236386768448
0,0,1,1,1,1,1,0,0,1,0,1,1,1,0.622646310433
1,0,1,1,1,1,0,1,0,1,0,0,0,1,0.215776081425
1,1,1,0,1,0,1,0,1,1,0,0,0,0,0.225445292621
1,0,0,0,1,1,0,1,1,0,1,1,1,1,0.596183206107
0,1,1,0,1,1,1,1,1,1,1,0,1,1,0.214503816794
0,0,1,0,1,1,1,1,1,0,1,1,0,1,0.552926208651
0,0,1,1,1,0,0,1,1,1,0,1,1,1,0.619847328244
0,0,0,0,1,0,1,1,0,1,0,0,0,0,0.211195928753
1,1,1,1,1,1,1,1,0,0,0,0,1,1,0.0969465648855
0,0,1,1,0,0,0,1,1,0,0,0,1,1,0.160305343511
0,0,1,0,1,1,1,0,1,1,1,1,0,0,0.668193384224
0,1,0,1,1,0,0,0,1,1,0,0,1,1,0.216284987277
0,0,1,1,1,0,1,0,0,1,1,1,1,0,0.617302798982
0,0,0,1,0,0,0,0,1,0,1,1,0,1,0.529770992366
0,0,0,0,0,1,1,0,1,1,1,0,0,1,0.210432569975
1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.618320610687
1,0,0,0,1,0,1,1,0,0,1,0,1,0,0.0763358778626
1,0,0,0,1,0,1,0,1,0,1,0,1,0,0.0715012722646
0,0,0,1,0,1,1,1,0,0,1,1,1,0,0.527735368957
1,1,0,1,1,1,0,1,1,0,0,1,0,1,0.521628498728
0,1,0,0,0,1,1,1,0,1,0,0,1,0,0.20737913486
1,1,1,0,0,1,1,1,1,1,0,1,1,1,0.684223918575
1,1,0,1,1,0,1,1,0,1,0,0,0,1,0.276844783715
0,1,1,0,0,1,0,1,0,0,1,1,0,1,0.56641221374
1,1,1,0,0,1,0,1,0,1,1,1,0,0,0.671501272265
1,1,0,1,1,1,1,0,0,0,1,0,1,0,0.0185750636132
1,0,0,0,0,0,1,0,0,1,0,1,1,1,0.626972010178
1,1,0,1,1,0,1,1,0,1,0,1,0,1,0.853180661578
0,1,1,0,0,1,0,0,1,1,0,0,1,1,0.223155216285
1,1,1,1,1,1,1,0,1,1,1,0,0,0,0.208396946565
1,1,1,0,1,1,1,0,1,1,0,0,1,1,0.201781170483
0,0,1,0,1,1,1,1,1,0,0,1,1,1,0.486513994911
1,0,0,1,1,1,1,1,1,1,0,1,0,1,0.649618320611
1,0,1,1,1,0,0,0,1,1,0,0,1,1,0.272773536896
1,0,0,1,1,1,1,0,1,1,1,1,1,0,0.644020356234
0,0,1,1,1,0,1,1,1,1,0,1,0,0,0.678880407125
1,0,0,0,0,0,1,0,1,1,0,0,0,1,0.240712468193
0,1,0,0,1,0,1,0,1,0,0,0,1,0,0.0473282442748
1,0,0,1,1,1,0,1,0,0,0,1,1,1,0.600508905852
0,0,1,0,0,1,1,1,1,0,0,0,0,1,0.0618320610687
1,1,0,1,1,0,1,1,0,0,1,0,0,0,0.0737913486005
0,1,0,0,1,1,1,1,1,0,1,1,0,1,0.516284987277
1,0,1,0,1,0,1,1,1,1,1,0,0,1,0.25165394402
1,0,0,0,1,0,1,1,1,0,1,0,0,1,0.0590330788804
0,0,1,1,1,0,1,0,1,1,1,1,0,1,0.673282442748
1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.0315521628499
0,1,1,1,1,0,0,1,0,0,0,0,1,1,0.0368956743003
1,1,0,1,1,0,1,0,1,0,1,1,0,1,0.615267175573
1,0,1,0,1,1,1,0,1,0,1,1,0,1,0.61475826972
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.572519083969
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.070737913486
0,1,1,1,1,0,0,0,1,0,1,1,0,0,0.55165394402
0,1,0,1,0,0,0,0,1,1,1,1,1,0,0.609923664122
0,0,0,1,1,1,0,1,1,1,1,1,1,1,0.635623409669
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0.619847328244
0,1,0,0,0,1,1,1,0,0,1,0,1,0,0.0129770992366
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.133333333333
0,0,1,1,0,0,1,0,1,1,1,1,1,1,0.665903307888
1,1,1,1,1,0,1,0,1,0,1,1,1,1,0.507633587786
1,0,1,1,1,0,0,0,0,1,1,1,0,1,0.737404580153
0,0,0,1,0,0,1,0,1,1,0,0,0,1,0.325699745547
1,0,0,1,0,1,0,0,1,0,1,1,1,1,0.582697201018
1,1,0,0,1,0,1,0,0,0,0,0,1,1,0.0521628498728
0,1,1,0,0,1,0,0,0,1,1,1,0,1,0.718066157761
1,1,1,0,0,0,0,0,1,0,0,0,0,1,0.093893129771
0,0,1,0,1,1,0,0,0,0,1,0,0,1,0.0455470737913
1,1,1,1,0,1,1,0,0,1,1,0,1,1,0.26641221374
0,1,0,0,1,1,0,0,0,1,1,1,0,0,0.710687022901
0,0,0,1,0,0,0,0,0,1,1,0,0,1,0.18727735369
0,0,1,1,1,1,1,0,0,0,1,1,1,1,0.553435114504
0,0,1,1,0,1,0,1,1,1,1,1,0,1,0.695165394402
0,0,1,0,1,0,1,0,1,1,0,1,0,0,0.665139949109
1,1,1,0,0,1,0,1,0,1,0,0,1,0,0.229007633588
0,1,1,0,0,0,0,1,0,1,1,1,1,1,0.651908396947
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0.636132315522
0,1,0,0,0,1,1,0,1,1,1,1,1,0,0.777099236641
1,1,0,1,0,0,1,1,1,0,1,0,1,0,0.0972010178117
1,0,1,0,1,0,1,0,0,1,1,1,1,1,0.7631043257
1,1,0,0,0,1,0,1,0,1,1,0,1,0,0.209160305344
1,1,0,1,1,1,0,0,1,1,1,1,1,0,0.708396946565
0,1,1,1,0,0,0,1,1,1,1,1,0,0,0.647837150127
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.0404580152672
1,0,1,0,0,0,1,0,0,0,1,0,1,0,0.191603053435
1,0,0,0,1,0,1,1,0,1,0,0,0,1,0.298727735369
0,0,1,0,0,1,0,0,0,0,0,0,1,1,0.0277353689567
0,1,0,0,1,0,0,0,0,1,0,0,1,1,0.179389312977
0,0,1,0,1,0,1,1,0,0,1,1,0,0,0.545038167939
1,1,0,1,0,0,0,1,0,1,1,1,0,1,0.670229007634
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0.524681933842
0,0,0,1,0,1,1,0,0,0,1,1,0,0,0.603307888041
0,0,1,1,1,0,0,0,1,0,0,0,0,1,0.12417302799
0,1,0,1,1,0,0,0,1,0,1,0,0,0,0.0898218829517
1,0,0,0,0,0,1,0,1,0,1,1,1,1,0.523409669211
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0600508905852
1,1,1,1,0,0,0,0,1,1,1,1,1,0,0.776590330789
0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.0389312977099
0,1,0,0,0,1,1,0,1,0,1,1,0,0,0.570229007634
0,0,0,0,1,1,0,1,1,1,0,0,0,0,0.219338422392
0,0,1,0,0,0,1,1,1,0,0,0,0,1,0.0424936386768
0,0,1,0,1,0,1,0,0,0,1,1,1,1,0.493129770992
0,0,1,1,0,1,1,1,1,0,0,0,1,0,0.163358778626
0,0,1,0,1,1,0,1,0,1,0,0,1,1,0.199745547074
1,1,0,1,0,0,0,0,0,0,0,1,1,0,0.61679389313
0,1,1,0,0,0,1,0,1,1,0,0,0,0,0.221374045802
1,1,0,1,1,1,0,0,0,1,0,0,0,1,0.303053435115
1,0,1,0,1,1,0,0,1,1,1,0,1,1,0.187786259542
1,0,0,0,1,1,1,0,0,1,1,0,1,1,0.330279898219
1,1,1,0,1,0,1,0,1,1,1,0,0,0,0.290839694656
1,1,0,1,0,0,1,0,0,0,1,0,1,1,0.147328244275
1,1,1,0,0,1,1,0,1,0,0,0,0,0,0.089058524173
1,1,0,0,0,0,0,1,1,0,0,1,1,0,0.482188295165
0,0,1,1,0,0,1,1,0,0,0,1,1,1,0.522646310433
0,1,0,1,0,1,0,1,1,1,1,1,0,1,0.760305343511
0,1,1,0,1,1,0,1,0,1,0,0,1,1,0.206106870229
1,1,1,0,0,1,0,0,0,1,0,1,1,0,0.667430025445
1,0,1,0,0,1,0,0,1,0,1,1,1,1,0.54427480916
1,1,0,1,0,1,0,0,0,1,0,0,1,0,0.233078880407
0,0,1,1,0,1,1,0,0,1,0,1,1,0,0.762595419847
0,1,0,0,1,0,1,1,0,1,0,1,1,1,0.640203562341
0,1,0,1,0,0,0,1,0,1,1,1,0,1,0.725699745547
1,0,1,1,1,0,0,0,1,1,1,0,1,1,0.186259541985
0,1,0,0,0,0,1,0,0,1,1,1,0,1,0.640458015267
0,0,0,1,0,1,1,0,1,1,1,1,1,1,0.594910941476
1,0,0,0,0,1,0,0,1,0,0,1,1,0,0.501781170483
0,0,0,0,0,1,0,0,1,1,1,0,0,1,0.210941475827
1,0,1,1,0,0,1,1,0,1,1,1,1,1,0.755216284987
0,0,0,0,1,0,1,1,0,0,1,1,0,0,0.66844783715
0,1,1,1,1,0,1,1,0,1,1,0,1,0,0.188804071247
0,1,1,0,1,0,1,0,1,0,0,1,1,1,0.500254452926
1,1,0,1,0,1,0,0,1,0,1,0,1,1,0.0544529262087
0,0,1,1,1,0,1,1,0,0,0,1,1,1,0.491603053435
1,1,1,0,0,0,0,1,1,0,0,0,1,0,0.0605597964377
0,0,0,1,0,1,1,1,1,0,0,1,0,1,0.55572519084
1,1,0,0,0,0,1,0,1,1,1,0,0,1,0.251145038168
0,1,1,0,1,0,0,1,1,0,0,0,0,1,0.0842239185751
1,1,0,1,0,1,1,0,0,1,1,1,0,1,0.681679389313
1,1,1,0,1,0,1,0,1,0,0,1,0,0,0.596946564885
0,1,1,0,1,0,0,1,1,1,0,0,0,0,0.261323155216
1,1,0,0,0,0,1,1,0,1,0,0,1,1,0.176081424936
0,1,1,0,1,0,1,1,1,1,0,0,0,1,0.279389312977
0,0,1,0,1,1,0,1,0,0,0,1,1,0,0.542239185751
0,1,0,1,1,1,1,0,1,1,1,1,0,1,0.710178117048
0,0,1,1,0,0,0,0,1,1,0,0,0,0,0.245292620865
1,1,0,0,0,1,0,0,1,0,1,1,0,1,0.532315521628
0,1,0,1,0,1,1,0,1,1,0,0,1,0,0.215012722646
0,0,1,1,0,0,0,1,1,0,1,1,1,0,0.596183206107
0,0,1,1,0,1,0,1,1,0,1,1,0,1,0.58524173028
0,1,0,0,0,1,0,0,1,0,1,0,0,1,0.132824427481
1,0,1,0,0,1,0,1,1,1,0,1,1,1,0.65165394402
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0.0358778625954
1,1,0,1,0,1,0,1,0,1,1,0,1,1,0.265903307888
1,1,1,1,1,1,0,1,1,0,0,1,1,0,0.513486005089
