SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseqbatch.5
0,1,1,1,1,1,1,1,0,0,1,0,1,1,0.169905607996
0,1,0,0,1,0,0,1,0,1,0,0,1,1,0.512493059411
1,0,1,0,0,0,0,1,0,0,1,1,0,0,0.449194891727
1,1,0,0,1,0,0,1,0,0,0,0,1,0,0.0399777901166
0,1,0,0,1,1,1,0,1,0,1,1,1,1,0.379233759023
1,1,1,0,0,1,0,1,1,0,1,0,0,1,0.199333703498
1,0,0,0,0,0,1,0,1,1,1,0,1,1,0.472515269295
1,0,0,1,1,0,1,1,1,1,1,1,1,1,0.872848417546
1,1,0,1,1,1,0,0,1,1,0,1,0,0,0.867851193781
0,1,1,1,0,0,1,1,1,1,1,0,0,0,0.499722376458
0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.0655191560244
1,0,1,0,0,1,1,0,0,1,1,1,1,0,0.841754580788
0,1,1,0,0,0,0,1,1,1,0,0,1,0,0.478622987229
1,0,0,1,0,1,1,0,0,1,1,1,1,1,0.853970016657
1,0,1,0,1,0,0,0,1,1,1,0,1,0,0.47640199889
1,0,1,1,1,1,1,0,0,1,1,1,1,0,0.852859522488
0,1,1,0,1,1,1,1,0,1,0,1,0,0,0.808995002776
0,0,1,0,0,0,0,0,1,0,1,1,0,1,0.415324819545
0,1,1,1,0,0,0,0,0,0,0,1,0,1,0.393114936147
0,0,1,1,0,0,1,0,0,1,0,0,1,0,0.535813436979
0,1,1,0,0,1,1,0,0,1,0,1,0,0,0.900055524708
0,1,0,1,0,0,0,1,0,0,1,1,0,0,0.41032759578
0,0,1,1,0,1,0,1,0,1,0,1,1,1,0.832315380344
1,1,0,0,0,0,1,1,0,1,1,1,1,0,0.804553026097
0,1,1,1,1,0,1,1,1,1,0,0,0,0,0.622431982232
0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.505830094392
1,0,1,0,0,1,0,1,0,0,1,1,1,0,0.473625763465
0,0,1,1,0,1,1,1,0,1,0,0,0,1,0.490838423098
0,0,1,1,0,1,1,0,0,0,0,1,0,0,0.479733481399
1,1,0,1,1,1,1,0,1,1,0,0,0,0,0.494725152693
1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.849528039978
0,0,1,0,0,0,1,0,1,0,0,1,1,0,0.380899500278
0,0,0,0,1,0,0,1,0,1,1,1,1,1,0.935591338145
0,1,0,1,1,1,0,1,0,0,0,1,1,1,0.420877290394
1,0,0,0,1,0,0,0,0,1,0,1,1,1,0.801221543587
1,0,1,1,0,0,0,1,1,0,1,0,1,0,0.0677401443642
0,0,1,0,1,1,1,1,0,0,0,0,0,1,0.105496946141
1,0,0,0,0,1,0,0,1,0,0,1,1,0,0.455857856746
1,0,0,0,1,1,1,1,0,1,0,0,0,1,0.536923931149
0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.00666296501943
1,1,0,1,0,1,0,1,1,1,0,0,0,0,0.619100499722
0,1,1,1,0,0,0,1,1,1,0,0,0,0,0.521377012771
0,1,1,1,1,1,0,0,1,1,1,1,1,1,0.806218767351
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0649639089395
0,1,0,1,0,0,0,1,1,1,0,1,0,0,0.802332037757
0,1,0,0,0,0,1,1,1,1,1,0,0,1,0.561910049972
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0810660744031
1,1,0,1,1,1,0,1,0,0,1,1,1,1,0.458634092171
0,0,1,0,0,1,1,1,0,1,0,1,1,1,0.755136035536
0,0,0,1,1,1,0,0,1,0,1,1,1,0,0.335924486396
0,1,0,0,1,1,0,0,1,0,0,0,0,0,0.0616324264298
1,0,0,0,0,1,1,1,0,0,0,1,0,0,0.453081621321
1,1,0,1,0,0,0,1,1,0,0,1,1,1,0.436979455858
1,1,0,0,0,1,1,1,0,0,0,0,1,0,0.106607440311
1,0,0,1,1,0,0,1,1,1,1,1,1,1,0.883953359245
0,1,1,0,1,0,1,1,1,0,0,1,1,1,0.375902276513
0,1,0,1,1,0,1,1,0,0,0,0,1,0,0.142698500833
1,0,0,0,1,1,1,1,1,1,1,0,0,0,0.555247084953
1,0,1,1,0,1,0,1,0,0,1,1,0,1,0.47196002221
1,0,1,0,1,0,0,1,1,0,1,0,0,1,0.147695724597
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.484730705164
1,1,1,0,1,1,0,0,1,1,0,1,1,1,0.768461965575
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0.130483064964
1,0,1,0,1,1,0,1,1,1,1,0,1,1,0.507495835647
0,0,0,1,1,0,1,1,0,1,1,1,0,0,0.867295946696
1,0,0,0,0,1,0,1,1,0,1,0,0,1,0.131038312049
1,0,1,0,0,1,1,1,1,1,0,0,1,0,0.52359800111
0,0,0,1,0,0,1,1,1,1,1,0,1,1,0.561354802887
0,0,0,0,1,0,1,1,1,1,1,1,0,0,0.854525263742
0,1,1,0,0,0,1,0,1,0,1,0,1,0,0.108273181566
0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.0738478622987
1,0,0,1,1,1,0,1,0,1,1,1,1,1,0.873403664631
1,1,0,0,1,0,0,0,1,1,1,1,1,0,0.853414769572
1,1,0,1,0,0,0,0,0,1,0,1,1,1,0.88339811216
0,0,1,1,1,1,1,0,1,1,0,1,1,0,0.842865074958
0,1,1,0,0,0,1,0,1,0,0,0,1,0,0.0666296501943
0,1,0,1,1,0,1,1,0,1,1,1,0,0,0.857301499167
0,1,1,0,0,1,0,0,1,1,1,1,1,1,0.804553026097
1,0,1,1,0,1,1,0,1,1,0,1,0,0,0.896724042199
0,1,0,1,0,0,1,1,1,0,1,0,0,1,0.184897279289
1,0,1,1,0,0,1,0,1,0,1,1,1,1,0.382565241532
0,0,1,1,0,1,1,0,1,0,1,0,0,1,0.17490283176
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.831204886174
1,1,1,0,0,0,0,1,1,1,1,1,0,1,0.921154913937
0,1,0,0,0,1,0,0,1,1,0,0,1,0,0.406440866185
1,0,0,1,1,1,1,0,1,0,0,0,1,1,0.119378123265
1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.817323709051
1,0,1,0,0,1,0,0,1,1,1,0,0,1,0.511382565242
0,1,0,1,1,0,1,1,1,1,1,1,0,0,1.0
1,0,0,1,0,1,0,0,0,1,1,0,0,1,0.576901721266
0,1,0,1,0,1,1,1,0,0,1,1,1,0,0.52470849528
1,0,1,1,0,0,0,1,1,0,1,1,1,1,0.450305385897
1,0,1,1,0,0,0,0,1,0,1,1,1,1,0.464741810105
0,1,1,1,1,0,1,1,0,1,0,1,0,1,0.905607995558
1,1,1,1,1,1,1,0,0,0,0,0,0,1,0.129927817879
1,0,0,0,1,0,0,0,1,1,1,0,0,1,0.557468073293
0,0,0,0,1,0,1,0,1,1,1,0,0,0,0.52692948362
0,1,1,1,0,1,1,1,0,1,1,0,1,0,0.560799555802
0,1,1,0,0,0,1,0,1,0,1,1,1,0,0.405330372016
0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.479178234314
1,1,0,0,0,1,1,1,0,0,1,1,1,0,0.473625763465
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.462520821766
1,1,0,1,1,1,0,1,0,1,0,1,1,0,0.765130483065
0,1,0,1,1,1,1,0,1,1,1,0,1,1,0.484730705164
0,1,0,1,1,0,0,0,0,0,0,0,0,1,0.109383675736
1,1,0,1,0,0,0,1,1,1,0,0,1,0,0.492504164353
0,1,0,1,1,0,0,0,0,0,1,1,1,0,0.460855080511
0,1,1,1,0,1,1,1,1,1,0,0,1,1,0.538589672404
0,0,1,1,1,0,1,1,0,1,1,0,1,1,0.584675180455
1,1,0,0,0,0,1,0,1,1,0,1,0,1,0.833425874514
0,0,0,0,1,0,1,1,0,0,1,1,1,0,0.312604108828
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0.102720710716
0,1,1,0,0,0,1,1,0,1,0,0,1,0,0.586896168795
1,0,1,1,1,1,0,0,1,0,1,0,0,1,0.142143253748
1,1,1,1,0,0,1,0,1,1,1,1,0,0,0.874514158801
1,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0771793448084
1,1,1,0,1,1,0,0,1,0,0,0,0,0,0.0749583564686
1,1,0,0,1,1,0,0,1,0,0,1,0,0,0.436424208773
0,0,0,1,1,0,1,0,0,1,0,0,0,0,0.500277623542
0,0,0,0,1,1,0,0,1,0,1,1,0,0,0.41254858412
0,0,1,1,0,0,1,1,1,1,1,0,0,1,0.560244308717
1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.58745141588
0,0,1,0,1,1,0,0,1,0,0,1,1,0,0.442531926707
0,0,0,1,1,1,0,1,0,1,0,1,1,1,0.868961687951
1,1,1,1,1,0,1,0,0,1,1,0,1,0,0.544697390339
0,1,1,1,0,1,1,1,0,0,1,1,1,1,0.4169905608
0,0,1,1,0,1,0,0,1,0,0,0,1,0,0.105496946141
0,1,1,1,1,0,0,1,0,0,1,1,0,1,0.433647973348
0,0,1,1,0,0,1,1,0,0,1,0,0,1,0.17268184342
1,1,1,0,1,1,1,0,1,0,0,0,1,0,0.058856191005
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0.545252637424
0,0,1,1,1,1,0,1,0,1,0,1,1,1,0.858411993337
0,0,1,1,1,0,1,0,0,1,1,0,1,1,0.539700166574
0,1,0,0,1,0,0,0,1,1,0,0,1,0,0.443087173792
0,0,1,0,0,0,1,1,0,0,1,1,0,0,0.46751804553
1,1,0,0,0,0,0,1,1,1,1,0,0,0,0.620210993892
0,1,0,0,1,0,0,0,0,1,1,0,1,0,0.530816213215
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.035535813437
1,0,1,0,1,0,0,0,1,0,0,1,0,0,0.451971127152
1,0,1,1,1,0,0,1,0,0,0,1,1,0,0.401443642421
0,1,1,0,0,0,1,1,0,1,0,0,0,1,0.5830094392
1,0,1,1,0,0,0,0,0,0,1,0,1,0,0.0649639089395
1,0,0,0,0,0,1,0,0,1,1,0,1,1,0.526374236535
1,1,1,1,0,1,0,1,0,0,0,1,1,0,0.41143808995
0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.798445308162
1,1,1,1,0,0,0,1,1,1,0,0,0,0,0.565796779567
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.519156024431
1,1,0,0,1,0,0,0,1,1,0,0,1,0,0.549139367018
0,1,1,0,0,0,1,0,1,1,0,0,1,1,0.604108828429
1,1,1,0,0,1,0,0,1,1,0,1,1,0,0.722376457524
0,1,0,1,0,1,1,1,1,1,1,0,1,1,0.453081621321
0,1,1,0,0,1,0,0,1,0,1,1,0,0,0.423098278734
1,0,0,0,1,1,0,0,1,1,0,1,1,1,0.765130483065
0,0,1,0,0,1,1,1,1,0,1,1,1,0,0.348139922265
0,1,0,1,1,0,1,1,1,0,1,0,0,1,0.222654081066
1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.142698500833
0,1,1,0,0,0,1,0,0,0,0,0,1,1,0.0571904497501
0,1,1,0,0,1,0,0,0,1,1,1,1,1,0.787895613548
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.0322043309273
0,0,1,0,1,0,0,1,1,0,1,0,0,0,0.148806218767
1,1,0,0,0,1,1,0,1,0,0,1,0,1,0.426985008329
1,0,0,0,0,0,1,0,1,1,0,0,1,1,0.455857856746
0,1,1,1,0,1,0,0,1,0,1,0,1,0,0.0438645197113
0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.0655191560244
1,0,1,0,1,0,0,0,0,1,0,1,1,0,0.82620766241
1,0,0,1,1,0,1,0,1,1,1,0,0,1,0.474736257635
1,1,1,0,1,0,1,0,1,1,0,0,1,1,0.570238756247
0,1,1,1,0,0,1,1,1,0,1,1,1,0,0.395335924486
1,1,0,1,1,0,1,1,1,0,0,1,1,0,0.419211549139
1,0,1,0,0,1,0,1,0,1,1,0,1,0,0.531926707385
0,1,0,0,1,0,0,0,1,0,1,0,1,1,0.0316490838423
1,0,0,1,1,0,1,0,0,0,1,0,0,0,0.0538589672404
1,0,1,0,1,1,1,0,0,1,0,0,0,1,0.498611882288
1,1,1,1,0,0,0,1,1,1,1,1,0,1,0.867851193781
1,1,1,0,0,0,0,1,0,1,0,1,0,0,0.896724042199
1,0,0,1,1,1,0,0,0,0,0,0,0,1,0.138256524153
0,1,1,1,0,0,0,1,1,0,1,1,0,1,0.453081621321
0,1,0,1,1,0,0,0,0,0,0,1,0,1,0.47307051638
0,0,0,0,0,1,1,0,1,1,1,0,0,0,0.518600777346
0,1,1,0,0,0,0,1,0,1,1,0,1,0,0.52581898945
0,1,1,0,1,1,0,0,0,1,0,1,1,1,0.773459189339
1,1,1,1,0,1,1,1,0,1,0,0,1,0,0.494169905608
0,1,0,0,1,0,1,0,1,1,0,1,0,0,0.899500277624
1,1,0,1,0,1,1,0,0,1,1,1,1,0,0.88339811216
1,1,1,0,1,0,1,1,1,0,1,0,0,1,0.216546363132
1,0,0,0,0,1,1,0,1,1,1,1,1,0,0.827873403665
0,0,1,1,0,1,1,1,1,1,1,0,0,0,0.471404775125
0,1,0,1,1,0,1,1,1,0,0,0,1,1,0.0316490838423
1,0,1,1,0,0,1,0,1,0,0,1,1,1,0.484730705164
0,1,0,0,1,0,1,0,1,0,0,0,1,1,0.0460855080511
1,1,1,1,1,0,1,0,1,1,0,0,0,0,0.601332593004
0,1,0,1,0,0,1,0,0,1,1,1,0,0,0.841199333703
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.595224875069
0,1,0,1,1,0,1,0,1,0,1,1,0,0,0.431426985008
1,0,0,1,1,0,0,0,0,1,1,0,0,1,0.633536923931
1,1,0,1,0,1,1,0,0,1,1,1,0,0,0.916712937257
0,0,1,1,1,1,0,0,1,0,0,0,0,1,0.101054969461
0,0,1,0,0,0,0,0,1,1,1,1,0,0,0.796779566907
0,0,1,0,0,1,0,0,0,0,1,0,1,0,0.0521932259856
1,0,1,0,0,1,1,0,0,1,1,0,0,0,0.578567462521
1,0,0,1,0,0,1,0,1,0,1,1,0,1,0.478067740144
0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.548584119933
1,1,1,1,0,1,1,0,0,0,1,0,1,1,0.0621876735147
1,1,0,1,1,1,0,1,0,0,1,1,1,1,0.423653525819
0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.130483064964
1,0,0,0,1,0,1,1,1,0,0,1,1,1,0.366463076069
0,0,1,0,1,1,1,0,0,0,0,1,1,0,0.419766796224
1,0,1,0,0,1,1,0,0,0,1,0,1,0,0.0893947806774
0,0,0,0,1,1,0,1,1,1,1,1,0,1,0.823431426985
0,0,0,1,0,1,1,0,0,1,0,0,1,1,0.420322043309
1,1,0,1,0,0,0,0,1,1,1,1,0,0,0.865074958356
0,1,1,1,0,1,0,1,1,0,1,1,1,1,0.376457523598
0,1,1,1,0,1,1,1,0,0,0,1,1,1,0.459189339256
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0.907273736813
1,1,1,0,1,1,1,1,0,0,0,0,1,1,0.11327040533
1,1,1,1,0,0,0,1,1,0,1,0,0,0,0.146029983343
0,0,0,1,0,0,1,1,1,1,0,1,0,0,0.878400888395
0,0,1,1,0,1,0,0,0,1,1,0,1,0,0.575235980011
0,0,0,1,1,0,0,1,0,1,0,1,1,1,0.841754580788
1,1,0,1,1,1,0,1,0,0,1,0,0,1,0.0577456968351
1,0,1,1,1,1,1,1,0,1,0,0,0,1,0.554691837868
0,0,1,0,1,0,1,0,1,0,0,0,1,0,0.0655191560244
0,1,0,0,0,1,0,0,0,0,0,1,1,0,0.374236535258
0,0,1,0,1,0,0,0,0,1,1,0,0,0,0.59300388673
1,1,0,1,0,1,1,0,1,0,0,0,1,1,0.137146029983
1,0,0,1,0,0,0,1,1,0,1,0,1,1,0.082731815658
1,1,0,1,1,0,1,0,0,1,1,0,0,1,0.553026096613
0,0,0,0,1,0,0,0,1,1,1,0,1,1,0.496946141033
0,1,1,0,0,0,0,1,0,1,0,1,1,1,0.838423098279
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.183786785119
0,1,0,1,1,1,0,0,1,0,1,0,0,0,0.145474736258
0,1,1,0,0,0,1,0,0,1,1,0,1,1,0.550805108273
1,0,0,1,1,0,1,1,0,1,0,1,1,1,0.948362021099
1,0,1,1,0,1,0,1,1,0,1,1,1,1,0.397001665741
0,0,1,1,1,0,1,1,1,1,1,0,1,1,0.500277623542
1,0,1,1,1,0,1,1,1,0,0,0,0,0,0.138256524153
1,0,1,1,1,1,0,0,0,0,1,0,1,0,0.103275957801
0,0,1,0,0,0,1,1,0,1,0,1,1,0,0.898945030539
1,1,1,0,1,1,1,1,0,0,0,1,1,1,0.53470294281
0,1,0,1,0,1,1,0,1,0,1,0,1,1,0.0255413659078
0,1,1,1,0,0,0,0,1,1,1,0,0,0,0.524153248195
0,1,0,1,0,1,0,1,0,0,0,0,1,1,0.143808995003
1,1,0,0,1,0,0,1,0,0,0,1,1,0,0.421432537479
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0.138811771238
0,1,1,0,0,1,1,0,0,1,0,0,0,0,0.52692948362
0,0,1,1,1,1,1,0,0,1,0,1,1,1,0.794003331483
1,0,1,1,1,1,0,1,0,1,0,0,0,1,0.525263742365
1,1,1,0,1,0,1,0,1,1,0,0,0,0,0.622987229317
1,0,0,0,1,1,0,1,1,0,1,1,1,1,0.446973903387
0,1,1,0,1,1,1,1,1,1,1,0,1,1,0.490283176013
0,0,1,0,1,1,1,1,1,0,1,1,0,1,0.395335924486
0,0,1,1,1,0,0,1,1,1,0,1,1,1,0.754580788451
0,0,0,0,1,0,1,1,0,1,0,0,0,0,0.586896168795
1,1,1,1,1,1,1,1,0,0,0,0,1,1,0.094392004442
0,0,1,1,0,0,0,1,1,0,0,0,1,1,0.0327595780122
0,0,1,0,1,1,1,0,1,1,1,1,0,0,0.735702387562
0,1,0,1,1,0,0,0,1,1,0,0,1,1,0.486396446419
0,0,1,1,1,0,1,0,0,1,1,1,1,0,0.840644086619
0,0,0,1,0,0,0,0,1,0,1,1,0,1,0.429761243753
0,0,0,0,0,1,1,0,1,1,1,0,0,1,0.546363131594
1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.824541921155
1,0,0,0,1,0,1,1,0,0,1,0,1,0,0.106607440311
1,0,0,0,1,0,1,0,1,0,1,0,1,0,0.107162687396
0,0,0,1,0,1,1,1,0,0,1,1,1,0,0.481954469739
1,1,0,1,1,1,0,1,1,0,0,1,0,1,0.414214325375
0,1,0,0,0,1,1,1,0,1,0,0,1,0,0.459744586341
1,1,1,0,0,1,1,1,1,1,0,1,1,1,0.786785119378
1,1,0,1,1,0,1,1,0,1,0,0,0,1,0.576901721266
0,1,1,0,0,1,0,1,0,0,1,1,0,1,0.420877290394
1,1,1,0,0,1,0,1,0,1,1,1,0,0,0.856746252082
1,1,0,1,1,1,1,0,0,0,1,0,1,0,0.0499722376458
1,0,0,0,0,0,1,0,0,1,0,1,1,1,0.790671848973
1,1,0,1,1,0,1,1,0,1,0,1,0,1,0.932259855636
0,1,1,0,0,1,0,0,1,1,0,0,1,1,0.470294280955
1,1,1,1,1,1,1,0,1,1,1,0,0,0,0.491948917268
1,1,1,0,1,1,1,0,1,1,0,0,1,1,0.478622987229
0,0,1,0,1,1,1,1,1,0,0,1,1,1,0.35202665186
1,0,0,1,1,1,1,1,1,1,0,1,0,1,0.830649639089
1,0,1,1,1,0,0,0,1,1,0,0,1,1,0.475846751805
1,0,0,1,1,1,1,0,1,1,1,1,1,0,0.81954469739
0,0,1,1,1,0,1,1,1,1,0,1,0,0,0.927262631871
1,0,0,0,0,0,1,0,1,1,0,0,0,1,0.53470294281
0,1,0,0,1,0,1,0,1,0,0,0,1,0,0.106052193226
1,0,0,1,1,1,0,1,0,0,0,1,1,1,0.472515269295
0,0,1,0,0,1,1,1,1,0,0,0,0,1,0.113825652415
1,1,0,1,1,0,1,1,0,0,1,0,0,0,0.138256524153
0,1,0,0,1,1,1,1,1,0,1,1,0,1,0.360355358134
1,0,1,0,1,0,1,1,1,1,1,0,0,1,0.496390893948
1,0,0,0,1,0,1,1,1,0,1,0,0,1,0.224319822321
0,0,1,1,1,0,1,0,1,1,1,1,0,1,0.815102720711
1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.0288728484175
0,1,1,1,1,0,0,1,0,0,0,0,1,1,0.0660744031094
1,1,0,1,1,0,1,0,1,0,1,1,0,1,0.456413103831
1,0,1,0,1,1,1,0,1,0,1,1,0,1,0.378678511938
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.396446418656
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.198223209328
0,1,1,1,1,0,0,0,1,0,1,1,0,0,0.464186563021
0,1,0,1,0,0,0,0,1,1,1,1,1,0,0.82842865075
0,0,0,1,1,1,0,1,1,1,1,1,1,1,0.827873403665
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0.88228761799
0,1,0,0,0,1,1,1,0,0,1,0,1,0,0.0327595780122
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.05830094392
0,0,1,1,0,0,1,0,1,1,1,1,1,1,0.891726818434
1,1,1,1,1,0,1,0,1,0,1,1,1,1,0.424208772904
1,0,1,1,1,0,0,0,0,1,1,1,0,1,0.888395335924
0,0,0,1,0,0,1,0,1,1,0,0,0,1,0.557468073293
1,0,0,1,0,1,0,0,1,0,1,1,1,1,0.431982232093
1,1,0,0,1,0,1,0,0,0,0,0,1,1,0.0671848972793
0,1,1,0,0,1,0,0,0,1,1,1,0,1,0.871182676291
1,1,1,0,0,0,0,0,1,0,0,0,0,1,0.213214880622
0,0,1,0,1,1,0,0,0,0,1,0,0,1,0.0999444752915
1,1,1,1,0,1,1,0,0,1,1,0,1,1,0.444752915047
0,1,0,0,1,1,0,0,0,1,1,1,0,0,0.821210438645
0,0,0,1,0,0,0,0,0,1,1,0,0,1,0.484730705164
0,0,1,1,1,1,1,0,0,0,1,1,1,1,0.493059411438
0,0,1,1,0,1,0,1,1,1,1,1,0,1,0.805663520267
0,0,1,0,1,0,1,0,1,1,0,1,0,0,0.840644086619
1,1,1,0,0,1,0,1,0,1,0,0,1,0,0.46973903387
0,1,1,0,0,0,0,1,0,1,1,1,1,1,0.844530816213
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0.786229872293
0,1,0,0,0,1,1,0,1,1,1,1,1,0,0.782343142699
1,1,0,1,0,0,1,1,1,0,1,0,1,0,0.146585230428
1,0,1,0,1,0,1,0,0,1,1,1,1,1,0.963908939478
1,1,0,0,0,1,0,1,0,1,1,0,1,0,0.523042754026
1,1,0,1,1,1,0,0,1,1,1,1,1,0,0.843975569128
0,1,1,1,0,0,0,1,1,1,1,1,0,0,0.87673514714
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.131593559134
1,0,1,0,0,0,1,0,0,0,1,0,1,0,0.111604664076
1,0,0,0,1,0,1,1,0,1,0,0,0,1,0.616324264298
0,0,1,0,0,1,0,0,0,0,0,0,1,1,0.11660188784
0,1,0,0,1,0,0,0,0,1,0,0,1,1,0.500277623542
0,0,1,0,1,0,1,1,0,0,1,1,0,0,0.490838423098
1,1,0,1,0,0,0,1,0,1,1,1,0,1,0.862298722932
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0.428095502499
0,0,0,1,0,1,1,0,0,0,1,1,0,0,0.386451971127
0,0,1,1,1,0,0,0,1,0,0,0,0,1,0.147695724597
0,1,0,1,1,0,0,0,1,0,1,0,0,0,0.151027207107
1,0,0,0,0,0,1,0,1,0,1,1,1,1,0.374236535258
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0771793448084
1,1,1,1,0,0,0,0,1,1,1,1,1,0,0.867295946696
0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.12104386452
0,1,0,0,0,1,1,0,1,0,1,1,0,0,0.548028872848
0,0,0,0,1,1,0,1,1,1,0,0,0,0,0.497501388118
0,0,1,0,0,0,1,1,1,0,0,0,0,1,0.11882287618
0,0,1,0,1,0,1,0,0,0,1,1,1,1,0.439200444198
0,0,1,1,0,1,1,1,1,0,0,0,1,0,0.106052193226
0,0,1,0,1,1,0,1,0,1,0,0,1,1,0.433092726263
1,1,0,1,0,0,0,0,0,0,0,1,1,0,0.351471404775
0,1,1,0,0,0,1,0,1,1,0,0,0,0,0.685730149917
1,1,0,1,1,1,0,0,0,1,0,0,0,1,0.52692948362
1,0,1,0,1,1,0,0,1,1,1,0,1,1,0.492504164353
1,0,0,0,1,1,1,0,0,1,1,0,1,1,0.53026096613
1,1,1,0,1,0,1,0,1,1,1,0,0,0,0.537479178234
1,1,0,1,0,0,1,0,0,0,1,0,1,1,0.0383120488617
1,1,1,0,0,1,1,0,1,0,0,0,0,0,0.0849528039978
1,1,0,0,0,0,0,1,1,0,0,1,1,0,0.395891171571
0,0,1,1,0,0,1,1,0,0,0,1,1,1,0.41143808995
0,1,0,1,0,1,0,1,1,1,1,1,0,1,0.890061077179
0,1,1,0,1,1,0,1,0,1,0,0,1,1,0.462520821766
1,1,1,0,0,1,0,0,0,1,0,1,1,0,0.811771238201
1,0,1,0,0,1,0,0,1,0,1,1,1,1,0.421987784564
1,1,0,1,0,1,0,0,0,1,0,0,1,0,0.489727928928
0,0,1,1,0,1,1,0,0,1,0,1,1,0,0.788450860633
0,1,0,0,1,0,1,1,0,1,0,1,1,1,0.805108273182
0,1,0,1,0,0,0,1,0,1,1,1,0,1,0.890616324264
1,0,1,1,1,0,0,0,1,1,1,0,1,1,0.464741810105
0,1,0,0,0,0,1,0,0,1,1,1,0,1,0.924486396446
0,0,0,1,0,1,1,0,1,1,1,1,1,1,0.809550249861
1,0,0,0,0,1,0,0,1,0,0,1,1,0,0.452526374237
0,0,0,0,0,1,0,0,1,1,1,0,0,1,0.58634092171
1,0,1,1,0,0,1,1,0,1,1,1,1,1,0.93614658523
0,0,0,0,1,0,1,1,0,0,1,1,0,0,0.486951693504
0,1,1,1,1,0,1,1,0,1,1,0,1,0,0.503609106052
0,1,1,0,1,0,1,0,1,0,0,1,1,1,0.419211549139
1,1,0,1,0,1,0,0,1,0,1,0,1,1,0.188784008884
0,0,1,1,1,0,1,1,0,0,0,1,1,1,0.392559689062
1,1,1,0,0,0,0,1,1,0,0,0,1,0,0.0555247084953
0,0,0,1,0,1,1,1,1,0,0,1,0,1,0.416435313715
1,1,0,0,0,0,1,0,1,1,1,0,0,1,0.536923931149
0,1,1,0,1,0,0,1,1,0,0,0,0,1,0.135480288728
1,1,0,1,0,1,1,0,0,1,1,1,0,1,0.857856746252
1,1,1,0,1,0,1,0,1,0,0,1,0,0,0.436979455858
0,1,1,0,1,0,0,1,1,1,0,0,0,0,0.58411993337
1,1,0,0,0,0,1,1,0,1,0,0,1,1,0.514158800666
0,1,1,0,1,0,1,1,1,1,0,0,0,1,0.525263742365
0,0,1,0,1,1,0,1,0,0,0,1,1,0,0.493059411438
0,1,0,1,1,1,1,0,1,1,1,1,0,1,0.840644086619
0,0,1,1,0,0,0,0,1,1,0,0,0,0,0.595780122154
1,1,0,0,0,1,0,0,1,0,1,1,0,1,0.556912826208
0,1,0,1,0,1,1,0,1,1,0,0,1,0,0.459744586341
