topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,<$throughput
2,10,4,10,10,0,1,1000,1024,10000,2,29,5854.333333333333
4,1,2,10,10,0,1000,1000,1024,10000,2,0,5240.166666666667
2,10,2,1000000,10,1,1,10,512,100,2,0,6299.5
4,1,4,1000000,10,1,1,1000,1024,10000,5,29,3060.25
2,1,2,1000000,1,1,1,1000,512,10000,2,0,903.41666666666663
4,10,2,10,10,1,1000,10,1024,100,2,0,5256.333333333333
2,1,4,10,10,1,1000,1000,1024,10000,2,29,8065.166666666667
4,10,2,10,10,1,1,1000,512,10000,2,29,4106.416666666667
2,1,4,1000000,10,0,1000,10,1024,100,2,29,7948.583333333333
4,10,4,1000000,1,1,1,10,512,100,5,0,886.16666666666663
4,10,2,1000000,10,1,1000,10,1024,100,5,0,5305.75
2,1,2,1000000,10,0,1,1000,512,10000,5,29,6488.583333333333
2,10,4,10,1,0,1,1000,1024,10000,2,29,907.0
4,10,2,1000000,10,1,1000,1000,1024,10000,5,29,5192.75
2,1,2,1000000,1,1,1,10,1024,100,5,0,906.33333333333337
2,10,4,10,1,1,1,10,1024,100,5,0,904.41666666666663
2,10,4,1000000,10,0,1000,1000,1024,10000,2,0,8416.1666666666661
2,10,4,10,10,1,1000,1000,1024,10000,2,0,8320.5
2,10,4,10,10,1,1,10,1024,100,2,0,6225.833333333333
2,1,4,10,1,0,1,1000,512,10000,5,29,904.66666666666663
4,1,2,1000000,10,1,1000,10,1024,100,2,0,5224.083333333333
4,1,4,10,1,0,1000,1000,512,10000,5,29,6041.583333333333
2,10,4,10,1,0,1000,10,1024,100,5,0,9060.3333333333339
2,10,4,10,1,1,1,1000,1024,10000,5,0,900.25
2,1,4,10,1,0,1000,10,1024,100,2,0,9413.5
4,1,4,10,1,0,1000,1000,1024,10000,5,0,6123.25
2,10,2,10,10,1,1000,1000,512,10000,2,0,9112.6666666666661
2,1,2,1000000,1,0,1000,1000,1024,10000,2,0,9797.0833333333339
2,1,4,1000000,1,1,1000,10,512,100,2,0,8879.5833333333339
2,1,4,1000000,10,0,1000,1000,512,10000,5,0,8212.75
2,10,2,10,10,1,1000,1000,1024,10000,5,29,9122.6666666666661
2,10,4,1000000,1,1,1,10,1024,100,2,29,918.16666666666663
4,1,2,1000000,1,0,1000,1000,512,10000,5,29,7336.833333333333
4,1,4,1000000,10,0,1,1000,1024,10000,2,29,2976.1666666666665
4,10,4,10,10,1,1000,1000,512,10000,2,0,4217.166666666667
2,1,2,1000000,10,0,1000,10,512,100,2,29,8697.9166666666661
2,1,2,10,1,0,1000,10,1024,100,5,29,9541.3333333333339
2,1,4,10,10,1,1000,10,512,100,5,29,8212.5
4,1,4,10,10,0,1000,1000,512,10000,2,29,3888.0833333333335
2,1,4,10,1,0,1000,10,512,100,5,0,8757.8333333333339
2,1,2,1000000,1,0,1,1000,512,10000,2,29,909.66666666666663
2,1,2,10,1,0,1,10,1024,100,5,0,910.33333333333337
4,1,4,10,10,0,1000,10,512,100,5,0,4144.25
2,10,4,10,1,1,1000,10,512,100,2,29,8992.4166666666661
2,1,4,10,10,0,1000,10,512,100,2,0,8107.666666666667
4,1,2,1000000,10,1,1000,1000,1024,10000,5,29,5383.666666666667
4,10,4,1000000,10,1,1,10,512,100,2,0,3016.1666666666665
4,10,4,10,1,0,1000,10,1024,100,2,0,6249.25
4,1,4,10,10,1,1,1000,512,10000,2,0,2956.0833333333335
4,1,2,10,1,0,1,10,512,100,2,29,887.25
4,10,2,1000000,10,0,1000,10,512,100,2,29,5440.833333333333
2,10,4,10,1,1,1000,1000,1024,10000,2,0,9417.3333333333339
4,10,2,10,1,1,1,10,512,100,2,29,860.83333333333337
4,1,2,10,10,1,1,10,1024,100,5,29,4059.1666666666665
2,1,2,10,1,1,1,10,1024,100,2,0,916.58333333333337
4,10,4,1000000,10,1,1,1000,1024,10000,2,29,2996.5
4,1,4,1000000,10,1,1,1000,512,10000,5,29,2927.5833333333335
2,10,4,1000000,1,0,1,1000,1024,10000,2,0,881.75
4,10,2,1000000,1,1,1000,10,1024,100,5,29,7396.25
4,10,4,10,10,0,1000,10,1024,100,2,29,4350.333333333333
4,10,4,10,1,0,1000,10,1024,100,2,29,6325.083333333333
2,1,4,10,1,1,1,10,512,100,2,29,916.08333333333337
4,10,2,10,1,0,1,10,1024,100,5,0,873.5
2,1,2,1000000,1,1,1,10,512,100,5,0,907.25
4,10,4,10,10,1,1,10,512,100,5,0,3011.5833333333335
2,1,2,1000000,1,0,1000,10,512,100,2,0,9993.0833333333339
4,1,2,1000000,1,1,1,1000,1024,10000,5,29,868.91666666666663
4,10,4,1000000,1,1,1000,1000,1024,10000,2,0,6069.583333333333
2,10,2,10,1,1,1,10,1024,100,2,0,906.41666666666663
2,10,4,10,1,1,1,10,512,100,5,0,897.33333333333337
2,10,4,1000000,1,0,1,10,1024,100,5,0,905.41666666666663
2,1,4,1000000,1,0,1,10,512,100,2,29,908.41666666666663
2,1,2,1000000,10,1,1000,10,1024,100,5,29,9119.0833333333339
2,1,2,10,10,0,1,10,1024,100,5,0,6431.333333333333
4,1,4,10,10,1,1000,1000,1024,10000,5,0,4272.416666666667
4,10,2,10,1,0,1000,1000,512,10000,5,29,7380.833333333333
2,10,2,1000000,1,0,1000,1000,512,10000,2,0,9782.1666666666661
4,10,2,1000000,1,1,1,1000,512,10000,5,0,861.25
2,10,2,10,1,1,1000,1000,1024,10000,2,29,9641.6666666666661
2,1,2,1000000,10,1,1,10,1024,100,2,0,6347.416666666667
2,10,2,1000000,1,0,1,10,1024,100,5,0,907.75
4,1,2,1000000,10,1,1000,1000,1024,10000,2,29,4843.166666666667
2,10,4,1000000,1,1,1000,10,1024,100,5,0,8982.0
4,1,4,10,1,1,1,1000,512,10000,2,0,852.83333333333337
4,1,2,10,1,0,1000,10,512,100,2,0,7222.25
4,1,2,10,10,0,1000,1000,1024,10000,2,29,5409.083333333333
2,1,4,1000000,1,0,1000,1000,1024,10000,5,29,9170.0
4,10,2,10,1,1,1,10,1024,100,5,29,869.91666666666663
2,1,4,10,1,0,1000,1000,1024,10000,5,0,9186.25
2,10,4,10,1,0,1000,1000,1024,10000,5,0,9297.5
2,1,2,1000000,1,1,1000,10,512,100,5,29,9665.4166666666661
4,10,2,1000000,10,1,1,1000,512,10000,5,0,4116.666666666667
2,10,2,1000000,10,1,1,1000,512,10000,5,0,6443.5
4,1,4,10,10,1,1000,10,1024,100,2,29,4074.5
4,10,4,1000000,1,1,1,1000,512,10000,2,29,872.41666666666663
4,10,4,10,10,0,1,1000,1024,10000,2,29,2950.6666666666665
2,10,2,10,1,0,1000,1000,1024,10000,5,0,9480.0
2,1,4,10,10,0,1,1000,1024,10000,5,29,6148.416666666667
4,10,2,10,10,0,1000,10,512,100,2,29,5177.25
2,10,2,1000000,10,0,1000,1000,1024,10000,2,0,8774.1666666666661
2,10,4,1000000,10,1,1000,1000,512,10000,5,29,8001.25
4,10,4,1000000,10,1,1,10,1024,100,5,29,2998.9166666666665
2,10,4,10,1,0,1,1000,512,10000,5,29,910.66666666666663
4,10,4,10,10,0,1000,10,512,100,2,0,4092.5833333333335
2,1,2,10,1,0,1,1000,1024,10000,5,29,902.33333333333337
4,1,4,10,10,0,1000,10,1024,100,5,29,4065.5
4,10,2,1000000,1,0,1,10,512,100,2,29,855.66666666666663
2,10,4,10,10,1,1000,1000,1024,10000,5,29,7938.75
4,1,4,1000000,10,0,1000,10,1024,100,2,29,3843.8333333333335
4,10,4,10,10,1,1000,1000,512,10000,5,29,4059.75
2,1,4,10,10,0,1000,10,1024,100,2,29,8027.833333333333
4,1,2,1000000,10,1,1,1000,512,10000,2,29,4185.25
2,10,2,10,1,0,1000,10,512,100,5,0,9594.0
4,10,2,10,1,1,1,10,512,100,5,0,867.75
2,10,2,10,10,1,1000,10,1024,100,2,0,9289.9166666666661
4,10,2,1000000,10,1,1,10,1024,100,5,0,4174.25
2,10,4,10,1,0,1,1000,1024,10000,2,0,889.5
2,10,4,1000000,10,1,1000,10,512,100,5,29,7743.833333333333
4,1,4,1000000,10,0,1000,1000,1024,10000,5,29,4208.083333333333
2,1,2,10,10,1,1000,10,512,100,5,0,9294.0833333333339
2,10,4,10,1,1,1000,10,1024,100,2,29,8899.1666666666661
2,1,4,10,1,0,1000,1000,512,10000,5,29,9001.4166666666661
2,1,4,10,10,1,1,10,1024,100,5,0,6068.666666666667
2,1,2,10,1,0,1,1000,512,10000,5,0,908.0
4,1,2,10,10,1,1000,10,1024,100,2,0,5432.5
4,10,2,1000000,10,0,1,10,1024,100,2,0,4089.1666666666665
2,1,2,10,10,1,1000,1000,1024,10000,5,29,9190.1666666666661
2,10,2,1000000,10,1,1000,1000,512,10000,2,29,9060.1666666666661
4,10,4,1000000,1,0,1,1000,1024,10000,5,0,891.91666666666663
4,1,2,10,1,0,1000,1000,1024,10000,5,29,7353.416666666667
2,1,4,1000000,1,1,1000,1000,1024,10000,5,29,9216.6666666666661
2,1,4,1000000,10,1,1000,1000,1024,10000,2,29,7677.583333333333
4,10,4,10,1,1,1,10,1024,100,2,0,865.75
2,1,2,10,10,0,1,1000,1024,10000,2,0,6465.916666666667
4,1,4,1000000,10,0,1,10,1024,100,2,29,3013.0833333333335
4,1,2,1000000,1,0,1,10,512,100,5,29,880.91666666666663
2,1,4,10,1,0,1000,10,1024,100,5,0,9214.0
2,1,4,1000000,10,0,1000,1000,512,10000,2,29,8264.0833333333339
2,1,4,1000000,1,1,1,10,512,100,5,29,912.0
4,1,2,1000000,10,0,1000,10,512,100,5,0,5309.75
2,1,2,10,10,1,1000,10,512,100,2,29,8998.6666666666661
4,1,2,10,10,0,1,1000,512,10000,5,0,4116.333333333333
2,1,4,10,10,1,1,10,1024,100,2,29,6035.083333333333
4,1,2,10,10,1,1,1000,1024,10000,2,29,4167.166666666667
2,1,2,10,1,0,1,1000,1024,10000,5,0,905.16666666666663
2,1,4,1000000,10,1,1000,1000,1024,10000,5,0,8029.5
2,10,4,1000000,1,0,1,1000,512,10000,5,29,903.41666666666663
2,10,2,10,1,1,1,1000,1024,10000,2,0,918.83333333333337
4,1,2,1000000,1,0,1000,10,1024,100,2,29,7180.083333333333
2,10,4,1000000,1,1,1,1000,1024,10000,5,29,899.66666666666663
4,1,2,1000000,10,0,1,1000,512,10000,5,29,4046.9166666666665
4,1,4,10,10,0,1,10,512,100,5,0,3032.1666666666665
2,1,2,10,1,1,1,1000,512,10000,5,0,887.16666666666663
4,10,4,10,1,0,1,1000,1024,10000,2,0,873.66666666666663
2,10,4,10,10,0,1000,10,1024,100,5,29,7687.166666666667
4,10,4,10,1,0,1,1000,512,10000,2,0,866.5
4,10,4,1000000,10,0,1000,1000,512,10000,5,29,3959.5833333333335
2,1,4,1000000,10,0,1000,1000,512,10000,2,0,8161.833333333333
4,1,2,1000000,1,0,1,10,512,100,5,0,891.16666666666663
2,10,2,1000000,10,0,1000,10,1024,100,2,0,8853.9166666666661
2,10,4,1000000,10,1,1000,10,1024,100,5,29,8182.916666666667
2,10,2,10,1,0,1,10,512,100,2,0,904.83333333333337
4,1,4,1000000,1,0,1,10,512,100,2,29,888.5
4,10,4,1000000,10,0,1000,1000,512,10000,2,0,4644.5
2,10,2,10,10,1,1,10,1024,100,5,29,6286.333333333333
4,10,2,1000000,1,0,1000,1000,1024,10000,2,0,7215.833333333333
4,10,2,1000000,1,0,1,10,512,100,5,29,878.16666666666663
4,10,4,1000000,10,1,1,1000,1024,10000,2,0,3070.9166666666665
4,1,4,1000000,1,1,1,10,1024,100,5,29,888.0
4,1,2,1000000,1,1,1000,1000,1024,10000,5,29,6967.833333333333
2,1,4,10,1,1,1,10,1024,100,5,0,893.66666666666663
2,1,2,10,1,0,1000,10,512,100,5,0,10027.666666666666
4,1,2,10,1,1,1000,10,512,100,5,29,7244.833333333333
2,10,2,1000000,1,1,1000,1000,512,10000,2,0,9853.5
2,1,2,1000000,1,0,1,1000,512,10000,5,29,904.91666666666663
2,10,4,10,10,0,1000,10,512,100,2,0,7835.666666666667
4,1,4,1000000,10,1,1,1000,1024,10000,5,0,3020.75
4,10,4,1000000,1,0,1000,10,512,100,2,29,6277.916666666667
4,10,4,1000000,1,0,1000,1000,512,10000,5,0,6452.333333333333
2,10,4,10,1,1,1,1000,1024,10000,5,29,907.91666666666663
4,10,2,1000000,10,1,1,10,1024,100,2,0,4158.083333333333
4,10,2,1000000,10,0,1000,10,512,100,5,29,5094.583333333333
2,1,4,1000000,10,0,1000,10,512,100,5,0,7790.583333333333
4,10,2,10,10,0,1000,10,1024,100,2,0,5368.416666666667
4,1,2,10,10,0,1,10,512,100,2,29,4047.0833333333335
4,10,4,1000000,10,0,1,1000,1024,10000,2,0,3049.1666666666665
4,10,2,1000000,10,0,1,10,512,100,2,0,4139.583333333333
4,1,2,10,1,1,1000,1000,512,10000,2,29,7278.333333333333
2,10,4,1000000,10,1,1,1000,1024,10000,2,29,6079.25
2,10,2,10,1,1,1,10,1024,100,5,29,900.33333333333337
4,1,2,10,1,1,1000,10,512,100,2,29,7292.583333333333
4,10,4,1000000,10,1,1000,10,1024,100,5,29,3791.5833333333335
4,10,2,1000000,10,1,1000,10,512,100,2,0,5451.083333333333
2,1,2,1000000,1,1,1000,10,1024,100,2,0,9695.75
4,10,2,10,10,1,1,1000,512,10000,5,29,4097.666666666667
4,10,2,1000000,10,0,1000,1000,512,10000,2,29,5470.0
2,10,4,10,10,0,1,10,512,100,5,29,5998.083333333333
2,1,4,10,1,1,1,1000,512,10000,5,0,905.83333333333337
2,1,4,1000000,10,1,1,10,512,100,5,29,6180.083333333333
2,10,2,1000000,10,0,1000,1000,512,10000,2,29,8994.25
4,1,2,10,1,0,1000,1000,1024,10000,2,29,7316.583333333333
4,10,2,1000000,10,0,1000,10,1024,100,5,0,5465.083333333333
4,10,4,10,1,1,1000,1000,1024,10000,5,29,5792.916666666667
4,1,4,1000000,10,1,1,1000,1024,10000,2,0,2984.5833333333335
4,10,4,10,1,1,1000,10,1024,100,2,0,6032.583333333333
2,1,4,1000000,1,0,1,10,512,100,2,0,892.41666666666663
2,10,4,10,1,0,1000,10,1024,100,2,0,8841.25
4,10,2,1000000,1,0,1000,1000,512,10000,5,29,7217.833333333333
2,10,2,10,10,1,1,1000,512,10000,2,0,6420.833333333333
2,10,2,1000000,1,0,1000,10,512,100,2,29,9478.75
4,1,2,1000000,10,0,1,10,1024,100,5,0,4148.083333333333
4,1,4,10,1,1,1000,10,512,100,2,0,6338.166666666667
2,1,2,1000000,1,0,1000,10,512,100,2,29,9773.5833333333339
2,10,2,10,10,1,1,10,512,100,5,29,6429.916666666667
4,1,4,10,1,1,1000,10,512,100,5,0,6268.833333333333
2,10,2,1000000,1,0,1000,1000,1024,10000,2,0,9995.0
2,10,2,1000000,10,1,1000,1000,1024,10000,2,0,9088.3333333333339
4,10,2,10,1,0,1000,10,512,100,2,0,7301.416666666667
2,10,2,10,1,1,1000,10,512,100,2,0,9885.9166666666661
4,1,4,1000000,1,0,1000,10,512,100,2,29,6126.083333333333
4,10,4,10,1,1,1000,1000,512,10000,5,0,6135.0
2,1,4,10,10,1,1000,10,512,100,5,0,7714.25
2,1,4,1000000,1,0,1000,10,1024,100,2,29,9124.4166666666661
2,10,2,1000000,10,0,1,10,1024,100,2,29,6336.5
4,1,4,1000000,1,0,1,1000,512,10000,2,29,872.33333333333337
2,10,2,1000000,1,0,1,10,512,100,5,0,910.41666666666663
2,10,4,1000000,1,1,1,1000,1024,10000,2,0,898.5
4,10,4,1000000,1,0,1000,10,512,100,5,0,6293.5
2,10,4,10,10,0,1000,1000,1024,10000,2,0,7882.416666666667
2,1,2,10,10,0,1,1000,512,10000,5,0,6466.916666666667
4,1,2,1000000,10,1,1,10,512,100,2,29,4219.833333333333
2,1,2,10,1,0,1000,1000,1024,10000,2,29,9895.75
2,10,2,10,1,1,1,1000,512,10000,5,29,909.33333333333337
4,10,2,10,10,0,1000,10,1024,100,2,29,5044.75
4,10,4,1000000,10,1,1,10,1024,100,2,0,3037.3333333333335
4,10,4,1000000,10,0,1,1000,1024,10000,5,0,3013.6666666666665
2,10,2,10,10,0,1000,10,512,100,5,29,8883.75
2,10,4,10,1,0,1000,10,512,100,2,29,8914.6666666666661
2,10,4,10,1,0,1,1000,512,10000,5,0,908.33333333333337
2,10,2,1000000,1,1,1000,10,512,100,2,29,9923.9166666666661
4,10,2,1000000,10,1,1,1000,1024,10000,5,29,4176.25
4,10,4,10,10,0,1,1000,512,10000,2,29,3053.4166666666665
4,1,2,10,10,1,1000,1000,512,10000,5,0,5249.333333333333
4,10,2,1000000,1,1,1000,1000,1024,10000,5,0,7415.416666666667
4,10,2,1000000,1,1,1,10,512,100,5,29,874.0
2,10,2,1000000,1,1,1,10,1024,100,5,0,905.75
4,1,4,1000000,10,1,1000,10,1024,100,5,29,3894.9166666666665
2,1,2,1000000,10,1,1000,1000,1024,10000,5,0,9177.8333333333339
4,10,4,10,1,1,1,10,512,100,2,29,874.75
4,1,4,1000000,10,0,1,10,512,100,5,0,3008.5833333333335
4,10,2,1000000,1,1,1000,1000,1024,10000,2,29,7480.416666666667
2,10,2,10,10,0,1,10,512,100,2,29,6461.166666666667
2,10,2,10,1,1,1000,1000,512,10000,2,0,9940.5
4,10,2,10,10,0,1000,1000,1024,10000,5,0,5908.166666666667
4,10,4,10,1,0,1000,10,512,100,5,29,6401.666666666667
2,1,4,1000000,10,1,1,1000,512,10000,2,29,5948.166666666667
4,1,4,10,10,0,1000,10,512,100,5,29,3755.6666666666665
4,10,4,10,1,1,1000,1000,512,10000,2,0,6253.25
2,10,4,1000000,1,1,1000,1000,1024,10000,2,29,9314.75
2,1,2,10,10,1,1,1000,512,10000,2,29,6536.25
2,10,4,10,10,1,1000,10,1024,100,2,29,8255.1666666666661
4,10,4,10,1,0,1,10,512,100,2,0,859.25
4,10,2,10,10,0,1,1000,1024,10000,5,29,4225.666666666667
2,1,2,10,10,0,1,1000,512,10000,2,29,6299.25
4,1,2,1000000,10,0,1,1000,1024,10000,5,29,4148.666666666667
4,10,2,1000000,1,1,1,1000,512,10000,2,0,897.58333333333337
4,10,2,1000000,1,0,1000,1000,512,10000,2,0,7275.916666666667
4,10,4,10,10,0,1,1000,512,10000,5,29,3031.5
2,1,2,1000000,1,1,1,10,1024,100,2,29,894.33333333333337
2,1,4,10,1,0,1,10,512,100,2,29,901.08333333333337
4,1,2,1000000,10,1,1000,10,512,100,2,29,5570.166666666667
4,1,4,1000000,1,0,1000,1000,1024,10000,5,29,5780.5
4,10,2,1000000,1,0,1,1000,1024,10000,2,0,894.16666666666663
4,1,2,10,1,0,1000,10,1024,100,2,29,7357.916666666667
4,1,4,10,10,1,1,1000,512,10000,2,29,2970.0
2,10,4,1000000,1,0,1,10,1024,100,2,29,899.33333333333337
4,10,2,1000000,1,0,1000,10,1024,100,2,0,7356.333333333333
4,1,2,10,10,1,1000,1000,1024,10000,2,0,6063.75
4,1,4,1000000,10,1,1000,1000,512,10000,2,29,3806.75
4,1,2,1000000,10,1,1,10,1024,100,5,0,4071.4166666666665
2,10,4,1000000,1,0,1000,10,512,100,2,29,9031.25
4,10,4,1000000,1,1,1,10,512,100,2,0,879.41666666666663
4,10,4,1000000,10,0,1,10,1024,100,5,0,2988.25
2,10,4,1000000,10,1,1000,1000,1024,10000,5,0,8016.833333333333
2,10,4,10,10,1,1,10,512,100,2,29,6290.5
2,10,2,1000000,10,1,1000,1000,512,10000,5,29,9036.3333333333339
4,1,4,1000000,1,0,1,10,512,100,5,0,889.91666666666663
4,10,2,10,1,1,1000,1000,512,10000,2,0,7539.416666666667
2,10,2,10,10,0,1,10,512,100,5,29,6271.833333333333
2,10,2,1000000,1,1,1,10,1024,100,5,29,898.5
2,1,2,10,10,1,1000,1000,512,10000,2,29,8905.5
2,1,4,1000000,10,0,1000,10,1024,100,2,0,8177.166666666667
2,10,2,10,10,0,1000,1000,512,10000,2,0,8960.8333333333339
4,1,4,10,1,0,1000,1000,512,10000,2,29,6367.083333333333
4,10,2,10,1,1,1000,1000,512,10000,5,0,7273.25
4,10,2,1000000,10,1,1000,10,1024,100,2,0,5128.5
2,10,4,1000000,1,0,1000,10,1024,100,2,29,9024.0
4,1,4,10,1,1,1000,1000,512,10000,5,29,6116.416666666667
2,1,2,1000000,1,1,1000,10,1024,100,5,0,9913.6666666666661
2,10,2,1000000,10,1,1,10,1024,100,5,0,6419.666666666667
2,10,4,10,10,0,1000,10,512,100,2,29,7667.75
2,10,4,10,1,1,1,1000,512,10000,5,0,928.5
4,10,2,10,10,0,1000,10,1024,100,5,0,5523.416666666667
2,10,4,1000000,1,1,1000,1000,512,10000,2,0,9216.25
4,1,2,1000000,1,0,1000,10,1024,100,2,0,7490.583333333333
2,1,2,10,1,0,1,1000,512,10000,5,29,920.25
2,1,2,10,1,1,1000,1000,512,10000,5,0,9988.1666666666661
4,1,4,1000000,1,0,1000,10,512,100,5,0,6375.25
4,1,4,10,10,0,1000,1000,512,10000,5,29,3946.0
4,1,4,1000000,1,1,1000,10,1024,100,5,29,6121.25
4,1,2,1000000,10,0,1,1000,512,10000,5,0,4155.666666666667
4,10,2,10,1,1,1000,10,1024,100,2,29,7433.333333333333
2,10,2,10,10,1,1000,1000,512,10000,5,0,9123.5
2,1,4,10,10,1,1000,1000,512,10000,5,29,7965.75
4,10,2,1000000,1,1,1,1000,512,10000,2,29,870.08333333333337
4,1,2,10,1,0,1000,10,1024,100,5,29,7125.916666666667
4,1,2,10,10,0,1,10,512,100,2,0,4074.1666666666665
2,1,4,10,1,1,1,10,512,100,2,0,908.91666666666663
2,10,2,10,10,0,1000,1000,512,10000,2,29,9199.0833333333339
4,1,2,1000000,10,1,1000,1000,512,10000,2,29,5326.75
4,10,2,1000000,1,1,1,1000,1024,10000,2,0,893.83333333333337
4,1,4,1000000,10,1,1,10,1024,100,5,29,2978.5833333333335
2,1,2,1000000,10,1,1,10,1024,100,5,29,6424.5
4,1,4,1000000,1,1,1000,10,512,100,2,29,6133.166666666667
2,1,2,1000000,1,1,1000,10,1024,100,2,29,9794.9166666666661
4,1,4,1000000,1,1,1000,10,1024,100,2,29,6035.25
2,1,4,1000000,10,0,1000,10,1024,100,5,0,8073.333333333333
4,10,4,10,10,1,1000,1000,1024,10000,2,29,4119.916666666667
4,10,4,10,10,1,1,10,512,100,2,29,3011.1666666666665
2,10,2,1000000,1,1,1,10,1024,100,2,29,906.83333333333337
2,1,4,10,1,0,1000,10,512,100,2,0,9011.3333333333339
2,1,2,10,10,1,1000,1000,1024,10000,2,0,9004.8333333333339
4,10,2,1000000,10,1,1000,1000,512,10000,2,29,5140.166666666667
4,10,4,1000000,10,0,1,10,1024,100,2,0,3147.6666666666665
4,10,4,1000000,10,0,1000,10,512,100,5,0,4066.5
2,1,2,1000000,10,1,1000,1000,512,10000,2,29,9028.6666666666661
2,1,2,1000000,1,0,1,10,512,100,2,29,912.66666666666663
2,10,4,1000000,10,0,1000,1000,512,10000,2,29,8426.75
4,1,4,1000000,10,1,1,1000,1024,10000,2,29,3033.5
2,1,4,1000000,10,1,1,1000,1024,10000,2,29,6150.083333333333
2,10,4,10,1,0,1,1000,512,10000,2,0,916.91666666666663
2,10,2,1000000,1,1,1,10,512,100,2,0,903.66666666666663
2,10,4,1000000,1,1,1,10,1024,100,5,29,914.08333333333337
2,10,2,10,10,0,1,1000,1024,10000,2,0,6322.916666666667
4,1,2,10,10,1,1,1000,512,10000,5,29,4063.4166666666665
2,1,4,1000000,1,0,1000,10,512,100,5,0,8844.75
2,10,4,10,1,0,1000,10,512,100,2,0,8863.1666666666661
4,1,4,10,10,1,1,10,1024,100,2,29,3021.5833333333335
2,1,4,1000000,10,1,1000,10,1024,100,2,0,8137.833333333333
2,1,2,10,10,0,1000,1000,1024,10000,2,29,8812.5
4,1,4,10,1,1,1,1000,512,10000,5,0,886.66666666666663
4,10,4,1000000,10,1,1000,1000,512,10000,5,0,4139.0
4,10,4,10,1,1,1,10,512,100,5,29,863.83333333333337
2,10,4,10,10,0,1,1000,1024,10000,2,0,6152.833333333333
2,10,4,10,1,1,1000,10,512,100,2,0,9117.75
4,1,4,1000000,10,0,1,1000,1024,10000,5,0,3012.25
4,1,2,10,1,1,1000,1000,1024,10000,5,0,7497.0
2,10,2,1000000,10,1,1,10,1024,100,5,29,6548.166666666667
4,1,4,1000000,10,1,1000,1000,1024,10000,5,29,3728.0833333333335
4,10,4,1000000,1,1,1,1000,512,10000,5,0,902.16666666666663
2,1,4,10,1,1,1000,1000,1024,10000,5,29,9295.4166666666661
2,10,2,1000000,1,0,1000,1000,1024,10000,2,29,10104.75
4,10,2,10,10,0,1,10,1024,100,2,0,4078.5
4,1,2,10,1,1,1,10,512,100,2,29,881.08333333333337
2,10,2,1000000,1,1,1,1000,1024,10000,2,0,917.41666666666663
2,1,4,1000000,10,0,1,1000,1024,10000,5,29,6134.166666666667
2,1,2,10,1,0,1000,1000,1024,10000,2,0,9602.3333333333339
2,1,2,10,10,1,1,1000,512,10000,5,0,6266.166666666667
2,10,2,10,1,1,1000,10,1024,100,2,29,9666.5
2,10,4,1000000,1,1,1000,10,512,100,2,29,9105.1666666666661
2,1,2,10,1,0,1,1000,512,10000,2,29,910.58333333333337
4,10,2,10,1,0,1,10,512,100,5,0,876.5
4,1,2,1000000,1,1,1000,10,1024,100,2,29,7184.833333333333
4,10,2,1000000,1,0,1,10,512,100,2,0,871.16666666666663
2,10,4,1000000,1,1,1,10,512,100,5,29,919.91666666666663
2,10,2,1000000,10,0,1000,1000,1024,10000,5,0,9082.6666666666661
4,1,4,10,10,0,1,10,1024,100,2,0,3020.6666666666665
2,10,4,10,1,1,1000,1000,512,10000,5,29,9293.75
2,1,4,1000000,1,0,1000,1000,1024,10000,2,0,9074.1666666666661
2,10,2,1000000,10,1,1000,1000,1024,10000,5,0,9184.75
4,1,2,10,10,0,1000,1000,512,10000,2,29,5679.666666666667
2,1,2,10,10,0,1000,1000,512,10000,2,29,9179.1666666666661
4,10,2,1000000,1,0,1,1000,1024,10000,2,29,860.66666666666663
2,1,4,10,1,1,1000,1000,512,10000,2,29,9153.3333333333339
2,10,2,10,10,0,1,1000,512,10000,5,29,6462.916666666667
4,1,2,1000000,1,1,1000,1000,512,10000,5,0,7540.333333333333
4,1,4,1000000,10,0,1000,10,512,100,2,29,4147.333333333333
2,10,4,1000000,10,1,1000,1000,512,10000,5,0,8183.583333333333
4,1,2,1000000,10,0,1000,10,1024,100,5,0,5063.083333333333
2,1,4,10,1,0,1,1000,512,10000,2,29,915.41666666666663
2,1,4,10,10,0,1,10,512,100,2,29,6152.833333333333
4,10,2,10,1,1,1000,1000,1024,10000,5,0,7187.583333333333
2,10,4,1000000,1,1,1,10,1024,100,5,0,906.33333333333337
4,10,2,10,1,1,1,1000,1024,10000,5,0,854.41666666666663
4,1,4,1000000,1,0,1,10,1024,100,2,29,875.91666666666663
4,1,2,1000000,10,0,1000,10,512,100,2,29,5303.166666666667
4,10,4,1000000,1,1,1000,1000,1024,10000,5,0,6329.416666666667
2,10,2,1000000,1,0,1,1000,512,10000,2,0,903.91666666666663
2,1,4,10,10,0,1,1000,512,10000,2,0,6283.166666666667
4,10,2,10,10,1,1000,10,1024,100,2,29,5585.666666666667
4,1,4,1000000,10,1,1,1000,512,10000,5,0,3006.25
2,1,4,1000000,10,1,1000,10,1024,100,5,0,8091.833333333333
4,1,4,10,1,0,1000,10,512,100,5,0,6260.0
2,10,4,1000000,1,0,1,10,1024,100,5,29,904.41666666666663
