SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseqbatch.2
0,1,0,1,0,0,0,0,1,0,0,0,0,1,0.048231511254
0,1,0,1,0,0,0,0,0,0,1,1,0,1,0.24115755627
1,1,0,1,1,1,0,1,0,0,0,0,0,0,0.0257234726688
0,1,1,0,0,0,1,0,0,1,1,1,0,0,0.573151125402
0,1,1,0,0,0,0,1,0,1,1,0,0,1,0.376205787781
1,1,1,0,1,1,0,0,1,0,1,1,1,1,0.382636655949
0,0,0,0,1,0,1,0,1,0,1,0,1,0,0.0152733118971
0,0,0,1,1,1,0,0,0,0,0,1,1,1,0.227491961415
1,0,0,0,1,0,1,1,0,0,1,0,1,0,0.040192926045
1,0,0,1,0,1,0,1,1,0,0,0,1,0,0.0200964630225
0,1,1,0,0,0,1,1,1,1,1,1,0,0,0.622990353698
1,0,1,1,0,0,0,0,1,1,1,0,1,0,0.334405144695
0,0,0,1,1,0,0,1,0,1,1,0,1,1,0.344855305466
1,1,1,1,1,0,0,1,1,1,0,0,1,0,0.485530546624
1,0,1,0,0,1,1,1,1,0,1,1,0,1,0.250803858521
0,1,0,1,1,1,0,0,1,1,0,0,1,0,0.383440514469
0,1,1,1,1,1,1,0,1,1,1,0,1,0,0.376205787781
0,1,0,1,0,0,1,1,1,1,1,0,0,0,0.413183279743
1,0,1,1,1,0,1,0,1,1,0,1,1,0,0.586816720257
1,0,0,1,1,1,1,0,0,0,1,1,1,0,0.236334405145
1,0,0,1,0,0,1,1,0,0,0,0,0,1,0.024115755627
1,1,1,0,0,1,0,0,1,0,1,0,1,1,0.0305466237942
0,0,1,1,0,1,0,1,1,1,0,0,0,0,0.377009646302
1,0,0,0,1,1,0,1,0,1,1,1,1,0,0.59807073955
1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.0329581993569
0,0,1,0,1,1,1,0,0,0,1,0,0,0,0.0257234726688
1,1,1,0,0,0,0,0,0,1,1,0,0,0,0.340032154341
0,0,0,0,0,1,1,1,1,0,0,1,1,0,0.210610932476
0,0,1,1,1,0,1,1,0,0,1,0,0,0,0.0409967845659
0,1,0,0,0,1,1,1,1,1,0,1,1,0,0.603697749196
0,0,0,1,0,0,0,0,0,1,1,0,0,1,0.368167202572
1,0,0,0,1,1,0,1,0,1,1,1,0,0,0.579581993569
0,0,1,1,0,0,1,1,0,1,1,1,1,0,0.561897106109
0,1,1,1,1,0,1,0,0,0,1,0,1,0,0.0144694533762
0,0,0,1,0,0,0,0,0,1,0,1,1,0,0.587620578778
0,1,0,1,0,0,1,0,0,1,1,0,1,1,0.345659163987
0,0,1,1,1,0,1,0,1,1,1,0,1,0,0.344051446945
0,0,0,1,1,0,1,0,1,1,0,0,1,0,0.403536977492
0,0,1,0,0,0,0,0,1,0,1,0,1,1,0.0056270096463
0,0,1,0,1,0,1,0,0,0,0,0,0,1,0.0289389067524
0,1,1,1,1,1,1,0,1,1,0,1,1,1,0.558681672026
1,1,0,1,0,0,0,1,0,1,0,1,0,0,0.61575562701
1,0,1,1,0,0,0,1,1,1,1,0,0,0,0.414790996785
1,1,0,0,1,1,1,0,0,0,0,1,1,0,0.227491961415
1,0,0,1,1,1,1,0,1,1,1,1,0,1,0.618971061093
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0377813504823
1,1,1,1,1,1,1,1,1,1,1,0,0,1,0.364951768489
0,0,1,1,0,0,1,1,0,0,1,1,0,0,0.236334405145
1,1,1,0,1,0,1,1,1,1,0,1,0,0,0.596463022508
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.349678456592
1,1,0,0,1,0,0,0,1,0,0,1,1,0,0.263665594855
0,1,0,1,1,0,0,0,0,0,0,1,1,0,0.209807073955
1,0,0,1,0,1,0,0,1,1,1,1,1,0,0.585209003215
1,1,1,1,1,1,0,0,1,1,1,0,0,0,0.368971061093
1,0,1,0,1,1,0,0,1,1,1,1,0,1,0.588424437299
0,0,1,1,0,1,0,1,0,0,1,1,0,1,0.233922829582
0,1,0,1,0,0,1,1,1,1,1,0,1,1,0.369774919614
1,0,0,1,1,1,1,0,1,0,0,1,1,0,0.226688102894
1,0,0,1,1,0,1,0,1,1,0,1,1,0,0.594855305466
0,0,1,1,0,0,0,0,1,1,0,0,1,0,0.357717041801
0,0,0,0,1,1,1,1,1,0,1,0,1,0,0.032154340836
1,0,0,1,1,1,1,1,1,0,1,0,0,1,0.0377813504823
1,1,0,0,0,1,0,0,1,0,0,1,0,0,0.256430868167
1,0,1,1,0,0,0,0,0,0,1,1,0,0,0.248392282958
1,0,1,0,1,0,0,0,1,0,0,1,0,0,0.256430868167
0,1,1,1,1,1,0,1,1,0,0,0,0,0,0.0273311897106
0,1,0,0,0,1,0,0,1,0,1,1,0,0,0.241961414791
1,0,0,0,1,1,0,0,0,1,1,0,0,1,0.360128617363
1,1,0,1,1,0,0,1,1,0,0,1,0,0,0.238745980707
1,0,1,1,0,1,0,1,1,1,1,0,1,1,0.385852090032
0,1,1,0,1,1,1,0,0,1,1,0,0,1,0.361736334405
1,1,0,1,0,0,1,1,0,0,1,1,1,0,0.262861736334
0,1,0,1,1,0,1,1,0,1,1,0,1,0,0.353697749196
1,0,0,1,1,0,1,1,0,1,0,1,0,1,0.583601286174
1,1,1,0,1,0,0,0,1,0,0,0,0,1,0.0369774919614
0,0,1,1,0,0,1,0,0,1,0,1,0,1,0.570739549839
0,1,1,0,0,0,1,1,0,0,1,0,0,1,0.0281350482315
0,1,1,1,1,1,0,0,0,1,1,1,0,1,0.572347266881
1,0,1,0,0,0,1,0,1,0,0,1,0,0,0.257234726688
0,0,1,0,0,1,1,0,1,0,0,0,1,1,0.016077170418
1,1,1,0,0,0,0,1,0,0,1,1,1,1,0.233118971061
0,0,0,1,0,1,1,1,1,1,0,0,0,0,0.381028938907
0,1,1,0,0,0,0,0,1,0,1,1,1,1,0.213826366559
0,1,0,0,0,0,0,1,0,1,1,1,1,0,0.573954983923
0,1,1,1,1,0,1,1,1,1,1,0,0,0,0.38424437299
0,0,0,1,1,0,0,0,0,1,1,1,0,1,0.587620578778
1,0,1,0,0,1,0,0,0,0,0,0,1,1,0.0136655948553
1,0,1,0,1,1,0,0,1,1,0,1,0,0,0.613344051447
0,1,1,1,0,1,0,0,0,0,0,1,0,0,0.241961414791
1,0,1,1,0,1,0,1,0,0,0,0,1,1,0.0233118971061
0,1,1,1,1,0,0,1,1,1,1,0,0,0,0.378617363344
0,1,0,1,1,0,1,0,0,1,1,0,1,0,0.335209003215
0,0,1,1,1,0,0,1,1,1,1,0,1,0,0.340836012862
1,0,1,1,1,1,1,1,0,1,1,0,1,0,0.368167202572
0,0,1,1,1,0,1,0,0,1,1,1,0,1,0.605305466238
1,1,0,0,0,0,1,1,1,1,1,0,1,0,0.331993569132
0,1,1,1,0,1,0,0,0,0,1,1,1,0,0.215434083601
1,1,1,1,0,1,1,1,1,1,1,0,1,1,0.356109324759
1,1,1,0,0,0,1,0,0,1,1,0,1,1,0.337620578778
1,0,0,0,0,1,1,1,1,1,0,1,1,0,0.572347266881
1,1,0,1,1,0,1,1,0,1,0,1,1,1,0.593247588424
1,0,1,1,1,1,0,0,1,0,1,0,0,1,0.0458199356913
0,0,1,1,0,0,1,0,0,0,1,0,1,0,0.0522508038585
1,1,0,1,0,1,0,1,0,1,0,0,0,0,0.338424437299
1,1,1,0,0,1,1,0,1,0,0,1,0,0,0.254019292605
1,1,0,1,0,1,1,0,1,1,0,1,0,1,0.603697749196
1,0,1,0,1,0,1,1,0,1,0,1,1,0,0.581189710611
1,0,1,1,0,1,0,0,1,0,1,1,0,1,0.292604501608
1,0,0,0,1,0,0,1,0,1,1,0,1,1,0.355305466238
1,0,0,1,0,0,0,1,1,1,1,0,0,0,0.406752411576
1,0,1,0,0,1,1,1,1,1,1,0,0,1,0.352090032154
1,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0305466237942
0,1,1,1,1,1,0,0,1,1,0,0,1,1,0.377009646302
1,1,1,1,1,1,0,1,0,0,0,1,1,0,0.225080385852
1,1,1,1,0,0,1,0,1,1,0,0,1,0,0.405948553055
0,1,0,1,0,0,1,0,1,0,0,1,0,0,0.530546623794
0,1,0,1,1,0,1,0,1,1,1,0,0,1,0.368971061093
0,0,1,1,0,1,0,1,1,0,0,0,0,0,0.0273311897106
0,0,1,1,0,1,0,1,0,1,0,0,1,0,0.577170418006
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.361736334405
0,1,1,0,1,0,0,1,0,0,0,1,1,0,0.220257234727
0,1,1,1,0,1,0,1,0,0,1,1,1,1,0.217041800643
1,1,0,0,1,1,1,0,0,1,1,1,1,1,0.577974276527
1,1,1,0,0,0,0,1,1,0,0,1,1,1,0.234726688103
1,1,1,1,1,1,0,1,1,0,0,0,1,0,0.0233118971061
1,1,0,0,0,1,0,1,1,0,1,1,1,0,0.22347266881
0,1,0,0,0,1,0,1,1,0,0,1,0,0,0.271704180064
1,0,1,1,1,1,0,1,1,0,0,1,1,1,0.237138263666
1,0,0,1,1,1,0,0,1,0,1,0,1,1,0.016077170418
0,1,0,1,1,1,0,1,1,0,0,1,1,0,0.466237942122
1,1,1,1,1,1,1,1,1,0,0,0,1,0,0.0265273311897
0,0,1,1,1,1,0,1,1,1,1,1,1,1,0.521704180064
0,1,1,0,0,0,0,0,0,1,0,1,1,1,0.575562700965
1,0,1,0,0,0,1,1,1,0,0,0,0,1,0.0281350482315
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.0192926045016
0,1,1,0,1,1,1,1,1,1,0,0,1,1,0.36575562701
1,1,1,1,1,0,1,0,1,0,0,0,1,1,0.0225080385852
1,1,1,0,0,1,0,0,0,1,1,1,0,0,0.864951768489
0,1,1,1,1,0,1,0,0,1,1,1,1,0,0.559485530547
1,1,1,1,1,0,1,0,1,1,0,1,1,0,0.617363344051
1,0,0,0,1,0,1,1,1,1,0,0,0,0,0.390675241158
0,1,0,0,0,1,0,1,1,0,0,1,1,1,0.261254019293
0,1,0,0,1,0,0,1,1,1,0,0,1,1,0.422025723473
0,1,1,0,0,0,0,0,1,1,0,1,0,1,0.627813504823
1,0,0,1,1,1,0,1,0,1,1,1,1,0,0.83038585209
0,0,1,0,1,0,0,1,1,1,1,0,1,0,0.350482315113
0,1,1,1,1,0,0,1,1,1,1,1,1,1,0.585209003215
1,0,0,1,1,1,0,1,0,1,1,1,0,1,0.618167202572
0,0,0,1,0,0,1,0,0,1,1,1,1,1,0.575562700965
1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.0554662379421
1,1,0,1,0,1,1,0,1,1,0,0,0,1,0.381028938907
1,1,1,0,1,0,1,1,0,0,1,1,0,1,0.249196141479
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.0249196141479
1,1,0,1,1,0,1,0,1,1,1,1,1,1,0.573954983923
0,0,1,1,1,1,0,1,0,0,0,1,0,1,0.229099678457
0,0,1,1,1,1,1,0,1,0,0,1,0,0,0.228295819936
0,1,1,1,0,0,0,0,0,1,1,1,1,1,0.575562700965
0,1,1,0,1,1,0,0,1,1,1,1,0,1,0.569935691318
1,0,0,1,1,1,1,0,0,1,0,1,0,0,0.573954983923
0,1,0,1,1,1,1,1,1,0,0,1,1,1,0.221061093248
1,0,1,1,0,0,0,0,0,0,1,1,1,0,0.235530546624
1,1,0,0,0,1,0,1,0,1,1,1,0,1,0.586816720257
0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.0618971061093
0,1,1,0,1,0,1,0,0,0,0,1,1,1,0.230707395498
1,0,1,1,0,0,0,0,1,1,1,0,0,0,0.398713826367
1,1,1,0,1,1,0,1,1,0,0,1,0,1,0.248392282958
0,1,1,1,1,1,1,0,0,1,0,0,0,0,0.349678456592
1,0,1,0,1,1,0,1,1,1,1,1,1,0,0.569131832797
0,0,1,0,1,0,0,1,1,0,0,1,0,0,0.240353697749
1,0,0,1,1,1,0,1,0,1,0,0,1,0,0.361736334405
1,0,1,1,1,0,0,0,1,0,0,1,0,1,0.254019292605
1,0,0,0,1,1,1,1,1,1,1,1,0,0,0.591639871383
0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.0104501607717
0,1,1,0,0,0,1,0,0,1,1,1,1,1,0.56270096463
0,1,1,1,0,1,1,0,1,1,0,1,0,0,0.610932475884
0,0,0,0,1,1,1,1,1,0,0,1,1,1,0.220257234727
1,1,1,0,0,1,1,0,1,0,0,1,1,1,0.233118971061
0,1,1,0,0,1,1,0,1,0,0,0,0,0,0.0377813504823
1,1,1,0,0,1,0,1,1,1,1,0,1,0,0.369774919614
0,1,1,1,0,1,0,0,1,0,0,0,1,0,0.0209003215434
1,1,1,1,0,1,0,0,1,0,1,1,1,1,0.246784565916
1,1,1,0,1,0,1,1,0,1,1,1,0,0,0.597266881029
1,1,0,1,0,0,1,0,0,0,0,1,0,0,0.253215434084
1,1,0,0,1,0,0,0,1,1,1,0,1,1,0.349678456592
1,1,0,0,0,1,0,1,0,0,0,1,0,0,0.241961414791
0,1,0,1,1,1,1,0,0,1,1,0,0,0,0.382636655949
0,1,0,0,1,1,0,0,0,0,0,1,1,1,0.210610932476
0,0,1,0,1,1,1,1,0,1,0,0,1,0,0.346463022508
0,0,0,0,0,1,1,1,1,0,1,0,1,1,0.0128617363344
0,1,1,1,1,1,0,0,0,1,0,1,0,1,0.593247588424
1,1,1,1,1,0,1,0,1,0,0,1,1,1,0.235530546624
0,1,1,1,0,1,1,0,0,1,1,0,1,1,0.351286173633
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.0289389067524
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0273311897106
0,1,0,0,0,0,0,0,0,1,1,0,1,1,0.343247588424
1,1,0,0,1,1,1,1,1,1,1,0,0,1,0.343247588424
0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.0136655948553
1,1,1,1,0,0,1,0,0,1,1,1,0,1,0.607717041801
1,1,0,1,0,0,0,0,0,1,1,0,1,0,0.342443729904
1,0,0,1,1,1,1,1,0,0,0,0,0,1,0.0305466237942
0,0,0,1,0,1,1,1,1,0,0,1,0,1,0.254823151125
1,1,0,0,0,0,1,0,1,1,0,0,1,0,0.372186495177
0,0,0,1,1,1,0,1,1,0,1,0,1,0,0.0096463022508
1,1,0,0,1,1,1,1,0,0,1,0,1,1,0.0176848874598
0,1,0,1,0,1,0,1,1,1,0,1,0,1,0.600482315113
0,0,1,1,1,0,0,0,0,1,1,1,1,1,0.572347266881
1,0,0,0,1,0,1,1,1,0,0,1,1,0,0.233922829582
0,0,1,1,1,1,1,1,0,0,1,1,0,1,0.224276527331
0,0,1,1,0,0,1,1,1,1,1,0,1,1,0.360128617363
0,1,0,0,1,1,1,0,0,1,1,1,1,1,0.58038585209
1,0,1,0,1,1,0,1,1,0,0,0,0,1,0.0353697749196
0,1,1,0,1,0,1,1,0,0,0,0,0,0,0.0418006430868
1,0,0,0,0,0,1,1,0,0,0,1,1,0,0.238745980707
1,1,1,1,1,1,1,0,1,0,1,0,0,0,0.0450160771704
0,0,0,1,0,1,1,0,1,1,0,0,0,1,0.381832797428
1,0,0,1,1,0,0,1,0,1,1,0,0,0,0.402733118971
1,0,0,1,0,0,1,0,0,0,1,0,1,0,0.0225080385852
1,1,1,0,0,1,0,0,0,0,0,1,1,0,0.237942122186
1,1,0,1,1,1,1,0,0,0,1,0,1,1,0.0056270096463
1,0,1,1,0,1,0,1,0,1,1,1,1,0,0.602090032154
1,0,1,1,1,0,0,0,1,1,1,1,1,0,0.567524115756
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.0329581993569
0,0,1,0,0,0,1,1,1,1,0,1,1,1,0.586816720257
0,1,1,1,0,1,0,1,1,0,0,0,0,0,0.0369774919614
0,0,1,0,0,0,1,1,1,0,1,1,1,1,0.213022508039
0,1,0,0,1,0,0,1,1,0,1,1,0,1,0.23231511254
1,1,1,1,0,1,1,0,1,0,1,1,1,0,0.225080385852
1,1,0,0,1,0,1,1,0,1,1,0,0,1,0.378617363344
1,0,1,1,1,1,0,1,1,1,1,1,1,1,0.538585209003
0,0,1,1,1,0,1,0,1,1,1,1,1,0,0.565916398714
0,1,0,1,1,1,1,1,1,0,1,0,1,1,0.0144694533762
0,0,0,0,0,1,1,0,1,1,1,0,1,0,0.393890675241
1,0,0,0,0,0,1,1,0,1,1,0,1,0,0.351286173633
0,0,0,1,0,0,0,0,0,1,0,0,1,1,0.405144694534
1,1,0,1,0,0,1,1,1,0,0,1,1,1,0.249196141479
1,0,0,0,1,1,1,1,0,0,0,1,0,1,0.246784565916
1,0,1,0,1,0,1,1,0,1,0,1,0,0,0.591639871383
1,0,1,0,1,1,0,1,0,1,1,1,0,1,0.574758842444
1,0,1,1,0,0,0,0,1,1,1,1,1,0,0.586816720257
0,0,1,0,1,1,1,0,0,0,0,0,1,0,0.016077170418
0,1,0,1,1,1,1,1,1,1,1,0,1,0,0.412379421222
0,1,0,1,0,0,0,0,0,0,1,0,1,0,0.0217041800643
1,0,0,1,0,0,1,1,0,1,1,1,0,1,0.596463022508
0,1,0,0,0,0,0,0,1,1,0,0,0,1,0.385852090032
0,0,1,0,0,1,1,0,1,1,1,1,0,0,0.575562700965
1,0,1,1,0,1,1,1,1,0,0,0,1,1,0.0168810289389
0,1,0,0,1,1,1,1,0,0,0,1,1,0,0.226688102894
1,1,0,0,0,0,0,1,1,1,0,1,0,0,0.610932475884
0,0,1,1,0,1,1,1,0,0,0,1,1,0,0.220257234727
1,0,1,0,0,0,1,1,1,0,1,0,0,1,0.0554662379421
0,1,1,0,0,1,0,0,0,1,1,0,0,1,0.399517684887
1,1,0,0,0,0,0,0,0,0,0,1,1,1,0.262861736334
1,0,0,1,0,1,0,0,1,0,1,1,0,0,0.250803858521
1,1,1,0,1,0,1,1,0,1,0,0,0,1,0.337620578778
1,1,0,0,1,1,0,1,0,0,0,1,1,1,0.227491961415
1,0,1,1,0,1,1,1,1,1,0,1,0,1,0.612540192926
0,0,0,0,1,0,1,1,1,0,1,0,0,1,0.0281350482315
0,1,1,1,0,1,0,1,0,1,1,1,0,1,0.557877813505
0,0,1,0,1,1,0,0,0,0,0,1,1,1,0.233118971061
0,1,0,1,0,1,0,0,1,0,1,1,1,1,0.216237942122
0,1,1,0,0,0,1,1,0,0,0,0,0,1,0.0289389067524
0,1,1,1,1,0,1,0,0,0,0,0,0,1,0.0852090032154
1,1,1,1,0,1,0,0,1,0,0,1,0,1,0.254823151125
1,0,1,0,0,1,0,1,1,0,1,1,0,0,0.247588424437
1,0,1,0,0,0,0,1,1,0,1,0,1,0,0.0144694533762
0,1,1,0,0,1,0,0,1,0,1,0,1,1,0.0273311897106
0,0,0,0,0,0,1,0,1,0,1,1,1,0,0.213022508039
0,0,1,0,1,1,1,0,1,0,0,1,0,0,0.262057877814
0,0,1,1,1,0,0,0,1,0,0,1,0,0,0.245980707395
1,0,1,1,1,0,0,1,0,0,1,1,1,0,0.230707395498
0,0,1,0,1,1,0,1,0,1,0,0,1,1,0.352090032154
1,1,0,0,1,0,0,1,1,1,1,0,1,1,0.350482315113
1,1,0,0,1,1,0,1,0,0,0,1,0,1,0.252411575563
1,0,1,1,0,0,0,0,0,1,0,0,1,0,0.404340836013
1,1,0,0,0,1,0,0,1,1,0,0,1,0,0.372990353698
0,1,0,1,1,0,0,0,0,0,0,1,1,0,0.20578778135
1,0,0,1,0,1,0,0,0,0,1,0,0,1,0.0297427652733
1,1,1,0,0,1,0,1,1,0,0,0,1,0,0.163183279743
1,0,0,1,0,1,1,0,1,1,1,1,1,1,0.59807073955
1,1,0,1,1,0,1,1,1,1,1,1,1,0,0.593247588424
1,0,0,1,1,1,1,1,0,1,1,0,0,1,0.380225080386
0,0,1,0,1,1,0,0,0,1,0,0,1,0,0.344855305466
1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.0369774919614
1,1,1,1,0,0,1,1,0,0,0,0,0,1,0.0289389067524
0,1,1,0,0,0,1,1,1,1,0,1,0,1,0.605305466238
0,0,0,1,1,0,1,0,0,0,0,1,1,0,0.213022508039
0,1,0,1,1,0,1,0,1,0,0,0,1,0,0.0104501607717
0,0,0,0,1,0,0,1,1,0,1,1,0,1,0.236334405145
1,1,0,0,0,1,1,1,1,1,1,0,0,0,0.397106109325
0,1,0,1,1,1,0,1,0,1,0,0,0,1,0.336816720257
1,0,0,1,0,0,0,1,0,0,1,1,0,0,0.256430868167
0,0,0,1,1,0,1,1,1,0,1,1,0,1,0.233118971061
1,1,0,1,0,0,1,0,0,1,1,0,1,0,0.393890675241
0,0,0,1,0,1,0,1,1,0,1,1,0,1,0.234726688103
1,1,1,0,0,1,1,1,1,1,0,1,1,0,0.597266881029
0,1,0,0,0,1,1,1,0,1,1,0,1,0,0.356109324759
1,1,0,0,0,0,1,1,1,1,1,1,0,1,0.626205787781
1,0,0,1,1,1,1,1,1,0,0,0,1,1,0.0297427652733
1,1,0,0,1,0,0,0,0,1,0,0,1,1,0.382636655949
1,0,0,1,1,1,1,1,1,1,1,1,0,1,0.590836012862
1,1,0,0,0,1,0,0,1,1,1,0,1,1,0.364951768489
1,0,1,1,1,0,1,0,0,0,0,1,1,1,0.249196141479
1,1,1,1,1,1,0,0,0,1,1,0,0,0,0.390675241158
0,1,1,1,1,1,0,0,0,1,0,1,1,1,0.536977491961
0,0,1,1,1,1,1,1,1,0,0,0,1,0,0.0120578778135
1,0,1,1,1,1,0,1,0,1,1,0,1,0,0.363344051447
0,1,0,1,1,0,0,1,1,0,0,1,0,0,0.235530546624
1,1,0,0,0,1,1,1,1,0,0,0,0,1,0.0377813504823
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.594051446945
0,1,1,1,0,0,1,1,1,1,1,0,0,1,0.433279742765
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.60691318328
1,1,0,1,1,1,0,0,1,1,1,0,0,0,0.381832797428
0,1,0,1,0,0,1,1,0,1,0,0,0,1,0.337620578778
0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.249196141479
0,1,0,0,1,0,0,1,0,1,0,1,1,0,0.587620578778
0,0,1,0,1,1,1,1,0,0,0,0,1,1,0.0297427652733
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.395498392283
0,0,0,0,0,0,1,1,1,1,0,0,1,0,0.392282958199
1,1,1,1,1,0,1,0,1,0,1,0,0,0,0.0450160771704
0,0,1,0,1,1,0,1,0,0,0,0,1,1,0.0385852090032
0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.209807073955
1,0,0,0,1,0,0,1,1,0,1,1,1,0,0.467041800643
1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0530546623794
0,0,0,1,0,1,1,0,0,1,0,0,0,0,0.373794212219
0,1,1,1,0,0,0,0,0,1,0,1,0,0,0.590836012862
0,1,1,1,1,0,1,1,1,0,1,0,1,0,0.0651125401929
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0337620578778
1,0,0,0,1,0,0,1,1,1,0,1,1,0,0.594855305466
0,1,1,0,0,0,1,0,0,0,1,1,0,1,0.404340836013
1,0,1,0,1,1,1,0,0,1,1,0,0,0,0.368971061093
1,0,0,1,0,0,1,0,0,1,1,1,0,1,0.603697749196
1,0,0,0,0,0,1,1,1,0,1,0,1,0,0.0233118971061
1,1,0,0,0,0,0,1,0,0,1,1,1,0,0.229099678457
0,1,1,1,0,0,1,1,0,1,1,1,1,0,0.572347266881
1,1,0,1,1,0,0,1,0,0,1,1,0,0,0.244372990354
1,1,0,1,0,0,1,0,0,1,1,1,1,1,0.565112540193
0,1,0,0,0,1,0,1,0,1,1,1,1,0,0.582797427653
0,1,1,1,1,0,0,1,0,1,1,0,1,1,0.35691318328
0,0,0,0,0,0,1,0,1,0,1,0,1,1,0.0024115755627
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0.257234726688
0,1,1,1,1,1,1,1,0,0,1,0,1,1,0.0200964630225
0,1,0,0,1,0,0,1,0,1,0,0,1,1,0.331993569132
1,0,1,0,0,0,0,1,0,0,1,1,0,0,0.248392282958
1,1,0,0,1,0,0,1,0,0,0,0,1,0,0.0233118971061
0,1,0,0,1,1,1,0,1,0,1,1,1,1,0.213826366559
1,1,1,0,0,1,0,1,1,0,1,0,0,1,0.0787781350482
1,0,0,0,0,0,1,0,1,1,1,0,1,1,0.352893890675
1,0,0,1,1,0,1,1,1,1,1,1,1,1,0.594855305466
