SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandsync.3
0,1,1,1,0,1,0,0,1,0,1,1,0,0,2563.3
0,1,1,1,0,1,1,0,0,1,0,0,1,0,2543.1
1,1,1,0,1,1,1,1,0,0,0,0,1,1,2520.0
0,1,0,0,0,1,0,0,0,0,0,0,1,1,2553.4
0,0,1,0,0,0,1,1,1,1,1,0,0,1,2539.3
1,1,0,1,1,1,1,0,0,1,1,0,0,0,2541.3
0,1,0,1,0,1,1,1,0,0,0,1,0,0,2547.0
1,0,1,1,0,0,1,1,1,0,1,1,0,0,2550.1
1,0,0,1,0,0,0,0,0,0,1,0,0,1,2513.8
1,1,0,1,0,0,1,1,1,0,0,1,0,0,2572.0
1,0,1,1,0,0,0,1,1,0,0,1,0,0,2563.3
0,1,0,1,1,1,0,1,0,1,1,0,0,1,2527.3
1,1,0,1,1,1,0,1,1,0,0,0,1,0,2538.5
1,1,1,1,1,1,0,0,1,0,0,1,1,0,2557.2
1,0,1,0,1,0,1,0,1,0,0,1,0,0,2561.8
0,0,0,1,1,0,0,1,0,0,0,1,1,1,2542.7
0,0,1,0,0,0,0,1,0,0,0,1,0,0,2550.2
1,0,1,1,0,1,0,0,0,1,0,0,0,0,2537.9
0,0,0,0,1,1,1,1,0,0,0,0,0,0,2530.2
1,0,0,1,0,0,0,0,0,1,1,1,0,0,2552.0
1,1,1,0,1,0,1,1,0,1,1,0,1,0,2532.7
0,1,0,0,0,1,0,1,0,1,1,1,0,0,2550.3
1,0,1,1,0,1,1,1,0,1,1,1,0,1,2554.7
1,0,0,0,0,0,0,1,0,1,0,1,0,1,2570.8
0,0,1,1,1,0,1,1,0,1,0,0,1,1,2539.6
0,0,1,1,1,1,0,1,0,1,1,1,0,0,2549.2
1,1,0,0,1,0,0,1,1,0,0,0,1,0,2543.0
1,0,0,0,1,1,1,0,1,1,1,0,1,1,2528.4
0,0,1,1,1,0,1,1,0,0,0,0,1,1,2537.4
0,0,1,1,1,0,1,1,1,0,0,1,1,0,2552.6
1,0,0,0,1,0,0,1,1,0,1,1,0,0,2556.4
0,1,0,1,1,0,1,1,1,1,1,0,1,1,2541.5
0,0,1,1,0,1,0,1,0,1,1,1,1,0,2493.6
0,0,1,1,0,0,1,0,0,0,0,0,0,0,2545.1
0,0,0,0,0,0,1,1,0,1,1,0,0,1,2527.8
0,0,1,0,0,1,0,1,1,0,0,1,1,0,2547.8
1,0,1,1,0,1,0,1,0,1,0,0,1,0,2541.7
1,1,1,1,1,1,0,1,1,0,0,0,0,1,2537.4
1,1,1,1,0,0,1,0,1,1,0,1,1,0,2555.0
1,0,0,0,1,1,0,0,1,1,0,1,1,0,2536.8
1,1,0,1,1,1,1,0,1,1,1,1,1,0,2540.3
0,0,0,0,1,0,0,0,0,1,0,1,0,0,2551.5
1,1,1,0,0,1,0,0,0,0,1,1,1,0,2555.8
1,1,0,0,0,0,1,1,1,1,1,1,1,0,2547.4
1,1,0,0,0,1,0,1,0,0,0,1,1,1,2559.4
1,1,1,1,1,0,1,0,1,1,0,1,0,1,2552.8
0,1,0,1,0,1,1,1,0,0,0,0,1,1,2533.2
1,0,0,0,0,1,1,0,1,0,1,1,1,1,2546.3
1,0,0,1,0,0,1,1,0,1,0,1,1,1,2546.0
0,1,0,1,0,0,0,0,1,1,1,0,1,1,2526.5
0,1,0,0,0,1,0,1,0,1,0,0,1,0,2516.1
1,1,0,1,1,0,1,1,0,1,0,1,1,0,2548.8
0,1,0,1,0,1,0,0,1,0,1,0,1,1,2543.3
0,1,1,0,1,0,1,0,1,0,0,1,1,1,2549.1
1,0,0,1,0,0,0,1,0,1,1,0,0,1,2536.0
1,1,0,1,0,0,1,1,1,0,1,0,0,0,2532.8
0,1,1,0,0,1,0,0,1,1,0,0,0,0,2550.7
1,1,0,1,0,1,0,1,1,0,1,1,1,0,2553.1
1,0,0,0,0,1,1,0,1,1,1,0,1,0,2538.3
1,1,0,1,0,0,1,1,1,0,1,1,0,1,2573.9
1,1,1,1,0,1,0,0,0,0,1,0,0,0,2530.1
1,1,0,1,0,0,0,1,1,1,1,0,0,1,2541.3
1,0,1,1,1,0,0,1,1,0,0,0,0,0,2540.0
0,1,0,0,1,0,1,1,0,1,1,1,1,0,2550.7
0,0,0,1,0,0,0,1,1,0,1,1,0,1,2553.8
0,0,0,1,0,0,0,1,1,1,0,1,0,1,2549.5
1,0,1,1,0,0,1,0,1,1,1,0,1,0,2535.2
1,1,1,1,1,1,1,0,1,0,0,0,1,0,2525.0
0,1,0,1,1,1,1,0,1,0,1,1,1,0,2534.5
0,1,1,1,1,1,0,1,0,1,0,1,1,1,2572.9
0,1,1,1,0,0,1,1,1,1,0,0,1,0,2508.5
0,1,0,1,0,0,0,0,1,0,1,0,1,1,2514.2
1,0,1,0,0,1,0,0,1,1,0,0,1,0,2543.1
1,0,0,0,0,0,0,0,1,0,1,1,0,0,2571.3
1,1,1,0,1,1,0,0,1,0,0,1,0,0,2563.4
0,1,1,0,0,1,1,0,0,1,0,0,0,1,2552.5
0,1,1,1,1,1,1,0,0,1,0,0,0,0,2553.5
0,0,1,0,1,1,0,0,1,1,1,1,0,0,2545.6
0,0,1,0,1,1,0,0,1,0,1,1,0,0,2555.5
1,0,1,0,1,1,0,1,1,0,0,0,1,0,2527.6
1,0,0,1,0,1,1,1,1,1,1,1,1,1,2563.5
1,0,1,1,1,1,1,1,1,1,1,1,1,0,2544.2
0,1,0,1,0,0,1,0,0,0,0,1,0,0,2537.5
1,0,1,1,1,1,0,0,0,0,1,0,0,0,2538.8
1,1,0,0,1,1,0,0,0,0,1,1,0,0,2575.1
0,1,0,1,1,0,0,0,0,0,0,0,1,1,2539.3
1,0,1,1,1,1,1,0,0,1,0,0,1,0,2530.4
0,0,1,1,0,1,0,0,0,0,1,0,0,0,2520.5
1,1,0,0,1,0,1,0,1,1,1,0,1,1,2522.2
1,1,1,0,1,1,1,0,1,1,0,1,0,1,2482.2
0,0,0,0,1,0,0,1,1,0,0,0,0,1,2523.0
1,1,1,1,1,0,0,0,0,1,0,1,0,0,2538.0
0,0,0,0,1,0,0,0,0,1,0,1,1,0,2548.1
0,0,0,0,1,0,1,1,0,1,1,1,1,0,2551.3
0,0,1,1,0,0,1,0,1,1,1,1,1,0,2555.1
1,1,0,1,0,0,0,0,1,1,1,1,1,0,2533.9
1,1,1,1,0,0,0,1,1,1,0,0,1,0,2514.3
1,0,0,0,0,0,0,0,0,0,0,0,1,0,2539.4
0,0,0,1,0,1,0,1,1,1,0,1,0,1,2549.2
0,0,1,0,1,0,0,1,0,1,1,1,0,1,2556.2
1,0,0,0,1,0,1,1,0,0,1,1,0,1,2516.5
0,1,1,1,1,0,0,0,1,1,1,1,1,0,2565.9
1,0,0,1,0,0,0,0,1,0,1,0,0,0,2530.7
0,0,0,1,1,0,0,1,1,1,1,0,0,1,2533.7
0,0,0,0,0,0,0,0,0,1,0,1,0,1,2549.2
1,0,0,0,0,0,1,0,0,1,0,1,0,0,2547.5
1,0,1,0,1,1,0,1,1,1,0,1,1,1,2564.9
0,1,1,0,0,1,1,1,0,1,1,0,1,1,2559.0
1,0,1,0,0,0,0,0,1,0,1,1,1,0,2559.2
0,0,1,0,0,1,1,0,0,1,1,0,1,0,2517.7
1,1,1,0,0,0,0,1,1,0,1,0,1,1,2538.1
0,1,0,0,1,1,1,1,1,0,0,1,1,0,2535.1
1,0,1,0,1,1,1,0,1,1,0,0,0,1,2538.3
0,0,1,0,1,0,0,1,0,1,0,0,1,1,2554.8
0,0,1,0,0,1,1,1,0,1,0,1,0,1,2561.3
0,0,0,0,1,0,0,1,1,1,1,0,1,0,2563.4
0,0,0,1,0,1,0,1,1,1,1,1,0,1,2559.9
0,0,1,0,1,0,0,0,1,0,1,1,1,0,2564.6
0,1,0,0,1,0,0,0,1,1,0,1,0,0,2556.0
1,1,1,0,1,1,0,1,1,0,1,0,1,1,2527.7
1,1,1,0,0,0,1,1,1,0,0,0,0,1,2526.1
0,1,0,1,0,1,1,0,0,1,0,0,0,1,2512.6
0,0,1,1,0,1,0,0,1,0,1,0,0,1,2531.1
0,1,1,0,1,1,1,1,0,0,1,1,0,1,2555.1
0,0,0,0,1,0,1,1,0,0,0,1,1,1,2547.2
0,0,0,0,1,1,0,0,1,0,0,1,0,1,2546.9
0,0,1,0,0,1,1,1,1,1,0,1,0,0,2564.8
1,1,0,1,1,0,0,0,1,0,1,1,0,1,2548.1
0,0,0,1,0,0,1,0,0,0,1,0,1,1,2552.7
0,0,0,0,0,0,0,1,1,1,0,0,1,1,2526.1
0,0,1,1,0,0,0,1,1,1,1,1,1,1,2548.7
0,0,0,1,0,1,1,0,0,0,1,1,1,0,2562.5
0,0,1,0,1,1,1,1,1,0,1,1,0,0,2569.7
0,1,0,0,1,1,1,0,0,1,1,0,0,1,2524.7
1,0,0,1,1,0,0,1,0,0,0,0,0,1,2532.7
1,1,0,1,1,1,1,1,1,1,0,1,1,0,2540.1
1,1,0,1,1,0,0,0,0,0,1,1,0,1,2534.8
1,1,1,0,0,1,0,1,1,0,1,0,0,1,2527.2
0,0,1,1,0,0,0,0,0,0,1,0,1,1,2535.9
1,1,1,1,1,0,1,1,1,0,1,0,1,0,2530.0
1,1,1,0,0,0,0,0,0,0,1,0,1,1,2527.2
0,0,1,0,0,1,0,0,0,1,0,1,1,1,2547.0
0,1,0,0,0,0,1,1,0,1,0,0,1,0,2532.3
0,1,0,0,0,0,0,0,0,1,0,0,0,1,2518.0
1,1,0,0,0,0,1,1,0,1,1,1,0,1,2548.5
0,1,0,0,0,0,0,0,0,0,0,0,1,0,2534.0
1,0,0,1,0,0,1,0,1,1,0,1,1,1,2549.0
0,0,1,1,1,0,0,1,1,0,0,1,1,1,2533.4
1,0,1,0,0,1,1,0,1,0,0,1,0,0,2541.3
0,0,1,0,1,0,1,1,0,0,0,1,0,1,2560.6
1,1,0,1,1,1,1,1,1,1,0,0,0,0,2544.7
1,1,1,1,1,0,0,0,0,1,1,0,0,0,2532.5
1,0,1,1,1,1,1,1,0,0,0,1,1,0,2544.4
0,0,0,0,1,0,0,1,0,1,1,0,1,1,2530.4
0,1,0,0,0,1,1,0,0,1,1,0,1,1,2541.5
1,0,0,1,0,1,0,1,1,0,1,0,1,1,2522.1
1,1,1,1,0,1,1,1,0,1,1,1,1,0,2550.9
1,1,0,1,1,0,1,0,1,0,0,0,0,1,2546.2
0,0,1,1,1,0,1,0,1,0,1,1,0,1,2531.5
0,1,1,1,0,0,0,0,1,1,0,0,1,0,2504.3
1,1,0,0,1,1,0,1,1,0,0,1,1,0,2550.2
1,1,1,0,0,0,1,1,0,1,1,1,1,0,2546.9
0,1,1,1,1,0,1,0,0,0,1,1,1,0,2558.5
0,0,0,1,0,1,1,1,0,1,1,0,1,1,2515.4
0,0,0,1,0,0,0,1,0,0,0,0,1,0,2522.9
0,0,0,1,0,1,1,0,1,0,0,1,1,0,2562.8
1,0,0,1,1,0,1,0,1,0,1,0,0,1,2514.0
0,1,0,0,0,0,0,0,0,1,0,0,0,1,2553.8
1,0,0,1,0,1,1,0,0,1,1,0,1,1,2526.0
0,1,1,1,1,0,0,1,0,0,1,1,0,0,2561.5
0,1,1,0,0,1,0,1,1,0,0,0,0,1,2550.3
0,0,0,0,0,1,1,1,0,0,1,0,0,0,2533.1
0,1,0,0,1,1,0,1,0,1,1,1,1,1,2578.0
0,0,1,1,1,0,1,1,1,0,0,1,0,0,2542.3
0,1,1,0,1,0,1,1,1,0,1,0,0,0,2536.2
0,1,0,1,0,0,0,0,1,0,1,1,1,0,2556.4
1,1,1,1,1,1,0,0,1,1,1,1,0,0,2571.0
0,0,1,0,1,0,1,1,1,1,1,0,1,1,2535.0
0,0,1,0,0,1,0,1,1,1,1,1,0,1,2529.8
1,0,0,0,0,0,1,0,0,0,0,0,1,1,2515.7
1,0,1,0,1,0,0,0,0,1,0,0,1,1,2525.8
