SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$overwrite.2
1,0,1,1,1,1,0,1,0,1,1,0,1,0,0.292429927168
0,1,0,1,1,0,0,1,1,0,0,1,0,0,0.528580887221
1,1,0,0,0,1,1,1,1,0,0,0,0,1,0.110130214081
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.65901566983
0,1,1,1,0,0,1,1,1,1,1,0,0,1,0.226219377621
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.675126903553
1,1,0,1,1,1,0,0,1,1,1,0,0,0,0.281836239241
0,1,0,1,0,0,1,1,0,1,0,0,0,1,0.197307437652
0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.597660560583
0,1,0,0,1,0,0,1,0,1,0,1,1,0,0.661222688148
0,0,1,0,1,1,1,1,0,0,0,0,1,1,0.0688589715295
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.317148532333
0,0,0,0,0,0,1,1,1,1,0,0,1,0,0.191127786361
1,1,1,1,1,0,1,0,1,0,1,0,0,0,0.110350915913
0,0,1,0,1,1,0,1,0,0,0,0,1,1,0.12094460384
0,0,1,0,0,1,0,0,1,0,0,1,1,0,0.586625468991
1,0,0,0,1,0,0,1,1,0,1,1,1,0,0.486868241006
1,0,0,1,1,0,0,0,0,0,1,0,0,1,0.149415140146
0,0,0,1,0,1,1,0,0,1,0,0,0,0,0.286912381373
0,1,1,1,0,0,0,0,0,1,0,1,0,0,0.698741999559
0,1,1,1,1,0,1,1,1,0,1,0,1,0,0.0388435224012
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0862944162437
1,0,0,0,1,0,0,1,1,1,0,1,1,0,0.649525491062
0,1,1,0,0,0,1,0,0,0,1,1,0,1,0.522842639594
1,0,1,0,1,1,1,0,0,1,1,0,0,0,0.249172368131
1,0,0,1,0,0,1,0,0,1,1,1,0,1,0.70977709115
1,0,0,0,0,0,1,1,1,0,1,0,1,0,0.0642242330611
1,1,0,0,0,0,0,1,0,0,1,1,1,0,0.477378062238
0,1,1,1,0,0,1,1,0,1,1,1,1,0,0.668947252262
1,1,0,1,1,0,0,1,0,0,1,1,0,0,0.60825424851
1,1,0,1,0,0,1,0,0,1,1,1,1,1,0.797837122048
0,1,0,0,0,1,0,1,0,1,1,1,1,0,0.698741999559
0,1,1,1,1,0,0,1,0,1,1,0,1,1,0.220481129993
0,0,0,0,0,0,1,0,1,0,1,0,1,1,0.0361951004193
0,1,1,1,1,0,0,0,1,0,0,0,0,0,0.128007062459
0,1,1,1,1,1,1,1,0,0,1,0,1,1,0.0536305451335
0,1,0,0,1,0,0,1,0,1,0,0,1,1,0.153167071287
1,0,1,0,0,0,0,1,0,0,1,1,0,0,0.558817038181
1,1,0,0,1,0,0,1,0,0,0,0,1,0,0.141028470536
0,1,0,0,1,1,1,0,1,0,1,1,1,1,0.53807106599
1,1,1,0,0,1,0,1,1,0,1,0,0,1,0.0677554623703
1,0,0,0,0,0,1,0,1,1,1,0,1,1,0.318914146987
1,0,0,1,1,0,1,1,1,1,1,1,1,1,0.679320238358
1,1,0,1,1,1,0,0,1,1,0,1,0,0,0.707128669168
0,1,1,1,0,0,1,1,1,1,1,0,0,0,0.233502538071
0,0,0,1,0,1,0,1,0,0,1,0,0,0,0.0829838887663
1,0,1,0,0,1,1,0,0,1,1,1,1,0,0.70006621055
0,1,1,0,0,0,0,1,1,1,0,0,1,0,0.311630986537
1,0,0,1,0,1,1,0,0,1,1,1,1,1,0.739792540278
1,0,1,0,1,0,0,0,1,1,1,0,1,0,0.280732730082
1,0,1,1,1,1,1,0,0,1,1,1,1,0,0.66144338998
0,1,1,0,1,1,1,1,0,1,0,1,0,0,0.73273008166
0,0,1,0,0,0,0,0,1,0,1,1,0,1,0.486206135511
0,1,1,1,0,0,0,0,0,0,0,1,0,1,0.552416685058
0,0,1,1,0,0,1,0,0,1,0,0,1,0,0.243875524167
0,1,1,0,0,1,1,0,0,1,0,1,0,0,0.664753917458
0,1,0,1,0,0,0,1,0,0,1,1,0,0,0.519090708453
0,0,1,1,0,1,0,1,0,1,0,1,1,1,0.62877951887
1,1,0,0,0,0,1,1,0,1,1,1,1,0,0.731185168837
0,1,1,1,1,0,1,1,1,1,0,0,0,0,0.207239020084
0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.254469212094
1,0,1,0,0,1,0,1,0,0,1,1,1,0,0.526153167071
0,0,1,1,0,1,1,1,0,1,0,0,0,1,0.277642904436
0,0,1,1,0,1,1,0,0,0,0,1,0,0,0.552416685058
1,1,0,1,1,1,1,0,1,1,0,0,0,0,0.238799382035
1,1,0,0,0,0,0,1,0,1,0,1,1,0,0.675126903553
0,0,1,0,0,0,1,0,1,0,0,1,1,0,0.512028249834
0,0,0,0,1,0,0,1,0,1,1,1,1,1,0.632310748179
0,1,0,1,1,1,0,1,0,0,0,1,1,1,0.557272125359
1,0,0,0,1,0,0,0,0,1,0,1,1,1,0.625248289561
1,0,1,1,0,0,0,1,1,0,1,0,1,0,0.0509821231516
0,0,1,0,1,1,1,1,0,0,0,0,0,1,0.112116530567
1,0,0,0,0,1,0,0,1,0,0,1,1,0,0.524387552417
1,0,0,0,1,1,1,1,0,1,0,0,0,1,0.297947472964
0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.0467887883469
1,1,0,1,0,1,0,1,1,1,0,0,0,0,0.319134848819
0,1,1,1,0,0,0,1,1,1,0,0,0,0,0.24542043699
0,1,1,1,1,1,0,0,1,1,1,1,1,1,0.651511807548
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.137717943059
0,1,0,1,0,0,0,1,1,1,0,1,0,0,0.682189362172
0,1,0,0,0,0,1,1,1,1,1,0,0,1,0.167071286692
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.11123372324
1,1,0,1,1,1,0,1,0,0,1,1,1,1,0.633193555507
0,0,1,0,0,1,1,1,0,1,0,1,1,1,0.624365482234
0,0,0,1,1,1,0,0,1,0,1,1,1,0,0.518649304789
0,1,0,0,1,1,0,0,1,0,0,0,0,0,0.107040388435
1,0,0,0,0,1,1,1,0,0,0,1,0,0,0.64202162878
1,1,0,1,0,0,0,1,1,0,0,1,1,1,0.499889649084
1,1,0,0,0,1,1,1,0,0,0,0,1,0,0.134407415582
1,0,0,1,1,0,0,1,1,1,1,1,1,1,0.635179871993
0,1,1,0,1,0,1,1,1,0,0,1,1,1,0.454866475392
0,1,0,1,1,0,1,1,0,0,0,0,1,0,0.180092694769
1,0,0,0,1,1,1,1,1,1,1,0,0,0,0.261531670713
1,0,1,1,0,1,0,1,0,0,1,1,0,1,0.566100198632
1,0,1,0,1,0,0,1,1,0,1,0,0,1,0.0803354667844
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.186051644229
1,1,1,0,1,1,0,0,1,1,0,1,1,1,0.896270139042
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0.113220039726
1,0,1,0,1,1,0,1,1,1,1,0,1,1,0.26484219819
0,0,0,1,1,0,1,1,0,1,1,1,0,0,0.625027587729
1,0,0,0,0,1,0,1,1,0,1,0,0,1,0.1414698742
1,0,1,0,0,1,1,1,1,1,0,0,1,0,0.319796954315
0,0,0,1,0,0,1,1,1,1,1,0,1,1,0.172809534319
0,0,0,0,1,0,1,1,1,1,1,1,0,0,0.683513573163
0,1,1,0,0,0,1,0,1,0,1,0,1,0,0.0900463473847
0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.0891635400574
1,0,0,1,1,1,0,1,0,1,1,1,1,1,0.655484440521
1,1,0,0,1,0,0,0,1,1,1,1,1,0,0.650408298389
1,1,0,1,0,0,0,0,0,1,0,1,1,1,0.684175678658
0,0,1,1,1,1,1,0,1,1,0,1,1,0,0.753696755683
0,1,1,0,0,0,1,0,1,0,0,0,1,0,0.073273008166
0,1,0,1,1,0,1,1,0,1,1,1,0,0,0.627013904215
0,1,1,0,0,1,0,0,1,1,1,1,1,1,0.597219156919
1,0,1,1,0,1,1,0,1,1,0,1,0,0,0.716839549768
0,1,0,1,0,0,1,1,1,0,1,0,0,1,0.0573824762746
1,0,1,1,0,0,1,0,1,0,1,1,1,1,0.485985433679
0,0,1,1,0,1,1,0,1,0,1,0,0,1,0.0979916133304
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.683292871331
1,1,1,0,0,0,0,1,1,1,1,1,0,1,0.656367247848
0,1,0,0,0,1,0,0,1,1,0,0,1,0,0.223570955639
1,0,0,1,1,1,1,0,1,0,0,0,1,1,0.0390642242331
1,1,0,1,1,1,1,1,0,1,1,1,1,1,0.678437431031
1,0,1,0,0,1,0,0,1,1,1,0,0,1,0.259766056058
0,1,0,1,1,0,1,1,1,1,1,1,0,0,0.630324431693
1,0,0,1,0,1,0,0,0,1,1,0,0,1,0.309423968219
0,1,0,1,0,1,1,1,0,0,1,1,1,0,0.569190024277
1,0,1,1,0,0,0,1,1,0,1,1,1,1,0.552858088722
1,0,1,1,0,0,0,0,1,0,1,1,1,1,0.644228647098
0,1,1,1,1,0,1,1,0,1,0,1,0,1,0.609578459501
1,1,1,1,1,1,1,0,0,0,0,0,0,1,0.0772456411388
1,0,0,0,1,0,0,0,1,1,1,0,0,1,0.281615537409
0,0,0,0,1,0,1,0,1,1,1,0,0,0,0.170381814169
0,1,1,1,0,1,1,1,0,1,1,0,1,0,0.226660781284
0,1,1,0,0,0,1,0,1,0,1,1,1,0,0.488413153829
0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.551975281395
1,1,0,0,0,1,1,1,0,0,1,1,1,0,0.540057382476
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.599426175237
1,1,0,1,1,1,0,1,0,1,0,1,1,0,0.782608695652
0,1,0,1,1,1,1,0,1,1,1,0,1,1,0.278525711763
0,1,0,1,1,0,0,0,0,0,0,0,0,1,0.175016552637
1,1,0,1,0,0,0,1,1,1,0,0,1,0,0.223791657471
0,1,0,1,1,0,0,0,0,0,1,1,1,0,0.502096667402
0,1,1,1,0,1,1,1,1,1,0,0,1,1,0.251600088281
0,0,1,1,1,0,1,1,0,1,1,0,1,1,0.271021849481
1,1,0,0,0,0,1,0,1,1,0,1,0,1,0.707790774663
0,0,0,0,1,0,1,1,0,0,1,1,1,0,0.566541602295
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0.157360406091
0,1,1,0,0,0,1,1,0,1,0,0,1,0,0.173030236151
1,0,1,1,1,1,0,0,1,0,1,0,0,1,0.127565658795
1,1,1,1,0,0,1,0,1,1,1,1,0,0,0.672037077908
1,0,1,0,0,0,1,1,0,0,0,0,0,0,0.132641800927
1,1,1,0,1,1,0,0,1,0,0,0,0,0,0.140587066873
1,1,0,0,1,1,0,0,1,0,0,1,0,0,0.544471419113
0,0,0,1,1,0,1,0,0,1,0,0,0,0,0.269035532995
0,0,0,0,1,1,0,0,1,0,1,1,0,0,0.567424409623
0,0,1,1,0,0,1,1,1,1,1,0,0,1,0.238357978371
1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.209887442066
0,0,1,0,1,1,0,0,1,0,0,1,1,0,0.55263738689
0,0,0,1,1,1,0,1,0,1,0,1,1,1,0.698079894063
1,1,1,1,1,0,1,0,0,1,1,0,1,0,0.214301478702
0,1,1,1,0,1,1,1,0,0,1,1,1,1,0.525711763408
0,0,1,1,0,1,0,0,1,0,0,0,1,0,0.199955859634
0,1,1,1,1,0,0,1,0,0,1,1,0,1,0.554844405209
0,0,1,1,0,0,1,1,0,0,1,0,0,1,0.110571617744
1,1,1,0,1,1,1,0,1,0,0,0,1,0,0.143014787023
1,1,0,0,1,0,1,0,0,1,0,0,0,0,0.484440520856
0,0,1,1,1,1,0,1,0,1,0,1,1,1,0.649525491062
0,0,1,1,1,0,1,0,0,1,1,0,1,1,0.193555506511
0,1,0,0,1,0,0,0,1,1,0,0,1,0,0.231516221585
0,0,1,0,0,0,1,1,0,0,1,1,0,0,0.501434561907
1,1,0,0,0,0,0,1,1,1,1,0,0,0,0.251600088281
0,1,0,0,1,0,0,0,0,1,1,0,1,0,0.198852350475
0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.224453762966
1,0,1,0,1,0,0,0,1,0,0,1,0,0,0.545133524608
1,0,1,1,1,0,0,1,0,0,0,1,1,0,0.537629662326
0,1,1,0,0,0,1,1,0,1,0,0,0,1,0.196203928493
1,0,1,1,0,0,0,0,0,0,1,0,1,0,0.0690796733613
1,0,0,0,0,0,1,0,0,1,1,0,1,1,0.242109909512
1,1,1,1,0,1,0,1,0,0,0,1,1,0,0.521518428603
0,1,1,0,0,0,0,0,1,1,1,1,0,0,0.639814610461
1,1,1,1,0,0,0,1,1,1,0,0,0,0,0.218715515339
0,0,0,1,1,0,0,0,0,1,1,0,1,0,0.181196203928
1,1,0,0,1,0,0,0,1,1,0,0,1,0,0.305672037078
0,1,1,0,0,0,1,0,1,1,0,0,1,1,0.173250937983
1,1,1,0,0,1,0,0,1,1,0,1,1,0,0.60582652836
0,1,0,1,0,1,1,1,1,1,1,0,1,1,0.248510262635
0,1,1,0,0,1,0,0,1,0,1,1,0,0,0.585521959832
1,0,0,0,1,1,0,0,1,1,0,1,1,1,0.665195321121
0,0,1,0,0,1,1,1,1,0,1,1,1,0,0.577135290223
0,1,0,1,1,0,1,1,1,0,1,0,0,1,0.0962259986758
1,0,1,0,0,0,0,0,1,0,0,0,1,1,0.0794526594571
0,1,1,0,0,0,1,0,0,0,0,0,1,1,0.113220039726
0,1,1,0,0,1,0,0,0,1,1,1,1,1,0.725446921209
0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.0675347605385
0,0,1,0,1,0,0,1,1,0,1,0,0,0,0.150739351137
1,1,0,0,0,1,1,0,1,0,0,1,0,1,0.531670712867
1,0,0,0,0,0,1,0,1,1,0,0,1,1,0.251600088281
0,1,1,1,0,1,0,0,1,0,1,0,1,0,0.150297947473
0,0,0,1,0,0,0,1,1,0,0,0,1,0,0.100640035312
1,0,1,0,1,0,0,0,0,1,0,1,1,0,0.679320238358
1,0,0,1,1,0,1,0,1,1,1,0,0,1,0.266828514677
1,1,1,0,1,0,1,0,1,1,0,0,1,1,0.226660781284
0,1,1,1,0,0,1,1,1,0,1,1,1,0,0.465901566983
1,1,0,1,1,0,1,1,1,0,0,1,1,0,0.491723681307
1,0,1,0,0,1,0,1,0,1,1,0,1,0,0.252262193776
0,1,0,0,1,0,0,0,1,0,1,0,1,1,0.0741558154933
1,0,0,1,1,0,1,0,0,0,1,0,0,0,0.167291988524
1,0,1,0,1,1,1,0,0,1,0,0,0,1,0.464798057824
1,1,1,1,0,0,0,1,1,1,1,1,0,1,1.0
1,1,1,0,0,0,0,1,0,1,0,1,0,0,0.745310086074
1,0,0,1,1,1,0,0,0,0,0,0,0,1,0.144780401677
0,1,1,1,0,0,0,1,1,0,1,1,0,1,0.550651070404
0,1,0,1,1,0,0,0,0,0,0,1,0,1,0.5755903774
0,0,0,0,0,1,1,0,1,1,1,0,0,0,0.266166409181
0,1,1,0,0,0,0,1,0,1,1,0,1,0,0.265504303686
0,1,1,0,1,1,0,0,0,1,0,1,1,1,0.625689693224
1,1,1,1,0,1,1,1,0,1,0,0,1,0,0.269256234827
0,1,0,0,1,0,1,0,1,1,0,1,0,0,0.907525932465
1,1,0,1,0,1,1,0,0,1,1,1,1,0,0.678216729199
1,1,1,0,1,0,1,1,1,0,1,0,0,1,0.115868461708
1,0,0,0,0,1,1,0,1,1,1,1,1,0,0.736040609137
0,0,1,1,0,1,1,1,1,1,1,0,0,0,0.410284705363
0,1,0,1,1,0,1,1,1,0,0,0,1,1,0.0547340542927
1,0,1,1,0,0,1,0,1,0,0,1,1,1,0.554844405209
0,1,0,0,1,0,1,0,1,0,0,0,1,1,0.0882807327301
1,1,1,1,1,0,1,0,1,1,0,0,0,0,0.280953431913
0,1,0,1,0,0,1,0,0,1,1,1,0,0,0.612226881483
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.263738689031
0,1,0,1,1,0,1,0,1,0,1,1,0,0,0.648863385566
1,0,0,1,1,0,0,0,0,1,1,0,0,1,0.301478702273
1,1,0,1,0,1,1,0,0,1,1,1,0,0,0.764290443611
0,0,1,1,1,1,0,0,1,0,0,0,0,1,0.111895828735
0,0,1,0,0,0,0,0,1,1,1,1,0,0,0.719267269918
0,0,1,0,0,1,0,0,0,0,1,0,1,0,0.104171264621
1,0,1,0,0,1,1,0,0,1,1,0,0,0,0.367909953653
1,0,0,1,0,0,1,0,1,0,1,1,0,1,0.630103729861
0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.194217612006
1,1,1,1,0,1,1,0,0,0,1,0,1,1,0.103509159126
1,1,0,1,1,1,0,1,0,0,1,1,1,1,0.570293533436
0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.0937982785257
1,0,0,0,1,0,1,1,1,0,0,1,1,1,0.467225777974
0,0,1,0,1,1,1,0,0,0,0,1,1,0,0.53807106599
1,0,1,0,0,1,1,0,0,0,1,0,1,0,0.0624586184065
0,0,0,0,1,1,0,1,1,1,1,1,0,1,0.834915029795
0,0,0,1,0,1,1,0,0,1,0,0,1,1,0.232840432576
1,1,0,1,0,0,0,0,1,1,1,1,0,0,0.777311851688
0,1,1,1,0,1,0,1,1,0,1,1,1,1,0.524608254249
0,1,1,1,0,1,1,1,0,0,0,1,1,1,0.556610019863
1,0,0,0,0,0,1,0,0,1,0,1,1,0,0.696093577577
1,1,1,0,1,1,1,1,0,0,0,0,1,1,0.0576031781064
1,1,1,1,0,0,0,1,1,0,1,0,0,0,0.106819686603
0,0,0,1,0,0,1,1,1,1,0,1,0,0,0.705142352682
0,0,1,1,0,1,0,0,0,1,1,0,1,0,0.279187817259
0,0,0,1,1,0,0,1,0,1,0,1,1,1,0.599205473405
1,1,0,1,1,1,0,1,0,0,1,0,0,1,0.0803354667844
1,0,1,1,1,1,1,1,0,1,0,0,0,1,0.267049216508
0,0,1,0,1,0,1,0,1,0,0,0,1,0,0.0313396601192
0,1,0,0,0,1,0,0,0,0,0,1,1,0,0.511145442507
0,0,1,0,1,0,0,0,0,1,1,0,0,0,0.25513131759
1,1,0,1,0,1,1,0,1,0,0,0,1,1,0.0787905539616
1,0,0,1,0,0,0,1,1,0,1,0,1,1,0.0840873979254
1,1,0,1,1,0,1,0,0,1,1,0,0,1,0.298388876628
0,0,0,0,1,0,0,0,1,1,1,0,1,1,0.236592363717
0,1,1,0,0,0,0,1,0,1,0,1,1,1,0.629220922534
1,0,1,0,0,1,0,0,1,0,1,0,0,0,0.176782167292
0,1,0,1,1,1,0,0,1,0,1,0,0,0,0.137497241227
0,1,1,0,0,0,1,0,0,1,1,0,1,1,0.264180092695
1,0,0,1,1,0,1,1,0,1,0,1,1,1,0.664753917458
1,0,1,1,0,1,0,1,1,0,1,1,1,1,0.689031118958
0,0,1,1,1,0,1,1,1,1,1,0,1,1,0.224453762966
1,0,1,1,1,0,1,1,1,0,0,0,0,0,0.220922533657
1,0,1,1,1,1,0,0,0,0,1,0,1,0,0.169940410505
0,0,1,0,0,0,1,1,0,1,0,1,1,0,0.63120723902
1,1,1,0,1,1,1,1,0,0,0,1,1,1,0.5707349371
0,1,0,1,0,1,1,0,1,0,1,0,1,1,0.0962259986758
0,1,1,1,0,0,0,0,1,1,1,0,0,0,0.276539395277
0,1,0,1,0,1,0,1,0,0,0,0,1,1,0.144338998014
1,1,0,0,1,0,0,1,0,0,0,1,1,0,0.569190024277
0,1,0,1,1,0,0,0,1,0,1,0,0,1,0.114985654381
0,1,1,0,0,1,1,0,0,1,0,0,0,0,0.274553078791
0,0,1,1,1,1,1,0,0,1,0,1,1,1,0.690576031781
1,0,1,1,1,1,0,1,0,1,0,0,0,1,0.303244316928
1,1,1,0,1,0,1,0,1,1,0,0,0,0,0.237475171044
1,0,0,0,1,1,0,1,1,0,1,1,1,1,0.645552858089
0,1,1,0,1,1,1,1,1,1,1,0,1,1,0.302582211432
0,0,1,0,1,1,1,1,1,0,1,1,0,1,0.536305451335
0,0,1,1,1,0,0,1,1,1,0,1,1,1,0.625027587729
0,0,0,0,1,0,1,1,0,1,0,0,0,0,0.235930258221
1,1,1,1,1,1,1,1,0,0,0,0,1,1,0.113882145222
0,0,1,1,0,0,0,1,1,0,0,0,1,1,0.146546016332
0,0,1,0,1,1,1,0,1,1,1,1,0,0,0.702714632531
0,1,0,1,1,0,0,0,1,1,0,0,1,1,0.22732288678
0,0,1,1,1,0,1,0,0,1,1,1,1,0,0.622379165747
0,0,0,1,0,0,0,0,1,0,1,1,0,1,0.557713529022
0,0,0,0,0,1,1,0,1,1,1,0,0,1,0.284705363055
1,0,1,1,1,1,0,1,1,1,0,1,1,0,0.693224453763
1,0,0,0,1,0,1,1,0,0,1,0,1,0,0.0648863385566
1,0,0,0,1,0,1,0,1,0,1,0,1,0,0.128007062459
0,0,0,1,0,1,1,1,0,0,1,1,1,0,0.539615978813
1,1,0,1,1,1,0,1,1,0,0,1,0,1,0.554182299713
0,1,0,0,0,1,1,1,0,1,0,0,1,0,0.263738689031
1,1,1,0,0,1,1,1,1,1,0,1,1,1,0.755683072169
1,1,0,1,1,0,1,1,0,1,0,0,0,1,0.296181858309
0,1,1,0,0,1,0,1,0,0,1,1,0,1,0.646214963584
1,1,1,0,0,1,0,1,0,1,1,1,0,0,0.739351136614
1,1,0,1,1,1,1,0,0,0,1,0,1,0,0.0595894945928
1,0,0,0,0,0,1,0,0,1,0,1,1,1,0.591701611123
1,1,0,1,1,0,1,1,0,1,0,1,0,1,0.713308320459
0,1,1,0,0,1,0,0,1,1,0,0,1,1,0.335025380711
1,1,1,1,1,1,1,0,1,1,1,0,0,0,0.248289560803
1,1,1,0,1,1,1,0,1,1,0,0,1,1,0.238357978371
0,0,1,0,1,1,1,1,1,0,0,1,1,1,0.558154932686
1,0,0,1,1,1,1,1,1,1,0,1,0,1,0.725005517546
1,0,1,1,1,0,0,0,1,1,0,0,1,1,0.322445376297
1,0,0,1,1,1,1,0,1,1,1,1,1,0,0.709556389318
0,0,1,1,1,0,1,1,1,1,0,1,0,0,0.648863385566
1,0,0,0,0,0,1,0,1,1,0,0,0,1,0.243434120503
0,1,0,0,1,0,1,0,1,0,0,0,1,0,0.0512028249834
1,0,0,1,1,1,0,1,0,0,0,1,1,1,0.629441624365
0,0,1,0,0,1,1,1,1,0,0,0,0,1,0.125579342309
1,1,0,1,1,0,1,1,0,0,1,0,0,0,0.21518428603
0,1,0,0,1,1,1,1,1,0,1,1,0,1,0.544030015449
1,0,1,0,1,0,1,1,1,1,1,0,0,1,0.293974839991
1,0,0,0,1,0,1,1,1,0,1,0,0,1,0.0900463473847
0,0,1,1,1,0,1,0,1,1,1,1,0,1,0.736040609137
1,1,1,1,0,0,0,0,0,0,0,0,1,0,0.064444934893
0,1,1,1,1,0,0,1,0,0,0,0,1,1,0.138600750386
1,1,0,1,1,0,1,0,1,0,1,1,0,1,0.571617744427
1,0,1,0,1,1,1,0,1,0,1,1,0,1,0.627234606047
0,0,0,1,0,1,0,0,1,0,0,1,0,0,0.557934230854
0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.099757227985
0,1,1,1,1,0,0,0,1,0,1,1,0,0,0.615978812624
0,1,0,1,0,0,0,0,1,1,1,1,1,0,0.655705142353
0,0,0,1,1,1,0,1,1,1,1,1,1,1,0.60582652836
1,1,1,0,0,0,1,1,0,1,1,1,0,0,0.640035312293
0,1,0,0,0,1,1,1,0,0,1,0,1,0,0.0646656367248
1,1,0,1,0,0,0,0,0,0,0,0,1,0,0.148973736482
0,0,1,1,0,0,1,0,1,1,1,1,1,1,0.662105495476
1,1,1,1,1,0,1,0,1,0,1,1,1,1,0.513131758994
1,0,1,1,1,0,0,0,0,1,1,1,0,1,0.657250055175
0,0,0,1,0,0,1,0,1,1,0,0,0,1,0.368572059148
1,0,0,1,0,1,0,0,1,0,1,1,1,1,0.644228647098
1,1,0,0,1,0,1,0,0,0,0,0,1,1,0.0924740675348
0,1,1,0,0,1,0,0,0,1,1,1,0,1,0.683513573163
1,1,1,0,0,0,0,0,1,0,0,0,0,1,0.194217612006
0,0,1,0,1,1,0,0,0,0,1,0,0,1,0.0576031781064
1,1,1,1,0,1,1,0,0,1,1,0,1,1,0.295740454646
0,1,0,0,1,1,0,0,0,1,1,1,0,0,0.738689031119
0,0,0,1,0,0,0,0,0,1,1,0,0,1,0.267932023836
0,0,1,1,1,1,1,0,0,0,1,1,1,1,0.544912822776
0,0,1,1,0,1,0,1,1,1,1,1,0,1,0.694769366586
0,0,1,0,1,0,1,0,1,1,0,1,0,0,0.686161995145
1,1,1,0,0,1,0,1,0,1,0,0,1,0,0.30346501876
0,1,1,0,0,0,0,1,0,1,1,1,1,1,0.636504082984
0,0,0,1,1,1,0,0,0,1,1,1,1,0,0.715956742441
0,1,0,0,0,1,1,0,1,1,1,1,1,0,0.954976826308
1,1,0,1,0,0,1,1,1,0,1,0,1,0,0.131538291768
1,0,1,0,1,0,1,0,0,1,1,1,1,1,0.734937099978
1,1,0,0,0,1,0,1,0,1,1,0,1,0,0.267711322004
1,1,0,1,1,1,0,0,1,1,1,1,1,0,0.737144118296
0,1,1,1,0,0,0,1,1,1,1,1,0,0,0.627455307879
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0.102847053631
1,0,1,0,0,0,1,0,0,0,1,0,1,0,0.241006400353
1,0,0,0,1,0,1,1,0,1,0,0,0,1,0.320900463474
0,0,1,0,0,1,0,0,0,0,0,0,1,1,0.0487751048334
0,1,0,0,1,0,0,0,0,1,0,0,1,1,0.188479364379
0,0,1,0,1,0,1,1,0,0,1,1,0,0,0.586846170823
1,1,0,1,0,0,0,1,0,1,1,1,0,1,0.657250055175
0,0,1,0,0,1,0,0,1,0,0,1,0,1,0.564555285809
0,0,0,1,0,1,1,0,0,0,1,1,0,0,0.651291105716
0,0,1,1,1,0,0,0,1,0,0,0,0,1,0.134628117413
0,1,0,1,1,0,0,0,1,0,1,0,0,0,0.110571617744
1,0,0,0,0,0,1,0,1,0,1,1,1,1,0.562568969322
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.146104612668
1,1,1,1,0,0,0,0,1,1,1,1,1,0,0.639593908629
0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.0249393069962
0,1,0,0,0,1,1,0,1,0,1,1,0,0,0.568748620614
0,0,0,0,1,1,0,1,1,1,0,0,0,0,0.273670271463
0,0,1,0,0,0,1,1,1,0,0,0,0,1,0.145442507173
0,0,1,0,1,0,1,0,0,0,1,1,1,1,0.546457735599
0,0,1,1,0,1,1,1,1,0,0,0,1,0,0.184065327742
0,0,1,0,1,1,0,1,0,1,0,0,1,1,0.242330611344
1,1,0,1,0,0,0,0,0,0,0,1,1,0,0.605385124697
0,1,1,0,0,0,1,0,1,1,0,0,0,0,0.293533436328
1,1,0,1,1,1,0,0,0,1,0,0,0,1,0.299050982123
1,0,1,0,1,1,0,0,1,1,1,0,1,1,0.260428161554
1,0,0,0,1,1,1,0,0,1,1,0,1,1,0.38578680203
1,1,1,0,1,0,1,0,1,1,1,0,0,0,0.249393069962
1,1,0,1,0,0,1,0,0,0,1,0,1,1,0.0589273890973
1,1,1,0,0,1,1,0,1,0,0,0,0,0,0.152504965791
