topology.workers,component.bolt_num,topology.acker.executors,message.size,component.spout_num,topology.serialized.message.size.metrics,topology.max.spout.pending,storm.messaging.netty.min_wait_ms,topology.transfer.buffer.size,storm.messaging.netty.max_wait_ms,topology.level,topology.priority,<$latency
4,1,2,1000000,10,1,1000,1000,1024,10000,5,0,0.516529906214
2,10,2,1000000,10,1,1000,10,1024,100,2,0,0.473944239969
2,10,2,1000000,1,1,1,1000,1024,10000,2,0,6.90639595805e-06
2,1,4,1000000,10,0,1,1000,512,10000,2,29,0.000158294595358
4,1,4,10,10,1,1000,10,512,100,5,29,0.588346478967
4,10,4,1000000,1,0,1,10,512,100,5,29,5.55274235027e-05
2,10,2,10,1,0,1,1000,512,10000,5,29,9.66895434126e-06
2,10,2,10,1,0,1,1000,1024,10000,2,29,6.63014011972e-06
4,1,2,1000000,10,0,1000,10,512,100,5,0,0.712848631415
4,10,2,1000000,1,1,1,1000,1024,10000,5,0,4.36484224548e-05
4,10,2,10,10,1,1,10,1024,100,5,0,0.000410239919908
4,10,2,10,1,0,1,10,512,100,5,29,5.6632446856e-05
4,1,2,1000000,10,1,1000,1000,512,10000,2,29,0.966205899554
4,1,2,10,10,0,1000,1000,1024,10000,5,29,0.715751527764
4,1,2,10,10,1,1000,10,1024,100,5,0,0.696497600856
2,1,2,10,1,0,1,10,1024,100,2,0,4.97260508979e-06
2,1,4,10,10,1,1000,10,512,100,5,29,0.436426210822
4,1,4,1000000,1,1,1000,10,512,100,5,29,0.0246403632433
4,1,4,10,1,0,1000,10,1024,100,2,0,0.0215681220653
2,1,4,1000000,1,1,1000,1000,1024,10000,5,29,0.008934666323
4,1,4,10,1,0,1000,1000,1024,10000,5,0,0.0281908032774
4,10,4,1000000,1,1,1,10,1024,100,2,0,5.85662377242e-05
4,10,2,1000000,1,0,1,1000,1024,10000,5,0,5.33173767961e-05
4,1,4,1000000,1,0,1000,1000,1024,10000,2,29,0.024247803697
4,10,2,1000000,1,1,1000,10,512,100,2,29,0.0201901579438
2,10,4,10,10,1,1,10,1024,100,5,29,0.000127630197305
2,1,4,1000000,1,0,1,1000,512,10000,2,0,5.24886092811e-06
4,10,2,10,10,1,1,1000,512,10000,2,29,0.00039836091886
4,10,2,10,1,0,1000,10,512,100,2,29,0.0286875112747
2,10,2,10,1,1,1000,1000,512,10000,2,29,0.00984962565953
4,10,2,10,10,1,1,1000,1024,10000,2,29,0.000401399733082
4,1,2,10,1,1,1,1000,1024,10000,2,0,5.55274235027e-05
4,10,2,10,1,1,1,10,1024,100,2,0,5.27648651195e-05
4,10,4,10,10,1,1,1000,1024,10000,5,29,0.000432340386974
4,10,2,1000000,1,1,1000,1000,1024,10000,5,29,0.0217576335704
4,1,2,1000000,1,1,1,10,512,100,2,0,5.77374702093e-05
4,1,4,10,1,1,1,10,1024,100,2,29,4.06096082333e-05
4,1,2,10,10,1,1000,1000,1024,10000,5,0,0.70060165759
2,1,2,10,10,1,1,10,1024,100,2,0,0.000133984081586
4,10,2,1000000,10,0,1000,1000,512,10000,5,29,0.718086442109
2,1,2,10,10,0,1000,10,1024,100,5,0,0.591163183495
4,1,4,1000000,10,1,1000,1000,1024,10000,2,29,0.630884905464
4,10,2,10,1,0,1,1000,512,10000,2,29,5.52511676644e-05
4,1,2,10,10,1,1,1000,512,10000,2,0,0.000384824382782
4,1,4,1000000,10,0,1000,10,1024,100,2,0,0.657424527596
2,1,4,10,10,0,1,1000,512,10000,2,29,0.000150006920209
4,10,4,1000000,1,0,1000,1000,1024,10000,5,29,0.0226441385556
4,1,2,1000000,1,1,1,1000,1024,10000,2,0,5.30411209578e-05
4,1,4,10,1,0,1000,10,1024,100,2,29,0.0217261404048
4,1,4,1000000,1,0,1,1000,1024,10000,2,29,4.30959107782e-05
4,1,2,10,1,1,1000,1000,1024,10000,2,29,0.0262360169654
2,10,2,10,10,1,1000,10,1024,100,5,29,0.459514845022
4,10,2,1000000,1,0,1,10,1024,100,5,29,5.24886092811e-05
4,1,4,1000000,10,0,1000,1000,512,10000,5,29,0.49468221324
4,10,2,1000000,1,0,1000,1000,512,10000,2,0,0.0250721511186
4,1,4,1000000,10,0,1000,10,512,100,5,0,0.611023491968
2,1,2,1000000,1,0,1,1000,1024,10000,2,0,4.14383757483e-06
2,10,2,10,1,0,1000,1000,512,10000,5,0,0.0106886146405
4,10,2,1000000,1,1,1000,10,1024,100,5,29,0.0231842187195
2,10,4,1000000,1,0,1000,1000,1024,10000,5,0,0.00807661568918
2,10,2,10,1,0,1,10,1024,100,5,29,1.21552568862e-05
2,10,2,10,1,1,1,1000,512,10000,5,29,1.04977218562e-05
2,10,2,1000000,1,1,1,1000,1024,10000,5,29,7.73516347301e-06
4,1,2,10,10,0,1,1000,1024,10000,5,0,0.000416041292513
4,10,2,1000000,10,0,1,1000,1024,10000,2,29,0.000495050462273
4,1,4,1000000,10,1,1000,10,1024,100,2,29,0.537359596423
4,1,2,10,1,1,1000,10,512,100,2,0,0.0199937400427
2,10,4,1000000,10,0,1,1000,512,10000,2,29,0.000146415594311
4,10,4,1000000,1,0,1,1000,1024,10000,5,29,4.66872366764e-05
2,10,4,10,1,1,1,1000,1024,10000,2,29,7.45890763469e-06
2,1,2,10,1,0,1,10,1024,100,5,29,2.4863025449e-06
4,10,2,10,10,0,1,1000,512,10000,2,0,0.000400847221405
2,1,2,10,10,0,1,10,512,100,2,29,0.00015967587455
2,10,4,10,1,1,1,1000,512,10000,2,29,4.97260508979e-06
2,1,2,1000000,10,0,1000,10,512,100,5,0,0.565209499996
2,1,4,1000000,10,0,1000,1000,1024,10000,5,29,0.283077423738
2,1,4,1000000,10,1,1,10,512,100,2,29,0.000174041178143
2,10,2,10,1,1,1000,10,512,100,5,29,0.00944463460055
2,10,4,1000000,1,1,1000,10,512,100,5,0,0.00781334387526
2,1,2,10,10,1,1,10,512,100,2,29,0.000137299151646
4,10,4,1000000,1,1,1000,1000,512,10000,5,29,0.0212435214553
2,1,4,1000000,1,1,1,1000,1024,10000,2,0,4.69634925147e-06
4,1,4,1000000,1,1,1000,10,1024,100,2,0,0.0236715340183
4,10,2,1000000,1,1,1,1000,512,10000,2,29,5.38698884728e-05
4,10,4,1000000,10,0,1,10,1024,100,5,29,0.000388968220357
4,10,2,1000000,1,1,1000,1000,1024,10000,5,0,0.0230040999129
2,10,4,10,1,0,1000,10,1024,100,2,0,0.00891726220519
2,1,2,1000000,1,0,1,1000,1024,10000,5,29,5.24886092811e-06
4,1,2,1000000,10,1,1,1000,512,10000,2,29,0.000371840358381
2,1,2,10,1,1,1000,10,1024,100,5,0,0.00909461845339
4,10,4,10,10,1,1000,1000,512,10000,5,0,0.592625681903
2,10,2,1000000,10,0,1,1000,1024,10000,5,29,0.000149178152694
4,1,2,10,1,1,1000,10,512,100,2,29,0.0263995604217
4,10,2,10,1,1,1000,1000,512,10000,5,29,0.0211399255159
4,1,4,1000000,1,0,1,10,1024,100,2,0,6.02237727542e-05
4,1,2,1000000,1,0,1000,1000,512,10000,5,0,0.0282894266117
4,10,4,10,10,1,1000,10,1024,100,5,0,0.598500262305
2,10,2,10,10,0,1000,10,1024,100,5,0,0.720295107537
2,10,2,10,1,0,1,1000,1024,10000,5,0,6.3538842814e-06
2,10,2,10,10,1,1,10,512,100,5,0,0.000150006920209
2,10,2,10,1,1,1000,1000,1024,10000,2,0,0.00934518249875
4,1,4,10,10,0,1000,1000,512,10000,2,0,0.549114834856
4,1,4,10,10,1,1000,1000,512,10000,2,0,0.601544877899
2,1,2,10,1,1,1000,10,512,100,5,29,0.00858824150175
4,1,2,10,10,1,1000,1000,512,10000,2,0,0.703235204497
2,1,2,1000000,10,1,1000,1000,1024,10000,5,0,0.616166823166
4,10,2,1000000,1,0,1,1000,1024,10000,2,0,5.35936326344e-05
4,10,4,1000000,1,0,1,1000,1024,10000,2,29,6.5196377844e-05
2,10,2,10,10,0,1,1000,512,10000,2,29,0.000135365360778
4,10,2,10,10,1,1,1000,512,10000,5,29,0.000416593804189
4,1,4,10,10,1,1,10,512,100,2,0,0.000428749061075
4,1,4,1000000,10,0,1,10,512,100,2,0,0.000477922600297
4,1,4,1000000,1,1,1,10,1024,100,5,0,6.74064245505e-05
4,1,2,1000000,10,0,1,10,512,100,2,0,0.000411068687423
4,10,4,10,1,0,1,10,512,100,5,29,5.22123534428e-05
2,1,4,10,10,0,1000,1000,512,10000,2,29,0.321144925747
2,1,4,1000000,1,1,1,10,512,100,2,0,4.97260508979e-06
2,10,4,10,1,0,1,1000,1024,10000,5,0,8.8401868263e-06
2,1,4,10,1,0,1,10,1024,100,5,0,8.28767514965e-06
4,1,4,10,10,0,1000,1000,512,10000,2,29,0.596349886859
4,10,4,10,10,0,1,1000,1024,10000,2,0,0.000473778762722
2,1,4,10,10,0,1,1000,512,10000,5,0,0.000135917872454
4,1,4,1000000,10,1,1,1000,512,10000,5,29,0.000418803850896
4,1,2,1000000,1,1,1000,1000,1024,10000,2,0,0.0260268912958
2,10,2,1000000,1,0,1000,10,1024,100,2,29,0.00856669354636
4,10,4,10,10,1,1000,1000,1024,10000,2,29,0.599979336063
4,10,4,10,10,1,1000,10,1024,100,2,0,0.556059077864
2,10,2,10,10,1,1000,10,512,100,2,29,0.678662523934
4,1,4,1000000,10,1,1000,1000,1024,10000,5,0,0.615398831935
2,1,4,10,1,0,1,10,1024,100,5,29,1.38127919161e-05
4,1,4,1000000,1,1,1000,1000,1024,10000,5,29,0.0238342487071
4,10,2,1000000,10,0,1,10,1024,100,5,0,0.000409134896555
4,10,2,1000000,1,1,1,10,1024,100,2,0,4.7239748353e-05
2,10,4,1000000,1,0,1,1000,1024,10000,5,29,4.97260508979e-06
4,1,2,10,1,1,1,10,512,100,5,29,4.91735392213e-05
2,10,4,10,10,0,1,1000,1024,10000,5,0,0.000154427013622
4,1,2,10,1,0,1000,1000,512,10000,2,0,0.0338253173558
4,10,2,10,10,1,1,1000,1024,10000,2,0,0.000504443160776
2,1,2,1000000,1,0,1000,10,512,100,2,29,0.00982255258737
4,10,4,10,10,1,1000,10,512,100,5,0,0.834536841893
2,1,2,1000000,10,1,1,10,1024,100,5,0,0.000134536593263
4,10,2,10,10,0,1000,1000,1024,10000,2,0,0.684127969439
4,10,4,1000000,10,1,1,1000,512,10000,5,0,0.00039836091886
4,10,4,1000000,10,1,1000,10,1024,100,2,0,0.678613902907
4,1,2,1000000,10,1,1,10,512,100,5,29,0.000410792431585
4,1,4,10,10,1,1000,1000,1024,10000,5,0,0.620392156213
2,1,2,1000000,10,0,1,1000,1024,10000,2,0,0.000147244361826
4,10,4,10,1,1,1000,10,512,100,5,0,0.0237723673993
2,1,2,10,10,0,1,1000,512,10000,5,0,0.000138680430838
2,1,4,10,10,0,1,10,1024,100,5,0,0.00016962108473
4,10,2,1000000,1,1,1,10,1024,100,2,29,5.80137260476e-05
4,10,2,10,1,1,1,10,512,100,2,0,5.41461443111e-05
4,1,4,10,10,1,1,1000,1024,10000,5,29,0.000442009341315
2,1,2,10,10,1,1000,1000,1024,10000,5,29,0.330049756439
4,1,4,10,10,0,1,10,512,100,2,0,0.00044781071392
4,1,2,1000000,10,1,1,1000,1024,10000,5,0,0.000400847221405
4,10,2,10,10,1,1000,1000,512,10000,2,0,0.63102054708
4,10,4,10,10,0,1000,10,1024,100,5,0,0.571441002941
2,1,4,10,1,0,1000,10,512,100,2,0,0.00831833954771
4,10,2,10,10,1,1,10,1024,100,2,0,0.000398913430537
4,10,2,10,1,1,1,10,512,100,5,29,4.91735392213e-05
4,1,4,1000000,1,0,1,1000,512,10000,5,29,4.39246782932e-05
2,1,4,1000000,1,0,1,1000,1024,10000,5,0,6.63014011972e-06
2,10,2,1000000,10,1,1,10,1024,100,2,0,0.000158570851197
2,10,4,1000000,1,1,1,10,512,100,2,0,1.18790010478e-05
4,10,4,10,1,0,1,1000,1024,10000,5,0,5.55274235027e-05
2,10,4,1000000,1,0,1,1000,512,10000,2,0,6.3538842814e-06
2,10,2,1000000,1,0,1,10,1024,100,5,29,3.31507005986e-06
2,10,2,1000000,10,0,1,10,512,100,2,0,0.000132879058233
4,1,2,10,10,1,1000,1000,1024,10000,2,29,0.626416467279
4,10,2,1000000,1,1,1000,10,1024,100,2,0,0.0211661698205
4,1,2,10,10,1,1,10,1024,100,5,0,0.000358580078142
2,10,4,1000000,10,1,1000,1000,1024,10000,2,29,0.388366258885
2,10,4,10,1,1,1000,1000,512,10000,2,0,0.00864597897196
2,10,2,10,1,0,1000,1000,1024,10000,5,29,0.00981923751731
2,10,2,10,1,1,1000,1000,512,10000,5,0,0.00872996074681
2,1,4,10,1,0,1000,10,1024,100,5,0,0.00855674833618
4,1,4,1000000,10,0,1000,1000,1024,10000,2,29,0.585727021108
2,10,4,10,1,1,1000,1000,512,10000,5,29,0.00826944226433
2,1,2,1000000,10,1,1000,10,512,100,2,29,0.456216074056
4,1,2,1000000,10,1,1000,10,1024,100,5,0,0.613064746357
2,10,4,1000000,1,1,1000,1000,1024,10000,2,0,0.0098242101224
4,1,4,10,10,0,1,1000,512,10000,5,29,0.000418527595058
4,10,2,1000000,1,0,1,1000,512,10000,2,29,4.19908874249e-05
2,10,4,1000000,10,0,1,1000,512,10000,2,0,0.000136470384131
2,1,4,1000000,1,0,1,10,512,100,2,29,1.6299094461e-05
4,1,4,10,1,1,1,10,512,100,2,0,4.22671432632e-05
2,10,4,10,10,0,1,10,1024,100,5,0,0.000152493222754
2,10,4,10,1,1,1000,1000,1024,10000,2,29,0.00760394194981
4,10,4,1000000,10,1,1000,1000,512,10000,2,29,0.451565030762
4,1,2,1000000,1,1,1,1000,512,10000,5,29,5.55274235027e-05
4,1,4,10,10,1,1,10,512,100,5,0,0.000358027566465
2,10,4,10,1,0,1,10,1024,100,5,29,3.31507005986e-06
4,1,4,1000000,10,0,1,1000,1024,10000,5,0,0.000474607530237
2,1,2,10,10,1,1,10,512,100,5,29,0.00013177403488
2,1,2,1000000,1,0,1,1000,512,10000,5,0,3.31507005986e-06
4,10,4,1000000,10,1,1,10,512,100,2,29,0.000400847221405
2,1,2,10,10,0,1,1000,1024,10000,5,29,0.00012514389476
4,10,4,1000000,10,1,1,1000,1024,10000,2,29,0.000401952244758
4,10,2,1000000,10,1,1,1000,512,10000,2,0,0.000353331217214
2,10,4,1000000,1,1,1,1000,1024,10000,5,29,6.63014011972e-06
2,10,2,10,1,0,1000,10,1024,100,5,0,0.00901809558618
4,1,2,1000000,10,0,1000,1000,1024,10000,5,0,0.52122128286
4,10,2,10,10,1,1000,10,512,100,2,0,0.576542343252
2,10,2,1000000,10,1,1,10,512,100,2,29,0.000132050290718
4,10,4,1000000,1,0,1000,10,1024,100,2,29,0.0255967609555
2,10,2,10,10,0,1,1000,1024,10000,5,0,0.000135365360778
4,10,4,1000000,10,0,1,1000,512,10000,5,29,0.000437312992063
2,1,2,10,10,0,1,10,1024,100,2,29,0.00015967587455
2,1,2,1000000,1,0,1000,10,1024,100,5,0,0.0137815750064
2,1,2,1000000,1,0,1,1000,1024,10000,5,0,7.18265179637e-06
2,1,4,1000000,1,0,1000,1000,512,10000,5,29,0.00884046308214
2,10,2,10,1,1,1000,1000,1024,10000,5,0,0.0104319729667
2,1,4,1000000,10,0,1,10,512,100,2,29,0.000144481803442
4,10,2,1000000,1,1,1,1000,1024,10000,2,29,4.97260508979e-05
2,1,4,1000000,10,0,1000,10,1024,100,5,0,0.321411512631
2,10,2,10,10,0,1000,1000,512,10000,2,0,0.693051585529
4,1,2,1000000,1,1,1,1000,512,10000,5,0,6.13287961074e-05
2,1,4,1000000,10,1,1,1000,512,10000,2,29,0.000148625641017
2,1,2,1000000,1,1,1000,10,512,100,2,29,0.00872443563004
2,10,2,1000000,10,0,1,10,1024,100,5,0,0.000143100524251
4,1,4,10,1,1,1000,1000,512,10000,2,29,0.0218057020863
2,1,4,10,10,1,1000,1000,512,10000,2,29,0.333617048079
4,10,2,1000000,1,1,1000,1000,512,10000,2,0,0.0235544015428
2,1,4,1000000,10,1,1000,1000,512,10000,2,29,0.288293410221
4,1,2,10,10,1,1000,1000,1024,10000,5,29,0.732197866587
4,1,4,1000000,1,1,1,10,1024,100,5,29,5.74612143709e-05
2,10,2,10,10,0,1000,1000,1024,10000,5,29,0.707172126449
2,1,4,10,1,0,1,1000,1024,10000,5,29,6.07762844308e-06
2,1,4,1000000,10,1,1,10,1024,100,5,29,0.000144758059281
4,10,2,10,1,1,1000,1000,512,10000,2,0,0.0317627912669
2,1,2,10,1,0,1000,10,1024,100,2,29,0.00890455443663
4,1,2,10,1,1,1000,10,1024,100,2,0,0.0207987495556
4,10,4,1000000,1,1,1000,1000,1024,10000,2,29,0.0245771006563
4,10,2,10,10,1,1000,1000,1024,10000,2,0,0.686038002306
4,10,2,10,1,0,1,10,512,100,5,0,4.44771899698e-05
2,10,2,1000000,1,0,1,1000,1024,10000,2,29,4.97260508979e-06
2,1,4,1000000,10,1,1,1000,1024,10000,5,0,0.000145310570957
4,1,2,1000000,1,0,1,10,512,100,2,0,4.75160041914e-05
2,10,4,10,1,1,1000,10,1024,100,5,29,0.00948607297629
4,10,2,10,10,1,1000,10,1024,100,5,0,0.587048352783
4,10,4,10,1,1,1,10,1024,100,5,29,4.77922600297e-05
4,1,2,10,1,1,1000,1000,512,10000,5,0,0.0244450503656
4,10,4,10,10,1,1,1000,512,10000,2,0,0.000426262758531
2,10,4,10,10,1,1,1000,512,10000,2,0,0.00012845896482
2,10,2,1000000,10,0,1,10,1024,100,5,29,0.000129287732335
4,1,4,10,10,1,1000,10,512,100,2,0,0.569587326266
2,1,4,10,10,1,1,1000,512,10000,5,29,0.000150835687724
4,10,2,10,1,0,1000,10,1024,100,5,29,0.0218087409005
2,10,2,10,10,0,1000,1000,512,10000,2,29,0.776377252763
2,1,4,10,10,1,1000,10,1024,100,2,29,0.327752412888
4,10,4,10,1,0,1,10,1024,100,5,0,0.000119895033832
4,1,4,10,1,1,1000,1000,512,10000,5,0,0.0236135202922
2,10,2,1000000,1,0,1,1000,512,10000,2,29,6.3538842814e-06
4,10,4,1000000,10,0,1000,1000,512,10000,2,29,0.655561734478
2,10,4,10,10,0,1,10,1024,100,5,29,0.000167687293861
2,10,2,10,1,1,1,10,1024,100,5,29,5.80137260476e-06
4,1,4,1000000,1,1,1,1000,1024,10000,5,0,5.27648651195e-05
2,10,2,1000000,10,0,1,1000,512,10000,5,29,0.000121552568862
4,10,4,1000000,1,0,1000,10,512,100,2,29,0.0189616482307
4,1,4,1000000,1,0,1000,1000,512,10000,2,0,0.0267454327313
4,10,4,10,10,0,1000,1000,512,10000,5,0,0.768979673924
4,1,4,10,10,1,1,1000,1024,10000,2,29,0.000402504756435
4,10,4,1000000,10,0,1000,10,1024,100,2,29,0.496253003937
4,1,4,1000000,10,1,1,1000,1024,10000,5,0,0.00056632446856
2,1,2,1000000,1,1,1000,1000,1024,10000,2,29,0.00939684234052
2,1,4,1000000,1,0,1000,10,1024,100,5,29,0.00993415994605
2,1,2,10,10,1,1,1000,1024,10000,2,0,0.000224319740717
4,10,4,1000000,10,1,1000,10,512,100,2,29,0.552010272297
2,1,2,10,10,0,1000,10,512,100,2,0,0.728966502046
4,1,2,10,1,0,1000,10,1024,100,2,29,0.023248310074
4,1,4,10,1,0,1,10,512,100,2,29,4.75160041914e-05
4,10,2,10,1,0,1000,10,512,100,5,0,0.0209564916393
2,1,2,1000000,1,1,1000,1000,512,10000,5,29,0.00898273483887
2,1,2,10,10,1,1,1000,1024,10000,5,0,0.000161885921257
4,1,2,1000000,1,0,1000,10,1024,100,5,29,0.0273703234376
2,10,2,10,1,1,1000,10,512,100,5,0,0.00941037887659
4,10,2,1000000,10,1,1,10,1024,100,2,29,0.000393112057932
4,10,4,10,1,1,1,1000,512,10000,5,29,5.16598417662e-05
2,1,2,10,10,1,1000,1000,512,10000,2,0,0.582810311967
2,10,2,1000000,10,0,1,10,512,100,5,0,0.000149454408532
2,1,2,10,10,1,1,1000,512,10000,2,29,0.000153321990269
2,1,4,10,1,1,1000,10,1024,100,5,29,0.0101291965679
2,10,4,10,10,0,1000,10,512,100,2,29,0.458618118571
4,1,2,10,1,1,1,10,1024,100,2,29,6.32625869757e-05
4,1,2,1000000,1,0,1000,1000,1024,10000,5,29,0.0196901348764
2,1,2,10,10,1,1000,1000,1024,10000,2,0,0.698459846076
2,1,4,1000000,1,1,1000,10,1024,100,2,29,0.00964298629246
4,1,2,10,1,0,1,10,1024,100,2,0,4.50297016465e-05
4,1,4,10,1,0,1000,1000,512,10000,5,29,0.0233629562469
2,10,2,10,1,1,1,1000,1024,10000,5,0,3.31507005986e-06
2,1,2,1000000,10,0,1000,1000,1024,10000,5,29,0.724082298824
2,1,4,1000000,10,0,1000,10,512,100,2,0,0.421281313254
4,1,2,1000000,10,0,1000,1000,512,10000,2,29,0.776993027026
2,10,2,1000000,10,0,1000,1000,1024,10000,2,0,0.620473927941
4,10,4,10,1,1,1000,10,1024,100,2,0,0.024941482107
2,10,4,1000000,1,1,1000,1000,512,10000,2,0,0.00991868961911
2,10,2,10,1,0,1,1000,1024,10000,2,0,3.59132589818e-06
4,1,4,1000000,1,1,1,10,512,100,2,29,5.35936326344e-05
4,1,4,10,1,0,1,1000,1024,10000,5,0,5.74612143709e-05
2,10,2,1000000,1,0,1000,1000,1024,10000,5,0,0.0098443767986
2,10,2,10,10,0,1000,10,512,100,2,0,0.70635026533
4,10,2,10,1,1,1,1000,512,10000,2,29,5.63561910177e-05
4,1,2,10,1,1,1,1000,512,10000,2,29,6.46438661673e-05
2,1,2,1000000,10,0,1000,10,1024,100,2,29,0.409118044948
4,1,4,1000000,1,1,1000,1000,512,10000,5,0,0.0234502530918
2,1,4,10,1,0,1000,1000,1024,10000,5,0,0.00858271638498
4,1,2,1000000,10,0,1000,10,1024,100,2,29,0.652399157641
4,10,2,10,10,0,1,10,512,100,2,29,0.000419356362573
2,10,4,10,10,0,1000,10,512,100,5,0,0.308776675609
2,1,2,10,10,0,1,10,1024,100,2,0,0.000120723801347
2,1,2,1000000,10,0,1,10,1024,100,5,29,0.00012845896482
4,1,2,1000000,1,1,1000,10,1024,100,2,29,0.0203432036782
2,10,2,10,10,1,1000,10,1024,100,2,29,0.523278836344
2,1,4,10,1,1,1000,10,1024,100,2,0,0.00903632847151
2,1,4,10,1,1,1000,10,512,100,2,29,0.00962502966297
4,10,2,10,10,1,1,10,512,100,2,29,0.000374050405088
2,10,2,10,1,0,1000,1000,512,10000,2,0,0.0114234551704
2,1,4,10,1,0,1,10,1024,100,2,29,1.90616528442e-05
2,10,4,10,10,1,1000,10,1024,100,5,0,0.280969867947
4,1,2,10,10,1,1,1000,512,10000,2,29,0.000372392870058
4,1,4,10,1,1,1000,1000,512,10000,5,29,0.0222932936409
4,10,2,10,1,0,1000,10,512,100,2,0,0.0239560775318
2,10,2,10,10,1,1,1000,1024,10000,2,29,0.000162438432933
4,10,2,1000000,10,1,1,10,512,100,5,0,0.00037045907919
4,1,2,10,1,1,1,1000,512,10000,2,0,4.42009341315e-05
4,10,4,1000000,10,0,1000,10,512,100,5,29,0.54606966675
4,1,2,1000000,1,1,1,10,1024,100,5,29,5.6632446856e-05
4,10,2,10,10,1,1000,10,512,100,5,0,0.573957141117
4,1,2,10,1,1,1,10,512,100,2,0,4.75160041914e-05
4,10,4,1000000,1,0,1,1000,512,10000,5,0,5.85662377242e-05
4,1,4,10,1,1,1000,1000,1024,10000,5,29,0.0285676162409
2,1,4,1000000,1,0,1000,1000,1024,10000,5,29,0.010513468439
4,1,2,10,10,0,1,1000,512,10000,5,29,0.000417146315866
2,1,4,1000000,10,0,1,1000,1024,10000,5,0,0.000149178152694
2,10,4,1000000,10,1,1000,1000,1024,10000,5,0,0.500992449099
4,1,2,10,1,0,1,10,512,100,2,29,5.24886092811e-05
2,10,4,10,10,1,1000,10,1024,100,2,0,0.360912506185
4,1,4,10,10,1,1,1000,512,10000,5,29,0.00039670338383
4,1,2,10,1,0,1,10,1024,100,5,29,7.1274006287e-05
2,1,4,10,1,1,1,10,512,100,5,0,6.90639595805e-06
4,10,2,1000000,1,1,1,10,1024,100,5,0,5.82899818859e-05
4,10,2,10,10,0,1,10,1024,100,5,0,0.000428196549399
2,10,4,10,1,1,1,10,1024,100,2,0,6.90639595805e-06
4,1,4,1000000,1,0,1000,1000,1024,10000,2,0,0.0258152793237
4,10,2,1000000,1,1,1000,10,1024,100,2,29,0.028463191534
2,10,2,10,10,1,1,10,1024,100,5,0,0.000142824268412
2,10,4,10,10,0,1000,10,512,100,5,29,0.454211561694
4,1,4,1000000,10,0,1000,1000,512,10000,2,29,0.599838721842
2,1,2,10,10,1,1000,1000,512,10000,5,29,0.704487748468
4,10,4,10,1,1,1000,10,512,100,5,29,0.0287935935166
4,10,4,10,1,1,1000,10,1024,100,5,29,0.0228217710596
4,1,2,1000000,10,1,1000,10,1024,100,2,0,0.87197586187
2,1,2,1000000,10,0,1,10,1024,100,5,0,0.000129011476496
2,1,4,10,10,0,1000,10,1024,100,2,29,0.341095846134
4,10,4,1000000,10,0,1000,10,512,100,2,29,0.54298029771
4,10,2,10,10,0,1000,1000,512,10000,2,29,0.638641340636
4,1,4,10,10,0,1000,1000,512,10000,5,29,0.54521465493
2,10,4,10,10,0,1,1000,512,10000,5,0,0.000167687293861
4,10,4,10,10,1,1000,10,512,100,5,29,0.624400075915
2,10,4,1000000,1,1,1000,10,1024,100,2,29,0.00984327177524
2,10,2,1000000,10,1,1000,1000,512,10000,2,0,0.524071138088
2,1,4,1000000,10,0,1000,1000,512,10000,2,0,0.251568787842
4,10,2,10,10,0,1,1000,512,10000,5,29,0.000409134896555
4,1,2,10,1,1,1000,1000,1024,10000,5,0,0.0216700604696
2,10,2,1000000,1,1,1000,1000,512,10000,5,29,0.00826971852016
2,1,4,10,10,0,1000,10,512,100,2,29,0.462025458081
2,1,2,1000000,10,0,1,1000,1024,10000,2,29,0.000144758059281
4,1,2,10,10,1,1,1000,1024,10000,2,0,0.000410516175746
2,1,4,1000000,10,0,1000,10,1024,100,5,29,0.436548868415
4,1,4,10,1,0,1,10,512,100,5,29,7.15502621254e-05
4,10,2,10,1,1,1000,10,1024,100,2,29,0.0210962770934
2,10,4,1000000,1,0,1,10,1024,100,5,0,7.18265179637e-06
2,10,2,10,10,0,1,10,512,100,2,29,0.000143929291766
4,10,4,10,1,0,1,10,1024,100,5,29,5.38698884728e-05
2,10,4,10,10,1,1,1000,1024,10000,2,29,0.000154150757784
2,1,4,10,1,1,1,10,1024,100,5,29,3.59132589818e-06
2,10,2,10,10,0,1000,1000,512,10000,5,0,1.0
2,10,2,1000000,1,1,1,10,1024,100,2,29,3.31507005986e-06
4,10,4,1000000,1,1,1,10,1024,100,5,29,5.69087026943e-05
2,10,4,1000000,1,0,1000,10,512,100,2,29,0.00818739428034
4,1,2,1000000,10,1,1,1000,1024,10000,2,29,0.000415212524998
2,1,2,1000000,1,0,1000,1000,1024,10000,5,29,0.0114997017818
4,1,2,10,10,0,1,1000,1024,10000,2,29,0.000463281040866
2,10,4,1000000,10,0,1,10,1024,100,2,29,0.000172383643113
4,1,2,10,10,1,1,1000,512,10000,5,0,0.000540080163919
4,10,2,1000000,10,1,1,10,512,100,2,29,0.000387863197004
2,10,4,10,10,1,1000,1000,1024,10000,5,29,0.308368093224
2,10,2,1000000,1,0,1,1000,512,10000,5,29,8.28767514965e-06
2,10,4,1000000,10,1,1,10,1024,100,5,29,0.000145586826796
2,10,2,10,1,0,1000,1000,1024,10000,2,29,0.0105446853487
4,10,2,1000000,10,1,1000,10,512,100,5,0,0.567688343634
2,1,4,1000000,1,1,1,1000,512,10000,2,0,1.27077685628e-05
