 ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
../../Data/x264_13.csv,1.2950530035349999,1.0600706713799999,0.35335689045899998,1.0600706713799999,0.35335689045899998,0.70671378091949988,1.0600706713799999,1.0600706713799999,0.35335689045899998,1.0600706713799999,1.0600706713799999,0.70671378091949988,0.35335689045899998,1.0600706713799999,1.0600706713799999
../../Data/x264_16.csv,1.2216454445309999,0.41289457841600002,0.0,0.0,1.6402194531849998,0.41289457841600002,0.82578915683200005,0.82578915683200005,1.6629371741400001,1.6629371741400001,1.6402194531849998,1.2216454445309999,1.6629371741400001,0.82578915683200005,7.2304826379799998
../../Data/x264_5.csv,1.40530988345,1.40530988345,0.70265494172499998,1.40530988345,0.70265494172499998,0.0,0.70265494172499998,1.40530988345,1.40530988345,0.0,0.70265494172499998,1.40530988345,1.40530988345,1.40530988345,1.40530988345
../../Data/x264_0.csv,4.4441481678999999,0.73995066995500003,0.73995066995500003,2.9620247539099998,2.9620247539099998,2.9620247539099998,2.9620247539099998,0.73995066995500003,1.8509877119325,2.9620247539099998,2.9620247539099998,0.73995066995500003,0.73995066995500003,0.73995066995500003,2.9620247539099998
../../Data/x264_12.csv,0.94091903719900005,0.94091903719900005,0.94091903719900005,0.94091903719900005,0.94091903719900005,0.94091903719900005,0.94091903719900005,1.4117314886695,0.94091903719900005,0.94091903719900005,0.94091903719900005,0.94091903719900005,0.94091903719900005,2.1175972330099997,0.94091903719900005
../../Data/x264_1.csv,1.16116814512,0.0,0.08222864547,0.0,0.0,1.16116814512,0.0,1.16116814512,0.0,0.16445729094,0.16445729094,0.0,0.0,0.0,0.16445729094
../../Data/x264_6.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../../Data/x264_15.csv,0.065277832165099997,0.065277832165099997,0.071797783608099991,0.078317735051099985,0.078317735051099985,0.0913576379371,0.078317735051099985,0.078317735051099985,0.0913576379371,0.10441712025704999,0.078317735051099985,0.078317735051099985,0.078317735051099985,0.078317735051099985,0.130516505463
../../Data/x264_8.csv,0.0,0.0,0.0,0.0,0.0,0.18140712361400002,0.18140712361400002,0.09070356180700001,0.0,0.18140712361400002,0.0,0.0,0.0,0.0,0.18140712361400002
../../Data/x264_2.csv,0.9903381642525001,0.0,0.90982286634500009,0.45491143317250005,0.0,0.90982286634500009,0.90982286634500009,0.90982286634500009,0.90982286634500009,0.90982286634500009,0.90982286634500009,0.90982286634500009,0.90982286634500009,0.90982286634500009,0.90982286634500009
../../Data/x264_9.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../../Data/x264_18.csv,0.0,0.0,1.1100000000000001,0.55500000000000005,0.0,1.1100000000000001,1.1100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../../Data/x264_7.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../../Data/x264_19.csv,0.070617437777600003,0.081544385424399998,0.070617437777600003,0.114162139594,0.081544385424399998,0.097853262509199998,0.081544385424399998,0.114162139594,0.081544385424399998,0.12231657813649999,0.081544385424399998,0.114162139594,20.839972405400999,0.13047101667899999,0.152161823202
../../Data/x264_14.csv,2.21088435374,0.22108843537399997,0.22108843537399997,0.22108843537399997,0.22108843537399997,0.22108843537399997,0.22108843537399997,0.22108843537399997,0.22108843537399997,0.22108843537399997,0.22108843537399997,0.22108843537399997,0.22108843537399997,1.215986394557,0.22108843537399997
../../Data/x264_3.csv,5.5583333333300002,4.1666666666700003,4.1666666666700003,4.8625000000000007,4.8625000000000007,5.5583333333300002,5.5583333333300002,4.1666666666700003,5.5583333333300002,4.1666666666700003,4.1666666666700003,4.8625000000000007,4.1666666666700003,4.1666666666700003,5.5583333333300002
../../Data/x264_10.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
../../Data/x264_17.csv,8.3202990882399988,8.3202990882399988,9.5391599587999991,8.3202990882399988,9.2129859230199997,9.8653339945800003,8.3202990882399988,8.7666425056299992,8.3202990882399988,9.8653339945800003,8.3202990882399988,9.5391599587999991,9.8653339945800003,9.60782817686,9.2129859230199997
../../Data/x264_20.csv,4.6271121208699997,0.0,0.0,4.6271121208699997,4.6271121208699997,0.0,5.4837548263700002,7.6129464784500005,5.4837548263700002,7.6129464784500005,9.7421381305299999,9.7421381305299999,9.7421381305299999,9.7421381305299999,10.195289706615
../../Data/x264_4.csv,1.6169881161100002,0.0,0.0,0.80849405805500008,0.0,1.6169881161100002,1.6169881161100002,1.6169881161100002,1.6169881161100002,1.6169881161100002,1.6169881161100002,1.6169881161100002,1.6169881161100002,1.6169881161100002,1.6169881161100002
