0.09,3,2.229729066
0.09,4,1.511149
0.09,5,0.925370952
0.09,6,0.638899569
0.13,3,0.638899569
0.13,4,0.891339086
0.13,5,0.638899569
0.13,6,0.638899569
0.13,7,0.638899569
0.15,3,0.925370952
0.15,4,2.174035381
0.15,5,1.511149
0.15,6,0.638899569
0.15,7,2.966758238
0.18,3,1.511149
0.18,4,0.638899569
0.18,5,1.511149
0.18,6,0.891339086
0.18,7,0.638899569
0.1,3,1.511149
0.1,4,0.638899569
0.1,5,0.638899569
0.1,6,1.511149
0.1,7,0.638899569
0.2,3,0.638899569
0.2,4,0.638899569
0.2,5,0.638899569
0.2,6,0.891339086
0.2,7,1.511149
0.09,3,1.124490787
0.09,4,1.511149
0.09,5,1.511149
0.09,6,1.511149
0.09,7,0.638899569
0.13,3,0.638899569
0.13,4,0.638899569
0.13,5,0.638899569
0.13,6,2.174035381
0.13,7,2.100676722
0.15,3,1.511149
0.15,4,0.638899569
0.15,6,1.511149
0.15,7,0.638899569
0.18,3,0.925370952
0.18,4,1.511149
0.18,5,0.638899569
0.18,6,0.638899569
0.18,7,0.638899569
0.1,3,1.124490787
0.1,4,0.638899569
0.1,5,0.638899569
0.1,6,0.925370952
0.1,7,0.638899569
0.2,3,0.925370952
0.2,4,0.638899569
0.2,5,0.638899569
0.2,6,0.638899569
0.2,7,0.638899569
0.09,3,0.891339086
0.09,4,0.925370952
0.09,5,0.638899569
0.09,6,1.511149
0.09,7,0.638899569
0.13,3,0.287222663
0.13,4,2.096599333
0.13,5,0.638899569
0.13,6,1.511149
0.13,7,0.638899569
0.15,3,1.511149
0.15,4,0.638899569
0.15,5,0.638899569
0.15,6,0.638899569
0.15,7,0.638899569
0.18,3,0.638899569
0.18,4,1.511149
0.18,5,0.891339086
0.18,6,2.221589314
0.18,7,0.638899569
0.1,3,1.511149
0.1,4,0.638899569
0.1,5,0.638899569
0.1,6,0.925370952
0.1,7,0.638899569
0.2,3,0.638899569
0.2,4,0.638899569
0.2,5,1.511149
0.2,6,2.221589314
0.09,3,1.511149
0.09,4,1.511149
0.09,5,2.174035381
0.09,6,1.511149
0.09,7,0.638899569
0.13,3,0.638899569
0.13,4,0.638899569
0.13,5,2.174035381
0.13,6,0.638899569
0.13,7,0.638899569
0.15,3,0.638899569
0.15,4,0.638899569
0.15,5,0.638899569
0.15,6,2.966758238
0.15,7,0.638899569
0.18,3,0.638899569
0.18,4,0.638899569
0.18,5,0.638899569
0.18,6,0.638899569
0.1,3,0.891339086
0.1,4,0.638899569
0.1,5,1.511149
0.1,6,1.124490787
0.1,7,1.511149
0.2,3,0.638899569
0.2,4,0.638899569
0.2,6,0.638899569
0.2,7,0.925370952
0.09,3,0.925370952
0.09,4,0.638899569
0.09,5,0.638899569
0.09,6,0.891339086
0.09,7,0.638899569
0.13,3,2.174035381
0.13,4,1.511149
0.13,5,0.638899569
0.13,6,0.638899569
0.13,7,0.638899569
0.15,3,1.511149
0.15,4,0.925370952
0.15,5,0.638899569
0.15,6,0.638899569
0.15,7,0.638899569
0.18,3,0.925370952
0.18,4,0.638899569
0.18,5,0.638899569
0.18,6,0.638899569
0.18,7,0.638899569
0.1,3,1.511149
0.1,4,0.638899569
0.1,5,0.638899569
0.1,6,2.174035381
0.1,7,0.638899569
0.2,3,2.100676722
0.2,4,0.638899569
0.2,5,0.638899569
0.2,6,0.638899569
0.2,7,0.638899569
