SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandsync.2
0,1,1,1,0,1,0,0,1,0,1,1,0,0,3029.8
0,1,1,1,0,1,1,0,0,1,0,0,1,0,3040.9
1,1,1,0,1,1,1,1,0,0,0,0,1,1,2996.4
0,1,0,0,0,1,0,0,0,0,0,0,1,1,2992.1
0,0,1,0,0,0,1,1,1,1,1,0,0,1,3035.3
1,1,0,1,1,1,1,0,0,1,1,0,0,0,2984.0
0,1,0,1,0,1,1,1,0,0,0,1,0,0,3031.5
1,0,1,1,0,0,1,1,1,0,1,1,0,0,3057.0
1,0,0,1,0,0,0,0,0,0,1,0,0,1,3015.3
1,1,0,1,0,0,1,1,1,0,0,1,0,0,3017.1
1,0,1,1,0,0,0,1,1,0,0,1,0,0,3030.5
0,1,0,1,1,1,0,1,0,1,1,0,0,1,3034.2
1,1,0,1,1,1,0,1,1,0,0,0,1,0,2998.8
1,1,1,1,1,1,0,0,1,0,0,1,1,0,3056.1
1,0,1,0,1,0,1,0,1,0,0,1,0,0,3051.8
0,0,0,1,1,0,0,1,0,0,0,1,1,1,3023.1
0,0,1,0,0,0,0,1,0,0,0,1,0,0,3056.5
1,0,1,1,0,1,0,0,0,1,0,0,0,0,3018.5
0,0,0,0,1,1,1,1,0,0,0,0,0,0,3014.8
1,0,0,1,0,0,0,0,0,1,1,1,0,0,3020.1
1,1,1,0,1,0,1,1,0,1,1,0,1,0,3002.6
0,1,0,0,0,1,0,1,0,1,1,1,0,0,3045.3
1,0,1,1,0,1,1,1,0,1,1,1,0,1,3033.8
1,0,0,0,0,0,0,1,0,1,0,1,0,1,3021.0
0,0,1,1,1,0,1,1,0,1,0,0,1,1,2998.5
0,0,1,1,1,1,0,1,0,1,1,1,0,0,3052.4
1,1,0,0,1,0,0,1,1,0,0,0,1,0,3000.1
1,0,0,0,1,1,1,0,1,1,1,0,1,1,2979.5
0,0,1,1,1,0,1,1,0,0,0,0,1,1,2995.8
0,0,1,1,1,0,1,1,1,0,0,1,1,0,3038.8
1,0,0,0,1,0,0,1,1,0,1,1,0,0,3020.1
0,1,0,1,1,0,1,1,1,1,1,0,1,1,3020.8
0,0,1,1,0,1,0,1,0,1,1,1,1,0,3024.2
0,0,1,1,0,0,1,0,0,0,0,0,0,0,3024.8
0,0,0,0,0,0,1,1,0,1,1,0,0,1,3016.0
0,0,1,0,0,1,0,1,1,0,0,1,1,0,3021.3
1,0,1,1,0,1,0,1,0,1,0,0,1,0,2983.6
1,1,1,1,1,1,0,1,1,0,0,0,0,1,2994.8
1,1,1,1,0,0,1,0,1,1,0,1,1,0,3040.2
1,0,0,0,1,1,0,0,1,1,0,1,1,0,3028.6
1,1,0,1,1,1,1,0,1,1,1,1,1,0,3006.1
0,0,0,0,1,0,0,0,0,1,0,1,0,0,3014.5
1,1,1,0,0,1,0,0,0,0,1,1,1,0,3008.9
1,1,0,0,0,0,1,1,1,1,1,1,1,0,3017.3
1,1,0,0,0,1,0,1,0,0,0,1,1,1,3015.0
1,1,1,1,1,0,1,0,1,1,0,1,0,1,3042.9
0,1,0,1,0,1,1,1,0,0,0,0,1,1,2986.8
1,0,0,0,0,1,1,0,1,0,1,1,1,1,3006.5
1,0,0,1,0,0,1,1,0,1,0,1,1,1,3032.6
0,1,0,1,0,0,0,0,1,1,1,0,1,1,2994.8
0,1,0,0,0,1,0,1,0,1,0,0,1,0,2992.4
1,1,0,1,1,0,1,1,0,1,0,1,1,0,3014.5
0,1,0,1,0,1,0,0,1,0,1,0,1,1,3011.0
0,1,1,0,1,0,1,0,1,0,0,1,1,1,3022.6
1,0,0,1,0,0,0,1,0,1,1,0,0,1,2983.1
1,1,0,1,0,0,1,1,1,0,1,0,0,0,2984.9
0,1,1,0,0,1,0,0,1,1,0,0,0,0,3017.0
1,1,0,1,0,1,0,1,1,0,1,1,1,0,3044.5
1,0,0,0,0,1,1,0,1,1,1,0,1,0,2987.6
1,1,0,1,0,0,1,1,1,0,1,1,0,1,3013.4
1,1,1,1,0,1,0,0,0,0,1,0,0,0,3006.2
1,1,0,1,0,0,0,1,1,1,1,0,0,1,2995.7
1,0,1,1,1,0,0,1,1,0,0,0,0,0,2987.9
0,1,0,0,1,0,1,1,0,1,1,1,1,0,3028.7
0,0,0,1,0,0,0,1,1,0,1,1,0,1,3019.8
0,0,0,1,0,0,0,1,1,1,0,1,0,1,3058.1
1,0,1,1,0,0,1,0,1,1,1,0,1,0,2985.9
1,1,1,1,1,1,1,0,1,0,0,0,1,0,2985.7
0,1,0,1,1,1,1,0,1,0,1,1,1,0,3039.2
0,1,1,1,1,1,0,1,0,1,0,1,1,1,3013.2
0,1,1,1,0,0,1,1,1,1,0,0,1,0,3008.6
0,1,0,1,0,0,0,0,1,0,1,0,1,1,2990.7
1,0,1,0,0,1,0,0,1,1,0,0,1,0,3009.6
1,0,0,0,0,0,0,0,1,0,1,1,0,0,3007.3
1,1,1,0,1,1,0,0,1,0,0,1,0,0,3044.3
0,1,1,0,0,1,1,0,0,1,0,0,0,1,2979.4
0,1,1,1,1,1,1,0,0,1,0,0,0,0,2990.0
0,0,1,0,1,1,0,0,1,1,1,1,0,0,3008.4
0,0,1,0,1,1,0,0,1,0,1,1,0,0,3027.0
1,0,1,0,1,1,0,1,1,0,0,0,1,0,2992.3
1,0,0,1,0,1,1,1,1,1,1,1,1,1,3048.5
1,0,1,1,1,1,1,1,1,1,1,1,1,0,3018.3
0,1,0,1,0,0,1,0,0,0,0,1,0,0,3059.7
1,0,1,1,1,1,0,0,0,0,1,0,0,0,3036.5
1,1,0,0,1,1,0,0,0,0,1,1,0,0,3045.7
0,1,0,1,1,0,0,0,0,0,0,0,1,1,3029.6
1,0,1,1,1,1,1,0,0,1,0,0,1,0,3010.7
0,0,1,1,0,1,0,0,0,0,1,0,0,0,3009.2
1,1,0,0,1,0,1,0,1,1,1,0,1,1,2988.1
1,1,1,0,1,1,1,0,1,1,0,1,0,1,3021.2
0,0,0,0,1,0,0,1,1,0,0,0,0,1,2983.5
1,1,1,1,1,0,0,0,0,1,0,1,0,0,3008.0
0,0,0,0,1,0,0,0,0,1,0,1,1,0,3009.2
0,0,0,0,1,0,1,1,0,1,1,1,1,0,2994.8
0,0,1,1,0,0,1,0,1,1,1,1,1,0,3017.9
1,1,0,1,0,0,0,0,1,1,1,1,1,0,3025.8
1,1,1,1,0,0,0,1,1,1,0,0,1,0,3014.5
1,0,0,0,0,0,0,0,0,0,0,0,1,0,2982.7
0,0,0,1,0,1,0,1,1,1,0,1,0,1,3052.6
0,0,1,0,1,0,0,1,0,1,1,1,0,1,3037.8
1,0,0,0,1,0,1,1,0,0,1,1,0,1,3044.8
0,1,1,1,1,0,0,0,1,1,1,1,1,0,2997.8
1,0,0,1,0,0,0,0,1,0,1,0,0,0,3028.7
0,0,0,1,1,0,0,1,1,1,1,0,0,1,2986.9
0,0,0,0,0,0,0,0,0,1,0,1,0,1,3014.6
1,0,0,0,0,0,1,0,0,1,0,1,0,0,3044.7
1,0,1,0,1,1,0,1,1,1,0,1,1,1,3009.2
0,1,1,0,0,1,1,1,0,1,1,0,1,1,3031.7
1,0,1,0,0,0,0,0,1,0,1,1,1,0,3016.3
0,0,1,0,0,1,1,0,0,1,1,0,1,0,2995.4
1,1,1,0,0,0,0,1,1,0,1,0,1,1,2976.2
0,1,0,0,1,1,1,1,1,0,0,1,1,0,3035.0
1,0,1,0,1,1,1,0,1,1,0,0,0,1,3015.1
0,0,1,0,1,0,0,1,0,1,0,0,1,1,2980.4
0,0,1,0,0,1,1,1,0,1,0,1,0,1,3008.9
0,0,0,0,1,0,0,1,1,1,1,0,1,0,2980.9
0,0,0,1,0,1,0,1,1,1,1,1,0,1,3019.8
0,0,1,0,1,0,0,0,1,0,1,1,1,0,3012.6
0,1,0,0,1,0,0,0,1,1,0,1,0,0,3046.1
1,1,1,0,1,1,0,1,1,0,1,0,1,1,3007.2
1,1,1,0,0,0,1,1,1,0,0,0,0,1,2997.3
0,1,0,1,0,1,1,0,0,1,0,0,0,1,2977.8
0,0,1,1,0,1,0,0,1,0,1,0,0,1,2996.5
0,1,1,0,1,1,1,1,0,0,1,1,0,1,3013.9
0,0,0,0,1,0,1,1,0,0,0,1,1,1,3007.2
0,0,0,0,1,1,0,0,1,0,0,1,0,1,2994.7
0,0,1,0,0,1,1,1,1,1,0,1,0,0,3012.5
1,1,0,1,1,0,0,0,1,0,1,1,0,1,3007.2
0,0,0,1,0,0,1,0,0,0,1,0,1,1,2991.9
0,0,0,0,0,0,0,1,1,1,0,0,1,1,3009.3
0,0,1,1,0,0,0,1,1,1,1,1,1,1,2995.9
0,0,0,1,0,1,1,0,0,0,1,1,1,0,3004.6
0,0,1,0,1,1,1,1,1,0,1,1,0,0,3015.5
0,1,0,0,1,1,1,0,0,1,1,0,0,1,2986.6
1,0,0,1,1,0,0,1,0,0,0,0,0,1,3001.8
1,1,0,1,1,1,1,1,1,1,0,1,1,0,3018.5
1,1,0,1,1,0,0,0,0,0,1,1,0,1,3025.5
1,1,1,0,0,1,0,1,1,0,1,0,0,1,2979.7
0,0,1,1,0,0,0,0,0,0,1,0,1,1,2988.5
1,1,1,1,1,0,1,1,1,0,1,0,1,0,2996.5
1,1,1,0,0,0,0,0,0,0,1,0,1,1,2976.4
0,0,1,0,0,1,0,0,0,1,0,1,1,1,3016.9
0,1,0,0,0,0,1,1,0,1,0,0,1,0,2995.5
0,1,0,0,0,0,0,0,0,1,0,0,0,1,3005.4
1,1,0,0,0,0,1,1,0,1,1,1,0,1,3029.6
0,1,0,0,0,0,0,0,0,0,0,0,1,0,2987.5
1,0,0,1,0,0,1,0,1,1,0,1,1,1,3004.8
0,0,1,1,1,0,0,1,1,0,0,1,1,1,3007.6
1,0,1,0,0,1,1,0,1,0,0,1,0,0,3024.5
0,0,1,0,1,0,1,1,0,0,0,1,0,1,3039.4
1,1,0,1,1,1,1,1,1,1,0,0,0,0,3021.0
1,1,1,1,1,0,0,0,0,1,1,0,0,0,3033.8
1,0,1,1,1,1,1,1,0,0,0,1,1,0,3001.7
0,0,0,0,1,0,0,1,0,1,1,0,1,1,3011.4
0,1,0,0,0,1,1,0,0,1,1,0,1,1,3002.2
1,0,0,1,0,1,0,1,1,0,1,0,1,1,2983.0
1,1,1,1,0,1,1,1,0,1,1,1,1,0,3008.7
1,1,0,1,1,0,1,0,1,0,0,0,0,1,2999.8
0,0,1,1,1,0,1,0,1,0,1,1,0,1,2995.1
0,1,1,1,0,0,0,0,1,1,0,0,1,0,2999.0
1,1,0,0,1,1,0,1,1,0,0,1,1,0,2982.4
1,1,1,0,0,0,1,1,0,1,1,1,1,0,3007.3
0,1,1,1,1,0,1,0,0,0,1,1,1,0,3014.7
0,0,0,1,0,1,1,1,0,1,1,0,1,1,2984.6
0,0,0,1,0,0,0,1,0,0,0,0,1,0,2987.0
0,0,0,1,0,1,1,0,1,0,0,1,1,0,3008.1
1,0,0,1,1,0,1,0,1,0,1,0,0,1,2968.3
0,1,0,0,0,0,0,0,0,1,0,0,0,1,3011.3
1,0,0,1,0,1,1,0,0,1,1,0,1,1,2993.7
0,1,1,1,1,0,0,1,0,0,1,1,0,0,3003.4
0,1,1,0,0,1,0,1,1,0,0,0,0,1,2978.2
0,0,0,0,0,1,1,1,0,0,1,0,0,0,3004.8
0,1,0,0,1,1,0,1,0,1,1,1,1,1,3049.2
0,0,1,1,1,0,1,1,1,0,0,1,0,0,3039.8
0,1,1,0,1,0,1,1,1,0,1,0,0,0,3005.1
0,1,0,1,0,0,0,0,1,0,1,1,1,0,2999.0
1,1,1,1,1,1,0,0,1,1,1,1,0,0,3006.4
0,0,1,0,1,0,1,1,1,1,1,0,1,1,2972.7
0,0,1,0,0,1,0,1,1,1,1,1,0,1,3045.5
1,0,0,0,0,0,1,0,0,0,0,0,1,1,2978.5
1,0,1,0,1,0,0,0,0,1,0,0,1,1,3014.4
