SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseqsync
1,0,1,1,1,1,1,0,0,1,1,1,1,0,2513.4
0,1,1,0,1,1,1,1,0,1,0,1,0,0,2530.3
0,0,1,0,0,0,0,0,1,0,1,1,0,1,2525.6
0,1,1,1,0,0,0,0,0,0,0,1,0,1,2540.2
0,0,1,1,0,0,1,0,0,1,0,0,1,0,2519.2
0,1,1,0,0,1,1,0,0,1,0,1,0,0,2515.2
0,1,0,1,0,0,0,1,0,0,1,1,0,0,2541.9
0,0,1,1,0,1,0,1,0,1,0,1,1,1,2507.7
1,1,0,0,0,0,1,1,0,1,1,1,1,0,2525.4
0,1,1,1,1,0,1,1,1,1,0,0,0,0,2528.3
0,1,0,0,0,0,1,0,0,1,1,0,0,0,2517.6
1,0,1,0,0,1,0,1,0,0,1,1,1,0,2528.6
0,0,1,1,0,1,1,1,0,1,0,0,0,1,2534.3
0,0,1,1,0,1,1,0,0,0,0,1,0,0,2526.1
1,1,0,1,1,1,1,0,1,1,0,0,0,0,2518.3
1,1,0,0,0,0,0,1,0,1,0,1,1,0,2551.9
0,0,1,0,0,0,1,0,1,0,0,1,1,0,2515.3
0,0,0,0,1,0,0,1,0,1,1,1,1,1,2529.1
0,1,0,1,1,1,0,1,0,0,0,1,1,1,2533.3
1,0,0,0,1,0,0,0,0,1,0,1,1,1,2537.3
1,0,1,1,0,0,0,1,1,0,1,0,1,0,2509.2
0,0,1,0,1,1,1,1,0,0,0,0,0,1,2526.6
1,0,0,0,0,1,0,0,1,0,0,1,1,0,2518.7
1,0,0,0,1,1,1,1,0,1,0,0,0,1,2521.8
0,1,1,1,0,0,0,0,0,0,0,0,1,1,2532.9
1,1,0,1,0,1,0,1,1,1,0,0,0,0,2522.8
0,1,1,1,0,0,0,1,1,1,0,0,0,0,2510.5
0,1,1,1,1,1,0,0,1,1,1,1,1,1,2512.1
1,0,0,0,0,0,0,0,0,0,1,0,1,0,2520.6
0,1,0,1,0,0,0,1,1,1,0,1,0,0,2534.9
0,1,0,0,0,0,1,1,1,1,1,0,0,1,2519.7
0,0,0,0,0,1,0,0,1,0,0,0,0,1,2539.0
1,1,0,1,1,1,0,1,0,0,1,1,1,1,2516.2
0,0,1,0,0,1,1,1,0,1,0,1,1,1,2524.8
0,0,0,1,1,1,0,0,1,0,1,1,1,0,2533.4
0,1,0,0,1,1,0,0,1,0,0,0,0,0,2516.2
1,0,0,0,0,1,1,1,0,0,0,1,0,0,2529.7
1,1,0,1,0,0,0,1,1,0,0,1,1,1,2546.5
1,1,0,0,0,1,1,1,0,0,0,0,1,0,2525.0
1,0,0,1,1,0,0,1,1,1,1,1,1,1,2525.0
0,1,1,0,1,0,1,1,1,0,0,1,1,1,2542.7
0,1,0,1,1,0,1,1,0,0,0,0,1,0,2523.7
1,0,0,0,1,1,1,1,1,1,1,0,0,0,2527.7
1,0,1,1,0,1,0,1,0,0,1,1,0,1,2525.5
1,0,1,0,1,0,0,1,1,0,1,0,0,1,2526.8
1,1,1,1,1,1,1,1,1,1,1,0,1,1,2515.4
1,1,1,0,1,1,0,0,1,1,0,1,1,1,2519.3
0,1,0,1,1,0,0,0,1,0,1,0,0,1,2526.4
1,0,1,0,1,1,0,1,1,1,1,0,1,1,2520.4
0,0,0,1,1,0,1,1,0,1,1,1,0,0,2529.0
1,0,0,0,0,1,0,1,1,0,1,0,0,1,2527.2
1,0,1,0,0,1,1,1,1,1,0,0,1,0,2528.8
0,0,0,1,0,0,1,1,1,1,1,0,1,1,2515.0
0,0,0,0,1,0,1,1,1,1,1,1,0,0,2550.7
0,1,1,0,0,0,1,0,1,0,1,0,1,0,2513.9
0,1,0,0,1,0,1,0,0,0,1,0,0,0,2517.9
1,0,0,1,1,1,0,1,0,1,1,1,1,1,2523.3
1,1,0,0,1,0,0,0,1,1,1,1,1,0,2531.2
1,1,0,1,0,0,0,0,0,1,0,1,1,1,2527.0
0,0,1,1,1,1,1,0,1,1,0,1,1,0,2532.4
0,1,1,0,0,0,1,0,1,0,0,0,1,0,2514.8
0,1,0,1,1,0,1,1,0,1,1,1,0,0,2516.0
0,1,1,0,0,1,0,0,1,1,1,1,1,1,2522.9
1,0,1,1,0,1,1,0,1,1,0,1,0,0,2544.8
0,1,0,1,0,0,1,1,1,0,1,0,0,1,2505.4
1,0,1,1,0,0,1,0,1,0,1,1,1,1,2524.9
0,0,1,1,0,1,1,0,1,0,1,0,0,1,2506.1
0,0,0,1,1,1,0,1,0,1,0,1,0,1,2520.3
1,1,1,0,0,0,0,1,1,1,1,1,0,1,2524.9
0,1,0,0,0,1,0,0,1,1,0,0,1,0,2525.2
1,0,0,1,1,1,1,0,1,0,0,0,1,1,2522.4
1,1,0,1,1,1,1,1,0,1,1,1,1,1,2505.0
1,0,1,0,0,1,0,0,1,1,1,0,0,1,2517.4
0,1,0,1,1,0,1,1,1,1,1,1,0,0,2542.3
1,0,0,1,0,1,0,0,0,1,1,0,0,1,2514.2
0,1,0,1,0,1,1,1,0,0,1,1,1,0,2543.3
1,0,1,1,0,0,0,1,1,0,1,1,1,1,2541.5
1,0,1,1,0,0,0,0,1,0,1,1,1,1,2510.6
0,1,1,1,1,0,1,1,0,1,0,1,0,1,2525.3
1,1,1,1,1,1,1,0,0,0,0,0,0,1,2501.9
1,0,0,0,1,0,0,0,1,1,1,0,0,1,2520.5
0,0,0,0,1,0,1,0,1,1,1,0,0,0,2521.5
0,1,1,1,0,1,1,1,0,1,1,0,1,0,2504.9
0,1,1,0,0,0,1,0,1,0,1,1,1,0,2521.3
0,0,0,0,0,1,0,0,0,0,0,1,0,1,2518.6
1,1,0,0,0,1,1,1,0,0,1,1,1,0,2513.8
1,0,0,0,0,0,1,0,0,0,0,1,0,0,2523.6
1,1,0,1,1,1,0,1,0,1,0,1,1,0,2542.1
0,1,0,1,1,1,1,0,1,1,1,0,1,1,2504.1
0,1,0,1,1,0,0,0,0,0,0,0,0,1,2513.4
1,1,0,1,0,0,0,1,1,1,0,0,1,0,2514.0
0,1,0,1,1,0,0,0,0,0,1,1,1,0,2530.8
0,1,1,1,0,1,1,1,1,1,0,0,1,1,2499.1
0,0,1,1,1,0,1,1,0,1,1,0,1,1,2504.6
1,1,0,0,0,0,1,0,1,1,0,1,0,1,2515.7
0,0,0,0,1,0,1,1,0,0,1,1,1,0,2518.7
1,1,0,1,0,0,0,0,0,0,1,0,0,0,2504.9
0,1,1,0,0,0,1,1,0,1,0,0,1,0,2511.3
1,0,1,1,1,1,0,0,1,0,1,0,0,1,2521.4
1,1,1,1,0,0,1,0,1,1,1,1,0,0,2526.3
1,0,1,0,0,0,1,1,0,0,0,0,0,0,2524.7
1,1,1,0,1,1,0,0,1,0,0,0,0,0,2501.1
1,1,0,0,1,1,0,0,1,0,0,1,0,0,2531.5
0,0,0,1,1,0,1,0,0,1,0,0,0,0,2498.2
0,0,0,0,1,1,0,0,1,0,1,1,0,0,2506.4
0,0,1,1,0,0,1,1,1,1,1,0,0,1,2524.4
1,0,1,0,0,0,0,1,0,1,0,0,0,0,2518.7
0,0,1,0,1,1,0,0,1,0,0,1,1,0,2518.7
0,0,0,1,1,1,0,1,0,1,0,1,1,1,2538.4
1,1,1,1,1,0,1,0,0,1,1,0,1,0,2521.0
0,1,1,1,0,1,1,1,0,0,1,1,1,1,2511.7
0,0,1,1,0,1,0,0,1,0,0,0,1,0,2517.3
0,1,1,1,1,0,0,1,0,0,1,1,0,1,2531.3
0,0,1,1,0,0,1,1,0,0,1,0,0,1,2500.8
1,1,1,0,1,1,1,0,1,0,0,0,1,0,2509.9
1,1,0,0,1,0,1,0,0,1,0,0,0,0,2518.6
0,0,1,1,1,1,0,1,0,1,0,1,1,1,2501.0
0,0,1,1,1,0,1,0,0,1,1,0,1,1,2499.0
0,1,0,0,1,0,0,0,1,1,0,0,1,0,2511.5
0,0,1,0,0,0,1,1,0,0,1,1,0,0,2532.0
1,1,0,0,0,0,0,1,1,1,1,0,0,0,2525.1
0,1,0,0,1,0,0,0,0,1,1,0,1,0,2518.1
0,0,1,1,0,0,0,1,0,0,0,0,0,0,2514.8
1,0,1,0,1,0,0,0,1,0,0,1,0,0,2523.2
1,0,1,1,1,0,0,1,0,0,0,1,1,0,2513.7
0,1,1,0,0,0,1,1,0,1,0,0,0,1,2505.1
1,0,1,1,0,0,0,0,0,0,1,0,1,0,2510.6
1,0,0,0,0,0,1,0,0,1,1,0,1,1,2512.6
1,1,1,1,0,1,0,1,0,0,0,1,1,0,2518.2
0,1,1,0,0,0,0,0,1,1,1,1,0,0,2520.6
1,1,1,1,0,0,0,1,1,1,0,0,0,0,2509.3
0,0,0,1,1,0,0,0,0,1,1,0,1,0,2517.0
1,1,0,0,1,0,0,0,1,1,0,0,1,0,2512.0
0,1,1,0,0,0,1,0,1,1,0,0,1,1,2527.4
1,1,1,0,0,1,0,0,1,1,0,1,1,0,2526.5
0,1,0,1,0,1,1,1,1,1,1,0,1,1,2498.0
0,1,1,0,0,1,0,0,1,0,1,1,0,0,2516.9
1,0,0,0,1,1,0,0,1,1,0,1,1,1,2522.5
0,0,1,0,0,1,1,1,1,0,1,1,1,0,2512.8
0,1,0,1,1,0,1,1,1,0,1,0,0,1,2510.7
1,0,1,0,0,0,0,0,1,0,0,0,1,1,2519.3
0,1,1,0,0,0,1,0,0,0,0,0,1,1,2504.2
0,1,1,0,0,1,0,0,0,1,1,1,1,1,2506.9
0,1,0,1,0,0,0,0,0,0,0,0,1,1,2500.7
0,0,1,0,1,0,0,1,1,0,1,0,0,0,2493.9
1,1,0,0,0,1,1,0,1,0,0,1,0,1,2519.7
1,0,0,0,0,0,1,0,1,1,0,0,1,1,2509.9
0,1,1,1,0,1,0,0,1,0,1,0,1,0,2513.6
0,0,0,1,0,0,0,1,1,0,0,0,1,0,2508.9
1,0,1,0,1,0,0,0,0,1,0,1,1,0,2514.3
1,0,0,1,1,0,1,0,1,1,1,0,0,1,2511.3
1,1,1,0,1,0,1,0,1,1,0,0,1,1,2518.8
0,1,1,1,0,0,1,1,1,0,1,1,1,0,2515.6
1,1,0,1,1,0,1,1,1,0,0,1,1,0,2527.5
1,0,1,0,0,1,0,1,0,1,1,0,1,0,2490.2
0,1,0,0,1,0,0,0,1,0,1,0,1,1,2506.5
1,0,0,1,1,0,1,0,0,0,1,0,0,0,2536.7
1,0,1,0,1,1,1,0,0,1,0,0,0,1,2507.4
1,1,1,1,0,0,0,1,1,1,1,1,0,1,2530.0
1,1,1,0,0,0,0,1,0,1,0,1,0,0,2529.0
1,0,0,1,1,1,0,0,0,0,0,0,0,1,2517.3
0,1,1,1,0,0,0,1,1,0,1,1,0,1,2523.0
0,1,0,1,1,0,0,0,0,0,0,1,0,1,2517.0
0,0,0,0,0,1,1,0,1,1,1,0,0,0,2509.1
0,1,1,0,0,0,0,1,0,1,1,0,1,0,2502.8
0,1,1,0,1,1,0,0,0,1,0,1,1,1,2510.2
1,1,1,1,0,1,1,1,0,1,0,0,1,0,2506.5
0,1,0,0,1,0,1,0,1,1,0,1,0,0,2510.5
1,1,0,1,0,1,1,0,0,1,1,1,1,0,2528.7
1,1,1,0,1,0,1,1,1,0,1,0,0,1,2521.1
1,0,0,0,0,1,1,0,1,1,1,1,1,0,2512.2
0,0,1,1,0,1,1,1,1,1,1,0,0,0,2495.4
0,1,0,1,1,0,1,1,1,0,0,0,1,1,2520.9
1,0,1,1,0,0,1,0,1,0,0,1,1,1,2522.3
0,1,0,0,1,0,1,0,1,0,0,0,1,1,2513.5
1,1,1,1,1,0,1,0,1,1,0,0,0,0,2501.5
0,1,0,1,0,0,1,0,0,1,1,1,0,0,2503.6
1,1,1,1,1,1,1,1,1,1,0,0,0,0,2506.1
0,1,0,1,1,0,1,0,1,0,1,1,0,0,2510.5
1,0,0,1,1,0,0,0,0,1,1,0,0,1,2502.5
1,1,0,1,0,1,1,0,0,1,1,1,0,0,2513.6
0,0,1,1,1,1,0,0,1,0,0,0,0,1,2508.7
0,0,1,0,0,0,0,0,1,1,1,1,0,0,2531.1
0,0,1,0,0,1,0,0,0,0,1,0,1,0,2495.2
1,0,1,0,0,1,1,0,0,1,1,0,0,0,2499.6
1,0,0,1,0,0,1,0,1,0,1,1,0,1,2505.6
0,0,1,1,1,0,1,0,0,1,1,0,1,0,2526.6
1,1,1,1,0,1,1,0,0,0,1,0,1,1,2508.2
1,1,0,1,1,1,0,1,0,0,1,1,1,1,2517.5
0,1,0,1,1,0,1,0,1,0,0,0,0,0,2492.0
1,0,0,0,1,0,1,1,1,0,0,1,1,1,2522.4
0,0,1,0,1,1,1,0,0,0,0,1,1,0,2504.3
1,0,1,0,0,1,1,0,0,0,1,0,1,0,2513.1
0,0,0,0,1,1,0,1,1,1,1,1,0,1,2512.8
0,0,0,1,0,1,1,0,0,1,0,0,1,1,2505.4
1,1,0,1,0,0,0,0,1,1,1,1,0,0,2505.5
0,1,1,1,0,1,0,1,1,0,1,1,1,1,2509.6
0,1,1,1,0,1,1,1,0,0,0,1,1,1,2509.6
1,0,0,0,0,0,1,0,0,1,0,1,1,0,2506.9
1,1,1,0,1,1,1,1,0,0,0,0,1,1,2513.1
1,1,1,1,0,0,0,1,1,0,1,0,0,0,2507.6
0,0,0,1,0,0,1,1,1,1,0,1,0,0,2536.0
0,0,1,1,0,1,0,0,0,1,1,0,1,0,2490.6
0,0,0,1,1,0,0,1,0,1,0,1,1,1,2505.7
1,1,0,1,1,1,0,1,0,0,1,0,0,1,2493.5
1,0,1,1,1,1,1,1,0,1,0,0,0,1,2521.7
0,0,1,0,1,0,1,0,1,0,0,0,1,0,2500.5
0,1,0,0,0,1,0,0,0,0,0,1,1,0,2526.8
0,0,1,0,1,0,0,0,0,1,1,0,0,0,2495.0
1,1,0,1,0,1,1,0,1,0,0,0,1,1,2516.5
1,0,0,1,0,0,0,1,1,0,1,0,1,1,2512.6
1,1,0,1,1,0,1,0,0,1,1,0,0,1,2517.5
0,0,0,0,1,0,0,0,1,1,1,0,1,1,2493.1
0,1,1,0,0,0,0,1,0,1,0,1,1,1,2517.3
1,0,1,0,0,1,0,0,1,0,1,0,0,0,2510.7
0,1,0,1,1,1,0,0,1,0,1,0,0,0,2500.0
0,1,1,0,0,0,1,0,0,1,1,0,1,1,2518.0
1,0,0,1,1,0,1,1,0,1,0,1,1,1,2540.2
1,0,1,1,0,1,0,1,1,0,1,1,1,1,2520.2
0,0,1,1,1,0,1,1,1,1,1,0,1,1,2504.8
1,0,1,1,1,0,1,1,1,0,0,0,0,0,2519.3
1,0,1,1,1,1,0,0,0,0,1,0,1,0,2507.9
0,0,1,0,0,0,1,1,0,1,0,1,1,0,2510.8
1,1,1,0,1,1,1,1,0,0,0,1,1,1,2519.9
0,1,0,1,0,1,1,0,1,0,1,0,1,1,2497.7
0,1,1,1,0,0,0,0,1,1,1,0,0,0,2500.8
0,1,0,1,0,1,0,1,0,0,0,0,1,1,2502.3
1,1,0,0,1,0,0,1,0,0,0,1,1,0,2516.6
0,1,0,1,1,0,0,0,1,0,1,0,0,1,2514.2
0,1,1,0,0,1,1,0,0,1,0,0,0,0,2512.0
0,0,1,1,1,1,1,0,0,1,0,1,1,1,2527.3
1,0,1,1,1,1,0,1,0,1,0,0,0,1,2507.4
1,1,1,0,1,0,1,0,1,1,0,0,0,0,2517.3
1,0,0,0,1,1,0,1,1,0,1,1,1,1,2501.9
0,1,1,0,1,1,1,1,1,1,1,0,1,1,2494.9
0,0,1,0,1,1,1,1,1,0,1,1,0,1,2518.1
0,0,1,1,1,0,0,1,1,1,0,1,1,1,2536.4
0,0,0,0,1,0,1,1,0,1,0,0,0,0,2512.9
1,1,1,1,1,1,1,1,0,0,0,0,1,1,2517.4
0,0,1,1,0,0,0,1,1,0,0,0,1,1,2494.9
0,0,1,0,1,1,1,0,1,1,1,1,0,0,2515.5
0,1,0,1,1,0,0,0,1,1,0,0,1,1,2507.9
0,0,1,1,1,0,1,0,0,1,1,1,1,0,2497.3
0,0,0,1,0,0,0,0,1,0,1,1,0,1,2513.8
0,0,0,0,0,1,1,0,1,1,1,0,0,1,2519.0
1,0,1,1,1,1,0,1,1,1,0,1,1,0,2522.5
1,0,0,0,1,0,1,1,0,0,1,0,1,0,2498.7
1,0,0,0,1,0,1,0,1,0,1,0,1,0,2507.3
0,0,0,1,0,1,1,1,0,0,1,1,1,0,2525.4
1,1,0,1,1,1,0,1,1,0,0,1,0,1,2518.2
0,1,0,0,0,1,1,1,0,1,0,0,1,0,2530.0
1,1,1,0,0,1,1,1,1,1,0,1,1,1,2519.3
1,1,0,1,1,0,1,1,0,1,0,0,0,1,2507.8
0,1,1,0,0,1,0,1,0,0,1,1,0,1,2528.8
1,1,1,0,0,1,0,1,0,1,1,1,0,0,2527.3
1,1,0,1,1,1,1,0,0,0,1,0,1,0,2503.2
1,0,0,0,0,0,1,0,0,1,0,1,1,1,2520.8
1,1,0,1,1,0,1,1,0,1,0,1,0,1,2518.0
0,1,1,0,0,1,0,0,1,1,0,0,1,1,2511.9
1,1,1,1,1,1,1,0,1,1,1,0,0,0,2520.9
1,1,1,0,1,1,1,0,1,1,0,0,1,1,2504.0
0,0,1,0,1,1,1,1,1,0,0,1,1,1,2519.8
1,0,0,1,1,1,1,1,1,1,0,1,0,1,2522.7
1,0,1,1,1,0,0,0,1,1,0,0,1,1,2501.4
1,0,0,1,1,1,1,0,1,1,1,1,1,0,2512.1
0,0,1,1,1,0,1,1,1,1,0,1,0,0,2510.4
1,0,0,0,0,0,1,0,1,1,0,0,0,1,2497.7
0,1,0,0,1,0,1,0,1,0,0,0,1,0,2503.0
1,0,0,1,1,1,0,1,0,0,0,1,1,1,2512.4
0,0,1,0,0,1,1,1,1,0,0,0,0,1,2509.8
1,1,0,1,1,0,1,1,0,0,1,0,0,0,2515.1
0,1,0,0,1,1,1,1,1,0,1,1,0,1,2509.1
1,0,1,0,1,0,1,1,1,1,1,0,0,1,2504.4
1,0,0,0,1,0,1,1,1,0,1,0,0,1,2518.0
0,0,1,1,1,0,1,0,1,1,1,1,0,1,2524.5
1,1,1,1,0,0,0,0,0,0,0,0,1,0,2504.3
0,1,1,1,1,0,0,1,0,0,0,0,1,1,2492.2
1,1,0,1,1,0,1,0,1,0,1,1,0,1,2502.7
1,0,1,0,1,1,1,0,1,0,1,1,0,1,2539.7
0,0,0,1,0,1,0,0,1,0,0,1,0,0,2510.4
0,0,0,1,0,0,1,0,1,0,0,0,0,1,2508.2
0,1,1,1,1,0,0,0,1,0,1,1,0,0,2502.0
0,1,0,1,0,0,0,0,1,1,1,1,1,0,2507.8
0,0,0,1,1,1,0,1,1,1,1,1,1,1,2527.7
1,1,1,0,0,0,1,1,0,1,1,1,0,0,2506.7
0,1,0,0,0,1,1,1,0,0,1,0,1,0,2501.8
1,1,0,1,0,0,0,0,0,0,0,0,1,0,2501.5
0,0,1,1,0,0,1,0,1,1,1,1,1,1,2511.4
1,1,1,1,1,0,1,0,1,0,1,1,1,1,2503.4
1,0,1,1,1,0,0,0,0,1,1,1,0,1,2505.3
0,0,0,1,0,0,1,0,1,1,0,0,0,1,2519.9
1,0,0,1,0,1,0,0,1,0,1,1,1,1,2533.6
1,1,0,0,1,0,1,0,0,0,0,0,1,1,2493.2
0,1,1,0,0,1,0,0,0,1,1,1,0,1,2522.4
1,1,1,0,0,0,0,0,1,0,0,0,0,1,2487.9
0,0,1,0,1,1,0,0,0,0,1,0,0,1,2498.7
1,1,1,1,0,1,1,0,0,1,1,0,1,1,2497.7
0,1,0,0,1,1,0,0,0,1,1,1,0,0,2507.4
0,0,0,1,0,0,0,0,0,1,1,0,0,1,2508.6
0,0,1,1,1,1,1,0,0,0,1,1,1,1,2503.2
0,0,1,1,0,1,0,1,1,1,1,1,0,1,2508.0
0,0,1,0,1,0,1,0,1,1,0,1,0,0,2515.3
1,1,1,0,0,1,0,1,0,1,0,0,1,0,2516.8
0,1,1,0,0,0,0,1,0,1,1,1,1,1,2511.1
0,0,0,1,1,1,0,0,0,1,1,1,1,0,2512.7
0,1,0,0,0,1,1,0,1,1,1,1,1,0,2515.5
1,1,0,1,0,0,1,1,1,0,1,0,1,0,2483.5
1,0,1,0,1,0,1,0,0,1,1,1,1,1,2486.0
1,1,0,0,0,1,0,1,0,1,1,0,1,0,2488.9
1,1,0,1,1,1,0,0,1,1,1,1,1,0,2502.2
0,1,1,1,0,0,0,1,1,1,1,1,0,0,2511.0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,2492.0
1,0,1,0,0,0,1,0,0,0,1,0,1,0,2489.4
1,0,0,0,1,0,1,1,0,1,0,0,0,1,2477.6
0,0,1,0,0,1,0,0,0,0,0,0,1,1,2493.7
0,1,0,0,1,0,0,0,0,1,0,0,1,1,2511.2
0,0,1,0,1,0,1,1,0,0,1,1,0,0,2517.4
1,1,0,1,0,0,0,1,0,1,1,1,0,1,2520.1
0,0,1,0,0,1,0,0,1,0,0,1,0,1,2512.4
0,0,0,1,0,1,1,0,0,0,1,1,0,0,2505.5
0,0,1,1,1,0,0,0,1,0,0,0,0,1,2509.5
0,1,0,1,1,0,0,0,1,0,1,0,0,0,2504.3
1,0,0,0,0,0,1,0,1,0,1,1,1,1,2501.0
0,0,0,1,0,0,0,0,0,0,1,0,0,0,2492.5
1,1,1,1,0,0,0,0,1,1,1,1,1,0,2483.4
0,0,0,0,0,0,1,1,0,0,0,0,1,1,2502.3
0,1,0,0,0,1,1,0,1,0,1,1,0,0,2513.4
0,0,0,0,1,1,0,1,1,1,0,0,0,0,2507.1
0,0,1,0,0,0,1,1,1,0,0,0,0,1,2502.1
0,0,1,0,1,0,1,0,0,0,1,1,1,1,2518.7
0,0,1,1,0,1,1,1,1,0,0,0,1,0,2479.9
0,0,1,0,1,1,0,1,0,1,0,0,1,1,2512.1
1,1,0,1,0,0,0,0,0,0,0,1,1,0,2498.8
0,1,1,0,0,0,1,0,1,1,0,0,0,0,2497.3
1,1,0,1,1,1,0,0,0,1,0,0,0,1,2508.5
1,0,1,0,1,1,0,0,1,1,1,0,1,1,2493.6
1,0,0,0,1,1,1,0,0,1,1,0,1,1,2519.8
1,1,1,0,1,0,1,0,1,1,1,0,0,0,2502.2
1,1,0,1,0,0,1,0,0,0,1,0,1,1,2490.3
1,1,1,0,0,1,1,0,1,0,0,0,0,0,2504.6
1,1,0,0,0,0,0,1,1,0,0,1,1,0,2502.2
0,0,1,1,0,0,1,1,0,0,0,1,1,1,2497.3
0,1,0,1,0,1,0,1,1,1,1,1,0,1,2517.0
0,1,1,0,1,1,0,1,0,1,0,0,1,1,2500.4
1,1,1,0,0,1,0,0,0,1,0,1,1,0,2506.7
1,0,1,0,0,1,0,0,1,0,1,1,1,1,2496.3
1,1,0,1,0,1,0,0,0,1,0,0,1,0,2488.4
0,0,1,1,0,1,1,0,0,1,0,1,1,0,2516.2
0,1,0,0,1,0,1,1,0,1,0,1,1,1,2525.2
0,1,0,1,0,0,0,1,0,1,1,1,0,1,2510.4
1,0,1,1,1,0,0,0,1,1,1,0,1,1,2510.1
0,1,0,0,0,0,1,0,0,1,1,1,0,1,2520.3
0,0,0,1,0,1,1,0,1,1,1,1,1,1,2518.5
1,0,0,0,0,1,0,0,1,0,0,1,1,0,2499.9
0,0,0,0,0,1,0,0,1,1,1,0,0,1,2492.4
1,0,1,1,0,0,1,1,0,1,1,1,1,1,2502.7
0,0,0,0,1,0,1,1,0,0,1,1,0,0,2507.5
0,1,1,1,1,0,1,1,0,1,1,0,1,0,2495.0
0,1,1,0,1,0,1,0,1,0,0,1,1,1,2509.6
1,1,0,1,0,1,0,0,1,0,1,0,1,1,2496.7
0,0,1,1,1,0,1,1,0,0,0,1,1,1,2484.6
1,1,1,0,0,0,0,1,1,0,0,0,1,0,2494.6
0,0,0,1,0,1,1,1,1,0,0,1,0,1,2506.6
1,1,0,0,0,0,1,0,1,1,1,0,0,1,2502.2
0,1,1,0,1,0,0,1,1,0,0,0,0,1,2481.3
1,1,0,1,0,1,1,0,0,1,1,1,0,1,2503.2
1,1,1,0,1,0,1,0,1,0,0,1,0,0,2496.8
0,1,1,0,1,0,0,1,1,1,0,0,0,0,2501.9
1,1,0,0,0,0,1,1,0,1,0,0,1,1,2492.9
0,1,1,0,1,0,1,1,1,1,0,0,0,1,2507.7
0,0,1,0,1,1,0,1,0,0,0,1,1,0,2506.2
0,1,0,1,1,1,1,0,1,1,1,1,0,1,2511.3
0,0,1,1,0,0,0,0,1,1,0,0,0,0,2486.6
1,1,0,0,0,1,0,0,1,0,1,1,0,1,2482.6
0,1,0,1,0,1,1,0,1,1,0,0,1,0,2509.7
0,0,1,1,0,0,0,1,1,0,1,1,1,0,2509.6
0,0,1,1,0,1,0,1,1,0,1,1,0,1,2524.3
0,1,0,0,0,1,0,0,1,0,1,0,0,1,2487.0
1,0,1,0,0,1,0,1,1,1,0,1,1,1,2490.7
0,1,1,1,1,0,0,0,1,0,0,0,0,0,2484.7
1,1,0,1,0,1,0,1,0,1,1,0,1,1,2491.0
1,1,1,1,1,1,0,1,1,0,0,1,1,0,2511.0
0,1,0,1,0,0,0,1,0,0,1,0,0,0,2487.3
0,1,0,0,1,0,1,1,1,0,1,1,1,1,2497.7
1,1,0,1,0,1,0,0,0,0,0,0,0,1,2502.9
0,1,1,0,1,0,1,0,1,0,0,1,1,0,2493.9
0,0,0,0,0,1,1,1,0,0,0,0,0,1,2487.4
0,1,1,0,0,1,1,1,0,0,0,0,1,1,2498.4
1,0,0,1,1,1,0,1,1,0,1,1,1,1,2507.4
0,1,0,0,1,1,1,0,0,1,0,0,1,1,2483.0
1,0,0,1,1,0,0,0,0,1,0,1,0,1,2503.7
0,1,0,0,0,0,0,1,1,0,1,0,0,1,2501.5
1,1,1,0,0,1,1,0,0,0,1,0,0,1,2523.9
0,1,0,1,0,1,1,0,0,0,1,0,1,0,2500.6
1,1,1,0,0,1,0,1,1,1,1,1,0,0,2511.1
1,1,0,1,0,1,0,0,1,1,1,0,0,1,2507.1
0,0,0,0,1,0,0,1,0,1,1,1,0,1,2519.4
1,1,0,1,0,1,0,0,0,0,0,1,0,0,2512.1
1,1,1,0,0,1,1,1,0,1,0,0,0,0,2501.5
1,1,1,1,0,0,0,0,1,0,0,0,1,0,2495.0
1,0,1,1,0,1,0,1,1,1,0,1,0,0,2511.7
1,0,0,1,1,1,1,1,0,0,1,1,0,1,2514.3
0,0,1,1,0,1,0,1,0,1,1,1,1,0,2506.6
1,1,1,0,0,1,0,0,0,1,0,0,1,0,2492.9
0,0,1,1,0,0,0,0,0,1,0,0,0,0,2493.5
1,1,0,0,0,1,0,0,0,0,1,0,0,1,2511.4
0,1,0,1,0,1,0,1,0,0,0,0,0,0,2491.2
0,1,1,1,1,1,0,0,1,0,0,1,0,0,2505.5
1,0,1,1,1,0,1,0,1,0,1,0,0,1,2494.2
0,0,1,1,0,1,1,1,1,0,0,1,0,1,2525.4
1,1,1,1,0,0,0,0,0,1,1,1,0,0,2525.5
1,1,1,1,1,1,1,0,0,0,0,0,0,0,2508.7
0,0,1,0,0,0,0,0,0,0,1,0,1,0,2502.2
0,1,1,0,1,1,1,0,0,0,1,0,1,1,2497.2
