SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandbatch.6
0,0,0,0,0,1,0,0,1,0,0,0,0,1,137.95
1,1,0,1,1,1,0,1,0,0,1,1,1,1,85.27
0,0,1,0,0,1,1,1,0,1,0,1,1,1,48.899
0,0,0,1,1,1,0,0,1,0,1,1,1,0,53.847
0,1,0,0,1,1,0,0,1,0,0,0,0,0,46.498
1,0,0,0,0,1,1,1,0,0,0,1,0,0,46.397
1,1,0,1,0,0,0,1,1,0,0,1,1,1,49.62
1,1,0,0,0,1,1,1,0,0,0,0,1,0,50.102
1,0,0,1,1,0,0,1,1,1,1,1,1,1,54.001
0,1,1,0,1,0,1,1,1,0,0,1,1,1,47.027
0,1,0,1,1,0,1,1,0,0,0,0,1,0,46.531
1,0,0,0,1,1,1,1,1,1,1,0,0,0,52.182
1,0,1,1,0,1,0,1,0,0,1,1,0,1,38.223
1,0,1,0,1,0,0,1,1,0,1,0,0,1,44.82
1,1,1,1,1,1,1,1,1,1,1,0,1,1,43.066
1,1,1,0,1,1,0,0,1,1,0,1,1,1,41.78
0,1,0,1,1,0,0,0,1,0,1,0,0,1,38.377
1,0,1,0,1,1,0,1,1,1,1,0,1,1,33.22
0,0,0,1,1,0,1,1,0,1,1,1,0,0,39.602
1,0,0,0,0,1,0,1,1,0,1,0,0,1,40.196
1,0,1,0,0,1,1,1,1,1,0,0,1,0,31.785
0,0,0,1,0,0,1,1,1,1,1,0,1,1,30.766
0,0,0,0,1,0,1,1,1,1,1,1,0,0,33.206
0,1,1,0,0,0,1,0,1,0,1,0,1,0,27.892
0,1,0,0,1,0,1,0,0,0,1,0,0,0,31.653
1,0,0,1,1,1,0,1,0,1,1,1,1,1,28.85
1,1,0,0,1,0,0,0,1,1,1,1,1,0,33.406
1,1,0,1,0,0,0,0,0,1,0,1,1,1,34.281
0,0,1,1,1,1,1,0,1,1,0,1,1,0,34.847
0,1,1,0,0,0,1,0,1,0,0,0,1,0,25.736
0,1,0,1,1,0,1,1,0,1,1,1,0,0,29.601
0,1,1,0,0,1,0,0,1,1,1,1,1,1,31.535
1,0,1,1,0,1,1,0,1,1,0,1,0,0,30.649
0,1,0,1,0,0,1,1,1,0,1,0,0,1,31.005
1,0,1,1,0,0,1,0,1,0,1,1,1,1,28.034
0,0,1,1,0,1,1,0,1,0,1,0,0,1,30.096
0,0,0,1,1,1,0,1,0,1,0,1,0,1,30.657
1,1,1,0,0,0,0,1,1,1,1,1,0,1,33.566
0,1,0,0,0,1,0,0,1,1,0,0,1,0,33.522
1,0,0,1,1,1,1,0,1,0,0,0,1,1,36.397
1,1,0,1,1,1,1,1,0,1,1,1,1,1,38.188
1,0,1,0,0,1,0,0,1,1,1,0,0,1,39.098
0,1,0,1,1,0,1,1,1,1,1,1,0,0,39.333
1,0,0,1,0,1,0,0,0,1,1,0,0,1,40.629
0,1,0,1,0,1,1,1,0,0,1,1,1,0,39.203
1,0,1,1,0,0,0,1,1,0,1,1,1,1,39.278
1,0,1,1,0,0,0,0,1,0,1,1,1,1,37.599
0,1,1,1,1,0,1,1,0,1,0,1,0,1,30.645
1,1,1,1,1,1,1,0,0,0,0,0,0,1,36.069
1,0,0,0,1,0,0,0,1,1,1,0,0,1,40.249
0,0,0,0,1,0,1,0,1,1,1,0,0,0,35.454
0,1,1,1,0,1,1,1,0,1,1,0,1,0,34.212
0,1,1,0,0,0,1,0,1,0,1,1,1,0,34.166
0,0,0,0,0,1,0,0,0,0,0,1,0,1,26.908
1,1,0,0,0,1,1,1,0,0,1,1,1,0,29.605
1,0,0,0,0,0,1,0,0,0,0,1,0,0,26.639
1,1,0,1,1,1,0,1,0,1,0,1,1,0,32.559
0,1,0,1,1,1,1,0,1,1,1,0,1,1,29.141
0,1,0,1,1,0,0,0,0,0,0,0,0,1,28.389
1,1,0,1,0,0,0,1,1,1,0,0,1,0,25.379
0,1,0,1,1,0,0,0,0,0,1,1,1,0,27.731
0,1,1,1,0,1,1,1,1,1,0,0,1,1,22.233
0,0,1,1,1,0,1,1,0,1,1,0,1,1,24.741
1,1,0,0,0,0,1,0,1,1,0,1,0,1,20.844
0,0,0,0,1,0,1,1,0,0,1,1,1,0,26.314
1,1,0,1,0,0,0,0,0,0,1,0,0,0,24.173
0,1,1,0,0,0,1,1,0,1,0,0,1,0,25.4
1,0,1,1,1,1,0,0,1,0,1,0,0,1,22.876
1,1,1,1,0,0,1,0,1,1,1,1,0,0,24.127
1,0,1,0,0,0,1,1,0,0,0,0,0,0,21.46
1,1,1,0,1,1,0,0,1,0,0,0,0,0,23.947
1,1,0,0,1,1,0,0,1,0,0,1,0,0,21.447
0,0,0,1,1,0,1,0,0,1,0,0,0,0,23.099
0,0,0,0,1,1,0,0,1,0,1,1,0,0,18.178
0,0,1,1,0,0,1,1,1,1,1,0,0,1,24.234
1,0,1,0,0,0,0,1,0,1,0,0,0,0,17.83
0,0,1,0,1,1,0,0,1,0,0,1,1,0,20.385
0,0,0,1,1,1,0,1,0,1,0,1,1,1,20.046
1,1,1,1,1,0,1,0,0,1,1,0,1,0,19.342
0,1,1,1,0,1,1,1,0,0,1,1,1,1,20.884
0,0,1,1,0,1,0,0,1,0,0,0,1,0,17.648
0,1,1,1,1,0,0,1,0,0,1,1,0,1,19.669
0,0,1,1,0,0,1,1,0,0,1,0,0,1,16.449
1,1,1,0,1,1,1,0,1,0,0,0,1,0,20.101
1,1,0,0,1,0,1,0,0,1,0,0,0,0,21.658
0,0,1,1,1,1,0,1,0,1,0,1,1,1,19.854
0,0,1,1,1,0,1,0,0,1,1,0,1,1,17.132
0,1,0,0,1,0,0,0,1,1,0,0,1,0,18.92
0,0,1,0,0,0,1,1,0,0,1,1,0,0,21.552
1,1,0,0,0,0,0,1,1,1,1,0,0,0,17.25
0,1,0,0,1,0,0,0,0,1,1,0,1,0,15.478
0,0,1,1,0,0,0,1,0,0,0,0,0,0,20.082
1,0,1,0,1,0,0,0,1,0,0,1,0,0,22.764
1,0,1,1,1,0,0,1,0,0,0,1,1,0,19.534
0,1,1,0,0,0,1,1,0,1,0,0,0,1,19.457
1,0,1,1,0,0,0,0,0,0,1,0,1,0,17.352
1,0,0,0,0,0,1,0,0,1,1,0,1,1,16.512
1,1,1,1,0,1,0,1,0,0,0,1,1,0,16.003
0,1,1,0,0,0,0,0,1,1,1,1,0,0,16.892
1,1,1,1,0,0,0,1,1,1,0,0,0,0,17.558
0,0,0,1,1,0,0,0,0,1,1,0,1,0,14.437
1,1,0,0,1,0,0,0,1,1,0,0,1,0,18.237
0,1,1,0,0,0,1,0,1,1,0,0,1,1,16.649
1,1,1,0,0,1,0,0,1,1,0,1,1,0,17.956
0,1,0,1,0,1,1,1,1,1,1,0,1,1,21.466
0,1,1,0,0,1,0,0,1,0,1,1,0,0,18.628
1,0,0,0,1,1,0,0,1,1,0,1,1,1,20.546
0,0,1,0,0,1,1,1,1,0,1,1,1,0,15.861
0,1,0,1,1,0,1,1,1,0,1,0,0,1,16.598
1,0,1,0,0,0,0,0,1,0,0,0,1,1,16.328
0,1,1,0,0,0,1,0,0,0,0,0,1,1,15.167
0,1,1,0,0,1,0,0,0,1,1,1,1,1,16.904
0,1,0,1,0,0,0,0,0,0,0,0,1,1,16.821
0,0,1,0,1,0,0,1,1,0,1,0,0,0,16.239
1,1,0,0,0,1,1,0,1,0,0,1,0,1,20.273
1,0,0,0,0,0,1,0,1,1,0,0,1,1,21.52
0,1,1,1,0,1,0,0,1,0,1,0,1,0,19.87
0,0,0,1,0,0,0,1,1,0,0,0,1,0,16.768
1,0,1,0,1,0,0,0,0,1,0,1,1,0,16.136
1,0,0,1,1,0,1,0,1,1,1,0,0,1,15.989
1,1,1,0,1,0,1,0,1,1,0,0,1,1,16.248
0,1,1,1,0,0,1,1,1,0,1,1,1,0,18.604
1,1,0,1,1,0,1,1,1,0,0,1,1,0,17.197
1,0,1,0,0,1,0,1,0,1,1,0,1,0,17.466
0,1,0,0,1,0,0,0,1,0,1,0,1,1,20.788
1,0,0,1,1,0,1,0,0,0,1,0,0,0,21.765
1,0,1,0,1,1,1,0,0,1,0,0,0,1,17.059
1,1,1,1,0,0,0,1,1,1,1,1,0,1,19.769
1,1,1,0,0,0,0,1,0,1,0,1,0,0,18.873
1,0,0,1,1,1,0,0,0,0,0,0,0,1,15.105
0,1,1,1,0,0,0,1,1,0,1,1,0,1,16.806
0,1,0,1,1,0,0,0,0,0,0,1,0,1,17.033
0,0,0,0,0,1,1,0,1,1,1,0,0,0,17.083
0,1,1,0,0,0,0,1,0,1,1,0,1,0,19.957
0,1,1,0,1,1,0,0,0,1,0,1,1,1,18.895
1,1,1,1,0,1,1,1,0,1,0,0,1,0,17.421
0,1,0,0,1,0,1,0,1,1,0,1,0,0,17.682
1,1,0,1,0,1,1,0,0,1,1,1,1,0,17.526
1,1,1,0,1,0,1,1,1,0,1,0,0,1,21.104
1,0,0,0,0,1,1,0,1,1,1,1,1,0,20.803
0,0,1,1,0,1,1,1,1,1,1,0,0,0,22.395
0,1,0,1,1,0,1,1,1,0,0,0,1,1,21.101
1,0,1,1,0,0,1,0,1,0,0,1,1,1,17.887
0,1,0,0,1,0,1,0,1,0,0,0,1,1,17.928
1,1,1,1,1,0,1,0,1,1,0,0,0,0,17.34
0,1,0,1,0,0,1,0,0,1,1,1,0,0,19.245
1,1,1,1,1,1,1,1,1,1,0,0,0,0,16.519
0,1,0,1,1,0,1,0,1,0,1,1,0,0,15.775
1,0,0,1,1,0,0,0,0,1,1,0,0,1,15.816
1,1,0,1,0,1,1,0,0,1,1,1,0,0,15.189
0,0,1,1,1,1,0,0,1,0,0,0,0,1,20.962
0,0,1,0,0,0,0,0,1,1,1,1,0,0,17.816
0,0,1,0,0,1,0,0,0,0,1,0,1,0,14.641
1,0,1,0,0,1,1,0,0,1,1,0,0,0,16.665
1,0,0,1,0,0,1,0,1,0,1,1,0,1,17.252
0,0,1,1,1,0,1,0,0,1,1,0,1,0,16.407
1,1,1,1,0,1,1,0,0,0,1,0,1,1,16.895
1,1,0,1,1,1,0,1,0,0,1,1,1,1,19.376
0,1,0,1,1,0,1,0,1,0,0,0,0,0,18.35
1,0,0,0,1,0,1,1,1,0,0,1,1,1,17.821
0,0,1,0,1,1,1,0,0,0,0,1,1,0,17.29
1,0,1,0,0,1,1,0,0,0,1,0,1,0,17.067
0,0,0,0,1,1,0,1,1,1,1,1,0,1,23.216
0,0,0,1,0,1,1,0,0,1,0,0,1,1,16.903
1,1,0,1,0,0,0,0,1,1,1,1,0,0,16.714
0,1,1,1,0,1,0,1,1,0,1,1,1,1,18.665
0,1,1,1,0,1,1,1,0,0,0,1,1,1,15.768
1,0,0,0,0,0,1,0,0,1,0,1,1,0,15.095
1,1,1,0,1,1,1,1,0,0,0,0,1,1,16.851
1,1,1,1,0,0,0,1,1,0,1,0,0,0,19.295
0,0,0,1,0,0,1,1,1,1,0,1,0,0,22.324
0,0,1,1,0,1,0,0,0,1,1,0,1,0,15.896
0,0,0,1,1,0,0,1,0,1,0,1,1,1,19.711
1,1,0,1,1,1,0,1,0,0,1,0,0,1,18.1
1,0,1,1,1,1,1,1,0,1,0,0,0,1,16.573
0,0,1,0,1,0,1,0,1,0,0,0,1,0,22.184
0,1,0,0,0,1,0,0,0,0,0,1,1,0,18.123
0,0,1,0,1,0,0,0,0,1,1,0,0,0,18.343
1,1,0,1,0,1,1,0,1,0,0,0,1,1,19.744
1,0,0,1,0,0,0,1,1,0,1,0,1,1,17.409
1,1,0,1,1,0,1,0,0,1,1,0,0,1,15.945
0,0,0,0,1,0,0,0,1,1,1,0,1,1,21.315
0,1,1,0,0,0,0,1,0,1,0,1,1,1,16.534
1,0,1,0,0,1,0,0,1,0,1,0,0,0,21.383
0,1,0,1,1,1,0,0,1,0,1,0,0,0,17.71
0,1,1,0,0,0,1,0,0,1,1,0,1,1,16.152
1,0,0,1,1,0,1,1,0,1,0,1,1,1,16.92
1,0,1,1,0,1,0,1,1,0,1,1,1,1,20.848
0,0,1,1,1,0,1,1,1,1,1,0,1,1,16.184
1,0,1,1,1,0,1,1,1,0,0,0,0,0,15.867
1,0,1,1,1,1,0,0,0,0,1,0,1,0,16.664
0,0,1,0,0,0,1,1,0,1,0,1,1,0,21.728
1,1,1,0,1,1,1,1,0,0,0,1,1,1,17.307
0,1,0,1,0,1,1,0,1,0,1,0,1,1,18.734
0,1,1,1,0,0,0,0,1,1,1,0,0,0,19.232
0,1,0,1,0,1,0,1,0,0,0,0,1,1,21.914
1,1,0,0,1,0,0,1,0,0,0,1,1,0,16.463
0,1,0,1,1,0,0,0,1,0,1,0,0,1,15.707
0,1,1,0,0,1,1,0,0,1,0,0,0,0,16.24
0,0,1,1,1,1,1,0,0,1,0,1,1,1,15.338
1,0,1,1,1,1,0,1,0,1,0,0,0,1,21.84
1,1,1,0,1,0,1,0,1,1,0,0,0,0,14.719
1,0,0,0,1,1,0,1,1,0,1,1,1,1,16.406
0,1,1,0,1,1,1,1,1,1,1,0,1,1,19.928
0,0,1,0,1,1,1,1,1,0,1,1,0,1,18.39
0,0,1,1,1,0,0,1,1,1,0,1,1,1,17.563
0,0,0,0,1,0,1,1,0,1,0,0,0,0,19.3
1,1,1,1,1,1,1,1,0,0,0,0,1,1,17.57
0,0,1,1,0,0,0,1,1,0,0,0,1,1,21.409
0,0,1,0,1,1,1,0,1,1,1,1,0,0,17.54
0,1,0,1,1,0,0,0,1,1,0,0,1,1,16.864
0,0,1,1,1,0,1,0,0,1,1,1,1,0,17.996
0,0,0,1,0,0,0,0,1,0,1,1,0,1,18.18
0,0,0,0,0,1,1,0,1,1,1,0,0,1,15.834
1,0,1,1,1,1,0,1,1,1,0,1,1,0,16.568
1,0,0,0,1,0,1,1,0,0,1,0,1,0,21.823
1,0,0,0,1,0,1,0,1,0,1,0,1,0,18.794
0,0,0,1,0,1,1,1,0,0,1,1,1,0,16.79
1,1,0,1,1,1,0,1,1,0,0,1,0,1,16.715
0,1,0,0,0,1,1,1,0,1,0,0,1,0,20.07
1,1,1,0,0,1,1,1,1,1,0,1,1,1,21.055
1,1,0,1,1,0,1,1,0,1,0,0,0,1,16.868
0,1,1,0,0,1,0,1,0,0,1,1,0,1,16.486
1,1,1,0,0,1,0,1,0,1,1,1,0,0,18.67
1,1,0,1,1,1,1,0,0,0,1,0,1,0,16.993
1,0,0,0,0,0,1,0,0,1,0,1,1,1,18.258
1,1,0,1,1,0,1,1,0,1,0,1,0,1,16.844
0,1,1,0,0,1,0,0,1,1,0,0,1,1,14.685
1,1,1,1,1,1,1,0,1,1,1,0,0,0,17.903
1,1,1,0,1,1,1,0,1,1,0,0,1,1,19.848
0,0,1,0,1,1,1,1,1,0,0,1,1,1,16.444
1,0,0,1,1,1,1,1,1,1,0,1,0,1,17.025
1,0,1,1,1,0,0,0,1,1,0,0,1,1,17.523
1,0,0,1,1,1,1,0,1,1,1,1,1,0,16.461
0,0,1,1,1,0,1,1,1,1,0,1,0,0,17.826
1,0,0,0,0,0,1,0,1,1,0,0,0,1,15.551
0,1,0,0,1,0,1,0,1,0,0,0,1,0,16.472
1,0,0,1,1,1,0,1,0,0,0,1,1,1,17.181
0,0,1,0,0,1,1,1,1,0,0,0,0,1,16.794
1,1,0,1,1,0,1,1,0,0,1,0,0,0,18.232
0,1,0,0,1,1,1,1,1,0,1,1,0,1,20.504
1,0,1,0,1,0,1,1,1,1,1,0,0,1,18.374
1,0,0,0,1,0,1,1,1,0,1,0,0,1,19.946
0,0,1,1,1,0,1,0,1,1,1,1,0,1,18.275
1,1,1,1,0,0,0,0,0,0,0,0,1,0,15.211
0,1,1,1,1,0,0,1,0,0,0,0,1,1,15.305
1,1,0,1,1,0,1,0,1,0,1,1,0,1,16.378
1,0,1,0,1,1,1,0,1,0,1,1,0,1,18.349
0,0,0,1,0,1,0,0,1,0,0,1,0,0,18.057
0,0,0,1,0,0,1,0,1,0,0,0,0,1,15.909
0,1,1,1,1,0,0,0,1,0,1,1,0,0,16.813
0,1,0,1,0,0,0,0,1,1,1,1,1,0,17.954
0,0,0,1,1,1,0,1,1,1,1,1,1,1,16.71
1,1,1,0,0,0,1,1,0,1,1,1,0,0,16.856
0,1,0,0,0,1,1,1,0,0,1,0,1,0,20.203
1,1,0,1,0,0,0,0,0,0,0,0,1,0,20.211
0,0,1,1,0,0,1,0,1,1,1,1,1,1,15.98
1,1,1,1,1,0,1,0,1,0,1,1,1,1,19.447
1,0,1,1,1,0,0,0,0,1,1,1,0,1,17.475
0,0,0,1,0,0,1,0,1,1,0,0,0,1,15.879
1,0,0,1,0,1,0,0,1,0,1,1,1,1,16.667
1,1,0,0,1,0,1,0,0,0,0,0,1,1,15.962
0,1,1,0,0,1,0,0,0,1,1,1,0,1,16.908
1,1,1,0,0,0,0,0,1,0,0,0,0,1,18.506
0,0,1,0,1,1,0,0,0,0,1,0,0,1,22.031
1,1,1,1,0,1,1,0,0,1,1,0,1,1,17.105
0,1,0,0,1,1,0,0,0,1,1,1,0,0,21.706
0,0,0,1,0,0,0,0,0,1,1,0,0,1,16.251
0,0,1,1,1,1,1,0,0,0,1,1,1,1,15.785
0,0,1,1,0,1,0,1,1,1,1,1,0,1,17.047
0,0,1,0,1,0,1,0,1,1,0,1,0,0,17.397
1,1,1,0,0,1,0,1,0,1,0,0,1,0,21.557
0,1,1,0,0,0,0,1,0,1,1,1,1,1,18.381
0,0,0,1,1,1,0,0,0,1,1,1,1,0,17.774
0,1,0,0,0,1,1,0,1,1,1,1,1,0,18.491
1,1,0,1,0,0,1,1,1,0,1,0,1,0,19.994
1,0,1,0,1,0,1,0,0,1,1,1,1,1,20.733
1,1,0,0,0,1,0,1,0,1,1,0,1,0,19.299
1,1,0,1,1,1,0,0,1,1,1,1,1,0,17.578
0,1,1,1,0,0,0,1,1,1,1,1,0,0,16.169
0,1,1,1,0,1,0,0,0,0,0,0,0,0,15.79
1,0,1,0,0,0,1,0,0,0,1,0,1,0,16.773
1,0,0,0,1,0,1,1,0,1,0,0,0,1,19.183
0,0,1,0,0,1,0,0,0,0,0,0,1,1,20.462
0,1,0,0,1,0,0,0,0,1,0,0,1,1,20.804
0,0,1,0,1,0,1,1,0,0,1,1,0,0,19.882
1,1,0,1,0,0,0,1,0,1,1,1,0,1,17.801
0,0,1,0,0,1,0,0,1,0,0,1,0,1,19.457
0,0,0,1,0,1,1,0,0,0,1,1,0,0,16.763
0,0,1,1,1,0,0,0,1,0,0,0,0,1,17.251
0,1,0,1,1,0,0,0,1,0,1,0,0,0,21.53
1,0,0,0,0,0,1,0,1,0,1,1,1,1,23.113
0,0,0,1,0,0,0,0,0,0,1,0,0,0,15.702
1,1,1,1,0,0,0,0,1,1,1,1,1,0,20.605
0,0,0,0,0,0,1,1,0,0,0,0,1,1,16.24
0,1,0,0,0,1,1,0,1,0,1,1,0,0,17.267
0,0,0,0,1,1,0,1,1,1,0,0,0,0,17.553
0,0,1,0,0,0,1,1,1,0,0,0,0,1,19.246
0,0,1,0,1,0,1,0,0,0,1,1,1,1,17.183
0,0,1,1,0,1,1,1,1,0,0,0,1,0,18.781
0,0,1,0,1,1,0,1,0,1,0,0,1,1,18.664
1,1,0,1,0,0,0,0,0,0,0,1,1,0,18.314
0,1,1,0,0,0,1,0,1,1,0,0,0,0,22.978
1,1,0,1,1,1,0,0,0,1,0,0,0,1,18.049
1,0,1,0,1,1,0,0,1,1,1,0,1,1,16.651
1,0,0,0,1,1,1,0,0,1,1,0,1,1,20.704
1,1,1,0,1,0,1,0,1,1,1,0,0,0,15.663
1,1,0,1,0,0,1,0,0,0,1,0,1,1,21.36
1,1,1,0,0,1,1,0,1,0,0,0,0,0,19.823
1,1,0,0,0,0,0,1,1,0,0,1,1,0,16.957
0,0,1,1,0,0,1,1,0,0,0,1,1,1,23.398
0,1,0,1,0,1,0,1,1,1,1,1,0,1,16.512
0,1,1,0,1,1,0,1,0,1,0,0,1,1,16.567
1,1,1,0,0,1,0,0,0,1,0,1,1,0,17.054
1,0,1,0,0,1,0,0,1,0,1,1,1,1,22.114
1,1,0,1,0,1,0,0,0,1,0,0,1,0,16.424
0,0,1,1,0,1,1,0,0,1,0,1,1,0,21.45
0,1,0,0,1,0,1,1,0,1,0,1,1,1,17.693
0,1,0,1,0,0,0,1,0,1,1,1,0,1,17.091
1,0,1,1,1,0,0,0,1,1,1,0,1,1,19.163
0,1,0,0,0,0,1,0,0,1,1,1,0,1,16.959
0,0,0,1,0,1,1,0,1,1,1,1,1,1,16.655
1,0,0,0,0,1,0,0,1,0,0,1,1,0,16.904
0,0,0,0,0,1,0,0,1,1,1,0,0,1,17.3
1,0,1,1,0,0,1,1,0,1,1,1,1,1,16.377
0,0,0,0,1,0,1,1,0,0,1,1,0,0,16.943
0,1,1,1,1,0,1,1,0,1,1,0,1,0,15.306
0,1,1,0,1,0,1,0,1,0,0,1,1,1,15.703
1,1,0,1,0,1,0,0,1,0,1,0,1,1,20.358
0,0,1,1,1,0,1,1,0,0,0,1,1,1,17.895
1,1,1,0,0,0,0,1,1,0,0,0,1,0,16.074
0,0,0,1,0,1,1,1,1,0,0,1,0,1,16.789
1,1,0,0,0,0,1,0,1,1,1,0,0,1,17.384
0,1,1,0,1,0,0,1,1,0,0,0,0,1,15.975
1,1,0,1,0,1,1,0,0,1,1,1,0,1,18.93
1,1,1,0,1,0,1,0,1,0,0,1,0,0,15.37
0,1,1,0,1,0,0,1,1,1,0,0,0,0,18.522
1,1,0,0,0,0,1,1,0,1,0,0,1,1,20.217
0,1,1,0,1,0,1,1,1,1,0,0,0,1,17.377
0,0,1,0,1,1,0,1,0,0,0,1,1,0,16.496
0,1,0,1,1,1,1,0,1,1,1,1,0,1,19.178
0,0,1,1,0,0,0,0,1,1,0,0,0,0,22.287
1,1,0,0,0,1,0,0,1,0,1,1,0,1,16.106
0,1,0,1,0,1,1,0,1,1,0,0,1,0,17.546
0,0,1,1,0,0,0,1,1,0,1,1,1,0,17.236
0,0,1,1,0,1,0,1,1,0,1,1,0,1,21.995
0,1,0,0,0,1,0,0,1,0,1,0,0,1,18.362
1,0,1,0,0,1,0,1,1,1,0,1,1,1,15.682
0,1,1,1,1,0,0,0,1,0,0,0,0,0,21.088
1,1,0,1,0,1,0,1,0,1,1,0,1,1,19.288
1,1,1,1,1,1,0,1,1,0,0,1,1,0,16.874
0,1,0,1,0,0,0,1,0,0,1,0,0,0,22.271
0,1,0,0,1,0,1,1,1,0,1,1,1,1,16.626
1,1,0,1,0,1,0,0,0,0,0,0,0,1,17.448
0,1,1,0,1,0,1,0,1,0,0,1,1,0,16.587
0,0,0,0,0,1,1,1,0,0,0,0,0,1,16.508
0,1,1,0,0,1,1,1,0,0,0,0,1,1,21.354
1,0,0,1,1,1,0,1,1,0,1,1,1,1,16.836
0,1,0,0,1,1,1,0,0,1,0,0,1,1,15.271
1,0,0,1,1,0,0,0,0,1,0,1,0,1,16.258
0,1,0,0,0,0,0,1,1,0,1,0,0,1,18.338
1,1,1,0,0,1,1,0,0,0,1,0,0,1,26.085
0,1,0,1,0,1,1,0,0,0,1,0,1,0,19.616
1,1,1,0,0,1,0,1,1,1,1,1,0,0,15.395
1,1,0,1,0,1,0,0,1,1,1,0,0,1,20.34
0,0,0,0,1,0,0,1,0,1,1,1,0,1,21.503
1,1,0,1,0,1,0,0,0,0,0,1,0,0,21.365
1,1,1,0,0,1,1,1,0,1,0,0,0,0,20.103
1,1,1,1,0,0,0,0,1,0,0,0,1,0,18.211
1,0,1,1,0,1,0,1,1,1,0,1,0,0,20.307
1,0,0,1,1,1,1,1,0,0,1,1,0,1,21.255
0,0,1,1,0,1,0,1,0,1,1,1,1,0,17.839
1,1,1,0,0,1,0,0,0,1,0,0,1,0,17.262
0,0,1,1,0,0,0,0,0,1,0,0,0,0,21.832
1,1,0,0,0,1,0,0,0,0,1,0,0,1,20.39
0,1,0,1,0,1,0,1,0,0,0,0,0,0,16.198
0,1,1,1,1,1,0,0,1,0,0,1,0,0,16.226
1,0,1,1,1,0,1,0,1,0,1,0,0,1,17.559
0,0,1,1,0,1,1,1,1,0,0,1,0,1,17.3
1,1,1,1,0,0,0,0,0,1,1,1,0,0,17.82
1,1,1,1,1,1,1,0,0,0,0,0,0,0,19.844
0,0,1,0,0,0,0,0,0,0,1,0,1,0,16.194
0,1,1,0,1,1,1,0,0,0,1,0,1,1,16.419
0,0,1,1,1,0,0,0,0,0,0,1,1,0,17.074
1,0,1,1,0,1,1,1,1,0,0,0,1,1,21.84
1,1,0,0,1,0,0,1,1,1,0,0,0,0,15.863
0,1,0,1,0,0,0,1,1,0,0,1,0,1,19.902
1,0,0,0,1,0,1,0,1,0,0,1,0,1,20.504
1,1,0,0,0,1,0,0,1,0,1,0,0,1,24.256
1,0,0,1,0,0,0,1,0,1,1,0,1,0,18.134
0,0,1,1,1,0,0,0,0,0,1,1,0,0,23.101
0,0,0,1,0,1,1,0,1,0,1,0,0,0,16.057
1,1,0,1,1,0,0,0,0,1,0,1,0,1,17.188
0,0,0,0,0,1,1,1,1,0,0,0,0,0,14.894
0,1,1,0,0,1,0,1,0,0,0,0,1,1,19.847
0,0,0,0,0,1,0,1,1,1,0,1,1,0,20.298
1,1,0,0,1,1,0,0,0,1,0,0,1,1,16.221
1,1,0,0,0,1,0,0,1,0,0,1,1,1,17.811
0,1,1,0,1,0,0,0,0,1,0,1,0,1,17.806
1,0,0,0,0,1,1,0,1,0,0,1,0,0,17.214
0,0,1,0,1,1,0,0,1,0,1,1,0,1,19.294
0,1,1,1,0,1,0,0,1,0,1,1,0,0,17.707
0,1,1,1,0,1,1,0,0,1,0,0,1,0,18.164
1,1,1,0,1,1,1,1,0,0,0,0,1,1,19.112
0,1,0,0,0,1,0,0,0,0,0,0,1,1,17.149
0,0,1,0,0,0,1,1,1,1,1,0,0,1,19.301
1,1,0,1,1,1,1,0,0,1,1,0,0,0,15.653
0,1,0,1,0,1,1,1,0,0,0,1,0,0,20.542
1,0,1,1,0,0,1,1,1,0,1,1,0,0,15.889
1,0,0,1,0,0,0,0,0,0,1,0,0,1,16.832
1,1,0,1,0,0,1,1,1,0,0,1,0,0,20.671
1,0,1,1,0,0,0,1,1,0,0,1,0,0,16.867
0,1,0,1,1,1,0,1,0,1,1,0,0,1,16.119
1,1,0,1,1,1,0,1,1,0,0,0,1,0,16.883
1,1,1,1,1,1,0,0,1,0,0,1,1,0,15.652
1,0,1,0,1,0,1,0,1,0,0,1,0,0,16.568
0,0,0,1,1,0,0,1,0,0,0,1,1,1,21.486
0,0,1,0,0,0,0,1,0,0,0,1,0,0,18.895
1,0,1,1,0,1,0,0,0,1,0,0,0,0,16.368
0,0,0,0,1,1,1,1,0,0,0,0,0,0,15.334
1,0,0,1,0,0,0,0,0,1,1,1,0,0,16.367
1,1,1,0,1,0,1,1,0,1,1,0,1,0,18.017
0,1,0,0,0,1,0,1,0,1,1,1,0,0,20.331
1,0,1,1,0,1,1,1,0,1,1,1,0,1,21.496
1,0,0,0,0,0,0,1,0,1,0,1,0,1,16.601
0,0,1,1,1,0,1,1,0,1,0,0,1,1,17.97
0,0,1,1,1,1,0,1,0,1,1,1,0,0,15.962
