SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrandbatch.3
0,0,1,0,1,0,1,0,0,0,0,0,0,1,13.467
0,1,1,1,1,1,1,0,1,1,0,1,1,1,14.498
1,1,0,1,0,0,0,1,0,1,0,1,0,0,14.394
1,0,1,1,0,0,0,1,1,1,1,0,0,0,13.542
1,1,0,0,1,1,1,0,0,0,0,1,1,0,14.243
1,0,0,1,1,1,1,0,1,1,1,1,0,1,14.474
0,0,0,0,0,1,0,1,0,0,0,0,0,1,13.57
1,1,1,1,1,1,1,1,1,1,1,0,0,1,13.72
0,0,1,1,0,0,1,1,0,0,1,1,0,0,14.086
1,1,1,0,1,0,1,1,1,1,0,1,0,0,14.533
0,0,0,1,1,0,0,0,0,1,1,0,1,0,13.56
1,1,0,0,1,0,0,0,1,0,0,1,1,0,14.258
0,1,0,1,1,0,0,0,0,0,0,1,1,0,14.18
1,0,0,1,0,1,0,0,1,1,1,1,1,0,14.313
1,1,1,1,1,1,0,0,1,1,1,0,0,0,13.692
1,0,1,0,1,1,0,0,1,1,1,1,0,1,14.582
0,0,1,1,0,1,0,1,0,0,1,1,0,1,14.099
0,1,0,1,0,0,1,1,1,1,1,0,1,1,13.538
1,0,0,1,1,1,1,0,1,0,0,1,1,0,14.196
1,0,0,1,1,0,1,0,1,1,0,1,1,0,14.36
0,0,1,1,0,0,0,0,1,1,0,0,1,0,13.64
0,0,0,0,1,1,1,1,1,0,1,0,1,0,13.555
1,0,0,1,1,1,1,1,1,0,1,0,0,1,13.557
1,1,0,0,0,1,0,0,1,0,0,1,0,0,14.281
1,0,1,1,0,0,0,0,0,0,1,1,0,0,14.292
1,0,1,0,1,0,0,0,1,0,0,1,0,0,14.239
0,1,1,1,1,1,0,1,1,0,0,0,0,0,13.415
0,1,0,0,0,1,0,0,1,0,1,1,0,0,14.044
1,0,0,0,1,1,0,0,0,1,1,0,0,1,13.537
1,1,0,1,1,0,0,1,1,0,0,1,0,0,14.382
1,0,1,1,0,1,0,1,1,1,1,0,1,1,13.539
0,1,1,0,1,1,1,0,0,1,1,0,0,1,13.714
1,1,0,1,0,0,1,1,0,0,1,1,1,0,14.217
0,1,0,1,1,0,1,1,0,1,1,0,1,0,13.618
1,0,0,1,1,0,1,1,0,1,0,1,0,1,14.256
1,1,1,0,1,0,0,0,1,0,0,0,0,1,13.673
0,0,1,1,0,0,1,0,0,1,0,1,0,1,14.29
0,1,1,0,0,0,1,1,0,0,1,0,0,1,13.669
0,1,1,1,1,1,0,0,0,1,1,1,0,1,14.404
1,0,1,0,0,0,1,0,1,0,0,1,0,0,14.264
0,0,1,0,0,1,1,0,1,0,0,0,1,1,13.578
1,1,1,0,0,0,0,1,0,0,1,1,1,1,14.082
0,0,0,1,0,1,1,1,1,1,0,0,0,0,13.646
0,1,1,0,0,0,0,0,1,0,1,1,1,1,14.106
0,1,0,0,0,0,0,1,0,1,1,1,1,0,14.243
0,1,1,1,1,0,1,1,1,1,1,0,0,0,13.625
0,0,0,1,1,0,0,0,0,1,1,1,0,1,14.397
1,0,1,0,0,1,0,0,0,0,0,0,1,1,13.633
1,0,1,0,1,1,0,0,1,1,0,1,0,0,14.42
0,1,1,1,0,1,0,0,0,0,0,1,0,0,14.02
1,0,1,1,0,1,0,1,0,0,0,0,1,1,13.643
0,1,1,1,1,0,0,1,1,1,1,0,0,0,13.838
0,1,0,1,1,0,1,0,0,1,1,0,1,0,13.582
0,0,1,1,1,0,0,1,1,1,1,0,1,0,13.615
1,0,1,1,1,1,1,1,0,1,1,0,1,0,13.501
0,0,1,1,1,0,1,0,0,1,1,1,0,1,14.228
1,1,0,0,0,0,1,1,1,1,1,0,1,0,13.635
0,1,1,1,0,1,0,0,0,0,1,1,1,0,14.106
1,1,1,1,0,1,1,1,1,1,1,0,1,1,13.496
1,1,1,0,0,0,1,0,0,1,1,0,1,1,13.609
1,0,0,0,0,1,1,1,1,1,0,1,1,0,14.548
1,1,0,1,1,0,1,1,0,1,0,1,1,1,14.314
1,0,1,1,1,1,0,0,1,0,1,0,0,1,13.689
0,0,1,1,0,0,1,0,0,0,1,0,1,0,13.432
1,1,0,1,0,1,0,1,0,1,0,0,0,0,13.827
1,1,1,0,0,1,1,0,1,0,0,1,0,0,14.278
1,1,0,1,0,1,1,0,1,1,0,1,0,1,14.449
1,0,1,0,1,0,1,1,0,1,0,1,1,0,14.522
1,0,1,1,0,1,0,0,1,0,1,1,0,1,14.657
1,0,0,0,1,0,0,1,0,1,1,0,1,1,13.742
1,0,0,1,0,0,0,1,1,1,1,0,0,0,13.887
1,0,1,0,0,1,1,1,1,1,1,0,0,1,13.735
1,0,0,0,0,1,0,1,0,0,0,0,1,0,13.516
0,1,1,1,1,1,0,0,1,1,0,0,1,1,13.575
1,1,1,1,1,1,0,1,0,0,0,1,1,0,14.136
1,1,1,1,0,0,1,0,1,1,0,0,1,0,13.617
0,1,0,1,0,0,1,0,1,0,0,1,0,0,14.214
0,1,0,1,1,0,1,0,1,1,1,0,0,1,13.663
0,0,1,1,0,1,0,1,1,0,0,0,0,0,13.706
0,0,1,1,0,1,0,1,0,1,0,0,1,0,13.615
0,0,0,1,1,0,0,0,0,1,1,0,1,0,13.7
0,1,1,0,1,0,0,1,0,0,0,1,1,0,14.189
0,1,1,1,0,1,0,1,0,0,1,1,1,1,14.115
1,1,0,0,1,1,1,0,0,1,1,1,1,1,14.281
1,1,1,0,0,0,0,1,1,0,0,1,1,1,14.219
1,1,1,1,1,1,0,1,1,0,0,0,1,0,13.579
1,1,0,0,0,1,0,1,1,0,1,1,1,0,14.196
0,1,0,0,0,1,0,1,1,0,0,1,0,0,14.038
1,0,1,1,1,1,0,1,1,0,0,1,1,1,14.268
1,0,0,1,1,1,0,0,1,0,1,0,1,1,13.494
0,1,0,1,1,1,0,1,1,0,0,1,1,0,14.271
1,1,1,1,1,1,1,1,1,0,0,0,1,0,13.474
0,0,1,1,1,1,0,1,1,1,1,1,1,1,14.205
0,1,1,0,0,0,0,0,0,1,0,1,1,1,14.133
1,0,1,0,0,0,1,1,1,0,0,0,0,1,13.603
1,1,0,1,0,0,0,0,0,0,0,0,1,0,13.577
0,1,1,0,1,1,1,1,1,1,0,0,1,1,13.854
1,1,1,1,1,0,1,0,1,0,0,0,1,1,13.519
1,1,1,0,0,1,0,0,0,1,1,1,0,0,14.335
0,1,1,1,1,0,1,0,0,1,1,1,1,0,14.186
1,1,1,1,1,0,1,0,1,1,0,1,1,0,14.419
1,0,0,0,1,0,1,1,1,1,0,0,0,0,13.635
0,1,0,0,0,1,0,1,1,0,0,1,1,1,14.154
0,1,0,0,1,0,0,1,1,1,0,0,1,1,13.627
0,1,1,0,0,0,0,0,1,1,0,1,0,1,14.307
1,0,0,1,1,1,0,1,0,1,1,1,1,0,14.413
0,0,1,0,1,0,0,1,1,1,1,0,1,0,13.634
0,1,1,1,1,0,0,1,1,1,1,1,1,1,14.227
1,0,0,1,1,1,0,1,0,1,1,1,0,1,14.568
0,0,0,1,0,0,1,0,0,1,1,1,1,1,14.298
1,0,0,0,1,1,1,0,0,0,0,0,0,0,13.774
1,1,0,1,0,1,1,0,1,1,0,0,0,1,13.861
1,1,1,0,1,0,1,1,0,0,1,1,0,1,14.293
0,0,1,0,0,0,0,0,1,0,0,0,0,1,13.617
1,1,0,1,1,0,1,0,1,1,1,1,1,1,14.296
0,0,1,1,1,1,0,1,0,0,0,1,0,1,14.189
0,0,1,1,1,1,1,0,1,0,0,1,0,0,14.116
0,1,1,1,0,0,0,0,0,1,1,1,1,1,14.249
0,1,1,0,1,1,0,0,1,1,1,1,0,1,14.321
1,0,0,1,1,1,1,0,0,1,0,1,0,0,14.616
0,1,0,1,1,1,1,1,1,0,0,1,1,1,14.406
1,0,1,1,0,0,0,0,0,0,1,1,1,0,14.33
1,1,0,0,0,1,0,1,0,1,1,1,0,1,14.297
0,1,0,0,0,0,0,1,1,0,0,0,0,1,13.506
0,1,1,0,1,0,1,0,0,0,0,1,1,1,14.348
1,0,1,1,0,0,0,0,1,1,1,0,0,0,13.597
1,1,1,0,1,1,0,1,1,0,0,1,0,1,14.275
0,1,1,1,1,1,1,0,0,1,0,0,0,0,13.595
1,0,1,0,1,1,0,1,1,1,1,1,1,0,14.278
0,0,1,0,1,0,0,1,1,0,0,1,0,0,14.222
1,0,0,1,1,1,0,1,0,1,0,0,1,0,13.492
1,0,1,1,1,0,0,0,1,0,0,1,0,1,14.449
1,0,0,0,1,1,1,1,1,1,1,1,0,0,14.444
0,0,0,0,1,0,0,1,0,0,0,0,1,0,13.619
0,1,1,0,0,0,1,0,0,1,1,1,1,1,14.264
0,1,1,1,0,1,1,0,1,1,0,1,0,0,14.404
0,0,0,0,1,1,1,1,1,0,0,1,1,1,14.058
1,1,1,0,0,1,1,0,1,0,0,1,1,1,14.284
0,1,1,0,0,1,1,0,1,0,0,0,0,0,13.619
1,1,1,0,0,1,0,1,1,1,1,0,1,0,13.673
0,1,1,1,0,1,0,0,1,0,0,0,1,0,13.615
1,1,1,1,0,1,0,0,1,0,1,1,1,1,14.134
1,1,1,0,1,0,1,1,0,1,1,1,0,0,14.602
1,1,0,1,0,0,1,0,0,0,0,1,0,0,14.233
1,1,0,0,1,0,0,0,1,1,1,0,1,1,13.654
1,1,0,0,0,1,0,1,0,0,0,1,0,0,14.249
0,1,0,1,1,1,1,0,0,1,1,0,0,0,13.57
0,1,0,0,1,1,0,0,0,0,0,1,1,1,14.212
0,0,1,0,1,1,1,1,0,1,0,0,1,0,13.557
0,0,0,0,0,1,1,1,1,0,1,0,1,1,13.529
0,1,1,1,1,1,0,0,0,1,0,1,0,1,14.397
1,1,1,1,1,0,1,0,1,0,0,1,1,1,14.401
0,1,1,1,0,1,1,0,0,1,1,0,1,1,13.61
0,0,0,0,0,0,1,0,1,0,1,0,0,0,13.592
0,0,0,1,0,0,0,0,1,0,1,0,0,1,13.581
0,1,0,0,0,0,0,0,0,1,1,0,1,1,13.879
1,1,0,0,1,1,1,1,1,1,1,0,0,1,13.758
0,1,0,1,0,0,1,0,1,0,0,0,1,0,13.53
1,1,1,1,0,0,1,0,0,1,1,1,0,1,14.362
1,1,0,1,0,0,0,0,0,1,1,0,1,0,13.726
1,0,0,1,1,1,1,1,0,0,0,0,0,1,13.7
0,0,0,1,0,1,1,1,1,0,0,1,0,1,14.215
1,1,0,0,0,0,1,0,1,1,0,0,1,0,13.642
0,0,0,1,1,1,0,1,1,0,1,0,1,0,13.563
1,1,0,0,1,1,1,1,0,0,1,0,1,1,13.591
0,1,0,1,0,1,0,1,1,1,0,1,0,1,14.354
0,0,1,1,1,0,0,0,0,1,1,1,1,1,14.468
1,0,0,0,1,0,1,1,1,0,0,1,1,0,14.133
0,0,1,1,1,1,1,1,0,0,1,1,0,1,14.114
0,0,1,1,0,0,1,1,1,1,1,0,1,1,13.899
0,1,0,0,1,1,1,0,0,1,1,1,1,1,14.479
1,0,1,0,1,1,0,1,1,0,0,0,0,1,13.714
0,1,1,0,1,0,1,1,0,0,0,0,0,0,13.999
1,0,0,0,0,0,1,1,0,0,0,1,1,0,14.224
1,1,1,1,1,1,1,0,1,0,1,0,0,0,13.638
0,0,0,1,0,1,1,0,1,1,0,0,0,1,13.676
1,0,0,1,1,0,0,1,0,1,1,0,0,0,13.656
1,0,0,1,0,0,1,0,0,0,1,0,1,0,13.582
1,1,1,0,0,1,0,0,0,0,0,1,1,0,14.526
1,1,0,1,1,1,1,0,0,0,1,0,1,1,13.55
1,0,1,1,0,1,0,1,0,1,1,1,1,0,14.999
1,0,1,1,1,0,0,0,1,1,1,1,1,0,14.437
1,0,1,0,0,1,0,0,1,0,1,0,0,0,13.742
0,0,1,0,0,0,1,1,1,1,0,1,1,1,14.298
0,1,1,1,0,1,0,1,1,0,0,0,0,0,13.503
0,0,1,0,0,0,1,1,1,0,1,1,1,1,14.163
0,1,0,0,1,0,0,1,1,0,1,1,0,1,14.232
1,1,1,1,0,1,1,0,1,0,1,1,1,0,14.147
1,1,0,0,1,0,1,1,0,1,1,0,0,1,13.603
1,0,1,1,1,1,0,1,1,1,1,1,1,1,14.556
0,0,1,1,1,0,1,0,1,1,1,1,1,0,14.184
0,1,0,1,1,1,1,1,1,0,1,0,1,1,13.579
0,0,0,0,0,1,1,0,1,1,1,0,1,0,13.688
1,0,0,0,0,0,1,1,0,1,1,0,1,0,13.656
0,0,0,1,0,0,0,0,0,1,0,0,1,1,13.653
1,1,0,1,0,0,1,1,1,0,0,1,1,1,14.242
1,0,0,0,1,1,1,1,0,0,0,1,0,1,14.304
1,0,1,0,1,0,1,1,0,1,0,1,0,0,14.542
1,0,1,0,1,1,0,1,0,1,1,1,0,1,14.407
1,0,1,1,0,0,0,0,1,1,1,1,1,0,14.398
0,0,1,0,1,1,1,0,0,0,0,0,1,0,13.575
0,1,0,1,1,1,1,1,1,1,1,0,1,0,13.697
0,1,0,1,0,0,0,0,0,0,1,0,1,0,13.426
1,0,0,1,0,0,1,1,0,1,1,1,0,1,14.705
0,1,0,0,0,0,0,0,1,1,0,0,0,1,13.733
0,0,1,0,0,1,1,0,1,1,1,1,0,0,14.595
1,0,1,1,0,1,1,1,1,0,0,0,1,1,13.636
0,1,0,0,1,1,1,1,0,0,0,1,1,0,14.084
1,1,0,0,0,0,0,1,1,1,0,1,0,0,14.571
0,0,1,1,0,1,1,1,0,0,0,1,1,0,14.278
1,0,1,0,0,0,1,1,1,0,1,0,0,1,13.666
0,1,1,0,0,1,0,0,0,1,1,0,0,1,13.613
1,1,0,0,0,0,0,0,0,0,0,1,1,1,14.228
1,0,0,1,0,1,0,0,1,0,1,1,0,0,14.177
1,1,1,0,1,0,1,1,0,1,0,0,0,1,13.698
1,1,0,0,1,1,0,1,0,0,0,1,1,1,14.55
1,0,1,1,0,1,1,1,1,1,0,1,0,1,14.411
0,0,0,0,1,0,1,1,1,0,1,0,0,1,13.563
0,1,1,1,0,1,0,1,0,1,1,1,0,1,15.085
0,0,1,0,1,1,0,0,0,0,0,1,1,1,14.189
0,1,0,1,0,1,0,0,1,0,1,1,1,1,14.16
0,1,1,0,0,0,1,1,0,0,0,0,0,1,13.585
0,1,1,1,1,0,1,0,0,0,0,0,0,1,13.552
1,1,1,1,0,1,0,0,1,0,0,1,0,1,14.219
1,0,1,0,0,1,0,1,1,0,1,1,0,0,14.228
1,0,1,0,0,0,0,1,1,0,1,0,1,0,13.563
0,1,1,0,0,1,0,0,1,0,1,0,1,1,13.462
0,0,0,0,0,0,1,0,1,0,1,1,1,0,14.031
0,0,1,0,1,1,1,0,1,0,0,1,0,0,14.209
0,0,1,1,1,0,0,0,1,0,0,1,0,0,14.181
1,0,1,1,1,0,0,1,0,0,1,1,1,0,14.289
0,0,1,0,1,1,0,1,0,1,0,0,1,1,13.53
1,1,0,0,1,0,0,1,1,1,1,0,1,1,13.7
1,1,0,0,1,1,0,1,0,0,0,1,0,1,14.209
1,0,1,1,0,0,0,0,0,1,0,0,1,0,13.652
1,1,0,0,0,1,0,0,1,1,0,0,1,0,13.588
0,1,0,1,1,0,0,0,0,0,0,1,1,0,14.274
1,0,0,1,0,1,0,0,0,0,1,0,0,1,13.575
1,1,1,0,0,1,0,1,1,0,0,0,1,0,13.504
1,0,0,1,0,1,1,0,1,1,1,1,1,1,14.376
1,1,0,1,1,0,1,1,1,1,1,1,1,0,14.315
1,0,0,1,1,1,1,1,0,1,1,0,0,1,13.72
0,0,1,0,1,1,0,0,0,1,0,0,1,0,13.577
1,1,1,1,0,0,0,1,0,0,0,0,0,0,13.946
1,1,1,1,0,0,1,1,0,0,0,0,0,1,13.54
0,1,1,0,0,0,1,1,1,1,0,1,0,1,14.421
0,0,0,1,1,0,1,0,0,0,0,1,1,0,14.272
0,1,0,1,1,0,1,0,1,0,0,0,1,0,13.551
0,0,0,0,1,0,0,1,1,0,1,1,0,1,14.165
1,1,0,0,0,1,1,1,1,1,1,0,0,0,13.659
0,1,0,1,1,1,0,1,0,1,0,0,0,1,13.941
1,0,0,1,0,0,0,1,0,0,1,1,0,0,14.229
0,0,0,1,1,0,1,1,1,0,1,1,0,1,14.238
1,1,0,1,0,0,1,0,0,1,1,0,1,0,13.708
0,0,0,1,0,1,0,1,1,0,1,1,0,1,14.197
1,1,1,0,0,1,1,1,1,1,0,1,1,0,14.411
0,1,0,0,0,1,1,1,0,1,1,0,1,0,14.028
1,1,0,0,0,0,1,1,1,1,1,1,0,1,14.338
1,0,0,1,1,1,1,1,1,0,0,0,1,1,13.598
1,1,0,0,1,0,0,0,0,1,0,0,1,1,13.698
1,0,0,1,1,1,1,1,1,1,1,1,0,1,14.47
1,1,0,0,0,1,0,0,1,1,1,0,1,1,13.575
1,0,1,1,1,0,1,0,0,0,0,1,1,1,14.278
1,1,1,1,1,1,0,0,0,1,1,0,0,0,13.581
0,1,1,1,1,1,0,0,0,1,0,1,1,1,14.136
0,0,1,1,1,1,1,1,1,0,0,0,1,0,13.681
1,0,1,1,1,1,0,1,0,1,1,0,1,0,13.668
0,1,0,1,1,0,0,1,1,0,0,1,0,0,14.174
1,1,0,0,0,1,1,1,1,0,0,0,0,1,13.588
0,0,0,1,1,1,0,1,0,1,0,1,0,1,14.3
0,1,1,1,0,0,1,1,1,1,1,0,0,1,13.71
1,1,1,1,1,1,1,1,1,1,1,1,0,1,14.545
1,1,0,1,1,1,0,0,1,1,1,0,0,0,13.72
0,1,0,1,0,0,1,1,0,1,0,0,0,1,13.796
0,0,1,0,0,0,1,0,0,0,0,1,0,1,14.144
0,1,0,0,1,0,0,1,0,1,0,1,1,0,14.228
0,0,1,0,1,1,1,1,0,0,0,0,1,1,13.544
0,0,0,0,0,0,0,0,1,1,0,0,0,0,13.688
0,0,0,0,0,0,1,1,1,1,0,0,1,0,13.529
1,1,1,1,1,0,1,0,1,0,1,0,0,0,13.673
0,0,1,0,1,1,0,1,0,0,0,0,1,1,13.532
0,0,1,0,0,1,0,0,1,0,0,1,1,0,14.202
1,0,0,0,1,0,0,1,1,0,1,1,1,0,14.357
1,0,0,1,1,0,0,0,0,0,1,0,0,1,13.628
0,0,0,1,0,1,1,0,0,1,0,0,0,0,13.634
0,1,1,1,0,0,0,0,0,1,0,1,0,0,14.469
0,1,1,1,1,0,1,1,1,0,1,0,1,0,13.472
1,0,1,0,0,1,1,0,0,0,0,0,0,0,13.662
1,0,0,0,1,0,0,1,1,1,0,1,1,0,14.338
0,1,1,0,0,0,1,0,0,0,1,1,0,1,14.064
1,0,1,0,1,1,1,0,0,1,1,0,0,0,13.568
1,0,0,1,0,0,1,0,0,1,1,1,0,1,14.439
1,0,0,0,0,0,1,1,1,0,1,0,1,0,13.604
1,1,0,0,0,0,0,1,0,0,1,1,1,0,14.407
0,1,1,1,0,0,1,1,0,1,1,1,1,0,14.204
1,1,0,1,1,0,0,1,0,0,1,1,0,0,14.206
1,1,0,1,0,0,1,0,0,1,1,1,1,1,14.484
0,1,0,0,0,1,0,1,0,1,1,1,1,0,14.218
0,1,1,1,1,0,0,1,0,1,1,0,1,1,13.599
0,0,0,0,0,0,1,0,1,0,1,0,1,1,13.517
0,1,1,1,1,0,0,0,1,0,0,0,0,0,13.506
0,1,1,1,1,1,1,1,0,0,1,0,1,1,13.546
0,1,0,0,1,0,0,1,0,1,0,0,1,1,13.642
1,0,1,0,0,0,0,1,0,0,1,1,0,0,14.349
1,1,0,0,1,0,0,1,0,0,0,0,1,0,13.533
0,1,0,0,1,1,1,0,1,0,1,1,1,1,14.177
1,1,1,0,0,1,0,1,1,0,1,0,0,1,13.699
1,0,0,0,0,0,1,0,1,1,1,0,1,1,13.663
1,0,0,1,1,0,1,1,1,1,1,1,1,1,14.412
1,1,0,1,1,1,0,0,1,1,0,1,0,0,14.6
0,1,1,1,0,0,1,1,1,1,1,0,0,0,13.699
0,0,0,1,0,1,0,1,0,0,1,0,0,0,13.565
1,0,1,0,0,1,1,0,0,1,1,1,1,0,14.287
0,1,1,0,0,0,0,1,1,1,0,0,1,0,13.527
1,0,0,1,0,1,1,0,0,1,1,1,1,1,14.604
1,0,1,0,1,0,0,0,1,1,1,0,1,0,13.552
1,0,1,1,1,1,1,0,0,1,1,1,1,0,14.559
0,1,1,0,1,1,1,1,0,1,0,1,0,0,14.502
0,0,1,0,0,0,0,0,1,0,1,1,0,1,14.182
0,1,1,1,0,0,0,0,0,0,0,1,0,1,14.223
0,0,1,1,0,0,1,0,0,1,0,0,1,0,13.631
0,1,1,0,0,1,1,0,0,1,0,1,0,0,14.272
0,1,0,1,0,0,0,1,0,0,1,1,0,0,14.087
0,0,1,1,0,1,0,1,0,1,0,1,1,1,14.231
1,1,0,0,0,0,1,1,0,1,1,1,1,0,14.371
0,1,1,1,1,0,1,1,1,1,0,0,0,0,13.692
0,1,0,0,0,0,1,0,0,1,1,0,0,0,13.601
1,0,1,0,0,1,0,1,0,0,1,1,1,0,14.275
0,0,1,1,0,1,1,1,0,1,0,0,0,1,13.652
0,0,1,1,0,1,1,0,0,0,0,1,0,0,14.433
1,1,0,1,1,1,1,0,1,1,0,0,0,0,13.702
1,1,0,0,0,0,0,1,0,1,0,1,1,0,14.359
0,0,1,0,0,0,1,0,1,0,0,1,1,0,14.346
0,0,0,0,1,0,0,1,0,1,1,1,1,1,14.352
0,1,0,1,1,1,0,1,0,0,0,1,1,1,14.228
1,0,0,0,1,0,0,0,0,1,0,1,1,1,14.539
1,0,1,1,0,0,0,1,1,0,1,0,1,0,13.524
0,0,1,0,1,1,1,1,0,0,0,0,0,1,13.663
1,0,0,0,0,1,0,0,1,0,0,1,1,0,14.287
1,0,0,0,1,1,1,1,0,1,0,0,0,1,13.696
0,1,1,1,0,0,0,0,0,0,0,0,1,1,14.019
1,1,0,1,0,1,0,1,1,1,0,0,0,0,13.908
0,1,1,1,0,0,0,1,1,1,0,0,0,0,13.554
0,1,1,1,1,1,0,0,1,1,1,1,1,1,14.243
1,0,0,0,0,0,0,0,0,0,1,0,1,0,13.552
0,1,0,1,0,0,0,1,1,1,0,1,0,0,14.292
0,1,0,0,0,0,1,1,1,1,1,0,0,1,13.636
