SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$overwritebatch.2
1,0,1,0,0,1,0,1,0,0,1,1,1,0,17.463
0,0,1,1,0,1,1,1,0,1,0,0,0,1,17.788
0,0,1,1,0,1,1,0,0,0,0,1,0,0,17.517
1,1,0,1,1,1,1,0,1,1,0,0,0,0,17.714
1,1,0,0,0,0,0,1,0,1,0,1,1,0,17.953
0,0,1,0,0,0,1,0,1,0,0,1,1,0,17.864
0,0,0,0,1,0,0,1,0,1,1,1,1,1,18.079
0,1,0,1,1,1,0,1,0,0,0,1,1,1,17.535
1,0,0,0,1,0,0,0,0,1,0,1,1,1,17.887
1,0,1,1,0,0,0,1,1,0,1,0,1,0,17.223
0,0,1,0,1,1,1,1,0,0,0,0,0,1,17.254
1,0,0,0,0,1,0,0,1,0,0,1,1,0,17.654
1,0,0,0,1,1,1,1,0,1,0,0,0,1,17.802
0,1,1,1,0,0,0,0,0,0,0,0,1,1,17.176
1,1,0,1,0,1,0,1,1,1,0,0,0,0,17.801
0,1,1,1,0,0,0,1,1,1,0,0,0,0,17.807
0,1,1,1,1,1,0,0,1,1,1,1,1,1,18.166
1,0,0,0,0,0,0,0,0,0,1,0,1,0,17.323
0,1,0,1,0,0,0,1,1,1,0,1,0,0,17.916
0,1,0,0,0,0,1,1,1,1,1,0,0,1,17.711
0,0,0,0,0,1,0,0,1,0,0,0,0,1,17.217
1,1,0,1,1,1,0,1,0,0,1,1,1,1,17.637
0,0,1,0,0,1,1,1,0,1,0,1,1,1,17.997
0,0,0,1,1,1,0,0,1,0,1,1,1,0,17.612
0,1,0,0,1,1,0,0,1,0,0,0,0,0,17.116
1,0,0,0,0,1,1,1,0,0,0,1,0,0,17.621
1,1,0,1,0,0,0,1,1,0,0,1,1,1,17.452
1,1,0,0,0,1,1,1,0,0,0,0,1,0,17.11
1,0,0,1,1,0,0,1,1,1,1,1,1,1,18.042
0,1,1,0,1,0,1,1,1,0,0,1,1,1,17.602
0,1,0,1,1,0,1,1,0,0,0,0,1,0,17.055
1,0,0,0,1,1,1,1,1,1,1,0,0,0,17.738
1,0,1,1,0,1,0,1,0,0,1,1,0,1,17.58
1,0,1,0,1,0,0,1,1,0,1,0,0,1,17.211
1,1,1,1,1,1,1,1,1,1,1,0,1,1,17.69
1,1,1,0,1,1,0,0,1,1,0,1,1,1,17.928
0,1,0,1,1,0,0,0,1,0,1,0,0,1,17.118
1,0,1,0,1,1,0,1,1,1,1,0,1,1,17.667
0,0,0,1,1,0,1,1,0,1,1,1,0,0,18.031
1,0,0,0,0,1,0,1,1,0,1,0,0,1,17.15
1,0,1,0,0,1,1,1,1,1,0,0,1,0,17.798
0,0,0,1,0,0,1,1,1,1,1,0,1,1,17.936
0,0,0,0,1,0,1,1,1,1,1,1,0,0,17.841
0,1,1,0,0,0,1,0,1,0,1,0,1,0,17.031
0,1,0,0,1,0,1,0,0,0,1,0,0,0,17.19
1,0,0,1,1,1,0,1,0,1,1,1,1,1,17.917
1,1,0,0,1,0,0,0,1,1,1,1,1,0,17.909
1,1,0,1,0,0,0,0,0,1,0,1,1,1,17.942
0,0,1,1,1,1,1,0,1,1,0,1,1,0,17.88
0,1,1,0,0,0,1,0,1,0,0,0,1,0,17.157
0,1,0,1,1,0,1,1,0,1,1,1,0,0,18.045
0,1,1,0,0,1,0,0,1,1,1,1,1,1,17.922
1,0,1,1,0,1,1,0,1,1,0,1,0,0,18.311
0,1,0,1,0,0,1,1,1,0,1,0,0,1,17.187
1,0,1,1,0,0,1,0,1,0,1,1,1,1,17.769
0,0,1,1,0,1,1,0,1,0,1,0,0,1,17.321
0,0,0,1,1,1,0,1,0,1,0,1,0,1,18.193
1,1,1,0,0,0,0,1,1,1,1,1,0,1,17.949
0,1,0,0,0,1,0,0,1,1,0,0,1,0,17.751
1,0,0,1,1,1,1,0,1,0,0,0,1,1,17.212
1,1,0,1,1,1,1,1,0,1,1,1,1,1,18.073
1,0,1,0,0,1,0,0,1,1,1,0,0,1,17.913
0,1,0,1,1,0,1,1,1,1,1,1,0,0,17.993
1,0,0,1,0,1,0,0,0,1,1,0,0,1,17.981
0,1,0,1,0,1,1,1,0,0,1,1,1,0,17.901
1,0,1,1,0,0,0,1,1,0,1,1,1,1,17.559
1,0,1,1,0,0,0,0,1,0,1,1,1,1,17.81
0,1,1,1,1,0,1,1,0,1,0,1,0,1,17.894
1,1,1,1,1,1,1,0,0,0,0,0,0,1,17.243
1,0,0,0,1,0,0,0,1,1,1,0,0,1,17.61
0,0,0,0,1,0,1,0,1,1,1,0,0,0,17.702
0,1,1,1,0,1,1,1,0,1,1,0,1,0,17.689
0,1,1,0,0,0,1,0,1,0,1,1,1,0,17.521
0,0,0,0,0,1,0,0,0,0,0,1,0,1,17.544
1,1,0,0,0,1,1,1,0,0,1,1,1,0,17.473
1,0,0,0,0,0,1,0,0,0,0,1,0,0,17.465
1,1,0,1,1,1,0,1,0,1,0,1,1,0,18.154
0,1,0,1,1,1,1,0,1,1,1,0,1,1,17.704
0,1,0,1,1,0,0,0,0,0,0,0,0,1,17.243
1,1,0,1,0,0,0,1,1,1,0,0,1,0,17.752
0,1,0,1,1,0,0,0,0,0,1,1,1,0,17.848
0,1,1,1,0,1,1,1,1,1,0,0,1,1,17.776
0,0,1,1,1,0,1,1,0,1,1,0,1,1,17.758
1,1,0,0,0,0,1,0,1,1,0,1,0,1,17.912
0,0,0,0,1,0,1,1,0,0,1,1,1,0,17.446
1,1,0,1,0,0,0,0,0,0,1,0,0,0,17.47
0,1,1,0,0,0,1,1,0,1,0,0,1,0,17.7
1,0,1,1,1,1,0,0,1,0,1,0,0,1,17.189
1,1,1,1,0,0,1,0,1,1,1,1,0,0,17.968
1,0,1,0,0,0,1,1,0,0,0,0,0,0,17.214
1,1,1,0,1,1,0,0,1,0,0,0,0,0,17.194
1,1,0,0,1,1,0,0,1,0,0,1,0,0,17.842
0,0,0,1,1,0,1,0,0,1,0,0,0,0,17.723
0,0,0,0,1,1,0,0,1,0,1,1,0,0,17.514
0,0,1,1,0,0,1,1,1,1,1,0,0,1,17.724
1,0,1,0,0,0,0,1,0,1,0,0,0,0,17.75
0,0,1,0,1,1,0,0,1,0,0,1,1,0,17.515
0,0,0,1,1,1,0,1,0,1,0,1,1,1,18.047
1,1,1,1,1,0,1,0,0,1,1,0,1,0,17.688
0,1,1,1,0,1,1,1,0,0,1,1,1,1,17.384
0,0,1,1,0,1,0,0,1,0,0,0,1,0,17.072
0,1,1,1,1,0,0,1,0,0,1,1,0,1,17.538
0,0,1,1,0,0,1,1,0,0,1,0,0,1,17.165
1,1,1,0,1,1,1,0,1,0,0,0,1,0,17.283
1,1,0,0,1,0,1,0,0,1,0,0,0,0,18.395
0,0,1,1,1,1,0,1,0,1,0,1,1,1,17.955
0,0,1,1,1,0,1,0,0,1,1,0,1,1,17.6
0,1,0,0,1,0,0,0,1,1,0,0,1,0,17.989
0,0,1,0,0,0,1,1,0,0,1,1,0,0,17.519
1,1,0,0,0,0,0,1,1,1,1,0,0,0,17.79
0,1,0,0,1,0,0,0,0,1,1,0,1,0,17.704
0,0,1,1,0,0,0,1,0,0,0,0,0,0,17.1
1,0,1,0,1,0,0,0,1,0,0,1,0,0,17.638
1,0,1,1,1,0,0,1,0,0,0,1,1,0,17.567
0,1,1,0,0,0,1,1,0,1,0,0,0,1,17.589
1,0,1,1,0,0,0,0,0,0,1,0,1,0,17.231
1,0,0,0,0,0,1,0,0,1,1,0,1,1,17.726
1,1,1,1,0,1,0,1,0,0,0,1,1,0,17.683
0,1,1,0,0,0,0,0,1,1,1,1,0,0,17.965
1,1,1,1,0,0,0,1,1,1,0,0,0,0,17.627
0,0,0,1,1,0,0,0,0,1,1,0,1,0,17.645
1,1,0,0,1,0,0,0,1,1,0,0,1,0,17.844
0,1,1,0,0,0,1,0,1,1,0,0,1,1,17.715
1,1,1,0,0,1,0,0,1,1,0,1,1,0,17.961
0,1,0,1,0,1,1,1,1,1,1,0,1,1,17.866
0,1,1,0,0,1,0,0,1,0,1,1,0,0,17.484
1,0,0,0,1,1,0,0,1,1,0,1,1,1,18.108
0,0,1,0,0,1,1,1,1,0,1,1,1,0,17.629
0,1,0,1,1,0,1,1,1,0,1,0,0,1,17.069
1,0,1,0,0,0,0,0,1,0,0,0,1,1,17.04
0,1,1,0,0,0,1,0,0,0,0,0,1,1,17.131
0,1,1,0,0,1,0,0,0,1,1,1,1,1,18.043
0,1,0,1,0,0,0,0,0,0,0,0,1,1,17.188
0,0,1,0,1,0,0,1,1,0,1,0,0,0,17.5
1,1,0,0,0,1,1,0,1,0,0,1,0,1,17.503
1,0,0,0,0,0,1,0,1,1,0,0,1,1,17.689
0,1,1,1,0,1,0,0,1,0,1,0,1,0,17.512
0,0,0,1,0,0,0,1,1,0,0,0,1,0,17.486
1,0,1,0,1,0,0,0,0,1,0,1,1,0,18.054
1,0,0,1,1,0,1,0,1,1,1,0,0,1,17.735
1,1,1,0,1,0,1,0,1,1,0,0,1,1,17.692
0,1,1,1,0,0,1,1,1,0,1,1,1,0,17.447
1,1,0,1,1,0,1,1,1,0,0,1,1,0,17.474
1,0,1,0,0,1,0,1,0,1,1,0,1,0,17.804
0,1,0,0,1,0,0,0,1,0,1,0,1,1,17.177
1,0,0,1,1,0,1,0,0,0,1,0,0,0,17.184
1,0,1,0,1,1,1,0,0,1,0,0,0,1,17.63
1,1,1,1,0,0,0,1,1,1,1,1,0,1,18.032
1,1,1,0,0,0,0,1,0,1,0,1,0,0,18.197
1,0,0,1,1,1,0,0,0,0,0,0,0,1,17.528
0,1,1,1,0,0,0,1,1,0,1,1,0,1,17.432
0,1,0,1,1,0,0,0,0,0,0,1,0,1,17.595
0,0,0,0,0,1,1,0,1,1,1,0,0,0,17.739
0,1,1,0,0,0,0,1,0,1,1,0,1,0,17.942
0,1,1,0,1,1,0,0,0,1,0,1,1,1,18.009
1,1,1,1,0,1,1,1,0,1,0,0,1,0,17.811
0,1,0,0,1,0,1,0,1,1,0,1,0,0,18.427
1,1,0,1,0,1,1,0,0,1,1,1,1,0,18.104
1,1,1,0,1,0,1,1,1,0,1,0,0,1,17.269
1,0,0,0,0,1,1,0,1,1,1,1,1,0,18.073
0,0,1,1,0,1,1,1,1,1,1,0,0,0,17.699
0,1,0,1,1,0,1,1,1,0,0,0,1,1,17.14
1,0,1,1,0,0,1,0,1,0,0,1,1,1,17.491
0,1,0,0,1,0,1,0,1,0,0,0,1,1,17.123
1,1,1,1,1,0,1,0,1,1,0,0,0,0,18.068
0,1,0,1,0,0,1,0,0,1,1,1,0,0,17.981
1,1,1,1,1,1,1,1,1,1,0,0,0,0,17.734
0,1,0,1,1,0,1,0,1,0,1,1,0,0,17.75
1,0,0,1,1,0,0,0,0,1,1,0,0,1,17.778
1,1,0,1,0,1,1,0,0,1,1,1,0,0,18.609
0,0,1,1,1,1,0,0,1,0,0,0,0,1,17.287
0,0,1,0,0,0,0,0,1,1,1,1,0,0,17.985
0,0,1,0,0,1,0,0,0,0,1,0,1,0,17.441
1,0,1,0,0,1,1,0,0,1,1,0,0,0,18.029
1,0,0,1,0,0,1,0,1,0,1,1,0,1,17.742
0,0,1,1,1,0,1,0,0,1,1,0,1,0,17.664
1,1,1,1,0,1,1,0,0,0,1,0,1,1,17.297
1,1,0,1,1,1,0,1,0,0,1,1,1,1,17.518
0,1,0,1,1,0,1,0,1,0,0,0,0,0,17.388
1,0,0,0,1,0,1,1,1,0,0,1,1,1,17.754
0,0,1,0,1,1,1,0,0,0,0,1,1,0,17.822
1,0,1,0,0,1,1,0,0,0,1,0,1,0,17.331
0,0,0,0,1,1,0,1,1,1,1,1,0,1,18.212
0,0,0,1,0,1,1,0,0,1,0,0,1,1,17.706
1,1,0,1,0,0,0,0,1,1,1,1,0,0,18.104
0,1,1,1,0,1,0,1,1,0,1,1,1,1,17.603
0,1,1,1,0,1,1,1,0,0,0,1,1,1,17.513
1,0,0,0,0,0,1,0,0,1,0,1,1,0,18.144
1,1,1,0,1,1,1,1,0,0,0,0,1,1,17.349
1,1,1,1,0,0,0,1,1,0,1,0,0,0,17.18
0,0,0,1,0,0,1,1,1,1,0,1,0,0,18.101
0,0,1,1,0,1,0,0,0,1,1,0,1,0,17.67
0,0,0,1,1,0,0,1,0,1,0,1,1,1,18.379
1,1,0,1,1,1,0,1,0,0,1,0,0,1,17.226
1,0,1,1,1,1,1,1,0,1,0,0,0,1,17.675
0,0,1,0,1,0,1,0,1,0,0,0,1,0,17.444
0,1,0,0,0,1,0,0,0,0,0,1,1,0,17.468
0,0,1,0,1,0,0,0,0,1,1,0,0,0,17.822
1,1,0,1,0,1,1,0,1,0,0,0,1,1,17.299
1,0,0,1,0,0,0,1,1,0,1,0,1,1,17.192
1,1,0,1,1,0,1,0,0,1,1,0,0,1,17.987
0,0,0,0,1,0,0,0,1,1,1,0,1,1,17.751
0,1,1,0,0,0,0,1,0,1,0,1,1,1,17.929
1,0,1,0,0,1,0,0,1,0,1,0,0,0,17.066
0,1,0,1,1,1,0,0,1,0,1,0,0,0,17.339
0,1,1,0,0,0,1,0,0,1,1,0,1,1,17.607
1,0,0,1,1,0,1,1,0,1,0,1,1,1,18.021
1,0,1,1,0,1,0,1,1,0,1,1,1,1,17.686
0,0,1,1,1,0,1,1,1,1,1,0,1,1,17.774
1,0,1,1,1,0,1,1,1,0,0,0,0,0,17.328
1,0,1,1,1,1,0,0,0,0,1,0,1,0,17.568
0,0,1,0,0,0,1,1,0,1,0,1,1,0,17.979
1,1,1,0,1,1,1,1,0,0,0,1,1,1,17.587
0,1,0,1,0,1,1,0,1,0,1,0,1,1,17.471
0,1,1,1,0,0,0,0,1,1,1,0,0,0,17.789
0,1,0,1,0,1,0,1,0,0,0,0,1,1,17.153
1,1,0,0,1,0,0,1,0,0,0,1,1,0,17.3
0,1,0,1,1,0,0,0,1,0,1,0,0,1,17.376
0,1,1,0,0,1,1,0,0,1,0,0,0,0,17.691
0,0,1,1,1,1,1,0,0,1,0,1,1,1,18.282
1,0,1,1,1,1,0,1,0,1,0,0,0,1,17.851
1,1,1,0,1,0,1,0,1,1,0,0,0,0,17.681
1,0,0,0,1,1,0,1,1,0,1,1,1,1,17.56
0,1,1,0,1,1,1,1,1,1,1,0,1,1,17.794
0,0,1,0,1,1,1,1,1,0,1,1,0,1,17.811
0,0,1,1,1,0,0,1,1,1,0,1,1,1,18.032
0,0,0,0,1,0,1,1,0,1,0,0,0,0,17.918
1,1,1,1,1,1,1,1,0,0,0,0,1,1,17.365
0,0,1,1,0,0,0,1,1,0,0,0,1,1,17.187
0,0,1,0,1,1,1,0,1,1,1,1,0,0,17.961
0,1,0,1,1,0,0,0,1,1,0,0,1,1,17.797
0,0,1,1,1,0,1,0,0,1,1,1,1,0,17.956
0,0,0,1,0,0,0,0,1,0,1,1,0,1,17.483
0,0,0,0,0,1,1,0,1,1,1,0,0,1,17.777
1,0,1,1,1,1,0,1,1,1,0,1,1,0,18.077
1,0,0,0,1,0,1,1,0,0,1,0,1,0,17.269
1,0,0,0,1,0,1,0,1,0,1,0,1,0,17.282
0,0,0,1,0,1,1,1,0,0,1,1,1,0,17.616
1,1,0,1,1,1,0,1,1,0,0,1,0,1,17.549
0,1,0,0,0,1,1,1,0,1,0,0,1,0,17.817
1,1,1,0,0,1,1,1,1,1,0,1,1,1,18.098
1,1,0,1,1,0,1,1,0,1,0,0,0,1,17.683
0,1,1,0,0,1,0,1,0,0,1,1,0,1,17.874
1,1,1,0,0,1,0,1,0,1,1,1,0,0,18.146
1,1,0,1,1,1,1,0,0,0,1,0,1,0,17.123
1,0,0,0,0,0,1,0,0,1,0,1,1,1,18.694
1,1,0,1,1,0,1,1,0,1,0,1,0,1,17.946
0,1,1,0,0,1,0,0,1,1,0,0,1,1,17.712
1,1,1,1,1,1,1,0,1,1,1,0,0,0,17.742
1,1,1,0,1,1,1,0,1,1,0,0,1,1,17.958
0,0,1,0,1,1,1,1,1,0,0,1,1,1,17.497
1,0,0,1,1,1,1,1,1,1,0,1,0,1,18.32
1,0,1,1,1,0,0,0,1,1,0,0,1,1,17.72
1,0,0,1,1,1,1,0,1,1,1,1,1,0,17.987
0,0,1,1,1,0,1,1,1,1,0,1,0,0,17.97
1,0,0,0,0,0,1,0,1,1,0,0,0,1,17.786
0,1,0,0,1,0,1,0,1,0,0,0,1,0,17.139
1,0,0,1,1,1,0,1,0,0,0,1,1,1,17.535
0,0,1,0,0,1,1,1,1,0,0,0,0,1,17.103
1,1,0,1,1,0,1,1,0,0,1,0,0,0,17.192
0,1,0,0,1,1,1,1,1,0,1,1,0,1,17.65
1,0,1,0,1,0,1,1,1,1,1,0,0,1,17.618
1,0,0,0,1,0,1,1,1,0,1,0,0,1,17.372
0,0,1,1,1,0,1,0,1,1,1,1,0,1,18.032
1,1,1,1,0,0,0,0,0,0,0,0,1,0,17.358
0,1,1,1,1,0,0,1,0,0,0,0,1,1,17.212
1,1,0,1,1,0,1,0,1,0,1,1,0,1,17.787
1,0,1,0,1,1,1,0,1,0,1,1,0,1,17.556
0,0,0,1,0,1,0,0,1,0,0,1,0,0,17.466
0,0,0,1,0,0,1,0,1,0,0,0,0,1,17.487
0,1,1,1,1,0,0,0,1,0,1,1,0,0,17.646
0,1,0,1,0,0,0,0,1,1,1,1,1,0,18.001
0,0,0,1,1,1,0,1,1,1,1,1,1,1,17.925
1,1,1,0,0,0,1,1,0,1,1,1,0,0,18.021
0,1,0,0,0,1,1,1,0,0,1,0,1,0,17.063
1,1,0,1,0,0,0,0,0,0,0,0,1,0,17.137
0,0,1,1,0,0,1,0,1,1,1,1,1,1,17.967
1,1,1,1,1,0,1,0,1,0,1,1,1,1,17.627
1,0,1,1,1,0,0,0,0,1,1,1,0,1,17.954
0,0,0,1,0,0,1,0,1,1,0,0,0,1,17.793
1,0,0,1,0,1,0,0,1,0,1,1,1,1,18.026
1,1,0,0,1,0,1,0,0,0,0,0,1,1,17.139
0,1,1,0,0,1,0,0,0,1,1,1,0,1,17.937
1,1,1,0,0,0,0,0,1,0,0,0,0,1,17.543
0,0,1,0,1,1,0,0,0,0,1,0,0,1,17.171
1,1,1,1,0,1,1,0,0,1,1,0,1,1,17.81
0,1,0,0,1,1,0,0,0,1,1,1,0,0,17.97
0,0,0,1,0,0,0,0,0,1,1,0,0,1,18.109
0,0,1,1,1,1,1,0,0,0,1,1,1,1,17.671
0,0,1,1,0,1,0,1,1,1,1,1,0,1,18.078
0,0,1,0,1,0,1,0,1,1,0,1,0,0,18.053
1,1,1,0,0,1,0,1,0,1,0,0,1,0,18.118
0,1,1,0,0,0,0,1,0,1,1,1,1,1,18.216
0,0,0,1,1,1,0,0,0,1,1,1,1,0,17.977
0,1,0,0,0,1,1,0,1,1,1,1,1,0,18.285
1,1,0,1,0,0,1,1,1,0,1,0,1,0,17.579
1,0,1,0,1,0,1,0,0,1,1,1,1,1,18.173
1,1,0,0,0,1,0,1,0,1,1,0,1,0,17.678
1,1,0,1,1,1,0,0,1,1,1,1,1,0,18.12
0,1,1,1,0,0,0,1,1,1,1,1,0,0,17.978
0,1,1,1,0,1,0,0,0,0,0,0,0,0,17.133
1,0,1,0,0,0,1,0,0,0,1,0,1,0,17.204
1,0,0,0,1,0,1,1,0,1,0,0,0,1,18.192
0,0,1,0,0,1,0,0,0,0,0,0,1,1,17.317
0,1,0,0,1,0,0,0,0,1,0,0,1,1,17.771
0,0,1,0,1,0,1,1,0,0,1,1,0,0,17.872
1,1,0,1,0,0,0,1,0,1,1,1,0,1,17.909
0,0,1,0,0,1,0,0,1,0,0,1,0,1,17.528
0,0,0,1,0,1,1,0,0,0,1,1,0,0,17.565
0,0,1,1,1,0,0,0,1,0,0,0,0,1,17.232
0,1,0,1,1,0,0,0,1,0,1,0,0,0,17.301
1,0,0,0,0,0,1,0,1,0,1,1,1,1,17.643
0,0,0,1,0,0,0,0,0,0,1,0,0,0,17.249
1,1,1,1,0,0,0,0,1,1,1,1,1,0,17.963
0,0,0,0,0,0,1,1,0,0,0,0,1,1,17.171
0,1,0,0,0,1,1,0,1,0,1,1,0,0,17.599
0,0,0,0,1,1,0,1,1,1,0,0,0,0,17.77
0,0,1,0,0,0,1,1,1,0,0,0,0,1,17.198
0,0,1,0,1,0,1,0,0,0,1,1,1,1,17.586
0,0,1,1,0,1,1,1,1,0,0,0,1,0,17.277
0,0,1,0,1,1,0,1,0,1,0,0,1,1,17.752
1,1,0,1,0,0,0,0,0,0,0,1,1,0,17.661
0,1,1,0,0,0,1,0,1,1,0,0,0,0,17.872
1,1,0,1,1,1,0,0,0,1,0,0,0,1,17.727
1,0,1,0,1,1,0,0,1,1,1,0,1,1,17.889
1,0,0,0,1,1,1,0,0,1,1,0,1,1,17.787
1,1,1,0,1,0,1,0,1,1,1,0,0,0,17.726
1,1,0,1,0,0,1,0,0,0,1,0,1,1,17.126
1,1,1,0,0,1,1,0,1,0,0,0,0,0,17.527
1,1,0,0,0,0,0,1,1,0,0,1,1,0,17.558
0,0,1,1,0,0,1,1,0,0,0,1,1,1,17.47
0,1,0,1,0,1,0,1,1,1,1,1,0,1,18.142
0,1,1,0,1,1,0,1,0,1,0,0,1,1,17.809
1,1,1,0,0,1,0,0,0,1,0,1,1,0,17.92
1,0,1,0,0,1,0,0,1,0,1,1,1,1,17.488
1,1,0,1,0,1,0,0,0,1,0,0,1,0,17.619
0,0,1,1,0,1,1,0,0,1,0,1,1,0,18.433
0,1,0,0,1,0,1,1,0,1,0,1,1,1,17.923
0,1,0,1,0,0,0,1,0,1,1,1,0,1,17.935
1,0,1,1,1,0,0,0,1,1,1,0,1,1,17.803
0,1,0,0,0,0,1,0,0,1,1,1,0,1,18.006
0,0,0,1,0,1,1,0,1,1,1,1,1,1,17.949
1,0,0,0,0,1,0,0,1,0,0,1,1,0,17.57
0,0,0,0,0,1,0,0,1,1,1,0,0,1,17.77
1,0,1,1,0,0,1,1,0,1,1,1,1,1,18.059
0,0,0,0,1,0,1,1,0,0,1,1,0,0,17.496
0,1,1,1,1,0,1,1,0,1,1,0,1,0,18.558
0,1,1,0,1,0,1,0,1,0,0,1,1,1,17.654
1,1,0,1,0,1,0,0,1,0,1,0,1,1,17.288
0,0,1,1,1,0,1,1,0,0,0,1,1,1,17.583
1,1,1,0,0,0,0,1,1,0,0,0,1,0,17.257
0,0,0,1,0,1,1,1,1,0,0,1,0,1,17.632
1,1,0,0,0,0,1,0,1,1,1,0,0,1,17.96
0,1,1,0,1,0,0,1,1,0,0,0,0,1,17.278
1,1,0,1,0,1,1,0,0,1,1,1,0,1,18.027
1,1,1,0,1,0,1,0,1,0,0,1,0,0,17.673
0,1,1,0,1,0,0,1,1,1,0,0,0,0,17.818
1,1,0,0,0,0,1,1,0,1,0,0,1,1,17.923
0,1,1,0,1,0,1,1,1,1,0,0,0,1,17.48
0,0,1,0,1,1,0,1,0,0,0,1,1,0,17.493
0,1,0,1,1,1,1,0,1,1,1,1,0,1,18.018
0,0,1,1,0,0,0,0,1,1,0,0,0,0,17.778
1,1,0,0,0,1,0,0,1,0,1,1,0,1,17.632
0,1,0,1,0,1,1,0,1,1,0,0,1,0,17.772
0,0,1,1,0,0,0,1,1,0,1,1,1,0,17.945
0,0,1,1,0,1,0,1,1,0,1,1,0,1,17.711
0,1,0,0,0,1,0,0,1,0,1,0,0,1,17.241
1,0,1,0,0,1,0,1,1,1,0,1,1,1,18.455
0,1,1,1,1,0,0,0,1,0,0,0,0,0,17.384
1,1,0,1,0,1,0,1,0,1,1,0,1,1,17.931
1,1,1,1,1,1,0,1,1,0,0,1,1,0,17.421
0,1,0,1,0,0,0,1,0,0,1,0,0,0,17.309
0,1,0,0,1,0,1,1,1,0,1,1,1,1,17.482
1,1,0,1,0,1,0,0,0,0,0,0,0,1,17.251
0,1,1,0,1,0,1,0,1,0,0,1,1,0,17.632
0,0,0,0,0,1,1,1,0,0,0,0,0,1,17.393
0,1,1,0,0,1,1,1,0,0,0,0,1,1,17.103
1,0,0,1,1,1,0,1,1,0,1,1,1,1,17.546
0,1,0,0,1,1,1,0,0,1,0,0,1,1,17.763
1,0,0,1,1,0,0,0,0,1,0,1,0,1,18.006
0,1,0,0,0,0,0,1,1,0,1,0,0,1,17.232
1,1,1,0,0,1,1,0,0,0,1,0,0,1,17.563
0,1,0,1,0,1,1,0,0,0,1,0,1,0,17.61
1,1,1,0,0,1,0,1,1,1,1,1,0,0,18.073
1,1,0,1,0,1,0,0,1,1,1,0,0,1,17.689
0,0,0,0,1,0,0,1,0,1,1,1,0,1,17.945
1,1,0,1,0,1,0,0,0,0,0,1,0,0,17.534
1,1,1,0,0,1,1,1,0,1,0,0,0,0,17.759
1,1,1,1,0,0,0,0,1,0,0,0,1,0,17.26
1,0,1,1,0,1,0,1,1,1,0,1,0,0,18.242
1,0,0,1,1,1,1,1,0,0,1,1,0,1,17.521
0,0,1,1,0,1,0,1,0,1,1,1,1,0,18.06
1,1,1,0,0,1,0,0,0,1,0,0,1,0,17.823
0,0,1,1,0,0,0,0,0,1,0,0,0,0,17.681
1,1,0,0,0,1,0,0,0,0,1,0,0,1,17.187
0,1,0,1,0,1,0,1,0,0,0,0,0,0,17.134
0,1,1,1,1,1,0,0,1,0,0,1,0,0,17.507
1,0,1,1,1,0,1,0,1,0,1,0,0,1,17.404
0,0,1,1,0,1,1,1,1,0,0,1,0,1,17.556
1,1,1,1,0,0,0,0,0,1,1,1,0,0,17.979
1,1,1,1,1,1,1,0,0,0,0,0,0,0,17.373
0,0,1,0,0,0,0,0,0,0,1,0,1,0,17.063
0,1,1,0,1,1,1,0,0,0,1,0,1,1,17.118
0,0,1,1,1,0,0,0,0,0,0,1,1,0,17.47
1,0,1,1,0,1,1,1,1,0,0,0,1,1,17.213
1,1,0,0,1,0,0,1,1,1,0,0,0,0,17.812
0,1,0,1,0,0,0,1,1,0,0,1,0,1,17.507
1,0,0,0,1,0,1,0,1,0,0,1,0,1,17.775
1,1,0,0,0,1,0,0,1,0,1,0,0,1,17.288
1,0,0,1,0,0,0,1,0,1,1,0,1,0,17.769
0,0,1,1,1,0,0,0,0,0,1,1,0,0,17.7
0,0,0,1,0,1,1,0,1,0,1,0,0,0,17.211
1,1,0,1,1,0,0,0,0,1,0,1,0,1,18.235
0,0,0,0,0,1,1,1,1,0,0,0,0,0,17.251
0,1,1,0,0,1,0,1,0,0,0,0,1,1,17.076
0,0,0,0,0,1,0,1,1,1,0,1,1,0,17.991
1,1,0,0,1,1,0,0,0,1,0,0,1,1,17.884
1,1,0,0,0,1,0,0,1,0,0,1,1,1,17.555
0,1,1,0,1,0,0,0,0,1,0,1,0,1,18.214
1,0,0,0,0,1,1,0,1,0,0,1,0,0,17.536
0,0,1,0,1,1,0,0,1,0,1,1,0,1,17.513
0,1,1,1,0,1,0,0,1,0,1,1,0,0,17.56
0,1,1,1,0,1,1,0,0,1,0,0,1,0,17.67
1,1,1,0,1,1,1,1,0,0,0,0,1,1,17.297
0,1,0,0,0,1,0,0,0,0,0,0,1,1,17.127
0,0,1,0,0,0,1,1,1,1,1,0,0,1,17.985
1,1,0,1,1,1,1,0,0,1,1,0,0,0,17.761
