SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$overwritebatch.2
0,1,0,1,0,1,1,1,0,0,0,1,0,0,17.917
1,0,1,1,0,0,1,1,1,0,1,1,0,0,17.544
1,0,0,1,0,0,0,0,0,0,1,0,0,1,17.206
1,1,0,1,0,0,1,1,1,0,0,1,0,0,17.59
1,0,1,1,0,0,0,1,1,0,0,1,0,0,17.813
0,1,0,1,1,1,0,1,0,1,1,0,0,1,17.763
1,1,0,1,1,1,0,1,1,0,0,0,1,0,17.144
1,1,1,1,1,1,0,0,1,0,0,1,1,0,17.571
1,0,1,0,1,0,1,0,1,0,0,1,0,0,17.466
0,0,0,1,1,0,0,1,0,0,0,1,1,1,17.681
0,0,1,0,0,0,0,1,0,0,0,1,0,0,17.474
1,0,1,1,0,1,0,0,0,1,0,0,0,0,17.862
0,0,0,0,1,1,1,1,0,0,0,0,0,0,17.206
1,0,0,1,0,0,0,0,0,1,1,1,0,0,18.004
1,1,1,0,1,0,1,1,0,1,1,0,1,0,18.092
0,1,0,0,0,1,0,1,0,1,1,1,0,0,17.933
1,0,1,1,0,1,1,1,0,1,1,1,0,1,18.236
1,0,0,0,0,0,0,1,0,1,0,1,0,1,18.06
0,0,1,1,1,0,1,1,0,1,0,0,1,1,17.679
0,0,1,1,1,1,0,1,0,1,1,1,0,0,18.049
1,1,0,0,1,0,0,1,1,0,0,0,1,0,17.301
1,0,0,0,1,1,1,0,1,1,1,0,1,1,17.908
0,0,1,1,1,0,1,1,0,0,0,0,1,1,17.406
0,0,1,1,1,0,1,1,1,0,0,1,1,0,17.533
1,0,0,0,1,0,0,1,1,0,1,1,0,0,17.537
0,1,0,1,1,0,1,1,1,1,1,0,1,1,17.637
0,0,1,1,0,1,0,1,0,1,1,1,1,0,18.017
0,0,1,1,0,0,1,0,0,0,0,0,0,0,17.193
0,0,0,0,0,0,1,1,0,1,1,0,0,1,17.665
0,0,1,0,0,1,0,1,1,0,0,1,1,0,17.66
1,0,1,1,0,1,0,1,0,1,0,0,1,0,17.773
1,1,1,1,1,1,0,1,1,0,0,0,0,1,17.294
1,1,1,1,0,0,1,0,1,1,0,1,1,0,18.143
1,0,0,0,1,1,0,0,1,1,0,1,1,0,18.043
1,1,0,1,1,1,1,0,1,1,1,1,1,0,18.045
0,0,0,0,1,0,0,0,0,1,0,1,0,0,17.981
1,1,1,0,0,1,0,0,0,0,1,1,1,0,17.544
1,1,0,0,0,0,1,1,1,1,1,1,1,0,17.921
1,1,0,0,0,1,0,1,0,0,0,1,1,1,17.696
1,1,1,1,1,0,1,0,1,1,0,1,0,1,18.193
0,1,0,1,0,1,1,1,0,0,0,0,1,1,17.367
1,0,0,0,0,1,1,0,1,0,1,1,1,1,17.667
1,0,0,1,0,0,1,1,0,1,0,1,1,1,17.948
0,1,0,1,0,0,0,0,1,1,1,0,1,1,17.704
0,1,0,0,0,1,0,1,0,1,0,0,1,0,17.984
1,1,0,1,1,0,1,1,0,1,0,1,1,0,18.039
0,1,0,1,0,1,0,0,1,0,1,0,1,1,17.294
0,1,1,0,1,0,1,0,1,0,0,1,1,1,17.4
1,0,0,1,0,0,0,1,0,1,1,0,0,1,17.74
1,1,0,1,0,0,1,1,1,0,1,0,0,0,17.326
0,1,1,0,0,1,0,0,1,1,0,0,0,0,17.606
1,1,0,1,0,1,0,1,1,0,1,1,1,0,17.5
1,0,0,0,0,1,1,0,1,1,1,0,1,0,17.851
1,1,0,1,0,0,1,1,1,0,1,1,0,1,17.523
1,1,1,1,0,1,0,0,0,0,1,0,0,0,17.219
1,1,0,1,0,0,0,1,1,1,1,0,0,1,17.722
1,0,1,1,1,0,0,1,1,0,0,0,0,0,17.357
0,1,0,0,1,0,1,1,0,1,1,1,1,0,17.979
0,0,0,1,0,0,0,1,1,0,1,1,0,1,17.507
0,0,0,1,0,0,0,1,1,1,0,1,0,1,18.183
1,0,1,1,0,0,1,0,1,1,1,0,1,0,17.835
1,1,1,1,1,1,1,0,1,0,0,0,1,0,17.058
0,1,0,1,1,1,1,0,1,0,1,1,1,0,17.577
0,1,1,1,1,1,0,1,0,1,0,1,1,1,18.091
0,1,1,1,0,0,1,1,1,1,0,0,1,0,17.777
0,1,0,1,0,0,0,0,1,0,1,0,1,1,17.063
1,0,1,0,0,1,0,0,1,1,0,0,1,0,18.055
1,0,0,0,0,0,0,0,1,0,1,1,0,0,17.821
1,1,1,0,1,1,0,0,1,0,0,1,0,0,17.536
0,1,1,0,0,1,1,0,0,1,0,0,0,1,17.796
0,1,1,1,1,1,1,0,0,1,0,0,0,0,17.808
0,0,1,0,1,1,0,0,1,1,1,1,0,0,17.915
0,0,1,0,1,1,0,0,1,0,1,1,0,0,17.577
1,0,1,0,1,1,0,1,1,0,0,0,1,0,17.204
1,0,0,1,0,1,1,1,1,1,1,1,1,1,18.294
1,0,1,1,1,1,1,1,1,1,1,1,1,0,18.17
0,1,0,1,0,0,1,0,0,0,0,1,0,0,17.57
1,0,1,1,1,1,0,0,0,0,1,0,0,0,17.283
1,1,0,0,1,1,0,0,0,0,1,1,0,0,17.707
0,1,0,1,1,0,0,0,0,0,0,0,1,1,17.352
1,0,1,1,1,1,1,0,0,1,0,0,1,0,17.71
0,0,1,1,0,1,0,0,0,0,1,0,0,0,17.461
1,1,0,0,1,0,1,0,1,1,1,0,1,1,17.607
1,1,1,0,1,1,1,0,1,1,0,1,0,1,18.048
0,0,0,0,1,0,0,1,1,0,0,0,0,1,17.211
1,1,1,1,1,0,0,0,0,1,0,1,0,0,18.071
0,0,0,0,1,0,0,0,0,1,0,1,1,0,17.988
0,0,0,0,1,0,1,1,0,1,1,1,1,0,18.033
0,0,1,1,0,0,1,0,1,1,1,1,1,0,18.064
1,1,0,1,0,0,0,0,1,1,1,1,1,0,18.007
1,1,1,1,0,0,0,1,1,1,0,0,1,0,17.743
1,0,0,0,0,0,0,0,0,0,0,0,1,0,17.261
0,0,0,1,0,1,0,1,1,1,0,1,0,1,18.016
0,0,1,0,1,0,0,1,0,1,1,1,0,1,18.074
1,0,0,0,1,0,1,1,0,0,1,1,0,1,17.531
0,1,1,1,1,0,0,0,1,1,1,1,1,0,17.887
1,0,0,1,0,0,0,0,1,0,1,0,0,0,17.226
0,0,0,1,1,0,0,1,1,1,1,0,0,1,17.583
0,0,0,0,0,0,0,0,0,1,0,1,0,1,17.947
1,0,0,0,0,0,1,0,0,1,0,1,0,0,18.05
1,0,1,0,1,1,0,1,1,1,0,1,1,1,18.293
0,1,1,0,0,1,1,1,0,1,1,0,1,1,17.863
1,0,1,0,0,0,0,0,1,0,1,1,1,0,17.569
0,0,1,0,0,1,1,0,0,1,1,0,1,0,17.765
1,1,1,0,0,0,0,1,1,0,1,0,1,1,17.35
0,1,0,0,1,1,1,1,1,0,0,1,1,0,17.79
1,0,1,0,1,1,1,0,1,1,0,0,0,1,17.8
0,0,1,0,1,0,0,1,0,1,0,0,1,1,17.754
0,0,1,0,0,1,1,1,0,1,0,1,0,1,17.977
0,0,0,0,1,0,0,1,1,1,1,0,1,0,17.835
0,0,0,1,0,1,0,1,1,1,1,1,0,1,18.04
0,0,1,0,1,0,0,0,1,0,1,1,1,0,17.731
0,1,0,0,1,0,0,0,1,1,0,1,0,0,18.011
1,1,1,0,1,1,0,1,1,0,1,0,1,1,17.286
1,1,1,0,0,0,1,1,1,0,0,0,0,1,17.218
0,1,0,1,0,1,1,0,0,1,0,0,0,1,17.789
0,0,1,1,0,1,0,0,1,0,1,0,0,1,17.329
0,1,1,0,1,1,1,1,0,0,1,1,0,1,17.535
0,0,0,0,1,0,1,1,0,0,0,1,1,1,17.603
0,0,0,0,1,1,0,0,1,0,0,1,0,1,17.49
0,0,1,0,0,1,1,1,1,1,0,1,0,0,17.996
1,1,0,1,1,0,0,0,1,0,1,1,0,1,17.816
0,0,0,1,0,0,1,0,0,0,1,0,1,1,17.357
0,0,0,0,0,0,0,1,1,1,0,0,1,1,17.964
0,0,1,1,0,0,0,1,1,1,1,1,1,1,17.945
0,0,0,1,0,1,1,0,0,0,1,1,1,0,17.51
0,0,1,0,1,1,1,1,1,0,1,1,0,0,17.479
0,1,0,0,1,1,1,0,0,1,1,0,0,1,17.792
1,0,0,1,1,0,0,1,0,0,0,0,0,1,17.239
1,1,0,1,1,1,1,1,1,1,0,1,1,0,18.126
1,1,0,1,1,0,0,0,0,0,1,1,0,1,17.624
1,1,1,0,0,1,0,1,1,0,1,0,0,1,17.532
0,0,1,1,0,0,0,0,0,0,1,0,1,1,17.184
1,1,1,1,1,0,1,1,1,0,1,0,1,0,17.231
1,1,1,0,0,0,0,0,0,0,1,0,1,1,17.312
0,0,1,0,0,1,0,0,0,1,0,1,1,1,18.059
0,1,0,0,0,0,1,1,0,1,0,0,1,0,17.823
0,1,0,0,0,0,0,0,0,1,0,0,0,1,17.778
1,1,0,0,0,0,1,1,0,1,1,1,0,1,18.101
0,1,0,0,0,0,0,0,0,0,0,0,1,0,17.131
1,0,0,1,0,0,1,0,1,1,0,1,1,1,17.927
0,0,1,1,1,0,0,1,1,0,0,1,1,1,17.689
1,0,1,0,0,1,1,0,1,0,0,1,0,0,17.653
0,0,1,0,1,0,1,1,0,0,0,1,0,1,17.646
1,1,0,1,1,1,1,1,1,1,0,0,0,0,17.806
1,1,1,1,1,0,0,0,0,1,1,0,0,0,17.856
1,0,1,1,1,1,1,1,0,0,0,1,1,0,17.544
0,0,0,0,1,0,0,1,0,1,1,0,1,1,17.749
0,1,0,0,0,1,1,0,0,1,1,0,1,1,17.87
1,0,0,1,0,1,0,1,1,0,1,0,1,1,17.185
1,1,1,1,0,1,1,1,0,1,1,1,1,0,18.104
1,1,0,1,1,0,1,0,1,0,0,0,0,1,17.228
0,0,1,1,1,0,1,0,1,0,1,1,0,1,17.492
0,1,1,1,0,0,0,0,1,1,0,0,1,0,17.667
1,1,0,0,1,1,0,1,1,0,0,1,1,0,17.544
1,1,1,0,0,0,1,1,0,1,1,1,1,0,18.019
0,1,1,1,1,0,1,0,0,0,1,1,1,0,17.709
0,0,0,1,0,1,1,1,0,1,1,0,1,1,17.914
0,0,0,1,0,0,0,1,0,0,0,0,1,0,17.131
0,0,0,1,0,1,1,0,1,0,0,1,1,0,17.488
1,0,0,1,1,0,1,0,1,0,1,0,0,1,17.349
0,1,0,0,0,0,0,0,0,1,0,0,0,1,17.653
1,0,0,1,0,1,1,0,0,1,1,0,1,1,17.932
0,1,1,1,1,0,0,1,0,0,1,1,0,0,17.655
0,1,1,0,0,1,0,1,1,0,0,0,0,1,17.423
0,0,0,0,0,1,1,1,0,0,1,0,0,0,17.185
0,1,0,0,1,1,0,1,0,1,1,1,1,1,17.914
0,0,1,1,1,0,1,1,1,0,0,1,0,0,17.747
0,1,1,0,1,0,1,1,1,0,1,0,0,0,17.208
0,1,0,1,0,0,0,0,1,0,1,1,1,0,17.864
1,1,1,1,1,1,0,0,1,1,1,1,0,0,18.013
0,0,1,0,1,0,1,1,1,1,1,0,1,1,17.678
0,0,1,0,0,1,0,1,1,1,1,1,0,1,18.116
1,0,0,0,0,0,1,0,0,0,0,0,1,1,17.271
1,0,1,0,1,0,0,0,0,1,0,0,1,1,17.817
