SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrand100K
1,1,1,0,0,1,0,1,1,0,1,0,0,1,454.15
1,0,0,0,0,0,1,0,1,1,1,0,1,1,444.44
1,0,0,1,1,0,1,1,1,1,1,1,1,1,451.81
1,1,0,1,1,1,0,0,1,1,0,1,0,0,447.49
0,1,1,1,0,0,1,1,1,1,1,0,0,0,449.25
0,0,0,1,0,1,0,1,0,0,1,0,0,0,449.27
1,0,1,0,0,1,1,0,0,1,1,1,1,0,446.39
0,1,1,0,0,0,0,1,1,1,0,0,1,0,444.97
1,0,0,1,0,1,1,0,0,1,1,1,1,1,447.21
1,0,1,0,1,0,0,0,1,1,1,0,1,0,456.52
1,0,1,1,1,1,1,0,0,1,1,1,1,0,451.95
0,1,1,0,1,1,1,1,0,1,0,1,0,0,451.36
0,0,1,0,0,0,0,0,1,0,1,1,0,1,444.23
0,1,1,1,0,0,0,0,0,0,0,1,0,1,447.75
0,0,1,1,0,0,1,0,0,1,0,0,1,0,460.33
0,1,1,0,0,1,1,0,0,1,0,1,0,0,449.57
0,1,0,1,0,0,0,1,0,0,1,1,0,0,451.12
0,0,1,1,0,1,0,1,0,1,0,1,1,1,442.55
1,1,0,0,0,0,1,1,0,1,1,1,1,0,452.6
0,1,1,1,1,0,1,1,1,1,0,0,0,0,446.36
0,1,0,0,0,0,1,0,0,1,1,0,0,0,443.54
1,0,1,0,0,1,0,1,0,0,1,1,1,0,458.85
0,0,1,1,0,1,1,1,0,1,0,0,0,1,439.2
0,0,1,1,0,1,1,0,0,0,0,1,0,0,444.35
1,1,0,1,1,1,1,0,1,1,0,0,0,0,451.89
1,1,0,0,0,0,0,1,0,1,0,1,1,0,453.76
0,0,1,0,0,0,1,0,1,0,0,1,1,0,446.98
0,0,0,0,1,0,0,1,0,1,1,1,1,1,449.38
0,1,0,1,1,1,0,1,0,0,0,1,1,1,444.0
1,0,0,0,1,0,0,0,0,1,0,1,1,1,447.36
1,0,1,1,0,0,0,1,1,0,1,0,1,0,444.08
0,0,1,0,1,1,1,1,0,0,0,0,0,1,440.47
1,0,0,0,0,1,0,0,1,0,0,1,1,0,444.46
1,0,0,0,1,1,1,1,0,1,0,0,0,1,444.95
0,1,1,1,0,0,0,0,0,0,0,0,1,1,447.73
1,1,0,1,0,1,0,1,1,1,0,0,0,0,444.05
0,1,1,1,0,0,0,1,1,1,0,0,0,0,443.55
0,1,1,1,1,1,0,0,1,1,1,1,1,1,445.12
1,0,0,0,0,0,0,0,0,0,1,0,1,0,439.42
0,1,0,1,0,0,0,1,1,1,0,1,0,0,448.04
0,1,0,0,0,0,1,1,1,1,1,0,0,1,447.97
0,0,0,0,0,1,0,0,1,0,0,0,0,1,448.14
1,1,0,1,1,1,0,1,0,0,1,1,1,1,445.68
0,0,1,0,0,1,1,1,0,1,0,1,1,1,443.55
0,0,0,1,1,1,0,0,1,0,1,1,1,0,448.08
0,1,0,0,1,1,0,0,1,0,0,0,0,0,442.9
1,0,0,0,0,1,1,1,0,0,0,1,0,0,447.88
1,1,0,1,0,0,0,1,1,0,0,1,1,1,453.43
1,1,0,0,0,1,1,1,0,0,0,0,1,0,443.61
1,0,0,1,1,0,0,1,1,1,1,1,1,1,448.49
0,1,1,0,1,0,1,1,1,0,0,1,1,1,448.6
0,1,0,1,1,0,1,1,0,0,0,0,1,0,441.06
1,0,0,0,1,1,1,1,1,1,1,0,0,0,451.83
1,0,1,1,0,1,0,1,0,0,1,1,0,1,443.42
1,0,1,0,1,0,0,1,1,0,1,0,0,1,459.29
1,1,1,1,1,1,1,1,1,1,1,0,1,1,442.76
1,1,1,0,1,1,0,0,1,1,0,1,1,1,445.5
0,1,0,1,1,0,0,0,1,0,1,0,0,1,445.19
1,0,1,0,1,1,0,1,1,1,1,0,1,1,440.63
0,0,0,1,1,0,1,1,0,1,1,1,0,0,449.8
1,0,0,0,0,1,0,1,1,0,1,0,0,1,445.86
1,0,1,0,0,1,1,1,1,1,0,0,1,0,443.38
0,0,0,1,0,0,1,1,1,1,1,0,1,1,441.93
0,0,0,0,1,0,1,1,1,1,1,1,0,0,444.6
0,1,1,0,0,0,1,0,1,0,1,0,1,0,442.68
0,1,0,0,1,0,1,0,0,0,1,0,0,0,444.54
1,0,0,1,1,1,0,1,0,1,1,1,1,1,458.73
1,1,0,0,1,0,0,0,1,1,1,1,1,0,449.38
1,1,0,1,0,0,0,0,0,1,0,1,1,1,444.55
0,0,1,1,1,1,1,0,1,1,0,1,1,0,444.13
0,1,1,0,0,0,1,0,1,0,0,0,1,0,449.5
0,1,0,1,1,0,1,1,0,1,1,1,0,0,446.3
0,1,1,0,0,1,0,0,1,1,1,1,1,1,444.14
1,0,1,1,0,1,1,0,1,1,0,1,0,0,445.6
0,1,0,1,0,0,1,1,1,0,1,0,0,1,443.46
1,0,1,1,0,0,1,0,1,0,1,1,1,1,445.24
0,0,1,1,0,1,1,0,1,0,1,0,0,1,442.39
0,0,0,1,1,1,0,1,0,1,0,1,0,1,446.98
1,1,1,0,0,0,0,1,1,1,1,1,0,1,450.23
0,1,0,0,0,1,0,0,1,1,0,0,1,0,448.62
1,0,0,1,1,1,1,0,1,0,0,0,1,1,439.01
1,1,0,1,1,1,1,1,0,1,1,1,1,1,446.63
1,0,1,0,0,1,0,0,1,1,1,0,0,1,443.47
0,1,0,1,1,0,1,1,1,1,1,1,0,0,449.08
1,0,0,1,0,1,0,0,0,1,1,0,0,1,449.12
0,1,0,1,0,1,1,1,0,0,1,1,1,0,445.77
1,0,1,1,0,0,0,1,1,0,1,1,1,1,451.39
1,0,1,1,0,0,0,0,1,0,1,1,1,1,449.79
0,1,1,1,1,0,1,1,0,1,0,1,0,1,447.81
1,1,1,1,1,1,1,0,0,0,0,0,0,1,457.84
1,0,0,0,1,0,0,0,1,1,1,0,0,1,442.14
0,0,0,0,1,0,1,0,1,1,1,0,0,0,442.01
0,1,1,1,0,1,1,1,0,1,1,0,1,0,453.52
0,1,1,0,0,0,1,0,1,0,1,1,1,0,448.39
0,0,0,0,0,1,0,0,0,0,0,1,0,1,450.36
1,1,0,0,0,1,1,1,0,0,1,1,1,0,442.83
1,0,0,0,0,0,1,0,0,0,0,1,0,0,451.47
1,1,0,1,1,1,0,1,0,1,0,1,1,0,452.64
0,1,0,1,1,1,1,0,1,1,1,0,1,1,449.65
0,1,0,1,1,0,0,0,0,0,0,0,0,1,441.69
1,1,0,1,0,0,0,1,1,1,0,0,1,0,464.4
0,1,0,1,1,0,0,0,0,0,1,1,1,0,447.09
0,1,1,1,0,1,1,1,1,1,0,0,1,1,442.4
0,0,1,1,1,0,1,1,0,1,1,0,1,1,443.02
1,1,0,0,0,0,1,0,1,1,0,1,0,1,443.81
0,0,0,0,1,0,1,1,0,0,1,1,1,0,443.81
1,1,0,1,0,0,0,0,0,0,1,0,0,0,445.72
0,1,1,0,0,0,1,1,0,1,0,0,1,0,446.65
1,0,1,1,1,1,0,0,1,0,1,0,0,1,447.97
1,1,1,1,0,0,1,0,1,1,1,1,0,0,447.1
1,0,1,0,0,0,1,1,0,0,0,0,0,0,447.52
1,1,1,0,1,1,0,0,1,0,0,0,0,0,454.9
1,1,0,0,1,1,0,0,1,0,0,1,0,0,450.8
0,0,0,1,1,0,1,0,0,1,0,0,0,0,442.69
0,0,0,0,1,1,0,0,1,0,1,1,0,0,445.65
0,0,1,1,0,0,1,1,1,1,1,0,0,1,450.39
1,0,1,0,0,0,0,1,0,1,0,0,0,0,456.77
0,0,1,0,1,1,0,0,1,0,0,1,1,0,449.39
0,0,0,1,1,1,0,1,0,1,0,1,1,1,444.08
1,1,1,1,1,0,1,0,0,1,1,0,1,0,442.3
0,1,1,1,0,1,1,1,0,0,1,1,1,1,444.15
0,0,1,1,0,1,0,0,1,0,0,0,1,0,441.29
0,1,1,1,1,0,0,1,0,0,1,1,0,1,443.57
0,0,1,1,0,0,1,1,0,0,1,0,0,1,438.47
1,1,1,0,1,1,1,0,1,0,0,0,1,0,442.47
1,1,0,0,1,0,1,0,0,1,0,0,0,0,456.22
0,0,1,1,1,1,0,1,0,1,0,1,1,1,447.73
0,0,1,1,1,0,1,0,0,1,1,0,1,1,439.68
0,1,0,0,1,0,0,0,1,1,0,0,1,0,449.61
0,0,1,0,0,0,1,1,0,0,1,1,0,0,445.11
1,1,0,0,0,0,0,1,1,1,1,0,0,0,443.96
0,1,0,0,1,0,0,0,0,1,1,0,1,0,446.12
0,0,1,1,0,0,0,1,0,0,0,0,0,0,446.53
1,0,1,0,1,0,0,0,1,0,0,1,0,0,446.9
1,0,1,1,1,0,0,1,0,0,0,1,1,0,444.49
0,1,1,0,0,0,1,1,0,1,0,0,0,1,441.19
1,0,1,1,0,0,0,0,0,0,1,0,1,0,441.87
1,0,0,0,0,0,1,0,0,1,1,0,1,1,443.11
1,1,1,1,0,1,0,1,0,0,0,1,1,0,446.72
0,1,1,0,0,0,0,0,1,1,1,1,0,0,444.71
1,1,1,1,0,0,0,1,1,1,0,0,0,0,447.69
0,0,0,1,1,0,0,0,0,1,1,0,1,0,443.01
1,1,0,0,1,0,0,0,1,1,0,0,1,0,477.16
0,1,1,0,0,0,1,0,1,1,0,0,1,1,440.52
1,1,1,0,0,1,0,0,1,1,0,1,1,0,447.64
0,1,0,1,0,1,1,1,1,1,1,0,1,1,443.48
0,1,1,0,0,1,0,0,1,0,1,1,0,0,447.71
1,0,0,0,1,1,0,0,1,1,0,1,1,1,451.61
0,0,1,0,0,1,1,1,1,0,1,1,1,0,444.1
0,1,0,1,1,0,1,1,1,0,1,0,0,1,443.2
1,0,1,0,0,0,0,0,1,0,0,0,1,1,441.28
0,1,1,0,0,0,1,0,0,0,0,0,1,1,441.48
0,1,1,0,0,1,0,0,0,1,1,1,1,1,448.9
0,1,0,1,0,0,0,0,0,0,0,0,1,1,447.59
0,0,1,0,1,0,0,1,1,0,1,0,0,0,440.29
1,1,0,0,0,1,1,0,1,0,0,1,0,1,456.24
1,0,0,0,0,0,1,0,1,1,0,0,1,1,450.51
0,1,1,1,0,1,0,0,1,0,1,0,1,0,446.51
0,0,0,1,0,0,0,1,1,0,0,0,1,0,446.9
1,0,1,0,1,0,0,0,0,1,0,1,1,0,456.67
1,0,0,1,1,0,1,0,1,1,1,0,0,1,450.06
1,1,1,0,1,0,1,0,1,1,0,0,1,1,444.94
0,1,1,1,0,0,1,1,1,0,1,1,1,0,452.28
1,1,0,1,1,0,1,1,1,0,0,1,1,0,454.44
1,0,1,0,0,1,0,1,0,1,1,0,1,0,440.42
0,1,0,0,1,0,0,0,1,0,1,0,1,1,445.81
1,0,0,1,1,0,1,0,0,0,1,0,0,0,446.66
1,0,1,0,1,1,1,0,0,1,0,0,0,1,447.79
1,1,1,1,0,0,0,1,1,1,1,1,0,1,443.38
1,1,1,0,0,0,0,1,0,1,0,1,0,0,451.73
1,0,0,1,1,1,0,0,0,0,0,0,0,1,444.35
0,1,1,1,0,0,0,1,1,0,1,1,0,1,457.31
0,1,0,1,1,0,0,0,0,0,0,1,0,1,449.62
0,0,0,0,0,1,1,0,1,1,1,0,0,0,442.29
0,1,1,0,0,0,0,1,0,1,1,0,1,0,445.16
0,1,1,0,1,1,0,0,0,1,0,1,1,1,444.04
1,1,1,1,0,1,1,1,0,1,0,0,1,0,442.02
0,1,0,0,1,0,1,0,1,1,0,1,0,0,442.85
1,1,0,1,0,1,1,0,0,1,1,1,1,0,444.21
1,1,1,0,1,0,1,1,1,0,1,0,0,1,448.87
1,0,0,0,0,1,1,0,1,1,1,1,1,0,451.91
0,0,1,1,0,1,1,1,1,1,1,0,0,0,449.45
0,1,0,1,1,0,1,1,1,0,0,0,1,1,446.07
1,0,1,1,0,0,1,0,1,0,0,1,1,1,442.62
0,1,0,0,1,0,1,0,1,0,0,0,1,1,445.94
1,1,1,1,1,0,1,0,1,1,0,0,0,0,448.73
0,1,0,1,0,0,1,0,0,1,1,1,0,0,445.53
1,1,1,1,1,1,1,1,1,1,0,0,0,0,443.29
0,1,0,1,1,0,1,0,1,0,1,1,0,0,450.51
1,0,0,1,1,0,0,0,0,1,1,0,0,1,441.19
1,1,0,1,0,1,1,0,0,1,1,1,0,0,444.93
0,0,1,1,1,1,0,0,1,0,0,0,0,1,445.23
0,0,1,0,0,0,0,0,1,1,1,1,0,0,445.3
0,0,1,0,0,1,0,0,0,0,1,0,1,0,440.71
1,0,1,0,0,1,1,0,0,1,1,0,0,0,447.09
1,0,0,1,0,0,1,0,1,0,1,1,0,1,447.65
0,0,1,1,1,0,1,0,0,1,1,0,1,0,454.16
1,1,1,1,0,1,1,0,0,0,1,0,1,1,442.2
1,1,0,1,1,1,0,1,0,0,1,1,1,1,462.74
0,1,0,1,1,0,1,0,1,0,0,0,0,0,444.69
1,0,0,0,1,0,1,1,1,0,0,1,1,1,447.75
0,0,1,0,1,1,1,0,0,0,0,1,1,0,446.93
1,0,1,0,0,1,1,0,0,0,1,0,1,0,448.28
0,0,0,0,1,1,0,1,1,1,1,1,0,1,443.22
0,0,0,1,0,1,1,0,0,1,0,0,1,1,447.3
1,1,0,1,0,0,0,0,1,1,1,1,0,0,446.42
0,1,1,1,0,1,0,1,1,0,1,1,1,1,443.01
0,1,1,1,0,1,1,1,0,0,0,1,1,1,444.32
1,0,0,0,0,0,1,0,0,1,0,1,1,0,448.57
1,1,1,0,1,1,1,1,0,0,0,0,1,1,442.67
1,1,1,1,0,0,0,1,1,0,1,0,0,0,452.28
0,0,0,1,0,0,1,1,1,1,0,1,0,0,450.68
0,0,1,1,0,1,0,0,0,1,1,0,1,0,441.4
0,0,0,1,1,0,0,1,0,1,0,1,1,1,448.78
1,1,0,1,1,1,0,1,0,0,1,0,0,1,446.62
1,0,1,1,1,1,1,1,0,1,0,0,0,1,444.02
0,0,1,0,1,0,1,0,1,0,0,0,1,0,445.39
0,1,0,0,0,1,0,0,0,0,0,1,1,0,450.28
0,0,1,0,1,0,0,0,0,1,1,0,0,0,443.26
1,1,0,1,0,1,1,0,1,0,0,0,1,1,448.15
1,0,0,1,0,0,0,1,1,0,1,0,1,1,446.22
1,1,0,1,1,0,1,0,0,1,1,0,0,1,443.78
0,0,0,0,1,0,0,0,1,1,1,0,1,1,448.11
0,1,1,0,0,0,0,1,0,1,0,1,1,1,448.8
1,0,1,0,0,1,0,0,1,0,1,0,0,0,444.88
0,1,0,1,1,1,0,0,1,0,1,0,0,0,444.96
0,1,1,0,0,0,1,0,0,1,1,0,1,1,443.94
1,0,0,1,1,0,1,1,0,1,0,1,1,1,452.34
1,0,1,1,0,1,0,1,1,0,1,1,1,1,451.95
0,0,1,1,1,0,1,1,1,1,1,0,1,1,443.51
1,0,1,1,1,0,1,1,1,0,0,0,0,0,442.21
1,0,1,1,1,1,0,0,0,0,1,0,1,0,454.38
0,0,1,0,0,0,1,1,0,1,0,1,1,0,443.02
1,1,1,0,1,1,1,1,0,0,0,1,1,1,456.14
0,1,0,1,0,1,1,0,1,0,1,0,1,1,446.93
0,1,1,1,0,0,0,0,1,1,1,0,0,0,450.21
0,1,0,1,0,1,0,1,0,0,0,0,1,1,447.37
1,1,0,0,1,0,0,1,0,0,0,1,1,0,452.79
0,1,0,1,1,0,0,0,1,0,1,0,0,1,442.43
0,1,1,0,0,1,1,0,0,1,0,0,0,0,448.06
0,0,1,1,1,1,1,0,0,1,0,1,1,1,451.05
1,0,1,1,1,1,0,1,0,1,0,0,0,1,445.0
1,1,1,0,1,0,1,0,1,1,0,0,0,0,556.69
1,0,0,0,1,1,0,1,1,0,1,1,1,1,445.38
0,1,1,0,1,1,1,1,1,1,1,0,1,1,450.77
0,0,1,0,1,1,1,1,1,0,1,1,0,1,442.83
0,0,1,1,1,0,0,1,1,1,0,1,1,1,441.01
0,0,0,0,1,0,1,1,0,1,0,0,0,0,444.23
1,1,1,1,1,1,1,1,0,0,0,0,1,1,449.07
0,0,1,1,0,0,0,1,1,0,0,0,1,1,441.37
0,0,1,0,1,1,1,0,1,1,1,1,0,0,445.54
0,1,0,1,1,0,0,0,1,1,0,0,1,1,442.03
0,0,1,1,1,0,1,0,0,1,1,1,1,0,451.47
0,0,0,1,0,0,0,0,1,0,1,1,0,1,452.04
0,0,0,0,0,1,1,0,1,1,1,0,0,1,444.64
1,0,1,1,1,1,0,1,1,1,0,1,1,0,449.0
1,0,0,0,1,0,1,1,0,0,1,0,1,0,445.65
1,0,0,0,1,0,1,0,1,0,1,0,1,0,441.6
0,0,0,1,0,1,1,1,0,0,1,1,1,0,451.02
1,1,0,1,1,1,0,1,1,0,0,1,0,1,448.36
0,1,0,0,0,1,1,1,0,1,0,0,1,0,443.48
1,1,1,0,0,1,1,1,1,1,0,1,1,1,445.9
1,1,0,1,1,0,1,1,0,1,0,0,0,1,444.22
0,1,1,0,0,1,0,1,0,0,1,1,0,1,445.83
1,1,1,0,0,1,0,1,0,1,1,1,0,0,446.68
1,1,0,1,1,1,1,0,0,0,1,0,1,0,446.28
1,0,0,0,0,0,1,0,0,1,0,1,1,1,470.73
1,1,0,1,1,0,1,1,0,1,0,1,0,1,452.47
0,1,1,0,0,1,0,0,1,1,0,0,1,1,445.8
1,1,1,1,1,1,1,0,1,1,1,0,0,0,444.67
1,1,1,0,1,1,1,0,1,1,0,0,1,1,450.08
0,0,1,0,1,1,1,1,1,0,0,1,1,1,444.95
1,0,0,1,1,1,1,1,1,1,0,1,0,1,446.99
1,0,1,1,1,0,0,0,1,1,0,0,1,1,443.67
1,0,0,1,1,1,1,0,1,1,1,1,1,0,454.08
0,0,1,1,1,0,1,1,1,1,0,1,0,0,443.74
1,0,0,0,0,0,1,0,1,1,0,0,0,1,447.7
0,1,0,0,1,0,1,0,1,0,0,0,1,0,462.56
1,0,0,1,1,1,0,1,0,0,0,1,1,1,444.13
0,0,1,0,0,1,1,1,1,0,0,0,0,1,443.98
1,1,0,1,1,0,1,1,0,0,1,0,0,0,445.68
0,1,0,0,1,1,1,1,1,0,1,1,0,1,444.99
1,0,1,0,1,0,1,1,1,1,1,0,0,1,444.46
1,0,0,0,1,0,1,1,1,0,1,0,0,1,444.85
0,0,1,1,1,0,1,0,1,1,1,1,0,1,443.93
1,1,1,1,0,0,0,0,0,0,0,0,1,0,442.64
0,1,1,1,1,0,0,1,0,0,0,0,1,1,443.56
1,1,0,1,1,0,1,0,1,0,1,1,0,1,451.39
1,0,1,0,1,1,1,0,1,0,1,1,0,1,450.18
0,0,0,1,0,1,0,0,1,0,0,1,0,0,447.43
0,0,0,1,0,0,1,0,1,0,0,0,0,1,450.24
0,1,1,1,1,0,0,0,1,0,1,1,0,0,449.15
0,1,0,1,0,0,0,0,1,1,1,1,1,0,442.46
0,0,0,1,1,1,0,1,1,1,1,1,1,1,445.32
1,1,1,0,0,0,1,1,0,1,1,1,0,0,446.68
0,1,0,0,0,1,1,1,0,0,1,0,1,0,439.4
1,1,0,1,0,0,0,0,0,0,0,0,1,0,443.05
0,0,1,1,0,0,1,0,1,1,1,1,1,1,444.4
1,1,1,1,1,0,1,0,1,0,1,1,1,1,458.79
1,0,1,1,1,0,0,0,0,1,1,1,0,1,446.22
0,0,0,1,0,0,1,0,1,1,0,0,0,1,442.18
1,0,0,1,0,1,0,0,1,0,1,1,1,1,457.85
1,1,0,0,1,0,1,0,0,0,0,0,1,1,443.84
0,1,1,0,0,1,0,0,0,1,1,1,0,1,444.91
1,1,1,0,0,0,0,0,1,0,0,0,0,1,447.2
0,0,1,0,1,1,0,0,0,0,1,0,0,1,449.23
1,1,1,1,0,1,1,0,0,1,1,0,1,1,453.78
0,1,0,0,1,1,0,0,0,1,1,1,0,0,446.58
0,0,0,1,0,0,0,0,0,1,1,0,0,1,449.24
0,0,1,1,1,1,1,0,0,0,1,1,1,1,450.8
0,0,1,1,0,1,0,1,1,1,1,1,0,1,448.01
0,0,1,0,1,0,1,0,1,1,0,1,0,0,447.56
1,1,1,0,0,1,0,1,0,1,0,0,1,0,442.59
0,1,1,0,0,0,0,1,0,1,1,1,1,1,444.47
0,0,0,1,1,1,0,0,0,1,1,1,1,0,445.25
0,1,0,0,0,1,1,0,1,1,1,1,1,0,448.18
1,1,0,1,0,0,1,1,1,0,1,0,1,0,448.0
1,0,1,0,1,0,1,0,0,1,1,1,1,1,449.8
1,1,0,0,0,1,0,1,0,1,1,0,1,0,444.27
1,1,0,1,1,1,0,0,1,1,1,1,1,0,446.5
0,1,1,1,0,0,0,1,1,1,1,1,0,0,444.77
0,1,1,1,0,1,0,0,0,0,0,0,0,0,453.71
1,0,1,0,0,0,1,0,0,0,1,0,1,0,439.97
1,0,0,0,1,0,1,1,0,1,0,0,0,1,442.27
0,0,1,0,0,1,0,0,0,0,0,0,1,1,451.62
0,1,0,0,1,0,0,0,0,1,0,0,1,1,447.88
0,0,1,0,1,0,1,1,0,0,1,1,0,0,445.01
1,1,0,1,0,0,0,1,0,1,1,1,0,1,447.61
0,0,1,0,0,1,0,0,1,0,0,1,0,1,449.95
0,0,0,1,0,1,1,0,0,0,1,1,0,0,444.31
0,0,1,1,1,0,0,0,1,0,0,0,0,1,440.38
0,1,0,1,1,0,0,0,1,0,1,0,0,0,445.25
1,0,0,0,0,0,1,0,1,0,1,1,1,1,448.21
0,0,0,1,0,0,0,0,0,0,1,0,0,0,455.57
1,1,1,1,0,0,0,0,1,1,1,1,1,0,445.62
0,0,0,0,0,0,1,1,0,0,0,0,1,1,440.65
0,1,0,0,0,1,1,0,1,0,1,1,0,0,450.2
0,0,0,0,1,1,0,1,1,1,0,0,0,0,446.71
0,0,1,0,0,0,1,1,1,0,0,0,0,1,446.23
0,0,1,0,1,0,1,0,0,0,1,1,1,1,450.9
0,0,1,1,0,1,1,1,1,0,0,0,1,0,445.7
0,0,1,0,1,1,0,1,0,1,0,0,1,1,446.57
1,1,0,1,0,0,0,0,0,0,0,1,1,0,453.79
0,1,1,0,0,0,1,0,1,1,0,0,0,0,448.06
1,1,0,1,1,1,0,0,0,1,0,0,0,1,445.87
1,0,1,0,1,1,0,0,1,1,1,0,1,1,446.19
1,0,0,0,1,1,1,0,0,1,1,0,1,1,446.88
1,1,1,0,1,0,1,0,1,1,1,0,0,0,451.19
1,1,0,1,0,0,1,0,0,0,1,0,1,1,453.73
1,1,1,0,0,1,1,0,1,0,0,0,0,0,455.38
1,1,0,0,0,0,0,1,1,0,0,1,1,0,451.32
0,0,1,1,0,0,1,1,0,0,0,1,1,1,443.8
0,1,0,1,0,1,0,1,1,1,1,1,0,1,445.73
0,1,1,0,1,1,0,1,0,1,0,0,1,1,445.04
1,1,1,0,0,1,0,0,0,1,0,1,1,0,448.04
1,0,1,0,0,1,0,0,1,0,1,1,1,1,445.12
1,1,0,1,0,1,0,0,0,1,0,0,1,0,449.32
0,0,1,1,0,1,1,0,0,1,0,1,1,0,451.34
0,1,0,0,1,0,1,1,0,1,0,1,1,1,446.43
0,1,0,1,0,0,0,1,0,1,1,1,0,1,448.8
1,0,1,1,1,0,0,0,1,1,1,0,1,1,447.46
0,1,0,0,0,0,1,0,0,1,1,1,0,1,449.01
0,0,0,1,0,1,1,0,1,1,1,1,1,1,443.76
1,0,0,0,0,1,0,0,1,0,0,1,1,0,447.43
0,0,0,0,0,1,0,0,1,1,1,0,0,1,453.29
1,0,1,1,0,0,1,1,0,1,1,1,1,1,444.17
0,0,0,0,1,0,1,1,0,0,1,1,0,0,453.06
0,1,1,1,1,0,1,1,0,1,1,0,1,0,440.66
0,1,1,0,1,0,1,0,1,0,0,1,1,1,444.28
1,1,0,1,0,1,0,0,1,0,1,0,1,1,446.4
0,0,1,1,1,0,1,1,0,0,0,1,1,1,442.59
1,1,1,0,0,0,0,1,1,0,0,0,1,0,444.51
0,0,0,1,0,1,1,1,1,0,0,1,0,1,442.57
1,1,0,0,0,0,1,0,1,1,1,0,0,1,449.52
0,1,1,0,1,0,0,1,1,0,0,0,0,1,440.93
1,1,0,1,0,1,1,0,0,1,1,1,0,1,452.88
1,1,1,0,1,0,1,0,1,0,0,1,0,0,448.04
0,1,1,0,1,0,0,1,1,1,0,0,0,0,444.7
1,1,0,0,0,0,1,1,0,1,0,0,1,1,442.16
0,1,1,0,1,0,1,1,1,1,0,0,0,1,440.98
0,0,1,0,1,1,0,1,0,0,0,1,1,0,444.43
0,1,0,1,1,1,1,0,1,1,1,1,0,1,451.82
0,0,1,1,0,0,0,0,1,1,0,0,0,0,441.85
1,1,0,0,0,1,0,0,1,0,1,1,0,1,446.92
0,1,0,1,0,1,1,0,1,1,0,0,1,0,444.69
0,0,1,1,0,0,0,1,1,0,1,1,1,0,446.99
0,0,1,1,0,1,0,1,1,0,1,1,0,1,444.83
0,1,0,0,0,1,0,0,1,0,1,0,0,1,448.94
1,0,1,0,0,1,0,1,1,1,0,1,1,1,450.16
0,1,1,1,1,0,0,0,1,0,0,0,0,0,443.6
1,1,0,1,0,1,0,1,0,1,1,0,1,1,447.08
1,1,1,1,1,1,0,1,1,0,0,1,1,0,446.96
0,1,0,1,0,0,0,1,0,0,1,0,0,0,441.56
0,1,0,0,1,0,1,1,1,0,1,1,1,1,444.73
1,1,0,1,0,1,0,0,0,0,0,0,0,1,447.04
0,1,1,0,1,0,1,0,1,0,0,1,1,0,448.36
0,0,0,0,0,1,1,1,0,0,0,0,0,1,447.47
0,1,1,0,0,1,1,1,0,0,0,0,1,1,440.09
1,0,0,1,1,1,0,1,1,0,1,1,1,1,445.19
0,1,0,0,1,1,1,0,0,1,0,0,1,1,446.54
1,0,0,1,1,0,0,0,0,1,0,1,0,1,446.05
0,1,0,0,0,0,0,1,1,0,1,0,0,1,446.16
1,1,1,0,0,1,1,0,0,0,1,0,0,1,443.1
0,1,0,1,0,1,1,0,0,0,1,0,1,0,442.61
1,1,1,0,0,1,0,1,1,1,1,1,0,0,444.47
1,1,0,1,0,1,0,0,1,1,1,0,0,1,443.79
0,0,0,0,1,0,0,1,0,1,1,1,0,1,450.04
1,1,0,1,0,1,0,0,0,0,0,1,0,0,450.62
1,1,1,0,0,1,1,1,0,1,0,0,0,0,453.54
1,1,1,1,0,0,0,0,1,0,0,0,1,0,442.15
1,0,1,1,0,1,0,1,1,1,0,1,0,0,456.69
1,0,0,1,1,1,1,1,0,0,1,1,0,1,449.22
0,0,1,1,0,1,0,1,0,1,1,1,1,0,444.2
1,1,1,0,0,1,0,0,0,1,0,0,1,0,444.99
0,0,1,1,0,0,0,0,0,1,0,0,0,0,446.57
1,1,0,0,0,1,0,0,0,0,1,0,0,1,443.97
0,1,0,1,0,1,0,1,0,0,0,0,0,0,441.8
0,1,1,1,1,1,0,0,1,0,0,1,0,0,456.64
1,0,1,1,1,0,1,0,1,0,1,0,0,1,448.24
0,0,1,1,0,1,1,1,1,0,0,1,0,1,452.34
1,1,1,1,0,0,0,0,0,1,1,1,0,0,452.08
1,1,1,1,1,1,1,0,0,0,0,0,0,0,449.02
0,0,1,0,0,0,0,0,0,0,1,0,1,0,442.71
0,1,1,0,1,1,1,0,0,0,1,0,1,1,446.83
0,0,1,1,1,0,0,0,0,0,0,1,1,0,447.08
1,0,1,1,0,1,1,1,1,0,0,0,1,1,453.72
1,1,0,0,1,0,0,1,1,1,0,0,0,0,443.38
