SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readrandom.3
0,0,0,0,0,1,0,0,1,0,0,0,0,1,6.543
1,1,0,1,1,1,0,1,0,0,1,1,1,1,6.339
0,0,1,0,0,1,1,1,0,1,0,1,1,1,6.52
0,0,0,1,1,1,0,0,1,0,1,1,1,0,6.221
0,1,0,0,1,1,0,0,1,0,0,0,0,0,6.285
1,0,0,0,0,1,1,1,0,0,0,1,0,0,6.335
1,1,0,1,0,0,0,1,1,0,0,1,1,1,6.28
1,1,0,0,0,1,1,1,0,0,0,0,1,0,6.245
1,0,0,1,1,0,0,1,1,1,1,1,1,1,6.817
0,1,1,0,1,0,1,1,1,0,0,1,1,1,6.3
0,1,0,1,1,0,1,1,0,0,0,0,1,0,6.392
1,0,0,0,1,1,1,1,1,1,1,0,0,0,6.346
1,0,1,1,0,1,0,1,0,0,1,1,0,1,6.416
1,0,1,0,1,0,0,1,1,0,1,0,0,1,6.344
1,1,1,1,1,1,1,1,1,1,1,0,1,1,6.333
1,1,1,0,1,1,0,0,1,1,0,1,1,1,6.561
0,1,0,1,1,0,0,0,1,0,1,0,0,1,6.349
1,0,1,0,1,1,0,1,1,1,1,0,1,1,6.403
0,0,0,1,1,0,1,1,0,1,1,1,0,0,6.441
1,0,0,0,0,1,0,1,1,0,1,0,0,1,6.458
1,0,1,0,0,1,1,1,1,1,0,0,1,0,6.398
0,0,0,1,0,0,1,1,1,1,1,0,1,1,6.382
0,0,0,0,1,0,1,1,1,1,1,1,0,0,6.33
0,1,1,0,0,0,1,0,1,0,1,0,1,0,6.232
0,1,0,0,1,0,1,0,0,0,1,0,0,0,6.415
1,0,0,1,1,1,0,1,0,1,1,1,1,1,6.386
1,1,0,0,1,0,0,0,1,1,1,1,1,0,6.3
1,1,0,1,0,0,0,0,0,1,0,1,1,1,6.36
0,0,1,1,1,1,1,0,1,1,0,1,1,0,6.623
0,1,1,0,0,0,1,0,1,0,0,0,1,0,6.298
0,1,0,1,1,0,1,1,0,1,1,1,0,0,6.386
0,1,1,0,0,1,0,0,1,1,1,1,1,1,6.275
1,0,1,1,0,1,1,0,1,1,0,1,0,0,6.435
0,1,0,1,0,0,1,1,1,0,1,0,0,1,6.308
1,0,1,1,0,0,1,0,1,0,1,1,1,1,6.214
0,0,1,1,0,1,1,0,1,0,1,0,0,1,6.452
0,0,0,1,1,1,0,1,0,1,0,1,0,1,6.45
1,1,1,0,0,0,0,1,1,1,1,1,0,1,6.476
0,1,0,0,0,1,0,0,1,1,0,0,1,0,6.411
1,0,0,1,1,1,1,0,1,0,0,0,1,1,6.317
1,1,0,1,1,1,1,1,0,1,1,1,1,1,6.455
1,0,1,0,0,1,0,0,1,1,1,0,0,1,6.369
0,1,0,1,1,0,1,1,1,1,1,1,0,0,6.43
1,0,0,1,0,1,0,0,0,1,1,0,0,1,6.414
0,1,0,1,0,1,1,1,0,0,1,1,1,0,6.358
1,0,1,1,0,0,0,1,1,0,1,1,1,1,6.232
1,0,1,1,0,0,0,0,1,0,1,1,1,1,6.401
0,1,1,1,1,0,1,1,0,1,0,1,0,1,6.344
1,1,1,1,1,1,1,0,0,0,0,0,0,1,6.276
1,0,0,0,1,0,0,0,1,1,1,0,0,1,6.704
0,0,0,0,1,0,1,0,1,1,1,0,0,0,6.307
0,1,1,1,0,1,1,1,0,1,1,0,1,0,6.437
0,1,1,0,0,0,1,0,1,0,1,1,1,0,6.247
0,0,0,0,0,1,0,0,0,0,0,1,0,1,6.324
1,1,0,0,0,1,1,1,0,0,1,1,1,0,6.484
1,0,0,0,0,0,1,0,0,0,0,1,0,0,6.34
1,1,0,1,1,1,0,1,0,1,0,1,1,0,6.305
0,1,0,1,1,1,1,0,1,1,1,0,1,1,6.563
0,1,0,1,1,0,0,0,0,0,0,0,0,1,6.491
1,1,0,1,0,0,0,1,1,1,0,0,1,0,6.43
0,1,0,1,1,0,0,0,0,0,1,1,1,0,6.337
0,1,1,1,0,1,1,1,1,1,0,0,1,1,6.665
0,0,1,1,1,0,1,1,0,1,1,0,1,1,6.599
1,1,0,0,0,0,1,0,1,1,0,1,0,1,6.4
0,0,0,0,1,0,1,1,0,0,1,1,1,0,6.396
1,1,0,1,0,0,0,0,0,0,1,0,0,0,6.491
0,1,1,0,0,0,1,1,0,1,0,0,1,0,6.424
1,0,1,1,1,1,0,0,1,0,1,0,0,1,6.407
1,1,1,1,0,0,1,0,1,1,1,1,0,0,6.455
1,0,1,0,0,0,1,1,0,0,0,0,0,0,6.384
1,1,1,0,1,1,0,0,1,0,0,0,0,0,6.32
1,1,0,0,1,1,0,0,1,0,0,1,0,0,6.329
0,0,0,1,1,0,1,0,0,1,0,0,0,0,6.455
0,0,0,0,1,1,0,0,1,0,1,1,0,0,6.404
0,0,1,1,0,0,1,1,1,1,1,0,0,1,6.466
1,0,1,0,0,0,0,1,0,1,0,0,0,0,6.396
0,0,1,0,1,1,0,0,1,0,0,1,1,0,6.299
0,0,0,1,1,1,0,1,0,1,0,1,1,1,6.252
1,1,1,1,1,0,1,0,0,1,1,0,1,0,6.497
0,1,1,1,0,1,1,1,0,0,1,1,1,1,6.223
0,0,1,1,0,1,0,0,1,0,0,0,1,0,6.571
0,1,1,1,1,0,0,1,0,0,1,1,0,1,6.355
0,0,1,1,0,0,1,1,0,0,1,0,0,1,6.541
1,1,1,0,1,1,1,0,1,0,0,0,1,0,6.514
1,1,0,0,1,0,1,0,0,1,0,0,0,0,6.347
0,0,1,1,1,1,0,1,0,1,0,1,1,1,6.359
0,0,1,1,1,0,1,0,0,1,1,0,1,1,6.35
0,1,0,0,1,0,0,0,1,1,0,0,1,0,6.463
0,0,1,0,0,0,1,1,0,0,1,1,0,0,6.432
1,1,0,0,0,0,0,1,1,1,1,0,0,0,6.405
0,1,0,0,1,0,0,0,0,1,1,0,1,0,6.389
0,0,1,1,0,0,0,1,0,0,0,0,0,0,6.424
1,0,1,0,1,0,0,0,1,0,0,1,0,0,6.737
1,0,1,1,1,0,0,1,0,0,0,1,1,0,6.306
0,1,1,0,0,0,1,1,0,1,0,0,0,1,6.406
1,0,1,1,0,0,0,0,0,0,1,0,1,0,6.266
1,0,0,0,0,0,1,0,0,1,1,0,1,1,6.442
1,1,1,1,0,1,0,1,0,0,0,1,1,0,6.315
0,1,1,0,0,0,0,0,1,1,1,1,0,0,6.521
1,1,1,1,0,0,0,1,1,1,0,0,0,0,6.563
0,0,0,1,1,0,0,0,0,1,1,0,1,0,6.578
1,1,0,0,1,0,0,0,1,1,0,0,1,0,6.493
0,1,1,0,0,0,1,0,1,1,0,0,1,1,6.508
1,1,1,0,0,1,0,0,1,1,0,1,1,0,6.661
0,1,0,1,0,1,1,1,1,1,1,0,1,1,6.456
0,1,1,0,0,1,0,0,1,0,1,1,0,0,6.284
1,0,0,0,1,1,0,0,1,1,0,1,1,1,6.347
0,0,1,0,0,1,1,1,1,0,1,1,1,0,6.378
0,1,0,1,1,0,1,1,1,0,1,0,0,1,6.696
1,0,1,0,0,0,0,0,1,0,0,0,1,1,6.409
0,1,1,0,0,0,1,0,0,0,0,0,1,1,6.247
0,1,1,0,0,1,0,0,0,1,1,1,1,1,6.339
0,1,0,1,0,0,0,0,0,0,0,0,1,1,6.634
0,0,1,0,1,0,0,1,1,0,1,0,0,0,6.401
1,1,0,0,0,1,1,0,1,0,0,1,0,1,6.438
1,0,0,0,0,0,1,0,1,1,0,0,1,1,6.386
0,1,1,1,0,1,0,0,1,0,1,0,1,0,6.385
0,0,0,1,0,0,0,1,1,0,0,0,1,0,6.762
1,0,1,0,1,0,0,0,0,1,0,1,1,0,6.423
1,0,0,1,1,0,1,0,1,1,1,0,0,1,6.737
1,1,1,0,1,0,1,0,1,1,0,0,1,1,6.425
0,1,1,1,0,0,1,1,1,0,1,1,1,0,6.302
1,1,0,1,1,0,1,1,1,0,0,1,1,0,6.239
1,0,1,0,0,1,0,1,0,1,1,0,1,0,6.459
0,1,0,0,1,0,0,0,1,0,1,0,1,1,6.214
1,0,0,1,1,0,1,0,0,0,1,0,0,0,6.615
1,0,1,0,1,1,1,0,0,1,0,0,0,1,6.466
1,1,1,1,0,0,0,1,1,1,1,1,0,1,6.338
1,1,1,0,0,0,0,1,0,1,0,1,0,0,6.369
1,0,0,1,1,1,0,0,0,0,0,0,0,1,6.523
0,1,1,1,0,0,0,1,1,0,1,1,0,1,6.304
0,1,0,1,1,0,0,0,0,0,0,1,0,1,6.338
0,0,0,0,0,1,1,0,1,1,1,0,0,0,6.425
0,1,1,0,0,0,0,1,0,1,1,0,1,0,6.415
0,1,1,0,1,1,0,0,0,1,0,1,1,1,6.307
1,1,1,1,0,1,1,1,0,1,0,0,1,0,6.564
0,1,0,0,1,0,1,0,1,1,0,1,0,0,6.408
1,1,0,1,0,1,1,0,0,1,1,1,1,0,6.299
1,1,1,0,1,0,1,1,1,0,1,0,0,1,6.362
1,0,0,0,0,1,1,0,1,1,1,1,1,0,6.396
0,0,1,1,0,1,1,1,1,1,1,0,0,0,6.464
0,1,0,1,1,0,1,1,1,0,0,0,1,1,6.424
1,0,1,1,0,0,1,0,1,0,0,1,1,1,6.476
0,1,0,0,1,0,1,0,1,0,0,0,1,1,6.545
1,1,1,1,1,0,1,0,1,1,0,0,0,0,6.41
0,1,0,1,0,0,1,0,0,1,1,1,0,0,6.435
1,1,1,1,1,1,1,1,1,1,0,0,0,0,6.452
0,1,0,1,1,0,1,0,1,0,1,1,0,0,6.457
1,0,0,1,1,0,0,0,0,1,1,0,0,1,6.511
1,1,0,1,0,1,1,0,0,1,1,1,0,0,6.368
0,0,1,1,1,1,0,0,1,0,0,0,0,1,6.418
0,0,1,0,0,0,0,0,1,1,1,1,0,0,6.396
0,0,1,0,0,1,0,0,0,0,1,0,1,0,6.377
1,0,1,0,0,1,1,0,0,1,1,0,0,0,6.488
1,0,0,1,0,0,1,0,1,0,1,1,0,1,6.327
0,0,1,1,1,0,1,0,0,1,1,0,1,0,6.645
1,1,1,1,0,1,1,0,0,0,1,0,1,1,6.359
1,1,0,1,1,1,0,1,0,0,1,1,1,1,6.465
0,1,0,1,1,0,1,0,1,0,0,0,0,0,6.392
1,0,0,0,1,0,1,1,1,0,0,1,1,1,6.209
0,0,1,0,1,1,1,0,0,0,0,1,1,0,6.389
1,0,1,0,0,1,1,0,0,0,1,0,1,0,6.633
0,0,0,0,1,1,0,1,1,1,1,1,0,1,6.389
0,0,0,1,0,1,1,0,0,1,0,0,1,1,6.413
1,1,0,1,0,0,0,0,1,1,1,1,0,0,6.488
0,1,1,1,0,1,0,1,1,0,1,1,1,1,6.459
0,1,1,1,0,1,1,1,0,0,0,1,1,1,6.331
1,0,0,0,0,0,1,0,0,1,0,1,1,0,6.433
1,1,1,0,1,1,1,1,0,0,0,0,1,1,6.253
1,1,1,1,0,0,0,1,1,0,1,0,0,0,6.391
0,0,0,1,0,0,1,1,1,1,0,1,0,0,6.436
0,0,1,1,0,1,0,0,0,1,1,0,1,0,6.369
0,0,0,1,1,0,0,1,0,1,0,1,1,1,6.348
1,1,0,1,1,1,0,1,0,0,1,0,0,1,6.6
1,0,1,1,1,1,1,1,0,1,0,0,0,1,6.377
0,0,1,0,1,0,1,0,1,0,0,0,1,0,6.532
0,1,0,0,0,1,0,0,0,0,0,1,1,0,6.292
0,0,1,0,1,0,0,0,0,1,1,0,0,0,6.439
1,1,0,1,0,1,1,0,1,0,0,0,1,1,6.306
1,0,0,1,0,0,0,1,1,0,1,0,1,1,6.389
1,1,0,1,1,0,1,0,0,1,1,0,0,1,6.559
0,0,0,0,1,0,0,0,1,1,1,0,1,1,6.372
0,1,1,0,0,0,0,1,0,1,0,1,1,1,6.321
1,0,1,0,0,1,0,0,1,0,1,0,0,0,6.452
0,1,0,1,1,1,0,0,1,0,1,0,0,0,6.394
0,1,1,0,0,0,1,0,0,1,1,0,1,1,6.468
1,0,0,1,1,0,1,1,0,1,0,1,1,1,6.481
1,0,1,1,0,1,0,1,1,0,1,1,1,1,6.457
0,0,1,1,1,0,1,1,1,1,1,0,1,1,6.305
1,0,1,1,1,0,1,1,1,0,0,0,0,0,6.446
1,0,1,1,1,1,0,0,0,0,1,0,1,0,6.203
0,0,1,0,0,0,1,1,0,1,0,1,1,0,6.435
1,1,1,0,1,1,1,1,0,0,0,1,1,1,6.254
0,1,0,1,0,1,1,0,1,0,1,0,1,1,6.814
0,1,1,1,0,0,0,0,1,1,1,0,0,0,6.45
0,1,0,1,0,1,0,1,0,0,0,0,1,1,6.24
1,1,0,0,1,0,0,1,0,0,0,1,1,0,6.286
0,1,0,1,1,0,0,0,1,0,1,0,0,1,6.345
0,1,1,0,0,1,1,0,0,1,0,0,0,0,6.431
0,0,1,1,1,1,1,0,0,1,0,1,1,1,6.398
1,0,1,1,1,1,0,1,0,1,0,0,0,1,6.444
1,1,1,0,1,0,1,0,1,1,0,0,0,0,6.493
1,0,0,0,1,1,0,1,1,0,1,1,1,1,6.299
0,1,1,0,1,1,1,1,1,1,1,0,1,1,6.414
0,0,1,0,1,1,1,1,1,0,1,1,0,1,6.324
0,0,1,1,1,0,0,1,1,1,0,1,1,1,6.456
0,0,0,0,1,0,1,1,0,1,0,0,0,0,6.477
1,1,1,1,1,1,1,1,0,0,0,0,1,1,6.277
0,0,1,1,0,0,0,1,1,0,0,0,1,1,6.437
0,0,1,0,1,1,1,0,1,1,1,1,0,0,6.403
0,1,0,1,1,0,0,0,1,1,0,0,1,1,6.502
0,0,1,1,1,0,1,0,0,1,1,1,1,0,6.357
0,0,0,1,0,0,0,0,1,0,1,1,0,1,6.42
0,0,0,0,0,1,1,0,1,1,1,0,0,1,6.802
1,0,1,1,1,1,0,1,1,1,0,1,1,0,6.496
1,0,0,0,1,0,1,1,0,0,1,0,1,0,6.396
1,0,0,0,1,0,1,0,1,0,1,0,1,0,6.259
0,0,0,1,0,1,1,1,0,0,1,1,1,0,6.316
1,1,0,1,1,1,0,1,1,0,0,1,0,1,6.279
0,1,0,0,0,1,1,1,0,1,0,0,1,0,6.396
1,1,1,0,0,1,1,1,1,1,0,1,1,1,6.442
1,1,0,1,1,0,1,1,0,1,0,0,0,1,6.482
0,1,1,0,0,1,0,1,0,0,1,1,0,1,6.627
1,1,1,0,0,1,0,1,0,1,1,1,0,0,6.322
1,1,0,1,1,1,1,0,0,0,1,0,1,0,6.378
1,0,0,0,0,0,1,0,0,1,0,1,1,1,6.511
1,1,0,1,1,0,1,1,0,1,0,1,0,1,6.425
0,1,1,0,0,1,0,0,1,1,0,0,1,1,6.433
1,1,1,1,1,1,1,0,1,1,1,0,0,0,6.591
1,1,1,0,1,1,1,0,1,1,0,0,1,1,6.675
0,0,1,0,1,1,1,1,1,0,0,1,1,1,6.521
1,0,0,1,1,1,1,1,1,1,0,1,0,1,6.7
1,0,1,1,1,0,0,0,1,1,0,0,1,1,6.465
1,0,0,1,1,1,1,0,1,1,1,1,1,0,6.73
0,0,1,1,1,0,1,1,1,1,0,1,0,0,6.512
1,0,0,0,0,0,1,0,1,1,0,0,0,1,6.428
0,1,0,0,1,0,1,0,1,0,0,0,1,0,6.316
1,0,0,1,1,1,0,1,0,0,0,1,1,1,6.241
0,0,1,0,0,1,1,1,1,0,0,0,0,1,6.309
1,1,0,1,1,0,1,1,0,0,1,0,0,0,6.32
0,1,0,0,1,1,1,1,1,0,1,1,0,1,6.62
1,0,1,0,1,0,1,1,1,1,1,0,0,1,6.347
1,0,0,0,1,0,1,1,1,0,1,0,0,1,6.307
0,0,1,1,1,0,1,0,1,1,1,1,0,1,6.354
1,1,1,1,0,0,0,0,0,0,0,0,1,0,6.281
0,1,1,1,1,0,0,1,0,0,0,0,1,1,6.296
1,1,0,1,1,0,1,0,1,0,1,1,0,1,6.369
1,0,1,0,1,1,1,0,1,0,1,1,0,1,6.594
0,0,0,1,0,1,0,0,1,0,0,1,0,0,6.411
0,0,0,1,0,0,1,0,1,0,0,0,0,1,6.389
0,1,1,1,1,0,0,0,1,0,1,1,0,0,6.28
0,1,0,1,0,0,0,0,1,1,1,1,1,0,6.33
0,0,0,1,1,1,0,1,1,1,1,1,1,1,6.498
1,1,1,0,0,0,1,1,0,1,1,1,0,0,6.447
0,1,0,0,0,1,1,1,0,0,1,0,1,0,6.219
1,1,0,1,0,0,0,0,0,0,0,0,1,0,6.379
0,0,1,1,0,0,1,0,1,1,1,1,1,1,6.429
1,1,1,1,1,0,1,0,1,0,1,1,1,1,6.268
1,0,1,1,1,0,0,0,0,1,1,1,0,1,6.532
0,0,0,1,0,0,1,0,1,1,0,0,0,1,6.428
1,0,0,1,0,1,0,0,1,0,1,1,1,1,6.431
1,1,0,0,1,0,1,0,0,0,0,0,1,1,6.385
0,1,1,0,0,1,0,0,0,1,1,1,0,1,6.567
1,1,1,0,0,0,0,0,1,0,0,0,0,1,6.31
0,0,1,0,1,1,0,0,0,0,1,0,0,1,6.481
1,1,1,1,0,1,1,0,0,1,1,0,1,1,6.359
0,1,0,0,1,1,0,0,0,1,1,1,0,0,6.539
0,0,0,1,0,0,0,0,0,1,1,0,0,1,6.39
0,0,1,1,1,1,1,0,0,0,1,1,1,1,6.28
0,0,1,1,0,1,0,1,1,1,1,1,0,1,6.885
0,0,1,0,1,0,1,0,1,1,0,1,0,0,6.364
1,1,1,0,0,1,0,1,0,1,0,0,1,0,6.515
0,1,1,0,0,0,0,1,0,1,1,1,1,1,6.393
0,0,0,1,1,1,0,0,0,1,1,1,1,0,6.363
0,1,0,0,0,1,1,0,1,1,1,1,1,0,6.366
1,1,0,1,0,0,1,1,1,0,1,0,1,0,6.371
1,0,1,0,1,0,1,0,0,1,1,1,1,1,6.369
1,1,0,0,0,1,0,1,0,1,1,0,1,0,6.666
1,1,0,1,1,1,0,0,1,1,1,1,1,0,6.298
0,1,1,1,0,0,0,1,1,1,1,1,0,0,6.735
0,1,1,1,0,1,0,0,0,0,0,0,0,0,6.408
1,0,1,0,0,0,1,0,0,0,1,0,1,0,6.315
1,0,0,0,1,0,1,1,0,1,0,0,0,1,6.513
0,0,1,0,0,1,0,0,0,0,0,0,1,1,6.538
0,1,0,0,1,0,0,0,0,1,0,0,1,1,6.493
0,0,1,0,1,0,1,1,0,0,1,1,0,0,6.446
1,1,0,1,0,0,0,1,0,1,1,1,0,1,6.687
0,0,1,0,0,1,0,0,1,0,0,1,0,1,6.44
0,0,0,1,0,1,1,0,0,0,1,1,0,0,6.454
0,0,1,1,1,0,0,0,1,0,0,0,0,1,6.459
0,1,0,1,1,0,0,0,1,0,1,0,0,0,6.344
1,0,0,0,0,0,1,0,1,0,1,1,1,1,6.334
0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.564
1,1,1,1,0,0,0,0,1,1,1,1,1,0,6.456
0,0,0,0,0,0,1,1,0,0,0,0,1,1,6.329
0,1,0,0,0,1,1,0,1,0,1,1,0,0,6.31
0,0,0,0,1,1,0,1,1,1,0,0,0,0,6.465
0,0,1,0,0,0,1,1,1,0,0,0,0,1,6.463
0,0,1,0,1,0,1,0,0,0,1,1,1,1,6.247
0,0,1,1,0,1,1,1,1,0,0,0,1,0,6.498
0,0,1,0,1,1,0,1,0,1,0,0,1,1,6.471
1,1,0,1,0,0,0,0,0,0,0,1,1,0,6.292
0,1,1,0,0,0,1,0,1,1,0,0,0,0,6.372
1,1,0,1,1,1,0,0,0,1,0,0,0,1,6.546
1,0,1,0,1,1,0,0,1,1,1,0,1,1,6.37
1,0,0,0,1,1,1,0,0,1,1,0,1,1,6.403
1,1,1,0,1,0,1,0,1,1,1,0,0,0,6.433
1,1,0,1,0,0,1,0,0,0,1,0,1,1,6.237
1,1,1,0,0,1,1,0,1,0,0,0,0,0,6.319
1,1,0,0,0,0,0,1,1,0,0,1,1,0,6.349
0,0,1,1,0,0,1,1,0,0,0,1,1,1,6.283
0,1,0,1,0,1,0,1,1,1,1,1,0,1,6.44
0,1,1,0,1,1,0,1,0,1,0,0,1,1,6.549
1,1,1,0,0,1,0,0,0,1,0,1,1,0,6.378
1,0,1,0,0,1,0,0,1,0,1,1,1,1,6.208
1,1,0,1,0,1,0,0,0,1,0,0,1,0,6.621
0,0,1,1,0,1,1,0,0,1,0,1,1,0,6.379
0,1,0,0,1,0,1,1,0,1,0,1,1,1,6.401
0,1,0,1,0,0,0,1,0,1,1,1,0,1,6.428
1,0,1,1,1,0,0,0,1,1,1,0,1,1,6.471
0,1,0,0,0,0,1,0,0,1,1,1,0,1,6.443
0,0,0,1,0,1,1,0,1,1,1,1,1,1,6.295
1,0,0,0,0,1,0,0,1,0,0,1,1,0,6.514
0,0,0,0,0,1,0,0,1,1,1,0,0,1,6.479
1,0,1,1,0,0,1,1,0,1,1,1,1,1,6.333
0,0,0,0,1,0,1,1,0,0,1,1,0,0,6.279
0,1,1,1,1,0,1,1,0,1,1,0,1,0,6.411
0,1,1,0,1,0,1,0,1,0,0,1,1,1,6.237
1,1,0,1,0,1,0,0,1,0,1,0,1,1,6.405
0,0,1,1,1,0,1,1,0,0,0,1,1,1,6.33
1,1,1,0,0,0,0,1,1,0,0,0,1,0,6.563
0,0,0,1,0,1,1,1,1,0,0,1,0,1,6.589
1,1,0,0,0,0,1,0,1,1,1,0,0,1,6.425
0,1,1,0,1,0,0,1,1,0,0,0,0,1,6.29
1,1,0,1,0,1,1,0,0,1,1,1,0,1,6.546
1,1,1,0,1,0,1,0,1,0,0,1,0,0,6.346
0,1,1,0,1,0,0,1,1,1,0,0,0,0,6.432
1,1,0,0,0,0,1,1,0,1,0,0,1,1,6.438
0,1,1,0,1,0,1,1,1,1,0,0,0,1,6.614
0,0,1,0,1,1,0,1,0,0,0,1,1,0,6.36
0,1,0,1,1,1,1,0,1,1,1,1,0,1,6.424
0,0,1,1,0,0,0,0,1,1,0,0,0,0,6.458
1,1,0,0,0,1,0,0,1,0,1,1,0,1,6.246
0,1,0,1,0,1,1,0,1,1,0,0,1,0,6.41
0,0,1,1,0,0,0,1,1,0,1,1,1,0,6.49
0,0,1,1,0,1,0,1,1,0,1,1,0,1,6.408
0,1,0,0,0,1,0,0,1,0,1,0,0,1,6.356
1,0,1,0,0,1,0,1,1,1,0,1,1,1,6.392
0,1,1,1,1,0,0,0,1,0,0,0,0,0,6.346
1,1,0,1,0,1,0,1,0,1,1,0,1,1,6.447
1,1,1,1,1,1,0,1,1,0,0,1,1,0,6.238
0,1,0,1,0,0,0,1,0,0,1,0,0,0,6.562
0,1,0,0,1,0,1,1,1,0,1,1,1,1,6.379
1,1,0,1,0,1,0,0,0,0,0,0,0,1,6.473
0,1,1,0,1,0,1,0,1,0,0,1,1,0,6.268
0,0,0,0,0,1,1,1,0,0,0,0,0,1,6.526
0,1,1,0,0,1,1,1,0,0,0,0,1,1,6.522
1,0,0,1,1,1,0,1,1,0,1,1,1,1,6.315
0,1,0,0,1,1,1,0,0,1,0,0,1,1,6.496
1,0,0,1,1,0,0,0,0,1,0,1,0,1,6.502
0,1,0,0,0,0,0,1,1,0,1,0,0,1,6.331
1,1,1,0,0,1,1,0,0,0,1,0,0,1,6.278
0,1,0,1,0,1,1,0,0,0,1,0,1,0,6.265
1,1,1,0,0,1,0,1,1,1,1,1,0,0,6.458
1,1,0,1,0,1,0,0,1,1,1,0,0,1,6.438
0,0,0,0,1,0,0,1,0,1,1,1,0,1,6.384
1,1,0,1,0,1,0,0,0,0,0,1,0,0,6.65
1,1,1,0,0,1,1,1,0,1,0,0,0,0,6.393
1,1,1,1,0,0,0,0,1,0,0,0,1,0,6.28
1,0,1,1,0,1,0,1,1,1,0,1,0,0,6.456
1,0,0,1,1,1,1,1,0,0,1,1,0,1,6.583
0,0,1,1,0,1,0,1,0,1,1,1,1,0,6.684
1,1,1,0,0,1,0,0,0,1,0,0,1,0,6.431
0,0,1,1,0,0,0,0,0,1,0,0,0,0,6.378
1,1,0,0,0,1,0,0,0,0,1,0,0,1,6.422
0,1,0,1,0,1,0,1,0,0,0,0,0,0,6.381
0,1,1,1,1,1,0,0,1,0,0,1,0,0,6.356
1,0,1,1,1,0,1,0,1,0,1,0,0,1,6.695
0,0,1,1,0,1,1,1,1,0,0,1,0,1,6.451
1,1,1,1,0,0,0,0,0,1,1,1,0,0,6.537
1,1,1,1,1,1,1,0,0,0,0,0,0,0,6.363
0,0,1,0,0,0,0,0,0,0,1,0,1,0,6.525
0,1,1,0,1,1,1,0,0,0,1,0,1,1,6.409
0,0,1,1,1,0,0,0,0,0,0,1,1,0,6.488
1,0,1,1,0,1,1,1,1,0,0,0,1,1,6.408
1,1,0,0,1,0,0,1,1,1,0,0,0,0,6.418
0,1,0,1,0,0,0,1,1,0,0,1,0,1,6.363
1,0,0,0,1,0,1,0,1,0,0,1,0,1,6.412
1,1,0,0,0,1,0,0,1,0,1,0,0,1,6.304
1,0,0,1,0,0,0,1,0,1,1,0,1,0,6.377
0,0,1,1,1,0,0,0,0,0,1,1,0,0,6.326
0,0,0,1,0,1,1,0,1,0,1,0,0,0,6.441
1,1,0,1,1,0,0,0,0,1,0,1,0,1,6.508
0,0,0,0,0,1,1,1,1,0,0,0,0,0,6.35
0,1,1,0,0,1,0,1,0,0,0,0,1,1,6.424
0,0,0,0,0,1,0,1,1,1,0,1,1,0,6.368
1,1,0,0,1,1,0,0,0,1,0,0,1,1,6.696
1,1,0,0,0,1,0,0,1,0,0,1,1,1,6.347
0,1,1,0,1,0,0,0,0,1,0,1,0,1,6.363
1,0,0,0,0,1,1,0,1,0,0,1,0,0,6.33
0,0,1,0,1,1,0,0,1,0,1,1,0,1,6.588
0,1,1,1,0,1,0,0,1,0,1,1,0,0,6.698
0,1,1,1,0,1,1,0,0,1,0,0,1,0,6.335
1,1,1,0,1,1,1,1,0,0,0,0,1,1,6.56
0,1,0,0,0,1,0,0,0,0,0,0,1,1,6.603
0,0,1,0,0,0,1,1,1,1,1,0,0,1,6.448
1,1,0,1,1,1,1,0,0,1,1,0,0,0,6.561
0,1,0,1,0,1,1,1,0,0,0,1,0,0,6.417
1,0,1,1,0,0,1,1,1,0,1,1,0,0,6.427
1,0,0,1,0,0,0,0,0,0,1,0,0,1,6.443
1,1,0,1,0,0,1,1,1,0,0,1,0,0,6.336
1,0,1,1,0,0,0,1,1,0,0,1,0,0,6.371
0,1,0,1,1,1,0,1,0,1,1,0,0,1,6.533
1,1,0,1,1,1,0,1,1,0,0,0,1,0,6.207
1,1,1,1,1,1,0,0,1,0,0,1,1,0,6.313
1,0,1,0,1,0,1,0,1,0,0,1,0,0,6.421
0,0,0,1,1,0,0,1,0,0,0,1,1,1,6.278
0,0,1,0,0,0,0,1,0,0,0,1,0,0,6.366
1,0,1,1,0,1,0,0,0,1,0,0,0,0,6.486
0,0,0,0,1,1,1,1,0,0,0,0,0,0,6.545
1,0,0,1,0,0,0,0,0,1,1,1,0,0,6.492
1,1,1,0,1,0,1,1,0,1,1,0,1,0,6.908
0,1,0,0,0,1,0,1,0,1,1,1,0,0,6.395
1,0,1,1,0,1,1,1,0,1,1,1,0,1,6.33
1,0,0,0,0,0,0,1,0,1,0,1,0,1,6.44
0,0,1,1,1,0,1,1,0,1,0,0,1,1,6.637
0,0,1,1,1,1,0,1,0,1,1,1,0,0,6.681
