SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseq100K.4
1,1,0,0,1,0,0,1,1,0,0,0,1,0,711.91
1,0,0,0,1,1,1,0,1,1,1,0,1,1,708.63
0,0,1,1,1,0,1,1,0,0,0,0,1,1,713.45
0,0,1,1,1,0,1,1,1,0,0,1,1,0,711.41
1,0,0,0,1,0,0,1,1,0,1,1,0,0,707.98
0,1,0,1,1,0,1,1,1,1,1,0,1,1,719.37
0,0,1,1,0,1,0,1,0,1,1,1,1,0,717.97
0,0,1,1,0,0,1,0,0,0,0,0,0,0,713.33
0,0,0,0,0,0,1,1,0,1,1,0,0,1,705.87
0,0,1,0,0,1,0,1,1,0,0,1,1,0,714.4
1,0,1,1,0,1,0,1,0,1,0,0,1,0,703.06
1,1,1,1,1,1,0,1,1,0,0,0,0,1,716.17
1,1,1,1,0,0,1,0,1,1,0,1,1,0,720.43
1,0,0,0,1,1,0,0,1,1,0,1,1,0,718.37
1,1,0,1,1,1,1,0,1,1,1,1,1,0,725.86
0,0,0,0,1,0,0,0,0,1,0,1,0,0,722.6
1,1,1,0,0,1,0,0,0,0,1,1,1,0,726.88
1,1,0,0,0,0,1,1,1,1,1,1,1,0,719.98
1,1,0,0,0,1,0,1,0,0,0,1,1,1,722.4
1,1,1,1,1,0,1,0,1,1,0,1,0,1,720.18
0,1,0,1,0,1,1,1,0,0,0,0,1,1,714.12
1,0,0,0,0,1,1,0,1,0,1,1,1,1,722.76
1,0,0,1,0,0,1,1,0,1,0,1,1,1,713.58
0,1,0,1,0,0,0,0,1,1,1,0,1,1,714.84
0,1,0,0,0,1,0,1,0,1,0,0,1,0,714.63
1,1,0,1,1,0,1,1,0,1,0,1,1,0,714.79
0,1,0,1,0,1,0,0,1,0,1,0,1,1,711.16
0,1,1,0,1,0,1,0,1,0,0,1,1,1,716.43
1,0,0,1,0,0,0,1,0,1,1,0,0,1,709.72
1,1,0,1,0,0,1,1,1,0,1,0,0,0,714.58
0,1,1,0,0,1,0,0,1,1,0,0,0,0,719.56
1,1,0,1,0,1,0,1,1,0,1,1,1,0,717.09
1,0,0,0,0,1,1,0,1,1,1,0,1,0,711.57
1,1,0,1,0,0,1,1,1,0,1,1,0,1,719.2
1,1,1,1,0,1,0,0,0,0,1,0,0,0,705.57
1,1,0,1,0,0,0,1,1,1,1,0,0,1,710.16
1,0,1,1,1,0,0,1,1,0,0,0,0,0,720.72
0,1,0,0,1,0,1,1,0,1,1,1,1,0,716.74
0,0,0,1,0,0,0,1,1,0,1,1,0,1,710.21
0,0,0,1,0,0,0,1,1,1,0,1,0,1,726.46
1,0,1,1,0,0,1,0,1,1,1,0,1,0,708.32
1,1,1,1,1,1,1,0,1,0,0,0,1,0,714.91
0,1,0,1,1,1,1,0,1,0,1,1,1,0,713.28
0,1,1,1,1,1,0,1,0,1,0,1,1,1,715.62
0,1,1,1,0,0,1,1,1,1,0,0,1,0,715.94
0,1,0,1,0,0,0,0,1,0,1,0,1,1,712.84
1,0,1,0,0,1,0,0,1,1,0,0,1,0,711.27
1,0,0,0,0,0,0,0,1,0,1,1,0,0,713.56
1,1,1,0,1,1,0,0,1,0,0,1,0,0,720.81
0,1,1,0,0,1,1,0,0,1,0,0,0,1,710.53
0,1,1,1,1,1,1,0,0,1,0,0,0,0,724.23
0,0,1,0,1,1,0,0,1,1,1,1,0,0,712.93
0,0,1,0,1,1,0,0,1,0,1,1,0,0,719.35
1,0,1,0,1,1,0,1,1,0,0,0,1,0,710.84
1,0,0,1,0,1,1,1,1,1,1,1,1,1,711.99
1,0,1,1,1,1,1,1,1,1,1,1,1,0,722.97
0,1,0,1,0,0,1,0,0,0,0,1,0,0,723.5
1,0,1,1,1,1,0,0,0,0,1,0,0,0,711.49
1,1,0,0,1,1,0,0,0,0,1,1,0,0,716.22
0,1,0,1,1,0,0,0,0,0,0,0,1,1,709.18
1,0,1,1,1,1,1,0,0,1,0,0,1,0,704.82
0,0,1,1,0,1,0,0,0,0,1,0,0,0,714.12
1,1,0,0,1,0,1,0,1,1,1,0,1,1,710.32
1,1,1,0,1,1,1,0,1,1,0,1,0,1,725.53
0,0,0,0,1,0,0,1,1,0,0,0,0,1,715.18
1,1,1,1,1,0,0,0,0,1,0,1,0,0,721.6
0,0,0,0,1,0,0,0,0,1,0,1,1,0,715.2
0,0,0,0,1,0,1,1,0,1,1,1,1,0,715.74
0,0,1,1,0,0,1,0,1,1,1,1,1,0,719.76
1,1,0,1,0,0,0,0,1,1,1,1,1,0,716.88
1,1,1,1,0,0,0,1,1,1,0,0,1,0,724.65
1,0,0,0,0,0,0,0,0,0,0,0,1,0,714.13
0,0,0,1,0,1,0,1,1,1,0,1,0,1,715.3
0,0,1,0,1,0,0,1,0,1,1,1,0,1,717.1
1,0,0,0,1,0,1,1,0,0,1,1,0,1,721.33
0,1,1,1,1,0,0,0,1,1,1,1,1,0,714.56
1,0,0,1,0,0,0,0,1,0,1,0,0,0,714.6
0,0,0,1,1,0,0,1,1,1,1,0,0,1,711.32
0,0,0,0,0,0,0,0,0,1,0,1,0,1,727.47
1,0,0,0,0,0,1,0,0,1,0,1,0,0,718.98
1,0,1,0,1,1,0,1,1,1,0,1,1,1,719.98
0,1,1,0,0,1,1,1,0,1,1,0,1,1,707.66
1,0,1,0,0,0,0,0,1,0,1,1,1,0,716.99
0,0,1,0,0,1,1,0,0,1,1,0,1,0,706.88
1,1,1,0,0,0,0,1,1,0,1,0,1,1,707.36
0,1,0,0,1,1,1,1,1,0,0,1,1,0,719.78
1,0,1,0,1,1,1,0,1,1,0,0,0,1,714.66
0,0,1,0,1,0,0,1,0,1,0,0,1,1,711.54
0,0,1,0,0,1,1,1,0,1,0,1,0,1,709.19
0,0,0,0,1,0,0,1,1,1,1,0,1,0,721.14
0,0,0,1,0,1,0,1,1,1,1,1,0,1,721.57
0,0,1,0,1,0,0,0,1,0,1,1,1,0,716.58
0,1,0,0,1,0,0,0,1,1,0,1,0,0,725.82
1,1,1,0,1,1,0,1,1,0,1,0,1,1,708.06
1,1,1,0,0,0,1,1,1,0,0,0,0,1,712.98
0,1,0,1,0,1,1,0,0,1,0,0,0,1,715.87
0,0,1,1,0,1,0,0,1,0,1,0,0,1,710.99
0,1,1,0,1,1,1,1,0,0,1,1,0,1,716.17
0,0,0,0,1,0,1,1,0,0,0,1,1,1,716.94
0,0,0,0,1,1,0,0,1,0,0,1,0,1,714.48
0,0,1,0,0,1,1,1,1,1,0,1,0,0,722.36
1,1,0,1,1,0,0,0,1,0,1,1,0,1,715.34
0,0,0,1,0,0,1,0,0,0,1,0,1,1,709.82
0,0,0,0,0,0,0,1,1,1,0,0,1,1,711.28
0,0,1,1,0,0,0,1,1,1,1,1,1,1,721.97
0,0,0,1,0,1,1,0,0,0,1,1,1,0,719.89
0,0,1,0,1,1,1,1,1,0,1,1,0,0,715.03
0,1,0,0,1,1,1,0,0,1,1,0,0,1,712.72
1,0,0,1,1,0,0,1,0,0,0,0,0,1,714.72
1,1,0,1,1,1,1,1,1,1,0,1,1,0,724.55
1,1,0,1,1,0,0,0,0,0,1,1,0,1,712.94
1,1,1,0,0,1,0,1,1,0,1,0,0,1,718.91
0,0,1,1,0,0,0,0,0,0,1,0,1,1,715.58
1,1,1,1,1,0,1,1,1,0,1,0,1,0,713.8
1,1,1,0,0,0,0,0,0,0,1,0,1,1,713.83
0,0,1,0,0,1,0,0,0,1,0,1,1,1,719.33
0,1,0,0,0,0,1,1,0,1,0,0,1,0,718.21
0,1,0,0,0,0,0,0,0,1,0,0,0,1,720.01
1,1,0,0,0,0,1,1,0,1,1,1,0,1,718.35
0,1,0,0,0,0,0,0,0,0,0,0,1,0,715.28
1,0,0,1,0,0,1,0,1,1,0,1,1,1,715.55
0,0,1,1,1,0,0,1,1,0,0,1,1,1,715.92
1,0,1,0,0,1,1,0,1,0,0,1,0,0,718.14
0,0,1,0,1,0,1,1,0,0,0,1,0,1,717.62
1,1,0,1,1,1,1,1,1,1,0,0,0,0,721.26
1,1,1,1,1,0,0,0,0,1,1,0,0,0,715.49
1,0,1,1,1,1,1,1,0,0,0,1,1,0,715.58
0,0,0,0,1,0,0,1,0,1,1,0,1,1,712.07
0,1,0,0,0,1,1,0,0,1,1,0,1,1,714.17
1,0,0,1,0,1,0,1,1,0,1,0,1,1,718.27
1,1,1,1,0,1,1,1,0,1,1,1,1,0,711.65
1,1,0,1,1,0,1,0,1,0,0,0,0,1,719.02
0,0,1,1,1,0,1,0,1,0,1,1,0,1,708.98
0,1,1,1,0,0,0,0,1,1,0,0,1,0,712.88
1,1,0,0,1,1,0,1,1,0,0,1,1,0,711.25
1,1,1,0,0,0,1,1,0,1,1,1,1,0,721.0
0,1,1,1,1,0,1,0,0,0,1,1,1,0,712.51
0,0,0,1,0,1,1,1,0,1,1,0,1,1,707.15
0,0,0,1,0,0,0,1,0,0,0,0,1,0,711.59
0,0,0,1,0,1,1,0,1,0,0,1,1,0,718.17
1,0,0,1,1,0,1,0,1,0,1,0,0,1,711.82
0,1,0,0,0,0,0,0,0,1,0,0,0,1,724.78
1,0,0,1,0,1,1,0,0,1,1,0,1,1,713.49
0,1,1,1,1,0,0,1,0,0,1,1,0,0,718.12
0,1,1,0,0,1,0,1,1,0,0,0,0,1,715.84
0,0,0,0,0,1,1,1,0,0,1,0,0,0,710.12
0,1,0,0,1,1,0,1,0,1,1,1,1,1,709.26
0,0,1,1,1,0,1,1,1,0,0,1,0,0,718.43
0,1,1,0,1,0,1,1,1,0,1,0,0,0,713.58
0,1,0,1,0,0,0,0,1,0,1,1,1,0,714.25
1,1,1,1,1,1,0,0,1,1,1,1,0,0,719.09
0,0,1,0,1,0,1,1,1,1,1,0,1,1,706.04
0,0,1,0,0,1,0,1,1,1,1,1,0,1,712.31
1,0,0,0,0,0,1,0,0,0,0,0,1,1,714.6
1,0,1,0,1,0,0,0,0,1,0,0,1,1,714.55
