SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillseqbatch.2
0,0,0,0,0,1,0,0,1,0,0,0,0,1,1.956
1,1,0,1,1,1,0,1,0,0,1,1,1,1,2.216
0,0,1,0,0,1,1,1,0,1,0,1,1,1,2.676
0,0,0,1,1,1,0,0,1,0,1,1,1,0,2.206
0,1,0,0,1,1,0,0,1,0,0,0,0,0,1.942
1,0,0,0,0,1,1,1,0,0,0,1,0,0,2.217
1,1,0,1,0,0,0,1,1,0,0,1,1,1,2.211
1,1,0,0,0,1,1,1,0,0,0,0,1,0,1.943
1,0,0,1,1,0,0,1,1,1,1,1,1,1,2.629
0,1,1,0,1,0,1,1,1,0,0,1,1,1,2.234
0,1,0,1,1,0,1,1,0,0,0,0,1,0,1.94
1,0,0,0,1,1,1,1,1,1,1,0,0,0,2.364
1,0,1,1,0,1,0,1,0,0,1,1,0,1,2.23
1,0,1,0,1,0,0,1,1,0,1,0,0,1,1.957
1,1,1,1,1,1,1,1,1,1,1,0,1,1,2.398
1,1,1,0,1,1,0,0,1,1,0,1,1,1,2.638
0,1,0,1,1,0,0,0,1,0,1,0,0,1,1.971
1,0,1,0,1,1,0,1,1,1,1,0,1,1,2.339
0,0,0,1,1,0,1,1,0,1,1,1,0,0,2.669
1,0,0,0,0,1,0,1,1,0,1,0,0,1,1.958
1,0,1,0,0,1,1,1,1,1,0,0,1,0,2.414
0,0,0,1,0,0,1,1,1,1,1,0,1,1,2.384
0,0,0,0,1,0,1,1,1,1,1,1,0,0,2.643
0,1,1,0,0,0,1,0,1,0,1,0,1,0,1.941
0,1,0,0,1,0,1,0,0,0,1,0,0,0,1.96
1,0,0,1,1,1,0,1,0,1,1,1,1,1,2.617
1,1,0,0,1,0,0,0,1,1,1,1,1,0,2.611
1,1,0,1,0,0,0,0,0,1,0,1,1,1,2.654
0,0,1,1,1,1,1,0,1,1,0,1,1,0,2.626
0,1,1,0,0,0,1,0,1,0,0,0,1,0,1.985
0,1,0,1,1,0,1,1,0,1,1,1,0,0,2.667
0,1,1,0,0,1,0,0,1,1,1,1,1,1,2.644
1,0,1,1,0,1,1,0,1,1,0,1,0,0,2.669
0,1,0,1,0,0,1,1,1,0,1,0,0,1,1.959
1,0,1,1,0,0,1,0,1,0,1,1,1,1,2.255
0,0,1,1,0,1,1,0,1,0,1,0,0,1,1.975
0,0,0,1,1,1,0,1,0,1,0,1,0,1,2.644
1,1,1,0,0,0,0,1,1,1,1,1,0,1,2.677
0,1,0,0,0,1,0,0,1,1,0,0,1,0,2.405
1,0,0,1,1,1,1,0,1,0,0,0,1,1,1.95
1,1,0,1,1,1,1,1,0,1,1,1,1,1,2.66
1,0,1,0,0,1,0,0,1,1,1,0,0,1,2.568
0,1,0,1,1,0,1,1,1,1,1,1,0,0,2.697
1,0,0,1,0,1,0,0,0,1,1,0,0,1,2.4
0,1,0,1,0,1,1,1,0,0,1,1,1,0,2.209
1,0,1,1,0,0,0,1,1,0,1,1,1,1,2.21
1,0,1,1,0,0,0,0,1,0,1,1,1,1,2.21
0,1,1,1,1,0,1,1,0,1,0,1,0,1,2.67
1,1,1,1,1,1,1,0,0,0,0,0,0,1,1.967
1,0,0,0,1,0,0,0,1,1,1,0,0,1,2.402
0,0,0,0,1,0,1,0,1,1,1,0,0,0,2.39
0,1,1,1,0,1,1,1,0,1,1,0,1,0,2.362
0,1,1,0,0,0,1,0,1,0,1,1,1,0,2.212
0,0,0,0,0,1,0,0,0,0,0,1,0,1,2.253
1,1,0,0,0,1,1,1,0,0,1,1,1,0,2.224
1,0,0,0,0,0,1,0,0,0,0,1,0,0,2.245
1,1,0,1,1,1,0,1,0,1,0,1,1,0,2.678
0,1,0,1,1,1,1,0,1,1,1,0,1,1,2.387
0,1,0,1,1,0,0,0,0,0,0,0,0,1,1.965
1,1,0,1,0,0,0,1,1,1,0,0,1,0,2.411
0,1,0,1,1,0,0,0,0,0,1,1,1,0,2.21
0,1,1,1,0,1,1,1,1,1,0,0,1,1,2.407
0,0,1,1,1,0,1,1,0,1,1,0,1,1,2.481
1,1,0,0,0,0,1,0,1,1,0,1,0,1,2.682
0,0,0,0,1,0,1,1,0,0,1,1,1,0,2.206
1,1,0,1,0,0,0,0,0,0,1,0,0,0,1.986
0,1,1,0,0,0,1,1,0,1,0,0,1,0,2.426
1,0,1,1,1,1,0,0,1,0,1,0,0,1,1.98
1,1,1,1,0,0,1,0,1,1,1,1,0,0,2.751
1,0,1,0,0,0,1,1,0,0,0,0,0,0,1.969
1,1,1,0,1,1,0,0,1,0,0,0,0,0,1.97
1,1,0,0,1,1,0,0,1,0,0,1,0,0,2.249
0,0,0,1,1,0,1,0,0,1,0,0,0,0,2.354
0,0,0,0,1,1,0,0,1,0,1,1,0,0,2.23
0,0,1,1,0,0,1,1,1,1,1,0,0,1,2.376
1,0,1,0,0,0,0,1,0,1,0,0,0,0,2.38
0,0,1,0,1,1,0,0,1,0,0,1,1,0,2.194
0,0,0,1,1,1,0,1,0,1,0,1,1,1,2.68
1,1,1,1,1,0,1,0,0,1,1,0,1,0,2.363
0,1,1,1,0,1,1,1,0,0,1,1,1,1,2.325
0,0,1,1,0,1,0,0,1,0,0,0,1,0,1.931
0,1,1,1,1,0,0,1,0,0,1,1,0,1,2.218
0,0,1,1,0,0,1,1,0,0,1,0,0,1,1.957
1,1,1,0,1,1,1,0,1,0,0,0,1,0,1.947
1,1,0,0,1,0,1,0,0,1,0,0,0,0,2.962
0,0,1,1,1,1,0,1,0,1,0,1,1,1,2.654
0,0,1,1,1,0,1,0,0,1,1,0,1,1,2.386
0,1,0,0,1,0,0,0,1,1,0,0,1,0,2.395
0,0,1,0,0,0,1,1,0,0,1,1,0,0,2.307
1,1,0,0,0,0,0,1,1,1,1,0,0,0,2.477
0,1,0,0,1,0,0,0,0,1,1,0,1,0,2.386
0,0,1,1,0,0,0,1,0,0,0,0,0,0,1.971
1,0,1,0,1,0,0,0,1,0,0,1,0,0,2.274
1,0,1,1,1,0,0,1,0,0,0,1,1,0,2.214
0,1,1,0,0,0,1,1,0,1,0,0,0,1,2.356
1,0,1,1,0,0,0,0,0,0,1,0,1,0,1.942
1,0,0,0,0,0,1,0,0,1,1,0,1,1,2.402
1,1,1,1,0,1,0,1,0,0,0,1,1,0,2.254
0,1,1,0,0,0,0,0,1,1,1,1,0,0,2.677
1,1,1,1,0,0,0,1,1,1,0,0,0,0,2.409
0,0,0,1,1,0,0,0,0,1,1,0,1,0,2.369
1,1,0,0,1,0,0,0,1,1,0,0,1,0,2.384
0,1,1,0,0,0,1,0,1,1,0,0,1,1,2.369
1,1,1,0,0,1,0,0,1,1,0,1,1,0,2.696
0,1,0,1,0,1,1,1,1,1,1,0,1,1,2.403
0,1,1,0,0,1,0,0,1,0,1,1,0,0,2.231
1,0,0,0,1,1,0,0,1,1,0,1,1,1,2.704
0,0,1,0,0,1,1,1,1,0,1,1,1,0,2.192
0,1,0,1,1,0,1,1,1,0,1,0,0,1,1.969
1,0,1,0,0,0,0,0,1,0,0,0,1,1,1.929
0,1,1,0,0,0,1,0,0,0,0,0,1,1,1.938
0,1,1,0,0,1,0,0,0,1,1,1,1,1,2.631
0,1,0,1,0,0,0,0,0,0,0,0,1,1,1.951
0,0,1,0,1,0,0,1,1,0,1,0,0,0,1.976
1,1,0,0,0,1,1,0,1,0,0,1,0,1,2.282
1,0,0,0,0,0,1,0,1,1,0,0,1,1,2.396
0,1,1,1,0,1,0,0,1,0,1,0,1,0,1.973
0,0,0,1,0,0,0,1,1,0,0,0,1,0,1.972
1,0,1,0,1,0,0,0,0,1,0,1,1,0,2.689
1,0,0,1,1,0,1,0,1,1,1,0,0,1,2.383
1,1,1,0,1,0,1,0,1,1,0,0,1,1,2.416
0,1,1,1,0,0,1,1,1,0,1,1,1,0,2.21
1,1,0,1,1,0,1,1,1,0,0,1,1,0,2.228
1,0,1,0,0,1,0,1,0,1,1,0,1,0,2.377
0,1,0,0,1,0,0,0,1,0,1,0,1,1,1.929
1,0,0,1,1,0,1,0,0,0,1,0,0,0,1.962
1,0,1,0,1,1,1,0,0,1,0,0,0,1,2.583
1,1,1,1,0,0,0,1,1,1,1,1,0,1,3.169
1,1,1,0,0,0,0,1,0,1,0,1,0,0,2.681
1,0,0,1,1,1,0,0,0,0,0,0,0,1,1.975
0,1,1,1,0,0,0,1,1,0,1,1,0,1,2.219
0,1,0,1,1,0,0,0,0,0,0,1,0,1,2.221
0,0,0,0,0,1,1,0,1,1,1,0,0,0,2.651
0,1,1,0,0,0,0,1,0,1,1,0,1,0,2.427
0,1,1,0,1,1,0,0,0,1,0,1,1,1,2.668
1,1,1,1,0,1,1,1,0,1,0,0,1,0,2.373
0,1,0,0,1,0,1,0,1,1,0,1,0,0,2.67
1,1,0,1,0,1,1,0,0,1,1,1,1,0,2.715
1,1,1,0,1,0,1,1,1,0,1,0,0,1,1.97
1,0,0,0,0,1,1,0,1,1,1,1,1,0,2.668
0,0,1,1,0,1,1,1,1,1,1,0,0,0,2.361
0,1,0,1,1,0,1,1,1,0,0,0,1,1,1.947
1,0,1,1,0,0,1,0,1,0,0,1,1,1,2.217
0,1,0,0,1,0,1,0,1,0,0,0,1,1,1.965
1,1,1,1,1,0,1,0,1,1,0,0,0,0,2.403
0,1,0,1,0,0,1,0,0,1,1,1,0,0,2.847
1,1,1,1,1,1,1,1,1,1,0,0,0,0,2.407
0,1,0,1,1,0,1,0,1,0,1,1,0,0,2.215
1,0,0,1,1,0,0,0,0,1,1,0,0,1,2.388
1,1,0,1,0,1,1,0,0,1,1,1,0,0,2.734
0,0,1,1,1,1,0,0,1,0,0,0,0,1,1.951
0,0,1,0,0,0,0,0,1,1,1,1,0,0,2.658
0,0,1,0,0,1,0,0,0,0,1,0,1,0,1.929
1,0,1,0,0,1,1,0,0,1,1,0,0,0,2.406
1,0,0,1,0,0,1,0,1,0,1,1,0,1,2.227
0,0,1,1,1,0,1,0,0,1,1,0,1,0,2.384
1,1,1,1,0,1,1,0,0,0,1,0,1,1,1.956
1,1,0,1,1,1,0,1,0,0,1,1,1,1,2.212
0,1,0,1,1,0,1,0,1,0,0,0,0,0,1.973
1,0,0,0,1,0,1,1,1,0,0,1,1,1,2.338
0,0,1,0,1,1,1,0,0,0,0,1,1,0,2.203
1,0,1,0,0,1,1,0,0,0,1,0,1,0,1.944
0,0,0,0,1,1,0,1,1,1,1,1,0,1,2.623
0,0,0,1,0,1,1,0,0,1,0,0,1,1,2.371
1,1,0,1,0,0,0,0,1,1,1,1,0,0,2.702
0,1,1,1,0,1,0,1,1,0,1,1,1,1,2.227
0,1,1,1,0,1,1,1,0,0,0,1,1,1,2.229
1,0,0,0,0,0,1,0,0,1,0,1,1,0,2.683
1,1,1,0,1,1,1,1,0,0,0,0,1,1,1.941
1,1,1,1,0,0,0,1,1,0,1,0,0,0,1.995
0,0,0,1,0,0,1,1,1,1,0,1,0,0,2.662
0,0,1,1,0,1,0,0,0,1,1,0,1,0,2.363
0,0,0,1,1,0,0,1,0,1,0,1,1,1,2.655
1,1,0,1,1,1,0,1,0,0,1,0,0,1,1.957
1,0,1,1,1,1,1,1,0,1,0,0,0,1,2.387
0,0,1,0,1,0,1,0,1,0,0,0,1,0,1.941
0,1,0,0,0,1,0,0,0,0,0,1,1,0,2.191
0,0,1,0,1,0,0,0,0,1,1,0,0,0,2.381
1,1,0,1,0,1,1,0,1,0,0,0,1,1,1.954
1,0,0,1,0,0,0,1,1,0,1,0,1,1,1.969
1,1,0,1,1,0,1,0,0,1,1,0,0,1,2.481
0,0,0,0,1,0,0,0,1,1,1,0,1,1,2.373
0,1,1,0,0,0,0,1,0,1,0,1,1,1,2.629
1,0,1,0,0,1,0,0,1,0,1,0,0,0,1.97
0,1,0,1,1,1,0,0,1,0,1,0,0,0,1.961
0,1,1,0,0,0,1,0,0,1,1,0,1,1,2.343
1,0,0,1,1,0,1,1,0,1,0,1,1,1,2.688
1,0,1,1,0,1,0,1,1,0,1,1,1,1,2.213
0,0,1,1,1,0,1,1,1,1,1,0,1,1,2.344
1,0,1,1,1,0,1,1,1,0,0,0,0,0,2.01
1,0,1,1,1,1,0,0,0,0,1,0,1,0,1.949
0,0,1,0,0,0,1,1,0,1,0,1,1,0,2.65
1,1,1,0,1,1,1,1,0,0,0,1,1,1,2.213
0,1,0,1,0,1,1,0,1,0,1,0,1,1,1.946
0,1,1,1,0,0,0,0,1,1,1,0,0,0,2.405
0,1,0,1,0,1,0,1,0,0,0,0,1,1,1.925
1,1,0,0,1,0,0,1,0,0,0,1,1,0,2.225
0,1,0,1,1,0,0,0,1,0,1,0,0,1,1.956
0,1,1,0,0,1,1,0,0,1,0,0,0,0,2.369
0,0,1,1,1,1,1,0,0,1,0,1,1,1,2.635
1,0,1,1,1,1,0,1,0,1,0,0,0,1,2.404
1,1,1,0,1,0,1,0,1,1,0,0,0,0,2.412
1,0,0,0,1,1,0,1,1,0,1,1,1,1,2.216
0,1,1,0,1,1,1,1,1,1,1,0,1,1,2.355
0,0,1,0,1,1,1,1,1,0,1,1,0,1,2.241
0,0,1,1,1,0,0,1,1,1,0,1,1,1,2.645
0,0,0,0,1,0,1,1,0,1,0,0,0,0,2.4
1,1,1,1,1,1,1,1,0,0,0,0,1,1,1.954
0,0,1,1,0,0,0,1,1,0,0,0,1,1,1.939
0,0,1,0,1,1,1,0,1,1,1,1,0,0,2.678
0,1,0,1,1,0,0,0,1,1,0,0,1,1,2.412
0,0,1,1,1,0,1,0,0,1,1,1,1,0,2.655
0,0,0,1,0,0,0,0,1,0,1,1,0,1,2.224
0,0,0,0,0,1,1,0,1,1,1,0,0,1,2.363
1,0,1,1,1,1,0,1,1,1,0,1,1,0,2.681
1,0,0,0,1,0,1,1,0,0,1,0,1,0,1.989
1,0,0,0,1,0,1,0,1,0,1,0,1,0,2.002
0,0,0,1,0,1,1,1,0,0,1,1,1,0,2.205
1,1,0,1,1,1,0,1,1,0,0,1,0,1,2.22
0,1,0,0,0,1,1,1,0,1,0,0,1,0,2.402
1,1,1,0,0,1,1,1,1,1,0,1,1,1,2.69
1,1,0,1,1,0,1,1,0,1,0,0,0,1,2.377
0,1,1,0,0,1,0,1,0,0,1,1,0,1,2.226
1,1,1,0,0,1,0,1,0,1,1,1,0,0,2.709
1,1,0,1,1,1,1,0,0,0,1,0,1,0,1.941
1,0,0,0,0,0,1,0,0,1,0,1,1,1,2.661
1,1,0,1,1,0,1,1,0,1,0,1,0,1,2.685
0,1,1,0,0,1,0,0,1,1,0,0,1,1,2.392
1,1,1,1,1,1,1,0,1,1,1,0,0,0,2.39
1,1,1,0,1,1,1,0,1,1,0,0,1,1,2.405
0,0,1,0,1,1,1,1,1,0,0,1,1,1,2.204
1,0,0,1,1,1,1,1,1,1,0,1,0,1,2.687
1,0,1,1,1,0,0,0,1,1,0,0,1,1,2.401
1,0,0,1,1,1,1,0,1,1,1,1,1,0,2.647
0,0,1,1,1,0,1,1,1,1,0,1,0,0,2.671
1,0,0,0,0,0,1,0,1,1,0,0,0,1,2.414
0,1,0,0,1,0,1,0,1,0,0,0,1,0,1.95
1,0,0,1,1,1,0,1,0,0,0,1,1,1,2.21
0,0,1,0,0,1,1,1,1,0,0,0,0,1,1.981
1,1,0,1,1,0,1,1,0,0,1,0,0,0,1.995
0,1,0,0,1,1,1,1,1,0,1,1,0,1,2.215
1,0,1,0,1,0,1,1,1,1,1,0,0,1,2.37
1,0,0,0,1,0,1,1,1,0,1,0,0,1,1.955
0,0,1,1,1,0,1,0,1,1,1,1,0,1,2.68
1,1,1,1,0,0,0,0,0,0,0,0,1,0,1.962
0,1,1,1,1,0,0,1,0,0,0,0,1,1,1.958
1,1,0,1,1,0,1,0,1,0,1,1,0,1,2.239
1,0,1,0,1,1,1,0,1,0,1,1,0,1,2.223
0,0,0,1,0,1,0,0,1,0,0,1,0,0,2.221
0,0,0,1,0,0,1,0,1,0,0,0,0,1,1.958
0,1,1,1,1,0,0,0,1,0,1,1,0,0,2.34
0,1,0,1,0,0,0,0,1,1,1,1,1,0,2.648
0,0,0,1,1,1,0,1,1,1,1,1,1,1,2.603
1,1,1,0,0,0,1,1,0,1,1,1,0,0,2.655
0,1,0,0,0,1,1,1,0,0,1,0,1,0,1.94
1,1,0,1,0,0,0,0,0,0,0,0,1,0,1.95
0,0,1,1,0,0,1,0,1,1,1,1,1,1,2.649
1,1,1,1,1,0,1,0,1,0,1,1,1,1,2.251
1,0,1,1,1,0,0,0,0,1,1,1,0,1,2.702
0,0,0,1,0,0,1,0,1,1,0,0,0,1,2.427
1,0,0,1,0,1,0,0,1,0,1,1,1,1,2.242
1,1,0,0,1,0,1,0,0,0,0,0,1,1,1.935
0,1,1,0,0,1,0,0,0,1,1,1,0,1,2.676
1,1,1,0,0,0,0,0,1,0,0,0,0,1,2.063
0,0,1,0,1,1,0,0,0,0,1,0,0,1,1.977
1,1,1,1,0,1,1,0,0,1,1,0,1,1,2.393
0,1,0,0,1,1,0,0,0,1,1,1,0,0,2.665
0,0,0,1,0,0,0,0,0,1,1,0,0,1,2.386
0,0,1,1,1,1,1,0,0,0,1,1,1,1,2.392
0,0,1,1,0,1,0,1,1,1,1,1,0,1,2.653
0,0,1,0,1,0,1,0,1,1,0,1,0,0,2.698
1,1,1,0,0,1,0,1,0,1,0,0,1,0,2.375
0,1,1,0,0,0,0,1,0,1,1,1,1,1,2.648
0,0,0,1,1,1,0,0,0,1,1,1,1,0,2.65
0,1,0,0,0,1,1,0,1,1,1,1,1,0,2.639
1,1,0,1,0,0,1,1,1,0,1,0,1,0,1.977
1,0,1,0,1,0,1,0,0,1,1,1,1,1,2.639
1,1,0,0,0,1,0,1,0,1,1,0,1,0,2.401
1,1,0,1,1,1,0,0,1,1,1,1,1,0,2.67
0,1,1,1,0,0,0,1,1,1,1,1,0,0,2.677
0,1,1,1,0,1,0,0,0,0,0,0,0,0,1.949
1,0,1,0,0,0,1,0,0,0,1,0,1,0,1.95
1,0,0,0,1,0,1,1,0,1,0,0,0,1,2.423
0,0,1,0,0,1,0,0,0,0,0,0,1,1,1.953
0,1,0,0,1,0,0,0,0,1,0,0,1,1,2.346
0,0,1,0,1,0,1,1,0,0,1,1,0,0,2.215
1,1,0,1,0,0,0,1,0,1,1,1,0,1,2.78
0,0,1,0,0,1,0,0,1,0,0,1,0,1,2.249
0,0,0,1,0,1,1,0,0,0,1,1,0,0,2.235
0,0,1,1,1,0,0,0,1,0,0,0,0,1,2.016
0,1,0,1,1,0,0,0,1,0,1,0,0,0,1.994
1,0,0,0,0,0,1,0,1,0,1,1,1,1,2.232
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.949
1,1,1,1,0,0,0,0,1,1,1,1,1,0,2.626
0,0,0,0,0,0,1,1,0,0,0,0,1,1,1.949
0,1,0,0,0,1,1,0,1,0,1,1,0,0,2.279
0,0,0,0,1,1,0,1,1,1,0,0,0,0,2.415
0,0,1,0,0,0,1,1,1,0,0,0,0,1,1.949
0,0,1,0,1,0,1,0,0,0,1,1,1,1,2.218
0,0,1,1,0,1,1,1,1,0,0,0,1,0,1.958
0,0,1,0,1,1,0,1,0,1,0,0,1,1,2.464
1,1,0,1,0,0,0,0,0,0,0,1,1,0,2.203
0,1,1,0,0,0,1,0,1,1,0,0,0,0,2.408
1,1,0,1,1,1,0,0,0,1,0,0,0,1,2.362
1,0,1,0,1,1,0,0,1,1,1,0,1,1,2.37
1,0,0,0,1,1,1,0,0,1,1,0,1,1,2.384
1,1,1,0,1,0,1,0,1,1,1,0,0,0,2.418
1,1,0,1,0,0,1,0,0,0,1,0,1,1,1.951
1,1,1,0,0,1,1,0,1,0,0,0,0,0,1.978
1,1,0,0,0,0,0,1,1,0,0,1,1,0,2.234
0,0,1,1,0,0,1,1,0,0,0,1,1,1,2.242
0,1,0,1,0,1,0,1,1,1,1,1,0,1,2.768
0,1,1,0,1,1,0,1,0,1,0,0,1,1,2.338
1,1,1,0,0,1,0,0,0,1,0,1,1,0,2.647
1,0,1,0,0,1,0,0,1,0,1,1,1,1,2.218
1,1,0,1,0,1,0,0,0,1,0,0,1,0,2.428
0,0,1,1,0,1,1,0,0,1,0,1,1,0,2.631
0,1,0,0,1,0,1,1,0,1,0,1,1,1,2.652
0,1,0,1,0,0,0,1,0,1,1,1,0,1,2.691
1,0,1,1,1,0,0,0,1,1,1,0,1,1,2.356
0,1,0,0,0,0,1,0,0,1,1,1,0,1,2.677
0,0,0,1,0,1,1,0,1,1,1,1,1,1,2.591
1,0,0,0,0,1,0,0,1,0,0,1,1,0,2.23
0,0,0,0,0,1,0,0,1,1,1,0,0,1,2.376
1,0,1,1,0,0,1,1,0,1,1,1,1,1,2.688
0,0,0,0,1,0,1,1,0,0,1,1,0,0,2.267
0,1,1,1,1,0,1,1,0,1,1,0,1,0,2.372
0,1,1,0,1,0,1,0,1,0,0,1,1,1,2.189
1,1,0,1,0,1,0,0,1,0,1,0,1,1,1.947
0,0,1,1,1,0,1,1,0,0,0,1,1,1,2.202
1,1,1,0,0,0,0,1,1,0,0,0,1,0,2.005
0,0,0,1,0,1,1,1,1,0,0,1,0,1,2.206
1,1,0,0,0,0,1,0,1,1,1,0,0,1,2.451
0,1,1,0,1,0,0,1,1,0,0,0,0,1,1.96
1,1,0,1,0,1,1,0,0,1,1,1,0,1,2.684
1,1,1,0,1,0,1,0,1,0,0,1,0,0,2.253
0,1,1,0,1,0,0,1,1,1,0,0,0,0,2.499
1,1,0,0,0,0,1,1,0,1,0,0,1,1,2.367
0,1,1,0,1,0,1,1,1,1,0,0,0,1,2.393
0,0,1,0,1,1,0,1,0,0,0,1,1,0,2.198
0,1,0,1,1,1,1,0,1,1,1,1,0,1,2.694
0,0,1,1,0,0,0,0,1,1,0,0,0,0,2.408
1,1,0,0,0,1,0,0,1,0,1,1,0,1,2.268
0,1,0,1,0,1,1,0,1,1,0,0,1,0,2.403
0,0,1,1,0,0,0,1,1,0,1,1,1,0,2.194
0,0,1,1,0,1,0,1,1,0,1,1,0,1,2.228
0,1,0,0,0,1,0,0,1,0,1,0,0,1,1.964
1,0,1,0,0,1,0,1,1,1,0,1,1,1,2.65
0,1,1,1,1,0,0,0,1,0,0,0,0,0,1.964
1,1,0,1,0,1,0,1,0,1,1,0,1,1,2.366
1,1,1,1,1,1,0,1,1,0,0,1,1,0,2.239
0,1,0,1,0,0,0,1,0,0,1,0,0,0,1.968
0,1,0,0,1,0,1,1,1,0,1,1,1,1,2.193
1,1,0,1,0,1,0,0,0,0,0,0,0,1,1.959
0,1,1,0,1,0,1,0,1,0,0,1,1,0,2.218
0,0,0,0,0,1,1,1,0,0,0,0,0,1,1.975
0,1,1,0,0,1,1,1,0,0,0,0,1,1,1.964
1,0,0,1,1,1,0,1,1,0,1,1,1,1,2.224
0,1,0,0,1,1,1,0,0,1,0,0,1,1,2.353
1,0,0,1,1,0,0,0,0,1,0,1,0,1,2.658
0,1,0,0,0,0,0,1,1,0,1,0,0,1,1.954
1,1,1,0,0,1,1,0,0,0,1,0,0,1,1.966
0,1,0,1,0,1,1,0,0,0,1,0,1,0,1.937
1,1,1,0,0,1,0,1,1,1,1,1,0,0,2.698
1,1,0,1,0,1,0,0,1,1,1,0,0,1,2.355
0,0,0,0,1,0,0,1,0,1,1,1,0,1,2.661
1,1,0,1,0,1,0,0,0,0,0,1,0,0,2.247
1,1,1,0,0,1,1,1,0,1,0,0,0,0,2.364
1,1,1,1,0,0,0,0,1,0,0,0,1,0,1.941
1,0,1,1,0,1,0,1,1,1,0,1,0,0,2.672
1,0,0,1,1,1,1,1,0,0,1,1,0,1,2.246
0,0,1,1,0,1,0,1,0,1,1,1,1,0,2.661
1,1,1,0,0,1,0,0,0,1,0,0,1,0,2.686
0,0,1,1,0,0,0,0,0,1,0,0,0,0,2.364
1,1,0,0,0,1,0,0,0,0,1,0,0,1,1.991
0,1,0,1,0,1,0,1,0,0,0,0,0,0,1.958
0,1,1,1,1,1,0,0,1,0,0,1,0,0,2.204
1,0,1,1,1,0,1,0,1,0,1,0,0,1,1.964
0,0,1,1,0,1,1,1,1,0,0,1,0,1,2.21
1,1,1,1,0,0,0,0,0,1,1,1,0,0,2.708
1,1,1,1,1,1,1,0,0,0,0,0,0,0,1.986
0,0,1,0,0,0,0,0,0,0,1,0,1,0,1.955
0,1,1,0,1,1,1,0,0,0,1,0,1,1,1.947
0,0,1,1,1,0,0,0,0,0,0,1,1,0,2.205
1,0,1,1,0,1,1,1,1,0,0,0,1,1,1.947
1,1,0,0,1,0,0,1,1,1,0,0,0,0,2.412
0,1,0,1,0,0,0,1,1,0,0,1,0,1,2.228
1,0,0,0,1,0,1,0,1,0,0,1,0,1,2.227
1,1,0,0,0,1,0,0,1,0,1,0,0,1,1.971
1,0,0,1,0,0,0,1,0,1,1,0,1,0,2.373
0,0,1,1,1,0,0,0,0,0,1,1,0,0,2.209
0,0,0,1,0,1,1,0,1,0,1,0,0,0,1.961
1,1,0,1,1,0,0,0,0,1,0,1,0,1,2.619
0,0,0,0,0,1,1,1,1,0,0,0,0,0,1.997
0,1,1,0,0,1,0,1,0,0,0,0,1,1,1.96
0,0,0,0,0,1,0,1,1,1,0,1,1,0,2.695
1,1,0,0,1,1,0,0,0,1,0,0,1,1,2.354
1,1,0,0,0,1,0,0,1,0,0,1,1,1,2.239
0,1,1,0,1,0,0,0,0,1,0,1,0,1,2.621
1,0,0,0,0,1,1,0,1,0,0,1,0,0,2.264
0,0,1,0,1,1,0,0,1,0,1,1,0,1,2.286
0,1,1,1,0,1,0,0,1,0,1,1,0,0,2.227
0,1,1,1,0,1,1,0,0,1,0,0,1,0,2.385
1,1,1,0,1,1,1,1,0,0,0,0,1,1,1.957
0,1,0,0,0,1,0,0,0,0,0,0,1,1,1.927
0,0,1,0,0,0,1,1,1,1,1,0,0,1,2.376
1,1,0,1,1,1,1,0,0,1,1,0,0,0,2.693
0,1,0,1,0,1,1,1,0,0,0,1,0,0,2.231
1,0,1,1,0,0,1,1,1,0,1,1,0,0,2.232
1,0,0,1,0,0,0,0,0,0,1,0,0,1,1.963
1,1,0,1,0,0,1,1,1,0,0,1,0,0,2.243
1,0,1,1,0,0,0,1,1,0,0,1,0,0,2.239
0,1,0,1,1,1,0,1,0,1,1,0,0,1,2.378
1,1,0,1,1,1,0,1,1,0,0,0,1,0,1.937
1,1,1,1,1,1,0,0,1,0,0,1,1,0,2.204
1,0,1,0,1,0,1,0,1,0,0,1,0,0,2.281
0,0,0,1,1,0,0,1,0,0,0,1,1,1,2.184
0,0,1,0,0,0,0,1,0,0,0,1,0,0,2.218
1,0,1,1,0,1,0,0,0,1,0,0,0,0,2.431
0,0,0,0,1,1,1,1,0,0,0,0,0,0,1.978
1,0,0,1,0,0,0,0,0,1,1,1,0,0,2.696
1,1,1,0,1,0,1,1,0,1,1,0,1,0,2.369
0,1,0,0,0,1,0,1,0,1,1,1,0,0,2.662
1,0,1,1,0,1,1,1,0,1,1,1,0,1,2.65
1,0,0,0,0,0,0,1,0,1,0,1,0,1,2.671
0,0,1,1,1,0,1,1,0,1,0,0,1,1,2.357
0,0,1,1,1,1,0,1,0,1,1,1,0,0,2.629
