SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$fillrand100K.3
0,0,0,0,0,1,0,0,1,0,0,0,0,1,445.34
1,1,0,1,1,1,0,1,0,0,1,1,1,1,449.08
0,0,1,0,0,1,1,1,0,1,0,1,1,1,443.03
0,0,0,1,1,1,0,0,1,0,1,1,1,0,446.71
0,1,0,0,1,1,0,0,1,0,0,0,0,0,446.54
1,0,0,0,0,1,1,1,0,0,0,1,0,0,455.46
1,1,0,1,0,0,0,1,1,0,0,1,1,1,451.79
1,1,0,0,0,1,1,1,0,0,0,0,1,0,443.45
1,0,0,1,1,0,0,1,1,1,1,1,1,1,449.16
0,1,1,0,1,0,1,1,1,0,0,1,1,1,449.86
0,1,0,1,1,0,1,1,0,0,0,0,1,0,447.28
1,0,0,0,1,1,1,1,1,1,1,0,0,0,443.59
1,0,1,1,0,1,0,1,0,0,1,1,0,1,447.86
1,0,1,0,1,0,0,1,1,0,1,0,0,1,446.25
1,1,1,1,1,1,1,1,1,1,1,0,1,1,444.14
1,1,1,0,1,1,0,0,1,1,0,1,1,1,453.73
0,1,0,1,1,0,0,0,1,0,1,0,0,1,443.25
1,0,1,0,1,1,0,1,1,1,1,0,1,1,444.42
0,0,0,1,1,0,1,1,0,1,1,1,0,0,446.76
1,0,0,0,0,1,0,1,1,0,1,0,0,1,443.63
1,0,1,0,0,1,1,1,1,1,0,0,1,0,445.18
0,0,0,1,0,0,1,1,1,1,1,0,1,1,449.94
0,0,0,0,1,0,1,1,1,1,1,1,0,0,452.45
0,1,1,0,0,0,1,0,1,0,1,0,1,0,447.87
0,1,0,0,1,0,1,0,0,0,1,0,0,0,450.18
1,0,0,1,1,1,0,1,0,1,1,1,1,1,454.04
1,1,0,0,1,0,0,0,1,1,1,1,1,0,446.61
1,1,0,1,0,0,0,0,0,1,0,1,1,1,448.09
0,0,1,1,1,1,1,0,1,1,0,1,1,0,449.95
0,1,1,0,0,0,1,0,1,0,0,0,1,0,444.24
0,1,0,1,1,0,1,1,0,1,1,1,0,0,445.71
0,1,1,0,0,1,0,0,1,1,1,1,1,1,445.49
1,0,1,1,0,1,1,0,1,1,0,1,0,0,452.85
0,1,0,1,0,0,1,1,1,0,1,0,0,1,448.51
1,0,1,1,0,0,1,0,1,0,1,1,1,1,447.11
0,0,1,1,0,1,1,0,1,0,1,0,0,1,440.92
0,0,0,1,1,1,0,1,0,1,0,1,0,1,442.29
1,1,1,0,0,0,0,1,1,1,1,1,0,1,451.24
0,1,0,0,0,1,0,0,1,1,0,0,1,0,447.8
1,0,0,1,1,1,1,0,1,0,0,0,1,1,442.16
1,1,0,1,1,1,1,1,0,1,1,1,1,1,448.42
1,0,1,0,0,1,0,0,1,1,1,0,0,1,442.98
0,1,0,1,1,0,1,1,1,1,1,1,0,0,443.53
1,0,0,1,0,1,0,0,0,1,1,0,0,1,448.41
0,1,0,1,0,1,1,1,0,0,1,1,1,0,446.31
1,0,1,1,0,0,0,1,1,0,1,1,1,1,447.08
1,0,1,1,0,0,0,0,1,0,1,1,1,1,454.41
0,1,1,1,1,0,1,1,0,1,0,1,0,1,453.98
1,1,1,1,1,1,1,0,0,0,0,0,0,1,447.66
1,0,0,0,1,0,0,0,1,1,1,0,0,1,445.9
0,0,0,0,1,0,1,0,1,1,1,0,0,0,447.8
0,1,1,1,0,1,1,1,0,1,1,0,1,0,444.29
0,1,1,0,0,0,1,0,1,0,1,1,1,0,446.94
0,0,0,0,0,1,0,0,0,0,0,1,0,1,455.07
1,1,0,0,0,1,1,1,0,0,1,1,1,0,446.98
1,0,0,0,0,0,1,0,0,0,0,1,0,0,448.45
1,1,0,1,1,1,0,1,0,1,0,1,1,0,457.6
0,1,0,1,1,1,1,0,1,1,1,0,1,1,446.65
0,1,0,1,1,0,0,0,0,0,0,0,0,1,443.2
1,1,0,1,0,0,0,1,1,1,0,0,1,0,445.05
0,1,0,1,1,0,0,0,0,0,1,1,1,0,445.13
0,1,1,1,0,1,1,1,1,1,0,0,1,1,443.05
0,0,1,1,1,0,1,1,0,1,1,0,1,1,444.43
1,1,0,0,0,0,1,0,1,1,0,1,0,1,445.27
0,0,0,0,1,0,1,1,0,0,1,1,1,0,447.05
1,1,0,1,0,0,0,0,0,0,1,0,0,0,448.46
0,1,1,0,0,0,1,1,0,1,0,0,1,0,444.68
1,0,1,1,1,1,0,0,1,0,1,0,0,1,454.06
1,1,1,1,0,0,1,0,1,1,1,1,0,0,445.77
1,0,1,0,0,0,1,1,0,0,0,0,0,0,446.8
1,1,1,0,1,1,0,0,1,0,0,0,0,0,448.52
1,1,0,0,1,1,0,0,1,0,0,1,0,0,448.08
0,0,0,1,1,0,1,0,0,1,0,0,0,0,447.06
0,0,0,0,1,1,0,0,1,0,1,1,0,0,446.62
0,0,1,1,0,0,1,1,1,1,1,0,0,1,440.26
1,0,1,0,0,0,0,1,0,1,0,0,0,0,444.75
0,0,1,0,1,1,0,0,1,0,0,1,1,0,451.04
0,0,0,1,1,1,0,1,0,1,0,1,1,1,447.63
1,1,1,1,1,0,1,0,0,1,1,0,1,0,448.51
0,1,1,1,0,1,1,1,0,0,1,1,1,1,448.29
0,0,1,1,0,1,0,0,1,0,0,0,1,0,449.13
0,1,1,1,1,0,0,1,0,0,1,1,0,1,445.68
0,0,1,1,0,0,1,1,0,0,1,0,0,1,441.05
1,1,1,0,1,1,1,0,1,0,0,0,1,0,453.29
1,1,0,0,1,0,1,0,0,1,0,0,0,0,453.85
0,0,1,1,1,1,0,1,0,1,0,1,1,1,445.71
0,0,1,1,1,0,1,0,0,1,1,0,1,1,451.28
0,1,0,0,1,0,0,0,1,1,0,0,1,0,442.06
0,0,1,0,0,0,1,1,0,0,1,1,0,0,444.58
1,1,0,0,0,0,0,1,1,1,1,0,0,0,449.79
0,1,0,0,1,0,0,0,0,1,1,0,1,0,442.14
0,0,1,1,0,0,0,1,0,0,0,0,0,0,445.94
1,0,1,0,1,0,0,0,1,0,0,1,0,0,445.87
1,0,1,1,1,0,0,1,0,0,0,1,1,0,448.07
0,1,1,0,0,0,1,1,0,1,0,0,0,1,445.97
1,0,1,1,0,0,0,0,0,0,1,0,1,0,441.36
1,0,0,0,0,0,1,0,0,1,1,0,1,1,451.26
1,1,1,1,0,1,0,1,0,0,0,1,1,0,445.9
0,1,1,0,0,0,0,0,1,1,1,1,0,0,458.61
1,1,1,1,0,0,0,1,1,1,0,0,0,0,446.52
0,0,0,1,1,0,0,0,0,1,1,0,1,0,446.18
1,1,0,0,1,0,0,0,1,1,0,0,1,0,442.91
0,1,1,0,0,0,1,0,1,1,0,0,1,1,439.66
1,1,1,0,0,1,0,0,1,1,0,1,1,0,451.3
0,1,0,1,0,1,1,1,1,1,1,0,1,1,441.88
0,1,1,0,0,1,0,0,1,0,1,1,0,0,449.42
1,0,0,0,1,1,0,0,1,1,0,1,1,1,454.51
0,0,1,0,0,1,1,1,1,0,1,1,1,0,452.51
0,1,0,1,1,0,1,1,1,0,1,0,0,1,443.46
1,0,1,0,0,0,0,0,1,0,0,0,1,1,443.79
0,1,1,0,0,0,1,0,0,0,0,0,1,1,444.54
0,1,1,0,0,1,0,0,0,1,1,1,1,1,446.87
0,1,0,1,0,0,0,0,0,0,0,0,1,1,455.51
0,0,1,0,1,0,0,1,1,0,1,0,0,0,447.51
1,1,0,0,0,1,1,0,1,0,0,1,0,1,447.25
1,0,0,0,0,0,1,0,1,1,0,0,1,1,447.35
0,1,1,1,0,1,0,0,1,0,1,0,1,0,443.97
0,0,0,1,0,0,0,1,1,0,0,0,1,0,445.41
1,0,1,0,1,0,0,0,0,1,0,1,1,0,459.51
1,0,0,1,1,0,1,0,1,1,1,0,0,1,451.36
1,1,1,0,1,0,1,0,1,1,0,0,1,1,450.75
0,1,1,1,0,0,1,1,1,0,1,1,1,0,445.86
1,1,0,1,1,0,1,1,1,0,0,1,1,0,452.99
1,0,1,0,0,1,0,1,0,1,1,0,1,0,447.41
0,1,0,0,1,0,0,0,1,0,1,0,1,1,456.57
1,0,0,1,1,0,1,0,0,0,1,0,0,0,452.3
1,0,1,0,1,1,1,0,0,1,0,0,0,1,443.81
1,1,1,1,0,0,0,1,1,1,1,1,0,1,446.4
1,1,1,0,0,0,0,1,0,1,0,1,0,0,446.0
1,0,0,1,1,1,0,0,0,0,0,0,0,1,444.67
0,1,1,1,0,0,0,1,1,0,1,1,0,1,447.15
0,1,0,1,1,0,0,0,0,0,0,1,0,1,448.39
0,0,0,0,0,1,1,0,1,1,1,0,0,0,444.2
0,1,1,0,0,0,0,1,0,1,1,0,1,0,447.4
0,1,1,0,1,1,0,0,0,1,0,1,1,1,521.47
1,1,1,1,0,1,1,1,0,1,0,0,1,0,446.34
0,1,0,0,1,0,1,0,1,1,0,1,0,0,446.51
1,1,0,1,0,1,1,0,0,1,1,1,1,0,445.71
1,1,1,0,1,0,1,1,1,0,1,0,0,1,449.3
1,0,0,0,0,1,1,0,1,1,1,1,1,0,451.7
0,0,1,1,0,1,1,1,1,1,1,0,0,0,451.39
0,1,0,1,1,0,1,1,1,0,0,0,1,1,443.86
1,0,1,1,0,0,1,0,1,0,0,1,1,1,447.85
0,1,0,0,1,0,1,0,1,0,0,0,1,1,444.59
1,1,1,1,1,0,1,0,1,1,0,0,0,0,448.67
0,1,0,1,0,0,1,0,0,1,1,1,0,0,451.79
1,1,1,1,1,1,1,1,1,1,0,0,0,0,451.77
0,1,0,1,1,0,1,0,1,0,1,1,0,0,447.15
1,0,0,1,1,0,0,0,0,1,1,0,0,1,450.44
1,1,0,1,0,1,1,0,0,1,1,1,0,0,447.31
0,0,1,1,1,1,0,0,1,0,0,0,0,1,440.13
0,0,1,0,0,0,0,0,1,1,1,1,0,0,451.32
0,0,1,0,0,1,0,0,0,0,1,0,1,0,443.18
1,0,1,0,0,1,1,0,0,1,1,0,0,0,447.8
1,0,0,1,0,0,1,0,1,0,1,1,0,1,447.27
0,0,1,1,1,0,1,0,0,1,1,0,1,0,450.77
1,1,1,1,0,1,1,0,0,0,1,0,1,1,450.06
1,1,0,1,1,1,0,1,0,0,1,1,1,1,536.05
0,1,0,1,1,0,1,0,1,0,0,0,0,0,444.35
1,0,0,0,1,0,1,1,1,0,0,1,1,1,447.05
0,0,1,0,1,1,1,0,0,0,0,1,1,0,443.58
1,0,1,0,0,1,1,0,0,0,1,0,1,0,445.45
0,0,0,0,1,1,0,1,1,1,1,1,0,1,453.66
0,0,0,1,0,1,1,0,0,1,0,0,1,1,445.01
1,1,0,1,0,0,0,0,1,1,1,1,0,0,449.15
0,1,1,1,0,1,0,1,1,0,1,1,1,1,445.95
0,1,1,1,0,1,1,1,0,0,0,1,1,1,445.75
1,0,0,0,0,0,1,0,0,1,0,1,1,0,452.85
1,1,1,0,1,1,1,1,0,0,0,0,1,1,446.2
1,1,1,1,0,0,0,1,1,0,1,0,0,0,445.78
0,0,0,1,0,0,1,1,1,1,0,1,0,0,445.99
0,0,1,1,0,1,0,0,0,1,1,0,1,0,441.08
0,0,0,1,1,0,0,1,0,1,0,1,1,1,448.15
1,1,0,1,1,1,0,1,0,0,1,0,0,1,451.01
1,0,1,1,1,1,1,1,0,1,0,0,0,1,445.34
0,0,1,0,1,0,1,0,1,0,0,0,1,0,441.49
0,1,0,0,0,1,0,0,0,0,0,1,1,0,454.66
0,0,1,0,1,0,0,0,0,1,1,0,0,0,442.8
1,1,0,1,0,1,1,0,1,0,0,0,1,1,443.49
1,0,0,1,0,0,0,1,1,0,1,0,1,1,468.67
1,1,0,1,1,0,1,0,0,1,1,0,0,1,448.96
0,0,0,0,1,0,0,0,1,1,1,0,1,1,442.52
0,1,1,0,0,0,0,1,0,1,0,1,1,1,443.56
1,0,1,0,0,1,0,0,1,0,1,0,0,0,451.19
0,1,0,1,1,1,0,0,1,0,1,0,0,0,454.85
0,1,1,0,0,0,1,0,0,1,1,0,1,1,446.78
1,0,0,1,1,0,1,1,0,1,0,1,1,1,450.72
1,0,1,1,0,1,0,1,1,0,1,1,1,1,452.45
0,0,1,1,1,0,1,1,1,1,1,0,1,1,442.54
1,0,1,1,1,0,1,1,1,0,0,0,0,0,449.39
1,0,1,1,1,1,0,0,0,0,1,0,1,0,447.12
0,0,1,0,0,0,1,1,0,1,0,1,1,0,448.7
1,1,1,0,1,1,1,1,0,0,0,1,1,1,447.8
0,1,0,1,0,1,1,0,1,0,1,0,1,1,444.45
0,1,1,1,0,0,0,0,1,1,1,0,0,0,533.98
0,1,0,1,0,1,0,1,0,0,0,0,1,1,448.79
1,1,0,0,1,0,0,1,0,0,0,1,1,0,449.62
0,1,0,1,1,0,0,0,1,0,1,0,0,1,463.93
0,1,1,0,0,1,1,0,0,1,0,0,0,0,450.24
0,0,1,1,1,1,1,0,0,1,0,1,1,1,452.22
1,0,1,1,1,1,0,1,0,1,0,0,0,1,444.83
1,1,1,0,1,0,1,0,1,1,0,0,0,0,448.28
1,0,0,0,1,1,0,1,1,0,1,1,1,1,450.55
0,1,1,0,1,1,1,1,1,1,1,0,1,1,452.67
0,0,1,0,1,1,1,1,1,0,1,1,0,1,445.67
0,0,1,1,1,0,0,1,1,1,0,1,1,1,451.05
0,0,0,0,1,0,1,1,0,1,0,0,0,0,454.07
1,1,1,1,1,1,1,1,0,0,0,0,1,1,446.36
0,0,1,1,0,0,0,1,1,0,0,0,1,1,448.12
0,0,1,0,1,1,1,0,1,1,1,1,0,0,447.5
0,1,0,1,1,0,0,0,1,1,0,0,1,1,445.07
0,0,1,1,1,0,1,0,0,1,1,1,1,0,447.09
0,0,0,1,0,0,0,0,1,0,1,1,0,1,452.52
0,0,0,0,0,1,1,0,1,1,1,0,0,1,444.17
1,0,1,1,1,1,0,1,1,1,0,1,1,0,452.5
1,0,0,0,1,0,1,1,0,0,1,0,1,0,443.92
1,0,0,0,1,0,1,0,1,0,1,0,1,0,450.45
0,0,0,1,0,1,1,1,0,0,1,1,1,0,445.91
1,1,0,1,1,1,0,1,1,0,0,1,0,1,447.14
0,1,0,0,0,1,1,1,0,1,0,0,1,0,446.57
1,1,1,0,0,1,1,1,1,1,0,1,1,1,450.62
1,1,0,1,1,0,1,1,0,1,0,0,0,1,444.86
0,1,1,0,0,1,0,1,0,0,1,1,0,1,450.2
1,1,1,0,0,1,0,1,0,1,1,1,0,0,446.63
1,1,0,1,1,1,1,0,0,0,1,0,1,0,451.67
1,0,0,0,0,0,1,0,0,1,0,1,1,1,447.1
1,1,0,1,1,0,1,1,0,1,0,1,0,1,447.13
0,1,1,0,0,1,0,0,1,1,0,0,1,1,450.11
1,1,1,1,1,1,1,0,1,1,1,0,0,0,450.56
1,1,1,0,1,1,1,0,1,1,0,0,1,1,446.45
0,0,1,0,1,1,1,1,1,0,0,1,1,1,446.56
1,0,0,1,1,1,1,1,1,1,0,1,0,1,446.89
1,0,1,1,1,0,0,0,1,1,0,0,1,1,448.78
1,0,0,1,1,1,1,0,1,1,1,1,1,0,456.49
0,0,1,1,1,0,1,1,1,1,0,1,0,0,443.0
1,0,0,0,0,0,1,0,1,1,0,0,0,1,455.01
0,1,0,0,1,0,1,0,1,0,0,0,1,0,444.87
1,0,0,1,1,1,0,1,0,0,0,1,1,1,450.87
0,0,1,0,0,1,1,1,1,0,0,0,0,1,502.7
1,1,0,1,1,0,1,1,0,0,1,0,0,0,447.73
0,1,0,0,1,1,1,1,1,0,1,1,0,1,457.69
1,0,1,0,1,0,1,1,1,1,1,0,0,1,453.92
1,0,0,0,1,0,1,1,1,0,1,0,0,1,452.88
0,0,1,1,1,0,1,0,1,1,1,1,0,1,450.18
1,1,1,1,0,0,0,0,0,0,0,0,1,0,445.63
0,1,1,1,1,0,0,1,0,0,0,0,1,1,443.16
1,1,0,1,1,0,1,0,1,0,1,1,0,1,448.07
1,0,1,0,1,1,1,0,1,0,1,1,0,1,453.17
0,0,0,1,0,1,0,0,1,0,0,1,0,0,447.67
0,0,0,1,0,0,1,0,1,0,0,0,0,1,443.84
0,1,1,1,1,0,0,0,1,0,1,1,0,0,452.53
0,1,0,1,0,0,0,0,1,1,1,1,1,0,448.05
0,0,0,1,1,1,0,1,1,1,1,1,1,1,447.21
1,1,1,0,0,0,1,1,0,1,1,1,0,0,452.74
0,1,0,0,0,1,1,1,0,0,1,0,1,0,449.31
1,1,0,1,0,0,0,0,0,0,0,0,1,0,448.42
0,0,1,1,0,0,1,0,1,1,1,1,1,1,448.66
1,1,1,1,1,0,1,0,1,0,1,1,1,1,448.08
1,0,1,1,1,0,0,0,0,1,1,1,0,1,450.91
0,0,0,1,0,0,1,0,1,1,0,0,0,1,442.8
1,0,0,1,0,1,0,0,1,0,1,1,1,1,449.95
1,1,0,0,1,0,1,0,0,0,0,0,1,1,445.58
0,1,1,0,0,1,0,0,0,1,1,1,0,1,444.73
1,1,1,0,0,0,0,0,1,0,0,0,0,1,446.57
0,0,1,0,1,1,0,0,0,0,1,0,0,1,441.18
1,1,1,1,0,1,1,0,0,1,1,0,1,1,444.62
0,1,0,0,1,1,0,0,0,1,1,1,0,0,450.2
0,0,0,1,0,0,0,0,0,1,1,0,0,1,442.72
0,0,1,1,1,1,1,0,0,0,1,1,1,1,445.8
0,0,1,1,0,1,0,1,1,1,1,1,0,1,446.12
0,0,1,0,1,0,1,0,1,1,0,1,0,0,451.02
1,1,1,0,0,1,0,1,0,1,0,0,1,0,447.56
0,1,1,0,0,0,0,1,0,1,1,1,1,1,448.29
0,0,0,1,1,1,0,0,0,1,1,1,1,0,445.7
0,1,0,0,0,1,1,0,1,1,1,1,1,0,449.87
1,1,0,1,0,0,1,1,1,0,1,0,1,0,448.34
1,0,1,0,1,0,1,0,0,1,1,1,1,1,454.5
1,1,0,0,0,1,0,1,0,1,1,0,1,0,447.2
1,1,0,1,1,1,0,0,1,1,1,1,1,0,458.27
0,1,1,1,0,0,0,1,1,1,1,1,0,0,447.73
0,1,1,1,0,1,0,0,0,0,0,0,0,0,445.82
1,0,1,0,0,0,1,0,0,0,1,0,1,0,440.8
1,0,0,0,1,0,1,1,0,1,0,0,0,1,442.41
0,0,1,0,0,1,0,0,0,0,0,0,1,1,444.34
0,1,0,0,1,0,0,0,0,1,0,0,1,1,445.35
0,0,1,0,1,0,1,1,0,0,1,1,0,0,443.26
1,1,0,1,0,0,0,1,0,1,1,1,0,1,448.38
0,0,1,0,0,1,0,0,1,0,0,1,0,1,450.08
0,0,0,1,0,1,1,0,0,0,1,1,0,0,447.82
0,0,1,1,1,0,0,0,1,0,0,0,0,1,451.57
0,1,0,1,1,0,0,0,1,0,1,0,0,0,444.84
1,0,0,0,0,0,1,0,1,0,1,1,1,1,449.23
0,0,0,1,0,0,0,0,0,0,1,0,0,0,451.53
1,1,1,1,0,0,0,0,1,1,1,1,1,0,449.58
0,0,0,0,0,0,1,1,0,0,0,0,1,1,440.92
0,1,0,0,0,1,1,0,1,0,1,1,0,0,444.63
0,0,0,0,1,1,0,1,1,1,0,0,0,0,444.84
0,0,1,0,0,0,1,1,1,0,0,0,0,1,449.17
0,0,1,0,1,0,1,0,0,0,1,1,1,1,449.81
0,0,1,1,0,1,1,1,1,0,0,0,1,0,448.88
0,0,1,0,1,1,0,1,0,1,0,0,1,1,444.12
1,1,0,1,0,0,0,0,0,0,0,1,1,0,450.24
0,1,1,0,0,0,1,0,1,1,0,0,0,0,445.99
1,1,0,1,1,1,0,0,0,1,0,0,0,1,445.45
1,0,1,0,1,1,0,0,1,1,1,0,1,1,451.59
1,0,0,0,1,1,1,0,0,1,1,0,1,1,444.54
1,1,1,0,1,0,1,0,1,1,1,0,0,0,449.52
1,1,0,1,0,0,1,0,0,0,1,0,1,1,443.6
1,1,1,0,0,1,1,0,1,0,0,0,0,0,447.18
1,1,0,0,0,0,0,1,1,0,0,1,1,0,454.37
0,0,1,1,0,0,1,1,0,0,0,1,1,1,443.66
0,1,0,1,0,1,0,1,1,1,1,1,0,1,445.32
0,1,1,0,1,1,0,1,0,1,0,0,1,1,449.77
1,1,1,0,0,1,0,0,0,1,0,1,1,0,452.34
1,0,1,0,0,1,0,0,1,0,1,1,1,1,451.89
1,1,0,1,0,1,0,0,0,1,0,0,1,0,447.6
0,0,1,1,0,1,1,0,0,1,0,1,1,0,444.98
0,1,0,0,1,0,1,1,0,1,0,1,1,1,443.27
0,1,0,1,0,0,0,1,0,1,1,1,0,1,446.56
1,0,1,1,1,0,0,0,1,1,1,0,1,1,446.02
0,1,0,0,0,0,1,0,0,1,1,1,0,1,444.95
0,0,0,1,0,1,1,0,1,1,1,1,1,1,446.92
1,0,0,0,0,1,0,0,1,0,0,1,1,0,446.6
0,0,0,0,0,1,0,0,1,1,1,0,0,1,443.18
1,0,1,1,0,0,1,1,0,1,1,1,1,1,455.85
0,0,0,0,1,0,1,1,0,0,1,1,0,0,446.29
0,1,1,1,1,0,1,1,0,1,1,0,1,0,444.37
0,1,1,0,1,0,1,0,1,0,0,1,1,1,452.08
1,1,0,1,0,1,0,0,1,0,1,0,1,1,444.04
0,0,1,1,1,0,1,1,0,0,0,1,1,1,444.45
1,1,1,0,0,0,0,1,1,0,0,0,1,0,444.17
0,0,0,1,0,1,1,1,1,0,0,1,0,1,452.49
1,1,0,0,0,0,1,0,1,1,1,0,0,1,452.94
0,1,1,0,1,0,0,1,1,0,0,0,0,1,444.24
1,1,0,1,0,1,1,0,0,1,1,1,0,1,449.29
1,1,1,0,1,0,1,0,1,0,0,1,0,0,476.62
0,1,1,0,1,0,0,1,1,1,0,0,0,0,445.45
1,1,0,0,0,0,1,1,0,1,0,0,1,1,445.48
0,1,1,0,1,0,1,1,1,1,0,0,0,1,442.81
0,0,1,0,1,1,0,1,0,0,0,1,1,0,450.3
0,1,0,1,1,1,1,0,1,1,1,1,0,1,451.73
0,0,1,1,0,0,0,0,1,1,0,0,0,0,446.92
1,1,0,0,0,1,0,0,1,0,1,1,0,1,447.64
0,1,0,1,0,1,1,0,1,1,0,0,1,0,449.34
0,0,1,1,0,0,0,1,1,0,1,1,1,0,448.16
0,0,1,1,0,1,0,1,1,0,1,1,0,1,445.79
0,1,0,0,0,1,0,0,1,0,1,0,0,1,444.76
1,0,1,0,0,1,0,1,1,1,0,1,1,1,446.49
0,1,1,1,1,0,0,0,1,0,0,0,0,0,449.08
1,1,0,1,0,1,0,1,0,1,1,0,1,1,444.53
1,1,1,1,1,1,0,1,1,0,0,1,1,0,448.68
0,1,0,1,0,0,0,1,0,0,1,0,0,0,441.46
0,1,0,0,1,0,1,1,1,0,1,1,1,1,445.98
1,1,0,1,0,1,0,0,0,0,0,0,0,1,443.92
0,1,1,0,1,0,1,0,1,0,0,1,1,0,447.31
0,0,0,0,0,1,1,1,0,0,0,0,0,1,445.29
0,1,1,0,0,1,1,1,0,0,0,0,1,1,452.14
1,0,0,1,1,1,0,1,1,0,1,1,1,1,453.62
0,1,0,0,1,1,1,0,0,1,0,0,1,1,447.65
1,0,0,1,1,0,0,0,0,1,0,1,0,1,447.14
0,1,0,0,0,0,0,1,1,0,1,0,0,1,449.67
1,1,1,0,0,1,1,0,0,0,1,0,0,1,447.2
0,1,0,1,0,1,1,0,0,0,1,0,1,0,441.55
1,1,1,0,0,1,0,1,1,1,1,1,0,0,448.67
1,1,0,1,0,1,0,0,1,1,1,0,0,1,449.35
0,0,0,0,1,0,0,1,0,1,1,1,0,1,451.63
1,1,0,1,0,1,0,0,0,0,0,1,0,0,445.54
1,1,1,0,0,1,1,1,0,1,0,0,0,0,443.5
1,1,1,1,0,0,0,0,1,0,0,0,1,0,444.13
1,0,1,1,0,1,0,1,1,1,0,1,0,0,453.65
1,0,0,1,1,1,1,1,0,0,1,1,0,1,450.18
0,0,1,1,0,1,0,1,0,1,1,1,1,0,445.9
1,1,1,0,0,1,0,0,0,1,0,0,1,0,443.06
0,0,1,1,0,0,0,0,0,1,0,0,0,0,440.98
1,1,0,0,0,1,0,0,0,0,1,0,0,1,446.4
0,1,0,1,0,1,0,1,0,0,0,0,0,0,444.17
0,1,1,1,1,1,0,0,1,0,0,1,0,0,448.83
1,0,1,1,1,0,1,0,1,0,1,0,0,1,445.23
0,0,1,1,0,1,1,1,1,0,0,1,0,1,452.3
1,1,1,1,0,0,0,0,0,1,1,1,0,0,449.99
1,1,1,1,1,1,1,0,0,0,0,0,0,0,448.29
0,0,1,0,0,0,0,0,0,0,1,0,1,0,443.4
0,1,1,0,1,1,1,0,0,0,1,0,1,1,448.13
0,0,1,1,1,0,0,0,0,0,0,1,1,0,445.77
1,0,1,1,0,1,1,1,1,0,0,0,1,1,449.87
1,1,0,0,1,0,0,1,1,1,0,0,0,0,443.11
0,1,0,1,0,0,0,1,1,0,0,1,0,1,448.01
1,0,0,0,1,0,1,0,1,0,0,1,0,1,447.54
1,1,0,0,0,1,0,0,1,0,1,0,0,1,454.3
1,0,0,1,0,0,0,1,0,1,1,0,1,0,450.5
0,0,1,1,1,0,0,0,0,0,1,1,0,0,449.53
0,0,0,1,0,1,1,0,1,0,1,0,0,0,449.9
1,1,0,1,1,0,0,0,0,1,0,1,0,1,446.1
0,0,0,0,0,1,1,1,1,0,0,0,0,0,444.63
0,1,1,0,0,1,0,1,0,0,0,0,1,1,449.15
0,0,0,0,0,1,0,1,1,1,0,1,1,0,445.32
1,1,0,0,1,1,0,0,0,1,0,0,1,1,445.01
1,1,0,0,0,1,0,0,1,0,0,1,1,1,450.22
0,1,1,0,1,0,0,0,0,1,0,1,0,1,459.18
1,0,0,0,0,1,1,0,1,0,0,1,0,0,449.36
0,0,1,0,1,1,0,0,1,0,1,1,0,1,443.51
0,1,1,1,0,1,0,0,1,0,1,1,0,0,443.96
0,1,1,1,0,1,1,0,0,1,0,0,1,0,440.77
1,1,1,0,1,1,1,1,0,0,0,0,1,1,449.41
0,1,0,0,0,1,0,0,0,0,0,0,1,1,446.23
0,0,1,0,0,0,1,1,1,1,1,0,0,1,449.16
1,1,0,1,1,1,1,0,0,1,1,0,0,0,445.03
0,1,0,1,0,1,1,1,0,0,0,1,0,0,445.29
1,0,1,1,0,0,1,1,1,0,1,1,0,0,449.7
1,0,0,1,0,0,0,0,0,0,1,0,0,1,445.14
1,1,0,1,0,0,1,1,1,0,0,1,0,0,455.79
1,0,1,1,0,0,0,1,1,0,0,1,0,0,446.9
0,1,0,1,1,1,0,1,0,1,1,0,0,1,444.22
1,1,0,1,1,1,0,1,1,0,0,0,1,0,452.63
1,1,1,1,1,1,0,0,1,0,0,1,1,0,447.72
1,0,1,0,1,0,1,0,1,0,0,1,0,0,452.19
0,0,0,1,1,0,0,1,0,0,0,1,1,1,452.62
0,0,1,0,0,0,0,1,0,0,0,1,0,0,452.13
1,0,1,1,0,1,0,0,0,1,0,0,0,0,447.44
0,0,0,0,1,1,1,1,0,0,0,0,0,0,446.07
1,0,0,1,0,0,0,0,0,1,1,1,0,0,446.92
1,1,1,0,1,0,1,1,0,1,1,0,1,0,450.2
0,1,0,0,0,1,0,1,0,1,1,1,0,0,448.6
1,0,1,1,0,1,1,1,0,1,1,1,0,1,447.51
1,0,0,0,0,0,0,1,0,1,0,1,0,1,450.56
0,0,1,1,1,0,1,1,0,1,0,0,1,1,452.68
0,0,1,1,1,1,0,1,0,1,1,1,0,0,452.57
