SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$overwritebatch.1
0,0,0,0,0,1,0,0,1,0,0,0,0,1,18.887
1,1,0,1,1,1,0,1,0,0,1,1,1,1,19.931
0,0,1,0,0,1,1,1,0,1,0,1,1,1,19.894
0,0,0,1,1,1,0,0,1,0,1,1,1,0,19.872
0,1,0,0,1,1,0,0,1,0,0,0,0,0,18.985
1,0,0,0,0,1,1,1,0,0,0,1,0,0,19.6
1,1,0,1,0,0,0,1,1,0,0,1,1,1,20.156
1,1,0,0,0,1,1,1,0,0,0,0,1,0,19.076
1,0,0,1,1,0,0,1,1,1,1,1,1,1,19.665
0,1,1,0,1,0,1,1,1,0,0,1,1,1,19.523
0,1,0,1,1,0,1,1,0,0,0,0,1,0,19.131
1,0,0,0,1,1,1,1,1,1,1,0,0,0,18.855
1,0,1,1,0,1,0,1,0,0,1,1,0,1,19.762
1,0,1,0,1,0,0,1,1,0,1,0,0,1,19.178
1,1,1,1,1,1,1,1,1,1,1,0,1,1,18.937
1,1,1,0,1,1,0,0,1,1,0,1,1,1,19.778
0,1,0,1,1,0,0,0,1,0,1,0,0,1,19.07
1,0,1,0,1,1,0,1,1,1,1,0,1,1,19.097
0,0,0,1,1,0,1,1,0,1,1,1,0,0,19.609
1,0,0,0,0,1,0,1,1,0,1,0,0,1,19.047
1,0,1,0,0,1,1,1,1,1,0,0,1,0,18.887
0,0,0,1,0,0,1,1,1,1,1,0,1,1,19.103
0,0,0,0,1,0,1,1,1,1,1,1,0,0,20.166
0,1,1,0,0,0,1,0,1,0,1,0,1,0,18.631
0,1,0,0,1,0,1,0,0,0,1,0,0,0,19.155
1,0,0,1,1,1,0,1,0,1,1,1,1,1,19.964
1,1,0,0,1,0,0,0,1,1,1,1,1,0,19.688
1,1,0,1,0,0,0,0,0,1,0,1,1,1,19.436
0,0,1,1,1,1,1,0,1,1,0,1,1,0,19.751
0,1,1,0,0,0,1,0,1,0,0,0,1,0,19.207
0,1,0,1,1,0,1,1,0,1,1,1,0,0,19.905
0,1,1,0,0,1,0,0,1,1,1,1,1,1,19.562
1,0,1,1,0,1,1,0,1,1,0,1,0,0,19.876
0,1,0,1,0,0,1,1,1,0,1,0,0,1,18.954
1,0,1,1,0,0,1,0,1,0,1,1,1,1,19.664
0,0,1,1,0,1,1,0,1,0,1,0,0,1,18.927
0,0,0,1,1,1,0,1,0,1,0,1,0,1,19.877
1,1,1,0,0,0,0,1,1,1,1,1,0,1,20.051
0,1,0,0,0,1,0,0,1,1,0,0,1,0,18.969
1,0,0,1,1,1,1,0,1,0,0,0,1,1,19.256
1,1,0,1,1,1,1,1,0,1,1,1,1,1,19.943
1,0,1,0,0,1,0,0,1,1,1,0,0,1,19.221
0,1,0,1,1,0,1,1,1,1,1,1,0,0,19.752
1,0,0,1,0,1,0,0,0,1,1,0,0,1,19.204
0,1,0,1,0,1,1,1,0,0,1,1,1,0,19.497
1,0,1,1,0,0,0,1,1,0,1,1,1,1,19.643
1,0,1,1,0,0,0,0,1,0,1,1,1,1,19.881
0,1,1,1,1,0,1,1,0,1,0,1,0,1,19.846
1,1,1,1,1,1,1,0,0,0,0,0,0,1,18.975
1,0,0,0,1,0,0,0,1,1,1,0,0,1,19.138
0,0,0,0,1,0,1,0,1,1,1,0,0,0,19.453
0,1,1,1,0,1,1,1,0,1,1,0,1,0,18.802
0,1,1,0,0,0,1,0,1,0,1,1,1,0,19.504
0,0,0,0,0,1,0,0,0,0,0,1,0,1,19.776
1,1,0,0,0,1,1,1,0,0,1,1,1,0,19.796
1,0,0,0,0,0,1,0,0,0,0,1,0,0,19.598
1,1,0,1,1,1,0,1,0,1,0,1,1,0,19.435
0,1,0,1,1,1,1,0,1,1,1,0,1,1,19.112
0,1,0,1,1,0,0,0,0,0,0,0,0,1,19.164
1,1,0,1,0,0,0,1,1,1,0,0,1,0,18.949
0,1,0,1,1,0,0,0,0,0,1,1,1,0,19.461
0,1,1,1,0,1,1,1,1,1,0,0,1,1,19.131
0,0,1,1,1,0,1,1,0,1,1,0,1,1,18.845
1,1,0,0,0,0,1,0,1,1,0,1,0,1,19.855
0,0,0,0,1,0,1,1,0,0,1,1,1,0,20.017
1,1,0,1,0,0,0,0,0,0,1,0,0,0,19.113
0,1,1,0,0,0,1,1,0,1,0,0,1,0,19.173
1,0,1,1,1,1,0,0,1,0,1,0,0,1,18.998
1,1,1,1,0,0,1,0,1,1,1,1,0,0,19.751
1,0,1,0,0,0,1,1,0,0,0,0,0,0,19.457
1,1,1,0,1,1,0,0,1,0,0,0,0,0,19.505
1,1,0,0,1,1,0,0,1,0,0,1,0,0,20.256
0,0,0,1,1,0,1,0,0,1,0,0,0,0,19.081
0,0,0,0,1,1,0,0,1,0,1,1,0,0,20.091
0,0,1,1,0,0,1,1,1,1,1,0,0,1,19.169
1,0,1,0,0,0,0,1,0,1,0,0,0,0,19.128
0,0,1,0,1,1,0,0,1,0,0,1,1,0,19.789
0,0,0,1,1,1,0,1,0,1,0,1,1,1,19.733
1,1,1,1,1,0,1,0,0,1,1,0,1,0,19.245
0,1,1,1,0,1,1,1,0,0,1,1,1,1,19.44
0,0,1,1,0,1,0,0,1,0,0,0,1,0,19.024
0,1,1,1,1,0,0,1,0,0,1,1,0,1,19.744
0,0,1,1,0,0,1,1,0,0,1,0,0,1,19.11
1,1,1,0,1,1,1,0,1,0,0,0,1,0,18.799
1,1,0,0,1,0,1,0,0,1,0,0,0,0,19.288
0,0,1,1,1,1,0,1,0,1,0,1,1,1,20.215
0,0,1,1,1,0,1,0,0,1,1,0,1,1,18.804
0,1,0,0,1,0,0,0,1,1,0,0,1,0,19.222
0,0,1,0,0,0,1,1,0,0,1,1,0,0,20.101
1,1,0,0,0,0,0,1,1,1,1,0,0,0,18.893
0,1,0,0,1,0,0,0,0,1,1,0,1,0,19.028
0,0,1,1,0,0,0,1,0,0,0,0,0,0,18.928
1,0,1,0,1,0,0,0,1,0,0,1,0,0,19.571
1,0,1,1,1,0,0,1,0,0,0,1,1,0,19.793
0,1,1,0,0,0,1,1,0,1,0,0,0,1,19.199
1,0,1,1,0,0,0,0,0,0,1,0,1,0,19.063
1,0,0,0,0,0,1,0,0,1,1,0,1,1,18.963
1,1,1,1,0,1,0,1,0,0,0,1,1,0,19.695
0,1,1,0,0,0,0,0,1,1,1,1,0,0,19.753
1,1,1,1,0,0,0,1,1,1,0,0,0,0,18.96
0,0,0,1,1,0,0,0,0,1,1,0,1,0,19.167
1,1,0,0,1,0,0,0,1,1,0,0,1,0,19.16
0,1,1,0,0,0,1,0,1,1,0,0,1,1,19.004
1,1,1,0,0,1,0,0,1,1,0,1,1,0,19.633
0,1,0,1,0,1,1,1,1,1,1,0,1,1,19.207
0,1,1,0,0,1,0,0,1,0,1,1,0,0,19.737
1,0,0,0,1,1,0,0,1,1,0,1,1,1,19.771
0,0,1,0,0,1,1,1,1,0,1,1,1,0,19.695
0,1,0,1,1,0,1,1,1,0,1,0,0,1,19.246
1,0,1,0,0,0,0,0,1,0,0,0,1,1,18.764
0,1,1,0,0,0,1,0,0,0,0,0,1,1,18.916
0,1,1,0,0,1,0,0,0,1,1,1,1,1,19.805
0,1,0,1,0,0,0,0,0,0,0,0,1,1,18.718
0,0,1,0,1,0,0,1,1,0,1,0,0,0,19.106
1,1,0,0,0,1,1,0,1,0,0,1,0,1,19.817
1,0,0,0,0,0,1,0,1,1,0,0,1,1,18.878
0,1,1,1,0,1,0,0,1,0,1,0,1,0,19.096
0,0,0,1,0,0,0,1,1,0,0,0,1,0,18.992
1,0,1,0,1,0,0,0,0,1,0,1,1,0,19.723
1,0,0,1,1,0,1,0,1,1,1,0,0,1,18.982
1,1,1,0,1,0,1,0,1,1,0,0,1,1,19.322
0,1,1,1,0,0,1,1,1,0,1,1,1,0,19.393
1,1,0,1,1,0,1,1,1,0,0,1,1,0,19.678
1,0,1,0,0,1,0,1,0,1,1,0,1,0,19.309
0,1,0,0,1,0,0,0,1,0,1,0,1,1,18.61
1,0,0,1,1,0,1,0,0,0,1,0,0,0,19.476
1,0,1,0,1,1,1,0,0,1,0,0,0,1,19.36
1,1,1,1,0,0,0,1,1,1,1,1,0,1,19.842
1,1,1,0,0,0,0,1,0,1,0,1,0,0,19.583
1,0,0,1,1,1,0,0,0,0,0,0,0,1,19.138
0,1,1,1,0,0,0,1,1,0,1,1,0,1,20.189
0,1,0,1,1,0,0,0,0,0,0,1,0,1,19.557
0,0,0,0,0,1,1,0,1,1,1,0,0,0,19.16
0,1,1,0,0,0,0,1,0,1,1,0,1,0,19.145
0,1,1,0,1,1,0,0,0,1,0,1,1,1,19.716
1,1,1,1,0,1,1,1,0,1,0,0,1,0,19.087
0,1,0,0,1,0,1,0,1,1,0,1,0,0,19.811
1,1,0,1,0,1,1,0,0,1,1,1,1,0,19.831
1,1,1,0,1,0,1,1,1,0,1,0,0,1,19.035
1,0,0,0,0,1,1,0,1,1,1,1,1,0,19.882
0,0,1,1,0,1,1,1,1,1,1,0,0,0,19.429
0,1,0,1,1,0,1,1,1,0,0,0,1,1,18.746
1,0,1,1,0,0,1,0,1,0,0,1,1,1,19.657
0,1,0,0,1,0,1,0,1,0,0,0,1,1,19.086
1,1,1,1,1,0,1,0,1,1,0,0,0,0,19.037
0,1,0,1,0,0,1,0,0,1,1,1,0,0,19.683
1,1,1,1,1,1,1,1,1,1,0,0,0,0,19.135
0,1,0,1,1,0,1,0,1,0,1,1,0,0,19.829
1,0,0,1,1,0,0,0,0,1,1,0,0,1,18.924
1,1,0,1,0,1,1,0,0,1,1,1,0,0,19.85
0,0,1,1,1,1,0,0,1,0,0,0,0,1,19.231
0,0,1,0,0,0,0,0,1,1,1,1,0,0,19.527
0,0,1,0,0,1,0,0,0,0,1,0,1,0,18.886
1,0,1,0,0,1,1,0,0,1,1,0,0,0,19.179
1,0,0,1,0,0,1,0,1,0,1,1,0,1,19.468
0,0,1,1,1,0,1,0,0,1,1,0,1,0,19.085
1,1,1,1,0,1,1,0,0,0,1,0,1,1,19.265
1,1,0,1,1,1,0,1,0,0,1,1,1,1,19.707
0,1,0,1,1,0,1,0,1,0,0,0,0,0,19.071
1,0,0,0,1,0,1,1,1,0,0,1,1,1,20.288
0,0,1,0,1,1,1,0,0,0,0,1,1,0,19.822
1,0,1,0,0,1,1,0,0,0,1,0,1,0,18.849
0,0,0,0,1,1,0,1,1,1,1,1,0,1,20.42
0,0,0,1,0,1,1,0,0,1,0,0,1,1,19.176
1,1,0,1,0,0,0,0,1,1,1,1,0,0,20.1
0,1,1,1,0,1,0,1,1,0,1,1,1,1,19.407
0,1,1,1,0,1,1,1,0,0,0,1,1,1,19.626
1,0,0,0,0,0,1,0,0,1,0,1,1,0,20.519
1,1,1,0,1,1,1,1,0,0,0,0,1,1,19.434
1,1,1,1,0,0,0,1,1,0,1,0,0,0,18.755
0,0,0,1,0,0,1,1,1,1,0,1,0,0,19.816
0,0,1,1,0,1,0,0,0,1,1,0,1,0,19.085
0,0,0,1,1,0,0,1,0,1,0,1,1,1,19.708
1,1,0,1,1,1,0,1,0,0,1,0,0,1,18.992
1,0,1,1,1,1,1,1,0,1,0,0,0,1,19.376
0,0,1,0,1,0,1,0,1,0,0,0,1,0,18.844
0,1,0,0,0,1,0,0,0,0,0,1,1,0,19.561
0,0,1,0,1,0,0,0,0,1,1,0,0,0,19.363
1,1,0,1,0,1,1,0,1,0,0,0,1,1,18.698
1,0,0,1,0,0,0,1,1,0,1,0,1,1,19.067
1,1,0,1,1,0,1,0,0,1,1,0,0,1,19.351
0,0,0,0,1,0,0,0,1,1,1,0,1,1,18.868
0,1,1,0,0,0,0,1,0,1,0,1,1,1,19.819
1,0,1,0,0,1,0,0,1,0,1,0,0,0,19.183
0,1,0,1,1,1,0,0,1,0,1,0,0,0,18.989
0,1,1,0,0,0,1,0,0,1,1,0,1,1,19.197
1,0,0,1,1,0,1,1,0,1,0,1,1,1,19.842
1,0,1,1,0,1,0,1,1,0,1,1,1,1,19.586
0,0,1,1,1,0,1,1,1,1,1,0,1,1,19.052
1,0,1,1,1,0,1,1,1,0,0,0,0,0,19.208
1,0,1,1,1,1,0,0,0,0,1,0,1,0,18.875
0,0,1,0,0,0,1,1,0,1,0,1,1,0,19.818
1,1,1,0,1,1,1,1,0,0,0,1,1,1,19.743
0,1,0,1,0,1,1,0,1,0,1,0,1,1,18.776
0,1,1,1,0,0,0,0,1,1,1,0,0,0,19.126
0,1,0,1,0,1,0,1,0,0,0,0,1,1,19.054
1,1,0,0,1,0,0,1,0,0,0,1,1,0,19.547
0,1,0,1,1,0,0,0,1,0,1,0,0,1,18.877
0,1,1,0,0,1,1,0,0,1,0,0,0,0,19.185
0,0,1,1,1,1,1,0,0,1,0,1,1,1,19.711
1,0,1,1,1,1,0,1,0,1,0,0,0,1,19.068
1,1,1,0,1,0,1,0,1,1,0,0,0,0,19.249
1,0,0,0,1,1,0,1,1,0,1,1,1,1,19.591
0,1,1,0,1,1,1,1,1,1,1,0,1,1,18.91
0,0,1,0,1,1,1,1,1,0,1,1,0,1,19.901
0,0,1,1,1,0,0,1,1,1,0,1,1,1,20.068
0,0,0,0,1,0,1,1,0,1,0,0,0,0,19.116
1,1,1,1,1,1,1,1,0,0,0,0,1,1,19.236
0,0,1,1,0,0,0,1,1,0,0,0,1,1,19.051
0,0,1,0,1,1,1,0,1,1,1,1,0,0,19.522
0,1,0,1,1,0,0,0,1,1,0,0,1,1,19.227
0,0,1,1,1,0,1,0,0,1,1,1,1,0,19.868
0,0,0,1,0,0,0,0,1,0,1,1,0,1,20.043
0,0,0,0,0,1,1,0,1,1,1,0,0,1,18.877
1,0,1,1,1,1,0,1,1,1,0,1,1,0,19.8
1,0,0,0,1,0,1,1,0,0,1,0,1,0,19.26
1,0,0,0,1,0,1,0,1,0,1,0,1,0,18.921
0,0,0,1,0,1,1,1,0,0,1,1,1,0,19.766
1,1,0,1,1,1,0,1,1,0,0,1,0,1,20.039
0,1,0,0,0,1,1,1,0,1,0,0,1,0,19.235
1,1,1,0,0,1,1,1,1,1,0,1,1,1,19.755
1,1,0,1,1,0,1,1,0,1,0,0,0,1,18.983
0,1,1,0,0,1,0,1,0,0,1,1,0,1,19.747
1,1,1,0,0,1,0,1,0,1,1,1,0,0,20.075
1,1,0,1,1,1,1,0,0,0,1,0,1,0,19.159
1,0,0,0,0,0,1,0,0,1,0,1,1,1,19.706
1,1,0,1,1,0,1,1,0,1,0,1,0,1,19.982
0,1,1,0,0,1,0,0,1,1,0,0,1,1,19.36
1,1,1,1,1,1,1,0,1,1,1,0,0,0,18.797
1,1,1,0,1,1,1,0,1,1,0,0,1,1,19.219
0,0,1,0,1,1,1,1,1,0,0,1,1,1,19.915
1,0,0,1,1,1,1,1,1,1,0,1,0,1,19.727
1,0,1,1,1,0,0,0,1,1,0,0,1,1,19.007
1,0,0,1,1,1,1,0,1,1,1,1,1,0,20.296
0,0,1,1,1,0,1,1,1,1,0,1,0,0,20.081
1,0,0,0,0,0,1,0,1,1,0,0,0,1,19.143
0,1,0,0,1,0,1,0,1,0,0,0,1,0,18.958
1,0,0,1,1,1,0,1,0,0,0,1,1,1,19.718
0,0,1,0,0,1,1,1,1,0,0,0,0,1,18.874
1,1,0,1,1,0,1,1,0,0,1,0,0,0,19.152
0,1,0,0,1,1,1,1,1,0,1,1,0,1,21.089
1,0,1,0,1,0,1,1,1,1,1,0,0,1,19.554
1,0,0,0,1,0,1,1,1,0,1,0,0,1,19.288
0,0,1,1,1,0,1,0,1,1,1,1,0,1,19.682
1,1,1,1,0,0,0,0,0,0,0,0,1,0,18.833
0,1,1,1,1,0,0,1,0,0,0,0,1,1,18.983
1,1,0,1,1,0,1,0,1,0,1,1,0,1,19.897
1,0,1,0,1,1,1,0,1,0,1,1,0,1,19.701
0,0,0,1,0,1,0,0,1,0,0,1,0,0,19.671
0,0,0,1,0,0,1,0,1,0,0,0,0,1,19.122
0,1,1,1,1,0,0,0,1,0,1,1,0,0,19.627
0,1,0,1,0,0,0,0,1,1,1,1,1,0,19.692
0,0,0,1,1,1,0,1,1,1,1,1,1,1,20.04
1,1,1,0,0,0,1,1,0,1,1,1,0,0,19.974
0,1,0,0,0,1,1,1,0,0,1,0,1,0,18.807
1,1,0,1,0,0,0,0,0,0,0,0,1,0,19.033
0,0,1,1,0,0,1,0,1,1,1,1,1,1,20.225
1,1,1,1,1,0,1,0,1,0,1,1,1,1,19.64
1,0,1,1,1,0,0,0,0,1,1,1,0,1,19.794
0,0,0,1,0,0,1,0,1,1,0,0,0,1,19.081
1,0,0,1,0,1,0,0,1,0,1,1,1,1,19.636
1,1,0,0,1,0,1,0,0,0,0,0,1,1,18.723
0,1,1,0,0,1,0,0,0,1,1,1,0,1,19.631
1,1,1,0,0,0,0,0,1,0,0,0,0,1,19.354
0,0,1,0,1,1,0,0,0,0,1,0,0,1,19.133
1,1,1,1,0,1,1,0,0,1,1,0,1,1,19.196
0,1,0,0,1,1,0,0,0,1,1,1,0,0,20.116
0,0,0,1,0,0,0,0,0,1,1,0,0,1,19.05
0,0,1,1,1,1,1,0,0,0,1,1,1,1,19.621
0,0,1,1,0,1,0,1,1,1,1,1,0,1,19.899
0,0,1,0,1,0,1,0,1,1,0,1,0,0,19.944
1,1,1,0,0,1,0,1,0,1,0,0,1,0,18.853
0,1,1,0,0,0,0,1,0,1,1,1,1,1,19.978
0,0,0,1,1,1,0,0,0,1,1,1,1,0,19.852
0,1,0,0,0,1,1,0,1,1,1,1,1,0,19.973
1,1,0,1,0,0,1,1,1,0,1,0,1,0,18.889
1,0,1,0,1,0,1,0,0,1,1,1,1,1,20.112
1,1,0,0,0,1,0,1,0,1,1,0,1,0,19.133
1,1,0,1,1,1,0,0,1,1,1,1,1,0,19.671
0,1,1,1,0,0,0,1,1,1,1,1,0,0,19.508
0,1,1,1,0,1,0,0,0,0,0,0,0,0,19.092
1,0,1,0,0,0,1,0,0,0,1,0,1,0,18.964
1,0,0,0,1,0,1,1,0,1,0,0,0,1,18.979
0,0,1,0,0,1,0,0,0,0,0,0,1,1,18.959
0,1,0,0,1,0,0,0,0,1,0,0,1,1,19.576
0,0,1,0,1,0,1,1,0,0,1,1,0,0,19.457
1,1,0,1,0,0,0,1,0,1,1,1,0,1,20.63
0,0,1,0,0,1,0,0,1,0,0,1,0,1,19.743
0,0,0,1,0,1,1,0,0,0,1,1,0,0,20.122
0,0,1,1,1,0,0,0,1,0,0,0,0,1,19.107
0,1,0,1,1,0,0,0,1,0,1,0,0,0,18.908
1,0,0,0,0,0,1,0,1,0,1,1,1,1,19.825
0,0,0,1,0,0,0,0,0,0,1,0,0,0,18.944
1,1,1,1,0,0,0,0,1,1,1,1,1,0,19.849
0,0,0,0,0,0,1,1,0,0,0,0,1,1,18.851
0,1,0,0,0,1,1,0,1,0,1,1,0,0,19.903
0,0,0,0,1,1,0,1,1,1,0,0,0,0,19.263
0,0,1,0,0,0,1,1,1,0,0,0,0,1,19.007
0,0,1,0,1,0,1,0,0,0,1,1,1,1,19.57
0,0,1,1,0,1,1,1,1,0,0,0,1,0,19.102
0,0,1,0,1,1,0,1,0,1,0,0,1,1,18.973
1,1,0,1,0,0,0,0,0,0,0,1,1,0,19.859
0,1,1,0,0,0,1,0,1,1,0,0,0,0,19.03
1,1,0,1,1,1,0,0,0,1,0,0,0,1,19.044
1,0,1,0,1,1,0,0,1,1,1,0,1,1,19.206
1,0,0,0,1,1,1,0,0,1,1,0,1,1,19.612
1,1,1,0,1,0,1,0,1,1,1,0,0,0,18.92
1,1,0,1,0,0,1,0,0,0,1,0,1,1,19.097
1,1,1,0,0,1,1,0,1,0,0,0,0,0,19.283
1,1,0,0,0,0,0,1,1,0,0,1,1,0,19.339
0,0,1,1,0,0,1,1,0,0,0,1,1,1,19.625
0,1,0,1,0,1,0,1,1,1,1,1,0,1,19.75
0,1,1,0,1,1,0,1,0,1,0,0,1,1,19.187
1,1,1,0,0,1,0,0,0,1,0,1,1,0,19.858
1,0,1,0,0,1,0,0,1,0,1,1,1,1,19.541
1,1,0,1,0,1,0,0,0,1,0,0,1,0,19.294
0,0,1,1,0,1,1,0,0,1,0,1,1,0,19.901
0,1,0,0,1,0,1,1,0,1,0,1,1,1,19.609
0,1,0,1,0,0,0,1,0,1,1,1,0,1,19.615
1,0,1,1,1,0,0,0,1,1,1,0,1,1,19.147
0,1,0,0,0,0,1,0,0,1,1,1,0,1,19.698
0,0,0,1,0,1,1,0,1,1,1,1,1,1,19.973
1,0,0,0,0,1,0,0,1,0,0,1,1,0,19.748
0,0,0,0,0,1,0,0,1,1,1,0,0,1,19.112
1,0,1,1,0,0,1,1,0,1,1,1,1,1,19.78
0,0,0,0,1,0,1,1,0,0,1,1,0,0,19.525
0,1,1,1,1,0,1,1,0,1,1,0,1,0,19.344
0,1,1,0,1,0,1,0,1,0,0,1,1,1,19.741
1,1,0,1,0,1,0,0,1,0,1,0,1,1,19.021
0,0,1,1,1,0,1,1,0,0,0,1,1,1,19.625
1,1,1,0,0,0,0,1,1,0,0,0,1,0,19.035
0,0,0,1,0,1,1,1,1,0,0,1,0,1,19.827
1,1,0,0,0,0,1,0,1,1,1,0,0,1,19.273
0,1,1,0,1,0,0,1,1,0,0,0,0,1,19.246
1,1,0,1,0,1,1,0,0,1,1,1,0,1,19.594
1,1,1,0,1,0,1,0,1,0,0,1,0,0,19.608
0,1,1,0,1,0,0,1,1,1,0,0,0,0,19.078
1,1,0,0,0,0,1,1,0,1,0,0,1,1,19.253
0,1,1,0,1,0,1,1,1,1,0,0,0,1,19.085
0,0,1,0,1,1,0,1,0,0,0,1,1,0,20.055
0,1,0,1,1,1,1,0,1,1,1,1,0,1,20.295
0,0,1,1,0,0,0,0,1,1,0,0,0,0,19.069
1,1,0,0,0,1,0,0,1,0,1,1,0,1,19.601
0,1,0,1,0,1,1,0,1,1,0,0,1,0,19.098
0,0,1,1,0,0,0,1,1,0,1,1,1,0,19.688
0,0,1,1,0,1,0,1,1,0,1,1,0,1,19.669
0,1,0,0,0,1,0,0,1,0,1,0,0,1,19.126
1,0,1,0,0,1,0,1,1,1,0,1,1,1,20.394
0,1,1,1,1,0,0,0,1,0,0,0,0,0,18.812
1,1,0,1,0,1,0,1,0,1,1,0,1,1,19.346
1,1,1,1,1,1,0,1,1,0,0,1,1,0,19.806
0,1,0,1,0,0,0,1,0,0,1,0,0,0,19.054
0,1,0,0,1,0,1,1,1,0,1,1,1,1,19.456
1,1,0,1,0,1,0,0,0,0,0,0,0,1,19.098
0,1,1,0,1,0,1,0,1,0,0,1,1,0,19.313
0,0,0,0,0,1,1,1,0,0,0,0,0,1,19.088
0,1,1,0,0,1,1,1,0,0,0,0,1,1,18.99
1,0,0,1,1,1,0,1,1,0,1,1,1,1,19.71
0,1,0,0,1,1,1,0,0,1,0,0,1,1,18.952
1,0,0,1,1,0,0,0,0,1,0,1,0,1,20.193
0,1,0,0,0,0,0,1,1,0,1,0,0,1,19.048
1,1,1,0,0,1,1,0,0,0,1,0,0,1,18.815
0,1,0,1,0,1,1,0,0,0,1,0,1,0,19.177
1,1,1,0,0,1,0,1,1,1,1,1,0,0,20.158
1,1,0,1,0,1,0,0,1,1,1,0,0,1,19.013
0,0,0,0,1,0,0,1,0,1,1,1,0,1,19.785
1,1,0,1,0,1,0,0,0,0,0,1,0,0,20.151
1,1,1,0,0,1,1,1,0,1,0,0,0,0,19.227
1,1,1,1,0,0,0,0,1,0,0,0,1,0,18.862
1,0,1,1,0,1,0,1,1,1,0,1,0,0,19.906
1,0,0,1,1,1,1,1,0,0,1,1,0,1,19.762
0,0,1,1,0,1,0,1,0,1,1,1,1,0,19.412
1,1,1,0,0,1,0,0,0,1,0,0,1,0,19.109
0,0,1,1,0,0,0,0,0,1,0,0,0,0,19.134
1,1,0,0,0,1,0,0,0,0,1,0,0,1,18.756
0,1,0,1,0,1,0,1,0,0,0,0,0,0,19.035
0,1,1,1,1,1,0,0,1,0,0,1,0,0,19.715
1,0,1,1,1,0,1,0,1,0,1,0,0,1,18.816
0,0,1,1,0,1,1,1,1,0,0,1,0,1,19.93
1,1,1,1,0,0,0,0,0,1,1,1,0,0,19.996
1,1,1,1,1,1,1,0,0,0,0,0,0,0,18.811
0,0,1,0,0,0,0,0,0,0,1,0,1,0,19.153
0,1,1,0,1,1,1,0,0,0,1,0,1,1,19.214
0,0,1,1,1,0,0,0,0,0,0,1,1,0,19.485
1,0,1,1,0,1,1,1,1,0,0,0,1,1,19.016
1,1,0,0,1,0,0,1,1,1,0,0,0,0,19.457
0,1,0,1,0,0,0,1,1,0,0,1,0,1,19.538
1,0,0,0,1,0,1,0,1,0,0,1,0,1,20.807
1,1,0,0,0,1,0,0,1,0,1,0,0,1,19.123
1,0,0,1,0,0,0,1,0,1,1,0,1,0,19.283
0,0,1,1,1,0,0,0,0,0,1,1,0,0,19.68
0,0,0,1,0,1,1,0,1,0,1,0,0,0,19.039
1,1,0,1,1,0,0,0,0,1,0,1,0,1,19.883
0,0,0,0,0,1,1,1,1,0,0,0,0,0,19.24
0,1,1,0,0,1,0,1,0,0,0,0,1,1,19.119
0,0,0,0,0,1,0,1,1,1,0,1,1,0,19.587
1,1,0,0,1,1,0,0,0,1,0,0,1,1,19.365
1,1,0,0,0,1,0,0,1,0,0,1,1,1,19.421
0,1,1,0,1,0,0,0,0,1,0,1,0,1,19.771
1,0,0,0,0,1,1,0,1,0,0,1,0,0,19.729
0,0,1,0,1,1,0,0,1,0,1,1,0,1,19.812
0,1,1,1,0,1,0,0,1,0,1,1,0,0,20.041
0,1,1,1,0,1,1,0,0,1,0,0,1,0,18.947
1,1,1,0,1,1,1,1,0,0,0,0,1,1,19.047
0,1,0,0,0,1,0,0,0,0,0,0,1,1,18.957
0,0,1,0,0,0,1,1,1,1,1,0,0,1,18.933
1,1,0,1,1,1,1,0,0,1,1,0,0,0,19.406
0,1,0,1,0,1,1,1,0,0,0,1,0,0,20.186
1,0,1,1,0,0,1,1,1,0,1,1,0,0,19.725
1,0,0,1,0,0,0,0,0,0,1,0,0,1,19.196
1,1,0,1,0,0,1,1,1,0,0,1,0,0,19.976
1,0,1,1,0,0,0,1,1,0,0,1,0,0,20.168
0,1,0,1,1,1,0,1,0,1,1,0,0,1,18.855
1,1,0,1,1,1,0,1,1,0,0,0,1,0,19.042
1,1,1,1,1,1,0,0,1,0,0,1,1,0,19.894
1,0,1,0,1,0,1,0,1,0,0,1,0,0,19.605
0,0,0,1,1,0,0,1,0,0,0,1,1,1,19.323
0,0,1,0,0,0,0,1,0,0,0,1,0,0,19.846
1,0,1,1,0,1,0,0,0,1,0,0,0,0,19.166
0,0,0,0,1,1,1,1,0,0,0,0,0,0,18.942
1,0,0,1,0,0,0,0,0,1,1,1,0,0,19.711
1,1,1,0,1,0,1,1,0,1,1,0,1,0,19.088
0,1,0,0,0,1,0,1,0,1,1,1,0,0,19.862
1,0,1,1,0,1,1,1,0,1,1,1,0,1,19.618
1,0,0,0,0,0,0,1,0,1,0,1,0,1,20.001
0,0,1,1,1,0,1,1,0,1,0,0,1,1,19.137
0,0,1,1,1,1,0,1,0,1,1,1,0,0,19.769
