SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$readrandom.4
1,1,1,1,0,1,1,1,1,1,1,0,1,1,10.953
1,1,1,0,0,0,1,0,0,1,1,0,1,1,10.701
1,0,0,0,0,1,1,1,1,1,0,1,1,0,11.215
1,1,0,1,1,0,1,1,0,1,0,1,1,1,12.054
1,0,1,1,1,1,0,0,1,0,1,0,0,1,11.107
0,0,1,1,0,0,1,0,0,0,1,0,1,0,11.564
1,1,0,1,0,1,0,1,0,1,0,0,0,0,11.17
1,1,1,0,0,1,1,0,1,0,0,1,0,0,10.992
1,1,0,1,0,1,1,0,1,1,0,1,0,1,11.03
1,0,1,0,1,0,1,1,0,1,0,1,1,0,10.563
1,0,1,1,0,1,0,0,1,0,1,1,0,1,10.979
1,0,0,0,1,0,0,1,0,1,1,0,1,1,11.265
1,0,0,1,0,0,0,1,1,1,1,0,0,0,11.48
1,0,1,0,0,1,1,1,1,1,1,0,0,1,12.466
1,0,0,0,0,1,0,1,0,0,0,0,1,0,10.886
0,1,1,1,1,1,0,0,1,1,0,0,1,1,11.085
1,1,1,1,1,1,0,1,0,0,0,1,1,0,11.085
1,1,1,1,0,0,1,0,1,1,0,0,1,0,10.906
0,1,0,1,0,0,1,0,1,0,0,1,0,0,11.006
0,1,0,1,1,0,1,0,1,1,1,0,0,1,11.429
0,0,1,1,0,1,0,1,1,0,0,0,0,0,11.313
0,0,1,1,0,1,0,1,0,1,0,0,1,0,10.744
0,0,0,1,1,0,0,0,0,1,1,0,1,0,12.048
0,1,1,0,1,0,0,1,0,0,0,1,1,0,11.075
0,1,1,1,0,1,0,1,0,0,1,1,1,1,11.001
1,1,0,0,1,1,1,0,0,1,1,1,1,1,10.795
1,1,1,0,0,0,0,1,1,0,0,1,1,1,11.021
1,1,1,1,1,1,0,1,1,0,0,0,1,0,11.032
1,1,0,0,0,1,0,1,1,0,1,1,1,0,11.189
0,1,0,0,0,1,0,1,1,0,0,1,0,0,11.562
1,0,1,1,1,1,0,1,1,0,0,1,1,1,10.812
1,0,0,1,1,1,0,0,1,0,1,0,1,1,10.787
0,1,0,1,1,1,0,1,1,0,0,1,1,0,10.704
1,1,1,1,1,1,1,1,1,0,0,0,1,0,11.508
0,0,1,1,1,1,0,1,1,1,1,1,1,1,12.637
0,1,1,0,0,0,0,0,0,1,0,1,1,1,10.716
1,0,1,0,0,0,1,1,1,0,0,0,0,1,11.132
1,1,0,1,0,0,0,0,0,0,0,0,1,0,10.736
0,1,1,0,1,1,1,1,1,1,0,0,1,1,10.726
1,1,1,1,1,0,1,0,1,0,0,0,1,1,10.771
1,1,1,0,0,1,0,0,0,1,1,1,0,0,11.116
0,1,1,1,1,0,1,0,0,1,1,1,1,0,10.992
1,1,1,1,1,0,1,0,1,1,0,1,1,0,11.361
1,0,0,0,1,0,1,1,1,1,0,0,0,0,11.43
0,1,0,0,0,1,0,1,1,0,0,1,1,1,12.828
0,1,0,0,1,0,0,1,1,1,0,0,1,1,11.293
0,1,1,0,0,0,0,0,1,1,0,1,0,1,11.974
1,0,0,1,1,1,0,1,0,1,1,1,1,0,11.293
0,0,1,0,1,0,0,1,1,1,1,0,1,0,10.731
0,1,1,1,1,0,0,1,1,1,1,1,1,1,10.898
1,0,0,1,1,1,0,1,0,1,1,1,0,1,11.384
0,0,0,1,0,0,1,0,0,1,1,1,1,1,11.792
1,0,0,0,1,1,1,0,0,0,0,0,0,0,11.059
1,1,0,1,0,1,1,0,1,1,0,0,0,1,11.405
1,1,1,0,1,0,1,1,0,0,1,1,0,1,11.266
0,0,1,0,0,0,0,0,1,0,0,0,0,1,11.005
1,1,0,1,1,0,1,0,1,1,1,1,1,1,11.153
0,0,1,1,1,1,0,1,0,0,0,1,0,1,11.466
0,0,1,1,1,1,1,0,1,0,0,1,0,0,11.349
0,1,1,1,0,0,0,0,0,1,1,1,1,1,11.948
0,1,1,0,1,1,0,0,1,1,1,1,0,1,11.204
1,0,0,1,1,1,1,0,0,1,0,1,0,0,11.576
0,1,0,1,1,1,1,1,1,0,0,1,1,1,10.777
1,0,1,1,0,0,0,0,0,0,1,1,1,0,11.041
1,1,0,0,0,1,0,1,0,1,1,1,0,1,11.334
0,1,0,0,0,0,0,1,1,0,0,0,0,1,10.957
0,1,1,0,1,0,1,0,0,0,0,1,1,1,12.089
1,0,1,1,0,0,0,0,1,1,1,0,0,0,11.151
1,1,1,0,1,1,0,1,1,0,0,1,0,1,11.41
0,1,1,1,1,1,1,0,0,1,0,0,0,0,11.492
1,0,1,0,1,1,0,1,1,1,1,1,1,0,10.786
0,0,1,0,1,0,0,1,1,0,0,1,0,0,12.114
1,0,0,1,1,1,0,1,0,1,0,0,1,0,10.952
1,0,1,1,1,0,0,0,1,0,0,1,0,1,12.165
1,0,0,0,1,1,1,1,1,1,1,1,0,0,11.532
0,0,0,0,1,0,0,1,0,0,0,0,1,0,10.752
0,1,1,0,0,0,1,0,0,1,1,1,1,1,11.062
0,1,1,1,0,1,1,0,1,1,0,1,0,0,11.585
0,0,0,0,1,1,1,1,1,0,0,1,1,1,10.58
1,1,1,0,0,1,1,0,1,0,0,1,1,1,12.516
0,1,1,0,0,1,1,0,1,0,0,0,0,0,10.857
1,1,1,0,0,1,0,1,1,1,1,0,1,0,10.784
0,1,1,1,0,1,0,0,1,0,0,0,1,0,10.841
1,1,1,1,0,1,0,0,1,0,1,1,1,1,11.41
1,1,1,0,1,0,1,1,0,1,1,1,0,0,11.455
1,1,0,1,0,0,1,0,0,0,0,1,0,0,10.998
1,1,0,0,1,0,0,0,1,1,1,0,1,1,10.842
1,1,0,0,0,1,0,1,0,0,0,1,0,0,10.983
0,1,0,1,1,1,1,0,0,1,1,0,0,0,11.251
0,1,0,0,1,1,0,0,0,0,0,1,1,1,10.799
0,0,1,0,1,1,1,1,0,1,0,0,1,0,11.225
0,0,0,0,0,1,1,1,1,0,1,0,1,1,10.659
0,1,1,1,1,1,0,0,0,1,0,1,0,1,12.354
1,1,1,1,1,0,1,0,1,0,0,1,1,1,10.967
0,1,1,1,0,1,1,0,0,1,1,0,1,1,10.789
0,0,0,0,0,0,1,0,1,0,1,0,0,0,11.088
0,0,0,1,0,0,0,0,1,0,1,0,0,1,11.073
0,1,0,0,0,0,0,0,0,1,1,0,1,1,10.818
1,1,0,0,1,1,1,1,1,1,1,0,0,1,10.817
0,1,0,1,0,0,1,0,1,0,0,0,1,0,10.944
1,1,1,1,0,0,1,0,0,1,1,1,0,1,11.342
1,1,0,1,0,0,0,0,0,1,1,0,1,0,11.227
1,0,0,1,1,1,1,1,0,0,0,0,0,1,11.079
0,0,0,1,0,1,1,1,1,0,0,1,0,1,11.033
1,1,0,0,0,0,1,0,1,1,0,0,1,0,10.985
0,0,0,1,1,1,0,1,1,0,1,0,1,0,10.725
1,1,0,0,1,1,1,1,0,0,1,0,1,1,10.73
0,1,0,1,0,1,0,1,1,1,0,1,0,1,11.171
0,0,1,1,1,0,0,0,0,1,1,1,1,1,10.816
1,0,0,0,1,0,1,1,1,0,0,1,1,0,11.818
0,0,1,1,1,1,1,1,0,0,1,1,0,1,11.425
0,0,1,1,0,0,1,1,1,1,1,0,1,1,10.829
0,1,0,0,1,1,1,0,0,1,1,1,1,1,10.9
1,0,1,0,1,1,0,1,1,0,0,0,0,1,10.984
0,1,1,0,1,0,1,1,0,0,0,0,0,0,10.964
1,0,0,0,0,0,1,1,0,0,0,1,1,0,10.695
1,1,1,1,1,1,1,0,1,0,1,0,0,0,11.361
0,0,0,1,0,1,1,0,1,1,0,0,0,1,11.338
1,0,0,1,1,0,0,1,0,1,1,0,0,0,10.966
1,0,0,1,0,0,1,0,0,0,1,0,1,0,10.623
1,1,1,0,0,1,0,0,0,0,0,1,1,0,11.093
1,1,0,1,1,1,1,0,0,0,1,0,1,1,11.861
1,0,1,1,0,1,0,1,0,1,1,1,1,0,11.056
1,0,1,1,1,0,0,0,1,1,1,1,1,0,11.488
1,0,1,0,0,1,0,0,1,0,1,0,0,0,11.101
0,0,1,0,0,0,1,1,1,1,0,1,1,1,11.536
0,1,1,1,0,1,0,1,1,0,0,0,0,0,11.096
0,0,1,0,0,0,1,1,1,0,1,1,1,1,10.795
0,1,0,0,1,0,0,1,1,0,1,1,0,1,11.049
1,1,1,1,0,1,1,0,1,0,1,1,1,0,10.995
1,1,0,0,1,0,1,1,0,1,1,0,0,1,11.343
1,0,1,1,1,1,0,1,1,1,1,1,1,1,11.011
0,0,1,1,1,0,1,0,1,1,1,1,1,0,11.474
0,1,0,1,1,1,1,1,1,0,1,0,1,1,10.799
0,0,0,0,0,1,1,0,1,1,1,0,1,0,11.244
1,0,0,0,0,0,1,1,0,1,1,0,1,0,10.95
0,0,0,1,0,0,0,0,0,1,0,0,1,1,11.327
1,1,0,1,0,0,1,1,1,0,0,1,1,1,13.228
1,0,0,0,1,1,1,1,0,0,0,1,0,1,10.814
1,0,1,0,1,0,1,1,0,1,0,1,0,0,11.688
1,0,1,0,1,1,0,1,0,1,1,1,0,1,11.234
1,0,1,1,0,0,0,0,1,1,1,1,1,0,13.802
0,0,1,0,1,1,1,0,0,0,0,0,1,0,10.784
0,1,0,1,1,1,1,1,1,1,1,0,1,0,10.808
0,1,0,1,0,0,0,0,0,0,1,0,1,0,10.997
1,0,0,1,0,0,1,1,0,1,1,1,0,1,11.094
0,1,0,0,0,0,0,0,1,1,0,0,0,1,10.979
0,0,1,0,0,1,1,0,1,1,1,1,0,0,11.381
1,0,1,1,0,1,1,1,1,0,0,0,1,1,10.804
0,1,0,0,1,1,1,1,0,0,0,1,1,0,11.279
1,1,0,0,0,0,0,1,1,1,0,1,0,0,11.231
0,0,1,1,0,1,1,1,0,0,0,1,1,0,11.083
1,0,1,0,0,0,1,1,1,0,1,0,0,1,11.254
0,1,1,0,0,1,0,0,0,1,1,0,0,1,11.01
1,1,0,0,0,0,0,0,0,0,0,1,1,1,11.029
1,0,0,1,0,1,0,0,1,0,1,1,0,0,11.961
1,1,1,0,1,0,1,1,0,1,0,0,0,1,11.447
1,1,0,0,1,1,0,1,0,0,0,1,1,1,10.911
1,0,1,1,0,1,1,1,1,1,0,1,0,1,12.247
0,0,0,0,1,0,1,1,1,0,1,0,0,1,11.244
0,1,1,1,0,1,0,1,0,1,1,1,0,1,11.416
0,0,1,0,1,1,0,0,0,0,0,1,1,1,11.014
0,1,0,1,0,1,0,0,1,0,1,1,1,1,11.11
0,1,1,0,0,0,1,1,0,0,0,0,0,1,11.196
0,1,1,1,1,0,1,0,0,0,0,0,0,1,11.278
1,1,1,1,0,1,0,0,1,0,0,1,0,1,11.413
1,0,1,0,0,1,0,1,1,0,1,1,0,0,12.312
1,0,1,0,0,0,0,1,1,0,1,0,1,0,10.672
0,1,1,0,0,1,0,0,1,0,1,0,1,1,10.968
0,0,0,0,0,0,1,0,1,0,1,1,1,0,10.823
0,0,1,0,1,1,1,0,1,0,0,1,0,0,10.915
0,0,1,1,1,0,0,0,1,0,0,1,0,0,11.888
1,0,1,1,1,0,0,1,0,0,1,1,1,0,10.74
0,0,1,0,1,1,0,1,0,1,0,0,1,1,10.895
1,1,0,0,1,0,0,1,1,1,1,0,1,1,11.296
1,1,0,0,1,1,0,1,0,0,0,1,0,1,12.006
1,0,1,1,0,0,0,0,0,1,0,0,1,0,11.554
1,1,0,0,0,1,0,0,1,1,0,0,1,0,10.862
0,1,0,1,1,0,0,0,0,0,0,1,1,0,11.101
1,0,0,1,0,1,0,0,0,0,1,0,0,1,11.358
1,1,1,0,0,1,0,1,1,0,0,0,1,0,11.068
1,0,0,1,0,1,1,0,1,1,1,1,1,1,11.471
1,1,0,1,1,0,1,1,1,1,1,1,1,0,11.61
1,0,0,1,1,1,1,1,0,1,1,0,0,1,11.234
0,0,1,0,1,1,0,0,0,1,0,0,1,0,11.469
1,1,1,1,0,0,0,1,0,0,0,0,0,0,11.195
1,1,1,1,0,0,1,1,0,0,0,0,0,1,10.838
0,1,1,0,0,0,1,1,1,1,0,1,0,1,11.298
0,0,0,1,1,0,1,0,0,0,0,1,1,0,10.824
0,1,0,1,1,0,1,0,1,0,0,0,1,0,11.198
0,0,0,0,1,0,0,1,1,0,1,1,0,1,12.265
1,1,0,0,0,1,1,1,1,1,1,0,0,0,11.157
0,1,0,1,1,1,0,1,0,1,0,0,0,1,11.221
1,0,0,1,0,0,0,1,0,0,1,1,0,0,11.117
0,0,0,1,1,0,1,1,1,0,1,1,0,1,11.652
1,1,0,1,0,0,1,0,0,1,1,0,1,0,10.846
0,0,0,1,0,1,0,1,1,0,1,1,0,1,12.065
1,1,1,0,0,1,1,1,1,1,0,1,1,0,11.166
0,1,0,0,0,1,1,1,0,1,1,0,1,0,11.483
1,1,0,0,0,0,1,1,1,1,1,1,0,1,11.464
1,0,0,1,1,1,1,1,1,0,0,0,1,1,10.592
1,1,0,0,1,0,0,0,0,1,0,0,1,1,11.358
1,0,0,1,1,1,1,1,1,1,1,1,0,1,11.274
1,1,0,0,0,1,0,0,1,1,1,0,1,1,10.867
1,0,1,1,1,0,1,0,0,0,0,1,1,1,11.354
1,1,1,1,1,1,0,0,0,1,1,0,0,0,11.43
0,1,1,1,1,1,0,0,0,1,0,1,1,1,10.971
0,0,1,1,1,1,1,1,1,0,0,0,1,0,11.685
1,0,1,1,1,1,0,1,0,1,1,0,1,0,10.844
0,1,0,1,1,0,0,1,1,0,0,1,0,0,11.398
1,1,0,0,0,1,1,1,1,0,0,0,0,1,11.867
0,0,0,1,1,1,0,1,0,1,0,1,0,1,11.645
0,1,1,1,0,0,1,1,1,1,1,0,0,1,11.46
1,1,1,1,1,1,1,1,1,1,1,1,0,1,11.271
1,1,0,1,1,1,0,0,1,1,1,0,0,0,10.939
0,1,0,1,0,0,1,1,0,1,0,0,0,1,11.377
0,0,1,0,0,0,1,0,0,0,0,1,0,1,11.683
0,1,0,0,1,0,0,1,0,1,0,1,1,0,11.33
0,0,1,0,1,1,1,1,0,0,0,0,1,1,11.214
0,0,0,0,0,0,0,0,1,1,0,0,0,0,11.385
0,0,0,0,0,0,1,1,1,1,0,0,1,0,11.186
1,1,1,1,1,0,1,0,1,0,1,0,0,0,11.552
0,0,1,0,1,1,0,1,0,0,0,0,1,1,11.156
0,0,1,0,0,1,0,0,1,0,0,1,1,0,10.964
1,0,0,0,1,0,0,1,1,0,1,1,1,0,10.65
1,0,0,1,1,0,0,0,0,0,1,0,0,1,10.946
0,0,0,1,0,1,1,0,0,1,0,0,0,0,11.453
0,1,1,1,0,0,0,0,0,1,0,1,0,0,11.454
0,1,1,1,1,0,1,1,1,0,1,0,1,0,10.846
1,0,1,0,0,1,1,0,0,0,0,0,0,0,11.312
1,0,0,0,1,0,0,1,1,1,0,1,1,0,10.83
0,1,1,0,0,0,1,0,0,0,1,1,0,1,11.255
1,0,1,0,1,1,1,0,0,1,1,0,0,0,11.072
1,0,0,1,0,0,1,0,0,1,1,1,0,1,11.444
1,0,0,0,0,0,1,1,1,0,1,0,1,0,10.737
1,1,0,0,0,0,0,1,0,0,1,1,1,0,11.171
0,1,1,1,0,0,1,1,0,1,1,1,1,0,10.97
1,1,0,1,1,0,0,1,0,0,1,1,0,0,10.968
1,1,0,1,0,0,1,0,0,1,1,1,1,1,10.831
0,1,0,0,0,1,0,1,0,1,1,1,1,0,11.119
0,1,1,1,1,0,0,1,0,1,1,0,1,1,11.09
0,0,0,0,0,0,1,0,1,0,1,0,1,1,10.791
0,1,1,1,1,0,0,0,1,0,0,0,0,0,10.998
0,1,1,1,1,1,1,1,0,0,1,0,1,1,11.324
0,1,0,0,1,0,0,1,0,1,0,0,1,1,11.001
1,0,1,0,0,0,0,1,0,0,1,1,0,0,11.123
1,1,0,0,1,0,0,1,0,0,0,0,1,0,11.065
0,1,0,0,1,1,1,0,1,0,1,1,1,1,11.668
1,1,1,0,0,1,0,1,1,0,1,0,0,1,11.262
1,0,0,0,0,0,1,0,1,1,1,0,1,1,11.361
1,0,0,1,1,0,1,1,1,1,1,1,1,1,10.939
1,1,0,1,1,1,0,0,1,1,0,1,0,0,11.236
0,1,1,1,0,0,1,1,1,1,1,0,0,0,11.332
0,0,0,1,0,1,0,1,0,0,1,0,0,0,11.397
1,0,1,0,0,1,1,0,0,1,1,1,1,0,11.201
0,1,1,0,0,0,0,1,1,1,0,0,1,0,11.03
1,0,0,1,0,1,1,0,0,1,1,1,1,1,11.143
1,0,1,0,1,0,0,0,1,1,1,0,1,0,11.175
1,0,1,1,1,1,1,0,0,1,1,1,1,0,11.025
0,1,1,0,1,1,1,1,0,1,0,1,0,0,12.851
0,0,1,0,0,0,0,0,1,0,1,1,0,1,11.29
0,1,1,1,0,0,0,0,0,0,0,1,0,1,11.096
0,0,1,1,0,0,1,0,0,1,0,0,1,0,11.307
0,1,1,0,0,1,1,0,0,1,0,1,0,0,11.04
0,1,0,1,0,0,0,1,0,0,1,1,0,0,11.129
0,0,1,1,0,1,0,1,0,1,0,1,1,1,10.904
1,1,0,0,0,0,1,1,0,1,1,1,1,0,11.058
0,1,1,1,1,0,1,1,1,1,0,0,0,0,11.426
0,1,0,0,0,0,1,0,0,1,1,0,0,0,11.507
1,0,1,0,0,1,0,1,0,0,1,1,1,0,10.653
0,0,1,1,0,1,1,1,0,1,0,0,0,1,10.978
0,0,1,1,0,1,1,0,0,0,0,1,0,0,11.869
1,1,0,1,1,1,1,0,1,1,0,0,0,0,11.144
1,1,0,0,0,0,0,1,0,1,0,1,1,0,11.661
0,0,1,0,0,0,1,0,1,0,0,1,1,0,10.862
0,0,0,0,1,0,0,1,0,1,1,1,1,1,10.952
0,1,0,1,1,1,0,1,0,0,0,1,1,1,11.062
1,0,0,0,1,0,0,0,0,1,0,1,1,1,11.611
1,0,1,1,0,0,0,1,1,0,1,0,1,0,10.949
0,0,1,0,1,1,1,1,0,0,0,0,0,1,11.103
1,0,0,0,0,1,0,0,1,0,0,1,1,0,11.314
1,0,0,0,1,1,1,1,0,1,0,0,0,1,11.473
0,1,1,1,0,0,0,0,0,0,0,0,1,1,11.632
1,1,0,1,0,1,0,1,1,1,0,0,0,0,11.168
0,1,1,1,0,0,0,1,1,1,0,0,0,0,11.314
0,1,1,1,1,1,0,0,1,1,1,1,1,1,10.564
1,0,0,0,0,0,0,0,0,0,1,0,1,0,10.613
0,1,0,1,0,0,0,1,1,1,0,1,0,0,11.03
0,1,0,0,0,0,1,1,1,1,1,0,0,1,11.507
