SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$overwrite.3
0,0,1,1,0,0,1,1,0,0,1,1,0,0,25.929
1,1,1,0,1,0,1,1,1,1,0,1,0,0,25.541
0,0,0,1,1,0,0,0,0,1,1,0,1,0,21.921
1,1,0,0,1,0,0,0,1,0,0,1,1,0,25.353
0,1,0,1,1,0,0,0,0,0,0,1,1,0,24.977
1,0,0,1,0,1,0,0,1,1,1,1,1,0,24.813
1,1,1,1,1,1,0,0,1,1,1,0,0,0,21.718
1,0,1,0,1,1,0,0,1,1,1,1,0,1,25.471
0,0,1,1,0,1,0,1,0,0,1,1,0,1,24.924
0,1,0,1,0,0,1,1,1,1,1,0,1,1,21.516
1,0,0,1,1,1,1,0,1,0,0,1,1,0,24.88
1,0,0,1,1,0,1,0,1,1,0,1,1,0,25.221
0,0,1,1,0,0,0,0,1,1,0,0,1,0,21.603
0,0,0,0,1,1,1,1,1,0,1,0,1,0,21.795
1,0,0,1,1,1,1,1,1,0,1,0,0,1,22.161
1,1,0,0,0,1,0,0,1,0,0,1,0,0,25.294
1,0,1,1,0,0,0,0,0,0,1,1,0,0,25.611
1,0,1,0,1,0,0,0,1,0,0,1,0,0,25.085
0,1,1,1,1,1,0,1,1,0,0,0,0,0,21.349
0,1,0,0,0,1,0,0,1,0,1,1,0,0,24.664
1,0,0,0,1,1,0,0,0,1,1,0,0,1,21.506
1,1,0,1,1,0,0,1,1,0,0,1,0,0,25.814
1,0,1,1,0,1,0,1,1,1,1,0,1,1,21.566
0,1,1,0,1,1,1,0,0,1,1,0,0,1,21.819
1,1,0,1,0,0,1,1,0,0,1,1,1,0,25.085
0,1,0,1,1,0,1,1,0,1,1,0,1,0,21.918
1,0,0,1,1,0,1,1,0,1,0,1,0,1,25.154
1,1,1,0,1,0,0,0,1,0,0,0,0,1,22.151
0,0,1,1,0,0,1,0,0,1,0,1,0,1,24.767
0,1,1,0,0,0,1,1,0,0,1,0,0,1,21.647
0,1,1,1,1,1,0,0,0,1,1,1,0,1,25.113
1,0,1,0,0,0,1,0,1,0,0,1,0,0,24.823
0,0,1,0,0,1,1,0,1,0,0,0,1,1,21.295
1,1,1,0,0,0,0,1,0,0,1,1,1,1,24.597
0,0,0,1,0,1,1,1,1,1,0,0,0,0,21.539
0,1,1,0,0,0,0,0,1,0,1,1,1,1,25.105
0,1,0,0,0,0,0,1,0,1,1,1,1,0,24.898
0,1,1,1,1,0,1,1,1,1,1,0,0,0,21.633
0,0,0,1,1,0,0,0,0,1,1,1,0,1,24.99
1,0,1,0,0,1,0,0,0,0,0,0,1,1,21.801
1,0,1,0,1,1,0,0,1,1,0,1,0,0,25.009
0,1,1,1,0,1,0,0,0,0,0,1,0,0,24.519
1,0,1,1,0,1,0,1,0,0,0,0,1,1,21.718
0,1,1,1,1,0,0,1,1,1,1,0,0,0,21.998
0,1,0,1,1,0,1,0,0,1,1,0,1,0,21.522
0,0,1,1,1,0,0,1,1,1,1,0,1,0,21.674
1,0,1,1,1,1,1,1,0,1,1,0,1,0,21.532
0,0,1,1,1,0,1,0,0,1,1,1,0,1,24.74
1,1,0,0,0,0,1,1,1,1,1,0,1,0,21.778
0,1,1,1,0,1,0,0,0,0,1,1,1,0,24.593
1,1,1,1,0,1,1,1,1,1,1,0,1,1,21.556
1,1,1,0,0,0,1,0,0,1,1,0,1,1,21.805
1,0,0,0,0,1,1,1,1,1,0,1,1,0,25.577
1,1,0,1,1,0,1,1,0,1,0,1,1,1,24.902
1,0,1,1,1,1,0,0,1,0,1,0,0,1,22.22
0,0,1,1,0,0,1,0,0,0,1,0,1,0,21.324
1,1,0,1,0,1,0,1,0,1,0,0,0,0,21.881
1,1,1,0,0,1,1,0,1,0,0,1,0,0,25.568
1,1,0,1,0,1,1,0,1,1,0,1,0,1,25.316
1,0,1,0,1,0,1,1,0,1,0,1,1,0,25.336
1,0,1,1,0,1,0,0,1,0,1,1,0,1,25.565
1,0,0,0,1,0,0,1,0,1,1,0,1,1,21.902
1,0,0,1,0,0,0,1,1,1,1,0,0,0,22.297
1,0,1,0,0,1,1,1,1,1,1,0,0,1,22.106
1,0,0,0,0,1,0,1,0,0,0,0,1,0,21.673
0,1,1,1,1,1,0,0,1,1,0,0,1,1,21.505
1,1,1,1,1,1,0,1,0,0,0,1,1,0,25.087
1,1,1,1,0,0,1,0,1,1,0,0,1,0,21.728
0,1,0,1,0,0,1,0,1,0,0,1,0,0,24.807
0,1,0,1,1,0,1,0,1,1,1,0,0,1,21.837
0,0,1,1,0,1,0,1,1,0,0,0,0,0,21.845
0,0,1,1,0,1,0,1,0,1,0,0,1,0,21.661
0,0,0,1,1,0,0,0,0,1,1,0,1,0,21.884
0,1,1,0,1,0,0,1,0,0,0,1,1,0,24.655
0,1,1,1,0,1,0,1,0,0,1,1,1,1,24.639
1,1,0,0,1,1,1,0,0,1,1,1,1,1,24.866
1,1,1,0,0,0,0,1,1,0,0,1,1,1,24.799
1,1,1,1,1,1,0,1,1,0,0,0,1,0,21.422
1,1,0,0,0,1,0,1,1,0,1,1,1,0,24.973
0,1,0,0,0,1,0,1,1,0,0,1,0,0,24.888
1,0,1,1,1,1,0,1,1,0,0,1,1,1,25.213
1,0,0,1,1,1,0,0,1,0,1,0,1,1,21.646
0,1,0,1,1,1,0,1,1,0,0,1,1,0,25.188
1,1,1,1,1,1,1,1,1,0,0,0,1,0,21.832
0,0,1,1,1,1,0,1,1,1,1,1,1,1,24.579
0,1,1,0,0,0,0,0,0,1,0,1,1,1,24.642
1,0,1,0,0,0,1,1,1,0,0,0,0,1,21.601
1,1,0,1,0,0,0,0,0,0,0,0,1,0,21.512
0,1,1,0,1,1,1,1,1,1,0,0,1,1,22.244
1,1,1,1,1,0,1,0,1,0,0,0,1,1,21.577
1,1,1,0,0,1,0,0,0,1,1,1,0,0,25.251
0,1,1,1,1,0,1,0,0,1,1,1,1,0,24.651
1,1,1,1,1,0,1,0,1,1,0,1,1,0,25.392
1,0,0,0,1,0,1,1,1,1,0,0,0,0,21.81
0,1,0,0,0,1,0,1,1,0,0,1,1,1,24.66
0,1,0,0,1,0,0,1,1,1,0,0,1,1,21.701
0,1,1,0,0,0,0,0,1,1,0,1,0,1,24.635
1,0,0,1,1,1,0,1,0,1,1,1,1,0,25.341
0,0,1,0,1,0,0,1,1,1,1,0,1,0,21.894
0,1,1,1,1,0,0,1,1,1,1,1,1,1,24.907
1,0,0,1,1,1,0,1,0,1,1,1,0,1,25.243
0,0,0,1,0,0,1,0,0,1,1,1,1,1,25.332
1,0,0,0,1,1,1,0,0,0,0,0,0,0,22.376
1,1,0,1,0,1,1,0,1,1,0,0,0,1,22.054
1,1,1,0,1,0,1,1,0,0,1,1,0,1,24.954
0,0,1,0,0,0,0,0,1,0,0,0,0,1,21.635
1,1,0,1,1,0,1,0,1,1,1,1,1,1,25.039
0,0,1,1,1,1,0,1,0,0,0,1,0,1,24.499
0,0,1,1,1,1,1,0,1,0,0,1,0,0,24.936
0,1,1,1,0,0,0,0,0,1,1,1,1,1,25.013
0,1,1,0,1,1,0,0,1,1,1,1,0,1,24.947
1,0,0,1,1,1,1,0,0,1,0,1,0,0,26.034
0,1,0,1,1,1,1,1,1,0,0,1,1,1,25.194
1,0,1,1,0,0,0,0,0,0,1,1,1,0,24.888
1,1,0,0,0,1,0,1,0,1,1,1,0,1,24.813
0,1,0,0,0,0,0,1,1,0,0,0,0,1,21.369
0,1,1,0,1,0,1,0,0,0,0,1,1,1,26.101
1,0,1,1,0,0,0,0,1,1,1,0,0,0,21.746
1,1,1,0,1,1,0,1,1,0,0,1,0,1,25.036
0,1,1,1,1,1,1,0,0,1,0,0,0,0,21.909
1,0,1,0,1,1,0,1,1,1,1,1,1,0,25.02
0,0,1,0,1,0,0,1,1,0,0,1,0,0,24.656
1,0,0,1,1,1,0,1,0,1,0,0,1,0,21.688
1,0,1,1,1,0,0,0,1,0,0,1,0,1,25.496
1,0,0,0,1,1,1,1,1,1,1,1,0,0,25.281
0,0,0,0,1,0,0,1,0,0,0,0,1,0,21.967
0,1,1,0,0,0,1,0,0,1,1,1,1,1,24.825
0,1,1,1,0,1,1,0,1,1,0,1,0,0,24.807
0,0,0,0,1,1,1,1,1,0,0,1,1,1,24.608
1,1,1,0,0,1,1,0,1,0,0,1,1,1,24.829
0,1,1,0,0,1,1,0,1,0,0,0,0,0,22.157
1,1,1,0,0,1,0,1,1,1,1,0,1,0,21.632
0,1,1,1,0,1,0,0,1,0,0,0,1,0,21.665
1,1,1,1,0,1,0,0,1,0,1,1,1,1,25.004
1,1,1,0,1,0,1,1,0,1,1,1,0,0,25.488
1,1,0,1,0,0,1,0,0,0,0,1,0,0,25.265
1,1,0,0,1,0,0,0,1,1,1,0,1,1,22.005
1,1,0,0,0,1,0,1,0,0,0,1,0,0,24.931
0,1,0,1,1,1,1,0,0,1,1,0,0,0,22.324
0,1,0,0,1,1,0,0,0,0,0,1,1,1,25.003
0,0,1,0,1,1,1,1,0,1,0,0,1,0,21.6
0,0,0,0,0,1,1,1,1,0,1,0,1,1,21.289
0,1,1,1,1,1,0,0,0,1,0,1,0,1,25.573
1,1,1,1,1,0,1,0,1,0,0,1,1,1,24.885
0,1,1,1,0,1,1,0,0,1,1,0,1,1,21.851
0,0,0,0,0,0,1,0,1,0,1,0,0,0,21.515
0,0,0,1,0,0,0,0,1,0,1,0,0,1,21.465
0,1,0,0,0,0,0,0,0,1,1,0,1,1,21.691
1,1,0,0,1,1,1,1,1,1,1,0,0,1,21.936
0,1,0,1,0,0,1,0,1,0,0,0,1,0,21.855
1,1,1,1,0,0,1,0,0,1,1,1,0,1,25.132
1,1,0,1,0,0,0,0,0,1,1,0,1,0,22.123
1,0,0,1,1,1,1,1,0,0,0,0,0,1,21.805
0,0,0,1,0,1,1,1,1,0,0,1,0,1,24.813
1,1,0,0,0,0,1,0,1,1,0,0,1,0,21.748
0,0,0,1,1,1,0,1,1,0,1,0,1,0,22.153
1,1,0,0,1,1,1,1,0,0,1,0,1,1,21.568
0,1,0,1,0,1,0,1,1,1,0,1,0,1,25.107
0,0,1,1,1,0,0,0,0,1,1,1,1,1,24.893
1,0,0,0,1,0,1,1,1,0,0,1,1,0,24.347
0,0,1,1,1,1,1,1,0,0,1,1,0,1,24.647
0,0,1,1,0,0,1,1,1,1,1,0,1,1,21.93
0,1,0,0,1,1,1,0,0,1,1,1,1,1,25.121
1,0,1,0,1,1,0,1,1,0,0,0,0,1,22.18
0,1,1,0,1,0,1,1,0,0,0,0,0,0,23.045
1,0,0,0,0,0,1,1,0,0,0,1,1,0,24.853
1,1,1,1,1,1,1,0,1,0,1,0,0,0,23.297
0,0,0,1,0,1,1,0,1,1,0,0,0,1,21.868
1,0,0,1,1,0,0,1,0,1,1,0,0,0,21.636
1,0,0,1,0,0,1,0,0,0,1,0,1,0,21.915
1,1,1,0,0,1,0,0,0,0,0,1,1,0,25.19
1,1,0,1,1,1,1,0,0,0,1,0,1,1,21.417
1,0,1,1,0,1,0,1,0,1,1,1,1,0,25.909
1,0,1,1,1,0,0,0,1,1,1,1,1,0,25.042
1,0,1,0,0,1,0,0,1,0,1,0,0,0,21.835
0,0,1,0,0,0,1,1,1,1,0,1,1,1,24.5
0,1,1,1,0,1,0,1,1,0,0,0,0,0,21.538
0,0,1,0,0,0,1,1,1,0,1,1,1,1,24.602
0,1,0,0,1,0,0,1,1,0,1,1,0,1,25.341
1,1,1,1,0,1,1,0,1,0,1,1,1,0,24.772
1,1,0,0,1,0,1,1,0,1,1,0,0,1,21.867
1,0,1,1,1,1,0,1,1,1,1,1,1,1,25.839
0,0,1,1,1,0,1,0,1,1,1,1,1,0,24.793
0,1,0,1,1,1,1,1,1,0,1,0,1,1,21.516
0,0,0,0,0,1,1,0,1,1,1,0,1,0,21.713
1,0,0,0,0,0,1,1,0,1,1,0,1,0,21.516
0,0,0,1,0,0,0,0,0,1,0,0,1,1,21.724
1,1,0,1,0,0,1,1,1,0,0,1,1,1,25.09
1,0,0,0,1,1,1,1,0,0,0,1,0,1,25.179
1,0,1,0,1,0,1,1,0,1,0,1,0,0,25.486
1,0,1,0,1,1,0,1,0,1,1,1,0,1,25.183
1,0,1,1,0,0,0,0,1,1,1,1,1,0,25.008
0,0,1,0,1,1,1,0,0,0,0,0,1,0,21.356
0,1,0,1,1,1,1,1,1,1,1,0,1,0,21.946
0,1,0,1,0,0,0,0,0,0,1,0,1,0,21.543
1,0,0,1,0,0,1,1,0,1,1,1,0,1,25.158
0,1,0,0,0,0,0,0,1,1,0,0,0,1,22.021
0,0,1,0,0,1,1,0,1,1,1,1,0,0,25.371
1,0,1,1,0,1,1,1,1,0,0,0,1,1,21.874
0,1,0,0,1,1,1,1,0,0,0,1,1,0,24.718
1,1,0,0,0,0,0,1,1,1,0,1,0,0,25.736
0,0,1,1,0,1,1,1,0,0,0,1,1,0,25.174
1,0,1,0,0,0,1,1,1,0,1,0,0,1,21.885
0,1,1,0,0,1,0,0,0,1,1,0,0,1,21.82
1,1,0,0,0,0,0,0,0,0,0,1,1,1,24.744
1,0,0,1,0,1,0,0,1,0,1,1,0,0,25.631
1,1,1,0,1,0,1,1,0,1,0,0,0,1,21.702
1,1,0,0,1,1,0,1,0,0,0,1,1,1,25.427
1,0,1,1,0,1,1,1,1,1,0,1,0,1,24.903
0,0,0,0,1,0,1,1,1,0,1,0,0,1,21.813
0,1,1,1,0,1,0,1,0,1,1,1,0,1,26.691
0,0,1,0,1,1,0,0,0,0,0,1,1,1,24.966
0,1,0,1,0,1,0,0,1,0,1,1,1,1,24.619
0,1,1,0,0,0,1,1,0,0,0,0,0,1,21.863
0,1,1,1,1,0,1,0,0,0,0,0,0,1,21.641
1,1,1,1,0,1,0,0,1,0,0,1,0,1,25.042
1,0,1,0,0,1,0,1,1,0,1,1,0,0,24.788
1,0,1,0,0,0,0,1,1,0,1,0,1,0,21.701
0,1,1,0,0,1,0,0,1,0,1,0,1,1,21.335
0,0,0,0,0,0,1,0,1,0,1,1,1,0,24.673
0,0,1,0,1,1,1,0,1,0,0,1,0,0,25.423
0,0,1,1,1,0,0,0,1,0,0,1,0,0,24.748
1,0,1,1,1,0,0,1,0,0,1,1,1,0,24.754
0,0,1,0,1,1,0,1,0,1,0,0,1,1,21.265
1,1,0,0,1,0,0,1,1,1,1,0,1,1,22.111
1,1,0,0,1,1,0,1,0,0,0,1,0,1,24.723
1,0,1,1,0,0,0,0,0,1,0,0,1,0,21.994
1,1,0,0,0,1,0,0,1,1,0,0,1,0,22.302
0,1,0,1,1,0,0,0,0,0,0,1,1,0,25.398
1,0,0,1,0,1,0,0,0,0,1,0,0,1,21.574
1,1,1,0,0,1,0,1,1,0,0,0,1,0,21.262
1,0,0,1,0,1,1,0,1,1,1,1,1,1,25.338
1,1,0,1,1,0,1,1,1,1,1,1,1,0,25.039
1,0,0,1,1,1,1,1,0,1,1,0,0,1,22.298
0,0,1,0,1,1,0,0,0,1,0,0,1,0,21.478
1,1,1,1,0,0,0,1,0,0,0,0,0,0,21.653
1,1,1,1,0,0,1,1,0,0,0,0,0,1,21.48
0,1,1,0,0,0,1,1,1,1,0,1,0,1,25.263
0,0,0,1,1,0,1,0,0,0,0,1,1,0,24.959
0,1,0,1,1,0,1,0,1,0,0,0,1,0,21.698
0,0,0,0,1,0,0,1,1,0,1,1,0,1,24.874
1,1,0,0,0,1,1,1,1,1,1,0,0,0,21.806
0,1,0,1,1,1,0,1,0,1,0,0,0,1,22.266
1,0,0,1,0,0,0,1,0,0,1,1,0,0,25.232
0,0,0,1,1,0,1,1,1,0,1,1,0,1,25.499
1,1,0,1,0,0,1,0,0,1,1,0,1,0,21.591
0,0,0,1,0,1,0,1,1,0,1,1,0,1,25.664
1,1,1,0,0,1,1,1,1,1,0,1,1,0,25.5
0,1,0,0,0,1,1,1,0,1,1,0,1,0,22.281
1,1,0,0,0,0,1,1,1,1,1,1,0,1,25.044
1,0,0,1,1,1,1,1,1,0,0,0,1,1,21.577
1,1,0,0,1,0,0,0,0,1,0,0,1,1,22.038
1,0,0,1,1,1,1,1,1,1,1,1,0,1,24.857
1,1,0,0,0,1,0,0,1,1,1,0,1,1,21.384
1,0,1,1,1,0,1,0,0,0,0,1,1,1,25.089
1,1,1,1,1,1,0,0,0,1,1,0,0,0,21.464
0,1,1,1,1,1,0,0,0,1,0,1,1,1,24.49
0,0,1,1,1,1,1,1,1,0,0,0,1,0,22.103
1,0,1,1,1,1,0,1,0,1,1,0,1,0,22.111
0,1,0,1,1,0,0,1,1,0,0,1,0,0,24.793
1,1,0,0,0,1,1,1,1,0,0,0,0,1,21.682
0,0,0,1,1,1,0,1,0,1,0,1,0,1,25.362
0,1,1,1,0,0,1,1,1,1,1,0,0,1,21.772
1,1,1,1,1,1,1,1,1,1,1,1,0,1,25.033
1,1,0,1,1,1,0,0,1,1,1,0,0,0,21.715
0,1,0,1,0,0,1,1,0,1,0,0,0,1,21.946
0,0,1,0,0,0,1,0,0,0,0,1,0,1,24.683
0,1,0,0,1,0,0,1,0,1,0,1,1,0,24.718
0,0,1,0,1,1,1,1,0,0,0,0,1,1,21.325
0,0,0,0,0,0,0,0,1,1,0,0,0,0,21.829
0,0,0,0,0,0,1,1,1,1,0,0,1,0,21.24
1,1,1,1,1,0,1,0,1,0,1,0,0,0,21.876
0,0,1,0,1,1,0,1,0,0,0,0,1,1,21.481
0,0,1,0,0,1,0,0,1,0,0,1,1,0,24.876
1,0,0,0,1,0,0,1,1,0,1,1,1,0,25.144
1,0,0,1,1,0,0,0,0,0,1,0,0,1,21.902
0,0,0,1,0,1,1,0,0,1,0,0,0,0,21.731
0,1,1,1,0,0,0,0,0,1,0,1,0,0,25.38
0,1,1,1,1,0,1,1,1,0,1,0,1,0,21.331
1,0,1,0,0,1,1,0,0,0,0,0,0,0,21.583
1,0,0,0,1,0,0,1,1,1,0,1,1,0,25.467
0,1,1,0,0,0,1,0,0,0,1,1,0,1,25.119
1,0,1,0,1,1,1,0,0,1,1,0,0,0,21.939
1,0,0,1,0,0,1,0,0,1,1,1,0,1,25.085
1,0,0,0,0,0,1,1,1,0,1,0,1,0,21.42
1,1,0,0,0,0,0,1,0,0,1,1,1,0,25.527
0,1,1,1,0,0,1,1,0,1,1,1,1,0,25.295
1,1,0,1,1,0,0,1,0,0,1,1,0,0,25.077
1,1,0,1,0,0,1,0,0,1,1,1,1,1,25.923
0,1,0,0,0,1,0,1,0,1,1,1,1,0,24.894
0,1,1,1,1,0,0,1,0,1,1,0,1,1,21.711
0,0,0,0,0,0,1,0,1,0,1,0,1,1,21.543
0,1,1,1,1,0,0,0,1,0,0,0,0,0,21.496
0,1,1,1,1,1,1,1,0,0,1,0,1,1,21.543
0,1,0,0,1,0,0,1,0,1,0,0,1,1,21.801
1,0,1,0,0,0,0,1,0,0,1,1,0,0,25.534
1,1,0,0,1,0,0,1,0,0,0,0,1,0,21.609
0,1,0,0,1,1,1,0,1,0,1,1,1,1,24.714
1,1,1,0,0,1,0,1,1,0,1,0,0,1,22.214
1,0,0,0,0,0,1,0,1,1,1,0,1,1,22.055
1,0,0,1,1,0,1,1,1,1,1,1,1,1,25.129
1,1,0,1,1,1,0,0,1,1,0,1,0,0,25.533
0,1,1,1,0,0,1,1,1,1,1,0,0,0,21.648
0,0,0,1,0,1,0,1,0,0,1,0,0,0,21.825
1,0,1,0,0,1,1,0,0,1,1,1,1,0,24.686
0,1,1,0,0,0,0,1,1,1,0,0,1,0,21.737
1,0,0,1,0,1,1,0,0,1,1,1,1,1,25.443
1,0,1,0,1,0,0,0,1,1,1,0,1,0,21.402
1,0,1,1,1,1,1,0,0,1,1,1,1,0,25.243
0,1,1,0,1,1,1,1,0,1,0,1,0,0,24.643
0,0,1,0,0,0,0,0,1,0,1,1,0,1,24.875
0,1,1,1,0,0,0,0,0,0,0,1,0,1,25.408
0,0,1,1,0,0,1,0,0,1,0,0,1,0,21.745
0,1,1,0,0,1,1,0,0,1,0,1,0,0,24.919
0,1,0,1,0,0,0,1,0,0,1,1,0,0,24.814
0,0,1,1,0,1,0,1,0,1,0,1,1,1,25.18
1,1,0,0,0,0,1,1,0,1,1,1,1,0,25.821
0,1,1,1,1,0,1,1,1,1,0,0,0,0,21.749
0,1,0,0,0,0,1,0,0,1,1,0,0,0,21.423
1,0,1,0,0,1,0,1,0,0,1,1,1,0,24.849
0,0,1,1,0,1,1,1,0,1,0,0,0,1,21.786
0,0,1,1,0,1,1,0,0,0,0,1,0,0,25.484
1,1,0,1,1,1,1,0,1,1,0,0,0,0,21.647
1,1,0,0,0,0,0,1,0,1,0,1,1,0,25.431
0,0,1,0,0,0,1,0,1,0,0,1,1,0,25.133
0,0,0,0,1,0,0,1,0,1,1,1,1,1,25.063
0,1,0,1,1,1,0,1,0,0,0,1,1,1,24.602
1,0,0,0,1,0,0,0,0,1,0,1,1,1,25.613
1,0,1,1,0,0,0,1,1,0,1,0,1,0,21.761
0,0,1,0,1,1,1,1,0,0,0,0,0,1,21.464
1,0,0,0,0,1,0,0,1,0,0,1,1,0,24.807
1,0,0,0,1,1,1,1,0,1,0,0,0,1,21.923
0,1,1,1,0,0,0,0,0,0,0,0,1,1,22.234
1,1,0,1,0,1,0,1,1,1,0,0,0,0,21.848
0,1,1,1,0,0,0,1,1,1,0,0,0,0,21.488
0,1,1,1,1,1,0,0,1,1,1,1,1,1,24.755
1,0,0,0,0,0,0,0,0,0,1,0,1,0,21.653
0,1,0,1,0,0,0,1,1,1,0,1,0,0,25.068
0,1,0,0,0,0,1,1,1,1,1,0,0,1,21.774
