SQLITE_SECURE_DELETE,SQLITE_ENABLE_ATOMIC_WRITE,SQLITE_ENABLE_STAT2,SQLITE_DISABLE_LFS,SQLITE_DISABLE_DIRSYNC,SQLITE_OMIT_AUTOMATIC_INDEX,SQLITE_OMIT_BETWEEN_OPTIMIZATION,SQLITE_OMIT_BTREECOUNT,SQLITE_OMIT_LIKE_OPTIMIZATION,SQLITE_OMIT_LOOKASIDE,SQLITE_OMIT_OR_OPTIMIZATION,SQLITE_OMIT_QUICKBALANCE,SQLITE_OMIT_SHARED_CACHE,SQLITE_OMIT_XFER_OPT,<$overwrite.5
0,0,0,0,0,1,0,0,1,0,0,0,0,1,44.739
1,1,0,1,1,1,0,1,0,0,1,1,1,1,59.576
0,0,1,0,0,1,1,1,0,1,0,1,1,1,69.554
0,0,0,1,1,1,0,0,1,0,1,1,1,0,58.059
0,1,0,0,1,1,0,0,1,0,0,0,0,0,53.297
1,0,0,0,0,1,1,1,0,0,0,1,0,0,63.823
1,1,0,1,0,0,0,1,1,0,0,1,1,1,54.856
1,1,0,0,0,1,1,1,0,0,0,0,1,0,59.101
1,0,0,1,1,0,0,1,1,1,1,1,1,1,70.686
0,1,1,0,1,0,1,1,1,0,0,1,1,1,57.023
0,1,0,1,1,0,1,1,0,0,0,0,1,0,56.853
1,0,0,0,1,1,1,1,1,1,1,0,0,0,53.792
1,0,1,1,0,1,0,1,0,0,1,1,0,1,53.421
1,0,1,0,1,0,0,1,1,0,1,0,0,1,63.08
1,1,1,1,1,1,1,1,1,1,1,0,1,1,46.635
1,1,1,0,1,1,0,0,1,1,0,1,1,1,54.369
0,1,0,1,1,0,0,0,1,0,1,0,0,1,66.147
1,0,1,0,1,1,0,1,1,1,1,0,1,1,49.821
0,0,0,1,1,0,1,1,0,1,1,1,0,0,57.304
1,0,0,0,0,1,0,1,1,0,1,0,0,1,49.72
1,0,1,0,0,1,1,1,1,1,0,0,1,0,49.233
0,0,0,1,0,0,1,1,1,1,1,0,1,1,65.01
0,0,0,0,1,0,1,1,1,1,1,1,0,0,75.121
0,1,1,0,0,0,1,0,1,0,1,0,1,0,45.492
0,1,0,0,1,0,1,0,0,0,1,0,0,0,62.398
1,0,0,1,1,1,0,1,0,1,1,1,1,1,60.497
1,1,0,0,1,0,0,0,1,1,1,1,1,0,61.35
1,1,0,1,0,0,0,0,0,1,0,1,1,1,66.829
0,0,1,1,1,1,1,0,1,1,0,1,1,0,73.466
0,1,1,0,0,0,1,0,1,0,0,0,1,0,57.699
0,1,0,1,1,0,1,1,0,1,1,1,0,0,72.462
0,1,1,0,0,1,0,0,1,1,1,1,1,1,46.733
1,0,1,1,0,1,1,0,1,1,0,1,0,0,58.882
0,1,0,1,0,0,1,1,1,0,1,0,0,1,54.874
1,0,1,1,0,0,1,0,1,0,1,1,1,1,59.933
0,0,1,1,0,1,1,0,1,0,1,0,0,1,52.824
0,0,0,1,1,1,0,1,0,1,0,1,0,1,61.004
1,1,1,0,0,0,0,1,1,1,1,1,0,1,71.554
0,1,0,0,0,1,0,0,1,1,0,0,1,0,63.528
1,0,0,1,1,1,1,0,1,0,0,0,1,1,48.98
1,1,0,1,1,1,1,1,0,1,1,1,1,1,67.88
1,0,1,0,0,1,0,0,1,1,1,0,0,1,55.294
0,1,0,1,1,0,1,1,1,1,1,1,0,0,74.349
1,0,0,1,0,1,0,0,0,1,1,0,0,1,66.898
0,1,0,1,0,1,1,1,0,0,1,1,1,0,83.271
1,0,1,1,0,0,0,1,1,0,1,1,1,1,72.009
1,0,1,1,0,0,0,0,1,0,1,1,1,1,81.298
0,1,1,1,1,0,1,1,0,1,0,1,0,1,77.884
1,1,1,1,1,1,1,0,0,0,0,0,0,1,72.322
1,0,0,0,1,0,0,0,1,1,1,0,0,1,65.9
0,0,0,0,1,0,1,0,1,1,1,0,0,0,64.185
0,1,1,1,0,1,1,1,0,1,1,0,1,0,68.51
0,1,1,0,0,0,1,0,1,0,1,1,1,0,67.136
0,0,0,0,0,1,0,0,0,0,0,1,0,1,95.028
1,1,0,0,0,1,1,1,0,0,1,1,1,0,73.809
1,0,0,0,0,0,1,0,0,0,0,1,0,0,71.269
1,1,0,1,1,1,0,1,0,1,0,1,1,0,66.924
0,1,0,1,1,1,1,0,1,1,1,0,1,1,64.905
0,1,0,1,1,0,0,0,0,0,0,0,0,1,53.369
1,1,0,1,0,0,0,1,1,1,0,0,1,0,59.136
0,1,0,1,1,0,0,0,0,0,1,1,1,0,52.532
0,1,1,1,0,1,1,1,1,1,0,0,1,1,54.974
0,0,1,1,1,0,1,1,0,1,1,0,1,1,50.994
1,1,0,0,0,0,1,0,1,1,0,1,0,1,59.053
0,0,0,0,1,0,1,1,0,0,1,1,1,0,65.286
1,1,0,1,0,0,0,0,0,0,1,0,0,0,41.939
0,1,1,0,0,0,1,1,0,1,0,0,1,0,50.783
1,0,1,1,1,1,0,0,1,0,1,0,0,1,61.675
1,1,1,1,0,0,1,0,1,1,1,1,0,0,52.315
1,0,1,0,0,0,1,1,0,0,0,0,0,0,47.241
1,1,1,0,1,1,0,0,1,0,0,0,0,0,59.916
1,1,0,0,1,1,0,0,1,0,0,1,0,0,57.571
0,0,0,1,1,0,1,0,0,1,0,0,0,0,49.738
0,0,0,0,1,1,0,0,1,0,1,1,0,0,63.803
0,0,1,1,0,0,1,1,1,1,1,0,0,1,68.603
1,0,1,0,0,0,0,1,0,1,0,0,0,0,48.951
0,0,1,0,1,1,0,0,1,0,0,1,1,0,93.238
0,0,0,1,1,1,0,1,0,1,0,1,1,1,84.868
1,1,1,1,1,0,1,0,0,1,1,0,1,0,65.925
0,1,1,1,0,1,1,1,0,0,1,1,1,1,67.086
0,0,1,1,0,1,0,0,1,0,0,0,1,0,64.282
0,1,1,1,1,0,0,1,0,0,1,1,0,1,88.395
0,0,1,1,0,0,1,1,0,0,1,0,0,1,55.37
1,1,1,0,1,1,1,0,1,0,0,0,1,0,49.494
1,1,0,0,1,0,1,0,0,1,0,0,0,0,44.724
0,0,1,1,1,1,0,1,0,1,0,1,1,1,50.035
0,0,1,1,1,0,1,0,0,1,1,0,1,1,53.271
0,1,0,0,1,0,0,0,1,1,0,0,1,0,54.103
0,0,1,0,0,0,1,1,0,0,1,1,0,0,54.805
1,1,0,0,0,0,0,1,1,1,1,0,0,0,66.945
0,1,0,0,1,0,0,0,0,1,1,0,1,0,59.917
0,0,1,1,0,0,0,1,0,0,0,0,0,0,55.78
1,0,1,0,1,0,0,0,1,0,0,1,0,0,63.113
1,0,1,1,1,0,0,1,0,0,0,1,1,0,56.566
0,1,1,0,0,0,1,1,0,1,0,0,0,1,60.422
1,0,1,1,0,0,0,0,0,0,1,0,1,0,54.758
1,0,0,0,0,0,1,0,0,1,1,0,1,1,48.588
1,1,1,1,0,1,0,1,0,0,0,1,1,0,66.15
0,1,1,0,0,0,0,0,1,1,1,1,0,0,53.685
1,1,1,1,0,0,0,1,1,1,0,0,0,0,55.127
0,0,0,1,1,0,0,0,0,1,1,0,1,0,50.595
1,1,0,0,1,0,0,0,1,1,0,0,1,0,43.497
0,1,1,0,0,0,1,0,1,1,0,0,1,1,52.019
1,1,1,0,0,1,0,0,1,1,0,1,1,0,63.846
0,1,0,1,0,1,1,1,1,1,1,0,1,1,63.887
0,1,1,0,0,1,0,0,1,0,1,1,0,0,66.679
1,0,0,0,1,1,0,0,1,1,0,1,1,1,66.337
0,0,1,0,0,1,1,1,1,0,1,1,1,0,65.506
0,1,0,1,1,0,1,1,1,0,1,0,0,1,57.811
1,0,1,0,0,0,0,0,1,0,0,0,1,1,54.322
0,1,1,0,0,0,1,0,0,0,0,0,1,1,54.241
0,1,1,0,0,1,0,0,0,1,1,1,1,1,60.998
0,1,0,1,0,0,0,0,0,0,0,0,1,1,57.144
0,0,1,0,1,0,0,1,1,0,1,0,0,0,56.504
1,1,0,0,0,1,1,0,1,0,0,1,0,1,56.031
1,0,0,0,0,0,1,0,1,1,0,0,1,1,67.923
0,1,1,1,0,1,0,0,1,0,1,0,1,0,70.291
0,0,0,1,0,0,0,1,1,0,0,0,1,0,52.847
1,0,1,0,1,0,0,0,0,1,0,1,1,0,80.844
1,0,0,1,1,0,1,0,1,1,1,0,0,1,48.055
1,1,1,0,1,0,1,0,1,1,0,0,1,1,71.671
0,1,1,1,0,0,1,1,1,0,1,1,1,0,55.042
1,1,0,1,1,0,1,1,1,0,0,1,1,0,61.664
1,0,1,0,0,1,0,1,0,1,1,0,1,0,51.034
0,1,0,0,1,0,0,0,1,0,1,0,1,1,66.797
1,0,0,1,1,0,1,0,0,0,1,0,0,0,49.521
1,0,1,0,1,1,1,0,0,1,0,0,0,1,62.775
1,1,1,1,0,0,0,1,1,1,1,1,0,1,52.803
1,1,1,0,0,0,0,1,0,1,0,1,0,0,64.394
1,0,0,1,1,1,0,0,0,0,0,0,0,1,62.509
0,1,1,1,0,0,0,1,1,0,1,1,0,1,54.448
0,1,0,1,1,0,0,0,0,0,0,1,0,1,56.968
0,0,0,0,0,1,1,0,1,1,1,0,0,0,55.92
0,1,1,0,0,0,0,1,0,1,1,0,1,0,66.697
0,1,1,0,1,1,0,0,0,1,0,1,1,1,74.984
1,1,1,1,0,1,1,1,0,1,0,0,1,0,65.833
0,1,0,0,1,0,1,0,1,1,0,1,0,0,82.523
1,1,0,1,0,1,1,0,0,1,1,1,1,0,74.928
1,1,1,0,1,0,1,1,1,0,1,0,0,1,45.858
1,0,0,0,0,1,1,0,1,1,1,1,1,0,45.144
0,0,1,1,0,1,1,1,1,1,1,0,0,0,61.563
0,1,0,1,1,0,1,1,1,0,0,0,1,1,49.41
1,0,1,1,0,0,1,0,1,0,0,1,1,1,66.828
0,1,0,0,1,0,1,0,1,0,0,0,1,1,62.007
1,1,1,1,1,0,1,0,1,1,0,0,0,0,64.976
0,1,0,1,0,0,1,0,0,1,1,1,0,0,67.21
1,1,1,1,1,1,1,1,1,1,0,0,0,0,76.194
0,1,0,1,1,0,1,0,1,0,1,1,0,0,81.923
1,0,0,1,1,0,0,0,0,1,1,0,0,1,62.615
1,1,0,1,0,1,1,0,0,1,1,1,0,0,76.791
0,0,1,1,1,1,0,0,1,0,0,0,0,1,61.764
0,0,1,0,0,0,0,0,1,1,1,1,0,0,80.224
0,0,1,0,0,1,0,0,0,0,1,0,1,0,62.282
1,0,1,0,0,1,1,0,0,1,1,0,0,0,81.975
1,0,0,1,0,0,1,0,1,0,1,1,0,1,62.44
0,0,1,1,1,0,1,0,0,1,1,0,1,0,63.41
1,1,1,1,0,1,1,0,0,0,1,0,1,1,64.904
1,1,0,1,1,1,0,1,0,0,1,1,1,1,73.451
0,1,0,1,1,0,1,0,1,0,0,0,0,0,64.755
1,0,0,0,1,0,1,1,1,0,0,1,1,1,71.007
0,0,1,0,1,1,1,0,0,0,0,1,1,0,56.446
1,0,1,0,0,1,1,0,0,0,1,0,1,0,61.003
0,0,0,0,1,1,0,1,1,1,1,1,0,1,52.239
0,0,0,1,0,1,1,0,0,1,0,0,1,1,42.992
1,1,0,1,0,0,0,0,1,1,1,1,0,0,59.004
0,1,1,1,0,1,0,1,1,0,1,1,1,1,50.945
0,1,1,1,0,1,1,1,0,0,0,1,1,1,53.348
1,0,0,0,0,0,1,0,0,1,0,1,1,0,47.088
1,1,1,0,1,1,1,1,0,0,0,0,1,1,55.717
1,1,1,1,0,0,0,1,1,0,1,0,0,0,46.424
0,0,0,1,0,0,1,1,1,1,0,1,0,0,65.592
0,0,1,1,0,1,0,0,0,1,1,0,1,0,61.936
0,0,0,1,1,0,0,1,0,1,0,1,1,1,56.134
1,1,0,1,1,1,0,1,0,0,1,0,0,1,60.897
1,0,1,1,1,1,1,1,0,1,0,0,0,1,52.835
0,0,1,0,1,0,1,0,1,0,0,0,1,0,48.057
0,1,0,0,0,1,0,0,0,0,0,1,1,0,50.884
0,0,1,0,1,0,0,0,0,1,1,0,0,0,65.696
1,1,0,1,0,1,1,0,1,0,0,0,1,1,56.025
1,0,0,1,0,0,0,1,1,0,1,0,1,1,48.016
1,1,0,1,1,0,1,0,0,1,1,0,0,1,60.867
0,0,0,0,1,0,0,0,1,1,1,0,1,1,69.949
0,1,1,0,0,0,0,1,0,1,0,1,1,1,81.837
1,0,1,0,0,1,0,0,1,0,1,0,0,0,48.518
0,1,0,1,1,1,0,0,1,0,1,0,0,0,65.797
0,1,1,0,0,0,1,0,0,1,1,0,1,1,54.856
1,0,0,1,1,0,1,1,0,1,0,1,1,1,48.043
1,0,1,1,0,1,0,1,1,0,1,1,1,1,55.007
0,0,1,1,1,0,1,1,1,1,1,0,1,1,45.371
1,0,1,1,1,0,1,1,1,0,0,0,0,0,55.391
1,0,1,1,1,1,0,0,0,0,1,0,1,0,56.798
0,0,1,0,0,0,1,1,0,1,0,1,1,0,71.186
1,1,1,0,1,1,1,1,0,0,0,1,1,1,54.639
0,1,0,1,0,1,1,0,1,0,1,0,1,1,61.179
0,1,1,1,0,0,0,0,1,1,1,0,0,0,56.643
0,1,0,1,0,1,0,1,0,0,0,0,1,1,49.2
1,1,0,0,1,0,0,1,0,0,0,1,1,0,56.708
0,1,0,1,1,0,0,0,1,0,1,0,0,1,61.019
0,1,1,0,0,1,1,0,0,1,0,0,0,0,50.986
0,0,1,1,1,1,1,0,0,1,0,1,1,1,60.984
1,0,1,1,1,1,0,1,0,1,0,0,0,1,43.029
1,1,1,0,1,0,1,0,1,1,0,0,0,0,57.209
1,0,0,0,1,1,0,1,1,0,1,1,1,1,65.081
0,1,1,0,1,1,1,1,1,1,1,0,1,1,48.374
0,0,1,0,1,1,1,1,1,0,1,1,0,1,56.652
0,0,1,1,1,0,0,1,1,1,0,1,1,1,71.697
0,0,0,0,1,0,1,1,0,1,0,0,0,0,44.022
1,1,1,1,1,1,1,1,0,0,0,0,1,1,58.528
0,0,1,1,0,0,0,1,1,0,0,0,1,1,69.684
0,0,1,0,1,1,1,0,1,1,1,1,0,0,69.842
0,1,0,1,1,0,0,0,1,1,0,0,1,1,58.801
0,0,1,1,1,0,1,0,0,1,1,1,1,0,69.681
0,0,0,1,0,0,0,0,1,0,1,1,0,1,49.814
0,0,0,0,0,1,1,0,1,1,1,0,0,1,49.55
1,0,1,1,1,1,0,1,1,1,0,1,1,0,58.451
1,0,0,0,1,0,1,1,0,0,1,0,1,0,48.663
1,0,0,0,1,0,1,0,1,0,1,0,1,0,68.134
0,0,0,1,0,1,1,1,0,0,1,1,1,0,66.123
1,1,0,1,1,1,0,1,1,0,0,1,0,1,70.824
0,1,0,0,0,1,1,1,0,1,0,0,1,0,48.827
1,1,1,0,0,1,1,1,1,1,0,1,1,1,70.322
1,1,0,1,1,0,1,1,0,1,0,0,0,1,57.27
0,1,1,0,0,1,0,1,0,0,1,1,0,1,58.362
1,1,1,0,0,1,0,1,0,1,1,1,0,0,63.616
1,1,0,1,1,1,1,0,0,0,1,0,1,0,54.633
1,0,0,0,0,0,1,0,0,1,0,1,1,1,56.461
1,1,0,1,1,0,1,1,0,1,0,1,0,1,57.412
0,1,1,0,0,1,0,0,1,1,0,0,1,1,60.0
1,1,1,1,1,1,1,0,1,1,1,0,0,0,38.821
1,1,1,0,1,1,1,0,1,1,0,0,1,1,54.416
0,0,1,0,1,1,1,1,1,0,0,1,1,1,58.671
1,0,0,1,1,1,1,1,1,1,0,1,0,1,54.066
1,0,1,1,1,0,0,0,1,1,0,0,1,1,52.233
1,0,0,1,1,1,1,0,1,1,1,1,1,0,66.582
0,0,1,1,1,0,1,1,1,1,0,1,0,0,76.529
1,0,0,0,0,0,1,0,1,1,0,0,0,1,62.604
0,1,0,0,1,0,1,0,1,0,0,0,1,0,51.358
1,0,0,1,1,1,0,1,0,0,0,1,1,1,78.345
0,0,1,0,0,1,1,1,1,0,0,0,0,1,54.811
1,1,0,1,1,0,1,1,0,0,1,0,0,0,60.439
0,1,0,0,1,1,1,1,1,0,1,1,0,1,58.154
1,0,1,0,1,0,1,1,1,1,1,0,0,1,53.385
1,0,0,0,1,0,1,1,1,0,1,0,0,1,52.767
0,0,1,1,1,0,1,0,1,1,1,1,0,1,65.304
1,1,1,1,0,0,0,0,0,0,0,0,1,0,54.466
0,1,1,1,1,0,0,1,0,0,0,0,1,1,76.331
1,1,0,1,1,0,1,0,1,0,1,1,0,1,64.163
1,0,1,0,1,1,1,0,1,0,1,1,0,1,65.503
0,0,0,1,0,1,0,0,1,0,0,1,0,0,67.114
0,0,0,1,0,0,1,0,1,0,0,0,0,1,73.456
0,1,1,1,1,0,0,0,1,0,1,1,0,0,71.631
0,1,0,1,0,0,0,0,1,1,1,1,1,0,58.57
0,0,0,1,1,1,0,1,1,1,1,1,1,1,52.927
1,1,1,0,0,0,1,1,0,1,1,1,0,0,51.325
0,1,0,0,0,1,1,1,0,0,1,0,1,0,42.599
1,1,0,1,0,0,0,0,0,0,0,0,1,0,47.956
0,0,1,1,0,0,1,0,1,1,1,1,1,1,65.417
1,1,1,1,1,0,1,0,1,0,1,1,1,1,50.592
1,0,1,1,1,0,0,0,0,1,1,1,0,1,60.87
0,0,0,1,0,0,1,0,1,1,0,0,0,1,60.314
1,0,0,1,0,1,0,0,1,0,1,1,1,1,59.991
1,1,0,0,1,0,1,0,0,0,0,0,1,1,56.987
0,1,1,0,0,1,0,0,0,1,1,1,0,1,52.686
1,1,1,0,0,0,0,0,1,0,0,0,0,1,47.989
0,0,1,0,1,1,0,0,0,0,1,0,0,1,60.632
1,1,1,1,0,1,1,0,0,1,1,0,1,1,42.269
0,1,0,0,1,1,0,0,0,1,1,1,0,0,52.941
0,0,0,1,0,0,0,0,0,1,1,0,0,1,49.365
0,0,1,1,1,1,1,0,0,0,1,1,1,1,68.47
0,0,1,1,0,1,0,1,1,1,1,1,0,1,65.459
0,0,1,0,1,0,1,0,1,1,0,1,0,0,75.427
1,1,1,0,0,1,0,1,0,1,0,0,1,0,59.9
0,1,1,0,0,0,0,1,0,1,1,1,1,1,68.356
0,0,0,1,1,1,0,0,0,1,1,1,1,0,69.79
0,1,0,0,0,1,1,0,1,1,1,1,1,0,75.127
1,1,0,1,0,0,1,1,1,0,1,0,1,0,66.458
1,0,1,0,1,0,1,0,0,1,1,1,1,1,85.228
1,1,0,0,0,1,0,1,0,1,1,0,1,0,67.866
1,1,0,1,1,1,0,0,1,1,1,1,1,0,68.828
0,1,1,1,0,0,0,1,1,1,1,1,0,0,82.302
0,1,1,1,0,1,0,0,0,0,0,0,0,0,54.093
1,0,1,0,0,0,1,0,0,0,1,0,1,0,56.765
1,0,0,0,1,0,1,1,0,1,0,0,0,1,76.714
0,0,1,0,0,1,0,0,0,0,0,0,1,1,60.61
0,1,0,0,1,0,0,0,0,1,0,0,1,1,53.156
0,0,1,0,1,0,1,1,0,0,1,1,0,0,65.339
1,1,0,1,0,0,0,1,0,1,1,1,0,1,53.315
0,0,1,0,0,1,0,0,1,0,0,1,0,1,63.356
0,0,0,1,0,1,1,0,0,0,1,1,0,0,45.453
0,0,1,1,1,0,0,0,1,0,0,0,0,1,58.003
0,1,0,1,1,0,0,0,1,0,1,0,0,0,47.631
1,0,0,0,0,0,1,0,1,0,1,1,1,1,51.458
0,0,0,1,0,0,0,0,0,0,1,0,0,0,50.388
1,1,1,1,0,0,0,0,1,1,1,1,1,0,56.216
0,0,0,0,0,0,1,1,0,0,0,0,1,1,47.898
0,1,0,0,0,1,1,0,1,0,1,1,0,0,49.245
0,0,0,0,1,1,0,1,1,1,0,0,0,0,62.838
0,0,1,0,0,0,1,1,1,0,0,0,0,1,49.239
0,0,1,0,1,0,1,0,0,0,1,1,1,1,56.358
0,0,1,1,0,1,1,1,1,0,0,0,1,0,47.04
0,0,1,0,1,1,0,1,0,1,0,0,1,1,50.104
1,1,0,1,0,0,0,0,0,0,0,1,1,0,70.773
0,1,1,0,0,0,1,0,1,1,0,0,0,0,61.907
1,1,0,1,1,1,0,0,0,1,0,0,0,1,49.953
1,0,1,0,1,1,0,0,1,1,1,0,1,1,47.331
1,0,0,0,1,1,1,0,0,1,1,0,1,1,57.478
1,1,1,0,1,0,1,0,1,1,1,0,0,0,57.989
1,1,0,1,0,0,1,0,0,0,1,0,1,1,56.909
1,1,1,0,0,1,1,0,1,0,0,0,0,0,39.781
1,1,0,0,0,0,0,1,1,0,0,1,1,0,58.076
0,0,1,1,0,0,1,1,0,0,0,1,1,1,59.253
0,1,0,1,0,1,0,1,1,1,1,1,0,1,53.893
0,1,1,0,1,1,0,1,0,1,0,0,1,1,49.116
1,1,1,0,0,1,0,0,0,1,0,1,1,0,48.424
1,0,1,0,0,1,0,0,1,0,1,1,1,1,53.201
1,1,0,1,0,1,0,0,0,1,0,0,1,0,51.84
0,0,1,1,0,1,1,0,0,1,0,1,1,0,62.127
0,1,0,0,1,0,1,1,0,1,0,1,1,1,46.958
0,1,0,1,0,0,0,1,0,1,1,1,0,1,57.069
1,0,1,1,1,0,0,0,1,1,1,0,1,1,43.694
0,1,0,0,0,0,1,0,0,1,1,1,0,1,47.284
0,0,0,1,0,1,1,0,1,1,1,1,1,1,59.811
1,0,0,0,0,1,0,0,1,0,0,1,1,0,44.2
0,0,0,0,0,1,0,0,1,1,1,0,0,1,47.996
1,0,1,1,0,0,1,1,0,1,1,1,1,1,62.987
0,0,0,0,1,0,1,1,0,0,1,1,0,0,50.403
0,1,1,1,1,0,1,1,0,1,1,0,1,0,52.905
0,1,1,0,1,0,1,0,1,0,0,1,1,1,59.178
1,1,0,1,0,1,0,0,1,0,1,0,1,1,43.759
0,0,1,1,1,0,1,1,0,0,0,1,1,1,53.344
1,1,1,0,0,0,0,1,1,0,0,0,1,0,54.12
0,0,0,1,0,1,1,1,1,0,0,1,0,1,62.454
1,1,0,0,0,0,1,0,1,1,1,0,0,1,59.45
0,1,1,0,1,0,0,1,1,0,0,0,0,1,48.512
1,1,0,1,0,1,1,0,0,1,1,1,0,1,51.886
1,1,1,0,1,0,1,0,1,0,0,1,0,0,64.157
0,1,1,0,1,0,0,1,1,1,0,0,0,0,63.079
1,1,0,0,0,0,1,1,0,1,0,0,1,1,45.145
0,1,1,0,1,0,1,1,1,1,0,0,0,1,49.113
0,0,1,0,1,1,0,1,0,0,0,1,1,0,53.611
0,1,0,1,1,1,1,0,1,1,1,1,0,1,57.454
0,0,1,1,0,0,0,0,1,1,0,0,0,0,56.782
1,1,0,0,0,1,0,0,1,0,1,1,0,1,54.204
0,1,0,1,0,1,1,0,1,1,0,0,1,0,55.41
0,0,1,1,0,0,0,1,1,0,1,1,1,0,57.678
0,0,1,1,0,1,0,1,1,0,1,1,0,1,59.51
0,1,0,0,0,1,0,0,1,0,1,0,0,1,45.678
1,0,1,0,0,1,0,1,1,1,0,1,1,1,73.174
0,1,1,1,1,0,0,0,1,0,0,0,0,0,51.842
1,1,0,1,0,1,0,1,0,1,1,0,1,1,48.659
1,1,1,1,1,1,0,1,1,0,0,1,1,0,53.486
0,1,0,1,0,0,0,1,0,0,1,0,0,0,60.05
0,1,0,0,1,0,1,1,1,0,1,1,1,1,41.259
1,1,0,1,0,1,0,0,0,0,0,0,0,1,46.477
0,1,1,0,1,0,1,0,1,0,0,1,1,0,65.873
0,0,0,0,0,1,1,1,0,0,0,0,0,1,45.821
0,1,1,0,0,1,1,1,0,0,0,0,1,1,44.488
1,0,0,1,1,1,0,1,1,0,1,1,1,1,50.333
0,1,0,0,1,1,1,0,0,1,0,0,1,1,45.444
1,0,0,1,1,0,0,0,0,1,0,1,0,1,57.587
0,1,0,0,0,0,0,1,1,0,1,0,0,1,44.48
1,1,1,0,0,1,1,0,0,0,1,0,0,1,52.61
0,1,0,1,0,1,1,0,0,0,1,0,1,0,47.708
1,1,1,0,0,1,0,1,1,1,1,1,0,0,47.048
1,1,0,1,0,1,0,0,1,1,1,0,0,1,64.151
0,0,0,0,1,0,0,1,0,1,1,1,0,1,48.026
1,1,0,1,0,1,0,0,0,0,0,1,0,0,64.982
1,1,1,0,0,1,1,1,0,1,0,0,0,0,47.022
1,1,1,1,0,0,0,0,1,0,0,0,1,0,51.661
1,0,1,1,0,1,0,1,1,1,0,1,0,0,62.708
1,0,0,1,1,1,1,1,0,0,1,1,0,1,52.474
0,0,1,1,0,1,0,1,0,1,1,1,1,0,56.766
1,1,1,0,0,1,0,0,0,1,0,0,1,0,54.438
0,0,1,1,0,0,0,0,0,1,0,0,0,0,48.83
1,1,0,0,0,1,0,0,0,0,1,0,0,1,49.235
0,1,0,1,0,1,0,1,0,0,0,0,0,0,48.326
0,1,1,1,1,1,0,0,1,0,0,1,0,0,52.09
1,0,1,1,1,0,1,0,1,0,1,0,0,1,49.072
0,0,1,1,0,1,1,1,1,0,0,1,0,1,65.923
1,1,1,1,0,0,0,0,0,1,1,1,0,0,69.036
1,1,1,1,1,1,1,0,0,0,0,0,0,0,52.568
0,0,1,0,0,0,0,0,0,0,1,0,1,0,54.011
0,1,1,0,1,1,1,0,0,0,1,0,1,1,46.649
0,0,1,1,1,0,0,0,0,0,0,1,1,0,56.523
1,0,1,1,0,1,1,1,1,0,0,0,1,1,47.545
1,1,0,0,1,0,0,1,1,1,0,0,0,0,43.533
0,1,0,1,0,0,0,1,1,0,0,1,0,1,59.538
1,0,0,0,1,0,1,0,1,0,0,1,0,1,47.044
1,1,0,0,0,1,0,0,1,0,1,0,0,1,54.78
1,0,0,1,0,0,0,1,0,1,1,0,1,0,61.715
0,0,1,1,1,0,0,0,0,0,1,1,0,0,46.541
0,0,0,1,0,1,1,0,1,0,1,0,0,0,52.089
1,1,0,1,1,0,0,0,0,1,0,1,0,1,51.503
0,0,0,0,0,1,1,1,1,0,0,0,0,0,59.942
0,1,1,0,0,1,0,1,0,0,0,0,1,1,50.603
0,0,0,0,0,1,0,1,1,1,0,1,1,0,64.656
1,1,0,0,1,1,0,0,0,1,0,0,1,1,53.805
1,1,0,0,0,1,0,0,1,0,0,1,1,1,62.376
0,1,1,0,1,0,0,0,0,1,0,1,0,1,58.946
1,0,0,0,0,1,1,0,1,0,0,1,0,0,54.487
0,0,1,0,1,1,0,0,1,0,1,1,0,1,64.144
0,1,1,1,0,1,0,0,1,0,1,1,0,0,70.775
0,1,1,1,0,1,1,0,0,1,0,0,1,0,66.547
1,1,1,0,1,1,1,1,0,0,0,0,1,1,52.546
0,1,0,0,0,1,0,0,0,0,0,0,1,1,49.477
0,0,1,0,0,0,1,1,1,1,1,0,0,1,42.702
1,1,0,1,1,1,1,0,0,1,1,0,0,0,52.927
0,1,0,1,0,1,1,1,0,0,0,1,0,0,83.292
1,0,1,1,0,0,1,1,1,0,1,1,0,0,52.161
1,0,0,1,0,0,0,0,0,0,1,0,0,1,50.55
1,1,0,1,0,0,1,1,1,0,0,1,0,0,63.113
1,0,1,1,0,0,0,1,1,0,0,1,0,0,45.99
0,1,0,1,1,1,0,1,0,1,1,0,0,1,49.17
1,1,0,1,1,1,0,1,1,0,0,0,1,0,62.128
1,1,1,1,1,1,0,0,1,0,0,1,1,0,58.37
1,0,1,0,1,0,1,0,1,0,0,1,0,0,52.038
0,0,0,1,1,0,0,1,0,0,0,1,1,1,49.751
0,0,1,0,0,0,0,1,0,0,0,1,0,0,51.598
1,0,1,1,0,1,0,0,0,1,0,0,0,0,53.183
0,0,0,0,1,1,1,1,0,0,0,0,0,0,53.684
1,0,0,1,0,0,0,0,0,1,1,1,0,0,52.726
1,1,1,0,1,0,1,1,0,1,1,0,1,0,52.528
0,1,0,0,0,1,0,1,0,1,1,1,0,0,66.003
1,0,1,1,0,1,1,1,0,1,1,1,0,1,66.869
1,0,0,0,0,0,0,1,0,1,0,1,0,1,58.688
0,0,1,1,1,0,1,1,0,1,0,0,1,1,60.365
0,0,1,1,1,1,0,1,0,1,1,1,0,0,69.969
