Target Files,10,20,30,40,50,60,70,80,90,100,s10,s20,s30,s40,s50,s60,s70,s80,s90,s100
sac_9,-0.27211508009265045,-7.5308786025039005,-0.074592035737849949,-7.5696331238669998,-7.5967196172914493,-7.5742169919849998,-7.6183888120309495,-7.6063040688110002,-7.5988031937090001,-7.5942193255910002,worse,worse,worse,worse,worse,worse,worse,worse,worse,worse
sac_8,-0.060395719559774991,0.014035624968185001,0.0233927082802,0.0080811174058100232,0.12291804896294503,0.00042532196904501718,0.12079143911990001,0.11483693155697999,0.053590568060264979,0.061246363497450024,same,same,same,same,better,same,same,same,same,same
sac_7,-0.033078038726680005,-0.058946761320929998,0.065307922614399994,-0.097961883921780069,-0.11577313554399998,0.10262673553702999,0.14164185813783997,0.13909739362039997,0.10347489037639999,0.093297032306400005,same,same,same,same,same,same,better,better,same,same
sac_6,-0.078207991434949831,0.61813588952400012,-0.55791155387134994,-0.0092009401702998206,-0.74109390814030018,-0.96108002308600005,-0.96108002308600005,-0.96108002308600005,-0.95940712487299995,-0.95940712487155011,same,same,same,same,same,worse,worse,worse,worse,worse
sac_5,-4.3220988765499992,-4.4041904190425001,-4.3725205853899984,-4.3529352935250003,-4.3254325432500007,-4.3245991265749995,-4.3412674600750014,-4.3245991265750021,-4.3250158349125014,-4.3245991265750021,same,worse,worse,worse,worse,worse,worse,worse,worse,worse
sac_2,-0.0071058775759999526,-0.1725713125575,-0.31671911481100001,-0.31671911481100001,-0.300477108923,-0.31671911481100001,-0.31671911481100001,-0.31671911481100001,-0.31671911481100001,-0.31671911481100001,worse,worse,worse,same,same,worse,worse,worse,same,worse
