Target Files,10,20,30,40,50,60,70,80,90,100,s10,s20,s30,s40,s50,s60,s70,s80,s90,s100
spear_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,same,same,same,same,same,same,same,same,same,same
spear_4,-0.099502487562199995,-0.29850746268699996,-0.29850746268699996,-0.29850746268699996,-0.19900497512479998,-0.49751243781100002,-0.24875621890589997,-0.29850746268699996,-0.29850746268699996,-0.29850746268699996,worse,worse,worse,worse,worse,worse,worse,worse,worse,worse
spear_6,0.098425196850399993,0.0,0.049212598425199996,-0.049212598425199996,0.0,-0.098425196850399993,-0.29527559055100006,-0.098425196850499996,0.0,0.0,better,same,same,same,same,same,same,same,same,same
spear_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,same,same,same,same,same,same,same,same,same,same
spear_0,0.0,0.0,0.0,-0.099304865938399989,-0.14895729890769999,-0.19860973187700001,-0.19860973187700001,-0.19860973187700001,-0.14895729890769999,-0.19860973187700001,same,same,same,worse,worse,worse,worse,worse,worse,worse
spear_3,-0.050658561296499982,-0.35460992907850009,-5.0001669471555488e-13,-0.050658561296999999,-0.10131712259349998,0.0,0.0,0.0,0.10131712259299996,0.0,worse,worse,same,worse,worse,same,same,same,same,same
spear_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,same,same,same,same,same,same,same,same,same,same
spear_9,0.0,0.0,0.0,-0.099502487562199995,-0.19900497512399998,-0.099502487562199995,-0.19900497512399998,-0.14925373134309999,-0.14925373134309999,-0.099502487562199995,same,same,same,worse,worse,worse,worse,worse,worse,worse
spear_8,0.097087378640799998,0.14563106796140002,0.0,0.0,0.0,-0.097087378640799998,-0.14563106796140002,0.0,0.0,0.0,better,better,same,same,same,same,same,same,same,same
