Target Files,10,20,30,40,50,60,70,80,90,100,s10,s20,s30,s40,s50,s60,s70,s80,s90,s100
storm-obj1_feature6,-0.087356998024065491,-0.26390937205086196,-0.2338825317325085,-0.83367036929543892,-0.23122709687432497,-0.23204415375373996,-0.23068239228804996,-0.23340591521932999,-0.23122709687432996,-0.82672538581874488,worse,worse,worse,worse,worse,worse,worse,worse,worse,worse
storm-obj1_feature7,-3.6971707248092343,-16.549856200867083,-19.359693099935406,-18.307455106154958,-7.449363054634631,-19.636447757034162,-7.5184011123155585,-7.5687237919399992,-7.5684828214070814,-7.5684828214070814,worse,worse,worse,worse,worse,worse,worse,worse,worse,same
storm-obj1_feature9,-0.26766004415500033,-0.19591611479500037,-0.013796909500000343,0.22259013980500031,0.17568064753500057,0.45621780720999983,1.3097866077999996,1.4551140544500001,3.3784032376750011,2.4208977189100001,same,same,same,same,same,better,better,better,better,better
