Target Files,10,20,30,40,50,60,70,80,90,100,s10,s20,s30,s40,s50,s60,s70,s80,s90,s100
sqlite_11,-0.19701660569000001,-1.0835913312700003,-0.41162397973500009,-1.2770897832800001,0.48550520686499965,1.0730368702455002,1.533915001405,1.2630171685850002,-3.4196453701085012,1.0835913312650001,same,same,same,same,same,same,same,same,worse,same
sqlite_10,-0.12688208425000003,-0.38064625274949959,-0.90932160379199978,-0.53713415665699982,-2.0512603620294989,-0.91355100660299948,-1.3618677042830001,-0.054982236509999893,-1.3830147183250001,1.4887497885269998,same,same,same,same,worse,same,same,same,same,same
sqlite_16,-0.6682161533990002,-0.84253341081000022,0.029052876236000169,-0.23242300987850006,0.63916327716550003,0.90063916327499971,0.46484601975950013,1.1621150493900001,1.3945380592700001,1.5398024404445001,same,same,same,same,same,same,same,same,same,same
sqlite_19,-2.8218694885364499,-6.5843621399221002,-4.0858318636149997,1.1757789535610503,-1.7048794826530003,-4.0858318636060513,5.4967666078749993,3.32157554380395,2.1751910640849998,4.3503821281640001,same,worse,same,same,same,same,same,better,same,better
sqlite_18,1.3703703703999999,-3.1111111111000014,2.4074074074000009,10.444444444449999,-9.3333333333499944,12.629629629599997,-3.4074074074000009,6.9259259258999997,17.814814814800002,11.148148148149993,same,same,same,same,same,better,same,same,same,same
sqlite_52,-0.13415892673000007,-0.28379772962200023,0.70175438595999973,1.042311661506,1.5634674922559997,1.3312693498429995,1.2177502579959996,1.4241486068089997,1.4757481940159995,1.6666666666660004,same,same,same,same,same,same,same,same,better,same
sqlite_79,0.035765379110999973,-0.089413447781999889,-0.24141630901400002,-0.026824034336999869,0.28612303290700014,0.39341917024000006,0.14306151645199994,0.24141630901200006,0.23247496423500014,0.12517882689199999,same,same,same,same,same,same,same,same,same,same
sqlite_73,-0.55484674954549995,-0.21808147642999998,-2.0443283980700002,-0.41687683588949986,0.15577248316300008,0.32192979853399972,0.0044506423750000357,-0.1542889357035,0.80111562768900013,0.91683232946899995,same,same,same,same,same,same,same,same,same,same
sqlite_59,-0.30498064950149983,-0.4080430758910002,0.51951876156349974,0.94859498570075029,-0.0084132593002497202,0.42697290930474985,0.36808009423050025,2.1622076392390004,1.3440181726435005,1.2241292276635001,same,same,same,same,same,same,same,same,same,same
sqlite_44,-1.4419852448044999,-0.40241448692199944,-0.16767270288199998,0.87189805499700013,1.0731052984589999,-3.3199195171029992,1.4755197853849999,0.60362173038200007,0.33534540576699989,1.1066398390399996,worse,same,same,same,same,same,same,same,same,same
sqlite_45,-0.57734604105670018,-1.6770527859267008,0.18328445748000011,-0.25659824046999979,0.66898826979500026,0.93475073313500001,1.7870234604050008,1.3104838709717002,1.8420087976517001,2.2543988269765993,worse,worse,same,same,same,same,better,same,same,same
sqlite_94,-0.042436861875999987,-0.021846767162500058,-0.21962767695349994,-0.11764387449449998,-1.1285885248374996,-0.83791052105749975,-0.078880362849499952,0.075303679730500117,0.54897252527599993,0.45027540460250004,same,same,same,same,same,same,same,same,same,same
sqlite_97,0.019406634370999987,0.031652531994899979,-0.013958247716000072,-0.064135294337550053,-0.32519084920150004,-0.027760827241999908,0.028175942415449962,0.13044994333694998,0.14850745339349997,0.39150549820100006,same,same,same,same,worse,same,same,same,same,same
sqlite_96,-0.05401954056665012,-0.03464504103504995,-0.013982089563649991,-0.007492109424749982,-0.84255212742599994,0.033786073075150025,-0.012311874086850028,0.15523459846584997,0.098065508713999994,0.074682492037849935,same,same,same,same,same,same,same,same,same,same
